Date,CHGG
2014-03-14,6.53
2014-03-17,6.88
2014-03-18,6.92
2014-03-19,7.04
2014-03-20,7.08
2014-03-21,7.19
2014-03-24,7.16
2014-03-25,7.24
2014-03-26,7.11
2014-03-27,6.94
2014-03-28,6.93
2014-03-31,7.0
2014-04-01,7.27
2014-04-02,7.25
2014-04-03,7.09
2014-04-04,6.81
2014-04-07,6.52
2014-04-08,6.54
2014-04-09,6.54
2014-04-10,6.15
2014-04-11,5.72
2014-04-14,5.63
2014-04-15,5.22
2014-04-16,5.36
2014-04-17,5.5
2014-04-21,5.25
2014-04-22,5.27
2014-04-23,5.23
2014-04-24,5.24
2014-04-25,5.31
2014-04-28,5.25
2014-04-29,5.4
2014-04-30,5.27
2014-05-01,5.47
2014-05-02,5.82
2014-05-05,5.86
2014-05-06,5.9
2014-05-07,5.47
2014-05-08,5.4
2014-05-09,5.21
2014-05-12,5.31
2014-05-13,5.44
2014-05-14,5.34
2014-05-15,5.24
2014-05-16,5.27
2014-05-19,5.27
2014-05-20,5.34
2014-05-21,5.48
2014-05-22,5.49
2014-05-23,5.51
2014-05-27,5.68
2014-05-28,5.58
2014-05-29,5.61
2014-05-30,5.57
2014-06-02,5.41
2014-06-03,5.81
2014-06-04,5.89
2014-06-05,6.0
2014-06-06,6.28
2014-06-09,6.77
2014-06-10,6.63
2014-06-11,6.85
2014-06-12,6.38
2014-06-13,6.37
2014-06-16,7.3
2014-06-17,7.38
2014-06-18,7.62
2014-06-19,7.6
2014-06-20,7.72
2014-06-23,7.72
2014-06-24,7.81
2014-06-25,7.81
2014-06-26,7.26
2014-06-27,7.29
2014-06-30,7.04
2014-07-01,6.77
2014-07-02,6.82
2014-07-03,6.84
2014-07-07,6.76
2014-07-08,6.55
2014-07-09,6.56
2014-07-10,6.5
2014-07-11,6.5
2014-07-14,6.52
2014-07-15,6.35
2014-07-16,6.13
2014-07-17,5.82
2014-07-18,6.02
2014-07-21,6.08
2014-07-22,6.06
2014-07-23,5.92
2014-07-24,5.98
2014-07-25,6.05
2014-07-28,6.31
2014-07-29,6.34
2014-07-30,6.37
2014-07-31,6.43
2014-08-01,6.44
2014-08-04,5.89
2014-08-05,7.1
2014-08-06,7.35
2014-08-07,7.15
2014-08-08,7.03
2014-08-11,7.12
2014-08-12,6.84
2014-08-13,7.03
2014-08-14,6.93
2014-08-15,7.18
2014-08-18,7.33
2014-08-19,7.36
2014-08-20,6.98
2014-08-21,6.97
2014-08-22,6.85
2014-08-25,6.98
2014-08-26,6.87
2014-08-27,6.84
2014-08-28,6.8
2014-08-29,6.91
2014-09-02,6.74
2014-09-03,6.49
2014-09-04,6.65
2014-09-05,6.78
2014-09-08,6.87
2014-09-09,6.61
2014-09-10,6.62
2014-09-11,6.76
2014-09-12,6.58
2014-09-15,6.4
2014-09-16,6.49
2014-09-17,6.58
2014-09-18,6.58
2014-09-19,6.48
2014-09-22,6.15
2014-09-23,6.09
2014-09-24,6.25
2014-09-25,6.14
2014-09-26,6.15
2014-09-29,6.33
2014-09-30,6.24
2014-10-01,6.17
2014-10-02,6.25
2014-10-03,6.4
2014-10-06,6.28
2014-10-07,6.1
2014-10-08,6.14
2014-10-09,5.99
2014-10-10,5.76
2014-10-13,5.76
2014-10-14,5.98
2014-10-15,6.43
2014-10-16,6.37
2014-10-17,6.05
2014-10-20,6.11
2014-10-21,6.01
2014-10-22,5.89
2014-10-23,5.83
2014-10-24,6.15
2014-10-27,6.07
2014-10-28,6.26
2014-10-29,6.12
2014-10-30,6.3
2014-10-31,6.65
2014-11-03,6.57
2014-11-04,6.32
2014-11-05,6.66
2014-11-06,6.75
2014-11-07,6.72
2014-11-10,6.93
2014-11-11,6.99
2014-11-12,6.93
2014-11-13,6.86
2014-11-14,6.9
2014-11-17,6.58
2014-11-18,6.68
2014-11-19,6.44
2014-11-20,6.56
2014-11-21,6.76
2014-11-24,6.81
2014-11-25,6.8
2014-11-26,6.9
2014-11-28,6.76
2014-12-01,6.38
2014-12-02,6.49
2014-12-03,6.35
2014-12-04,6.45
2014-12-05,6.41
2014-12-08,6.22
2014-12-09,6.5
2014-12-10,6.48
2014-12-11,6.47
2014-12-12,6.41
2014-12-15,6.44
2014-12-16,6.36
2014-12-17,6.6
2014-12-18,6.6
2014-12-19,6.61
2014-12-22,6.91
2014-12-23,6.99
2014-12-24,6.91
2014-12-26,7.01
2014-12-29,6.99
2014-12-30,6.88
2014-12-31,6.91
2015-01-02,7.0
2015-01-05,6.79
2015-01-06,6.83
2015-01-07,6.87
2015-01-08,7.0
2015-01-09,7.09
2015-01-12,7.05
2015-01-13,6.84
2015-01-14,7.0
2015-01-15,6.69
2015-01-16,6.71
2015-01-20,6.66
2015-01-21,6.6
2015-01-22,6.99
2015-01-23,7.13
2015-01-26,7.01
2015-01-27,7.1
2015-01-28,6.76
2015-01-29,6.66
2015-01-30,6.63
2015-02-02,6.59
2015-02-03,6.73
2015-02-04,6.76
2015-02-05,6.73
2015-02-06,6.7
2015-02-09,6.69
2015-02-10,6.62
2015-02-11,6.49
2015-02-12,6.5
2015-02-13,6.44
2015-02-17,6.52
2015-02-18,6.51
2015-02-19,6.61
2015-02-20,6.44
2015-02-23,6.75
2015-02-24,8.6
2015-02-25,8.38
2015-02-26,7.99
2015-02-27,8.12
2015-03-02,8.21
2015-03-03,8.2
2015-03-04,8.75
2015-03-05,8.54
2015-03-06,8.3
2015-03-09,8.24
2015-03-10,8.21
2015-03-11,8.45
2015-03-12,8.66
2015-03-13,8.5
2015-03-16,8.48
2015-03-17,8.45
2015-03-18,8.49
2015-03-19,8.49
2015-03-20,8.45
2015-03-23,8.4
2015-03-24,8.44
2015-03-25,8.15
2015-03-26,7.99
2015-03-27,7.99
2015-03-30,8.0
2015-03-31,7.95
2015-04-01,7.77
2015-04-02,7.85
2015-04-06,7.84
2015-04-07,7.82
2015-04-08,7.94
2015-04-09,7.99
2015-04-10,8.0
2015-04-13,8.13
2015-04-14,8.14
2015-04-15,8.17
2015-04-16,8.11
2015-04-17,7.97
2015-04-20,7.97
2015-04-21,8.04
2015-04-22,8.04
2015-04-23,8.08
2015-04-24,8.06
2015-04-27,7.94
2015-04-28,7.98
2015-04-29,7.75
2015-04-30,7.43
2015-05-01,7.46
2015-05-04,7.39
2015-05-05,7.27
2015-05-06,7.42
2015-05-07,8.57
2015-05-08,8.5
2015-05-11,8.68
2015-05-12,8.64
2015-05-13,8.59
2015-05-14,8.22
2015-05-15,8.18
2015-05-18,7.99
2015-05-19,7.97
2015-05-20,7.97
2015-05-21,7.94
2015-05-22,7.82
2015-05-26,7.68
2015-05-27,7.79
2015-05-28,7.78
2015-05-29,7.61
2015-06-01,7.59
2015-06-02,7.78
2015-06-03,7.84
2015-06-04,7.65
2015-06-05,7.88
2015-06-08,7.75
2015-06-09,7.7
2015-06-10,7.85
2015-06-11,7.77
2015-06-12,7.69
2015-06-15,7.97
2015-06-16,7.96
2015-06-17,7.83
2015-06-18,7.96
2015-06-19,7.94
2015-06-22,7.93
2015-06-23,7.97
2015-06-24,7.9
2015-06-25,7.88
2015-06-26,7.84
2015-06-29,7.57
2015-06-30,7.84
2015-07-01,7.65
2015-07-02,7.72
2015-07-06,7.89
2015-07-07,7.7
2015-07-08,7.69
2015-07-09,8.1
2015-07-10,8.3
2015-07-13,8.3
2015-07-14,8.35
2015-07-15,8.26
2015-07-16,8.25
2015-07-17,8.11
2015-07-20,8.13
2015-07-21,8.16
2015-07-22,8.12
2015-07-23,8.06
2015-07-24,8.05
2015-07-27,8.02
2015-07-28,8.11
2015-07-29,8.1
2015-07-30,8.16
2015-07-31,8.31
2015-08-03,8.6
2015-08-04,8.55
2015-08-05,8.54
2015-08-06,8.45
2015-08-07,8.4
2015-08-10,8.56
2015-08-11,8.5
2015-08-12,8.54
2015-08-13,8.49
2015-08-14,8.57
2015-08-17,8.74
2015-08-18,8.6
2015-08-19,8.48
2015-08-20,8.0
2015-08-21,7.62
2015-08-24,7.5
2015-08-25,7.33
2015-08-26,7.25
2015-08-27,7.55
2015-08-28,7.66
2015-08-31,7.43
2015-09-01,7.18
2015-09-02,7.42
2015-09-03,7.4
2015-09-04,7.34
2015-09-08,7.46
2015-09-09,7.24
2015-09-10,7.5
2015-09-11,7.45
2015-09-14,7.47
2015-09-15,7.51
2015-09-16,7.66
2015-09-17,7.78
2015-09-18,8.0
2015-09-21,7.94
2015-09-22,7.9
2015-09-23,7.89
2015-09-24,7.75
2015-09-25,7.43
2015-09-28,7.14
2015-09-29,7.07
2015-09-30,7.21
2015-10-01,7.13
2015-10-02,7.3
2015-10-05,7.47
2015-10-06,7.37
2015-10-07,7.31
2015-10-08,7.2
2015-10-09,7.26
2015-10-12,7.2
2015-10-13,7.08
2015-10-14,6.99
2015-10-15,7.21
2015-10-16,7.34
2015-10-19,7.44
2015-10-20,7.4
2015-10-21,7.01
2015-10-22,7.17
2015-10-23,7.24
2015-10-26,7.11
2015-10-27,6.91
2015-10-28,7.16
2015-10-29,7.0
2015-10-30,6.9
2015-11-02,7.04
2015-11-03,7.83
2015-11-04,7.69
2015-11-05,7.52
2015-11-06,7.72
2015-11-09,7.62
2015-11-10,7.44
2015-11-11,7.27
2015-11-12,7.03
2015-11-13,6.75
2015-11-16,6.78
2015-11-17,6.91
2015-11-18,6.87
2015-11-19,7.09
2015-11-20,7.15
2015-11-23,7.24
2015-11-24,7.23
2015-11-25,7.3
2015-11-27,7.28
2015-11-30,7.26
