Date,ARRS
2012-06-18,13.43
2012-06-19,13.51
2012-06-20,13.44
2012-06-21,13.28
2012-06-22,13.54
2012-06-25,13.35
2012-06-26,13.63
2012-06-27,13.59
2012-06-28,13.65
2012-06-29,13.91
2012-07-02,14.0
2012-07-03,13.98
2012-07-05,13.99
2012-07-06,13.895
2012-07-09,13.98
2012-07-10,13.97
2012-07-11,13.77
2012-07-12,13.65
2012-07-13,13.84
2012-07-16,13.77
2012-07-17,13.89
2012-07-18,14.05
2012-07-19,13.825
2012-07-20,13.62
2012-07-23,13.2
2012-07-24,12.94
2012-07-25,13.17
2012-07-26,12.345
2012-07-27,12.86
2012-07-30,12.78
2012-07-31,12.69
2012-08-01,12.63
2012-08-02,12.72
2012-08-03,12.87
2012-08-06,13.29
2012-08-07,13.33
2012-08-08,13.54
2012-08-09,13.57
2012-08-10,13.75
2012-08-13,13.79
2012-08-14,13.48
2012-08-15,13.55
2012-08-16,13.79
2012-08-17,13.84
2012-08-20,13.75
2012-08-21,13.7
2012-08-22,13.63
2012-08-23,13.52
2012-08-24,13.48
2012-08-27,13.54
2012-08-28,13.65
2012-08-29,13.69
2012-08-30,13.5
2012-08-31,13.63
2012-09-04,13.75
2012-09-05,13.53
2012-09-06,13.86
2012-09-07,13.94
2012-09-10,13.8
2012-09-11,13.86
2012-09-12,13.93
2012-09-13,13.92
2012-09-14,14.07
2012-09-17,14.05
2012-09-18,14.02
2012-09-19,13.46
2012-09-20,13.33
2012-09-21,13.55
2012-09-24,13.44
2012-09-25,13.195
2012-09-26,13.0
2012-09-27,13.01
2012-09-28,12.79
2012-10-01,12.76
2012-10-02,12.77
2012-10-03,12.66
2012-10-04,12.73
2012-10-05,12.79
2012-10-08,12.65
2012-10-09,12.54
2012-10-10,12.56
2012-10-11,12.59
2012-10-12,12.58
2012-10-15,12.68
2012-10-16,13.02
2012-10-17,13.16
2012-10-18,13.02
2012-10-19,13.025
2012-10-22,12.91
2012-10-23,12.97
2012-10-24,13.03
2012-10-25,13.9
2012-10-26,13.73
2012-10-31,13.74
2012-11-01,14.08
2012-11-02,13.83
2012-11-05,14.0
2012-11-06,14.26
2012-11-07,14.22
2012-11-08,13.975
2012-11-09,13.95
2012-11-12,13.95
2012-11-13,13.86
2012-11-14,13.69
2012-11-15,13.61
2012-11-16,13.52
2012-11-19,13.69
2012-11-20,13.68
2012-11-21,13.74
2012-11-23,13.9
2012-11-26,13.82
2012-11-27,13.8
2012-11-28,13.83
2012-11-29,13.98
2012-11-30,13.97
2012-12-03,14.21
2012-12-04,14.26
2012-12-05,14.08
2012-12-06,14.21
2012-12-07,14.29
2012-12-10,14.36
2012-12-11,14.53
2012-12-12,14.27
2012-12-13,14.21
2012-12-14,14.16
2012-12-17,14.25
2012-12-18,14.58
2012-12-19,14.54
2012-12-20,15.06
2012-12-21,15.33
2012-12-24,15.11
2012-12-26,15.08
2012-12-27,15.0
2012-12-28,14.73
2012-12-31,14.94
2013-01-02,15.31
2013-01-03,15.28
2013-01-04,15.29
2013-01-07,15.27
2013-01-08,15.36
2013-01-09,15.35
2013-01-10,15.4
2013-01-11,15.35
2013-01-14,15.34
2013-01-15,16.559998999999998
2013-01-16,16.26
2013-01-17,16.43
2013-01-18,16.84
2013-01-22,16.799999
2013-01-23,16.67
2013-01-24,16.709999
2013-01-25,16.77
2013-01-28,16.75
2013-01-29,16.77
