Date,FE
2002-08-14,32.5
2002-08-15,32.919998
2002-08-16,33.0
2002-08-19,32.889998999999996
2002-08-20,33.200001
2002-08-21,33.849998
2002-08-22,34.549999
2002-08-23,33.400002
2002-08-26,34.349998
2002-08-27,34.150002
2002-08-28,34.669998
2002-08-29,33.470001
2002-08-30,33.0
2002-09-03,32.02
2002-09-04,31.469998999999998
2002-09-05,31.15
2002-09-06,31.27
2002-09-09,31.049999
2002-09-10,30.700001
2002-09-11,31.0
2002-09-12,30.09
2002-09-13,30.84
2002-09-16,30.59
2002-09-17,30.0
2002-09-18,30.48
2002-09-19,30.5
2002-09-20,30.469998999999998
2002-09-23,29.93
2002-09-24,29.0
2002-09-25,29.809998999999998
2002-09-26,30.51
2002-09-27,30.360001
2002-09-30,29.82
2002-10-01,30.35
2002-10-02,30.559998999999998
2002-10-03,29.76
2002-10-04,29.610001
2002-10-07,29.209999
2002-10-08,28.08
2002-10-09,25.92
2002-10-10,28.91
2002-10-11,29.0
2002-10-14,29.48
2002-10-15,28.209999
2002-10-16,26.299999
2002-10-17,28.15
2002-10-18,28.450001
2002-10-21,29.52
2002-10-22,29.030001000000002
2002-10-23,30.25
2002-10-24,30.48
2002-10-25,31.049999
2002-10-28,31.450001
2002-10-29,31.870001000000002
2002-10-30,32.32
2002-10-31,32.450001
2002-11-01,32.139998999999996
2002-11-04,33.029999
2002-11-05,32.900002
2002-11-06,33.669998
2002-11-07,32.709998999999996
2002-11-08,31.950001
2002-11-11,31.58
2002-11-12,30.440001000000002
2002-11-13,30.889999
2002-11-14,31.139999
2002-11-15,31.719998999999998
2002-11-18,31.67
2002-11-19,31.379998999999998
2002-11-20,31.709999
2002-11-21,31.65
2002-11-22,32.619999
2002-11-25,32.32
2002-11-26,31.51
2002-11-27,31.549999
2002-11-29,31.68
2002-12-02,31.48
2002-12-03,31.129998999999998
2002-12-04,30.0
2002-12-05,30.469998999999998
2002-12-06,30.889999
2002-12-09,31.33
2002-12-10,31.6
2002-12-11,32.16
2002-12-12,31.799999
2002-12-13,32.0
2002-12-16,32.759997999999996
2002-12-17,32.900002
2002-12-18,32.75
2002-12-19,32.799999
2002-12-20,32.959998999999996
2002-12-23,33.0
2002-12-24,33.099998
2002-12-26,33.07
2002-12-27,33.009997999999996
2002-12-30,33.0
2002-12-31,32.970001
2003-01-02,33.0
2003-01-03,33.23
2003-01-06,34.900002
2003-01-07,33.860001000000004
2003-01-08,33.860001000000004
2003-01-09,33.650002
2003-01-10,33.48
2003-01-13,33.25
2003-01-14,33.560001
2003-01-15,33.16
2003-01-16,32.75
2003-01-17,32.0
2003-01-21,31.1
2003-01-22,31.26
2003-01-23,31.75
2003-01-24,31.42
2003-01-27,30.530001000000002
2003-01-28,31.190001000000002
2003-01-29,31.42
2003-01-30,30.959999
2003-01-31,31.200001
2003-02-03,31.129998999999998
2003-02-04,31.01
2003-02-05,30.41
2003-02-06,30.440001000000002
2003-02-07,29.33
2003-02-10,29.6
2003-02-11,28.6
2003-02-12,27.65
2003-02-13,29.190001000000002
2003-02-14,29.24
2003-02-18,29.6
2003-02-19,29.6
2003-02-20,30.190001000000002
2003-02-21,30.35
2003-02-24,29.59
2003-02-25,29.41
2003-02-26,28.75
2003-02-27,29.32
2003-02-28,29.5
2003-03-03,29.450001
2003-03-04,29.17
2003-03-05,29.860001
2003-03-06,30.02
2003-03-07,29.5
2003-03-10,29.4
2003-03-11,29.049999
2003-03-12,29.25
2003-03-13,29.690001000000002
2003-03-14,29.700001
2003-03-17,30.299999
2003-03-18,30.969998999999998
2003-03-19,31.049999
2003-03-20,30.950001
2003-03-21,31.76
2003-03-24,30.809998999999998
2003-03-25,31.32
2003-03-26,30.950001
2003-03-27,31.33
2003-03-28,31.43
2003-03-31,31.5
2003-04-01,32.0
2003-04-02,31.77
2003-04-03,31.9
2003-04-04,31.99
2003-04-07,31.389999
2003-04-08,31.290001
2003-04-09,31.219998999999998
2003-04-10,31.040001
2003-04-11,30.66
2003-04-14,31.76
2003-04-15,32.279999
2003-04-16,32.25
2003-04-17,32.150002
2003-04-21,32.200001
2003-04-22,32.610001000000004
2003-04-23,32.75
2003-04-24,33.560001
2003-04-25,33.240002000000004
2003-04-28,33.700001
2003-04-29,33.799999
2003-04-30,33.73
2003-05-01,33.779999
2003-05-02,33.68
2003-05-05,33.330002
2003-05-06,33.189999
2003-05-07,33.040001000000004
2003-05-08,33.060001
2003-05-09,33.16
2003-05-12,33.099998
2003-05-13,33.18
2003-05-14,32.970001
2003-05-15,33.349998
2003-05-16,34.049999
2003-05-19,33.799999
2003-05-20,34.23
2003-05-21,34.34
2003-05-22,34.779999
2003-05-23,35.950001
2003-05-27,36.650002
2003-05-28,36.650002
2003-05-29,36.25
2003-05-30,36.810001
2003-06-02,37.200001
2003-06-03,37.07
2003-06-04,37.25
2003-06-05,37.0
2003-06-06,36.509997999999996
2003-06-09,36.709998999999996
2003-06-10,37.009997999999996
2003-06-11,37.68
2003-06-12,37.439999
2003-06-13,37.25
2003-06-16,38.23
2003-06-17,37.639998999999996
2003-06-18,37.650002
2003-06-19,38.200001
2003-06-20,38.0
2003-06-23,38.0
2003-06-24,38.080002
2003-06-25,37.799999
2003-06-26,38.439999
2003-06-27,37.400002
2003-06-30,38.450001
2003-07-01,38.439999
2003-07-02,38.5
2003-07-03,38.400002
2003-07-07,37.860001000000004
2003-07-08,37.240002000000004
2003-07-09,36.509997999999996
2003-07-10,35.869999
2003-07-11,36.130001
2003-07-14,36.200001
2003-07-15,35.490002000000004
2003-07-16,34.900002
2003-07-17,34.82
2003-07-18,35.009997999999996
2003-07-21,34.380001
2003-07-22,34.52
2003-07-23,34.549999
2003-07-24,34.77
2003-07-25,34.369999
2003-07-28,34.5
2003-07-29,34.25
2003-07-30,34.549999
2003-07-31,34.490002000000004
2003-08-01,34.290001000000004
2003-08-04,34.25
2003-08-05,31.33
2003-08-06,31.77
2003-08-07,31.360001
2003-08-08,31.120001000000002
2003-08-11,31.049999
2003-08-12,31.25
2003-08-13,31.15
2003-08-14,31.01
2003-08-15,30.610001
2003-08-18,27.75
2003-08-19,27.959999
2003-08-20,29.190001000000002
2003-08-21,28.76
2003-08-22,28.299999
2003-08-25,28.540001
2003-08-26,29.190001000000002
2003-08-27,29.24
2003-08-28,29.25
2003-08-29,29.26
2003-09-02,30.1
2003-09-03,30.360001
2003-09-04,30.440001000000002
2003-09-05,30.25
2003-09-08,30.6
2003-09-09,31.24
2003-09-10,31.83
2003-09-11,31.1
2003-09-12,31.809998999999998
2003-09-15,31.780001000000002
2003-09-16,31.530001000000002
2003-09-17,31.139999
2003-09-18,31.57
2003-09-19,31.75
2003-09-22,31.41
2003-09-23,31.309998999999998
2003-09-24,31.08
2003-09-25,31.219998999999998
2003-09-26,31.719998999999998
2003-09-29,32.25
2003-09-30,31.9
2003-10-01,32.400002
2003-10-02,32.450001
2003-10-03,32.279999
2003-10-06,32.34
2003-10-07,32.0
2003-10-08,32.299999
2003-10-09,32.580002
2003-10-10,32.169998
2003-10-13,32.48
2003-10-14,33.02
2003-10-15,33.119999
2003-10-16,33.200001
2003-10-17,33.040001000000004
2003-10-20,33.040001000000004
2003-10-21,33.200001
2003-10-22,33.209998999999996
2003-10-23,33.669998
2003-10-24,34.02
2003-10-27,34.110001000000004
2003-10-28,34.169998
2003-10-29,34.419998
2003-10-30,34.75
2003-10-31,34.389998999999996
2003-11-03,34.700001
2003-11-04,34.549999
2003-11-05,34.5
2003-11-06,34.52
2003-11-07,34.450001
2003-11-10,34.68
2003-11-11,34.639998999999996
2003-11-12,34.669998
2003-11-13,34.650002
2003-11-14,34.75
2003-11-17,34.610001000000004
2003-11-18,33.990002000000004
2003-11-19,33.290001000000004
2003-11-20,33.709998999999996
2003-11-21,33.5
2003-11-24,33.5
2003-11-25,33.540001000000004
2003-11-26,34.299999
2003-11-28,34.650002
2003-12-01,34.950001
2003-12-02,34.799999
2003-12-03,34.93
2003-12-04,35.610001000000004
2003-12-05,35.279999
2003-12-08,35.630001
2003-12-09,34.880001
2003-12-10,34.790001000000004
2003-12-11,34.599998
2003-12-12,34.599998
2003-12-15,34.490002000000004
2003-12-16,35.02
2003-12-17,35.16
2003-12-18,35.220001
2003-12-19,34.919998
2003-12-22,35.189999
2003-12-23,35.099998
2003-12-24,35.169998
2003-12-26,35.290001000000004
2003-12-29,35.299999
2003-12-30,35.16
2003-12-31,35.200001
2004-01-02,35.34
2004-01-05,35.709998999999996
2004-01-06,35.98
2004-01-07,36.169998
2004-01-08,36.830002
2004-01-09,36.419998
2004-01-12,36.200001
2004-01-13,36.490002000000004
2004-01-14,36.77
2004-01-15,36.689999
2004-01-16,37.0
2004-01-20,36.970001
2004-01-21,37.169998
2004-01-22,37.0
2004-01-23,37.200001
2004-01-26,37.009997999999996
2004-01-27,36.73
2004-01-28,37.189999
2004-01-29,37.310001
2004-01-30,37.52
2004-02-02,37.549999
2004-02-03,37.779999
2004-02-04,36.900002
2004-02-05,36.200001
2004-02-06,36.400002
2004-02-09,36.599998
2004-02-10,37.040001000000004
2004-02-11,37.200001
2004-02-12,37.450001
2004-02-13,37.509997999999996
2004-02-17,37.700001
2004-02-18,38.150002
2004-02-19,38.189999
2004-02-20,37.919998
2004-02-23,37.73
2004-02-24,37.669998
2004-02-25,37.950001
2004-02-26,38.049999
2004-02-27,38.630001
2004-03-01,38.630001
2004-03-02,38.400002
2004-03-03,38.400002
2004-03-04,38.5
2004-03-05,38.869999
2004-03-08,38.619999
2004-03-09,38.790001000000004
2004-03-10,38.16
2004-03-11,37.450001
2004-03-12,37.900002
2004-03-15,37.849998
2004-03-16,38.150002
2004-03-17,38.709998999999996
2004-03-18,38.650002
2004-03-19,38.650002
2004-03-22,38.599998
2004-03-23,38.630001
2004-03-24,38.880001
2004-03-25,38.900002
2004-03-26,39.0
2004-03-29,39.0
2004-03-30,38.990002000000004
2004-03-31,39.080002
2004-04-01,39.209998999999996
2004-04-02,39.110001000000004
2004-04-05,39.130001
2004-04-06,39.169998
2004-04-07,38.689999
2004-04-08,38.959998999999996
2004-04-12,38.470001
2004-04-13,38.009997999999996
2004-04-14,38.27
2004-04-15,38.599998
2004-04-16,38.599998
2004-04-19,38.549999
2004-04-20,38.490002000000004
2004-04-21,38.759997999999996
2004-04-22,39.25
2004-04-23,39.25
2004-04-26,39.299999
2004-04-27,39.18
2004-04-28,39.18
2004-04-29,39.02
2004-04-30,39.099998
2004-05-03,39.349998
2004-05-04,39.240002000000004
2004-05-05,38.59
2004-05-06,38.529999
2004-05-07,37.599998
2004-05-10,37.349998
2004-05-11,37.029999
2004-05-12,37.080002
2004-05-13,36.900002
2004-05-14,37.27
2004-05-17,36.880001
2004-05-18,37.200001
2004-05-19,37.0
2004-05-20,37.259997999999996
2004-05-21,37.02
2004-05-24,37.43
2004-05-25,38.0
2004-05-26,38.439999
2004-05-27,38.759997999999996
2004-05-28,39.0
2004-06-01,38.720001
2004-06-02,38.990002000000004
2004-06-03,38.919998
2004-06-04,39.299999
2004-06-07,39.34
2004-06-08,38.990002000000004
2004-06-09,37.48
2004-06-10,37.900002
2004-06-14,37.77
2004-06-15,37.849998
2004-06-16,38.060001
2004-06-17,38.0
2004-06-18,37.900002
2004-06-21,38.080002
2004-06-22,38.0
2004-06-23,38.0
2004-06-24,37.650002
2004-06-25,37.400002
2004-06-28,37.57
2004-06-29,37.25
2004-06-30,37.41
2004-07-01,37.27
2004-07-02,37.310001
2004-07-06,37.57
2004-07-07,37.919998
2004-07-08,37.860001000000004
2004-07-09,37.939999
2004-07-12,37.599998
2004-07-13,37.799999
2004-07-14,38.240002000000004
2004-07-15,38.259997999999996
2004-07-16,38.540001000000004
2004-07-19,38.98
2004-07-20,39.119999
2004-07-21,38.48
2004-07-22,38.400002
2004-07-23,38.009997999999996
2004-07-26,37.830002
2004-07-27,37.919998
2004-07-28,38.200001
2004-07-29,38.91
2004-07-30,39.099998
2004-08-02,39.529999
2004-08-03,39.509997999999996
2004-08-04,39.849998
2004-08-05,40.009997999999996
2004-08-06,39.900002
2004-08-09,39.459998999999996
2004-08-10,39.18
2004-08-11,39.240002000000004
2004-08-12,39.310001
2004-08-13,39.060001
2004-08-16,39.279999
2004-08-17,39.18
2004-08-18,39.720001
2004-08-19,39.470001
2004-08-20,39.529999
2004-08-23,39.630001
2004-08-24,39.900002
2004-08-25,40.200001
2004-08-26,40.169998
2004-08-27,40.119999
2004-08-30,40.130001
2004-08-31,40.240002000000004
2004-09-01,40.889998999999996
2004-09-02,41.470001
2004-09-03,41.450001
2004-09-07,41.529999
2004-09-08,40.93
2004-09-09,40.849998
2004-09-10,40.790001000000004
2004-09-13,40.810001
2004-09-14,41.360001000000004
2004-09-15,41.259997999999996
2004-09-16,41.57
2004-09-17,41.669998
2004-09-20,41.5
2004-09-21,41.23
2004-09-22,41.130001
2004-09-23,40.970001
2004-09-24,40.799999
2004-09-27,41.32
2004-09-28,41.529999
2004-09-29,41.310001
2004-09-30,41.080002
2004-10-01,41.040001000000004
2004-10-04,41.189999
2004-10-05,41.060001
2004-10-06,41.240002000000004
2004-10-07,40.77
2004-10-08,40.779999
2004-10-11,41.009997999999996
2004-10-12,41.470001
2004-10-13,41.450001
2004-10-14,41.48
2004-10-15,41.669998
2004-10-18,41.52
2004-10-19,41.099998
2004-10-20,41.049999
2004-10-21,40.950001
2004-10-22,40.849998
2004-10-25,41.07
2004-10-26,41.700001
2004-10-27,41.5
2004-10-28,41.150002
2004-10-29,41.330002
2004-11-01,41.369999
2004-11-02,41.029999
2004-11-03,41.150002
2004-11-04,41.830002
2004-11-05,41.599998
2004-11-08,41.720001
2004-11-09,41.650002
2004-11-10,41.619999
2004-11-11,42.259997999999996
2004-11-12,43.150002
2004-11-15,43.02
2004-11-16,43.150002
2004-11-17,42.5
2004-11-18,42.099998
2004-11-19,42.07
2004-11-22,43.029999
2004-11-23,42.720001
2004-11-24,42.950001
2004-11-26,42.98
2004-11-29,42.650002
2004-11-30,42.23
2004-12-01,39.48
2004-12-02,39.189999
2004-12-03,39.200001
2004-12-06,39.220001
2004-12-07,39.049999
2004-12-08,39.0
2004-12-09,39.0
2004-12-10,38.889998999999996
2004-12-13,39.0
2004-12-14,39.0
2004-12-15,39.029999
2004-12-16,38.799999
2004-12-17,39.32
2004-12-20,39.98
2004-12-21,39.950001
2004-12-22,40.029999
2004-12-23,39.84
2004-12-27,39.57
2004-12-28,39.73
2004-12-29,39.720001
2004-12-30,39.630001
2004-12-31,39.509997999999996
2005-01-03,39.349998
2005-01-04,39.220001
2005-01-05,38.900002
2005-01-06,38.91
2005-01-07,38.5
2005-01-10,38.299999
2005-01-11,38.259997999999996
2005-01-12,38.299999
2005-01-13,38.799999
2005-01-14,39.119999
2005-01-18,39.419998
2005-01-19,39.299999
2005-01-20,38.849998
2005-01-21,38.740002000000004
2005-01-24,39.240002000000004
2005-01-25,38.98
2005-01-26,39.810001
2005-01-27,40.0
2005-01-28,39.400002
2005-01-31,39.759997999999996
2005-02-01,40.0
2005-02-02,40.360001000000004
2005-02-03,39.830002
2005-02-04,40.150002
2005-02-07,40.060001
2005-02-08,40.400002
2005-02-09,40.529999
2005-02-10,40.919998
2005-02-11,41.07
2005-02-14,41.380001
2005-02-15,41.220001
2005-02-16,41.02
2005-02-17,41.5
2005-02-18,40.669998
2005-02-22,39.869999
2005-02-23,40.380001
2005-02-24,40.52
2005-02-25,41.119999
2005-02-28,41.240002000000004
2005-03-01,41.580002
2005-03-02,41.240002000000004
2005-03-03,41.279999
2005-03-04,41.470001
2005-03-07,41.77
2005-03-08,41.580002
2005-03-09,40.52
2005-03-10,41.18
2005-03-11,40.59
2005-03-14,42.02
2005-03-15,41.830002
2005-03-16,41.630001
2005-03-17,41.68
2005-03-18,41.349998
2005-03-21,41.200001
2005-03-22,40.689999
2005-03-23,40.48
2005-03-24,40.810001
2005-03-28,40.860001000000004
2005-03-29,40.709998999999996
2005-03-30,41.169998
2005-03-31,41.950001
2005-04-01,41.970001
2005-04-04,41.950001
2005-04-05,42.049999
2005-04-06,41.610001000000004
2005-04-07,41.900002
2005-04-08,41.599998
2005-04-11,42.0
2005-04-12,42.709998999999996
2005-04-13,42.25
2005-04-14,42.0
2005-04-15,41.23
2005-04-18,41.580002
2005-04-19,41.509997999999996
2005-04-20,41.150002
2005-04-21,41.970001
2005-04-22,42.380001
2005-04-25,42.740002000000004
2005-04-26,42.52
2005-04-27,42.869999
2005-04-28,42.84
2005-04-29,43.52
2005-05-02,43.290001000000004
2005-05-03,43.709998999999996
2005-05-04,42.830002
2005-05-05,43.18
2005-05-06,42.75
2005-05-09,43.560001
2005-05-10,43.459998999999996
2005-05-11,44.189999
2005-05-12,44.25
2005-05-13,43.720001
2005-05-16,43.75
2005-05-17,44.009997999999996
2005-05-18,44.049999
2005-05-19,44.0
2005-05-20,44.119999
2005-05-23,44.16
2005-05-24,44.080002
2005-05-25,43.790001000000004
2005-05-26,44.0
2005-05-27,44.299999
2005-05-31,44.299999
2005-06-01,44.57
2005-06-02,45.349998
2005-06-03,45.0
2005-06-06,45.07
2005-06-07,45.41
2005-06-08,45.080002
2005-06-09,45.150002
2005-06-10,44.98
2005-06-13,44.860001000000004
2005-06-14,45.5
2005-06-15,45.43
2005-06-16,45.599998
2005-06-17,47.130001
2005-06-20,46.830002
2005-06-21,47.040001000000004
2005-06-22,47.380001
2005-06-23,47.869999
2005-06-24,47.57
2005-06-27,47.740002000000004
2005-06-28,48.630001
2005-06-29,48.669998
2005-06-30,48.110001000000004
2005-07-01,48.709998999999996
2005-07-05,48.509997999999996
2005-07-06,48.029999
2005-07-07,48.369999
2005-07-08,49.02
2005-07-11,49.630001
2005-07-12,49.52
2005-07-13,49.5
2005-07-14,49.209998999999996
2005-07-15,48.970001
2005-07-18,49.119999
2005-07-19,49.34
2005-07-20,49.580002
2005-07-21,49.18
2005-07-22,49.639998999999996
2005-07-25,49.040001000000004
2005-07-26,49.0
2005-07-27,50.0
2005-07-28,50.0
2005-07-29,49.779999
2005-08-01,49.0
2005-08-02,49.650002
2005-08-03,49.66
2005-08-04,49.880001
2005-08-05,49.509997999999996
2005-08-08,48.950001
2005-08-09,49.709998999999996
2005-08-10,49.720001
2005-08-11,50.07
2005-08-12,49.720001
2005-08-15,49.68
2005-08-16,49.02
2005-08-17,48.860001000000004
2005-08-18,49.220001
2005-08-19,49.060001
2005-08-22,49.540001000000004
2005-08-23,50.049999
2005-08-24,49.939999
2005-08-25,50.650002
2005-08-26,50.41
2005-08-29,50.82
2005-08-30,50.669998
2005-08-31,51.029999
2005-09-01,51.849998
2005-09-02,51.900002
2005-09-06,52.299999
2005-09-07,52.48
2005-09-08,52.150002
2005-09-09,52.73
2005-09-12,52.169998
2005-09-13,51.900002
2005-09-14,51.919998
2005-09-15,52.32
2005-09-16,52.669998
2005-09-19,52.549999
2005-09-20,52.040001000000004
2005-09-21,51.5
2005-09-22,51.0
2005-09-23,50.529999
2005-09-26,50.68
2005-09-27,51.279999
2005-09-28,51.349998
2005-09-29,52.139998999999996
2005-09-30,52.119999
2005-10-03,52.200001
2005-10-04,52.150002
2005-10-05,50.84
2005-10-06,50.369999
2005-10-07,50.759997999999996
2005-10-10,49.82
2005-10-11,49.689999
2005-10-12,49.099998
2005-10-13,48.32
2005-10-14,48.299999
2005-10-17,48.759997999999996
2005-10-18,47.919998
2005-10-19,47.700001
2005-10-20,46.389998999999996
2005-10-21,46.18
2005-10-24,46.700001
2005-10-25,46.860001000000004
2005-10-26,46.490002000000004
2005-10-27,46.400002
2005-10-28,46.939999
2005-10-31,47.5
2005-11-01,46.400002
2005-11-02,46.57
2005-11-03,46.130001
2005-11-04,46.330002
2005-11-07,46.220001
2005-11-08,46.18
2005-11-09,46.5
2005-11-10,46.849998
2005-11-11,46.450001
2005-11-14,46.349998
2005-11-15,46.290001000000004
2005-11-16,46.349998
2005-11-17,46.900002
2005-11-18,46.84
2005-11-21,46.669998
2005-11-22,46.580002
2005-11-23,46.950001
2005-11-25,47.099998
2005-11-28,46.619999
2005-11-29,47.049999
2005-11-30,46.959998999999996
2005-12-01,47.0
2005-12-02,46.830002
2005-12-05,47.23
2005-12-06,47.169998
2005-12-07,46.849998
2005-12-08,47.400002
2005-12-09,47.919998
2005-12-12,47.619999
2005-12-13,48.09
2005-12-14,48.970001
2005-12-15,49.610001000000004
2005-12-16,49.650002
2005-12-19,49.119999
2005-12-20,49.310001
2005-12-21,48.77
2005-12-22,49.27
2005-12-23,49.580002
2005-12-27,49.73
2005-12-28,49.48
2005-12-29,49.220001
2005-12-30,48.990002000000004
2006-01-03,50.029999
2006-01-04,50.5
2006-01-05,50.57
2006-01-06,51.060001
2006-01-09,51.310001
2006-01-10,51.200001
2006-01-11,51.049999
2006-01-12,50.799999
2006-01-13,50.75
2006-01-17,51.439999
2006-01-18,51.110001000000004
2006-01-19,51.509997999999996
2006-01-20,50.82
2006-01-23,51.099998
2006-01-24,51.619999
2006-01-25,50.27
2006-01-26,50.360001000000004
2006-01-27,50.580002
2006-01-30,50.220001
2006-01-31,50.099998
2006-02-01,50.25
2006-02-02,49.369999
2006-02-03,48.389998999999996
2006-02-06,48.860001000000004
2006-02-07,48.25
2006-02-08,48.529999
2006-02-09,49.02
2006-02-10,49.130001
2006-02-13,48.84
2006-02-14,49.040001000000004
2006-02-15,48.200001
2006-02-16,48.889998999999996
2006-02-17,49.900002
2006-02-21,49.91
2006-02-22,50.68
2006-02-23,49.950001
2006-02-24,50.5
2006-02-27,51.139998999999996
2006-02-28,51.080002
2006-03-01,51.0
2006-03-02,50.919998
2006-03-03,51.040001000000004
2006-03-06,49.779999
2006-03-07,49.68
2006-03-08,49.830002
2006-03-09,49.240002000000004
2006-03-10,49.43
2006-03-13,49.75
2006-03-14,50.459998999999996
2006-03-15,51.029999
2006-03-16,51.75
2006-03-17,51.740002000000004
2006-03-20,51.150002
2006-03-21,50.490002000000004
2006-03-22,50.5
2006-03-23,50.330002
2006-03-24,50.290001000000004
2006-03-27,49.75
2006-03-28,49.32
2006-03-29,50.700001
2006-03-30,49.990002000000004
2006-03-31,48.900002
2006-04-03,48.82
2006-04-04,49.599998
2006-04-05,50.0
2006-04-06,49.540001000000004
2006-04-07,48.599998
2006-04-10,48.889998999999996
2006-04-11,48.630001
2006-04-12,49.139998999999996
2006-04-13,48.880001
2006-04-17,48.450001
2006-04-18,49.779999
2006-04-19,49.849998
2006-04-20,50.310001
2006-04-21,50.32
2006-04-24,50.029999
2006-04-25,49.18
2006-04-26,49.439999
2006-04-27,50.889998999999996
2006-04-28,50.709998999999996
2006-05-01,50.150002
2006-05-02,51.669998
2006-05-03,51.009997999999996
2006-05-04,51.09
2006-05-05,51.880001
2006-05-08,51.970001
2006-05-09,52.200001
2006-05-10,52.259997999999996
2006-05-11,51.73
2006-05-12,51.529999
2006-05-15,52.470001
2006-05-16,52.98
2006-05-17,52.32
2006-05-18,52.490002000000004
2006-05-19,52.310001
2006-05-22,52.990002000000004
2006-05-23,51.889998999999996
2006-05-24,52.02
2006-05-25,52.299999
2006-05-26,52.66
2006-05-30,51.91
2006-05-31,52.419998
2006-06-01,52.450001
2006-06-02,52.849998
2006-06-05,52.439999
2006-06-06,52.959998999999996
2006-06-07,53.209998999999996
2006-06-08,53.400002
2006-06-09,53.73
2006-06-12,54.450001
2006-06-13,53.25
2006-06-14,52.299999
2006-06-15,52.560001
2006-06-16,52.880001
2006-06-19,52.209998999999996
2006-06-20,52.98
2006-06-21,53.290001000000004
2006-06-22,52.720001
2006-06-23,52.919998
2006-06-26,53.310001
2006-06-27,52.799999
2006-06-28,53.619999
2006-06-29,54.290001000000004
2006-06-30,54.209998999999996
2006-07-03,54.549999
2006-07-05,54.18
2006-07-06,53.759997999999996
2006-07-07,53.740002000000004
2006-07-10,54.25
2006-07-11,54.16
2006-07-12,53.75
2006-07-13,53.77
2006-07-14,53.880001
2006-07-17,54.18
2006-07-18,54.279999
2006-07-19,55.5
2006-07-20,55.419998
2006-07-21,55.240002000000004
2006-07-24,55.799999
2006-07-25,55.720001
2006-07-26,56.060001
2006-07-27,55.450001
2006-07-28,56.049999
2006-07-31,56.0
2006-08-01,57.07
2006-08-02,56.560001
2006-08-03,56.169998
2006-08-04,57.029999
2006-08-07,55.669998
2006-08-08,56.5
2006-08-09,56.439999
2006-08-10,56.169998
2006-08-11,56.200001
2006-08-14,56.080002
2006-08-15,56.369999
2006-08-16,55.959998999999996
2006-08-17,55.830002
2006-08-18,56.16
2006-08-21,56.009997999999996
2006-08-22,56.369999
2006-08-23,55.66
2006-08-24,56.16
2006-08-25,56.490002000000004
2006-08-28,56.25
2006-08-29,56.400002
2006-08-30,56.439999
2006-08-31,57.060001
2006-09-01,57.139998999999996
2006-09-05,56.709998999999996
2006-09-06,56.099998
2006-09-07,56.0
2006-09-08,55.779999
2006-09-11,56.509997999999996
2006-09-12,55.290001000000004
2006-09-13,55.889998999999996
2006-09-14,55.599998
2006-09-15,56.0
2006-09-18,56.240002000000004
2006-09-19,55.77
2006-09-20,55.450001
2006-09-21,55.029999
2006-09-22,55.049999
2006-09-25,56.07
2006-09-26,55.849998
2006-09-27,56.740002000000004
2006-09-28,56.529999
2006-09-29,55.860001000000004
2006-10-02,57.009997999999996
2006-10-03,57.5
2006-10-04,57.439999
2006-10-05,57.66
2006-10-06,57.119999
2006-10-09,56.860001000000004
2006-10-10,57.650002
2006-10-11,57.77
2006-10-12,57.77
2006-10-13,57.98
2006-10-16,57.790001000000004
2006-10-17,58.330002
2006-10-18,58.889998999999996
2006-10-19,58.68
2006-10-20,58.810001
2006-10-23,59.16
2006-10-24,59.32
2006-10-25,59.93
2006-10-26,59.610001000000004
2006-10-27,59.529999
2006-10-30,58.900002
2006-10-31,58.849998
2006-11-01,59.310001
2006-11-02,58.950001
2006-11-03,57.880001
2006-11-06,58.52
2006-11-07,58.610001000000004
2006-11-08,59.32
2006-11-09,58.91
2006-11-10,59.0
2006-11-13,59.0
2006-11-14,58.849998
2006-11-15,58.150002
2006-11-16,58.619999
2006-11-17,58.639998999999996
2006-11-20,58.490002000000004
2006-11-21,58.889998999999996
2006-11-22,59.169998
2006-11-24,58.970001
2006-11-27,58.869999
2006-11-28,58.959998999999996
2006-11-29,59.669998
2006-11-30,59.84
2006-12-01,60.529999
2006-12-04,60.720001
2006-12-05,61.299999
2006-12-06,60.860001000000004
2006-12-07,60.27
2006-12-08,60.18
2006-12-11,60.529999
2006-12-12,60.91
2006-12-13,60.799999
2006-12-14,60.830002
2006-12-15,60.849998
2006-12-18,60.959998999999996
2006-12-19,61.310001
2006-12-20,61.220001
2006-12-21,60.700001
2006-12-22,60.68
2006-12-26,60.889998999999996
2006-12-27,61.009997999999996
2006-12-28,60.610001000000004
2006-12-29,60.299999
2007-01-03,60.459998999999996
2007-01-04,60.389998999999996
2007-01-05,59.110001000000004
2007-01-08,59.0
2007-01-09,58.740002000000004
2007-01-10,58.669998
2007-01-11,58.580002
2007-01-12,57.990002000000004
2007-01-16,58.060001
2007-01-17,58.34
2007-01-18,58.18
2007-01-19,58.57
2007-01-22,58.169998
2007-01-23,57.900002
2007-01-24,58.580002
2007-01-25,58.380001
2007-01-26,58.900002
2007-01-29,59.099998
2007-01-30,59.32
2007-01-31,59.330002
2007-02-01,60.57
2007-02-02,60.84
2007-02-05,61.639998999999996
2007-02-06,61.869999
2007-02-07,62.290001000000004
2007-02-08,63.150002
2007-02-09,63.150002
2007-02-12,63.279999
2007-02-13,63.439999
2007-02-14,63.84
2007-02-15,63.470001
2007-02-16,63.07
2007-02-20,63.77
2007-02-21,63.169998
2007-02-22,63.380001
2007-02-23,63.509997999999996
2007-02-26,64.629997
2007-02-27,63.189999
2007-02-28,62.57
