Date,UTSI
2004-11-03,51.630001
2004-11-04,52.5
2004-11-05,53.610001000000004
2004-11-08,54.360001000000004
2004-11-09,55.740002000000004
2004-11-10,55.619999
2004-11-11,56.91
2004-11-12,56.040001000000004
2004-11-15,57.540001000000004
2004-11-16,55.049999
2004-11-17,56.279999
2004-11-18,57.18
2004-11-19,55.23
2004-11-22,54.509997999999996
2004-11-23,53.73
2004-11-24,54.389998999999996
2004-11-26,54.869999
2004-11-29,56.16
2004-11-30,58.619999
2004-12-01,64.050003
2004-12-02,66.900002
2004-12-03,63.48
2004-12-06,64.199997
2004-12-07,63.240002000000004
2004-12-08,63.48
2004-12-09,61.919998
2004-12-10,64.529999
2004-12-13,64.620003
2004-12-14,64.949997
2004-12-15,67.050003
2004-12-16,66.599998
2004-12-17,64.589996
2004-12-20,63.060001
2004-12-21,64.199997
2004-12-22,64.290001
2004-12-23,64.110001
2004-12-27,64.08000200000001
2004-12-28,63.630001
2004-12-29,66.029999
2004-12-30,66.57
2004-12-31,66.449997
2005-01-03,66.599998
2005-01-04,64.08000200000001
2005-01-05,62.130001
2005-01-06,59.82
2005-01-07,47.91
2005-01-10,49.41
2005-01-11,49.560001
2005-01-12,49.470001
2005-01-13,50.43
2005-01-14,50.880001
2005-01-18,50.790001000000004
2005-01-19,50.939999
2005-01-20,48.959998999999996
2005-01-21,48.630001
2005-01-24,47.490002000000004
2005-01-25,47.639998999999996
2005-01-26,48.900002
2005-01-27,48.450001
2005-01-28,48.509997999999996
2005-01-31,49.290001000000004
2005-02-01,48.84
2005-02-02,48.959998999999996
2005-02-03,46.080002
2005-02-04,46.740002000000004
2005-02-07,45.509997999999996
2005-02-08,44.759997999999996
2005-02-09,43.799999
2005-02-10,42.779999
2005-02-11,43.139998999999996
2005-02-14,43.41
2005-02-15,44.220001
2005-02-16,43.080002
2005-02-17,41.400002
2005-02-18,40.59
2005-02-22,40.23
2005-02-23,39.869999
2005-02-24,40.32
2005-02-25,39.900002
2005-02-28,38.639998999999996
2005-03-01,37.470001
2005-03-02,40.139998999999996
2005-03-03,39.450001
2005-03-04,39.150002
2005-03-07,41.040001000000004
2005-03-08,39.689999
2005-03-09,40.200001
2005-03-10,38.939999
2005-03-11,38.099998
2005-03-14,39.419998
2005-03-15,38.939999
2005-03-16,39.09
2005-03-17,38.82
2005-03-18,38.880001
2005-03-21,39.330002
2005-03-22,38.189999
2005-03-23,37.5
2005-03-24,37.290001000000004
2005-03-28,36.540001000000004
2005-03-29,35.099998
2005-03-30,35.52
2005-03-31,32.849998
2005-04-01,32.759997999999996
2005-04-04,32.220001
2005-04-05,31.23
2005-04-06,30.66
2005-04-07,32.849998
2005-04-08,33.330002
2005-04-11,32.220001
2005-04-12,32.279999
2005-04-13,32.220001
2005-04-14,32.759997999999996
2005-04-15,30.93
2005-04-18,31.83
2005-04-19,33.209998999999996
2005-04-20,32.099998
2005-04-21,32.880001
2005-04-22,32.220001
2005-04-25,31.860001
2005-04-26,30.360001
2005-04-27,29.76
2005-04-28,28.799999
2005-04-29,28.5
2005-05-02,29.07
2005-05-03,28.889999
2005-05-04,29.4
2005-05-05,31.35
2005-05-06,21.719998999999998
2005-05-09,20.549999
2005-05-10,20.790001
2005-05-11,20.52
2005-05-12,21.15
2005-05-13,21.27
2005-05-16,20.879998999999998
2005-05-17,20.52
2005-05-18,21.059998999999998
2005-05-19,21.629998999999998
2005-05-20,21.690001000000002
2005-05-23,22.17
2005-05-24,22.049999
2005-05-25,21.9
2005-05-26,21.9
2005-05-27,21.57
2005-05-31,22.08
2005-06-01,22.049999
2005-06-02,22.290001
2005-06-03,24.450001
2005-06-06,25.889999
2005-06-07,25.26
2005-06-08,25.23
2005-06-09,25.139999
2005-06-10,26.040001
2005-06-13,25.17
2005-06-14,25.709999
2005-06-15,25.200001
2005-06-16,23.4
2005-06-17,23.1
2005-06-20,22.530001000000002
2005-06-21,22.32
2005-06-22,22.83
2005-06-23,22.200001
2005-06-24,22.110001
2005-06-27,20.85
2005-06-28,21.48
2005-06-29,22.59
2005-06-30,22.469998999999998
2005-07-01,22.559998999999998
2005-07-05,22.17
2005-07-06,22.02
2005-07-07,21.809998999999998
2005-07-08,22.26
2005-07-11,25.469998999999998
2005-07-12,25.049999
2005-07-13,26.58
2005-07-14,26.1
2005-07-15,25.65
2005-07-18,26.07
2005-07-19,26.52
2005-07-20,26.370001000000002
2005-07-21,26.639999
2005-07-22,26.91
2005-07-25,26.190001000000002
2005-07-26,26.790001
2005-07-27,27.27
2005-07-28,26.700001
2005-07-29,26.459999
2005-08-01,26.459999
2005-08-02,25.620001000000002
2005-08-03,23.700001
2005-08-04,24.15
2005-08-05,24.84
2005-08-08,24.18
2005-08-09,24.389999
2005-08-10,24.629998999999998
2005-08-11,24.719998999999998
2005-08-12,24.57
2005-08-15,24.48
2005-08-16,24.24
2005-08-17,24.030001000000002
2005-08-18,23.700001
2005-08-19,23.879998999999998
2005-08-22,24.15
2005-08-23,23.940001000000002
2005-08-24,23.639999
2005-08-25,23.58
2005-08-26,23.700001
2005-08-29,22.950001
2005-08-30,22.860001
2005-08-31,23.1
2005-09-01,23.16
2005-09-02,23.040001
2005-09-06,22.92
2005-09-07,23.040001
2005-09-08,23.43
2005-09-09,23.879998999999998
2005-09-12,24.120001000000002
2005-09-13,23.34
2005-09-14,23.16
2005-09-15,23.129998999999998
2005-09-16,23.34
2005-09-19,24.450001
2005-09-20,24.9
2005-09-21,24.66
2005-09-22,24.0
2005-09-23,24.360001
2005-09-26,24.780001000000002
2005-09-27,24.09
2005-09-28,24.15
2005-09-29,24.42
2005-09-30,24.51
2005-10-03,24.27
2005-10-04,23.67
2005-10-05,22.950001
2005-10-06,22.950001
2005-10-07,16.92
2005-10-10,16.469998999999998
2005-10-11,16.41
2005-10-12,15.93
2005-10-13,16.26
2005-10-14,16.860001
2005-10-17,16.620001000000002
2005-10-18,16.559998999999998
2005-10-19,16.65
2005-10-20,16.440001000000002
2005-10-21,16.59
2005-10-24,16.799999
2005-10-25,16.950001
2005-10-26,16.860001
2005-10-27,16.41
2005-10-28,16.5
2005-10-31,16.559998999999998
2005-11-01,15.78
2005-11-02,16.32
2005-11-03,16.23
2005-11-04,19.41
2005-11-07,20.43
2005-11-08,19.83
2005-11-09,19.379998999999998
2005-11-10,19.709999
2005-11-11,19.799999
2005-11-14,19.709999
2005-11-15,24.299999
2005-11-16,22.049999
2005-11-17,22.440001000000002
2005-11-18,22.59
2005-11-21,22.110001
2005-11-22,22.110001
2005-11-23,23.969998999999998
2005-11-25,23.73
2005-11-28,25.200001
2005-11-29,25.02
2005-11-30,24.870001000000002
2005-12-01,26.610001
2005-12-02,26.610001
2005-12-05,26.73
2005-12-06,25.68
2005-12-07,23.879998999999998
2005-12-08,24.27
2005-12-09,25.200001
2005-12-12,25.290001
2005-12-13,25.74
2005-12-14,24.93
2005-12-15,25.35
2005-12-16,25.200001
2005-12-19,24.99
2005-12-20,23.940001000000002
2005-12-21,24.48
2005-12-22,24.84
2005-12-23,24.540001
2005-12-27,23.940001000000002
2005-12-28,24.15
2005-12-29,23.91
2005-12-30,24.18
2006-01-03,24.18
2006-01-04,23.639999
2006-01-05,23.49
2006-01-06,24.059998999999998
2006-01-09,23.67
2006-01-10,23.309998999999998
2006-01-11,23.639999
2006-01-12,23.610001
2006-01-13,23.309998999999998
2006-01-17,22.860001
2006-01-18,23.01
2006-01-19,23.07
2006-01-20,22.530001000000002
2006-01-23,21.84
2006-01-24,21.030001000000002
2006-01-25,21.450001
2006-01-26,21.66
2006-01-27,21.51
2006-01-30,21.209999
2006-01-31,21.030001000000002
2006-02-01,21.27
2006-02-02,20.969998999999998
2006-02-03,20.25
2006-02-06,19.860001
2006-02-07,19.35
2006-02-08,20.43
2006-02-09,19.77
2006-02-10,19.77
2006-02-13,19.5
2006-02-14,19.68
2006-02-15,19.83
2006-02-16,19.860001
2006-02-17,19.559998999999998
2006-02-21,19.59
2006-02-22,19.530001000000002
2006-02-23,19.049999
2006-02-24,18.93
2006-02-27,19.200001
2006-02-28,18.75
2006-03-01,19.23
2006-03-02,19.620001000000002
2006-03-03,19.379998999999998
2006-03-06,19.440001000000002
2006-03-07,18.66
2006-03-08,18.540001
2006-03-09,18.24
2006-03-10,18.18
2006-03-13,18.360001
2006-03-14,18.719998999999998
2006-03-15,18.809998999999998
2006-03-16,18.719998999999998
2006-03-17,17.58
2006-03-20,17.82
2006-03-21,18.030001000000002
2006-03-22,18.389999
2006-03-23,17.73
2006-03-24,17.969998999999998
2006-03-27,18.18
2006-03-28,18.389999
2006-03-29,18.27
2006-03-30,18.360001
2006-03-31,18.870001000000002
2006-04-03,18.0
2006-04-04,18.209999
2006-04-05,20.1
2006-04-06,21.9
2006-04-07,20.76
2006-04-10,20.549999
2006-04-11,19.889999
2006-04-12,20.52
2006-04-13,20.610001
2006-04-17,19.74
2006-04-18,20.49
2006-04-19,21.18
2006-04-20,21.57
2006-04-21,21.450001
2006-04-24,21.15
2006-04-25,21.360001
2006-04-26,21.120001000000002
2006-04-27,20.91
2006-04-28,20.85
2006-05-01,20.43
2006-05-02,20.879998999999998
2006-05-03,21.18
2006-05-04,21.24
2006-05-05,21.09
2006-05-08,21.84
2006-05-09,22.469998999999998
2006-05-10,21.780001000000002
2006-05-11,20.43
2006-05-12,19.950001
2006-05-15,19.92
2006-05-16,19.77
2006-05-17,18.870001000000002
2006-05-18,18.75
2006-05-19,19.35
2006-05-22,18.719998999999998
2006-05-23,18.24
2006-05-24,18.42
2006-05-25,19.32
2006-05-26,19.41
2006-05-30,18.9
2006-05-31,19.139999
2006-06-01,19.559998999999998
2006-06-02,19.799999
2006-06-05,19.110001
2006-06-06,18.93
2006-06-07,18.9
2006-06-08,18.93
2006-06-09,18.66
2006-06-12,17.940001000000002
2006-06-13,18.15
2006-06-14,18.059998999999998
2006-06-15,17.76
2006-06-16,18.18
2006-06-19,18.299999
2006-06-20,18.15
2006-06-21,19.139999
2006-06-22,19.08
2006-06-23,19.23
2006-06-26,20.85
2006-06-27,20.76
2006-06-28,21.690001000000002
2006-06-29,22.889999
2006-06-30,23.370001000000002
2006-07-03,24.15
2006-07-05,23.370001000000002
2006-07-06,23.85
2006-07-07,23.16
2006-07-10,22.860001
2006-07-11,23.4
2006-07-12,23.040001
2006-07-13,23.040001
2006-07-14,22.5
2006-07-17,22.68
2006-07-18,23.16
2006-07-19,23.940001000000002
2006-07-20,23.129998999999998
2006-07-21,22.83
2006-07-24,23.700001
2006-07-25,23.459999
2006-07-26,23.940001000000002
2006-07-27,24.209999
2006-07-28,24.809998999999998
2006-07-31,24.93
2006-08-01,23.16
2006-08-02,21.27
2006-08-03,20.879998999999998
2006-08-04,20.85
2006-08-07,19.950001
2006-08-08,20.34
2006-08-09,19.83
2006-08-10,22.41
2006-08-11,22.469998999999998
2006-08-14,23.58
2006-08-15,23.91
2006-08-16,24.0
2006-08-17,23.969998999999998
2006-08-18,24.120001000000002
2006-08-21,23.67
2006-08-22,23.700001
2006-08-23,23.040001
2006-08-24,23.1
2006-08-25,22.889999
2006-08-28,24.030001000000002
2006-08-29,24.48
2006-08-30,24.629998999999998
2006-08-31,24.629998999999998
2006-09-01,24.33
2006-09-05,24.99
2006-09-06,24.27
2006-09-07,24.809998999999998
2006-09-08,25.379998999999998
2006-09-11,25.200001
2006-09-12,27.18
2006-09-13,27.18
2006-09-14,26.549999
2006-09-15,25.889999
2006-09-18,26.58
2006-09-19,26.370001000000002
2006-09-20,27.15
2006-09-21,26.969998999999998
2006-09-22,25.709999
2006-09-25,26.639999
2006-09-26,26.700001
2006-09-27,26.459999
2006-09-28,26.73
2006-09-29,26.610001
2006-10-02,26.309998999999998
2006-10-03,26.280001000000002
2006-10-04,27.209999
2006-10-05,28.530001000000002
2006-10-06,27.959999
2006-10-09,28.74
2006-10-10,29.219998999999998
2006-10-11,29.219998999999998
2006-10-12,29.34
2006-10-13,29.34
2006-10-16,30.209999
2006-10-17,30.0
2006-10-18,29.25
2006-10-19,29.91
2006-10-20,29.280001000000002
2006-10-23,29.370001000000002
2006-10-24,30.299999
2006-10-25,31.469998999999998
2006-10-26,31.59
2006-10-27,30.99
2006-10-30,32.34
2006-10-31,32.310001
2006-11-01,32.099998
2006-11-02,28.74
2006-11-03,29.549999
2006-11-06,30.450001
2006-11-07,30.690001000000002
2006-11-08,28.110001
2006-11-09,27.959999
2006-11-10,28.049999
2006-11-13,28.559998999999998
2006-11-14,29.76
2006-11-15,29.58
2006-11-16,29.219998999999998
2006-11-17,28.74
2006-11-20,28.200001
2006-11-21,28.68
2006-11-22,29.280001000000002
2006-11-24,28.92
2006-11-27,27.030001000000002
2006-11-28,27.389999
2006-11-29,27.030001000000002
2006-11-30,26.639999
2006-12-01,26.219998999999998
2006-12-04,27.120001000000002
2006-12-05,26.549999
2006-12-06,26.309998999999998
2006-12-07,26.190001000000002
2006-12-08,26.549999
2006-12-11,26.91
2006-12-12,25.799999
2006-12-13,26.85
2006-12-14,27.0
2006-12-15,26.58
2006-12-18,26.639999
2006-12-19,26.52
2006-12-20,26.610001
2006-12-21,26.91
2006-12-22,27.030001000000002
2006-12-26,26.1
2006-12-27,26.879998999999998
2006-12-28,27.030001000000002
2006-12-29,26.25
2007-01-03,26.52
2007-01-04,27.120001000000002
2007-01-05,26.309998999999998
2007-01-08,26.610001
2007-01-09,25.98
2007-01-10,25.92
2007-01-11,25.709999
2007-01-12,26.1
2007-01-16,26.01
2007-01-17,25.83
2007-01-18,25.17
2007-01-19,24.719998999999998
2007-01-22,24.57
2007-01-23,24.75
2007-01-24,25.530001000000002
2007-01-25,25.049999
2007-01-26,25.35
2007-01-29,26.219998999999998
2007-01-30,26.4
2007-01-31,26.49
2007-02-01,27.0
2007-02-02,26.700001
2007-02-05,27.09
2007-02-06,27.209999
2007-02-07,28.17
2007-02-08,29.4
2007-02-09,28.620001000000002
2007-02-12,28.74
2007-02-13,28.83
2007-02-14,28.860001
2007-02-15,28.860001
2007-02-16,29.25
2007-02-20,30.450001
2007-02-21,30.09
2007-02-22,30.51
2007-02-23,30.18
2007-02-26,29.73
2007-02-27,27.360001
2007-02-28,27.719998999999998
2007-03-01,27.030001000000002
2007-03-02,25.889999
2007-03-05,25.290001
2007-03-06,26.459999
2007-03-07,25.860001
2007-03-08,25.950001
2007-03-09,25.469998999999998
2007-03-12,25.74
2007-03-13,24.75
2007-03-14,24.809998999999998
2007-03-15,25.41
2007-03-16,24.809998999999998
2007-03-19,24.959999
2007-03-20,25.469998999999998
2007-03-21,26.370001000000002
2007-03-22,25.83
2007-03-23,25.799999
2007-03-26,25.620001000000002
2007-03-27,25.290001
2007-03-28,25.08
2007-03-29,24.6
2007-03-30,24.870001000000002
2007-04-02,24.809998999999998
2007-04-03,24.959999
2007-04-04,24.780001000000002
2007-04-05,24.48
2007-04-09,24.0
2007-04-10,23.91
2007-04-11,23.700001
2007-04-12,23.969998999999998
2007-04-13,24.299999
2007-04-16,24.360001
2007-04-17,24.299999
2007-04-18,23.82
2007-04-19,23.4
2007-04-20,23.190001000000002
2007-04-23,23.129998999999998
2007-04-24,22.98
2007-04-25,23.16
2007-04-26,23.07
2007-04-27,22.290001
2007-04-30,21.42
2007-05-01,21.15
2007-05-02,21.9
2007-05-03,22.049999
2007-05-04,21.719998999999998
2007-05-07,21.629998999999998
2007-05-08,21.719998999999998
2007-05-09,21.27
2007-05-10,20.73
2007-05-11,21.09
2007-05-14,20.969998999999998
2007-05-15,21.0
2007-05-16,21.360001
2007-05-17,21.09
2007-05-18,21.030001000000002
2007-05-21,21.27
2007-05-22,21.120001000000002
2007-05-23,21.42
2007-05-24,20.879998999999998
2007-05-25,21.030001000000002
2007-05-29,20.940001000000002
2007-05-30,21.42
2007-05-31,21.629998999999998
2007-06-01,21.93
2007-06-04,19.530001000000002
2007-06-05,18.780001000000002
2007-06-06,18.84
2007-06-07,17.969998999999998
2007-06-08,17.879998999999998
2007-06-11,18.09
2007-06-12,17.549999
2007-06-13,17.129998999999998
2007-06-14,17.219998999999998
2007-06-15,17.25
2007-06-18,16.59
2007-06-19,16.469998999999998
2007-06-20,15.84
2007-06-21,15.66
2007-06-22,15.72
2007-06-25,15.69
2007-06-26,15.6
2007-06-27,16.139999
2007-06-28,16.559998999999998
2007-06-29,16.83
2007-07-02,16.889999
2007-07-03,16.620001000000002
2007-07-05,16.799999
2007-07-06,16.98
2007-07-09,17.129998999999998
2007-07-10,16.860001
2007-07-11,16.5
2007-07-12,16.049999
2007-07-13,15.84
2007-07-16,15.33
2007-07-17,15.36
2007-07-18,15.09
2007-07-19,15.0
2007-07-20,13.8
2007-07-23,14.19
2007-07-24,11.64
2007-07-25,11.1
2007-07-26,10.14
2007-07-27,9.87
2007-07-30,9.3
2007-07-31,9.66
2007-08-01,10.65
2007-08-02,10.59
2007-08-03,10.05
2007-08-06,9.45
2007-08-07,8.19
2007-08-08,7.92
2007-08-09,7.86
2007-08-10,8.01
2007-08-13,8.82
2007-08-14,8.34
2007-08-15,8.25
2007-08-16,9.99
2007-08-17,9.54
2007-08-20,9.33
2007-08-21,9.12
2007-08-22,8.91
2007-08-23,8.76
2007-08-24,8.46
2007-08-27,8.73
2007-08-28,8.25
2007-08-29,8.1
2007-08-30,8.34
2007-08-31,9.12
2007-09-04,9.21
2007-09-05,9.54
2007-09-06,9.75
2007-09-07,9.24
2007-09-10,8.4
2007-09-11,8.1
2007-09-12,8.16
2007-09-13,7.95
2007-09-14,8.07
2007-09-17,9.27
2007-09-18,10.35
2007-09-19,11.13
2007-09-20,12.18
2007-09-21,11.19
2007-09-24,10.98
2007-09-25,10.59
2007-09-26,11.31
2007-09-27,11.13
2007-09-28,10.98
2007-10-01,11.43
2007-10-02,12.15
2007-10-03,12.93
2007-10-04,13.08
2007-10-05,12.96
2007-10-08,12.12
2007-10-09,14.97
2007-10-10,14.79
2007-10-11,13.92
2007-10-12,13.59
2007-10-15,13.68
2007-10-16,13.74
2007-10-17,14.4
2007-10-18,13.26
2007-10-19,11.55
2007-10-22,10.77
2007-10-23,10.98
2007-10-24,10.32
2007-10-25,10.02
2007-10-26,9.72
2007-10-29,9.96
2007-10-30,9.87
2007-10-31,9.6
2007-11-01,8.49
2007-11-02,8.37
2007-11-05,8.85
2007-11-06,9.03
2007-11-07,9.21
2007-11-08,9.03
2007-11-09,8.79
2007-11-12,9.03
2007-11-13,9.93
2007-11-14,9.81
2007-11-15,9.21
2007-11-16,9.06
2007-11-19,8.97
2007-11-20,9.12
2007-11-21,8.79
2007-11-23,8.64
2007-11-26,8.16
2007-11-27,9.09
2007-11-28,8.67
2007-11-29,8.88
2007-11-30,8.7
2007-12-03,8.43
2007-12-04,8.64
2007-12-05,8.58
2007-12-06,8.97
2007-12-07,8.82
2007-12-10,8.67
2007-12-11,8.55
2007-12-12,8.1
2007-12-13,8.31
2007-12-14,8.19
2007-12-17,8.22
2007-12-18,8.19
2007-12-19,7.83
2007-12-20,8.19
2007-12-21,8.1
2007-12-24,8.25
2007-12-26,8.34
2007-12-27,8.34
2007-12-28,8.1
2007-12-31,8.25
2008-01-02,8.25
2008-01-03,8.46
2008-01-04,8.28
2008-01-07,8.49
2008-01-08,8.61
2008-01-09,8.61
2008-01-10,8.94
2008-01-11,8.61
2008-01-14,8.97
2008-01-15,8.88
2008-01-16,8.97
2008-01-17,8.7
2008-01-18,8.46
2008-01-22,7.71
2008-01-23,7.74
2008-01-24,7.56
2008-01-25,7.83
2008-01-28,8.01
2008-01-29,8.22
2008-01-30,8.07
2008-01-31,8.31
2008-02-01,8.76
2008-02-04,9.09
2008-02-05,9.15
2008-02-06,9.03
2008-02-07,9.3
2008-02-08,8.82
2008-02-11,8.94
2008-02-12,9.24
2008-02-13,9.54
2008-02-14,9.12
2008-02-15,9.0
2008-02-19,9.06
2008-02-20,8.97
2008-02-21,8.55
2008-02-22,8.37
2008-02-25,8.82
2008-02-26,8.97
2008-02-27,8.94
2008-02-28,8.79
2008-02-29,8.46
2008-03-03,7.47
2008-03-04,8.61
2008-03-05,8.61
2008-03-06,8.22
2008-03-07,8.43
2008-03-10,8.43
2008-03-11,8.13
2008-03-12,7.68
2008-03-13,7.59
2008-03-14,7.23
2008-03-17,6.93
2008-03-18,7.47
2008-03-19,7.35
2008-03-20,7.38
2008-03-24,7.71
2008-03-25,7.98
2008-03-26,8.07
2008-03-27,8.37
2008-03-28,8.34
2008-03-31,8.52
2008-04-01,8.76
2008-04-02,8.94
2008-04-03,8.88
2008-04-04,9.03
2008-04-07,9.24
2008-04-08,9.42
2008-04-09,9.39
2008-04-10,9.09
2008-04-11,8.76
2008-04-14,8.58
2008-04-15,8.49
2008-04-16,9.06
2008-04-17,9.06
2008-04-18,9.12
2008-04-21,9.21
2008-04-22,8.82
2008-04-23,8.82
2008-04-24,9.0
2008-04-25,9.0
2008-04-28,9.45
2008-04-29,9.57
2008-04-30,9.75
2008-05-01,10.23
2008-05-02,9.96
2008-05-05,9.99
2008-05-06,10.08
2008-05-07,11.61
2008-05-08,11.58
2008-05-09,11.73
2008-05-12,12.33
2008-05-13,12.99
2008-05-14,13.44
2008-05-15,14.34
2008-05-16,14.91
2008-05-19,14.52
2008-05-20,13.47
2008-05-21,13.8
2008-05-22,13.62
2008-05-23,13.89
2008-05-27,14.19
2008-05-28,13.74
2008-05-29,14.1
2008-05-30,14.4
2008-06-02,14.58
2008-06-03,14.97
2008-06-04,15.21
2008-06-05,15.84
2008-06-06,16.59
2008-06-09,16.83
2008-06-10,16.83
2008-06-11,15.9
2008-06-12,16.469998999999998
2008-06-13,16.379998999999998
2008-06-16,16.65
2008-06-17,16.799999
2008-06-18,17.43
2008-06-19,17.639999
2008-06-20,17.610001
2008-06-23,16.65
2008-06-24,15.72
2008-06-25,16.379998999999998
2008-06-26,16.049999
2008-06-27,16.65
2008-06-30,16.41
2008-07-01,16.77
2008-07-02,13.74
2008-07-03,13.8
2008-07-07,15.21
2008-07-08,16.08
2008-07-09,15.75
2008-07-10,16.530001000000002
2008-07-11,16.709999
2008-07-14,16.23
2008-07-15,15.72
2008-07-16,16.35
2008-07-17,16.08
2008-07-18,15.54
2008-07-21,16.02
2008-07-22,15.75
2008-07-23,15.36
2008-07-24,15.75
2008-07-25,15.27
2008-07-28,14.79
2008-07-29,15.18
2008-07-30,14.97
2008-07-31,14.16
2008-08-01,14.34
2008-08-04,13.56
2008-08-05,13.65
2008-08-06,13.98
2008-08-07,10.14
2008-08-08,10.44
2008-08-11,10.92
2008-08-12,11.1
2008-08-13,10.47
2008-08-14,10.74
2008-08-15,10.38
2008-08-18,9.99
2008-08-19,9.81
2008-08-20,9.87
2008-08-21,9.78
2008-08-22,10.08
2008-08-25,9.9
2008-08-26,9.66
2008-08-27,9.9
2008-08-28,10.26
2008-08-29,9.78
2008-09-02,9.9
2008-09-03,9.84
2008-09-04,9.36
2008-09-05,9.39
2008-09-08,9.27
2008-09-09,8.73
2008-09-10,8.43
2008-09-11,8.76
2008-09-12,8.61
2008-09-15,8.1
2008-09-16,8.7
2008-09-17,7.71
2008-09-18,8.79
2008-09-19,10.23
2008-09-22,10.08
2008-09-23,9.51
2008-09-24,9.51
2008-09-25,10.38
2008-09-26,9.87
2008-09-29,9.12
2008-09-30,10.11
2008-10-01,9.72
2008-10-02,9.33
2008-10-03,8.64
2008-10-06,8.07
2008-10-07,7.77
2008-10-08,6.75
2008-10-09,6.45
2008-10-10,5.88
2008-10-13,6.99
2008-10-14,6.72
2008-10-15,5.97
2008-10-16,6.93
2008-10-17,7.32
2008-10-20,7.11
2008-10-21,6.45
2008-10-22,6.09
2008-10-23,5.94
2008-10-24,5.76
2008-10-27,5.64
2008-10-28,6.0
2008-10-29,6.21
2008-10-30,6.6
2008-10-31,7.14
2008-11-03,7.32
2008-11-04,7.32
2008-11-05,6.6
2008-11-06,5.76
2008-11-07,5.94
2008-11-10,5.64
2008-11-11,5.28
2008-11-12,4.92
2008-11-13,5.7
2008-11-14,5.01
2008-11-17,4.83
2008-11-18,4.74
2008-11-19,4.26
2008-11-20,4.26
2008-11-21,4.41
2008-11-24,4.47
2008-11-25,4.53
2008-11-26,5.49
2008-11-28,5.7
2008-12-01,4.5
2008-12-02,4.5
2008-12-03,4.62
2008-12-04,4.26
2008-12-05,4.38
2008-12-08,4.5
2008-12-09,4.5
2008-12-10,4.65
2008-12-11,4.65
2008-12-12,4.53
2008-12-15,4.53
2008-12-16,5.04
2008-12-17,5.04
2008-12-18,4.86
2008-12-19,4.65
2008-12-22,4.8
2008-12-23,4.77
2008-12-24,4.74
2008-12-26,4.95
2008-12-29,5.07
2008-12-30,5.34
2008-12-31,5.55
2009-01-02,5.76
2009-01-05,5.97
2009-01-06,6.42
2009-01-07,5.79
2009-01-08,6.0
2009-01-09,5.85
2009-01-12,5.46
2009-01-13,5.22
2009-01-14,4.62
2009-01-15,4.83
2009-01-16,4.77
2009-01-20,4.35
2009-01-21,4.77
2009-01-22,4.44
2009-01-23,4.5
2009-01-26,4.44
2009-01-27,4.35
2009-01-28,4.92
2009-01-29,4.5
2009-01-30,4.41
2009-02-02,4.53
2009-02-03,4.62
2009-02-04,4.29
2009-02-05,4.56
2009-02-06,4.53
2009-02-09,4.41
2009-02-10,4.2
2009-02-11,4.29
2009-02-12,4.41
2009-02-13,4.2
2009-02-17,3.99
2009-02-18,3.81
2009-02-19,3.57
2009-02-20,3.51
2009-02-23,3.33
2009-02-24,3.54
2009-02-25,3.39
2009-02-26,3.27
2009-02-27,3.03
2009-03-02,2.49
2009-03-03,2.31
2009-03-04,2.31
2009-03-05,2.04
2009-03-06,2.1
2009-03-09,1.89
2009-03-10,1.98
2009-03-11,2.04
2009-03-12,2.34
2009-03-13,2.1
2009-03-16,2.22
2009-03-17,2.19
2009-03-18,2.37
2009-03-19,2.31
2009-03-20,2.07
2009-03-23,2.43
2009-03-24,2.25
2009-03-25,2.31
2009-03-26,2.61
2009-03-27,2.55
2009-03-30,2.28
2009-03-31,2.37
2009-04-01,2.58
2009-04-02,2.67
2009-04-03,2.79
2009-04-06,2.7
2009-04-07,2.55
2009-04-08,2.76
2009-04-09,2.94
2009-04-13,3.09
2009-04-14,2.58
2009-04-15,3.03
2009-04-16,3.06
2009-04-17,3.75
2009-04-20,3.24
2009-04-21,3.39
2009-04-22,3.39
2009-04-23,3.3
2009-04-24,3.36
2009-04-27,3.3
2009-04-28,3.54
2009-04-29,3.66
2009-04-30,3.51
2009-05-01,3.51
2009-05-04,4.08
2009-05-05,4.2
2009-05-06,4.89
2009-05-07,4.65
2009-05-08,4.92
2009-05-11,4.98
2009-05-12,5.04
2009-05-13,4.71
2009-05-14,4.8
2009-05-15,4.98
2009-05-18,5.4
2009-05-19,5.52
2009-05-20,5.19
2009-05-21,5.19
2009-05-22,5.13
2009-05-26,5.67
2009-05-27,5.67
2009-05-28,6.09
2009-05-29,6.21
2009-06-01,6.72
2009-06-02,6.72
2009-06-03,6.51
2009-06-04,6.78
2009-06-05,7.29
2009-06-08,6.96
2009-06-09,6.78
2009-06-10,6.06
2009-06-11,6.45
2009-06-12,5.79
2009-06-15,5.19
2009-06-16,5.04
2009-06-17,5.1
2009-06-18,5.01
2009-06-19,5.1
2009-06-22,4.47
2009-06-23,4.2
2009-06-24,4.74
2009-06-25,5.31
2009-06-26,5.49
2009-06-29,5.1
2009-06-30,4.89
2009-07-01,4.98
2009-07-02,4.71
2009-07-06,4.5
2009-07-07,4.41
2009-07-08,4.29
2009-07-09,4.29
2009-07-10,4.32
2009-07-13,4.62
2009-07-14,4.83
2009-07-15,5.4
2009-07-16,5.37
2009-07-17,5.04
2009-07-20,5.1
2009-07-21,5.19
2009-07-22,5.19
2009-07-23,5.25
2009-07-24,5.19
