Date,SHLDQ
2003-05-01,11.321407
2003-05-02,11.321407
2003-05-05,11.321407
2003-05-06,11.321407
2003-05-07,10.227005
2003-05-08,9.698672
2003-05-09,9.962839
2003-05-12,12.151644000000001
2003-05-13,11.47236
2003-05-14,10.830813000000001
2003-05-15,10.642123
2003-05-16,10.566647999999999
2003-05-19,10.604385
2003-05-20,10.513814
2003-05-21,10.717599
2003-05-22,11.057241000000001
2003-05-23,11.132717
2003-05-27,11.238384
2003-05-28,11.66105
2003-05-29,11.962955000000001
2003-05-30,12.000691999999999
2003-06-02,11.887478
2003-06-03,11.359146
2003-06-04,11.321407
2003-06-05,11.585574000000001
2003-06-06,12.076168
2003-06-09,13.359260999999998
2003-06-10,14.793306
2003-06-11,14.52914
2003-06-12,14.008354999999998
2003-06-13,13.963069
2003-06-16,16.982111
2003-06-17,16.431137
2003-06-18,16.453779
2003-06-19,17.314204999999998
2003-06-20,19.019964
2003-06-23,19.820010999999997
2003-06-24,18.801085
2003-06-25,19.359607999999998
2003-06-26,18.891655
2003-06-27,19.35206
2003-06-30,20.370987
2003-07-01,19.586035
2003-07-02,20.106819
2003-07-03,19.419989
2003-07-07,19.487917000000003
2003-07-08,19.593582
2003-07-09,19.306774
2003-07-10,19.019964
2003-07-11,18.265203
2003-07-14,18.567107999999998
2003-07-15,18.453894000000002
2003-07-16,18.642584
2003-07-17,18.204823
2003-07-18,18.302942
2003-07-21,18.084063
2003-07-22,18.302942
2003-07-23,18.016134
2003-07-24,17.246277
2003-07-25,17.487801
2003-07-28,17.246277
2003-07-29,17.472706
2003-07-30,16.951921
2003-07-31,17.661396
2003-08-01,17.623657
2003-08-04,17.706682
2003-08-05,17.8048
2003-08-06,17.827444
2003-08-07,18.318037
2003-08-08,18.755798000000002
2003-08-11,18.431252
2003-08-12,18.038776000000002
2003-08-13,18.151991
2003-08-14,18.416157000000002
2003-08-15,18.431252
2003-08-18,18.401062
2003-08-19,18.491632
2003-08-20,18.416157000000002
2003-08-21,19.850201000000002
2003-08-22,21.321985
2003-08-25,21.510673999999998
2003-08-26,21.586151
2003-08-27,21.661627
2003-08-28,22.22015
2003-08-29,23.148504
2003-09-02,21.986174
2003-09-03,22.378649
2003-09-04,22.401293
2003-09-05,22.680553
2003-09-08,22.242792
2003-09-09,21.284246
2003-09-10,21.125746
2003-09-11,21.103104000000002
2003-09-12,20.552128
2003-09-15,20.378534
2003-09-16,20.227581
2003-09-17,20.740818
2003-09-18,20.725723000000002
2003-09-19,20.567225
2003-09-22,19.774725
2003-09-23,20.491747
2003-09-24,19.993607
2003-09-25,19.435083
2003-09-26,19.238846
2003-09-29,19.412439000000003
2003-09-30,18.816179
2003-10-01,19.38225
2003-10-02,18.702965
2003-10-03,19.057703
2003-10-06,19.057703
2003-10-07,19.019964
2003-10-08,19.472820000000002
2003-10-09,21.548412
2003-10-10,22.491863000000002
2003-10-13,23.020195
2003-10-14,23.042839
2003-10-15,22.657911
2003-10-16,22.635267000000002
2003-10-17,21.503126
2003-10-20,21.216317999999998
2003-10-21,21.238960000000002
2003-10-22,21.133295
2003-10-23,20.567225
2003-10-24,20.378534
2003-10-27,19.955868
2003-10-28,20.944605
2003-10-29,20.974794
2003-10-30,21.133295
2003-10-31,21.880507
2003-11-03,21.321985
2003-11-04,21.472936999999998
2003-11-05,20.786104
2003-11-06,21.306889
2003-11-07,22.325815
2003-11-10,22.416388
2003-11-11,22.446576999999998
2003-11-12,22.484316
2003-11-13,22.303173
2003-11-14,22.642815
2003-11-17,22.189958999999998
2003-11-18,21.903151
2003-11-19,22.137125
2003-11-20,21.993721
