Date,VRTV
2014-06-18,39.5
2014-06-19,36.57
2014-06-20,35.759997999999996
2014-06-23,36.099998
2014-06-24,36.5
2014-06-25,36.5
2014-06-26,37.5
2014-06-27,37.400002
2014-06-30,37.049999
2014-07-01,37.599998
2014-07-02,35.950001
2014-07-03,32.5
2014-07-07,33.950001
2014-07-08,35.040001000000004
2014-07-09,35.459998999999996
2014-07-10,37.830002
2014-07-11,38.459998999999996
2014-07-14,38.279999
2014-07-15,38.720001
2014-07-16,38.48
2014-07-17,38.75
2014-07-18,38.0
2014-07-21,37.400002
2014-07-22,37.599998
2014-07-23,38.400002
2014-07-24,38.650002
2014-07-25,38.490002000000004
2014-07-28,38.849998
2014-07-29,40.290001000000004
2014-07-30,39.150002
2014-07-31,39.919998
2014-08-01,38.23
2014-08-04,38.330002
2014-08-05,37.900002
2014-08-06,38.529999
2014-08-07,38.650002
2014-08-08,38.57
2014-08-11,44.990002000000004
2014-08-12,49.41
2014-08-13,45.790001000000004
2014-08-14,44.439999
2014-08-15,44.540001000000004
2014-08-18,45.900002
2014-08-19,44.57
2014-08-20,44.849998
2014-08-21,44.759997999999996
2014-08-22,44.5
2014-08-25,44.700001
2014-08-26,44.93
2014-08-27,44.939999
2014-08-28,45.389998999999996
2014-08-29,44.52
2014-09-02,44.740002000000004
2014-09-03,46.0
2014-09-04,45.950001
2014-09-05,46.220001
2014-09-08,46.25
2014-09-09,46.279999
2014-09-10,46.23
2014-09-11,45.990002000000004
2014-09-12,46.0
2014-09-15,45.73
2014-09-16,46.09
2014-09-17,45.68
2014-09-18,45.5
2014-09-19,46.439999
2014-09-22,45.189999
2014-09-23,45.150002
2014-09-24,46.27
2014-09-25,45.970001
2014-09-26,48.380001
2014-09-29,50.220001
2014-09-30,50.060001
2014-10-01,50.18
2014-10-02,48.740002000000004
2014-10-03,47.099998
2014-10-06,45.970001
2014-10-07,44.700001
2014-10-08,44.299999
2014-10-09,42.369999
2014-10-10,43.869999
2014-10-13,44.380001
2014-10-14,44.400002
2014-10-15,44.75
2014-10-16,48.419998
2014-10-17,48.349998
2014-10-20,47.790001000000004
2014-10-21,46.810001
2014-10-22,47.439999
2014-10-23,47.27
2014-10-24,45.310001
2014-10-27,45.900002
2014-10-28,45.98
2014-10-29,44.639998999999996
2014-10-30,44.650002
2014-10-31,45.110001000000004
2014-11-03,45.98
2014-11-04,47.299999
2014-11-05,47.09
2014-11-06,46.82
2014-11-07,47.32
2014-11-10,48.830002
2014-11-11,50.110001000000004
2014-11-12,48.240002000000004
2014-11-13,46.240002000000004
2014-11-14,46.150002
2014-11-17,47.59
2014-11-18,48.389998999999996
2014-11-19,51.119999
2014-11-20,51.529999
2014-11-21,50.09
2014-11-24,50.57
2014-11-25,50.939999
2014-11-26,49.900002
2014-11-28,50.25
2014-12-01,48.639998999999996
2014-12-02,48.98
2014-12-03,50.470001
2014-12-04,49.849998
2014-12-05,48.32
2014-12-08,49.0
2014-12-09,49.880001
2014-12-10,47.0
2014-12-11,48.0
2014-12-12,47.950001
2014-12-15,47.91
2014-12-16,48.529999
2014-12-17,48.900002
2014-12-18,49.700001
2014-12-19,50.330002
2014-12-22,51.049999
2014-12-23,50.060001
2014-12-24,50.150002
2014-12-26,51.16
2014-12-29,51.009997999999996
2014-12-30,50.959998999999996
2014-12-31,51.869999
2015-01-02,54.110001000000004
2015-01-05,51.59
2015-01-06,49.650002
2015-01-07,49.790001000000004
2015-01-08,49.43
2015-01-09,49.41
2015-01-12,49.080002
2015-01-13,49.82
2015-01-14,49.509997999999996
2015-01-15,49.630001
2015-01-16,48.799999
2015-01-20,47.59
2015-01-21,49.669998
2015-01-22,50.43
2015-01-23,49.849998
2015-01-26,51.5
2015-01-27,50.360001000000004
2015-01-28,49.189999
2015-01-29,48.919998
2015-01-30,50.869999
2015-02-02,52.119999
2015-02-03,52.48
2015-02-04,52.689999
2015-02-05,53.110001000000004
2015-02-06,51.310001
2015-02-09,52.869999
2015-02-10,52.25
2015-02-11,52.529999
2015-02-12,53.400002
2015-02-13,52.580002
2015-02-17,51.459998999999996
2015-02-18,52.099998
2015-02-19,50.990002000000004
2015-02-20,52.349998
2015-02-23,50.869999
2015-02-24,51.310001
2015-02-25,50.709998999999996
2015-02-26,49.490002000000004
2015-02-27,50.650002
2015-03-02,51.669998
2015-03-03,51.84
2015-03-04,51.290001000000004
2015-03-05,50.220001
2015-03-06,50.049999
2015-03-09,47.220001
2015-03-10,47.119999
2015-03-11,48.68
2015-03-12,49.099998
2015-03-13,47.830002
2015-03-16,48.049999
2015-03-17,48.09
2015-03-18,49.810001
2015-03-19,48.41
2015-03-20,47.860001000000004
2015-03-23,47.080002
2015-03-24,46.73
2015-03-25,46.810001
2015-03-26,45.91
2015-03-27,45.619999
2015-03-30,45.73
2015-03-31,44.130001
2015-04-01,45.16
2015-04-02,45.0
2015-04-06,45.02
2015-04-07,44.650002
2015-04-08,43.849998
2015-04-09,43.52
2015-04-10,43.560001
2015-04-13,43.669998
2015-04-14,44.779999
2015-04-15,44.060001
2015-04-16,42.360001000000004
2015-04-17,42.150002
2015-04-20,40.82
2015-04-21,40.580002
2015-04-22,41.619999
2015-04-23,42.009997999999996
2015-04-24,41.939999
2015-04-27,39.830002
2015-04-28,39.630001
2015-04-29,39.549999
2015-04-30,39.740002000000004
2015-05-01,39.369999
2015-05-04,40.150002
2015-05-05,38.849998
2015-05-06,38.02
2015-05-07,36.360001000000004
2015-05-08,36.43
2015-05-11,36.689999
2015-05-12,35.529999
2015-05-13,38.810001
2015-05-14,39.98
2015-05-15,41.119999
2015-05-18,42.32
2015-05-19,41.549999
2015-05-20,42.009997999999996
2015-05-21,42.619999
2015-05-22,42.669998
2015-05-26,42.259997999999996
2015-05-27,42.049999
2015-05-28,41.540001000000004
2015-05-29,41.389998999999996
2015-06-01,41.77
2015-06-02,42.009997999999996
2015-06-03,42.599998
2015-06-04,38.48
2015-06-05,40.77
2015-06-08,38.75
2015-06-09,39.41
2015-06-10,39.490002000000004
2015-06-11,39.610001000000004
2015-06-12,38.580002
2015-06-15,38.639998999999996
2015-06-16,39.0
2015-06-17,39.099998
2015-06-18,38.970001
2015-06-19,40.490002000000004
2015-06-22,39.0
2015-06-23,39.450001
2015-06-24,39.130001
2015-06-25,38.700001
2015-06-26,39.07
2015-06-29,36.959998999999996
2015-06-30,36.459998999999996
2015-07-01,36.939999
2015-07-02,36.740002000000004
2015-07-06,37.02
2015-07-07,36.709998999999996
2015-07-08,35.91
2015-07-09,36.32
2015-07-10,36.52
2015-07-13,37.779999
2015-07-14,37.540001000000004
2015-07-15,37.619999
2015-07-16,37.75
2015-07-17,37.459998999999996
2015-07-20,37.43
2015-07-21,37.48
2015-07-22,37.689999
2015-07-23,36.529999
2015-07-24,35.349998
2015-07-27,34.84
2015-07-28,35.200001
2015-07-29,36.34
2015-07-30,36.310001
2015-07-31,37.259997999999996
2015-08-03,37.360001000000004
2015-08-04,37.490002000000004
2015-08-05,36.27
2015-08-06,36.490002000000004
2015-08-07,35.990002000000004
2015-08-10,36.700001
2015-08-11,37.130001
2015-08-12,37.959998999999996
2015-08-13,35.25
2015-08-14,36.040001000000004
2015-08-17,37.240002000000004
2015-08-18,37.299999
2015-08-19,35.900002
2015-08-20,34.82
2015-08-21,34.650002
2015-08-24,33.290001000000004
2015-08-25,33.060001
2015-08-26,34.299999
2015-08-27,36.130001
2015-08-28,36.490002000000004
2015-08-31,35.93
2015-09-01,34.98
2015-09-02,35.189999
2015-09-03,35.779999
2015-09-04,35.77
2015-09-08,37.290001000000004
2015-09-09,36.779999
2015-09-10,36.330002
2015-09-11,37.240002000000004
2015-09-14,37.619999
2015-09-15,37.91
2015-09-16,37.709998999999996
2015-09-17,38.5
2015-09-18,38.040001000000004
2015-09-21,37.630001
2015-09-22,37.689999
2015-09-23,37.240002000000004
2015-09-24,37.66
2015-09-25,38.720001
2015-09-28,37.150002
2015-09-29,36.959998999999996
2015-09-30,37.240002000000004
2015-10-01,37.950001
2015-10-02,38.5
2015-10-05,40.470001
2015-10-06,38.599998
2015-10-07,39.93
2015-10-08,40.82
2015-10-09,42.18
2015-10-12,42.080002
2015-10-13,41.880001
2015-10-14,41.68
2015-10-15,42.610001000000004
2015-10-16,41.73
2015-10-19,42.130001
2015-10-20,42.48
2015-10-21,41.68
2015-10-22,41.860001000000004
2015-10-23,41.740002000000004
2015-10-26,41.950001
2015-10-27,40.75
2015-10-28,42.57
2015-10-29,42.0
2015-10-30,42.0
2015-11-02,42.66
2015-11-03,43.060001
2015-11-04,43.610001000000004
2015-11-05,41.77
2015-11-06,43.099998
2015-11-09,41.919998
2015-11-10,42.560001
2015-11-11,40.610001000000004
2015-11-12,37.130001
2015-11-13,36.549999
2015-11-16,36.799999
2015-11-17,36.220001
2015-11-18,36.540001000000004
2015-11-19,37.540001000000004
2015-11-20,37.59
2015-11-23,38.009997999999996
2015-11-24,38.189999
2015-11-25,38.439999
2015-11-27,38.869999
2015-11-30,39.470001
2015-12-01,39.16
2015-12-02,38.139998999999996
2015-12-03,37.630001
2015-12-04,38.400002
2015-12-07,37.529999
2015-12-08,37.57
2015-12-09,37.599998
2015-12-10,37.380001
2015-12-11,37.189999
2015-12-14,36.439999
2015-12-15,37.470001
2015-12-16,39.450001
2015-12-17,39.060001
2015-12-18,37.599998
2015-12-21,38.34
2015-12-22,38.580002
