Date,CFRHF
2009-10-15,31.0
2009-10-16,31.0
2009-10-19,30.549999
2009-10-20,30.549999
2009-10-21,30.0
2009-10-22,30.0
2009-10-23,30.4
2009-10-26,30.4
2009-10-27,29.33
2009-10-28,29.33
2009-10-29,29.33
2009-10-30,29.33
2009-11-02,29.33
2009-11-03,29.33
2009-11-04,28.610001
2009-11-05,28.85
2009-11-06,29.0
2009-11-09,30.1
2009-11-10,30.1
2009-11-11,30.1
2009-11-12,30.1
2009-11-13,30.1
2009-11-16,30.1
2009-11-17,30.1
2009-11-18,32.799999
2009-11-19,32.799999
2009-11-20,32.799999
2009-11-23,32.799999
2009-11-24,32.799999
2009-11-25,34.25
2009-11-27,34.25
2009-11-30,34.25
2009-12-01,34.25
2009-12-02,32.73
2009-12-03,32.73
2009-12-04,32.73
2009-12-07,32.73
2009-12-08,32.73
2009-12-09,32.73
2009-12-10,32.73
2009-12-11,32.73
2009-12-14,32.73
2009-12-15,32.150002
2009-12-16,32.150002
2009-12-17,32.150002
2009-12-18,32.0
2009-12-21,32.0
2009-12-22,32.0
2009-12-23,32.400002
2009-12-24,32.400002
2009-12-28,32.400002
2009-12-29,33.450001
2009-12-30,33.450001
2009-12-31,33.450001
2010-01-04,33.450001
2010-01-05,33.450001
2010-01-06,33.450001
2010-01-07,34.849998
2010-01-08,34.849998
2010-01-11,34.849998
2010-01-12,34.849998
2010-01-13,34.849998
2010-01-14,35.799999
2010-01-15,35.799999
2010-01-19,35.799999
2010-01-20,35.450001
2010-01-21,35.450001
2010-01-22,33.099998
2010-01-25,33.099998
2010-01-26,33.099998
2010-01-27,33.099998
2010-01-28,33.099998
2010-01-29,33.099998
2010-02-01,33.099998
2010-02-02,33.099998
2010-02-03,33.099998
2010-02-04,33.099998
2010-02-05,33.099998
2010-02-08,32.450001
2010-02-09,32.450001
2010-02-10,32.450001
2010-02-11,32.450001
2010-02-12,32.450001
2010-02-16,32.450001
2010-02-17,32.450001
2010-02-18,32.450001
2010-02-19,32.450001
2010-02-22,34.0
2010-02-23,34.0
2010-02-24,34.0
2010-02-25,34.0
2010-02-26,34.0
2010-03-01,33.75
2010-03-02,36.299999
2010-03-03,36.900002
2010-03-04,35.0
2010-03-05,36.400002
2010-03-08,36.400002
2010-03-09,36.75
2010-03-10,37.119999
2010-03-11,37.849998
2010-03-12,38.400002
2010-03-15,38.400002
2010-03-16,38.400002
2010-03-17,38.400002
2010-03-18,39.599998
2010-03-19,39.349998
2010-03-22,39.009997999999996
2010-03-23,39.5
2010-03-24,39.150002
2010-03-25,38.720001
2010-03-26,38.560001
2010-03-29,38.150002
2010-03-30,38.150002
2010-03-31,38.150002
2010-04-01,40.0
2010-04-05,40.0
2010-04-06,39.450001
2010-04-07,38.75
2010-04-08,37.509997999999996
2010-04-09,39.07
2010-04-12,39.25
2010-04-13,39.77
2010-04-14,39.77
2010-04-15,39.849998
2010-04-16,39.849998
2010-04-19,37.799999
2010-04-20,37.799999
2010-04-21,37.540001000000004
2010-04-22,37.540001000000004
2010-04-23,38.799999
2010-04-26,39.349998
2010-04-27,39.349998
2010-04-28,36.939999
2010-04-29,37.099998
2010-04-30,37.25
2010-05-03,37.0
2010-05-04,37.0
2010-05-05,35.0
2010-05-06,35.0
2010-05-07,35.0
2010-05-10,35.349998
2010-05-11,35.349998
2010-05-12,37.150002
2010-05-13,37.400002
2010-05-14,37.400002
2010-05-17,37.400002
2010-05-18,35.25
2010-05-19,33.450001
2010-05-20,32.099998
2010-05-21,32.099998
2010-05-24,32.200001
2010-05-25,32.200001
2010-05-26,32.200001
2010-05-27,32.200001
2010-05-28,32.200001
2010-06-01,32.200001
2010-06-02,32.200001
2010-06-03,32.200001
2010-06-04,32.200001
2010-06-07,32.200001
2010-06-08,32.200001
2010-06-09,32.200001
2010-06-10,36.549999
2010-06-11,35.939999
2010-06-14,35.939999
2010-06-15,36.700001
2010-06-16,36.700001
2010-06-17,36.700001
2010-06-18,36.700001
2010-06-21,38.650002
2010-06-22,38.650002
2010-06-23,38.650002
2010-06-24,38.650002
2010-06-25,38.650002
2010-06-28,38.650002
2010-06-29,38.650002
2010-06-30,38.650002
2010-07-01,38.650002
2010-07-02,38.650002
2010-07-06,38.650002
2010-07-07,38.650002
2010-07-08,38.650002
2010-07-09,38.650002
2010-07-12,38.650002
2010-07-13,38.650002
2010-07-14,38.650002
2010-07-15,38.650002
2010-07-16,38.650002
2010-07-19,38.650002
2010-07-20,38.650002
2010-07-21,38.650002
2010-07-22,38.650002
2010-07-23,38.650002
2010-07-26,39.450001
2010-07-27,39.450001
2010-07-28,39.450001
2010-07-29,39.450001
2010-07-30,39.450001
2010-08-02,39.450001
2010-08-03,39.450001
2010-08-04,39.450001
2010-08-05,40.369999
2010-08-06,40.369999
2010-08-09,39.900002
2010-08-10,39.900002
2010-08-11,38.349998
2010-08-12,38.349998
2010-08-13,38.349998
2010-08-16,38.349998
2010-08-17,38.349998
2010-08-18,38.349998
2010-08-19,38.799999
2010-08-20,38.799999
2010-08-23,38.799999
2010-08-24,38.669998
2010-08-25,37.450001
2010-08-26,37.549999
2010-08-27,38.099998
2010-08-30,38.099998
2010-08-31,38.099998
2010-09-01,38.099998
2010-09-02,38.099998
2010-09-03,38.099998
2010-09-07,38.099998
2010-09-08,38.099998
2010-09-09,38.099998
2010-09-10,43.0
2010-09-13,43.0
2010-09-14,43.0
2010-09-15,43.0
2010-09-16,43.0
2010-09-17,43.0
2010-09-20,44.349998
2010-09-21,45.650002
2010-09-22,45.650002
2010-09-23,45.650002
2010-09-24,47.209998999999996
2010-09-27,47.209998999999996
2010-09-28,47.209998999999996
2010-09-29,47.75
2010-09-30,47.75
2010-10-01,47.75
2010-10-04,47.700001
2010-10-05,47.700001
2010-10-06,47.700001
2010-10-07,47.700001
2010-10-08,48.490002000000004
2010-10-11,48.490002000000004
2010-10-12,48.490002000000004
2010-10-13,50.400002
2010-10-14,50.400002
2010-10-15,49.919998
2010-10-18,49.919998
2010-10-19,49.919998
2010-10-20,49.919998
2010-10-21,50.200001
2010-10-22,50.200001
2010-10-25,50.970001
2010-10-26,49.799999
2010-10-27,49.32
2010-10-28,49.400002
2010-10-29,49.0
2010-11-01,49.650002
2010-11-02,50.950001
2010-11-03,52.200001
2010-11-04,52.200001
2010-11-05,55.0
2010-11-08,55.099998
2010-11-09,55.099998
2010-11-10,55.099998
2010-11-11,52.880001
2010-11-12,52.880001
2010-11-15,52.880001
2010-11-16,54.0
2010-11-17,53.900002
2010-11-18,54.099998
2010-11-19,54.099998
2010-11-22,54.099998
2010-11-23,54.099998
2010-11-24,54.099998
2010-11-26,54.099998
2010-11-29,54.200001
2010-11-30,54.200001
2010-12-01,54.200001
2010-12-02,54.200001
2010-12-03,58.599998
2010-12-06,58.599998
2010-12-07,58.099998
2010-12-08,57.900002
2010-12-09,56.599998
2010-12-10,56.599998
2010-12-13,56.599998
2010-12-14,56.599998
2010-12-15,57.200001
2010-12-16,57.200001
2010-12-17,57.200001
2010-12-20,57.400002
2010-12-21,57.400002
2010-12-22,57.400002
2010-12-23,57.400002
2010-12-27,57.400002
2010-12-28,57.400002
2010-12-29,59.099998
2010-12-30,58.25
2010-12-31,58.450001
2011-01-03,58.450001
2011-01-04,57.900002
2011-01-05,56.200001
2011-01-06,56.200001
2011-01-07,56.200001
2011-01-10,55.459998999999996
2011-01-11,55.459998999999996
2011-01-12,58.599998
2011-01-13,58.599998
2011-01-14,58.700001
2011-01-18,58.700001
2011-01-19,55.150002
2011-01-20,54.450001
2011-01-21,54.450001
2011-01-24,54.450001
2011-01-25,54.450001
2011-01-26,56.599998
2011-01-27,56.599998
2011-01-28,55.099998
2011-01-31,54.349998
2011-02-01,54.349998
2011-02-02,54.349998
2011-02-03,54.349998
2011-02-04,54.349998
2011-02-07,54.349998
2011-02-08,57.700001
2011-02-09,57.700001
2011-02-10,57.25
2011-02-11,58.200001
2011-02-14,58.200001
2011-02-15,57.349998
2011-02-16,57.349998
2011-02-17,57.5
2011-02-18,57.5
2011-02-22,57.5
2011-02-23,57.5
2011-02-24,57.5
2011-02-25,57.5
2011-02-28,56.75
2011-03-01,58.0
2011-03-02,58.299999
2011-03-03,58.299999
2011-03-04,58.299999
2011-03-07,59.75
2011-03-08,59.75
2011-03-09,58.650002
2011-03-10,58.650002
2011-03-11,56.0
2011-03-14,55.099998
2011-03-15,53.5
2011-03-16,51.5
2011-03-17,53.450001
2011-03-18,53.450001
2011-03-21,53.450001
2011-03-22,56.5
2011-03-23,56.5
2011-03-24,56.5
2011-03-25,56.5
2011-03-28,56.650002
2011-03-29,56.650002
2011-03-30,56.650002
2011-03-31,56.650002
2011-04-01,56.650002
2011-04-04,57.459998999999996
2011-04-05,57.459998999999996
2011-04-06,57.459998999999996
2011-04-07,57.459998999999996
2011-04-08,57.459998999999996
2011-04-11,58.150002
2011-04-12,57.400002
2011-04-13,57.400002
2011-04-14,57.400002
2011-04-15,57.400002
2011-04-18,57.400002
2011-04-19,58.349998
2011-04-20,58.349998
2011-04-21,58.349998
2011-04-25,62.75
2011-04-26,62.75
2011-04-27,61.5
2011-04-28,61.5
2011-04-29,64.0
2011-05-02,64.0
2011-05-03,63.400002
2011-05-04,63.400002
2011-05-05,63.400002
2011-05-06,62.25
2011-05-09,62.25
2011-05-10,62.799999
2011-05-11,62.799999
2011-05-12,62.799999
2011-05-13,62.5
2011-05-16,63.900002
2011-05-17,63.900002
2011-05-18,63.5
2011-05-19,62.799999
2011-05-20,63.700001
2011-05-23,63.700001
2011-05-24,61.369999
2011-05-25,61.369999
2011-05-26,60.0
2011-05-27,60.0
2011-05-31,64.75
2011-06-01,64.75
2011-06-02,64.75
2011-06-03,64.75
2011-06-06,64.75
2011-06-07,64.75
2011-06-08,64.75
2011-06-09,64.75
2011-06-10,64.75
2011-06-13,64.75
2011-06-14,64.75
2011-06-15,64.75
2011-06-16,64.75
2011-06-17,64.75
2011-06-20,60.400002
2011-06-21,61.900002
2011-06-22,61.900002
2011-06-23,61.900002
2011-06-24,61.900002
2011-06-27,61.900002
2011-06-28,61.900002
2011-06-29,61.900002
2011-06-30,65.349998
2011-07-01,65.349998
2011-07-05,67.0
2011-07-06,67.150002
2011-07-07,68.199997
2011-07-08,68.0
2011-07-11,68.0
2011-07-12,68.0
2011-07-13,68.0
2011-07-14,68.0
2011-07-15,68.0
2011-07-18,68.0
2011-07-19,63.25
2011-07-20,63.25
2011-07-21,63.25
2011-07-22,64.5
2011-07-25,64.5
2011-07-26,64.5
2011-07-27,64.5
2011-07-28,65.160004
2011-07-29,65.160004
2011-08-01,65.160004
2011-08-02,63.099998
2011-08-03,62.119999
2011-08-04,58.25
2011-08-05,54.849998
2011-08-08,53.0
2011-08-09,55.32
2011-08-10,55.32
2011-08-11,54.209998999999996
2011-08-12,54.209998999999996
2011-08-15,56.25
2011-08-16,56.25
2011-08-17,56.25
2011-08-18,51.75
2011-08-19,51.0
2011-08-22,51.0
2011-08-23,51.0
2011-08-24,54.049999
2011-08-25,54.049999
2011-08-26,54.049999
2011-08-29,54.049999
2011-08-30,54.049999
2011-08-31,54.049999
2011-09-01,54.049999
2011-09-02,54.049999
2011-09-06,50.849998
2011-09-07,50.849998
2011-09-08,55.25
2011-09-09,55.25
2011-09-12,51.5
2011-09-13,51.5
2011-09-14,55.25
2011-09-15,55.25
2011-09-16,55.25
2011-09-19,55.25
2011-09-20,55.25
2011-09-21,55.5
2011-09-22,55.5
2011-09-23,49.75
2011-09-26,49.75
2011-09-27,52.599998
2011-09-28,52.599998
2011-09-29,52.599998
2011-09-30,45.049999
2011-10-03,45.049999
2011-10-04,42.25
2011-10-05,42.25
2011-10-06,46.759997999999996
2011-10-07,46.759997999999996
2011-10-10,46.759997999999996
2011-10-11,46.759997999999996
2011-10-12,46.759997999999996
2011-10-13,54.0
2011-10-14,54.0
2011-10-17,54.0
2011-10-18,54.0
2011-10-19,54.0
2011-10-20,54.0
2011-10-21,54.0
2011-10-24,54.0
2011-10-25,55.5
2011-10-26,56.650002
2011-10-27,59.720001
2011-10-28,59.720001
2011-10-31,59.720001
2011-11-01,53.080002
2011-11-02,55.150002
2011-11-03,55.150002
2011-11-04,55.150002
2011-11-07,55.150002
2011-11-08,56.099998
2011-11-09,53.099998
2011-11-10,53.099998
2011-11-11,53.099998
2011-11-14,53.099998
2011-11-15,53.700001
2011-11-16,53.700001
2011-11-17,53.189999
2011-11-18,53.189999
2011-11-21,53.189999
2011-11-22,53.189999
2011-11-23,47.82
2011-11-25,47.82
2011-11-28,47.82
2011-11-29,51.099998
2011-11-30,51.099998
2011-12-01,51.099998
2011-12-02,53.0
2011-12-05,54.599998
2011-12-06,54.599998
2011-12-07,54.599998
2011-12-08,52.360001000000004
2011-12-09,52.360001000000004
2011-12-12,52.360001000000004
2011-12-13,52.360001000000004
2011-12-14,52.360001000000004
2011-12-15,52.360001000000004
2011-12-16,48.549999
2011-12-19,48.509997999999996
2011-12-20,48.509997999999996
2011-12-21,49.75
2011-12-22,49.650002
2011-12-23,50.299999
2011-12-27,50.299999
2011-12-28,50.5
2011-12-29,50.099998
2011-12-30,50.099998
2012-01-03,52.75
2012-01-04,52.5
2012-01-05,52.5
2012-01-06,52.5
2012-01-09,51.75
2012-01-10,53.5
2012-01-11,53.5
2012-01-12,53.25
2012-01-13,53.25
2012-01-17,53.5
2012-01-18,56.369999
2012-01-19,56.950001
2012-01-20,57.0
2012-01-23,56.860001000000004
2012-01-24,56.860001000000004
2012-01-25,56.25
2012-01-26,57.349998
2012-01-27,57.349998
2012-01-30,57.349998
2012-01-31,57.349998
2012-02-01,58.599998
2012-02-02,59.369999
2012-02-03,59.369999
2012-02-06,59.75
2012-02-07,58.5
2012-02-08,58.5
2012-02-09,58.5
2012-02-10,57.5
2012-02-13,57.5
2012-02-14,57.5
2012-02-15,57.5
2012-02-16,58.5
2012-02-17,59.0
2012-02-21,59.0
2012-02-22,59.0
2012-02-23,60.0
2012-02-24,61.0
2012-02-27,59.389998999999996
2012-02-28,59.389998999999996
2012-02-29,61.25
2012-03-01,61.650002
2012-03-02,61.650002
2012-03-05,61.650002
2012-03-06,59.0
2012-03-07,59.0
2012-03-08,59.0
2012-03-09,61.799999
2012-03-12,61.950001
2012-03-13,63.950001
2012-03-14,63.950001
2012-03-15,64.75
2012-03-16,64.800003
2012-03-19,63.25
2012-03-20,63.25
2012-03-21,63.610001000000004
2012-03-22,63.610001000000004
2012-03-23,60.84
2012-03-26,60.84
2012-03-27,60.84
2012-03-28,61.349998
2012-03-29,61.0
2012-03-30,61.0
2012-04-02,61.0
2012-04-03,61.0
2012-04-04,62.59
2012-04-05,62.59
2012-04-09,62.59
2012-04-10,61.450001
2012-04-11,61.450001
2012-04-12,61.450001
2012-04-13,61.450001
2012-04-16,61.450001
2012-04-17,61.450001
2012-04-18,61.450001
2012-04-19,61.450001
2012-04-20,61.0
2012-04-23,59.919998
2012-04-24,60.150002
2012-04-25,62.810001
2012-04-26,62.810001
2012-04-27,62.810001
2012-04-30,61.5
2012-05-01,62.75
2012-05-02,62.75
2012-05-03,63.0
2012-05-04,63.0
2012-05-07,63.0
2012-05-08,59.310001
2012-05-09,57.950001
2012-05-10,58.200001
2012-05-11,57.5
2012-05-14,57.5
2012-05-15,56.66
2012-05-16,56.66
2012-05-17,56.66
2012-05-18,56.66
2012-05-21,60.75
2012-05-22,61.5
2012-05-23,61.5
2012-05-24,57.25
2012-05-25,57.25
2012-05-29,57.25
2012-05-30,57.25
2012-05-31,57.25
2012-06-01,57.25
2012-06-04,57.25
2012-06-05,57.25
2012-06-06,55.25
2012-06-07,55.25
2012-06-08,55.25
2012-06-11,57.200001
2012-06-12,57.200001
2012-06-13,57.200001
2012-06-14,54.849998
2012-06-15,54.299999
2012-06-18,54.299999
2012-06-19,54.299999
2012-06-20,54.299999
2012-06-21,54.299999
2012-06-22,54.299999
2012-06-25,54.299999
2012-06-26,54.299999
2012-06-27,52.849998
2012-06-28,52.849998
2012-06-29,52.849998
2012-07-02,52.849998
2012-07-03,55.75
2012-07-05,55.09
2012-07-06,55.09
2012-07-09,55.09
2012-07-10,55.09
2012-07-11,55.09
2012-07-12,49.5
2012-07-13,51.25
2012-07-16,51.25
2012-07-17,51.049999
2012-07-18,51.049999
2012-07-19,51.049999
2012-07-20,51.049999
2012-07-23,51.049999
2012-07-24,51.049999
2012-07-25,51.049999
2012-07-26,51.049999
2012-07-27,51.049999
2012-07-30,51.049999
2012-07-31,51.049999
2012-08-01,51.049999
2012-08-02,51.049999
2012-08-03,51.049999
2012-08-06,61.200001
2012-08-07,61.200001
2012-08-08,61.200001
2012-08-09,62.400002
2012-08-10,62.400002
2012-08-13,62.400002
2012-08-14,62.599998
2012-08-15,62.599998
2012-08-16,63.299999
2012-08-17,63.0
2012-08-20,62.599998
2012-08-21,62.599998
2012-08-22,62.599998
2012-08-23,62.5
2012-08-24,62.5
2012-08-27,62.200001
2012-08-28,60.650002
2012-08-29,60.650002
2012-08-30,60.650002
2012-08-31,61.349998
2012-09-04,61.349998
2012-09-05,62.900002
2012-09-06,63.849998
2012-09-07,67.349998
2012-09-10,67.349998
2012-09-11,65.75
2012-09-12,64.0
2012-09-13,64.0
2012-09-14,67.650002
2012-09-17,67.650002
2012-09-18,67.650002
2012-09-19,67.650002
2012-09-20,65.0
2012-09-21,64.199997
2012-09-24,64.199997
2012-09-25,64.199997
2012-09-26,64.199997
2012-09-27,64.199997
2012-09-28,64.199997
2012-10-01,61.099998
2012-10-02,61.099998
2012-10-03,61.099998
2012-10-04,61.099998
2012-10-05,61.099998
2012-10-08,61.099998
2012-10-09,61.099998
2012-10-10,61.099998
2012-10-11,61.099998
2012-10-12,61.099998
2012-10-15,61.099998
2012-10-16,61.099998
2012-10-17,61.099998
2012-10-18,61.099998
2012-10-19,61.099998
2012-10-22,64.099998
2012-10-23,64.099998
2012-10-24,62.75
2012-10-25,62.150002
2012-10-26,64.099998
2012-10-31,64.099998
2012-11-01,68.529999
2012-11-02,68.529999
2012-11-05,68.529999
2012-11-06,67.650002
2012-11-07,66.800003
2012-11-08,67.0
2012-11-09,67.0
2012-11-12,68.699997
2012-11-13,68.699997
2012-11-14,69.550003
2012-11-15,69.550003
2012-11-16,69.550003
2012-11-19,69.550003
2012-11-20,74.0
2012-11-21,72.849998
2012-11-23,72.849998
2012-11-26,73.889999
2012-11-27,73.889999
2012-11-28,74.199997
2012-11-29,74.199997
2012-11-30,76.760002
2012-12-03,76.760002
2012-12-04,76.760002
2012-12-05,76.760002
2012-12-06,76.760002
2012-12-07,78.019997
2012-12-10,78.129997
2012-12-11,78.849998
2012-12-12,78.82
2012-12-13,77.849998
2012-12-14,77.849998
2012-12-17,78.25
2012-12-18,78.25
2012-12-19,79.0
2012-12-20,79.0
2012-12-21,78.449997
2012-12-24,78.449997
2012-12-26,75.0
2012-12-27,78.5
2012-12-28,77.269997
2012-12-31,76.5
2013-01-02,76.5
2013-01-03,82.5
2013-01-04,80.900002
2013-01-07,79.349998
2013-01-08,79.949997
2013-01-09,83.300003
2013-01-10,83.300003
2013-01-11,84.0
2013-01-14,84.25
2013-01-15,84.349998
2013-01-16,85.75
2013-01-17,85.75
2013-01-18,85.0
2013-01-22,80.5
2013-01-23,81.5
2013-01-24,82.75
2013-01-25,83.57
2013-01-28,82.949997
2013-01-29,82.5
2013-01-30,82.650002
2013-01-31,82.25
2013-02-01,82.25
2013-02-04,82.25
2013-02-05,83.16999799999999
2013-02-06,83.16999799999999
2013-02-07,80.0
2013-02-08,80.5
2013-02-11,80.5
2013-02-12,80.5
2013-02-13,81.550003
2013-02-14,81.550003
2013-02-15,82.5
2013-02-19,82.5
2013-02-20,83.150002
2013-02-21,80.150002
2013-02-22,80.150002
2013-02-25,80.150002
2013-02-26,80.150002
2013-02-27,80.150002
2013-02-28,80.199997
2013-03-01,80.199997
2013-03-04,80.0
2013-03-05,81.699997
2013-03-06,81.699997
2013-03-07,81.75
2013-03-08,82.0
2013-03-11,82.0
2013-03-12,82.650002
2013-03-13,82.650002
2013-03-14,82.650002
2013-03-15,82.650002
2013-03-18,82.650002
2013-03-19,82.650002
2013-03-20,81.5
2013-03-21,81.5
2013-03-22,81.5
2013-03-25,77.650002
2013-03-26,77.650002
2013-03-27,77.650002
2013-03-28,78.5
2013-04-01,78.949997
2013-04-02,78.949997
2013-04-03,78.949997
2013-04-04,77.379997
2013-04-05,76.349998
2013-04-08,76.349998
2013-04-09,76.349998
2013-04-10,77.25
2013-04-11,79.400002
2013-04-12,79.400002
2013-04-15,76.5
2013-04-16,76.5
2013-04-17,73.849998
2013-04-18,74.0
2013-04-19,74.099998
2013-04-22,73.400002
2013-04-23,78.699997
2013-04-24,78.699997
2013-04-25,79.5
2013-04-26,79.5
2013-04-29,79.5
2013-04-30,79.5
2013-05-01,81.25
2013-05-02,81.25
2013-05-03,83.25
2013-05-06,82.75
2013-05-07,82.75
2013-05-08,85.199997
2013-05-09,85.199997
2013-05-10,82.949997
2013-05-13,82.949997
2013-05-14,84.0
2013-05-15,84.0
2013-05-16,88.33000200000001
2013-05-17,92.269997
2013-05-20,92.269997
2013-05-21,94.110001
2013-05-22,94.160004
2013-05-23,91.120003
2013-05-24,91.120003
2013-05-28,95.25
2013-05-29,95.25
2013-05-30,95.25
2013-05-31,95.25
2013-06-03,88.199997
2013-06-04,88.199997
2013-06-05,88.199997
2013-06-06,88.199997
2013-06-07,88.199997
2013-06-10,88.199997
2013-06-11,88.199997
2013-06-12,88.199997
2013-06-13,88.050003
2013-06-14,88.050003
2013-06-17,90.449997
2013-06-18,90.449997
2013-06-19,92.629997
2013-06-20,87.5
2013-06-21,87.5
2013-06-24,87.5
2013-06-25,87.5
2013-06-26,87.5
2013-06-27,86.25
2013-06-28,88.699997
2013-07-01,88.699997
2013-07-02,88.699997
2013-07-03,88.699997
2013-07-05,88.699997
2013-07-08,88.699997
2013-07-09,88.699997
2013-07-10,91.150002
2013-07-11,91.150002
2013-07-12,91.150002
2013-07-15,91.150002
2013-07-16,91.150002
2013-07-17,91.150002
2013-07-18,92.75
2013-07-19,92.75
2013-07-22,93.900002
2013-07-23,94.349998
2013-07-24,95.449997
2013-07-25,94.25
2013-07-26,94.25
2013-07-29,94.25
2013-07-30,94.25
2013-07-31,97.0
2013-08-01,98.349998
2013-08-02,98.349998
2013-08-05,98.349998
2013-08-06,100.900002
2013-08-07,100.900002
2013-08-08,100.900002
2013-08-09,100.900002
2013-08-12,101.5
2013-08-13,101.5
2013-08-14,101.5
2013-08-15,101.5
