Date,ET
2015-08-20,28.25
2015-08-21,27.5
2015-08-24,26.76
2015-08-25,26.379998999999998
2015-08-26,26.549999
2015-08-27,27.9
2015-08-28,28.780001000000002
2015-08-31,28.049999
2015-09-01,26.98
2015-09-02,27.1
2015-09-03,27.24
2015-09-04,26.870001000000002
2015-09-08,27.0
2015-09-09,26.77
2015-09-10,27.02
2015-09-11,25.82
2015-09-14,25.43
2015-09-15,25.309998999999998
2015-09-16,25.74
2015-09-17,25.559998999999998
2015-09-18,25.709999
2015-09-21,25.84
2015-09-22,24.65
2015-09-23,23.950001
2015-09-24,23.67
2015-09-25,23.24
2015-09-28,20.290001
2015-09-29,18.77
2015-09-30,20.809998999999998
2015-10-01,22.040001
2015-10-02,22.99
2015-10-05,23.4
2015-10-06,23.790001
2015-10-07,24.690001000000002
2015-10-08,24.65
2015-10-09,24.879998999999998
2015-10-12,23.950001
2015-10-13,23.030001000000002
2015-10-14,22.809998999999998
2015-10-15,23.190001000000002
2015-10-16,23.450001
2015-10-19,23.07
2015-10-20,22.73
2015-10-21,22.15
2015-10-22,21.719998999999998
2015-10-23,21.290001
2015-10-26,20.209999
2015-10-27,20.280001000000002
2015-10-28,20.84
2015-10-29,20.85
2015-10-30,21.549999
2015-11-02,21.709999
2015-11-03,21.82
2015-11-04,20.940001000000002
2015-11-05,20.48
2015-11-06,20.110001
2015-11-09,19.42
2015-11-10,19.27
2015-11-11,18.85
2015-11-12,18.17
2015-11-13,18.24
2015-11-16,19.84
2015-11-17,19.700001
2015-11-18,20.0
2015-11-19,19.799999
2015-11-20,19.09
2015-11-23,19.01
2015-11-24,19.32
2015-11-25,18.959999
2015-11-27,18.67
2015-11-30,18.940001000000002
2015-12-01,19.139999
2015-12-02,18.190001000000002
2015-12-03,16.85
2015-12-04,15.29
2015-12-07,12.99
2015-12-08,13.2
2015-12-09,14.9
2015-12-10,15.38
2015-12-11,13.34
2015-12-14,12.88
2015-12-15,13.11
2015-12-16,13.02
2015-12-17,11.76
2015-12-18,11.09
2015-12-21,11.77
2015-12-22,11.86
2015-12-23,13.97
2015-12-24,13.43
2015-12-28,13.47
2015-12-29,13.45
2015-12-30,13.18
2015-12-31,13.74
2016-01-04,14.07
2016-01-05,13.98
2016-01-06,11.93
2016-01-07,10.56
2016-01-08,10.82
2016-01-11,10.29
2016-01-12,8.98
2016-01-13,8.09
2016-01-14,9.96
2016-01-15,8.78
2016-01-19,7.54
2016-01-20,7.0
2016-01-21,7.19
2016-01-22,9.63
2016-01-25,9.17
2016-01-26,9.9
2016-01-27,8.85
2016-01-28,8.78
2016-01-29,8.68
2016-02-01,8.66
2016-02-02,8.13
2016-02-03,7.87
2016-02-04,7.83
2016-02-05,6.98
2016-02-08,4.05
2016-02-09,4.57
2016-02-10,5.25
2016-02-11,5.52
2016-02-12,5.59
2016-02-16,6.06
2016-02-17,6.52
2016-02-18,6.86
2016-02-19,6.81
2016-02-22,7.16
2016-02-23,6.62
2016-02-24,7.17
2016-02-25,6.8
2016-02-26,6.81
2016-02-29,7.0
2016-03-01,7.02
2016-03-02,7.23
2016-03-03,7.9
2016-03-04,8.33
2016-03-07,8.26
2016-03-08,7.32
2016-03-09,7.5
2016-03-10,7.13
2016-03-11,6.82
2016-03-14,7.2
2016-03-15,7.07
2016-03-16,7.65
2016-03-17,7.92
2016-03-18,8.01
2016-03-21,7.6
2016-03-22,7.67
2016-03-23,7.15
2016-03-24,7.0
2016-03-28,6.68
2016-03-29,6.82
2016-03-30,6.84
2016-03-31,7.13
2016-04-01,6.88
2016-04-04,6.55
2016-04-05,6.45
2016-04-06,6.94
2016-04-07,7.07
2016-04-08,8.05
2016-04-11,8.54
2016-04-12,8.6
2016-04-13,9.36
2016-04-14,9.35
2016-04-15,8.95
2016-04-18,9.85
2016-04-19,10.33
2016-04-20,10.45
2016-04-21,11.2
2016-04-22,11.66
2016-04-25,11.31
2016-04-26,11.79
2016-04-27,13.29
2016-04-28,12.62
2016-04-29,12.43
2016-05-02,12.12
2016-05-03,12.03
2016-05-04,12.2
2016-05-05,13.07
2016-05-06,12.94
2016-05-09,12.69
2016-05-10,12.82
2016-05-11,13.09
2016-05-12,12.97
2016-05-13,12.64
2016-05-16,12.79
2016-05-17,13.05
2016-05-18,12.67
2016-05-19,13.05
2016-05-20,12.78
2016-05-23,12.66
2016-05-24,12.2
2016-05-25,11.13
2016-05-26,11.01
2016-05-27,11.64
2016-05-31,12.64
2016-06-01,13.66
2016-06-02,13.61
2016-06-03,13.58
2016-06-06,13.72
2016-06-07,13.8
2016-06-08,14.07
2016-06-09,13.53
2016-06-10,12.94
2016-06-13,12.87
2016-06-14,12.69
2016-06-15,12.65
2016-06-16,12.96
2016-06-17,12.99
2016-06-20,12.2
2016-06-21,14.32
2016-06-22,14.35
2016-06-23,14.35
2016-06-24,13.83
2016-06-27,13.6
2016-06-28,14.41
2016-06-29,14.7
2016-06-30,14.37
2016-07-01,13.8
2016-07-05,14.11
2016-07-06,15.1
2016-07-07,15.28
2016-07-08,15.58
2016-07-11,15.5
2016-07-12,16.049999
2016-07-13,15.92
2016-07-14,16.4
2016-07-15,16.34
2016-07-18,17.0
2016-07-19,16.809998999999998
2016-07-20,16.99
2016-07-21,16.879998999999998
2016-07-22,16.860001
2016-07-25,16.15
2016-07-26,16.49
2016-07-27,16.450001
2016-07-28,16.719998999999998
2016-07-29,16.59
2016-08-01,15.6
2016-08-02,15.89
2016-08-03,16.82
2016-08-04,16.030001000000002
2016-08-05,16.51
2016-08-08,16.799999
2016-08-09,16.719998999999998
2016-08-10,16.610001
2016-08-11,16.950001
2016-08-12,17.32
2016-08-15,17.82
2016-08-16,17.84
2016-08-17,17.700001
2016-08-18,18.02
2016-08-19,18.040001
2016-08-22,17.870001000000002
2016-08-23,18.15
2016-08-24,18.059998999999998
2016-08-25,18.01
2016-08-26,18.190001000000002
2016-08-29,18.18
2016-08-30,18.23
2016-08-31,17.9
2016-09-01,17.809998999999998
2016-09-02,17.84
2016-09-06,18.08
2016-09-07,18.49
2016-09-08,18.959999
2016-09-09,18.110001
2016-09-12,18.0
2016-09-13,16.809998999999998
2016-09-14,16.690001000000002
2016-09-15,16.66
2016-09-16,16.16
2016-09-19,16.42
2016-09-20,16.43
2016-09-21,16.790001
2016-09-22,16.91
2016-09-23,16.809998999999998
2016-09-26,16.73
2016-09-27,16.41
2016-09-28,16.700001
2016-09-29,16.58
2016-09-30,16.790001
2016-10-03,16.709999
2016-10-04,16.219998999999998
2016-10-05,16.59
2016-10-06,16.49
2016-10-07,15.95
2016-10-10,16.35
2016-10-11,15.97
2016-10-12,15.58
2016-10-13,15.66
2016-10-14,15.72
2016-10-17,15.73
2016-10-18,16.27
2016-10-19,16.610001
2016-10-20,16.48
2016-10-21,16.49
2016-10-24,16.48
2016-10-25,16.110001
2016-10-26,15.75
2016-10-27,15.35
2016-10-28,15.09
2016-10-31,14.93
2016-11-01,14.68
2016-11-02,14.59
2016-11-03,14.01
2016-11-04,13.8
2016-11-07,14.07
2016-11-08,14.0
2016-11-09,16.35
2016-11-10,16.309998999999998
2016-11-11,16.99
2016-11-14,16.83
2016-11-15,16.860001
2016-11-16,16.389999
2016-11-17,16.67
2016-11-18,17.290001
2016-11-21,17.92
2016-11-22,17.76
2016-11-23,17.559998999999998
2016-11-25,17.299999
2016-11-28,16.440001000000002
2016-11-29,16.48
2016-11-30,17.030001000000002
2016-12-01,16.309998999999998
2016-12-02,16.48
2016-12-05,16.07
2016-12-06,16.559998999999998
2016-12-07,16.99
2016-12-08,17.290001
2016-12-09,17.18
2016-12-12,17.1
2016-12-13,17.219998999999998
2016-12-14,17.1
2016-12-15,17.469998999999998
2016-12-16,17.790001
2016-12-19,17.959999
2016-12-20,18.74
2016-12-21,18.76
2016-12-22,19.290001
2016-12-23,19.59
2016-12-27,19.530001000000002
2016-12-28,19.25
2016-12-29,19.379998999999998
2016-12-30,19.309998999999998
2017-01-03,19.17
2017-01-04,19.57
2017-01-05,19.58
2017-01-06,19.860001
2017-01-09,18.92
2017-01-10,18.74
2017-01-11,18.83
2017-01-12,18.799999
2017-01-13,18.6
2017-01-17,18.540001
2017-01-18,18.0
2017-01-19,17.709999
2017-01-20,18.02
2017-01-23,18.25
2017-01-24,18.620001000000002
2017-01-25,18.92
2017-01-26,18.959999
2017-01-27,18.559998999999998
2017-01-30,18.02
2017-01-31,17.950001
2017-02-01,18.09
2017-02-02,18.51
2017-02-03,19.049999
2017-02-06,18.540001
2017-02-07,19.049999
2017-02-08,19.25
2017-02-09,19.15
2017-02-10,18.84
2017-02-13,18.58
2017-02-14,19.379998999999998
2017-02-15,19.360001
2017-02-16,19.120001000000002
2017-02-17,19.059998999999998
2017-02-21,19.049999
2017-02-22,18.92
2017-02-23,18.98
2017-02-24,18.870001000000002
2017-02-27,18.959999
2017-02-28,18.84
2017-03-01,19.049999
2017-03-02,19.110001
2017-03-03,19.280001000000002
2017-03-06,19.41
2017-03-07,19.26
2017-03-08,18.809998999999998
2017-03-09,18.540001
2017-03-10,18.51
2017-03-13,18.690001000000002
2017-03-14,18.379998999999998
2017-03-15,19.059998999999998
2017-03-16,18.99
2017-03-17,18.959999
2017-03-20,18.74
2017-03-21,18.610001
2017-03-22,18.299999
2017-03-23,18.459999
2017-03-24,18.9
2017-03-27,18.309998999999998
2017-03-28,18.780001000000002
2017-03-29,19.32
2017-03-30,19.42
2017-03-31,19.73
2017-04-03,19.450001
2017-04-04,19.280001000000002
2017-04-05,19.09
2017-04-06,19.43
2017-04-07,19.27
2017-04-10,19.17
2017-04-11,18.9
2017-04-12,18.75
2017-04-13,18.4
2017-04-17,18.690001000000002
2017-04-18,18.559998999999998
2017-04-19,18.440001000000002
2017-04-20,18.629998999999998
2017-04-21,18.26
2017-04-24,18.200001
2017-04-25,18.549999
2017-04-26,19.129998999999998
2017-04-27,18.620001000000002
2017-04-28,18.66
2017-05-01,18.700001
2017-05-02,18.33
2017-05-03,18.219998999999998
2017-05-04,17.110001
2017-05-05,17.76
2017-05-08,17.67
2017-05-09,17.450001
2017-05-10,18.690001000000002
2017-05-11,18.58
2017-05-12,18.73
2017-05-15,19.040001
2017-05-16,18.83
2017-05-17,18.09
2017-05-18,17.969998999999998
2017-05-19,18.620001000000002
2017-05-22,18.469998999999998
2017-05-23,18.51
2017-05-24,18.559998999999998
2017-05-25,18.33
2017-05-26,17.959999
2017-05-30,17.17
2017-05-31,17.040001
2017-06-01,17.200001
2017-06-02,17.059998999999998
2017-06-05,16.969998999999998
2017-06-06,17.200001
2017-06-07,16.639999
2017-06-08,16.280001000000002
2017-06-09,16.52
2017-06-12,16.709999
2017-06-13,16.65
2017-06-14,16.030001000000002
2017-06-15,15.95
2017-06-16,16.450001
2017-06-19,16.07
2017-06-20,15.44
2017-06-21,15.15
2017-06-22,15.23
2017-06-23,16.16
2017-06-26,16.41
2017-06-27,16.51
2017-06-28,17.24
2017-06-29,17.790001
2017-06-30,17.959999
2017-07-03,18.139999
2017-07-05,17.65
2017-07-06,17.559998999999998
2017-07-07,17.75
2017-07-10,17.85
2017-07-11,17.91
2017-07-12,17.92
2017-07-13,17.85
2017-07-14,18.040001
2017-07-17,17.889999
2017-07-18,18.0
2017-07-19,18.0
2017-07-20,18.040001
2017-07-21,17.66
2017-07-24,17.629998999999998
2017-07-25,17.889999
2017-07-26,17.799999
2017-07-27,17.93
2017-07-28,17.85
2017-07-31,17.67
2017-08-01,17.99
2017-08-02,17.799999
2017-08-03,17.309998999999998
2017-08-04,17.33
2017-08-07,17.299999
2017-08-08,16.700001
2017-08-09,17.67
2017-08-10,17.23
2017-08-11,16.99
2017-08-14,17.059998999999998
2017-08-15,17.709999
2017-08-16,17.110001
2017-08-17,16.75
2017-08-18,16.67
2017-08-21,16.24
2017-08-22,16.52
2017-08-23,16.83
2017-08-24,16.799999
2017-08-25,16.9
2017-08-28,16.860001
2017-08-29,16.91
2017-08-30,16.940001000000002
2017-08-31,17.370001000000002
2017-09-01,17.76
2017-09-05,17.73
2017-09-06,17.84
2017-09-07,17.84
2017-09-08,17.780001000000002
2017-09-11,17.700001
2017-09-12,17.75
2017-09-13,17.75
2017-09-14,17.5
2017-09-15,17.49
2017-09-18,17.639999
2017-09-19,17.76
2017-09-20,17.700001
2017-09-21,17.309998999999998
2017-09-22,17.33
2017-09-25,17.549999
2017-09-26,17.42
2017-09-27,17.48
2017-09-28,17.41
2017-09-29,17.379998999999998
2017-10-02,17.200001
2017-10-03,17.440001000000002
2017-10-04,17.48
2017-10-05,17.84
2017-10-06,17.92
2017-10-09,17.9
2017-10-10,18.0
2017-10-11,18.24
2017-10-12,18.200001
2017-10-13,18.0
2017-10-16,17.75
2017-10-17,17.74
2017-10-18,17.450001
2017-10-19,17.49
2017-10-20,17.26
2017-10-23,16.91
2017-10-24,16.82
2017-10-25,16.1
2017-10-26,16.719998999999998
2017-10-27,17.67
2017-10-30,17.690001000000002
2017-10-31,17.75
2017-11-01,17.92
2017-11-02,17.51
2017-11-03,17.790001
2017-11-06,18.07
2017-11-07,18.700001
2017-11-08,17.790001
2017-11-09,17.51
2017-11-10,17.469998999999998
2017-11-13,16.719998999999998
2017-11-14,16.65
2017-11-15,16.379998999999998
2017-11-16,16.639999
2017-11-17,16.309998999999998
2017-11-20,16.18
2017-11-21,16.049999
2017-11-22,16.17
2017-11-24,16.23
2017-11-27,16.1
2017-11-28,16.059998999999998
2017-11-29,15.79
2017-11-30,16.200001
2017-12-01,16.42
2017-12-04,16.73
2017-12-05,16.59
2017-12-06,16.27
2017-12-07,16.27
2017-12-08,16.07
2017-12-11,16.030001000000002
2017-12-12,16.33
2017-12-13,16.5
2017-12-14,16.700001
2017-12-15,16.77
2017-12-18,17.0
2017-12-19,16.860001
2017-12-20,16.82
2017-12-21,16.809998999999998
2017-12-22,16.85
2017-12-26,17.040001
2017-12-27,17.0
2017-12-28,17.190001000000002
2017-12-29,17.26
2018-01-02,17.74
2018-01-03,17.82
2018-01-04,17.559998999999998
2018-01-05,17.280001000000002
2018-01-08,17.290001
2018-01-09,17.299999
2018-01-10,17.309998999999998
2018-01-11,17.83
2018-01-12,18.030001000000002
2018-01-16,18.280001000000002
2018-01-17,18.209999
2018-01-18,17.9
2018-01-19,17.91
2018-01-22,18.540001
2018-01-23,19.18
2018-01-24,18.91
2018-01-25,18.9
2018-01-26,18.950001
2018-01-29,18.51
2018-01-30,18.190001000000002
2018-01-31,18.299999
2018-02-01,18.18
2018-02-02,17.48
2018-02-05,17.0
2018-02-06,17.48
2018-02-07,17.33
2018-02-08,16.6
2018-02-09,16.620001000000002
2018-02-12,17.040001
2018-02-13,17.34
2018-02-14,17.370001000000002
2018-02-15,17.16
2018-02-16,16.76
2018-02-20,16.51
2018-02-21,16.26
2018-02-22,16.67
2018-02-23,16.700001
2018-02-26,16.34
2018-02-27,15.95
2018-02-28,15.5
2018-03-01,15.62
2018-03-02,15.64
2018-03-05,15.74
2018-03-06,15.56
2018-03-07,15.36
2018-03-08,15.44
2018-03-09,15.54
2018-03-12,15.52
2018-03-13,15.34
2018-03-14,15.16
2018-03-15,14.54
2018-03-16,14.86
2018-03-19,14.47
2018-03-20,14.55
2018-03-21,14.66
2018-03-22,14.42
2018-03-23,14.24
2018-03-26,14.42
2018-03-27,14.2
2018-03-28,14.25
2018-03-29,14.21
2018-04-02,14.17
2018-04-03,14.31
2018-04-04,14.27
2018-04-05,14.37
2018-04-06,14.19
2018-04-09,14.27
2018-04-10,14.87
2018-04-11,14.9
2018-04-12,14.82
2018-04-13,14.75
2018-04-16,15.26
2018-04-17,15.7
2018-04-18,15.8
2018-04-19,16.110001
2018-04-20,15.87
2018-04-23,15.96
2018-04-24,15.51
2018-04-25,15.63
2018-04-26,15.85
2018-04-27,15.69
2018-04-30,15.8
2018-05-01,15.86
2018-05-02,16.0
2018-05-03,16.290001
2018-05-04,16.290001
2018-05-07,16.52
2018-05-08,16.690001000000002
2018-05-09,16.809998999999998
2018-05-10,16.4
2018-05-11,16.469998999999998
2018-05-14,16.620001000000002
2018-05-15,16.52
2018-05-16,16.690001000000002
2018-05-17,16.92
2018-05-18,16.92
2018-05-21,17.09
2018-05-22,17.18
2018-05-23,17.18
2018-05-24,16.780001000000002
2018-05-25,16.75
2018-05-29,16.799999
2018-05-30,17.389999
2018-05-31,17.280001000000002
2018-06-01,17.49
2018-06-04,17.68
2018-06-05,17.610001
2018-06-06,17.469998999999998
2018-06-07,17.68
2018-06-08,17.620001000000002
2018-06-11,17.889999
2018-06-12,17.76
2018-06-13,17.450001
2018-06-14,17.469998999999998
2018-06-15,17.200001
2018-06-18,17.129998999999998
2018-06-19,17.139999
2018-06-20,17.299999
2018-06-21,17.040001
2018-06-22,17.42
2018-06-25,17.18
2018-06-26,17.299999
2018-06-27,17.190001000000002
2018-06-28,17.309998999999998
2018-06-29,17.25
2018-07-02,17.23
2018-07-03,17.379998999999998
2018-07-05,17.6
2018-07-06,17.73
2018-07-09,17.620001000000002
2018-07-10,17.639999
2018-07-11,17.52
2018-07-12,17.4
2018-07-13,17.24
2018-07-16,17.049999
2018-07-17,17.08
2018-07-18,17.16
2018-07-19,17.700001
2018-07-20,17.67
2018-07-23,17.860001
2018-07-24,17.709999
2018-07-25,17.98
2018-07-26,18.24
2018-07-27,18.02
2018-07-30,18.17
2018-07-31,18.209999
2018-08-01,18.43
2018-08-02,18.950001
2018-08-03,18.92
2018-08-06,18.969998999999998
2018-08-07,18.5
2018-08-08,18.450001
2018-08-09,18.280001000000002
2018-08-10,18.110001
2018-08-13,17.41
2018-08-14,17.59
2018-08-15,17.379998999999998
2018-08-16,17.4
2018-08-17,17.92
2018-08-20,18.18
2018-08-21,18.110001
2018-08-22,18.26
2018-08-23,18.15
2018-08-24,18.280001000000002
2018-08-27,18.139999
2018-08-28,17.74
2018-08-29,17.76
2018-08-30,17.58
2018-08-31,17.5
2018-09-04,17.76
2018-09-05,17.799999
2018-09-06,17.51
2018-09-07,17.360001
2018-09-10,17.66
2018-09-11,17.629998999999998
2018-09-12,17.73
2018-09-13,17.559998999999998
2018-09-14,17.469998999999998
2018-09-17,17.32
2018-09-18,17.4
2018-09-19,17.549999
2018-09-20,17.48
2018-09-21,17.66
2018-09-24,17.6
2018-09-25,17.48
2018-09-26,17.15
2018-09-27,17.16
2018-09-28,17.43
2018-10-01,18.09
2018-10-02,17.879998999999998
2018-10-03,17.77
2018-10-04,17.52
2018-10-05,17.5
2018-10-08,17.309998999999998
2018-10-09,17.42
2018-10-10,17.07
2018-10-11,16.73
2018-10-12,17.01
2018-10-15,17.049999
2018-10-16,17.01
2018-10-17,17.08
2018-10-18,16.82
2018-10-19,17.059998999999998
2018-10-22,16.469998999999998
2018-10-23,16.08
2018-10-24,15.34
2018-10-25,15.69
2018-10-26,15.46
2018-10-29,14.84
2018-10-30,15.0
2018-10-31,15.54
2018-11-01,15.83
2018-11-02,15.66
2018-11-05,15.97
2018-11-06,15.9
2018-11-07,15.97
2018-11-08,16.059998999999998
2018-11-09,15.66
2018-11-12,15.4
2018-11-13,14.93
2018-11-14,14.57
2018-11-15,14.75
2018-11-16,14.8
2018-11-19,14.8
2018-11-20,14.3
2018-11-21,14.68
2018-11-23,14.23
2018-11-26,14.42
2018-11-27,14.49
2018-11-28,14.62
2018-11-29,14.73
2018-11-30,14.57
2018-12-03,15.16
2018-12-04,14.26
2018-12-06,14.22
2018-12-07,14.25
2018-12-10,13.85
2018-12-11,14.08
2018-12-12,14.31
2018-12-13,14.57
2018-12-14,14.07
2018-12-17,13.4
2018-12-18,12.94
2018-12-19,12.97
2018-12-20,12.84
2018-12-21,12.24
2018-12-24,11.8
2018-12-26,12.94
2018-12-27,12.84
2018-12-28,12.77
2018-12-31,13.21
2019-01-02,13.25
2019-01-03,13.34
2019-01-04,14.18
2019-01-07,14.46
2019-01-08,14.78
2019-01-09,15.11
2019-01-10,15.1
2019-01-11,15.04
2019-01-14,14.71
2019-01-15,14.87
2019-01-16,14.65
2019-01-17,14.61
2019-01-18,14.57
2019-01-22,14.1
2019-01-23,14.04
2019-01-24,14.12
2019-01-25,14.34
2019-01-28,14.2
2019-01-29,14.28
2019-01-30,14.67
2019-01-31,14.71
2019-02-01,15.04
2019-02-04,15.08
2019-02-05,15.1
2019-02-06,14.98
2019-02-07,14.41
2019-02-08,14.36
2019-02-11,14.25
2019-02-12,14.54
2019-02-13,14.82
2019-02-14,15.01
2019-02-15,15.05
2019-02-19,15.62
2019-02-20,15.5
2019-02-21,15.54
2019-02-22,15.37
2019-02-25,15.37
2019-02-26,14.91
2019-02-27,14.86
2019-02-28,14.79
2019-03-01,14.98
2019-03-04,14.99
2019-03-05,14.95
2019-03-06,14.85
2019-03-07,15.02
2019-03-08,14.82
2019-03-11,15.17
2019-03-12,15.22
2019-03-13,15.16
2019-03-14,15.08
2019-03-15,15.06
2019-03-18,15.3
2019-03-19,15.42
2019-03-20,15.48
2019-03-21,15.51
2019-03-22,15.38
2019-03-25,15.3
2019-03-26,15.28
2019-03-27,15.19
2019-03-28,15.22
2019-03-29,15.37
2019-04-01,15.6
2019-04-02,15.5
2019-04-03,15.51
2019-04-04,15.53
2019-04-05,15.74
2019-04-08,15.73
2019-04-09,15.47
2019-04-10,15.43
2019-04-11,15.49
2019-04-12,15.55
2019-04-15,15.41
2019-04-16,15.35
2019-04-17,15.34
2019-04-18,15.28
2019-04-22,15.58
2019-04-23,15.56
2019-04-24,15.41
2019-04-25,15.26
2019-04-26,15.2
2019-04-29,15.25
2019-04-30,15.12
2019-05-01,15.16
2019-05-02,14.91
2019-05-03,15.36
2019-05-06,15.14
2019-05-07,15.11
2019-05-08,15.08
2019-05-09,14.88
2019-05-10,15.11
2019-05-13,14.78
2019-05-14,14.88
2019-05-15,14.94
2019-05-16,14.84
2019-05-17,14.8
2019-05-20,14.73
2019-05-21,14.93
2019-05-22,14.92
2019-05-23,14.47
2019-05-24,14.6
2019-05-28,14.33
2019-05-29,14.39
2019-05-30,13.94
2019-05-31,13.74
2019-06-03,14.04
2019-06-04,14.47
2019-06-05,13.98
2019-06-06,14.13
2019-06-07,14.06
2019-06-10,14.1
2019-06-11,14.32
2019-06-12,14.24
2019-06-13,14.32
2019-06-14,14.17
2019-06-17,14.07
2019-06-18,14.14
2019-06-19,14.14
2019-06-20,14.25
2019-06-21,14.42
2019-06-24,14.2
2019-06-25,13.98
2019-06-26,14.15
2019-06-27,14.02
2019-06-28,14.08
2019-07-01,14.1
2019-07-02,14.18
2019-07-03,14.48
2019-07-05,14.6
2019-07-08,14.61
2019-07-09,14.52
2019-07-10,14.7
2019-07-11,14.75
2019-07-12,14.82
2019-07-15,14.91
2019-07-16,14.95
2019-07-17,15.06
2019-07-18,14.97
2019-07-19,15.1
2019-07-22,15.07
2019-07-23,14.97
2019-07-24,14.99
2019-07-25,14.82
2019-07-26,14.72
2019-07-29,14.41
2019-07-30,14.37
2019-07-31,14.38
2019-08-01,14.3
2019-08-02,14.14
2019-08-05,13.3
2019-08-06,13.55
2019-08-07,13.33
2019-08-08,14.03
2019-08-09,13.9
2019-08-12,13.38
2019-08-13,13.51
2019-08-14,13.14
2019-08-15,13.09
2019-08-16,13.47
2019-08-19,13.74
2019-08-20,13.8
2019-08-21,13.83
2019-08-22,13.68
2019-08-23,13.18
2019-08-26,13.19
2019-08-27,13.02
2019-08-28,13.29
2019-08-29,13.47
2019-08-30,13.61
2019-09-03,13.6
2019-09-04,13.61
2019-09-05,13.48
2019-09-06,13.37
2019-09-09,13.93
2019-09-10,13.95
2019-09-11,14.04
2019-09-12,13.92
2019-09-13,14.02
2019-09-16,13.43
2019-09-17,13.3
2019-09-18,13.5
2019-09-19,13.58
2019-09-20,13.72
2019-09-23,13.55
2019-09-24,13.27
2019-09-25,13.25
2019-09-26,13.1
2019-09-27,13.1
2019-09-30,13.08
2019-10-01,12.99
2019-10-02,12.67
2019-10-03,12.87
2019-10-04,12.9
2019-10-07,12.71
2019-10-08,12.36
2019-10-09,12.33
2019-10-10,12.42
2019-10-11,12.57
2019-10-14,12.47
2019-10-15,12.49
2019-10-16,12.55
2019-10-17,12.56
2019-10-18,12.74
2019-10-21,12.86
2019-10-22,12.7
2019-10-23,12.6
2019-10-24,12.44
2019-10-25,12.55
2019-10-28,12.36
2019-10-29,12.35
2019-10-30,12.35
2019-10-31,12.59
2019-11-01,12.91
2019-11-04,12.64
2019-11-05,12.66
2019-11-06,12.26
2019-11-07,12.11
2019-11-08,12.22
2019-11-11,11.97
2019-11-12,11.66
2019-11-13,11.16
2019-11-14,11.18
2019-11-15,11.62
2019-11-18,11.33
2019-11-19,11.38
2019-11-20,11.36
2019-11-21,11.91
2019-11-22,11.93
2019-11-25,12.3
2019-11-26,11.96
2019-11-27,11.87
2019-11-29,11.81
2019-12-02,11.63
2019-12-03,11.4
2019-12-04,11.33
2019-12-05,11.6
2019-12-06,11.5
2019-12-09,11.79
2019-12-10,12.04
2019-12-11,12.16
2019-12-12,12.64
2019-12-13,12.73
2019-12-16,12.8
2019-12-17,12.62
2019-12-18,12.95
2019-12-19,12.92
2019-12-20,13.07
2019-12-23,13.05
2019-12-24,13.07
2019-12-26,13.14
2019-12-27,12.99
2019-12-30,12.71
2019-12-31,12.83
2020-01-02,13.34
2020-01-03,13.55
2020-01-06,13.68
2020-01-07,13.63
2020-01-08,13.34
2020-01-09,13.43
2020-01-10,13.27
2020-01-13,13.51
2020-01-14,13.56
2020-01-15,13.5
2020-01-16,13.58
2020-01-17,13.56
2020-01-21,13.08
2020-01-22,12.71
2020-01-23,12.99
2020-01-24,12.75
2020-01-27,12.61
2020-01-28,12.79
2020-01-29,12.85
2020-01-30,12.78
2020-01-31,12.59
2020-02-03,12.8
2020-02-04,12.88
2020-02-05,13.0
2020-02-06,12.71
2020-02-07,12.56
2020-02-10,12.19
2020-02-11,12.37
2020-02-12,12.83
2020-02-13,12.81
2020-02-14,12.72
2020-02-18,12.7
2020-02-19,12.68
2020-02-20,12.54
2020-02-21,12.14
2020-02-24,11.55
2020-02-25,11.22
2020-02-26,10.78
2020-02-27,10.75
2020-02-28,11.08
2020-03-02,11.83
2020-03-03,11.55
2020-03-04,11.54
2020-03-05,11.25
2020-03-06,10.21
2020-03-09,7.37
2020-03-10,7.63
2020-03-11,7.05
2020-03-12,6.3
2020-03-13,6.73
2020-03-16,5.75
2020-03-17,5.25
2020-03-18,4.56
2020-03-19,5.45
2020-03-20,5.25
2020-03-23,4.79
2020-03-24,4.8
2020-03-25,4.92
2020-03-26,5.08
2020-03-27,4.77
2020-03-30,4.53
2020-03-31,4.6
2020-04-01,5.03
2020-04-02,5.22
2020-04-03,5.47
2020-04-06,5.54
2020-04-07,5.58
2020-04-08,5.65
2020-04-09,5.81
2020-04-13,5.96
2020-04-14,6.14
2020-04-15,5.89
2020-04-16,5.69
2020-04-17,6.16
2020-04-20,6.08
2020-04-21,6.14
2020-04-22,6.48
2020-04-23,7.05
2020-04-24,7.19
2020-04-27,7.23
2020-04-28,7.25
2020-04-29,8.14
2020-04-30,8.4
2020-05-01,7.81
2020-05-04,8.09
2020-05-05,8.22
2020-05-06,7.58
2020-05-07,7.49
2020-05-08,7.64
