Date,VST
2018-04-06,19.68
2018-04-09,20.83
2018-04-10,21.32
2018-04-11,21.469998999999998
2018-04-12,21.459999
2018-04-13,21.65
2018-04-16,21.99
2018-04-17,22.35
2018-04-18,22.34
2018-04-19,22.120001000000002
2018-04-20,21.879998999999998
2018-04-23,22.33
2018-04-24,22.280001000000002
2018-04-25,22.48
2018-04-26,22.6
2018-04-27,22.74
2018-04-30,22.85
2018-05-01,22.85
2018-05-02,22.99
2018-05-03,23.139999
2018-05-04,23.01
2018-05-07,23.799999
2018-05-08,23.17
2018-05-09,22.99
2018-05-10,22.91
2018-05-11,22.940001000000002
2018-05-14,23.1
2018-05-15,23.139999
2018-05-16,23.08
2018-05-17,22.879998999999998
2018-05-18,23.01
2018-05-21,23.01
2018-05-22,23.219998999999998
2018-05-23,23.23
2018-05-24,24.08
2018-05-25,23.950001
2018-05-29,24.01
2018-05-30,24.27
2018-05-31,24.530001000000002
2018-06-01,24.34
2018-06-04,24.27
2018-06-05,24.379998999999998
2018-06-06,24.610001
2018-06-07,24.67
2018-06-08,24.559998999999998
2018-06-11,24.09
2018-06-12,24.200001
2018-06-13,24.389999
2018-06-14,24.01
2018-06-15,23.75
2018-06-18,23.52
2018-06-19,23.459999
2018-06-20,23.65
2018-06-21,24.07
2018-06-22,23.65
2018-06-25,23.33
2018-06-26,23.84
2018-06-27,23.75
2018-06-28,23.5
2018-06-29,23.66
2018-07-02,24.01
2018-07-03,22.809998999999998
2018-07-05,22.620001000000002
2018-07-06,22.91
2018-07-09,22.709999
2018-07-10,23.01
2018-07-11,22.870001000000002
2018-07-12,23.190001000000002
2018-07-13,23.440001000000002
2018-07-16,23.709999
2018-07-17,23.59
2018-07-18,23.549999
2018-07-19,23.23
2018-07-20,23.18
2018-07-23,22.889999
2018-07-24,22.450001
2018-07-25,22.309998999999998
2018-07-26,22.549999
2018-07-27,22.35
2018-07-30,22.17
2018-07-31,22.6
2018-08-01,22.719998999999998
2018-08-02,22.559998999999998
2018-08-03,22.620001000000002
2018-08-06,23.200001
2018-08-07,23.469998999999998
2018-08-08,23.33
2018-08-09,23.360001
2018-08-10,22.780001000000002
2018-08-13,22.1
2018-08-14,22.41
2018-08-15,22.059998999999998
2018-08-16,22.450001
2018-08-17,22.42
2018-08-20,22.51
2018-08-21,22.33
2018-08-22,22.5
2018-08-23,22.48
2018-08-24,22.66
2018-08-27,22.790001
2018-08-28,22.9
2018-08-29,22.98
2018-08-30,23.4
2018-08-31,23.540001
2018-09-04,23.209999
2018-09-05,22.99
2018-09-06,22.459999
2018-09-07,22.5
2018-09-10,22.9
2018-09-11,22.98
2018-09-12,23.25
2018-09-13,23.35
2018-09-14,23.35
2018-09-17,23.030001000000002
2018-09-18,23.27
2018-09-19,23.059998999999998
2018-09-20,23.42
2018-09-21,23.84
2018-09-24,23.870001000000002
2018-09-25,23.549999
2018-09-26,23.74
2018-09-27,24.18
2018-09-28,24.879998999999998
2018-10-01,25.26
2018-10-02,25.450001
2018-10-03,25.42
2018-10-04,25.25
2018-10-05,25.620001000000002
2018-10-08,25.43
2018-10-09,25.309998999999998
2018-10-10,24.9
2018-10-11,24.209999
2018-10-12,24.219998999999998
2018-10-15,23.83
2018-10-16,23.99
2018-10-17,23.389999
2018-10-18,22.860001
2018-10-19,22.65
2018-10-22,23.01
2018-10-23,22.5
2018-10-24,22.139999
2018-10-25,22.26
2018-10-26,22.110001
2018-10-29,21.809998999999998
2018-10-30,21.889999
2018-10-31,22.629998999999998
2018-11-01,23.1
2018-11-02,24.389999
2018-11-05,24.969998999999998
2018-11-06,24.48
2018-11-07,24.709999
2018-11-08,24.25
2018-11-09,24.08
2018-11-12,24.610001
2018-11-13,24.32
2018-11-14,23.85
2018-11-15,23.290001
2018-11-16,23.67
2018-11-19,23.549999
2018-11-20,22.370001000000002
2018-11-21,22.799999
2018-11-23,22.860001
2018-11-26,23.190001000000002
2018-11-27,22.92
2018-11-28,23.35
2018-11-29,23.200001
2018-11-30,23.48
2018-12-03,23.780001000000002
2018-12-04,23.48
2018-12-06,24.09
2018-12-07,23.950001
2018-12-10,23.65
2018-12-11,23.92
2018-12-12,24.42
2018-12-13,24.84
2018-12-14,24.709999
2018-12-17,23.889999
2018-12-18,23.360001
2018-12-19,23.16
2018-12-20,22.25
2018-12-21,21.43
2018-12-24,21.190001000000002
2018-12-26,22.200001
2018-12-27,22.309998999999998
2018-12-28,22.299999
2018-12-31,22.889999
2019-01-02,22.379998999999998
2019-01-03,22.17
2019-01-04,23.07
2019-01-07,23.459999
2019-01-08,23.469998999999998
2019-01-09,23.309998999999998
2019-01-10,24.110001
2019-01-11,23.790001
2019-01-14,23.549999
2019-01-15,23.73
2019-01-16,24.25
2019-01-17,24.610001
2019-01-18,24.200001
2019-01-22,24.280001000000002
2019-01-23,24.76
2019-01-24,24.639999
2019-01-25,24.65
2019-01-28,24.41
2019-01-29,24.639999
2019-01-30,24.92
2019-01-31,25.110001
2019-02-01,25.07
2019-02-04,25.4
2019-02-05,25.200001
2019-02-06,25.26
2019-02-07,25.530001000000002
2019-02-08,25.93
2019-02-11,26.110001
2019-02-12,26.290001
2019-02-13,26.129998999999998
2019-02-14,26.309998999999998
2019-02-15,26.51
2019-02-19,26.59
2019-02-20,26.639999
2019-02-21,26.76
2019-02-22,26.889999
2019-02-25,26.559998999999998
2019-02-26,26.280001000000002
2019-02-27,26.15
2019-02-28,26.040001
2019-03-01,26.549999
2019-03-04,25.43
2019-03-05,25.48
2019-03-06,25.23
2019-03-07,24.940001000000002
2019-03-08,25.129998999999998
2019-03-11,25.25
2019-03-12,25.879998999999998
2019-03-13,26.02
2019-03-14,25.549999
2019-03-15,25.59
2019-03-18,25.790001
2019-03-19,25.58
2019-03-20,25.6
2019-03-21,26.139999
2019-03-22,25.98
2019-03-25,26.09
2019-03-26,25.959999
2019-03-27,25.9
2019-03-28,25.799999
2019-03-29,26.030001000000002
2019-04-01,26.030001000000002
2019-04-02,26.32
2019-04-03,26.190001000000002
2019-04-04,26.049999
2019-04-05,25.940001000000002
2019-04-08,25.76
2019-04-09,25.49
2019-04-10,25.9
2019-04-11,26.040001
2019-04-12,26.1
2019-04-15,25.99
2019-04-16,25.98
2019-04-17,25.67
2019-04-18,26.01
2019-04-22,26.200001
2019-04-23,26.42
2019-04-24,26.59
2019-04-25,26.799999
2019-04-26,27.02
2019-04-29,27.049999
2019-04-30,27.25
2019-05-01,27.25
2019-05-02,27.25
2019-05-03,26.66
2019-05-06,26.309998999999998
2019-05-07,26.15
2019-05-08,25.190001000000002
2019-05-09,24.85
2019-05-10,24.83
2019-05-13,24.469998999999998
2019-05-14,24.57
2019-05-15,24.5
2019-05-16,24.66
2019-05-17,24.809998999999998
2019-05-20,25.059998999999998
2019-05-21,25.75
2019-05-22,25.450001
2019-05-23,24.799999
2019-05-24,24.48
2019-05-28,24.59
2019-05-29,24.02
2019-05-30,23.42
2019-05-31,23.559998999999998
2019-06-03,23.76
2019-06-04,24.27
2019-06-05,24.610001
2019-06-06,24.620001000000002
2019-06-07,24.309998999999998
2019-06-10,24.110001
2019-06-11,24.57
2019-06-12,24.219998999999998
2019-06-13,23.860001
2019-06-14,23.77
2019-06-17,23.26
2019-06-18,23.6
2019-06-19,23.82
2019-06-20,24.190001000000002
2019-06-21,24.1
2019-06-24,23.889999
2019-06-25,23.370001000000002
2019-06-26,22.26
2019-06-27,22.24
2019-06-28,22.639999
2019-07-01,22.76
2019-07-02,22.620001000000002
2019-07-03,22.540001
2019-07-05,22.540001
2019-07-08,22.43
2019-07-09,22.42
2019-07-10,22.43
2019-07-11,22.389999
2019-07-12,22.58
2019-07-15,22.549999
2019-07-16,21.969998999999998
2019-07-17,22.219998999999998
2019-07-18,22.110001
2019-07-19,21.83
2019-07-22,21.610001
2019-07-23,21.43
2019-07-24,21.559998999999998
2019-07-25,21.92
2019-07-26,21.75
2019-07-29,21.77
2019-07-30,21.870001000000002
2019-07-31,21.459999
2019-08-01,21.549999
2019-08-02,22.040001
2019-08-05,21.719998999999998
2019-08-06,22.280001000000002
2019-08-07,22.059998999999998
2019-08-08,22.75
2019-08-09,22.129998999999998
2019-08-12,22.07
2019-08-13,22.59
2019-08-14,22.290001
2019-08-15,22.610001
2019-08-16,23.690001000000002
2019-08-19,23.690001000000002
2019-08-20,23.790001
2019-08-21,24.110001
2019-08-22,24.139999
2019-08-23,23.98
2019-08-26,24.26
2019-08-27,23.99
2019-08-28,24.040001
2019-08-29,24.4
2019-08-30,24.950001
2019-09-03,25.07
2019-09-04,25.219998999999998
2019-09-05,25.68
2019-09-06,25.530001000000002
2019-09-09,25.549999
2019-09-10,25.620001000000002
2019-09-11,25.969998999999998
2019-09-12,26.27
2019-09-13,26.25
2019-09-16,26.559998999999998
2019-09-17,26.66
2019-09-18,26.75
2019-09-19,26.68
2019-09-20,27.139999
2019-09-23,26.959999
2019-09-24,26.98
2019-09-25,27.15
2019-09-26,26.879998999999998
2019-09-27,26.74
2019-09-30,26.73
2019-10-01,26.5
2019-10-02,26.120001000000002
2019-10-03,26.23
2019-10-04,26.93
2019-10-07,27.0
2019-10-08,27.139999
2019-10-09,27.07
2019-10-10,26.92
2019-10-11,27.09
2019-10-14,26.969998999999998
2019-10-15,26.9
2019-10-16,26.66
2019-10-17,26.84
2019-10-18,26.790001
2019-10-21,27.049999
2019-10-22,27.1
2019-10-23,27.040001
2019-10-24,26.99
2019-10-25,27.1
2019-10-28,26.99
2019-10-29,27.030001000000002
2019-10-30,27.25
2019-10-31,27.030001000000002
2019-11-01,27.17
2019-11-04,27.370001000000002
2019-11-05,26.360001
2019-11-06,25.75
2019-11-07,26.209999
2019-11-08,26.0
2019-11-11,26.09
2019-11-12,26.299999
2019-11-13,26.0
2019-11-14,26.34
2019-11-15,26.200001
2019-11-18,26.68
2019-11-19,26.440001000000002
2019-11-20,26.690001000000002
2019-11-21,26.440001000000002
2019-11-22,26.530001000000002
2019-11-25,26.27
2019-11-26,26.17
2019-11-27,26.48
2019-11-29,26.530001000000002
2019-12-02,26.459999
2019-12-03,26.41
2019-12-04,25.110001
2019-12-05,24.450001
2019-12-06,24.09
2019-12-09,23.67
2019-12-10,23.84
2019-12-11,23.9
2019-12-12,24.049999
2019-12-13,23.709999
2019-12-16,24.24
2019-12-17,23.940001000000002
2019-12-18,23.879998999999998
2019-12-19,24.23
2019-12-20,24.01
2019-12-23,23.65
2019-12-24,23.49
2019-12-26,23.030001000000002
2019-12-27,22.82
2019-12-30,22.82
2019-12-31,22.99
2020-01-02,22.84
2020-01-03,23.08
2020-01-06,22.690001000000002
2020-01-07,22.83
2020-01-08,23.129998999999998
2020-01-09,22.860001
2020-01-10,22.76
2020-01-13,22.530001000000002
2020-01-14,22.67
2020-01-15,22.73
2020-01-16,23.200001
2020-01-17,22.940001000000002
2020-01-21,22.709999
2020-01-22,22.74
2020-01-23,22.959999
2020-01-24,22.17
2020-01-27,21.65
2020-01-28,21.540001
2020-01-29,22.129998999999998
2020-01-30,22.41
2020-01-31,22.52
2020-02-03,22.57
2020-02-04,22.040001
2020-02-05,21.93
2020-02-06,21.719998999999998
2020-02-07,22.299999
2020-02-10,22.27
2020-02-11,22.98
2020-02-12,22.93
2020-02-13,23.07
2020-02-14,23.290001
2020-02-18,23.360001
2020-02-19,22.690001000000002
2020-02-20,22.91
2020-02-21,23.43
2020-02-24,22.98
2020-02-25,22.139999
2020-02-26,21.68
2020-02-27,20.59
2020-02-28,19.23
2020-03-02,20.139999
2020-03-03,20.25
2020-03-04,21.049999
2020-03-05,20.639999
2020-03-06,20.530001000000002
2020-03-09,18.43
2020-03-10,19.34
2020-03-11,17.790001
2020-03-12,14.55
2020-03-13,15.49
2020-03-16,13.69
2020-03-17,12.89
2020-03-18,12.6
2020-03-19,14.22
2020-03-20,14.08
2020-03-23,12.92
2020-03-24,14.61
2020-03-25,14.69
2020-03-26,15.79
2020-03-27,16.389999
2020-03-30,16.059998999999998
2020-03-31,15.96
2020-04-01,15.33
2020-04-02,15.98
2020-04-03,15.83
2020-04-06,16.02
2020-04-07,16.299999
2020-04-08,17.459999
2020-04-09,17.790001
2020-04-13,17.139999
2020-04-14,17.42
2020-04-15,16.190001000000002
2020-04-16,16.1
2020-04-17,17.540001
2020-04-20,16.889999
2020-04-21,17.02
2020-04-22,17.639999
2020-04-23,17.5
2020-04-24,18.040001
2020-04-27,18.950001
2020-04-28,19.209999
2020-04-29,19.75
2020-04-30,19.540001
2020-05-01,19.35
2020-05-04,18.969998999999998
2020-05-05,18.719998999999998
2020-05-06,18.23
2020-05-07,17.950001
2020-05-08,18.9
