Date,PFE
1973-07-10,0.960938
1973-07-11,1.0
1973-07-12,1.0
1973-07-13,0.989583
1973-07-16,1.0
1973-07-17,1.010417
1973-07-18,1.03125
1973-07-19,1.0390629999999998
1973-07-20,1.049479
1973-07-23,1.0703129999999998
1973-07-24,1.0703129999999998
1973-07-25,1.091146
1973-07-26,1.0703129999999998
1973-07-27,1.059896
1973-07-30,1.0390629999999998
1973-07-31,1.03125
1973-08-01,1.03125
1973-08-02,1.020833
1973-08-03,1.020833
1973-08-06,1.03125
1973-08-07,1.03125
1973-08-08,1.0390629999999998
1973-08-09,1.0390629999999998
1973-08-10,1.03125
1973-08-13,1.020833
1973-08-14,0.989583
1973-08-15,0.96875
1973-08-16,0.919271
1973-08-17,0.908854
1973-08-20,0.908854
1973-08-21,0.908854
1973-08-22,0.908854
1973-08-23,0.929688
1973-08-24,0.919271
1973-08-27,0.940104
1973-08-28,0.940104
1973-08-29,0.96875
1973-08-30,0.950521
1973-08-31,0.96875
1973-09-04,0.950521
1973-09-05,0.940104
1973-09-06,0.940104
1973-09-07,0.919271
1973-09-10,0.908854
1973-09-11,0.890625
1973-09-12,0.890625
1973-09-13,0.901042
1973-09-14,0.919271
1973-09-17,0.929688
1973-09-18,0.919271
1973-09-19,0.950521
1973-09-20,0.950521
1973-09-21,0.940104
1973-09-24,0.940104
1973-09-25,0.929688
1973-09-26,0.940104
1973-09-27,0.929688
1973-09-28,0.929688
1973-10-01,0.929688
1973-10-02,0.940104
1973-10-03,0.929688
1973-10-04,0.919271
1973-10-05,0.919271
1973-10-08,0.929688
1973-10-09,0.940104
1973-10-10,0.929688
1973-10-11,0.960938
1973-10-12,0.96875
1973-10-15,0.960938
1973-10-16,0.96875
1973-10-17,0.989583
1973-10-18,0.989583
1973-10-19,1.010417
1973-10-22,1.0
1973-10-23,1.020833
1973-10-24,1.0390629999999998
1973-10-25,1.0390629999999998
1973-10-26,1.049479
1973-10-29,1.049479
1973-10-30,1.020833
1973-10-31,1.020833
1973-11-01,0.979167
1973-11-02,0.96875
1973-11-05,0.960938
1973-11-06,0.960938
1973-11-07,0.950521
1973-11-08,0.950521
1973-11-09,0.929688
1973-11-12,0.919271
1973-11-13,0.929688
1973-11-14,0.929688
1973-11-15,0.950521
1973-11-16,0.96875
1973-11-19,0.929688
1973-11-20,0.929688
1973-11-21,0.950521
1973-11-23,0.919271
1973-11-26,0.919271
1973-11-27,0.919271
1973-11-28,0.929688
1973-11-29,0.919271
1973-11-30,0.890625
1973-12-03,0.859375
1973-12-04,0.848958
1973-12-05,0.841146
1973-12-06,0.848958
1973-12-07,0.901042
1973-12-10,0.901042
1973-12-11,0.890625
1973-12-12,0.848958
1973-12-13,0.830729
1973-12-14,0.809896
1973-12-17,0.820313
1973-12-18,0.820313
1973-12-19,0.848958
1973-12-20,0.848958
1973-12-21,0.848958
1973-12-24,0.841146
1973-12-26,0.880208
1973-12-27,0.908854
1973-12-28,0.901042
1973-12-31,0.901042
1974-01-02,0.901042
1974-01-03,0.919271
1974-01-04,0.901042
1974-01-07,0.869792
1974-01-08,0.841146
1974-01-09,0.809896
1974-01-10,0.78125
1974-01-11,0.789063
1974-01-14,0.789063
1974-01-15,0.799479
1974-01-16,0.799479
1974-01-17,0.830729
1974-01-18,0.820313
1974-01-21,0.789063
1974-01-22,0.799479
1974-01-23,0.799479
1974-01-24,0.799479
1974-01-25,0.789063
1974-01-28,0.799479
1974-01-29,0.789063
1974-01-30,0.809896
1974-01-31,0.789063
1974-02-01,0.789063
1974-02-04,0.789063
1974-02-05,0.770833
1974-02-06,0.760417
1974-02-07,0.760417
1974-02-08,0.760417
1974-02-11,0.760417
1974-02-12,0.78125
1974-02-13,0.78125
1974-02-14,0.770833
1974-02-15,0.789063
1974-02-19,0.770833
1974-02-20,0.78125
1974-02-21,0.789063
1974-02-22,0.809896
1974-02-25,0.809896
1974-02-26,0.789063
1974-02-27,0.809896
1974-02-28,0.799479
1974-03-01,0.799479
1974-03-04,0.820313
1974-03-05,0.830729
1974-03-06,0.820313
1974-03-07,0.809896
1974-03-08,0.820313
1974-03-11,0.820313
1974-03-12,0.809896
1974-03-13,0.830729
1974-03-14,0.848958
1974-03-15,0.841146
1974-03-18,0.820313
1974-03-19,0.799479
1974-03-20,0.820313
1974-03-21,0.820313
1974-03-22,0.820313
1974-03-25,0.820313
1974-03-26,0.830729
1974-03-27,0.820313
1974-03-28,0.78125
1974-03-29,0.78125
1974-04-01,0.78125
1974-04-02,0.770833
1974-04-03,0.78125
1974-04-04,0.770833
1974-04-05,0.770833
1974-04-08,0.760417
1974-04-09,0.760417
1974-04-10,0.760417
1974-04-11,0.760417
1974-04-15,0.760417
1974-04-16,0.78125
1974-04-17,0.809896
1974-04-18,0.809896
1974-04-19,0.78125
1974-04-22,0.78125
1974-04-23,0.760417
1974-04-24,0.760417
1974-04-25,0.739583
1974-04-26,0.729167
1974-04-29,0.700521
1974-04-30,0.710938
1974-05-01,0.71875
1974-05-02,0.71875
1974-05-03,0.690104
1974-05-06,0.690104
1974-05-07,0.710938
1974-05-08,0.710938
1974-05-09,0.71875
1974-05-10,0.690104
1974-05-13,0.700521
1974-05-14,0.710938
1974-05-15,0.71875
1974-05-16,0.71875
1974-05-17,0.710938
1974-05-20,0.710938
1974-05-21,0.710938
1974-05-22,0.700521
1974-05-23,0.710938
1974-05-24,0.71875
1974-05-28,0.729167
1974-05-29,0.71875
1974-05-30,0.71875
1974-05-31,0.729167
1974-06-03,0.739583
1974-06-04,0.760417
1974-06-05,0.770833
1974-06-06,0.770833
1974-06-07,0.809896
1974-06-10,0.809896
1974-06-11,0.809896
1974-06-12,0.799479
1974-06-13,0.809896
1974-06-14,0.799479
1974-06-17,0.78125
1974-06-18,0.799479
1974-06-19,0.789063
1974-06-20,0.789063
1974-06-21,0.789063
1974-06-24,0.78125
1974-06-25,0.789063
1974-06-26,0.789063
1974-06-27,0.770833
1974-06-28,0.760417
1974-07-01,0.760417
1974-07-02,0.729167
1974-07-03,0.739583
1974-07-05,0.729167
1974-07-08,0.710938
1974-07-09,0.71875
1974-07-10,0.679688
1974-07-11,0.669271
1974-07-12,0.71875
1974-07-15,0.729167
1974-07-16,0.71875
1974-07-17,0.729167
1974-07-18,0.729167
1974-07-19,0.729167
1974-07-22,0.71875
1974-07-23,0.71875
1974-07-24,0.700521
1974-07-25,0.700521
1974-07-26,0.679688
1974-07-29,0.651042
1974-07-30,0.640625
1974-07-31,0.598958
1974-08-01,0.580729
1974-08-02,0.570313
1974-08-05,0.580729
1974-08-06,0.598958
1974-08-07,0.630208
1974-08-08,0.619792
1974-08-09,0.609375
1974-08-12,0.591146
1974-08-13,0.570313
1974-08-14,0.549479
1974-08-15,0.559896
1974-08-16,0.549479
1974-08-19,0.549479
1974-08-20,0.549479
1974-08-21,0.539063
1974-08-22,0.539063
1974-08-23,0.510417
1974-08-26,0.53125
1974-08-27,0.520833
1974-08-28,0.53125
1974-08-29,0.510417
1974-08-30,0.510417
1974-09-03,0.489583
1974-09-04,0.479167
1974-09-05,0.489583
1974-09-06,0.520833
1974-09-09,0.5
1974-09-10,0.510417
1974-09-11,0.510417
1974-09-12,0.510417
1974-09-13,0.489583
1974-09-16,0.489583
1974-09-17,0.520833
1974-09-18,0.539063
1974-09-19,0.570313
1974-09-20,0.570313
1974-09-23,0.559896
1974-09-24,0.53125
1974-09-25,0.539063
1974-09-26,0.53125
1974-09-27,0.5
1974-09-30,0.479167
1974-10-01,0.46875
1974-10-02,0.46875
1974-10-03,0.460938
1974-10-04,0.450521
1974-10-07,0.46875
1974-10-08,0.489583
1974-10-09,0.5
1974-10-10,0.539063
1974-10-11,0.559896
1974-10-14,0.580729
1974-10-15,0.559896
1974-10-16,0.559896
1974-10-17,0.559896
1974-10-18,0.598958
1974-10-21,0.591146
1974-10-22,0.580729
1974-10-23,0.570313
1974-10-24,0.570313
1974-10-25,0.591146
1974-10-28,0.598958
1974-10-29,0.630208
1974-10-30,0.669271
1974-10-31,0.669271
1974-11-01,0.658854
1974-11-04,0.640625
1974-11-05,0.679688
1974-11-06,0.690104
1974-11-07,0.710938
1974-11-08,0.71875
1974-11-11,0.739583
1974-11-12,0.679688
1974-11-13,0.669271
1974-11-14,0.658854
1974-11-15,0.640625
1974-11-18,0.598958
1974-11-19,0.591146
1974-11-20,0.591146
1974-11-21,0.630208
1974-11-22,0.651042
1974-11-25,0.640625
1974-11-26,0.651042
1974-11-27,0.658854
1974-11-29,0.669271
1974-12-02,0.651042
1974-12-03,0.630208
1974-12-04,0.640625
1974-12-05,0.630208
1974-12-06,0.619792
1974-12-09,0.619792
1974-12-10,0.658854
1974-12-11,0.658854
1974-12-12,0.619792
1974-12-13,0.609375
1974-12-16,0.598958
1974-12-17,0.609375
1974-12-18,0.630208
1974-12-19,0.609375
1974-12-20,0.609375
1974-12-23,0.609375
1974-12-24,0.619792
1974-12-26,0.640625
1974-12-27,0.651042
1974-12-30,0.658854
1974-12-31,0.679688
1975-01-02,0.669271
1975-01-03,0.679688
1975-01-06,0.669271
1975-01-07,0.651042
1975-01-08,0.609375
1975-01-09,0.609375
1975-01-10,0.609375
1975-01-13,0.591146
1975-01-14,0.580729
1975-01-15,0.591146
1975-01-16,0.570313
1975-01-17,0.53125
1975-01-20,0.539063
1975-01-21,0.549479
1975-01-22,0.570313
1975-01-23,0.570313
1975-01-24,0.580729
1975-01-27,0.598958
1975-01-28,0.598958
1975-01-29,0.609375
1975-01-30,0.570313
1975-01-31,0.591146
1975-02-03,0.598958
1975-02-04,0.598958
1975-02-05,0.609375
1975-02-06,0.630208
1975-02-07,0.640625
1975-02-10,0.609375
1975-02-11,0.640625
1975-02-12,0.690104
1975-02-13,0.679688
1975-02-14,0.690104
1975-02-18,0.690104
1975-02-19,0.710938
1975-02-20,0.729167
1975-02-21,0.739583
1975-02-24,0.729167
1975-02-25,0.679688
1975-02-26,0.700521
1975-02-27,0.710938
1975-02-28,0.710938
1975-03-03,0.729167
1975-03-04,0.75
1975-03-05,0.739583
1975-03-06,0.75
1975-03-07,0.75
1975-03-10,0.760417
1975-03-11,0.739583
1975-03-12,0.729167
1975-03-13,0.729167
1975-03-14,0.739583
1975-03-17,0.739583
1975-03-18,0.729167
1975-03-19,0.729167
1975-03-20,0.710938
1975-03-21,0.729167
1975-03-24,0.700521
1975-03-25,0.679688
1975-03-26,0.700521
1975-03-27,0.679688
1975-03-31,0.669271
1975-04-01,0.651042
1975-04-02,0.658854
1975-04-03,0.651042
1975-04-04,0.651042
1975-04-07,0.651042
1975-04-08,0.669271
1975-04-09,0.679688
1975-04-10,0.669271
1975-04-11,0.669271
1975-04-14,0.669271
1975-04-15,0.700521
1975-04-16,0.710938
1975-04-17,0.710938
1975-04-18,0.710938
1975-04-21,0.710938
1975-04-22,0.679688
1975-04-23,0.669271
1975-04-24,0.679688
1975-04-25,0.679688
1975-04-28,0.679688
1975-04-29,0.669271
1975-04-30,0.669271
1975-05-01,0.679688
1975-05-02,0.690104
1975-05-05,0.700521
1975-05-06,0.690104
1975-05-07,0.690104
1975-05-08,0.690104
1975-05-09,0.700521
1975-05-12,0.710938
1975-05-13,0.729167
1975-05-14,0.739583
1975-05-15,0.739583
1975-05-16,0.71875
1975-05-19,0.71875
1975-05-20,0.710938
1975-05-21,0.690104
1975-05-22,0.700521
1975-05-23,0.710938
1975-05-27,0.71875
1975-05-28,0.700521
1975-05-29,0.700521
1975-05-30,0.710938
1975-06-02,0.71875
1975-06-03,0.71875
1975-06-04,0.700521
1975-06-05,0.690104
1975-06-06,0.700521
1975-06-09,0.669271
1975-06-10,0.658854
1975-06-11,0.651042
1975-06-12,0.640625
1975-06-13,0.651042
1975-06-16,0.651042
1975-06-17,0.640625
1975-06-18,0.651042
1975-06-19,0.651042
1975-06-20,0.651042
1975-06-23,0.651042
1975-06-24,0.669271
1975-06-25,0.700521
1975-06-26,0.700521
1975-06-27,0.700521
1975-06-30,0.700521
1975-07-01,0.690104
1975-07-02,0.669271
1975-07-03,0.669271
1975-07-07,0.651042
1975-07-08,0.651042
1975-07-09,0.658854
1975-07-10,0.658854
1975-07-11,0.651042
1975-07-14,0.640625
1975-07-15,0.640625
1975-07-16,0.619792
1975-07-17,0.609375
1975-07-18,0.598958
1975-07-21,0.580729
1975-07-22,0.598958
1975-07-23,0.591146
1975-07-24,0.598958
1975-07-25,0.591146
1975-07-28,0.580729
1975-07-29,0.559896
1975-07-30,0.570313
1975-07-31,0.570313
1975-08-01,0.559896
1975-08-04,0.549479
1975-08-05,0.549479
1975-08-06,0.539063
1975-08-07,0.549479
1975-08-08,0.549479
1975-08-11,0.539063
1975-08-12,0.559896
1975-08-13,0.549479
1975-08-14,0.549479
1975-08-15,0.570313
1975-08-18,0.549479
1975-08-19,0.539063
1975-08-20,0.53125
1975-08-21,0.520833
1975-08-22,0.549479
1975-08-25,0.539063
1975-08-26,0.539063
1975-08-27,0.53125
1975-08-28,0.549479
1975-08-29,0.570313
1975-09-02,0.539063
1975-09-03,0.549479
1975-09-04,0.539063
1975-09-05,0.53125
1975-09-08,0.520833
1975-09-09,0.5
1975-09-10,0.510417
1975-09-11,0.510417
1975-09-12,0.510417
1975-09-15,0.510417
1975-09-16,0.510417
1975-09-17,0.520833
1975-09-18,0.539063
1975-09-19,0.539063
1975-09-22,0.53125
1975-09-23,0.520833
1975-09-24,0.53125
1975-09-25,0.53125
1975-09-26,0.53125
1975-09-29,0.53125
1975-09-30,0.520833
1975-10-01,0.53125
1975-10-02,0.53125
1975-10-03,0.549479
1975-10-06,0.549479
1975-10-07,0.559896
1975-10-08,0.570313
1975-10-09,0.580729
1975-10-10,0.570313
1975-10-13,0.580729
1975-10-14,0.570313
1975-10-15,0.580729
1975-10-16,0.580729
1975-10-17,0.580729
1975-10-20,0.570313
1975-10-21,0.591146
1975-10-22,0.591146
1975-10-23,0.598958
1975-10-24,0.591146
1975-10-27,0.591146
1975-10-28,0.598958
1975-10-29,0.591146
1975-10-30,0.591146
1975-10-31,0.598958
1975-11-03,0.591146
1975-11-04,0.598958
1975-11-05,0.619792
1975-11-06,0.630208
1975-11-07,0.630208
1975-11-10,0.630208
1975-11-11,0.640625
1975-11-12,0.630208
1975-11-13,0.630208
1975-11-14,0.630208
1975-11-17,0.619792
1975-11-18,0.619792
1975-11-19,0.580729
1975-11-20,0.580729
1975-11-21,0.591146
1975-11-24,0.580729
1975-11-25,0.591146
1975-11-26,0.591146
1975-11-28,0.580729
1975-12-01,0.580729
1975-12-02,0.570313
1975-12-03,0.559896
1975-12-04,0.559896
1975-12-05,0.539063
1975-12-08,0.549479
1975-12-09,0.539063
1975-12-10,0.549479
1975-12-11,0.539063
1975-12-12,0.539063
1975-12-15,0.539063
1975-12-16,0.549479
1975-12-17,0.549479
1975-12-18,0.549479
1975-12-19,0.549479
1975-12-22,0.539063
1975-12-23,0.539063
1975-12-24,0.549479
1975-12-26,0.570313
1975-12-29,0.570313
1975-12-30,0.570313
1975-12-31,0.580729
1976-01-02,0.591146
1976-01-05,0.598958
1976-01-06,0.598958
1976-01-07,0.591146
1976-01-08,0.591146
1976-01-09,0.591146
1976-01-12,0.598958
1976-01-13,0.580729
1976-01-14,0.591146
1976-01-15,0.591146
1976-01-16,0.570313
1976-01-19,0.570313
1976-01-20,0.559896
1976-01-21,0.549479
1976-01-22,0.549479
1976-01-23,0.591146
1976-01-26,0.609375
1976-01-27,0.598958
1976-01-28,0.598958
1976-01-29,0.609375
1976-01-30,0.619792
1976-02-02,0.619792
1976-02-03,0.619792
1976-02-04,0.630208
1976-02-05,0.619792
1976-02-06,0.598958
1976-02-09,0.598958
1976-02-10,0.609375
1976-02-11,0.609375
1976-02-12,0.598958
1976-02-13,0.598958
1976-02-17,0.598958
1976-02-18,0.598958
1976-02-19,0.598958
1976-02-20,0.598958
1976-02-23,0.580729
1976-02-24,0.570313
1976-02-25,0.570313
1976-02-26,0.549479
1976-02-27,0.559896
1976-03-01,0.559896
1976-03-02,0.570313
1976-03-03,0.570313
1976-03-04,0.549479
1976-03-05,0.559896
1976-03-08,0.559896
1976-03-09,0.549479
1976-03-10,0.559896
1976-03-11,0.559896
1976-03-12,0.559896
1976-03-15,0.559896
1976-03-16,0.570313
1976-03-17,0.580729
1976-03-18,0.570313
1976-03-19,0.570313
1976-03-22,0.580729
1976-03-23,0.598958
1976-03-24,0.630208
1976-03-25,0.609375
1976-03-26,0.619792
1976-03-29,0.630208
1976-03-30,0.630208
1976-03-31,0.619792
1976-04-01,0.619792
1976-04-02,0.630208
1976-04-05,0.609375
1976-04-06,0.591146
1976-04-07,0.598958
1976-04-08,0.591146
1976-04-09,0.580729
1976-04-12,0.591146
1976-04-13,0.580729
1976-04-14,0.580729
1976-04-15,0.580729
1976-04-19,0.570313
1976-04-20,0.580729
1976-04-21,0.619792
1976-04-22,0.609375
1976-04-23,0.591146
1976-04-26,0.580729
1976-04-27,0.580729
1976-04-28,0.591146
1976-04-29,0.580729
1976-04-30,0.570313
1976-05-03,0.570313
1976-05-04,0.580729
1976-05-05,0.591146
1976-05-06,0.591146
1976-05-07,0.598958
1976-05-10,0.619792
1976-05-11,0.609375
1976-05-12,0.598958
1976-05-13,0.598958
1976-05-14,0.598958
1976-05-17,0.591146
1976-05-18,0.591146
1976-05-19,0.591146
1976-05-20,0.580729
1976-05-21,0.580729
1976-05-24,0.580729
1976-05-25,0.580729
1976-05-26,0.580729
1976-05-27,0.591146
1976-05-28,0.580729
1976-06-01,0.570313
1976-06-02,0.559896
1976-06-03,0.549479
1976-06-04,0.549479
1976-06-07,0.539063
1976-06-08,0.53125
1976-06-09,0.539063
1976-06-10,0.549479
1976-06-11,0.559896
1976-06-14,0.570313
1976-06-15,0.570313
1976-06-16,0.570313
1976-06-17,0.591146
1976-06-18,0.609375
1976-06-21,0.609375
1976-06-22,0.598958
1976-06-23,0.598958
1976-06-24,0.598958
1976-06-25,0.580729
1976-06-28,0.580729
1976-06-29,0.591146
1976-06-30,0.609375
1976-07-01,0.591146
1976-07-02,0.598958
1976-07-06,0.591146
1976-07-07,0.591146
1976-07-08,0.591146
1976-07-09,0.609375
1976-07-12,0.609375
1976-07-13,0.609375
1976-07-14,0.609375
1976-07-15,0.609375
1976-07-16,0.609375
1976-07-19,0.609375
1976-07-20,0.598958
1976-07-21,0.609375
1976-07-22,0.598958
1976-07-23,0.598958
1976-07-26,0.598958
1976-07-27,0.609375
1976-07-28,0.598958
1976-07-29,0.598958
1976-07-30,0.598958
1976-08-02,0.591146
1976-08-03,0.591146
1976-08-04,0.580729
1976-08-05,0.580729
1976-08-06,0.580729
1976-08-09,0.580729
1976-08-10,0.580729
1976-08-11,0.580729
1976-08-12,0.591146
1976-08-13,0.580729
1976-08-16,0.580729
1976-08-17,0.591146
1976-08-18,0.591146
1976-08-19,0.580729
1976-08-20,0.580729
1976-08-23,0.570313
1976-08-24,0.570313
1976-08-25,0.570313
1976-08-26,0.580729
1976-08-27,0.580729
1976-08-30,0.580729
1976-08-31,0.591146
1976-09-01,0.591146
1976-09-02,0.591146
1976-09-03,0.591146
1976-09-07,0.591146
1976-09-08,0.591146
1976-09-09,0.591146
1976-09-10,0.591146
1976-09-13,0.598958
1976-09-14,0.591146
1976-09-15,0.591146
1976-09-16,0.591146
1976-09-17,0.598958
1976-09-20,0.609375
1976-09-21,0.630208
1976-09-22,0.619792
1976-09-23,0.630208
1976-09-24,0.630208
1976-09-27,0.651042
1976-09-28,0.630208
1976-09-29,0.609375
1976-09-30,0.630208
1976-10-01,0.619792
1976-10-04,0.630208
1976-10-05,0.619792
1976-10-06,0.619792
1976-10-07,0.630208
1976-10-08,0.619792
1976-10-11,0.598958
1976-10-12,0.591146
1976-10-13,0.598958
1976-10-14,0.598958
1976-10-15,0.598958
1976-10-18,0.598958
1976-10-19,0.591146
1976-10-20,0.591146
1976-10-21,0.591146
1976-10-22,0.580729
1976-10-25,0.580729
1976-10-26,0.598958
1976-10-27,0.609375
1976-10-28,0.609375
1976-10-29,0.619792
1976-11-01,0.619792
1976-11-03,0.609375
1976-11-04,0.609375
1976-11-05,0.591146
1976-11-08,0.580729
1976-11-09,0.559896
1976-11-10,0.559896
1976-11-11,0.559896
1976-11-12,0.549479
1976-11-15,0.539063
1976-11-16,0.539063
1976-11-17,0.539063
1976-11-18,0.559896
1976-11-19,0.570313
1976-11-22,0.580729
1976-11-23,0.570313
1976-11-24,0.570313
1976-11-26,0.559896
1976-11-29,0.549479
1976-11-30,0.549479
1976-12-01,0.539063
1976-12-02,0.53125
1976-12-03,0.539063
1976-12-06,0.570313
1976-12-07,0.559896
1976-12-08,0.559896
1976-12-09,0.580729
1976-12-10,0.591146
1976-12-13,0.580729
1976-12-14,0.591146
1976-12-15,0.580729
1976-12-16,0.591146
1976-12-17,0.580729
1976-12-20,0.570313
1976-12-21,0.570313
1976-12-22,0.559896
1976-12-23,0.570313
1976-12-27,0.580729
1976-12-28,0.591146
1976-12-29,0.591146
1976-12-30,0.598958
1976-12-31,0.609375
1977-01-03,0.598958
1977-01-04,0.591146
1977-01-05,0.580729
1977-01-06,0.591146
1977-01-07,0.591146
1977-01-10,0.591146
