Date,CR
1980-03-17,3.4019209999999998
1980-03-18,3.3360769999999995
1980-03-19,3.358025
1980-03-20,3.379972
1980-03-21,3.445816
1980-03-24,3.390946
1980-03-25,3.3360769999999995
1980-03-26,3.358025
1980-03-27,3.2482849999999996
1980-03-28,3.2482849999999996
1980-03-31,3.20439
1980-04-01,3.2482849999999996
1980-04-02,3.2482849999999996
1980-04-03,3.2482849999999996
1980-04-07,3.20439
1980-04-08,3.215364
1980-04-09,3.237311
1980-04-10,3.3360769999999995
1980-04-11,3.292181
1980-04-14,3.292181
1980-04-15,3.270233
1980-04-16,3.2812069999999998
1980-04-17,3.2482849999999996
1980-04-18,3.2482849999999996
1980-04-21,3.1275720000000002
1980-04-22,3.226337
1980-04-23,3.237311
1980-04-24,3.270233
1980-04-25,3.2482849999999996
1980-04-28,3.2482849999999996
1980-04-29,3.2482849999999996
1980-04-30,3.160494
1980-05-01,3.171468
1980-05-02,3.171468
1980-05-05,3.193416
1980-05-06,3.193416
1980-05-07,3.160494
1980-05-08,3.182442
1980-05-09,3.171468
1980-05-12,3.050755
1980-05-13,2.995885
1980-05-14,3.061728
1980-05-15,3.072702
1980-05-16,3.072702
1980-05-19,3.14952
1980-05-20,3.1275720000000002
1980-05-21,3.072702
1980-05-22,3.0836759999999996
1980-05-23,3.1165979999999998
1980-05-27,3.182442
1980-05-28,3.1165979999999998
1980-05-29,3.105624
1980-05-30,3.09465
1980-06-02,3.0836759999999996
1980-06-03,3.072702
1980-06-04,3.160494
1980-06-05,3.160494
1980-06-06,3.160494
1980-06-09,3.193416
1980-06-10,3.138546
1980-06-11,3.1165979999999998
1980-06-12,3.0836759999999996
1980-06-13,3.017833
1980-06-16,2.973937
1980-06-17,2.7873799999999997
1980-06-18,2.776406
1980-06-19,2.7873799999999997
1980-06-20,2.809328
1980-06-23,2.776406
1980-06-24,2.7873799999999997
1980-06-25,2.765432
1980-06-26,2.765432
1980-06-27,2.721536
1980-06-30,2.677641
1980-07-01,2.699589
1980-07-02,2.7983540000000002
1980-07-03,2.973937
1980-07-07,3.028807
1980-07-08,3.039781
1980-07-09,3.028807
1980-07-10,2.984911
1980-07-11,2.984911
1980-07-14,3.1165979999999998
1980-07-15,3.1275720000000002
1980-07-16,3.072702
1980-07-17,3.1165979999999998
1980-07-18,3.20439
1980-07-21,3.160494
1980-07-22,3.160494
1980-07-23,3.160494
1980-07-24,3.138546
1980-07-25,3.0836759999999996
1980-07-28,3.160494
1980-07-29,3.138546
1980-07-30,3.138546
1980-07-31,3.1165979999999998
1980-08-01,3.182442
1980-08-04,3.215364
1980-08-05,3.2812069999999998
1980-08-06,3.259259
1980-08-07,3.379972
1980-08-08,3.347051
1980-08-11,3.379972
1980-08-12,3.3360769999999995
1980-08-13,3.292181
1980-08-14,3.3689989999999996
1980-08-15,3.4897120000000004
1980-08-18,3.423868
1980-08-19,3.3360769999999995
1980-08-20,3.3360769999999995
1980-08-21,3.3689989999999996
1980-08-22,3.3689989999999996
1980-08-25,3.3360769999999995
1980-08-26,3.325103
1980-08-27,3.292181
1980-08-28,3.292181
1980-08-29,3.2482849999999996
1980-09-02,3.237311
1980-09-03,3.3031550000000003
1980-09-04,3.3031550000000003
1980-09-05,3.314129
1980-09-08,3.270233
1980-09-09,3.20439
1980-09-10,3.2482849999999996
1980-09-11,3.2812069999999998
1980-09-12,3.259259
1980-09-15,3.2482849999999996
1980-09-16,3.259259
1980-09-17,3.314129
1980-09-18,3.3360769999999995
1980-09-19,3.3360769999999995
1980-09-22,3.325103
1980-09-23,3.314129
1980-09-24,3.292181
1980-09-25,3.2812069999999998
1980-09-26,3.20439
1980-09-29,3.171468
1980-09-30,3.105624
1980-10-01,3.1165979999999998
1980-10-02,3.0836759999999996
1980-10-03,3.2482849999999996
1980-10-06,3.423868
1980-10-07,3.423868
1980-10-08,3.467764
1980-10-09,3.423868
1980-10-10,3.379972
1980-10-13,3.3031550000000003
1980-10-14,3.314129
1980-10-15,3.3031550000000003
1980-10-16,3.423868
1980-10-17,3.423868
1980-10-20,3.4019209999999998
1980-10-21,3.3360769999999995
1980-10-22,3.3360769999999995
1980-10-23,3.325103
1980-10-24,3.379972
1980-10-27,3.379972
1980-10-28,3.4897120000000004
1980-10-29,3.6762690000000005
1980-10-30,3.610425
1980-10-31,3.654321
1980-11-03,3.6762690000000005
1980-11-05,3.753086
1980-11-06,3.742112
1980-11-07,3.775034
1980-11-10,3.829904
1980-11-11,3.7860080000000003
1980-11-12,3.917696
1980-11-13,4.016461
1980-11-14,3.928669
1980-11-17,3.9396430000000002
1980-11-18,4.038409
1980-11-19,4.137174
1980-11-20,4.159122
1980-11-21,4.038409
1980-11-24,3.9945129999999995
1980-11-25,4.038409
1980-11-26,4.060357
1980-11-28,4.038409
1980-12-01,4.038409
1980-12-02,4.038409
1980-12-03,4.104252
1980-12-04,4.049383
1980-12-05,4.016461
1980-12-08,3.8847739999999997
1980-12-09,3.862826
1980-12-10,3.862826
1980-12-11,3.8189300000000004
1980-12-12,3.862826
1980-12-15,3.862826
1980-12-16,3.8738
1980-12-17,3.8738
1980-12-18,3.8847739999999997
1980-12-19,3.9725650000000003
1980-12-22,3.950617
1980-12-23,3.9615910000000003
1980-12-24,3.950617
1980-12-26,3.950617
1980-12-29,3.950617
1980-12-30,3.9725650000000003
1980-12-31,3.928669
1981-01-02,3.9067220000000002
1981-01-05,3.950617
1981-01-06,3.9396430000000002
1981-01-07,3.796982
1981-01-08,3.775034
1981-01-09,3.796982
1981-01-12,3.840878
1981-01-13,3.862826
1981-01-14,3.862826
1981-01-15,3.862826
1981-01-16,3.8518519999999996
1981-01-19,3.862826
1981-01-20,3.796982
1981-01-21,3.687243
1981-01-22,3.687243
1981-01-23,3.687243
1981-01-26,3.687243
1981-01-27,3.687243
1981-01-28,3.6652949999999995
1981-01-29,3.577503
1981-01-30,3.533608
1981-02-02,3.4897120000000004
1981-02-03,3.5555559999999997
1981-02-04,3.654321
1981-02-05,3.687243
1981-02-06,3.687243
1981-02-09,3.687243
1981-02-10,3.6433470000000003
1981-02-11,3.599451
1981-02-12,3.599451
1981-02-13,3.577503
1981-02-17,3.533608
1981-02-18,3.577503
1981-02-19,3.5555559999999997
1981-02-20,3.4897120000000004
1981-02-23,3.467764
1981-02-24,3.423868
1981-02-25,3.379972
1981-02-26,3.4019209999999998
1981-02-27,3.4567900000000003
1981-03-02,3.445816
1981-03-03,3.467764
1981-03-04,3.478738
1981-03-05,3.51166
1981-03-06,3.621399
1981-03-09,3.6982169999999996
1981-03-10,3.7311379999999996
1981-03-11,3.7091910000000006
1981-03-12,3.720165
1981-03-13,3.8189300000000004
1981-03-16,3.829904
1981-03-17,3.9067220000000002
1981-03-18,3.840878
1981-03-19,3.8518519999999996
1981-03-20,3.840878
1981-03-23,3.796982
1981-03-24,3.775034
1981-03-25,3.840878
1981-03-26,3.862826
1981-03-27,3.862826
1981-03-30,3.950617
1981-03-31,3.9945129999999995
1981-04-01,4.016461
1981-04-02,3.950617
1981-04-03,3.862826
1981-04-06,3.7091910000000006
1981-04-07,3.775034
1981-04-08,3.796982
1981-04-09,3.796982
1981-04-10,3.829904
1981-04-13,3.862826
1981-04-14,3.862826
1981-04-15,3.8189300000000004
1981-04-16,3.862826
1981-04-20,3.8847739999999997
1981-04-21,3.840878
1981-04-22,3.840878
1981-04-23,3.7860080000000003
1981-04-24,3.7311379999999996
1981-04-27,3.621399
1981-04-28,3.6323730000000003
1981-04-29,3.7091910000000006
1981-04-30,3.6433470000000003
1981-05-01,3.599451
1981-05-04,3.577503
1981-05-05,3.51166
1981-05-06,3.533608
1981-05-07,3.544582
1981-05-08,3.544582
1981-05-11,3.544582
1981-05-12,3.467764
1981-05-13,3.4897120000000004
1981-05-14,3.467764
1981-05-15,3.5555559999999997
1981-05-18,3.5555559999999997
1981-05-19,3.544582
1981-05-20,3.5555559999999997
1981-05-21,3.577503
