Date,HRI
2006-11-16,47.16
2006-11-17,46.98
2006-11-20,48.299999
2006-11-21,46.830002
2006-11-22,46.23
2006-11-24,45.720001
2006-11-27,44.25
2006-11-28,45.0
2006-11-29,45.509997999999996
2006-11-30,48.0
2006-12-01,47.73
2006-12-04,46.98
2006-12-05,46.860001000000004
2006-12-06,46.68
2006-12-07,46.799999
2006-12-08,47.790001000000004
2006-12-11,48.389998999999996
2006-12-12,48.450001
2006-12-13,48.18
2006-12-14,48.900002
2006-12-15,50.369999
2006-12-18,50.459998999999996
2006-12-19,48.990002000000004
2006-12-20,50.549999
2006-12-21,51.93
2006-12-22,51.150002
2006-12-26,50.639998999999996
2006-12-27,51.0
2006-12-28,51.0
2006-12-29,52.169998
2007-01-03,51.84
2007-01-04,51.75
2007-01-05,52.32
2007-01-08,51.959998999999996
2007-01-09,51.029999
2007-01-10,51.240002000000004
2007-01-11,50.07
2007-01-12,51.330002
2007-01-16,51.779999
2007-01-17,52.080002
2007-01-18,52.139998999999996
2007-01-19,51.959998999999996
2007-01-22,54.57
2007-01-23,56.310001
2007-01-24,57.990002000000004
2007-01-25,57.27
2007-01-26,56.669998
2007-01-29,56.759997999999996
2007-01-30,56.310001
2007-01-31,55.860001000000004
2007-02-01,56.849998
2007-02-02,56.700001
2007-02-05,58.290001000000004
2007-02-06,59.130001
2007-02-07,59.880001
2007-02-08,61.139998999999996
2007-02-09,62.099998
2007-02-12,60.900002
2007-02-13,61.080002
2007-02-14,63.66
2007-02-15,64.860001
2007-02-16,65.699997
2007-02-20,66.75
2007-02-21,65.220001
2007-02-22,65.099998
2007-02-23,64.68
2007-02-26,64.08000200000001
2007-02-27,63.779999
2007-02-28,63.779999
2007-03-01,61.439999
2007-03-02,63.330002
2007-03-05,63.0
2007-03-06,63.689999
2007-03-07,62.73
2007-03-08,63.0
2007-03-09,62.700001
2007-03-12,63.360001000000004
2007-03-13,63.93
2007-03-14,66.33000200000001
2007-03-15,65.66999799999999
2007-03-16,66.089996
2007-03-19,65.339996
2007-03-20,65.279999
2007-03-21,67.410004
2007-03-22,68.58000200000001
2007-03-23,68.339996
2007-03-26,68.339996
2007-03-27,70.050003
2007-03-28,70.230003
2007-03-29,69.809998
2007-03-30,71.099998
2007-04-02,70.260002
2007-04-03,72.449997
2007-04-04,71.160004
2007-04-05,71.940002
2007-04-09,72.510002
2007-04-10,72.57
2007-04-11,71.519997
2007-04-12,71.190002
2007-04-13,71.220001
2007-04-16,71.099998
2007-04-17,70.16999799999999
2007-04-18,69.18
2007-04-19,68.099998
2007-04-20,69.660004
2007-04-23,70.379997
2007-04-24,69.239998
2007-04-25,69.779999
2007-04-26,66.389999
2007-04-27,63.299999
2007-04-30,59.700001
2007-05-01,60.990002000000004
2007-05-02,64.440002
2007-05-03,65.07
2007-05-04,65.400002
2007-05-07,64.139999
2007-05-08,64.470001
2007-05-09,64.16999799999999
2007-05-10,62.009997999999996
2007-05-11,61.529999
2007-05-14,62.25
2007-05-15,63.389998999999996
2007-05-16,65.400002
2007-05-17,65.910004
2007-05-18,63.75
2007-05-21,62.939999
2007-05-22,62.91
2007-05-23,62.25
2007-05-24,62.07
2007-05-25,63.779999
2007-05-29,65.550003
2007-05-30,65.849998
2007-05-31,63.540001000000004
2007-06-01,67.470001
2007-06-04,69.150002
2007-06-05,71.58000200000001
2007-06-06,69.989998
2007-06-07,68.400002
2007-06-08,69.059998
2007-06-11,67.739998
2007-06-12,67.349998
2007-06-13,73.110001
2007-06-14,72.959999
2007-06-15,72.449997
2007-06-18,75.089996
2007-06-19,75.389999
2007-06-20,76.559998
2007-06-21,76.860001
2007-06-22,76.620003
2007-06-25,75.029999
2007-06-26,76.32
2007-06-27,77.459999
2007-06-28,80.339996
2007-06-29,79.709999
2007-07-02,79.139999
2007-07-03,79.769997
2007-07-05,79.889999
2007-07-06,80.160004
2007-07-09,80.010002
2007-07-10,78.779999
2007-07-11,76.800003
2007-07-12,76.68
2007-07-13,75.870003
2007-07-16,76.379997
2007-07-17,75.839996
2007-07-18,75.029999
2007-07-19,74.82
2007-07-20,73.349998
2007-07-23,73.110001
2007-07-24,72.93
2007-07-25,71.43
2007-07-26,69.57
2007-07-27,68.639999
2007-07-30,66.360001
2007-07-31,67.16999799999999
2007-08-01,65.550003
2007-08-02,65.66999799999999
2007-08-03,64.5
2007-08-06,66.57
2007-08-07,66.0
2007-08-08,70.800003
2007-08-09,67.16999799999999
2007-08-10,66.57
2007-08-13,69.300003
2007-08-14,68.58000200000001
2007-08-15,65.82
2007-08-16,64.290001
2007-08-17,63.599998
2007-08-20,65.07
2007-08-21,65.370003
2007-08-22,66.779999
2007-08-23,66.900002
2007-08-24,67.08000200000001
