Date,CNPAF
2010-04-05,94.120003
2010-04-06,94.120003
2010-04-07,94.120003
2010-04-08,94.120003
2010-04-09,94.120003
2010-04-12,94.120003
2010-04-13,94.120003
2010-04-14,94.120003
2010-04-15,94.120003
2010-04-16,94.120003
2010-04-19,94.120003
2010-04-20,90.959999
2010-04-21,90.959999
2010-04-22,90.959999
2010-04-23,90.959999
2010-04-26,90.959999
2010-04-27,90.959999
2010-04-28,90.959999
2010-04-29,90.959999
2010-04-30,90.959999
2010-05-03,90.959999
2010-05-04,90.959999
2010-05-05,90.959999
2010-05-06,90.959999
2010-05-07,90.959999
2010-05-10,90.959999
2010-05-11,90.959999
2010-05-12,90.959999
2010-05-13,90.959999
2010-05-14,90.959999
2010-05-17,90.959999
2010-05-18,77.849998
2010-05-19,77.849998
2010-05-20,77.849998
2010-05-21,77.849998
2010-05-24,77.849998
2010-05-25,77.849998
2010-05-26,77.849998
2010-05-27,77.849998
2010-05-28,77.849998
2010-06-01,77.849998
2010-06-02,77.849998
2010-06-03,77.849998
2010-06-04,77.849998
2010-06-07,77.849998
2010-06-08,77.849998
2010-06-09,77.849998
2010-06-10,77.849998
2010-06-11,77.849998
2010-06-14,77.849998
2010-06-15,77.849998
2010-06-16,77.849998
2010-06-17,77.849998
2010-06-18,77.849998
2010-06-21,77.849998
2010-06-22,77.849998
2010-06-23,77.849998
2010-06-24,77.849998
2010-06-25,77.849998
2010-06-28,77.849998
2010-06-29,77.849998
2010-06-30,77.849998
2010-07-01,77.849998
2010-07-02,77.849998
2010-07-06,77.849998
2010-07-07,77.849998
2010-07-08,77.849998
2010-07-09,77.849998
2010-07-12,77.849998
2010-07-13,77.849998
2010-07-14,77.849998
2010-07-15,77.849998
2010-07-16,77.849998
2010-07-19,77.849998
2010-07-20,77.849998
2010-07-21,77.849998
2010-07-22,77.849998
2010-07-23,77.849998
2010-07-26,77.849998
2010-07-27,77.849998
2010-07-28,77.849998
2010-07-29,77.849998
2010-07-30,77.849998
2010-08-02,77.849998
2010-08-03,77.849998
2010-08-04,77.849998
2010-08-05,77.849998
2010-08-06,77.849998
2010-08-09,77.849998
2010-08-10,77.849998
2010-08-11,77.849998
2010-08-12,77.849998
2010-08-13,77.849998
2010-08-16,77.849998
2010-08-17,77.849998
2010-08-18,77.849998
2010-08-19,77.849998
2010-08-20,77.849998
2010-08-23,77.849998
2010-08-24,77.849998
2010-08-25,77.849998
2010-08-26,77.849998
2010-08-27,77.849998
2010-08-30,77.849998
2010-08-31,77.849998
2010-09-01,77.849998
2010-09-02,77.849998
2010-09-03,77.849998
2010-09-07,77.849998
2010-09-08,77.849998
2010-09-09,77.849998
2010-09-10,77.849998
2010-09-13,77.849998
2010-09-14,77.849998
2010-09-15,77.849998
2010-09-16,77.849998
2010-09-17,77.849998
2010-09-20,77.849998
2010-09-21,77.849998
2010-09-22,77.849998
2010-09-23,77.849998
2010-09-24,77.849998
2010-09-27,77.849998
2010-09-28,77.849998
2010-09-29,77.849998
2010-09-30,77.849998
2010-10-01,77.849998
2010-10-04,77.849998
2010-10-05,77.849998
2010-10-06,77.849998
2010-10-07,77.849998
2010-10-08,77.849998
2010-10-11,77.849998
2010-10-12,77.849998
2010-10-13,77.849998
2010-10-14,77.849998
2010-10-15,77.849998
2010-10-18,77.849998
2010-10-19,77.849998
2010-10-20,77.849998
2010-10-21,77.849998
2010-10-22,77.849998
2010-10-25,77.849998
2010-10-26,19.1
2010-10-27,19.1
2010-10-28,19.1
2010-10-29,19.1
2010-11-01,19.1
2010-11-02,19.1
2010-11-03,19.1
2010-11-04,19.1
2010-11-05,19.1
2010-11-08,19.1
2010-11-09,19.1
2010-11-10,19.1
2010-11-11,19.1
2010-11-12,19.1
2010-11-15,19.1
2010-11-16,19.1
2010-11-17,19.1
2010-11-18,19.1
2010-11-19,19.1
2010-11-22,19.1
2010-11-23,19.1
2010-11-24,19.1
2010-11-26,19.1
2010-11-29,19.1
2010-11-30,19.1
2010-12-01,19.1
2010-12-02,19.1
2010-12-03,19.1
2010-12-06,19.1
2010-12-07,19.1
2010-12-08,19.1
2010-12-09,19.1
2010-12-10,19.1
2010-12-13,19.1
2010-12-14,19.1
2010-12-15,18.75
2010-12-16,18.75
2010-12-17,18.299999
2010-12-20,18.299999
2010-12-21,18.299999
2010-12-22,18.450001
2010-12-23,18.450001
2010-12-27,18.450001
2010-12-28,18.450001
2010-12-29,18.450001
2010-12-30,18.450001
2010-12-31,18.450001
2011-01-03,18.450001
2011-01-04,18.450001
2011-01-05,18.450001
2011-01-06,19.299999
2011-01-07,19.299999
2011-01-10,19.299999
2011-01-11,19.299999
2011-01-12,19.299999
2011-01-13,19.299999
2011-01-14,19.299999
2011-01-18,19.299999
2011-01-19,19.299999
2011-01-20,21.9
2011-01-21,21.9
2011-01-24,21.9
2011-01-25,22.049999
2011-01-26,22.049999
2011-01-27,22.049999
2011-01-28,22.049999
2011-01-31,22.049999
2011-02-01,22.049999
2011-02-02,22.950001
2011-02-03,22.950001
2011-02-04,22.950001
2011-02-07,22.950001
2011-02-08,22.950001
2011-02-09,22.950001
2011-02-10,22.950001
2011-02-11,22.950001
2011-02-14,22.200001
2011-02-15,22.200001
2011-02-16,22.200001
2011-02-17,22.200001
2011-02-18,22.200001
2011-02-22,22.200001
2011-02-23,22.200001
2011-02-24,22.200001
2011-02-25,22.200001
2011-02-28,22.200001
2011-03-01,22.200001
2011-03-02,22.200001
2011-03-03,22.200001
2011-03-04,22.200001
2011-03-07,22.200001
2011-03-08,22.200001
2011-03-09,22.200001
2011-03-10,22.200001
2011-03-11,22.200001
2011-03-14,22.200001
2011-03-15,22.200001
2011-03-16,22.200001
2011-03-17,22.200001
2011-03-18,22.200001
2011-03-21,22.200001
2011-03-22,22.200001
2011-03-23,22.200001
2011-03-24,22.200001
2011-03-25,22.200001
2011-03-28,22.200001
2011-03-29,22.200001
2011-03-30,22.200001
2011-03-31,22.200001
2011-04-01,22.200001
2011-04-04,22.1
2011-04-05,22.1
2011-04-06,22.1
2011-04-07,22.1
2011-04-08,22.1
2011-04-11,22.1
2011-04-12,22.1
2011-04-13,22.1
2011-04-14,22.1
2011-04-15,22.1
2011-04-18,22.1
2011-04-19,22.1
2011-04-20,22.1
2011-04-21,22.1
2011-04-25,22.1
2011-04-26,22.1
2011-04-27,22.1
2011-04-28,22.1
2011-04-29,22.1
2011-05-02,22.1
2011-05-03,22.1
2011-05-04,22.1
2011-05-05,22.1
2011-05-06,22.1
2011-05-09,22.1
2011-05-10,22.1
2011-05-11,22.1
