Date,FELE
1981-08-07,2.6875
1981-08-10,2.6875
1981-08-11,2.625
1981-08-12,2.65625
1981-08-13,2.6875
1981-08-14,2.6875
1981-08-17,2.6875
1981-08-18,2.65625
1981-08-19,2.625
1981-08-20,2.59375
1981-08-21,2.59375
1981-08-24,2.5
1981-08-25,2.40625
1981-08-26,2.40625
1981-08-27,2.40625
1981-08-28,2.375
1981-08-31,2.375
1981-09-01,2.34375
1981-09-02,2.34375
1981-09-03,2.3125
1981-09-04,2.3125
1981-09-08,2.3125
1981-09-09,2.3125
1981-09-10,2.3125
1981-09-11,2.34375
1981-09-14,2.375
1981-09-15,2.375
1981-09-16,2.375
1981-09-17,2.25
1981-09-18,2.1875
1981-09-21,2.125
1981-09-22,2.09375
1981-09-23,2.03125
1981-09-24,2.03125
1981-09-25,1.96875
1981-09-28,1.9375
1981-09-29,1.9375
1981-09-30,2.03125
1981-10-01,2.03125
1981-10-02,2.03125
1981-10-05,2.0625
1981-10-06,2.0
1981-10-07,2.0625
1981-10-08,2.09375
1981-10-09,2.09375
1981-10-12,2.09375
1981-10-13,2.09375
1981-10-14,2.09375
1981-10-15,2.03125
1981-10-16,1.96875
1981-10-19,1.90625
1981-10-20,1.90625
1981-10-21,1.90625
1981-10-22,1.90625
1981-10-23,1.9375
1981-10-26,1.9375
1981-10-27,1.9375
1981-10-28,1.96875
1981-10-29,1.96875
1981-10-30,2.0
1981-11-02,2.03125
1981-11-03,2.0625
1981-11-04,2.21875
1981-11-05,2.21875
1981-11-06,2.21875
1981-11-09,2.21875
1981-11-10,2.25
1981-11-11,2.25
1981-11-12,2.21875
1981-11-13,2.1875
1981-11-16,2.1875
1981-11-17,2.1875
1981-11-18,2.125
1981-11-19,2.0625
1981-11-20,2.0625
1981-11-23,2.0
1981-11-24,2.03125
1981-11-25,2.0625
1981-11-27,2.0625
1981-11-30,2.0625
1981-12-01,2.0625
1981-12-02,2.0625
1981-12-03,2.0625
1981-12-04,2.0625
1981-12-07,2.0625
1981-12-08,2.0625
1981-12-09,2.0625
1981-12-10,2.0625
1981-12-11,2.0625
1981-12-14,2.0625
1981-12-15,2.0625
1981-12-16,2.0
1981-12-17,2.03125
1981-12-18,2.03125
1981-12-21,2.03125
1981-12-22,2.0625
1981-12-23,2.09375
1981-12-24,2.09375
1981-12-28,2.09375
1981-12-29,2.09375
1981-12-30,2.28125
1981-12-31,2.28125
1982-01-04,2.375
1982-01-05,2.28125
1982-01-06,2.28125
1982-01-07,2.28125
1982-01-08,2.28125
1982-01-11,2.1875
1982-01-12,2.15625
1982-01-13,2.15625
1982-01-14,2.15625
1982-01-15,2.15625
1982-01-18,2.15625
1982-01-19,2.15625
1982-01-20,2.15625
1982-01-21,2.15625
1982-01-22,2.15625
1982-01-25,2.15625
1982-01-26,2.15625
1982-01-27,2.15625
1982-01-28,2.15625
1982-01-29,2.15625
1982-02-01,2.15625
1982-02-02,2.15625
1982-02-03,2.125
1982-02-04,2.0625
1982-02-05,2.0625
1982-02-08,2.0625
1982-02-09,2.0
1982-02-10,1.90625
1982-02-11,1.96875
1982-02-12,1.9375
1982-02-16,1.9375
1982-02-17,1.9375
1982-02-18,1.9375
1982-02-19,1.9375
1982-02-22,1.90625
1982-02-23,1.90625
1982-02-24,1.875
1982-02-25,1.9375
1982-02-26,1.96875
1982-03-01,1.96875
1982-03-02,1.96875
1982-03-03,1.96875
1982-03-04,1.96875
1982-03-05,1.9375
1982-03-08,1.9375
1982-03-09,1.9375
1982-03-10,1.9375
1982-03-11,1.90625
1982-03-12,1.90625
1982-03-15,1.90625
1982-03-16,1.90625
1982-03-17,1.875
1982-03-18,1.875
1982-03-19,1.90625
1982-03-22,1.90625
1982-03-23,1.90625
1982-03-24,1.8125
1982-03-25,1.8125
1982-03-26,1.8125
1982-03-29,1.8125
1982-03-30,1.8125
1982-03-31,1.8125
1982-04-01,1.8125
1982-04-02,1.8125
1982-04-05,1.8125
1982-04-06,1.8125
1982-04-07,1.8125
1982-04-08,1.8125
1982-04-12,1.8125
1982-04-13,1.8125
1982-04-14,1.8125
1982-04-15,1.8125
1982-04-16,1.75
1982-04-19,1.75
1982-04-20,1.75
1982-04-21,1.75
1982-04-22,1.75
1982-04-23,1.78125
1982-04-26,1.78125
1982-04-27,1.78125
1982-04-28,1.78125
1982-04-29,1.78125
1982-04-30,1.78125
1982-05-03,1.78125
1982-05-04,1.78125
1982-05-05,1.78125
1982-05-06,1.78125
1982-05-07,1.78125
1982-05-10,1.78125
1982-05-11,1.78125
1982-05-12,1.78125
1982-05-13,1.78125
1982-05-14,1.78125
1982-05-17,1.78125
1982-05-18,1.78125
1982-05-19,1.75
1982-05-20,1.75
1982-05-21,1.75
1982-05-24,1.75
1982-05-25,1.75
1982-05-26,1.75
1982-05-27,1.75
1982-05-28,1.71875
1982-06-01,1.71875
1982-06-02,1.71875
1982-06-03,1.6875
1982-06-04,1.65625
1982-06-07,1.6875
1982-06-08,1.6875
1982-06-09,1.625
1982-06-10,1.625
1982-06-11,1.625
1982-06-14,1.625
1982-06-15,1.625
1982-06-16,1.625
1982-06-17,1.625
1982-06-18,1.625
1982-06-21,1.625
1982-06-22,1.625
1982-06-23,1.625
1982-06-24,1.625
1982-06-25,1.625
1982-06-28,1.625
1982-06-29,1.625
1982-06-30,1.625
1982-07-01,1.625
1982-07-02,1.59375
1982-07-06,1.59375
1982-07-07,1.59375
1982-07-08,1.59375
1982-07-09,1.59375
1982-07-12,1.59375
1982-07-13,1.59375
1982-07-14,1.625
1982-07-15,1.65625
1982-07-16,1.6875
1982-07-19,1.6875
1982-07-20,1.78125
1982-07-21,1.8125
1982-07-22,1.78125
1982-07-23,1.78125
1982-07-26,1.78125
1982-07-27,1.78125
1982-07-28,1.71875
1982-07-29,1.6875
1982-07-30,1.65625
1982-08-02,1.65625
1982-08-03,1.65625
1982-08-04,1.65625
1982-08-05,1.65625
1982-08-06,1.65625
1982-08-09,1.65625
1982-08-10,1.625
1982-08-11,1.625
1982-08-12,1.625
1982-08-13,1.625
1982-08-16,1.625
1982-08-17,1.625
1982-08-18,1.625
1982-08-19,1.65625
1982-08-20,1.6875
1982-08-23,1.71875
1982-08-24,1.71875
1982-08-25,1.75
1982-08-26,1.75
1982-08-27,1.75
1982-08-30,1.71875
1982-08-31,1.71875
1982-09-01,1.71875
1982-09-02,1.71875
1982-09-03,1.71875
1982-09-07,1.75
1982-09-08,1.75
1982-09-09,1.75
1982-09-10,1.75
1982-09-13,1.71875
1982-09-14,1.71875
1982-09-15,1.71875
1982-09-16,1.71875
1982-09-17,1.71875
1982-09-20,1.71875
1982-09-21,1.6875
1982-09-22,1.6875
1982-09-23,1.6875
1982-09-24,1.6875
1982-09-27,1.71875
1982-09-28,1.71875
1982-09-29,1.71875
1982-09-30,1.6875
1982-10-01,1.6875
1982-10-04,1.6875
1982-10-05,1.6875
1982-10-06,1.71875
1982-10-07,1.75
1982-10-08,1.75
1982-10-11,1.75
1982-10-12,1.75
1982-10-13,1.78125
1982-10-14,1.71875
1982-10-15,1.71875
1982-10-18,1.6875
1982-10-19,1.6875
1982-10-20,1.6875
1982-10-21,1.71875
1982-10-22,1.75
1982-10-25,1.75
1982-10-26,1.75
1982-10-27,1.75
1982-10-28,1.75
1982-10-29,1.71875
1982-11-01,1.71875
1982-11-02,1.75
1982-11-03,1.78125
1982-11-04,1.8125
1982-11-05,1.8125
1982-11-08,1.8125
1982-11-09,1.8125
1982-11-10,1.84375
1982-11-11,1.84375
1982-11-12,2.0
1982-11-15,2.0
1982-11-16,2.0
1982-11-17,2.03125
1982-11-18,2.03125
1982-11-19,2.09375
1982-11-22,2.125
1982-11-23,2.21875
1982-11-24,2.21875
1982-11-26,2.1875
1982-11-29,2.1875
1982-11-30,2.25
1982-12-01,2.25
1982-12-02,2.25
1982-12-03,2.25
1982-12-06,2.25
1982-12-07,2.21875
1982-12-08,2.1875
1982-12-09,2.09375
1982-12-10,2.09375
1982-12-13,2.09375
1982-12-14,2.09375
1982-12-15,2.0625
1982-12-16,1.96875
1982-12-17,1.96875
1982-12-20,1.96875
1982-12-21,1.96875
1982-12-22,2.0
1982-12-23,1.9375
1982-12-27,1.96875
1982-12-28,2.0
1982-12-29,2.03125
1982-12-30,2.09375
1982-12-31,2.1875
1983-01-03,2.15625
1983-01-04,2.15625
1983-01-05,2.1875
1983-01-06,2.1875
1983-01-07,2.1875
1983-01-10,2.21875
1983-01-11,2.21875
1983-01-12,2.21875
1983-01-13,2.1875
1983-01-14,2.15625
1983-01-17,2.15625
1983-01-18,2.125
1983-01-19,2.09375
1983-01-20,2.09375
1983-01-21,2.09375
1983-01-24,1.9375
1983-01-25,1.90625
1983-01-26,2.0
1983-01-27,2.03125
1983-01-28,2.03125
1983-01-31,2.0
1983-02-01,2.03125
1983-02-02,2.0
1983-02-03,2.0
1983-02-04,2.0
1983-02-07,2.0
1983-02-08,2.0
1983-02-09,2.0
1983-02-10,2.0
1983-02-11,2.0
1983-02-14,2.0
1983-02-15,2.03125
1983-02-16,2.03125
1983-02-17,2.03125
1983-02-18,2.03125
1983-02-22,2.03125
1983-02-23,2.03125
1983-02-24,2.03125
1983-02-25,2.046875
1983-02-28,2.046875
1983-03-01,2.078125
1983-03-02,2.125
1983-03-03,2.125
1983-03-04,2.125
1983-03-07,2.125
1983-03-08,2.125
1983-03-09,2.125
1983-03-10,2.09375
1983-03-11,2.09375
1983-03-14,2.09375
1983-03-15,2.09375
1983-03-16,2.09375
1983-03-17,2.09375
1983-03-18,2.21875
1983-03-21,2.28125
1983-03-22,2.25
1983-03-23,2.21875
1983-03-24,2.21875
1983-03-25,2.1875
1983-03-28,2.1875
1983-03-29,2.1875
1983-03-30,2.25
1983-03-31,2.21875
1983-04-04,2.21875
1983-04-05,2.1875
1983-04-06,2.15625
1983-04-07,2.15625
1983-04-08,2.15625
1983-04-11,2.15625
1983-04-12,2.15625
1983-04-13,2.125
1983-04-14,2.15625
1983-04-15,2.125
1983-04-18,2.125
1983-04-19,2.125
1983-04-20,2.125
1983-04-21,2.125
1983-04-22,2.125
1983-04-25,2.15625
1983-04-26,2.15625
1983-04-27,2.15625
1983-04-28,2.15625
1983-04-29,2.1875
1983-05-02,2.1875
1983-05-03,2.1875
1983-05-04,2.1875
1983-05-05,2.1875
1983-05-06,2.21875
1983-05-09,2.21875
1983-05-10,2.25
1983-05-11,2.25
1983-05-12,2.34375
1983-05-13,2.34375
1983-05-16,2.34375
1983-05-17,2.3125
1983-05-18,2.28125
1983-05-19,2.25
1983-05-20,2.25
1983-05-23,2.21875
1983-05-24,2.21875
1983-05-25,2.25
1983-05-26,2.25
1983-05-27,2.25
1983-05-31,2.25
1983-06-01,2.25
1983-06-02,2.25
1983-06-03,2.25
1983-06-06,2.21875
1983-06-07,2.21875
1983-06-08,2.21875
1983-06-09,2.21875
1983-06-10,2.21875
1983-06-13,2.21875
1983-06-14,2.25
1983-06-15,2.25
1983-06-16,2.25
1983-06-17,2.25
1983-06-20,2.3125
1983-06-21,2.3125
1983-06-22,2.3125
1983-06-23,2.375
1983-06-24,2.34375
1983-06-27,2.34375
1983-06-28,2.34375
1983-06-29,2.3125
1983-06-30,2.3125
1983-07-01,2.3125
1983-07-05,2.3125
1983-07-06,2.3125
1983-07-07,2.3125
1983-07-08,2.3125
1983-07-11,2.34375
1983-07-12,2.34375
1983-07-13,2.34375
1983-07-14,2.34375
1983-07-15,2.34375
1983-07-18,2.34375
1983-07-19,2.34375
1983-07-20,2.40625
1983-07-21,2.46875
1983-07-22,2.46875
1983-07-25,2.46875
1983-07-26,2.46875
1983-07-27,2.46875
1983-07-28,2.46875
1983-07-29,2.375
1983-08-01,2.375
1983-08-02,2.375
1983-08-03,2.40625
1983-08-04,2.40625
1983-08-05,2.40625
1983-08-08,2.34375
1983-08-09,2.3125
1983-08-10,2.28125
1983-08-11,2.28125
1983-08-12,2.28125
1983-08-15,2.28125
1983-08-16,2.28125
1983-08-17,2.21875
1983-08-18,2.25
1983-08-19,2.25
1983-08-22,2.25
1983-08-23,2.25
1983-08-24,2.09375
1983-08-25,2.09375
1983-08-26,2.09375
1983-08-29,2.09375
1983-08-30,2.125
1983-08-31,2.125
1983-09-01,2.15625
1983-09-02,2.15625
1983-09-06,2.15625
1983-09-07,2.15625
1983-09-08,2.15625
1983-09-09,2.15625
1983-09-12,2.15625
1983-09-13,2.15625
1983-09-14,2.125
1983-09-15,2.125
1983-09-16,2.125
1983-09-19,2.125
1983-09-20,2.15625
1983-09-21,2.15625
1983-09-22,2.1875
1983-09-23,2.203125
1983-09-26,2.28125
1983-09-27,2.4375
1983-09-28,2.34375
1983-09-29,2.34375
1983-09-30,2.25
1983-10-03,2.3125
1983-10-04,2.3125
1983-10-05,2.34375
1983-10-06,2.34375
1983-10-07,2.34375
1983-10-10,2.34375
1983-10-11,2.34375
1983-10-12,2.28125
1983-10-13,2.46875
1983-10-14,2.40625
1983-10-17,2.40625
1983-10-18,2.375
1983-10-19,2.375
1983-10-20,2.375
1983-10-21,2.375
1983-10-24,2.3125
1983-10-25,2.3125
1983-10-26,2.3125
1983-10-27,2.28125
1983-10-28,2.21875
1983-10-31,2.15625
1983-11-01,2.15625
1983-11-02,2.15625
1983-11-03,2.1875
1983-11-04,2.15625
1983-11-07,2.15625
1983-11-08,2.15625
1983-11-09,2.15625
1983-11-10,2.1875
1983-11-11,2.25
1983-11-14,2.40625
1983-11-15,2.3125
1983-11-16,2.3125
1983-11-17,2.34375
1983-11-18,2.375
1983-11-21,2.375
1983-11-22,2.40625
1983-11-23,2.40625
1983-11-25,2.40625
1983-11-28,2.4375
1983-11-29,2.53125
1983-11-30,2.53125
1983-12-01,2.53125
1983-12-02,2.53125
1983-12-05,2.53125
1983-12-06,2.53125
1983-12-07,2.53125
1983-12-08,2.53125
1983-12-09,2.53125
1983-12-12,2.5
1983-12-13,2.5
1983-12-14,2.46875
1983-12-15,2.46875
1983-12-16,2.4375
1983-12-19,2.4375
1983-12-20,2.4375
1983-12-21,2.4375
1983-12-22,2.4375
1983-12-23,2.40625
1983-12-27,2.40625
1983-12-28,2.3125
1983-12-29,2.28125
1983-12-30,2.34375
1984-01-03,2.3125
1984-01-04,2.28125
1984-01-05,2.3125
1984-01-06,2.3125
1984-01-09,2.3125
1984-01-10,2.3125
1984-01-11,2.3125
1984-01-12,2.40625
1984-01-13,2.4375
1984-01-16,2.40625
1984-01-17,2.375
1984-01-18,2.375
1984-01-19,2.40625
1984-01-20,2.40625
1984-01-23,2.40625
1984-01-24,2.40625
1984-01-25,2.40625
1984-01-26,2.40625
1984-01-27,2.40625
1984-01-30,2.375
1984-01-31,2.375
1984-02-01,2.40625
1984-02-02,2.40625
1984-02-03,2.40625
1984-02-06,2.34375
1984-02-07,2.34375
1984-02-08,2.34375
1984-02-09,2.28125
1984-02-10,2.28125
1984-02-13,2.28125
1984-02-14,2.28125
1984-02-15,2.28125
1984-02-16,2.28125
1984-02-17,2.28125
1984-02-21,2.28125
1984-02-22,2.28125
1984-02-23,2.28125
1984-02-24,2.28125
1984-02-27,2.28125
1984-02-28,2.28125
1984-02-29,2.28125
1984-03-01,2.28125
1984-03-02,2.3125
1984-03-05,2.3125
1984-03-06,2.3125
1984-03-07,2.3125
1984-03-08,2.28125
1984-03-09,2.21875
1984-03-12,2.1875
1984-03-13,2.1875
1984-03-14,2.15625
1984-03-15,2.15625
1984-03-16,2.1875
1984-03-19,2.15625
1984-03-20,2.125
1984-03-21,2.125
1984-03-22,2.125
1984-03-23,2.125
1984-03-26,2.125
1984-03-27,2.125
1984-03-28,2.15625
1984-03-29,2.1875
1984-03-30,2.1875
1984-04-02,2.15625
1984-04-03,2.15625
1984-04-04,2.1875
1984-04-05,2.1875
1984-04-06,2.15625
1984-04-09,2.15625
1984-04-10,2.15625
1984-04-11,2.15625
1984-04-12,2.15625
1984-04-13,2.1875
1984-04-16,2.1875
1984-04-17,2.1875
1984-04-18,2.1875
1984-04-19,2.1875
1984-04-23,2.1875
1984-04-24,2.1875
1984-04-25,2.1875
1984-04-26,2.1875
1984-04-27,2.1875
1984-04-30,2.1875
1984-05-01,2.1875
1984-05-02,2.1875
1984-05-03,2.1875
1984-05-04,2.1875
1984-05-07,2.1875
1984-05-08,2.1875
1984-05-09,2.15625
1984-05-10,2.15625
1984-05-11,2.15625
1984-05-14,2.15625
1984-05-15,2.15625
1984-05-16,2.15625
1984-05-17,2.15625
1984-05-18,2.15625
1984-05-21,2.125
1984-05-22,2.125
1984-05-23,2.125
1984-05-24,2.125
1984-05-25,2.125
1984-05-29,2.125
1984-05-30,2.125
1984-05-31,2.125
1984-06-01,2.125
1984-06-04,2.125
1984-06-05,2.125
1984-06-06,2.15625
1984-06-07,2.125
1984-06-08,2.125
1984-06-11,2.125
1984-06-12,2.125
1984-06-13,2.125
1984-06-14,2.125
1984-06-15,2.125
1984-06-18,2.09375
1984-06-19,2.09375
1984-06-20,2.09375
1984-06-21,2.09375
1984-06-22,2.09375
1984-06-25,2.0625
1984-06-26,2.0625
1984-06-27,2.15625
1984-06-28,2.15625
1984-06-29,2.15625
1984-07-02,2.15625
1984-07-03,2.125
1984-07-05,2.0625
1984-07-06,2.0625
1984-07-09,2.0625
1984-07-10,2.0625
1984-07-11,2.0625
1984-07-12,2.0625
1984-07-13,2.0625
1984-07-16,2.0625
1984-07-17,2.0625
1984-07-18,2.0625
1984-07-19,2.0625
1984-07-20,2.0625
1984-07-23,2.0625
1984-07-24,2.0625
1984-07-25,2.03125
1984-07-26,2.03125
1984-07-27,2.03125
1984-07-30,2.03125
1984-07-31,2.03125
1984-08-01,2.03125
1984-08-02,2.125
1984-08-03,2.09375
1984-08-06,2.09375
1984-08-07,2.09375
1984-08-08,2.109375
1984-08-09,2.1875
1984-08-10,2.25
1984-08-13,2.28125
1984-08-14,2.34375
1984-08-15,2.25
1984-08-16,2.21875
1984-08-17,2.1875
1984-08-20,2.21875
1984-08-21,2.21875
1984-08-22,2.21875
1984-08-23,2.21875
1984-08-24,2.21875
1984-08-27,2.25
1984-08-28,2.21875
1984-08-29,2.21875
1984-08-30,2.21875
1984-08-31,2.21875
1984-09-04,2.21875
1984-09-05,2.21875
1984-09-06,2.21875
1984-09-07,2.21875
1984-09-10,2.21875
1984-09-11,2.25
1984-09-12,2.25
1984-09-13,2.25
1984-09-14,2.25
1984-09-17,2.25
1984-09-18,2.25
1984-09-19,2.25
1984-09-20,2.21875
1984-09-21,2.25
1984-09-24,2.21875
1984-09-25,2.21875
1984-09-26,2.21875
1984-09-27,2.28125
1984-09-28,2.28125
1984-10-01,2.21875
1984-10-02,2.21875
1984-10-03,2.21875
1984-10-04,2.21875
1984-10-05,2.21875
1984-10-08,2.21875
1984-10-09,2.21875
1984-10-10,2.15625
1984-10-11,2.15625
1984-10-12,2.15625
1984-10-15,2.15625
1984-10-16,2.125
1984-10-17,2.125
1984-10-18,2.09375
1984-10-19,2.125
1984-10-22,2.125
1984-10-23,2.125
1984-10-24,2.125
1984-10-25,2.125
1984-10-26,2.03125
1984-10-29,1.96875
1984-10-30,1.90625
1984-10-31,1.875
1984-11-01,1.84375
1984-11-02,1.875
1984-11-05,1.96875
1984-11-06,2.03125
1984-11-07,2.03125
1984-11-08,2.03125
1984-11-09,2.03125
1984-11-12,2.0625
1984-11-13,2.0
1984-11-14,2.0
1984-11-15,2.0
1984-11-16,2.0
1984-11-19,2.0
1984-11-20,2.0
1984-11-21,2.0
1984-11-23,2.03125
1984-11-26,2.03125
