Date,GETVF
2013-08-14,8.4
2013-08-15,8.4
2013-08-16,8.4
2013-08-19,8.4
2013-08-20,8.4
2013-08-21,8.4
2013-08-22,8.4
2013-08-23,8.4
2013-08-26,8.4
2013-08-27,8.4
2013-08-28,8.4
2013-08-29,8.4
2013-08-30,8.4
2013-09-03,8.4
2013-09-04,8.4
2013-09-05,8.4
2013-09-06,8.4
2013-09-09,8.4
2013-09-10,8.4
2013-09-11,8.4
2013-09-12,8.4
2013-09-13,8.4
2013-09-16,8.4
2013-09-17,8.4
2013-09-18,8.4
2013-09-19,8.4
2013-09-20,8.4
2013-09-23,8.4
2013-09-24,8.4
2013-09-25,11.53
2013-09-26,11.53
2013-09-27,11.53
2013-09-30,11.53
2013-10-01,11.53
2013-10-02,11.53
2013-10-03,11.53
2013-10-04,11.53
2013-10-07,11.53
2013-10-08,11.53
2013-10-09,11.53
2013-10-10,11.53
2013-10-11,11.53
2013-10-14,12.49
2013-10-15,12.49
2013-10-16,12.49
2013-10-17,12.49
2013-10-18,12.49
2013-10-21,12.49
2013-10-22,12.49
2013-10-23,12.49
2013-10-24,12.49
2013-10-25,12.49
2013-10-28,12.49
2013-10-29,12.49
2013-10-30,12.49
2013-10-31,12.49
2013-11-01,12.49
2013-11-04,12.49
2013-11-05,12.49
2013-11-06,12.49
2013-11-07,12.49
2013-11-08,12.49
2013-11-11,12.49
2013-11-12,12.49
2013-11-13,12.49
2013-11-14,12.49
2013-11-15,12.49
2013-11-18,12.49
2013-11-19,12.49
2013-11-20,12.49
2013-11-21,12.49
2013-11-22,12.49
2013-11-25,12.49
2013-11-26,12.49
2013-11-27,12.49
2013-11-29,12.49
2013-12-02,12.49
2013-12-03,12.49
2013-12-04,12.49
2013-12-05,12.49
2013-12-06,12.49
2013-12-09,12.49
2013-12-10,12.49
2013-12-11,12.49
2013-12-12,12.49
2013-12-13,12.49
2013-12-16,12.49
2013-12-17,12.49
2013-12-18,12.49
2013-12-19,12.49
2013-12-20,12.49
2013-12-23,11.35
2013-12-24,11.35
2013-12-26,11.35
2013-12-27,11.35
2013-12-30,11.35
2013-12-31,11.35
2014-01-02,11.35
2014-01-03,11.35
2014-01-06,11.35
2014-01-07,11.35
2014-01-08,11.35
2014-01-09,11.35
2014-01-10,11.35
2014-01-13,11.35
2014-01-14,12.15
2014-01-15,12.15
2014-01-16,12.15
2014-01-17,12.15
2014-01-21,12.15
2014-01-22,12.15
2014-01-23,12.15
2014-01-24,12.15
2014-01-27,12.15
2014-01-28,12.15
2014-01-29,12.15
2014-01-30,12.15
2014-01-31,12.15
2014-02-03,12.15
2014-02-04,12.15
2014-02-05,12.15
2014-02-06,12.15
2014-02-07,12.05
2014-02-10,12.05
2014-02-11,12.05
2014-02-12,12.05
2014-02-13,12.05
2014-02-14,12.05
2014-02-18,12.05
2014-02-19,12.05
2014-02-20,12.05
2014-02-21,12.05
2014-02-24,12.05
2014-02-25,12.05
2014-02-26,12.05
2014-02-27,12.05
2014-02-28,12.05
2014-03-03,12.05
2014-03-04,12.05
2014-03-05,12.05
2014-03-06,12.05
2014-03-07,12.62
2014-03-10,12.62
2014-03-11,12.62
2014-03-12,12.62
2014-03-13,12.37
2014-03-14,11.85
2014-03-17,11.85
2014-03-18,11.85
2014-03-19,11.85
2014-03-20,11.85
2014-03-21,11.85
2014-03-24,11.1
2014-03-25,11.1
2014-03-26,11.1
2014-03-27,11.1
2014-03-28,11.1
2014-03-31,11.1
2014-04-01,11.1
2014-04-02,11.1
2014-04-03,11.1
2014-04-04,11.1
2014-04-07,11.1
2014-04-08,11.1
2014-04-09,11.1
2014-04-10,11.1
2014-04-11,10.88
2014-04-14,10.98
2014-04-15,10.98
2014-04-16,10.98
2014-04-17,10.98
2014-04-21,10.98
2014-04-22,10.98
2014-04-23,10.98
2014-04-24,10.98
2014-04-25,10.98
2014-04-28,10.98
2014-04-29,10.81
2014-04-30,10.81
2014-05-01,11.25
2014-05-02,11.25
2014-05-05,11.25
2014-05-06,11.25
2014-05-07,11.25
2014-05-08,11.25
2014-05-09,11.25
2014-05-12,11.25
2014-05-13,11.25
2014-05-14,11.25
2014-05-15,11.25
2014-05-16,9.9
2014-05-19,9.9
2014-05-20,10.62
2014-05-21,10.62
2014-05-22,10.62
2014-05-23,10.62
2014-05-27,10.62
2014-05-28,10.62
2014-05-29,10.62
2014-05-30,10.62
2014-06-02,11.5
2014-06-03,11.5
2014-06-04,11.5
2014-06-05,11.5
2014-06-06,11.5
2014-06-09,11.5
2014-06-10,11.7
2014-06-11,11.7
2014-06-12,11.7
2014-06-13,11.7
2014-06-16,11.7
2014-06-17,11.7
2014-06-18,11.7
2014-06-19,11.7
2014-06-20,11.7
2014-06-23,11.7
2014-06-24,11.7
2014-06-25,11.7
2014-06-26,11.402
2014-06-27,11.64
2014-06-30,11.58
2014-07-01,11.58
2014-07-02,11.58
2014-07-03,11.58
2014-07-07,11.58
2014-07-08,11.58
2014-07-09,11.58
2014-07-10,11.58
2014-07-11,11.58
2014-07-14,11.44
2014-07-15,11.0
2014-07-16,11.0
2014-07-17,11.7
2014-07-18,11.63
2014-07-21,11.63
2014-07-22,11.42
2014-07-23,11.34
2014-07-24,12.28
2014-07-25,12.25
2014-07-28,11.75
2014-07-29,11.75
2014-07-30,11.75
2014-07-31,11.75
2014-08-01,11.75
2014-08-04,11.75
2014-08-05,11.75
2014-08-06,11.05
2014-08-07,11.05
2014-08-08,11.05
2014-08-11,11.05
2014-08-12,11.16
2014-08-13,11.16
2014-08-14,11.22
2014-08-15,11.22
2014-08-18,11.22
2014-08-19,11.22
2014-08-20,11.22
2014-08-21,11.22
2014-08-22,11.35
2014-08-25,11.538
2014-08-26,11.76
2014-08-27,11.77
2014-08-28,11.57
2014-08-29,11.65
2014-09-02,11.65
2014-09-03,11.65
2014-09-04,12.15
2014-09-05,12.26
2014-09-08,11.73
2014-09-09,11.73
2014-09-10,12.1
2014-09-11,12.1
2014-09-12,12.1
2014-09-15,12.1
2014-09-16,12.1
2014-09-17,12.1
2014-09-18,12.1
2014-09-19,12.1
2014-09-22,12.1
2014-09-23,12.5
2014-09-24,12.5
2014-09-25,12.5
2014-09-26,12.5
2014-09-29,12.5
2014-09-30,12.5
2014-10-01,12.37
2014-10-02,12.46
2014-10-03,12.19
2014-10-06,12.64
2014-10-07,12.64
2014-10-08,12.64
2014-10-09,11.7
2014-10-10,11.22
2014-10-13,11.25
2014-10-14,11.15
2014-10-15,10.85
2014-10-16,11.15
2014-10-17,11.15
2014-10-20,11.15
2014-10-21,11.92
2014-10-22,12.15
2014-10-23,12.15
2014-10-24,12.5
2014-10-27,12.25
2014-10-28,12.25
2014-10-29,13.1
2014-10-30,13.1
2014-10-31,13.1
2014-11-03,12.99
2014-11-04,12.1
2014-11-05,12.45
2014-11-06,12.45
2014-11-07,12.45
2014-11-10,12.45
2014-11-11,12.0
2014-11-12,12.0
2014-11-13,11.75
2014-11-14,11.56
2014-11-17,11.35
2014-11-18,12.3
2014-11-19,12.3
2014-11-20,12.3
2014-11-21,11.82
2014-11-24,12.55
2014-11-25,12.65
2014-11-26,12.1
2014-11-28,12.1
2014-12-01,12.15
2014-12-02,12.15
2014-12-03,12.15
2014-12-04,12.15
2014-12-05,12.15
2014-12-08,12.15
2014-12-09,12.15
2014-12-10,12.1
2014-12-11,13.0
2014-12-12,13.0
2014-12-15,12.1
2014-12-16,12.1
2014-12-17,12.1
2014-12-18,12.7
2014-12-19,12.61
2014-12-22,12.9
2014-12-23,12.9
2014-12-24,12.6
2014-12-26,12.6
2014-12-29,12.6
2014-12-30,12.6
2014-12-31,12.85
2015-01-02,12.85
2015-01-05,12.85
2015-01-06,12.02
2015-01-07,11.908
2015-01-08,12.05
2015-01-09,12.05
2015-01-12,12.05
2015-01-13,12.05
2015-01-14,12.5
2015-01-15,11.6
2015-01-16,11.6
2015-01-20,11.7
2015-01-21,12.337
2015-01-22,12.1
2015-01-23,12.155
2015-01-26,12.5
2015-01-27,12.0
2015-01-28,11.9
2015-01-29,11.9
2015-01-30,11.75
2015-02-02,12.14
2015-02-03,12.05
2015-02-04,12.05
2015-02-05,12.05
2015-02-06,12.05
2015-02-09,12.05
2015-02-10,12.12
2015-02-11,12.35
2015-02-12,12.4
2015-02-13,12.614
2015-02-17,12.614
2015-02-18,12.614
2015-02-19,12.8
2015-02-20,12.8
2015-02-23,12.8
2015-02-24,12.8
2015-02-25,12.8
2015-02-26,12.8
2015-02-27,12.0
2015-03-02,12.0
2015-03-03,12.0
2015-03-04,12.0
2015-03-05,12.078
2015-03-06,11.6
2015-03-09,12.0
2015-03-10,11.867
2015-03-11,11.867
2015-03-12,12.205
2015-03-13,12.205
2015-03-16,12.159
2015-03-17,12.159
2015-03-18,12.0
2015-03-19,12.0
2015-03-20,12.11
2015-03-23,12.382
2015-03-24,12.382
2015-03-25,12.382
2015-03-26,12.382
2015-03-27,12.3
2015-03-30,12.3
2015-03-31,12.3
2015-04-01,12.75
2015-04-02,13.0
2015-04-06,13.35
2015-04-07,13.35
2015-04-08,12.9
2015-04-09,12.9
2015-04-10,12.9
2015-04-13,13.3
2015-04-14,13.3
2015-04-15,13.3
2015-04-16,13.5
2015-04-17,12.86
2015-04-20,13.0
2015-04-21,12.8
2015-04-22,12.8
2015-04-23,12.8
2015-04-24,12.8
2015-04-27,15.53
2015-04-28,15.53
2015-04-29,13.26
2015-04-30,13.26
2015-05-01,14.0
2015-05-04,14.0
2015-05-05,14.0
2015-05-06,14.0
2015-05-07,14.0
2015-05-08,13.505
2015-05-11,13.505
2015-05-12,13.505
2015-05-13,13.505
2015-05-14,13.505
2015-05-15,13.505
2015-05-18,13.9
2015-05-19,13.9
2015-05-20,13.9
2015-05-21,13.9
2015-05-22,13.9
2015-05-26,13.9
2015-05-27,13.25
2015-05-28,13.25
2015-05-29,12.595
2015-06-01,12.595
2015-06-02,13.25
2015-06-03,13.25
2015-06-04,13.25
2015-06-05,13.25
2015-06-08,12.3
2015-06-09,13.027
2015-06-10,13.027
2015-06-11,13.35
2015-06-12,13.35
2015-06-15,13.35
2015-06-16,13.0
2015-06-17,13.0
2015-06-18,13.8
2015-06-19,13.5
2015-06-22,13.5
2015-06-23,13.9
2015-06-24,13.9
2015-06-25,13.55
2015-06-26,14.0
2015-06-29,14.0
2015-06-30,13.25
2015-07-01,13.25
2015-07-02,13.25
2015-07-06,13.25
2015-07-07,13.25
2015-07-08,13.25
2015-07-09,12.75
2015-07-10,12.75
2015-07-13,12.75
2015-07-14,12.75
2015-07-15,14.098
2015-07-16,14.45
2015-07-17,14.25
2015-07-20,14.25
2015-07-21,14.25
2015-07-22,14.25
2015-07-23,14.25
2015-07-24,13.8
2015-07-27,13.8
2015-07-28,13.8
2015-07-29,13.8
2015-07-30,12.65
2015-07-31,12.8
2015-08-03,12.8
2015-08-04,12.8
2015-08-05,12.8
2015-08-06,12.8
2015-08-07,12.1
2015-08-10,12.6
2015-08-11,12.437
2015-08-12,12.288
2015-08-13,12.81
2015-08-14,12.81
2015-08-17,12.81
2015-08-18,12.81
2015-08-19,12.81
2015-08-20,11.6
2015-08-21,11.5
2015-08-24,12.0
2015-08-25,12.0
2015-08-26,12.0
2015-08-27,11.75
2015-08-28,11.75
2015-08-31,11.75
2015-09-01,11.75
2015-09-02,11.756
2015-09-03,12.09
2015-09-04,11.603
2015-09-08,11.95
2015-09-09,12.0
2015-09-10,11.65
2015-09-11,11.5
2015-09-14,11.5
2015-09-15,11.5
2015-09-16,12.0
2015-09-17,12.0
2015-09-18,12.0
2015-09-21,11.2
2015-09-22,10.7
2015-09-23,11.5
2015-09-24,11.5
2015-09-25,11.5
2015-09-28,10.65
2015-09-29,10.65
2015-09-30,10.6
2015-10-01,11.25
2015-10-02,11.25
2015-10-05,11.25
2015-10-06,11.7
2015-10-07,11.8
2015-10-08,11.649
2015-10-09,12.5
2015-10-12,12.1
2015-10-13,11.65
2015-10-14,11.65
2015-10-15,11.65
2015-10-16,12.35
2015-10-19,11.91
2015-10-20,11.91
2015-10-21,12.0
2015-10-22,12.0
2015-10-23,12.0
2015-10-26,12.0
2015-10-27,10.95
2015-10-28,11.2
2015-10-29,11.2
2015-10-30,12.5
2015-11-02,11.75
2015-11-03,12.4
2015-11-04,12.0
2015-11-05,11.55
2015-11-06,11.55
2015-11-09,11.517
2015-11-10,11.75
2015-11-11,11.75
2015-11-12,11.75
2015-11-13,11.5
2015-11-16,11.5
2015-11-17,11.6
2015-11-18,11.22
2015-11-19,11.22
2015-11-20,11.3
2015-11-23,11.5
2015-11-24,11.5
2015-11-25,11.1
2015-11-27,11.1
2015-11-30,11.1
2015-12-01,11.633
2015-12-02,11.563
2015-12-03,11.563
2015-12-04,11.742
2015-12-07,11.7
2015-12-08,11.7
2015-12-09,11.6
2015-12-10,10.8
2015-12-11,11.0
2015-12-14,11.0
2015-12-15,11.8
2015-12-16,11.1
2015-12-17,11.7
2015-12-18,11.0
2015-12-21,10.5
2015-12-22,10.5
2015-12-23,11.8
2015-12-24,10.7
2015-12-28,10.7
2015-12-29,10.7
2015-12-30,10.8
2015-12-31,11.2
2016-01-04,11.0
2016-01-05,11.0
2016-01-06,10.5
2016-01-07,10.5
2016-01-08,9.85
2016-01-11,9.65
2016-01-12,10.5
2016-01-13,9.5
2016-01-14,9.5
2016-01-15,10.3
2016-01-19,9.413
2016-01-20,9.287
2016-01-21,9.55
2016-01-22,9.55
2016-01-25,9.496
2016-01-26,9.3
2016-01-27,10.0
2016-01-28,10.0
2016-01-29,9.5
2016-02-01,9.791
2016-02-02,9.791
2016-02-03,10.1
2016-02-04,10.45
2016-02-05,10.13
2016-02-08,10.13
2016-02-09,9.0
2016-02-10,9.5
2016-02-11,9.5
2016-02-12,9.45
2016-02-16,9.35
2016-02-17,9.99
2016-02-18,10.0
2016-02-19,10.0
2016-02-22,10.0
2016-02-23,10.0
2016-02-24,10.0
2016-02-25,10.35
2016-02-26,10.35
2016-02-29,10.35
2016-03-01,10.9
2016-03-02,10.75
2016-03-03,10.75
2016-03-04,10.75
2016-03-07,11.4
2016-03-08,11.4
2016-03-09,11.4
2016-03-10,11.4
2016-03-11,11.4
2016-03-14,11.4
2016-03-15,11.4
2016-03-16,12.1
2016-03-17,12.1
2016-03-18,11.7
2016-03-21,11.9
2016-03-22,11.8
2016-03-23,11.8
2016-03-24,11.33
2016-03-28,11.01
2016-03-29,11.25
2016-03-30,11.3
2016-03-31,11.8
2016-04-01,11.8
2016-04-04,11.55
2016-04-05,11.2
2016-04-06,11.2
2016-04-07,11.4
2016-04-08,12.0
2016-04-11,11.1
2016-04-12,11.41
2016-04-13,11.41
2016-04-14,11.7
2016-04-15,11.7
2016-04-18,11.7
2016-04-19,11.7
2016-04-20,11.7
2016-04-21,12.8
2016-04-22,12.35
2016-04-25,12.35
2016-04-26,12.35
2016-04-27,12.35
2016-04-28,12.35
2016-04-29,12.35
2016-05-02,12.35
2016-05-03,12.35
2016-05-04,12.35
2016-05-05,13.0
2016-05-06,13.0
2016-05-09,13.0
2016-05-10,12.4
2016-05-11,13.25
2016-05-12,12.8
2016-05-13,12.8
2016-05-16,12.8
2016-05-17,12.8
2016-05-18,12.8
2016-05-19,12.6
2016-05-20,12.6
2016-05-23,12.6
2016-05-24,12.75
2016-05-25,13.1
2016-05-26,13.25
2016-05-27,13.25
2016-05-31,13.25
2016-06-01,13.65
2016-06-02,13.45
2016-06-03,13.0
2016-06-06,13.65
2016-06-07,13.55
2016-06-08,13.85
2016-06-09,13.85
2016-06-10,12.4
2016-06-13,12.05
2016-06-14,12.05
2016-06-15,12.05
2016-06-16,11.75
2016-06-17,11.75
2016-06-20,12.65
2016-06-21,12.65
2016-06-22,13.35
2016-06-23,12.8
2016-06-24,12.8
2016-06-27,10.7
2016-06-28,10.6
2016-06-29,10.6
2016-06-30,10.8
2016-07-01,10.8
2016-07-05,10.5
2016-07-06,10.614
2016-07-07,10.75
2016-07-08,10.75
2016-07-11,11.75
2016-07-12,11.5
2016-07-13,11.78
2016-07-14,11.78
2016-07-15,11.4
2016-07-18,11.688
2016-07-19,11.706
2016-07-20,11.75
2016-07-21,11.75
2016-07-22,11.75
2016-07-25,11.95
2016-07-26,11.85
2016-07-27,11.85
2016-07-28,11.3
2016-07-29,11.1
2016-08-01,11.1
2016-08-02,11.7
2016-08-03,11.2
2016-08-04,11.2
2016-08-05,11.2
2016-08-08,11.2
2016-08-09,11.88
2016-08-10,11.88
2016-08-11,11.7
2016-08-12,11.899
2016-08-15,12.25
2016-08-16,11.6
2016-08-17,11.6
2016-08-18,12.05
2016-08-19,12.05
2016-08-22,11.65
2016-08-23,12.0
2016-08-24,12.0
2016-08-25,12.0
2016-08-26,12.0
2016-08-29,12.14
2016-08-30,12.14
2016-08-31,12.14
2016-09-01,12.3
2016-09-02,12.3
2016-09-06,12.35
2016-09-07,12.4
2016-09-08,12.4
2016-09-09,12.4
2016-09-12,12.1
2016-09-13,11.8
2016-09-14,11.92
2016-09-15,11.85
2016-09-16,11.85
2016-09-19,11.85
2016-09-20,11.85
2016-09-21,11.85
2016-09-22,11.85
2016-09-23,11.85
2016-09-26,11.85
2016-09-27,11.85
2016-09-28,11.85
2016-09-29,11.85
2016-09-30,11.85
2016-10-03,11.85
2016-10-04,11.61
2016-10-05,11.6
2016-10-06,11.6
2016-10-07,11.6
2016-10-10,11.15
2016-10-11,11.25
2016-10-12,11.25
2016-10-13,10.9
2016-10-14,10.9
2016-10-17,11.15
2016-10-18,11.3
2016-10-19,11.3
2016-10-20,11.0
2016-10-21,11.0
2016-10-24,11.0
2016-10-25,11.0
2016-10-26,11.05
2016-10-27,11.05
2016-10-28,11.05
2016-10-31,11.05
2016-11-01,11.05
2016-11-02,11.05
2016-11-03,10.6
2016-11-04,10.57
2016-11-07,10.6
2016-11-08,10.6
2016-11-09,10.6
2016-11-10,10.3
2016-11-11,10.1
2016-11-14,10.45
2016-11-15,10.55
2016-11-16,10.55
2016-11-17,10.55
2016-11-18,10.55
2016-11-21,10.25
2016-11-22,10.25
2016-11-23,10.25
2016-11-25,10.35
2016-11-28,10.7
2016-11-29,10.7
2016-11-30,10.7
2016-12-01,10.7
2016-12-02,10.7
2016-12-05,10.55
2016-12-06,10.55
2016-12-07,10.55
2016-12-08,10.7
2016-12-09,10.836
2016-12-12,10.836
2016-12-13,11.71
2016-12-14,12.0
2016-12-15,12.0
2016-12-16,11.05
2016-12-19,11.5
2016-12-20,11.8
2016-12-21,11.95
2016-12-22,11.65
2016-12-23,11.65
2016-12-27,11.75
2016-12-28,11.45
2016-12-29,11.77
2016-12-30,11.65
2017-01-03,11.8
2017-01-04,11.8
2017-01-05,11.75
2017-01-06,11.75
2017-01-09,12.0
2017-01-10,12.0
2017-01-11,12.0
2017-01-12,12.0
2017-01-13,12.2
2017-01-17,12.4
2017-01-18,12.4
2017-01-19,11.8
2017-01-20,12.1
2017-01-23,12.07
2017-01-24,12.2
2017-01-25,12.2
2017-01-26,12.0
2017-01-27,12.35
2017-01-30,12.0
2017-01-31,12.0
2017-02-01,12.05
2017-02-02,12.2
2017-02-03,12.2
2017-02-06,12.3
2017-02-07,12.0
2017-02-08,12.3
2017-02-09,12.1
2017-02-10,12.3
2017-02-13,12.3
2017-02-14,11.8
2017-02-15,12.0
2017-02-16,12.0
2017-02-17,12.0
2017-02-21,12.0
2017-02-22,12.0
2017-02-23,12.0
2017-02-24,12.0
2017-02-27,12.0
2017-02-28,12.0
2017-03-01,12.0
2017-03-02,12.1
2017-03-03,11.85
2017-03-06,11.9
2017-03-07,12.1
2017-03-08,11.5
2017-03-09,12.043
2017-03-10,12.043
2017-03-13,12.1
2017-03-14,12.1
2017-03-15,12.2
2017-03-16,12.1
2017-03-17,12.1
2017-03-20,12.1
2017-03-21,12.4
2017-03-22,12.4
2017-03-23,12.4
2017-03-24,12.4
2017-03-27,12.7
2017-03-28,12.8
2017-03-29,13.0
2017-03-30,12.7
2017-03-31,12.7
2017-04-03,12.7
2017-04-04,12.7
2017-04-05,12.7
2017-04-06,12.9
2017-04-07,12.9
2017-04-10,13.0
2017-04-11,13.0
2017-04-12,13.0
2017-04-13,12.97
2017-04-17,12.6
2017-04-18,12.7
2017-04-19,12.7
2017-04-20,12.7
2017-04-21,12.6
2017-04-24,13.45
2017-04-25,13.65
2017-04-26,13.377
2017-04-27,13.6
2017-04-28,13.6
2017-05-01,13.7
2017-05-02,14.19
2017-05-03,13.75
2017-05-04,13.75
2017-05-05,13.75
2017-05-08,13.75
2017-05-09,13.65
2017-05-10,13.6
2017-05-11,13.6
2017-05-12,13.0
2017-05-15,13.0
2017-05-16,13.0
2017-05-17,13.4
2017-05-18,13.05
2017-05-19,13.55
2017-05-22,13.55
2017-05-23,13.55
2017-05-24,13.55
2017-05-25,13.7
2017-05-26,13.7
2017-05-30,13.48
2017-05-31,13.48
2017-06-01,13.48
2017-06-02,13.4
2017-06-05,13.4
2017-06-06,13.2
2017-06-07,13.2
2017-06-08,13.2
2017-06-09,13.2
2017-06-12,13.2
2017-06-13,13.2
2017-06-14,13.2
2017-06-15,13.2
2017-06-16,13.2
2017-06-19,13.45
2017-06-20,13.45
2017-06-21,13.45
2017-06-22,13.45
2017-06-23,13.45
2017-06-26,13.45
2017-06-27,13.45
2017-06-28,12.65
2017-06-29,12.65
2017-06-30,12.57
2017-07-03,12.57
2017-07-05,12.097
2017-07-06,11.75
2017-07-07,11.75
2017-07-10,11.5
2017-07-11,11.5
2017-07-12,11.7
2017-07-13,11.7
2017-07-14,12.0
2017-07-17,12.0
2017-07-18,12.0
2017-07-19,12.0
2017-07-20,12.33
2017-07-21,12.33
2017-07-24,12.25
2017-07-25,12.25
2017-07-26,12.25
2017-07-27,12.25
2017-07-28,12.25
2017-07-31,12.25
2017-08-01,12.25
2017-08-02,12.62
2017-08-03,12.75
2017-08-04,12.6
2017-08-07,12.95
2017-08-08,12.95
2017-08-09,12.95
2017-08-10,12.95
2017-08-11,12.95
2017-08-14,12.4
2017-08-15,12.4
2017-08-16,12.4
2017-08-17,12.6
2017-08-18,12.6
2017-08-21,12.6
2017-08-22,12.6
2017-08-23,12.6
2017-08-24,12.6
2017-08-25,12.6
2017-08-28,12.6
2017-08-29,12.6
2017-08-30,11.75
2017-08-31,11.45
2017-09-01,11.45
2017-09-05,11.45
2017-09-06,11.45
2017-09-07,11.1
2017-09-08,11.1
2017-09-11,11.1
2017-09-12,11.1
2017-09-13,11.1
2017-09-14,10.95
2017-09-15,10.95
2017-09-18,11.15
2017-09-19,11.25
2017-09-20,11.25
2017-09-21,11.25
2017-09-22,11.25
2017-09-25,11.25
2017-09-26,11.25
2017-09-27,11.25
2017-09-28,11.25
2017-09-29,11.1
2017-10-02,11.1
2017-10-03,11.1
2017-10-04,11.1
2017-10-05,11.1
2017-10-06,11.1
2017-10-09,11.1
2017-10-10,11.1
2017-10-11,11.1
2017-10-12,11.05
2017-10-13,11.05
2017-10-16,11.05
2017-10-17,11.38
2017-10-18,11.38
2017-10-19,11.38
2017-10-20,11.38
2017-10-23,10.45
2017-10-24,10.45
2017-10-25,10.75
2017-10-26,10.75
2017-10-27,10.2
2017-10-30,10.2
2017-10-31,10.75
2017-11-01,10.75
2017-11-02,10.51
2017-11-03,10.51
2017-11-06,10.51
2017-11-07,10.51
2017-11-08,10.51
2017-11-09,10.17
2017-11-10,10.17
2017-11-13,9.95
2017-11-14,9.95
2017-11-15,9.95
2017-11-16,10.3
2017-11-17,10.3
2017-11-20,10.6
2017-11-21,10.6
2017-11-22,10.6
2017-11-24,10.6
2017-11-27,10.6
2017-11-28,10.6
2017-11-29,10.6
2017-11-30,10.6
2017-12-01,10.6
2017-12-04,10.6
2017-12-05,11.5
2017-12-06,11.5
2017-12-07,11.5
2017-12-08,11.5
2017-12-11,11.5
2017-12-12,11.5
2017-12-13,11.5
2017-12-14,11.4
2017-12-15,11.4
2017-12-18,11.4
2017-12-19,11.4
2017-12-20,11.35
2017-12-21,11.35
2017-12-22,11.27
2017-12-26,11.26
2017-12-27,11.21
2017-12-28,11.21
2017-12-29,11.21
2018-01-02,11.21
2018-01-03,11.21
2018-01-04,11.21
2018-01-05,11.21
2018-01-08,11.21
2018-01-09,11.21
2018-01-10,11.2
2018-01-11,11.2
2018-01-12,11.35
2018-01-16,11.35
2018-01-17,11.35
2018-01-18,11.29
2018-01-19,11.29
2018-01-22,11.29
2018-01-23,11.29
2018-01-24,11.599
2018-01-25,11.45
2018-01-26,11.45
2018-01-29,11.4
2018-01-30,11.4
2018-01-31,11.21
2018-02-01,11.21
2018-02-02,11.21
2018-02-05,11.21
2018-02-06,11.21
2018-02-07,11.21
2018-02-08,10.66
2018-02-09,10.66
2018-02-12,10.66
2018-02-13,10.66
2018-02-14,10.66
2018-02-15,10.66
2018-02-16,10.66
2018-02-20,11.4
2018-02-21,11.4
2018-02-22,11.4
2018-02-23,11.4
2018-02-26,11.4
2018-02-27,11.4
2018-02-28,11.4
2018-03-01,11.4
2018-03-02,11.22
2018-03-05,11.22
2018-03-06,11.22
2018-03-07,11.22
2018-03-08,11.22
2018-03-09,11.22
2018-03-12,11.4
2018-03-13,11.4
2018-03-14,11.4
2018-03-15,11.4
2018-03-16,11.4
2018-03-19,10.79
2018-03-20,10.79
2018-03-21,10.79
2018-03-22,10.79
2018-03-23,10.79
2018-03-26,10.79
2018-03-27,10.79
2018-03-28,10.79
2018-03-29,10.79
2018-04-02,10.79
2018-04-03,10.79
2018-04-04,10.79
2018-04-05,10.79
2018-04-06,10.79
2018-04-09,10.79
