Date,LSXMK
2016-04-18,30.030001000000002
2016-04-19,32.07
2016-04-20,31.9
2016-04-21,32.48
2016-04-22,32.529999
2016-04-25,32.68
2016-04-26,32.639998999999996
2016-04-27,32.810001
2016-04-28,32.259997999999996
2016-04-29,32.02
2016-05-02,32.650002
2016-05-03,32.470001
2016-05-04,31.940001000000002
2016-05-05,31.969998999999998
2016-05-06,32.330002
2016-05-09,31.870001000000002
2016-05-10,32.080002
2016-05-11,31.540001
2016-05-12,31.34
2016-05-13,31.040001
2016-05-16,31.129998999999998
2016-05-17,30.889999
2016-05-18,31.209999
2016-05-19,31.07
2016-05-20,31.309998999999998
2016-05-23,31.02
2016-05-24,31.51
2016-05-25,31.620001000000002
2016-05-26,31.4
2016-05-27,31.540001
2016-05-31,31.450001
2016-06-01,31.66
2016-06-02,31.610001
2016-06-03,31.469998999999998
2016-06-06,31.309998999999998
2016-06-07,31.34
2016-06-08,31.43
2016-06-09,31.73
2016-06-10,31.450001
2016-06-13,30.75
2016-06-14,30.48
2016-06-15,30.5
2016-06-16,30.75
2016-06-17,30.049999
2016-06-20,30.184998999999998
2016-06-21,29.58
2016-06-22,29.959999
2016-06-23,31.41
2016-06-24,30.389999
2016-06-27,29.290001
2016-06-28,30.0
2016-06-29,30.389999
2016-06-30,30.870001000000002
2016-07-01,31.219998999999998
2016-07-05,31.139999
2016-07-06,31.299999
2016-07-07,31.5
2016-07-08,32.029999
2016-07-11,32.299999
2016-07-12,31.860001
2016-07-13,32.330002
2016-07-14,32.919998
2016-07-15,33.060001
2016-07-18,33.240002000000004
2016-07-19,33.630001
2016-07-20,33.900002
2016-07-21,33.919998
2016-07-22,34.240002000000004
2016-07-25,33.400002
2016-07-26,34.830002
2016-07-27,35.25
2016-07-28,34.93
2016-07-29,35.25
2016-08-01,34.619999
2016-08-02,33.93
2016-08-03,33.919998
2016-08-04,33.529999
2016-08-05,33.689999
2016-08-08,33.16
2016-08-09,32.860001000000004
2016-08-10,33.02
2016-08-11,33.389998999999996
2016-08-12,33.200001
2016-08-15,33.299999
2016-08-16,33.389998999999996
2016-08-17,33.259997999999996
2016-08-18,32.75
2016-08-19,32.619999
2016-08-22,32.419998
2016-08-23,32.509997999999996
2016-08-24,32.119999
2016-08-25,32.73
2016-08-26,32.990002000000004
2016-08-29,33.16
2016-08-30,33.299999
2016-08-31,33.23
2016-09-01,33.25
2016-09-02,33.52
2016-09-06,33.509997999999996
2016-09-07,33.880001
2016-09-08,33.939999
2016-09-09,33.189999
2016-09-12,33.669998
2016-09-13,32.950001
2016-09-14,32.990002000000004
2016-09-15,33.25
2016-09-16,32.349998
2016-09-19,32.759997999999996
2016-09-20,32.869999
2016-09-21,33.27
2016-09-22,33.369999
2016-09-23,33.360001000000004
2016-09-26,33.09
2016-09-27,33.18
2016-09-28,32.970001
2016-09-29,32.919998
2016-09-30,33.41
2016-10-03,33.669998
2016-10-04,33.439999
2016-10-05,33.060001
2016-10-06,32.990002000000004
2016-10-07,32.84
2016-10-10,32.720001
2016-10-11,32.099998
2016-10-12,32.130001
2016-10-13,32.130001
2016-10-14,32.310001
2016-10-17,32.349998
2016-10-18,32.740002000000004
2016-10-19,33.169998
2016-10-20,33.130001
2016-10-21,33.310001
2016-10-24,33.459998999999996
2016-10-25,33.709998999999996
2016-10-26,33.900002
2016-10-27,32.720001
2016-10-28,32.950001
2016-10-31,33.189999
2016-11-01,32.799999
2016-11-02,32.369999
2016-11-03,32.23
2016-11-04,32.220001
2016-11-07,32.990002000000004
2016-11-08,33.27
2016-11-09,33.549999
2016-11-10,33.790001000000004
2016-11-11,34.130001
2016-11-14,34.900002
2016-11-15,35.849998
2016-11-16,35.419998
2016-11-17,35.630001
2016-11-18,36.02
2016-11-21,35.950001
2016-11-22,36.189999
2016-11-23,35.990002000000004
2016-11-25,36.07
2016-11-28,35.369999
2016-11-29,35.77
2016-11-30,35.759997999999996
2016-12-01,35.919998
2016-12-02,33.939999
2016-12-05,34.209998999999996
2016-12-06,34.740002000000004
2016-12-07,35.259997999999996
2016-12-08,35.369999
2016-12-09,35.16
2016-12-12,34.09
2016-12-13,34.490002000000004
2016-12-14,34.669998
2016-12-15,34.290001000000004
2016-12-16,34.290001000000004
2016-12-19,34.220001
2016-12-20,34.73
2016-12-21,34.759997999999996
2016-12-22,34.540001000000004
2016-12-23,34.529999
2016-12-27,34.439999
2016-12-28,34.189999
2016-12-29,33.919998
2016-12-30,33.919998
2017-01-03,34.099998
2017-01-04,34.450001
2017-01-05,34.889998999999996
2017-01-06,34.459998999999996
2017-01-09,34.790001000000004
2017-01-10,35.080002
2017-01-11,34.720001
2017-01-12,34.52
2017-01-13,34.93
2017-01-17,34.669998
2017-01-18,35.080002
2017-01-19,34.950001
2017-01-20,35.080002
2017-01-23,34.860001000000004
2017-01-24,34.880001
2017-01-25,34.919998
2017-01-26,35.66
2017-01-27,35.970001
2017-01-30,35.75
2017-01-31,35.889998999999996
2017-02-01,36.349998
2017-02-02,35.93
2017-02-03,36.380001
2017-02-06,36.380001
2017-02-07,35.93
2017-02-08,35.775002
2017-02-09,35.75
2017-02-10,35.799999
2017-02-13,35.82
2017-02-14,35.630001
2017-02-15,37.25
2017-02-16,37.779999
2017-02-17,37.860001000000004
2017-02-21,38.73
2017-02-22,39.07
2017-02-23,38.52
2017-02-24,38.709998999999996
2017-02-27,39.189999
2017-02-28,38.93
2017-03-01,39.240002000000004
2017-03-02,39.009997999999996
2017-03-03,38.779999
2017-03-06,38.509997999999996
2017-03-07,38.630001
2017-03-08,38.59
2017-03-09,38.220001
2017-03-10,38.16
2017-03-13,39.369999
2017-03-14,39.450001
2017-03-15,38.950001
2017-03-16,38.93
2017-03-17,39.380001
2017-03-20,39.209998999999996
2017-03-21,38.700001
2017-03-22,38.02
2017-03-23,38.669998
2017-03-24,38.18
2017-03-27,38.27
2017-03-28,38.5
2017-03-29,38.549999
2017-03-30,39.060001
2017-03-31,38.779999
