Date,IFF
1975-08-29,9.083333
1975-09-02,8.875
1975-09-03,8.708333
1975-09-04,8.708333
1975-09-05,8.291667
1975-09-08,8.458333
1975-09-09,8.208333
1975-09-10,7.6666669999999995
1975-09-11,7.9166669999999995
1975-09-12,7.9583330000000005
1975-09-15,7.8333330000000005
1975-09-16,7.8333330000000005
1975-09-17,7.9583330000000005
1975-09-18,7.7916669999999995
1975-09-19,8.166667
1975-09-22,8.0
1975-09-23,7.8333330000000005
1975-09-24,7.9583330000000005
1975-09-25,7.9166669999999995
1975-09-26,7.875
1975-09-29,7.9166669999999995
1975-09-30,7.7083330000000005
1975-10-01,7.625
1975-10-02,7.625
1975-10-03,7.875
1975-10-06,8.333333
1975-10-07,8.333333
1975-10-08,8.958333
1975-10-09,8.583333
1975-10-10,8.375
1975-10-13,8.625
1975-10-14,8.541667
1975-10-15,8.375
1975-10-16,8.166667
1975-10-17,8.416667
1975-10-20,8.291667
1975-10-21,8.208333
1975-10-22,8.083333
1975-10-23,8.083333
1975-10-24,8.083333
1975-10-27,8.458333
1975-10-28,8.708333
1975-10-29,8.416667
1975-10-30,8.416667
1975-10-31,8.291667
1975-11-03,8.25
1975-11-04,8.083333
1975-11-05,8.291667
1975-11-06,8.166667
1975-11-07,8.125
1975-11-10,8.083333
1975-11-11,8.0
1975-11-12,8.208333
1975-11-13,8.5
1975-11-14,8.541667
1975-11-17,8.333333
1975-11-18,8.5
1975-11-19,8.416667
1975-11-20,8.375
1975-11-21,8.458333
1975-11-24,8.375
1975-11-25,8.458333
1975-11-26,8.583333
1975-11-28,8.625
1975-12-01,8.75
1975-12-02,8.333333
1975-12-03,8.166667
1975-12-04,8.208333
1975-12-05,8.041667
1975-12-08,8.041667
1975-12-09,8.333333
1975-12-10,8.25
1975-12-11,8.166667
1975-12-12,8.166667
1975-12-15,8.041667
1975-12-16,8.208333
1975-12-17,8.0
1975-12-18,8.041667
1975-12-19,7.875
1975-12-22,7.75
1975-12-23,8.0
1975-12-24,8.291667
1975-12-26,8.25
1975-12-29,7.9583330000000005
1975-12-30,7.9166669999999995
1975-12-31,8.0
1976-01-02,8.0
1976-01-05,8.333333
1976-01-06,8.583333
1976-01-07,8.5
1976-01-08,8.541667
1976-01-09,8.333333
1976-01-12,8.416667
1976-01-13,8.5
1976-01-14,8.5
1976-01-15,8.583333
1976-01-16,8.666667
1976-01-19,8.625
1976-01-20,8.583333
1976-01-21,8.375
1976-01-22,8.166667
1976-01-23,8.75
1976-01-26,9.333333
1976-01-27,9.0
1976-01-28,8.958333
1976-01-29,9.166667
1976-01-30,9.208333
1976-02-02,9.375
1976-02-03,9.333333
1976-02-04,9.166667
1976-02-05,8.708333
1976-02-06,8.833333
1976-02-09,8.833333
1976-02-10,8.583333
1976-02-11,8.541667
1976-02-12,8.5
1976-02-13,8.333333
1976-02-17,8.333333
1976-02-18,8.416667
1976-02-19,8.458333
1976-02-20,8.375
1976-02-23,8.25
1976-02-24,8.083333
1976-02-25,8.208333
1976-02-26,8.166667
1976-02-27,7.75
1976-03-01,7.5833330000000005
1976-03-02,8.0
1976-03-03,8.0
1976-03-04,8.0
1976-03-05,8.083333
1976-03-08,8.5
1976-03-09,8.666667
1976-03-10,8.666667
1976-03-11,8.75
1976-03-12,8.416667
1976-03-15,8.25
1976-03-16,8.416667
1976-03-17,8.541667
1976-03-18,8.416667
1976-03-19,8.375
1976-03-22,8.375
1976-03-23,8.458333
1976-03-24,8.75
1976-03-25,8.708333
1976-03-26,8.416667
1976-03-29,8.416667
1976-03-30,8.5
1976-03-31,8.75
1976-04-01,8.458333
1976-04-02,8.291667
1976-04-05,8.458333
1976-04-06,8.583333
1976-04-07,8.625
1976-04-08,8.666667
1976-04-09,8.75
1976-04-12,8.666667
1976-04-13,8.791667
1976-04-14,8.708333
1976-04-15,8.875
1976-04-19,9.083333
1976-04-20,9.208333
1976-04-21,8.916667
1976-04-22,8.958333
1976-04-23,8.916667
1976-04-26,8.875
1976-04-27,8.75
1976-04-28,8.791667
1976-04-29,8.625
1976-04-30,8.333333
1976-05-03,8.625
1976-05-04,8.625
1976-05-05,8.333333
1976-05-06,8.333333
1976-05-07,8.416667
1976-05-10,8.416667
1976-05-11,8.5
1976-05-12,8.25
1976-05-13,8.041667
1976-05-14,7.9166669999999995
1976-05-17,7.8333330000000005
1976-05-18,7.7083330000000005
1976-05-19,7.75
1976-05-20,7.9166669999999995
1976-05-21,7.75
1976-05-24,7.6666669999999995
1976-05-25,7.7916669999999995
1976-05-26,7.6666669999999995
1976-05-27,7.6666669999999995
1976-05-28,7.5833330000000005
1976-06-01,7.4166669999999995
1976-06-02,7.4583330000000005
1976-06-03,7.0416669999999995
1976-06-04,7.1666669999999995
1976-06-07,7.2083330000000005
1976-06-08,7.2916669999999995
1976-06-09,7.3333330000000005
1976-06-10,7.25
1976-06-11,7.6666669999999995
1976-06-14,7.9583330000000005
1976-06-15,8.25
1976-06-16,8.25
1976-06-17,8.333333
1976-06-18,8.333333
1976-06-21,8.333333
1976-06-22,8.166667
1976-06-23,8.291667
1976-06-24,8.291667
1976-06-25,8.333333
1976-06-28,8.333333
1976-06-29,8.375
1976-06-30,8.416667
1976-07-01,8.375
1976-07-02,8.25
1976-07-06,8.375
1976-07-07,8.333333
1976-07-08,8.5
1976-07-09,8.541667
1976-07-12,8.708333
1976-07-13,8.75
1976-07-14,8.75
1976-07-15,8.625
1976-07-16,8.625
1976-07-19,8.458333
1976-07-20,8.25
1976-07-21,8.083333
1976-07-22,8.125
1976-07-23,8.083333
1976-07-26,7.75
1976-07-27,7.9583330000000005
1976-07-28,7.7916669999999995
1976-07-29,7.6666669999999995
1976-07-30,7.5833330000000005
1976-08-02,7.375
1976-08-03,7.5833330000000005
1976-08-04,8.0
1976-08-05,8.5
1976-08-06,8.5
1976-08-09,8.5
1976-08-10,8.666667
1976-08-11,8.416667
1976-08-12,8.333333
1976-08-13,8.291667
1976-08-16,8.25
1976-08-17,8.25
1976-08-18,8.208333
1976-08-19,7.9583330000000005
1976-08-20,7.7083330000000005
1976-08-23,7.7916669999999995
1976-08-24,7.75
1976-08-25,8.0
1976-08-26,7.8333330000000005
1976-08-27,7.75
1976-08-30,7.75
1976-08-31,7.8333330000000005
1976-09-01,7.9583330000000005
1976-09-02,7.9166669999999995
1976-09-03,8.125
1976-09-07,8.416667
1976-09-08,8.458333
1976-09-09,8.541667
1976-09-10,8.5
1976-09-13,8.5
1976-09-14,8.25
1976-09-15,8.416667
1976-09-16,8.708333
1976-09-17,8.708333
1976-09-20,8.5
1976-09-21,8.625
1976-09-22,8.583333
1976-09-23,8.5
1976-09-24,8.375
1976-09-27,8.375
1976-09-28,8.291667
1976-09-29,8.25
1976-09-30,8.166667
1976-10-01,8.083333
1976-10-04,8.166667
1976-10-05,7.9583330000000005
1976-10-06,7.9583330000000005
1976-10-07,7.9166669999999995
1976-10-08,7.9583330000000005
1976-10-11,7.9166669999999995
1976-10-12,7.9583330000000005
1976-10-13,7.9166669999999995
1976-10-14,7.7083330000000005
1976-10-15,7.8333330000000005
1976-10-18,7.7083330000000005
1976-10-19,7.625
1976-10-20,7.6666669999999995
1976-10-21,7.625
1976-10-22,7.5416669999999995
1976-10-25,7.4583330000000005
1976-10-26,7.5833330000000005
1976-10-27,7.5833330000000005
1976-10-28,7.4166669999999995
1976-10-29,7.4583330000000005
1976-11-01,7.1666669999999995
1976-11-03,7.0
1976-11-04,7.25
1976-11-05,7.25
1976-11-08,7.2916669999999995
1976-11-09,7.25
1976-11-10,7.25
1976-11-11,7.25
1976-11-12,7.25
1976-11-15,7.25
1976-11-16,7.25
1976-11-17,7.2083330000000005
1976-11-18,7.3333330000000005
1976-11-19,7.1666669999999995
1976-11-22,7.1666669999999995
1976-11-23,6.9166669999999995
1976-11-24,6.75
1976-11-26,6.9583330000000005
1976-11-29,6.6666669999999995
1976-11-30,6.375
1976-12-01,6.5
1976-12-02,6.6666669999999995
1976-12-03,6.9166669999999995
1976-12-06,7.0416669999999995
1976-12-07,7.0416669999999995
1976-12-08,7.1666669999999995
1976-12-09,7.25
1976-12-10,7.3333330000000005
1976-12-13,7.0
1976-12-14,6.9166669999999995
1976-12-15,6.9583330000000005
1976-12-16,7.0
1976-12-17,7.0416669999999995
1976-12-20,7.0416669999999995
1976-12-21,7.2083330000000005
1976-12-22,7.2916669999999995
1976-12-23,7.25
1976-12-27,7.25
1976-12-28,7.2916669999999995
1976-12-29,7.3333330000000005
1976-12-30,7.4166669999999995
1976-12-31,7.375
1977-01-03,7.2916669999999995
1977-01-04,7.25
1977-01-05,7.0
1977-01-06,7.0833330000000005
1977-01-07,7.0833330000000005
1977-01-10,7.0833330000000005
1977-01-11,7.125
1977-01-12,7.0416669999999995
1977-01-13,7.125
1977-01-14,7.125
1977-01-17,7.0833330000000005
1977-01-18,6.9583330000000005
1977-01-19,6.9583330000000005
1977-01-20,6.9166669999999995
1977-01-21,6.7916669999999995
1977-01-24,6.5833330000000005
1977-01-25,6.5833330000000005
1977-01-26,6.4583330000000005
1977-01-27,6.5
1977-01-28,6.4166669999999995
1977-01-31,6.4166669999999995
1977-02-01,6.5
1977-02-02,6.375
1977-02-03,6.3333330000000005
1977-02-04,6.375
1977-02-07,6.1666669999999995
1977-02-08,6.2916669999999995
1977-02-09,6.2916669999999995
1977-02-10,6.4583330000000005
1977-02-11,6.4583330000000005
1977-02-14,6.4583330000000005
1977-02-15,6.4583330000000005
1977-02-16,6.4583330000000005
1977-02-17,6.3333330000000005
1977-02-18,6.3333330000000005
1977-02-22,6.5
1977-02-23,6.3333330000000005
1977-02-24,6.3333330000000005
1977-02-25,6.2916669999999995
1977-02-28,6.25
1977-03-01,6.4583330000000005
1977-03-02,6.5416669999999995
1977-03-03,6.6666669999999995
1977-03-04,6.7916669999999995
1977-03-07,6.75
1977-03-08,6.5416669999999995
1977-03-09,6.4583330000000005
1977-03-10,6.5833330000000005
1977-03-11,6.625
1977-03-14,6.7083330000000005
1977-03-15,6.7916669999999995
1977-03-16,6.6666669999999995
1977-03-17,6.6666669999999995
1977-03-18,6.7083330000000005
1977-03-21,6.6666669999999995
1977-03-22,6.75
1977-03-23,6.6666669999999995
1977-03-24,6.875
1977-03-25,6.8333330000000005
1977-03-28,6.8333330000000005
1977-03-29,6.9166669999999995
1977-03-30,6.8333330000000005
1977-03-31,6.7916669999999995
1977-04-01,6.625
1977-04-04,6.5833330000000005
1977-04-05,6.4583330000000005
1977-04-06,6.5416669999999995
1977-04-07,6.4166669999999995
1977-04-11,6.5
1977-04-12,6.5833330000000005
1977-04-13,6.4583330000000005
1977-04-14,6.6666669999999995
1977-04-15,6.7916669999999995
1977-04-18,6.7916669999999995
1977-04-19,6.875
1977-04-20,6.875
1977-04-21,6.5833330000000005
1977-04-22,6.5
1977-04-25,6.25
1977-04-26,6.2083330000000005
1977-04-27,6.1666669999999995
1977-04-28,6.125
1977-04-29,6.2916669999999995
1977-05-02,6.2916669999999995
1977-05-03,6.25
1977-05-04,6.25
1977-05-05,6.4166669999999995
1977-05-06,6.5
1977-05-09,6.4166669999999995
1977-05-10,6.375
1977-05-11,6.375
1977-05-12,6.3333330000000005
1977-05-13,6.625
1977-05-16,6.7083330000000005
1977-05-17,6.7916669999999995
1977-05-18,6.875
1977-05-19,6.6666669999999995
1977-05-20,6.625
1977-05-23,6.5
1977-05-24,6.5416669999999995
1977-05-25,6.4166669999999995
1977-05-26,6.4583330000000005
1977-05-27,6.2916669999999995
1977-05-31,6.3333330000000005
1977-06-01,6.5
1977-06-02,6.4166669999999995
1977-06-03,6.6666669999999995
1977-06-06,6.6666669999999995
1977-06-07,6.7916669999999995
1977-06-08,6.8333330000000005
1977-06-09,6.8333330000000005
1977-06-10,6.9166669999999995
1977-06-13,7.0
1977-06-14,7.2083330000000005
1977-06-15,7.1666669999999995
1977-06-16,7.3333330000000005
1977-06-17,7.25
1977-06-20,7.2916669999999995
1977-06-21,7.375
1977-06-22,7.2083330000000005
1977-06-23,7.1666669999999995
1977-06-24,7.0833330000000005
1977-06-27,7.0
1977-06-28,7.0833330000000005
1977-06-29,7.2083330000000005
1977-06-30,7.2916669999999995
1977-07-01,7.1666669999999995
1977-07-05,7.2083330000000005
1977-07-06,7.0
1977-07-07,6.9583330000000005
1977-07-08,6.9583330000000005
1977-07-11,7.2083330000000005
1977-07-12,7.0833330000000005
1977-07-13,7.1666669999999995
1977-07-15,7.25
1977-07-18,7.3333330000000005
1977-07-19,7.4583330000000005
1977-07-20,7.375
1977-07-21,7.375
1977-07-22,7.3333330000000005
1977-07-25,7.1666669999999995
1977-07-26,7.125
1977-07-27,6.875
1977-07-28,7.0
1977-07-29,7.125
1977-08-01,7.125
1977-08-02,6.875
1977-08-03,6.9166669999999995
1977-08-04,6.9583330000000005
1977-08-05,6.9166669999999995
1977-08-08,6.9583330000000005
1977-08-09,6.9166669999999995
1977-08-10,7.0416669999999995
1977-08-11,6.9583330000000005
1977-08-12,7.0
1977-08-15,7.0
1977-08-16,7.0
1977-08-17,7.0
1977-08-18,7.0833330000000005
1977-08-19,7.0833330000000005
1977-08-22,7.125
1977-08-23,7.25
1977-08-24,7.3333330000000005
1977-08-25,7.2916669999999995
1977-08-26,7.3333330000000005
1977-08-29,7.625
1977-08-30,7.75
1977-08-31,7.7083330000000005
1977-09-01,7.6666669999999995
1977-09-02,7.5833330000000005
1977-09-06,7.5416669999999995
1977-09-07,7.75
1977-09-08,7.75
1977-09-09,7.6666669999999995
1977-09-12,7.7083330000000005
1977-09-13,7.6666669999999995
1977-09-14,7.7083330000000005
1977-09-15,7.6666669999999995
1977-09-16,7.6666669999999995
1977-09-19,7.5833330000000005
1977-09-20,7.5
1977-09-21,7.25
1977-09-22,7.4166669999999995
1977-09-23,7.4166669999999995
1977-09-26,7.375
1977-09-27,7.375
1977-09-28,7.3333330000000005
1977-09-29,7.5
1977-09-30,7.5
1977-10-03,7.4166669999999995
1977-10-04,7.375
1977-10-05,7.2916669999999995
1977-10-06,7.375
1977-10-07,7.25
1977-10-10,7.0833330000000005
1977-10-11,6.9583330000000005
1977-10-12,6.875
1977-10-13,6.7916669999999995
1977-10-14,6.875
1977-10-17,6.875
1977-10-18,6.5833330000000005
1977-10-19,6.625
1977-10-20,6.5833330000000005
1977-10-21,6.7083330000000005
1977-10-24,6.625
1977-10-25,6.5416669999999995
1977-10-26,6.75
1977-10-27,6.75
1977-10-28,6.8333330000000005
1977-10-31,6.75
1977-11-01,6.5
1977-11-02,6.4166669999999995
1977-11-03,6.5
1977-11-04,6.4583330000000005
1977-11-07,6.625
1977-11-08,6.5833330000000005
1977-11-09,6.7916669999999995
1977-11-10,7.0
1977-11-11,7.0
1977-11-14,7.1666669999999995
1977-11-15,7.5416669999999995
1977-11-16,7.5416669999999995
1977-11-17,7.625
1977-11-18,7.5833330000000005
1977-11-21,7.625
1977-11-22,7.7083330000000005
1977-11-23,7.8333330000000005
1977-11-25,7.7916669999999995
1977-11-28,7.4166669999999995
1977-11-29,7.5
1977-11-30,7.625
1977-12-01,7.625
1977-12-02,7.4166669999999995
1977-12-05,7.3333330000000005
1977-12-06,7.25
1977-12-07,7.25
1977-12-08,7.4583330000000005
1977-12-09,7.4583330000000005
1977-12-12,7.3333330000000005
1977-12-13,7.25
1977-12-14,7.375
1977-12-15,7.2916669999999995
1977-12-16,7.2916669999999995
1977-12-19,7.125
1977-12-20,7.25
1977-12-21,7.1666669999999995
1977-12-22,7.25
1977-12-23,7.4166669999999995
1977-12-27,7.5
1977-12-28,7.6666669999999995
1977-12-29,7.625
1977-12-30,7.625
1978-01-03,7.5
1978-01-04,7.25
1978-01-05,7.25
1978-01-06,7.1666669999999995
1978-01-09,6.9583330000000005
1978-01-10,6.9583330000000005
1978-01-11,7.0
1978-01-12,7.0833330000000005
1978-01-13,7.0
1978-01-16,7.0416669999999995
1978-01-17,7.0416669999999995
1978-01-18,7.0
1978-01-19,7.0
1978-01-20,6.9166669999999995
1978-01-23,6.7916669999999995
1978-01-24,6.7916669999999995
1978-01-25,7.0
1978-01-26,6.9166669999999995
1978-01-27,6.8333330000000005
1978-01-30,6.9166669999999995
1978-01-31,6.9166669999999995
1978-02-01,6.9583330000000005
1978-02-02,7.2916669999999995
1978-02-03,7.1666669999999995
1978-02-06,7.0833330000000005
1978-02-07,7.125
1978-02-08,7.2083330000000005
1978-02-09,7.0833330000000005
1978-02-10,7.0833330000000005
1978-02-13,6.9166669999999995
1978-02-14,6.9166669999999995
1978-02-15,6.9583330000000005
1978-02-16,6.8333330000000005
1978-02-17,6.7083330000000005
1978-02-21,6.5833330000000005
1978-02-22,6.7083330000000005
1978-02-23,6.6666669999999995
1978-02-24,6.9166669999999995
1978-02-27,6.9166669999999995
1978-02-28,6.8333330000000005
1978-03-01,6.875
1978-03-02,6.8333330000000005
1978-03-03,6.9166669999999995
1978-03-06,6.8333330000000005
1978-03-07,6.9166669999999995
1978-03-08,6.8333330000000005
1978-03-09,6.9166669999999995
1978-03-10,6.9166669999999995
1978-03-13,6.9583330000000005
1978-03-14,6.8333330000000005
1978-03-15,6.875
1978-03-16,6.9166669999999995
1978-03-17,7.0
1978-03-20,7.0416669999999995
1978-03-21,7.0416669999999995
1978-03-22,6.9166669999999995
1978-03-23,6.7083330000000005
1978-03-27,6.7083330000000005
1978-03-28,6.7083330000000005
1978-03-29,6.875
1978-03-30,7.0
1978-03-31,7.0
1978-04-03,6.7916669999999995
1978-04-04,6.7916669999999995
1978-04-05,6.9583330000000005
1978-04-06,6.9583330000000005
1978-04-07,7.0833330000000005
1978-04-10,7.0416669999999995
1978-04-11,6.875
1978-04-12,6.9583330000000005
1978-04-13,6.9583330000000005
1978-04-14,7.0416669999999995
1978-04-17,7.125
1978-04-18,6.9166669999999995
1978-04-19,7.0833330000000005
1978-04-20,7.25
1978-04-21,7.125
1978-04-24,7.1666669999999995
1978-04-25,7.4166669999999995
1978-04-26,7.5
1978-04-27,7.4583330000000005
1978-04-28,7.5
1978-05-01,7.6666669999999995
1978-05-02,7.6666669999999995
1978-05-03,7.625
1978-05-04,7.625
1978-05-05,7.9166669999999995
1978-05-08,7.9583330000000005
1978-05-09,8.083333
1978-05-10,8.0
1978-05-11,8.083333
1978-05-12,8.25
1978-05-15,8.208333
1978-05-16,8.291667
1978-05-17,8.291667
1978-05-18,8.0
1978-05-19,7.75
1978-05-22,7.9583330000000005
1978-05-23,7.9583330000000005
1978-05-24,7.875
1978-05-25,7.625
1978-05-26,7.6666669999999995
1978-05-30,7.6666669999999995
1978-05-31,8.0
1978-06-01,8.208333
1978-06-02,8.208333
1978-06-05,8.416667
1978-06-06,8.708333
1978-06-07,8.666667
1978-06-08,8.791667
1978-06-09,8.791667
1978-06-12,8.666667
1978-06-13,8.541667
1978-06-14,8.583333
1978-06-15,8.333333
1978-06-16,8.083333
1978-06-19,8.0
1978-06-20,8.125
1978-06-21,8.083333
1978-06-22,8.166667
1978-06-23,8.166667
1978-06-26,7.9166669999999995
1978-06-27,7.6666669999999995
1978-06-28,7.7916669999999995
1978-06-29,7.6666669999999995
1978-06-30,7.7916669999999995
1978-07-03,7.7083330000000005
1978-07-05,7.6666669999999995
1978-07-06,7.75
1978-07-07,8.0
1978-07-10,7.8333330000000005
1978-07-11,7.9166669999999995
1978-07-12,8.166667
1978-07-13,8.166667
1978-07-14,8.375
1978-07-17,8.5
1978-07-18,8.458333
1978-07-19,8.375
1978-07-20,8.458333
1978-07-21,8.333333
1978-07-24,8.25
1978-07-25,8.333333
1978-07-26,8.375
1978-07-27,8.541667
1978-07-28,8.583333
1978-07-31,8.625
1978-08-01,8.708333
1978-08-02,9.125
1978-08-03,8.833333
1978-08-04,8.916667
1978-08-07,8.833333
1978-08-08,8.958333
1978-08-09,8.916667
1978-08-10,8.791667
1978-08-11,8.916667
1978-08-14,8.833333
1978-08-15,8.916667
1978-08-16,8.875
1978-08-17,8.958333
1978-08-18,8.875
1978-08-21,8.708333
1978-08-22,8.75
1978-08-23,8.666667
1978-08-24,8.75
1978-08-25,8.583333
1978-08-28,8.583333
1978-08-29,8.416667
1978-08-30,8.416667
1978-08-31,8.375
1978-09-01,8.333333
1978-09-05,8.333333
1978-09-06,8.291667
1978-09-07,8.208333
1978-09-08,8.166667
1978-09-11,8.583333
1978-09-12,8.583333
1978-09-13,8.375
1978-09-14,8.375
1978-09-15,7.9583330000000005
1978-09-18,7.9583330000000005
1978-09-19,7.8333330000000005
1978-09-20,7.7083330000000005
1978-09-21,7.9583330000000005
1978-09-22,7.875
1978-09-25,7.875
1978-09-26,8.125
1978-09-27,7.875
1978-09-28,8.0
1978-09-29,8.208333
1978-10-02,8.375
1978-10-03,8.25
1978-10-04,8.25
1978-10-05,8.333333
1978-10-06,8.291667
1978-10-09,8.25
1978-10-10,8.25
1978-10-11,8.416667
1978-10-12,8.166667
1978-10-13,8.083333
1978-10-16,8.083333
1978-10-17,7.875
1978-10-18,7.7916669999999995
1978-10-19,7.75
1978-10-20,7.75
1978-10-23,7.7083330000000005
1978-10-24,7.625
1978-10-25,7.5416669999999995
1978-10-26,7.3333330000000005
1978-10-27,7.1666669999999995
1978-10-30,7.2916669999999995
1978-10-31,7.1666669999999995
1978-11-01,7.625
1978-11-02,7.4166669999999995
1978-11-03,7.875
1978-11-06,7.6666669999999995
1978-11-07,7.5833330000000005
1978-11-08,7.5416669999999995
1978-11-09,7.6666669999999995
1978-11-10,7.5833330000000005
1978-11-13,7.5833330000000005
1978-11-14,7.6666669999999995
1978-11-15,7.75
1978-11-16,7.8333330000000005
1978-11-17,7.875
1978-11-20,7.8333330000000005
1978-11-21,7.8333330000000005
1978-11-22,7.8333330000000005
1978-11-24,7.8333330000000005
1978-11-27,7.8333330000000005
1978-11-28,7.7916669999999995
1978-11-29,7.7083330000000005
1978-11-30,8.041667
1978-12-01,8.166667
1978-12-04,8.166667
1978-12-05,8.208333
1978-12-06,8.333333
1978-12-07,8.083333
1978-12-08,7.7916669999999995
1978-12-11,7.8333330000000005
1978-12-12,7.7916669999999995
1978-12-13,7.875
1978-12-14,7.8333330000000005
1978-12-15,7.7916669999999995
1978-12-18,7.625
1978-12-19,7.75
1978-12-20,7.8333330000000005
1978-12-21,7.8333330000000005
1978-12-22,7.9583330000000005
1978-12-26,8.125
1978-12-27,7.9166669999999995
1978-12-28,7.875
1978-12-29,7.875
1979-01-02,7.9583330000000005
1979-01-03,7.9583330000000005
1979-01-04,8.333333
1979-01-05,8.25
1979-01-08,8.166667
1979-01-09,8.083333
1979-01-10,8.166667
1979-01-11,8.208333
1979-01-12,8.333333
1979-01-15,8.458333
1979-01-16,8.458333
1979-01-17,8.333333
1979-01-18,8.375
1979-01-19,8.333333
1979-01-22,8.291667
1979-01-23,8.25
1979-01-24,8.208333
1979-01-25,8.166667
1979-01-26,8.166667
1979-01-29,8.083333
1979-01-30,8.0
1979-01-31,7.5
1979-02-01,7.375
1979-02-02,7.375
1979-02-05,7.25
1979-02-06,7.5
1979-02-07,7.5416669999999995
1979-02-08,7.6666669999999995
1979-02-09,7.6666669999999995
1979-02-12,7.6666669999999995
1979-02-13,7.6666669999999995
1979-02-14,7.5
1979-02-15,7.625
1979-02-16,7.4583330000000005
1979-02-20,7.5416669999999995
1979-02-21,7.5
1979-02-22,7.5
1979-02-23,7.5416669999999995
1979-02-26,7.5
1979-02-27,7.4166669999999995
1979-02-28,7.4583330000000005
1979-03-01,7.625
1979-03-02,7.5416669999999995
1979-03-05,7.5416669999999995
1979-03-06,7.5416669999999995
1979-03-07,7.5833330000000005
1979-03-08,7.5833330000000005
1979-03-09,7.625
