Date,HP
1981-09-21,8.40625
1981-09-22,8.40625
1981-09-23,8.40625
1981-09-24,8.21875
1981-09-25,7.96875
1981-09-28,8.5
1981-09-29,8.3125
1981-09-30,8.21875
1981-10-01,8.21875
1981-10-02,8.9375
1981-10-05,9.03125
1981-10-06,9.59375
1981-10-07,9.75
1981-10-08,9.84375
1981-10-09,9.65625
1981-10-12,9.34375
1981-10-13,9.125
1981-10-14,9.03125
1981-10-15,8.84375
1981-10-16,9.125
1981-10-19,9.25
1981-10-20,9.4375
1981-10-21,9.625
1981-10-22,9.65625
1981-10-23,9.65625
1981-10-26,9.75
1981-10-27,9.9375
1981-10-28,9.75
1981-10-29,9.625
1981-10-30,9.53125
1981-11-02,10.3125
1981-11-03,10.625
1981-11-04,10.375
1981-11-05,9.96875
1981-11-06,10.125
1981-11-09,9.9375
1981-11-10,9.625
1981-11-11,9.53125
1981-11-12,9.53125
1981-11-13,9.25
1981-11-16,8.84375
1981-11-17,9.21875
1981-11-18,8.84375
1981-11-19,9.125
1981-11-20,9.59375
1981-11-23,9.4375
1981-11-24,9.625
1981-11-25,9.5
1981-11-27,9.75
1981-11-30,9.75
1981-12-01,9.71875
1981-12-02,9.53125
1981-12-03,9.34375
1981-12-04,9.21875
1981-12-07,9.4375
1981-12-08,9.34375
1981-12-09,9.3125
1981-12-10,9.34375
1981-12-11,9.3125
1981-12-14,9.03125
1981-12-15,8.90625
1981-12-16,8.90625
1981-12-17,8.9375
1981-12-18,8.8125
1981-12-21,8.78125
1981-12-22,8.40625
1981-12-23,8.71875
1981-12-24,8.8125
1981-12-28,9.125
1981-12-29,9.1875
1981-12-30,9.0
1981-12-31,9.1875
1982-01-04,9.21875
1982-01-05,8.71875
1982-01-06,8.375
1982-01-07,8.21875
1982-01-08,8.0
1982-01-11,7.75
1982-01-12,7.875
1982-01-13,7.59375
1982-01-14,8.0
1982-01-15,8.0
1982-01-18,7.75
1982-01-19,7.75
1982-01-20,7.375
1982-01-21,7.375
1982-01-22,7.375
1982-01-25,7.15625
1982-01-26,7.25
1982-01-27,7.1875
1982-01-28,7.59375
1982-01-29,7.59375
1982-02-01,7.375
1982-02-02,7.5
1982-02-03,7.375
1982-02-04,7.1875
1982-02-05,7.1875
1982-02-08,7.09375
1982-02-09,7.0625
1982-02-10,7.03125
1982-02-11,7.28125
1982-02-12,7.28125
1982-02-16,7.34375
1982-02-17,7.34375
1982-02-18,7.28125
1982-02-19,7.1875
1982-02-22,7.1875
1982-02-23,6.875
1982-02-24,6.875
1982-02-25,6.875
1982-02-26,6.78125
1982-03-01,6.125
1982-03-02,6.21875
1982-03-03,5.84375
1982-03-04,5.71875
1982-03-05,5.59375
1982-03-08,5.625
1982-03-09,5.53125
1982-03-10,5.4375
1982-03-11,5.53125
1982-03-12,5.40625
1982-03-15,5.53125
1982-03-16,5.625
1982-03-17,5.84375
1982-03-18,6.0625
1982-03-19,6.125
1982-03-22,6.25
1982-03-23,6.34375
1982-03-24,6.34375
1982-03-25,6.25
1982-03-26,6.25
1982-03-29,6.125
1982-03-30,5.9375
1982-03-31,5.96875
1982-04-01,5.75
1982-04-02,6.375
1982-04-05,6.375
1982-04-06,6.03125
1982-04-07,6.25
1982-04-08,6.375
1982-04-12,6.25
1982-04-13,6.25
1982-04-14,6.15625
1982-04-15,6.125
1982-04-16,6.15625
1982-04-19,6.125
1982-04-20,5.9375
1982-04-21,5.90625
1982-04-22,6.0625
1982-04-23,6.0625
1982-04-26,6.15625
1982-04-27,5.96875
1982-04-28,5.625
1982-04-29,5.65625
1982-04-30,5.4375
1982-05-03,5.34375
1982-05-04,5.125
1982-05-05,5.0
1982-05-06,5.25
1982-05-07,5.84375
1982-05-10,5.90625
1982-05-11,5.84375
1982-05-12,5.96875
1982-05-13,5.8125
1982-05-14,5.65625
1982-05-17,5.5
1982-05-18,5.53125
1982-05-19,5.5
1982-05-20,5.40625
1982-05-21,5.34375
1982-05-24,5.1875
1982-05-25,5.0
1982-05-26,4.8125
1982-05-27,4.71875
1982-05-28,4.71875
1982-06-01,4.875
1982-06-02,4.8125
1982-06-03,4.5
1982-06-04,4.3125
1982-06-07,4.375
1982-06-08,4.3125
1982-06-09,4.28125
1982-06-10,4.21875
1982-06-11,4.5
1982-06-14,4.21875
1982-06-15,4.21875
1982-06-16,4.09375
1982-06-17,4.0
1982-06-18,4.3125
1982-06-21,4.1875
1982-06-22,4.09375
1982-06-23,4.46875
1982-06-24,4.53125
1982-06-25,4.46875
1982-06-28,4.3125
1982-06-29,4.3125
1982-06-30,4.21875
1982-07-01,3.96875
1982-07-02,4.0
1982-07-06,4.1875
1982-07-07,4.21875
1982-07-08,4.15625
1982-07-09,4.09375
1982-07-12,3.875
1982-07-13,3.78125
1982-07-14,3.875
1982-07-15,3.875
1982-07-16,3.875
1982-07-19,3.59375
1982-07-20,3.5
1982-07-21,3.59375
1982-07-22,3.5625
1982-07-23,3.5625
1982-07-26,3.6875
1982-07-27,3.78125
1982-07-28,3.90625
1982-07-29,4.09375
1982-07-30,4.0
1982-08-02,4.09375
1982-08-03,3.78125
1982-08-04,3.5625
1982-08-05,3.5
1982-08-06,3.5
1982-08-09,3.90625
1982-08-10,3.59375
1982-08-11,3.5625
1982-08-12,3.5
1982-08-13,3.59375
1982-08-16,3.5
1982-08-17,3.6875
1982-08-18,3.59375
1982-08-19,3.65625
1982-08-20,3.6875
1982-08-23,4.09375
1982-08-24,4.21875
1982-08-25,4.40625
1982-08-26,4.46875
1982-08-27,4.3125
1982-08-30,4.21875
1982-08-31,4.3125
1982-09-01,4.0
1982-09-02,4.21875
1982-09-03,4.21875
1982-09-07,4.0
1982-09-08,3.90625
1982-09-09,4.0625
1982-09-10,4.0
1982-09-13,4.375
1982-09-14,4.40625
1982-09-15,4.625
1982-09-16,4.40625
1982-09-17,4.375
1982-09-20,4.21875
1982-09-21,4.375
1982-09-22,4.40625
1982-09-23,4.28125
1982-09-24,4.3125
1982-09-27,4.1875
1982-09-28,4.1875
1982-09-29,4.0
1982-09-30,3.96875
1982-10-01,4.09375
1982-10-04,4.1875
1982-10-05,4.09375
1982-10-06,4.21875
1982-10-07,4.21875
1982-10-08,4.21875
1982-10-11,4.3125
1982-10-12,4.5
1982-10-13,5.1875
1982-10-14,5.09375
1982-10-15,4.9375
1982-10-18,5.1875
1982-10-19,4.9375
1982-10-20,5.125
1982-10-21,4.9375
1982-10-22,4.90625
1982-10-25,4.5
1982-10-26,4.625
1982-10-27,4.6875
1982-10-28,4.6875
1982-10-29,4.625
1982-11-01,4.9375
1982-11-02,4.875
1982-11-03,5.1875
1982-11-04,5.21875
1982-11-05,5.21875
1982-11-08,4.90625
1982-11-09,5.21875
1982-11-10,5.03125
1982-11-11,4.9375
1982-11-12,4.6875
1982-11-15,4.71875
1982-11-16,4.5
1982-11-17,4.53125
1982-11-18,4.5
1982-11-19,4.5
1982-11-22,4.5
1982-11-23,4.625
1982-11-24,4.5
1982-11-26,4.40625
1982-11-29,4.3125
1982-11-30,4.40625
1982-12-01,4.3125
1982-12-02,4.28125
1982-12-03,4.28125
1982-12-06,4.3125
1982-12-07,4.40625
1982-12-08,4.8125
1982-12-09,4.9375
1982-12-10,4.875
1982-12-13,4.71875
1982-12-14,4.53125
1982-12-15,4.53125
1982-12-16,4.8125
1982-12-17,4.90625
1982-12-20,4.71875
1982-12-21,4.625
1982-12-22,4.6875
1982-12-23,4.6875
1982-12-27,4.8125
1982-12-28,4.71875
1982-12-29,4.71875
1982-12-30,4.71875
1982-12-31,4.875
1983-01-03,4.71875
1983-01-04,5.03125
1983-01-05,5.0
1983-01-06,5.3125
1983-01-07,5.125
1983-01-10,5.59375
1983-01-11,5.59375
1983-01-12,5.4375
1983-01-13,5.4375
1983-01-14,5.5
1983-01-17,5.625
1983-01-18,5.625
1983-01-19,5.5
1983-01-20,5.96875
1983-01-21,5.75
1983-01-24,5.53125
1983-01-25,5.59375
1983-01-26,5.21875
1983-01-27,5.34375
1983-01-28,5.4375
1983-01-31,5.3125
1983-02-01,5.125
1983-02-02,4.78125
1983-02-03,4.9375
1983-02-04,5.21875
1983-02-07,5.34375
1983-02-08,5.25
1983-02-09,5.09375
1983-02-10,5.1875
1983-02-11,5.1875
1983-02-14,5.1875
1983-02-15,5.125
1983-02-16,5.125
1983-02-17,5.125
1983-02-18,5.25
1983-02-22,5.03125
1983-02-23,5.0
1983-02-24,5.0
1983-02-25,4.875
1983-02-28,4.40625
1983-03-01,4.375
1983-03-02,4.71875
1983-03-03,4.59375
1983-03-04,4.46875
1983-03-07,4.6875
1983-03-08,4.53125
1983-03-09,4.6875
1983-03-10,4.625
1983-03-11,4.5
1983-03-14,4.625
1983-03-15,4.625
1983-03-16,4.3125
1983-03-17,4.21875
1983-03-18,4.1875
1983-03-21,4.3125
1983-03-22,4.15625
1983-03-23,4.1875
1983-03-24,4.28125
1983-03-25,4.375
1983-03-28,4.3125
1983-03-29,4.15625
1983-03-30,4.21875
1983-03-31,4.5
1983-04-04,4.625
1983-04-05,4.46875
1983-04-06,4.375
1983-04-07,4.3125
1983-04-08,4.5
1983-04-11,4.5
1983-04-12,4.5
1983-04-13,4.5
1983-04-14,4.375
1983-04-15,4.53125
1983-04-18,4.53125
1983-04-19,4.46875
1983-04-20,4.6875
1983-04-21,4.6875
1983-04-22,4.78125
1983-04-25,4.6875
1983-04-26,4.9375
1983-04-27,4.875
1983-04-28,5.03125
1983-04-29,4.90625
1983-05-02,4.8125
1983-05-03,5.03125
1983-05-04,5.03125
1983-05-05,5.0
1983-05-06,5.125
1983-05-09,4.9375
1983-05-10,4.875
1983-05-11,4.9375
1983-05-12,4.9375
1983-05-13,5.09375
1983-05-16,5.09375
1983-05-17,5.21875
1983-05-18,5.125
1983-05-19,4.9375
1983-05-20,4.9375
1983-05-23,5.3125
1983-05-24,5.65625
1983-05-25,5.53125
1983-05-26,5.34375
1983-05-27,5.3125
1983-05-31,5.0
1983-06-01,4.9375
1983-06-02,5.0
1983-06-03,5.1875
1983-06-06,5.1875
1983-06-07,5.3125
1983-06-08,5.3125
1983-06-09,5.3125
1983-06-10,5.4375
1983-06-13,5.34375
1983-06-14,5.4375
1983-06-15,5.59375
1983-06-16,5.53125
1983-06-17,5.75
1983-06-20,5.84375
1983-06-21,5.9375
1983-06-22,6.0625
1983-06-23,6.125
1983-06-24,6.15625
1983-06-27,6.03125
1983-06-28,5.625
1983-06-29,5.8125
1983-06-30,5.9375
1983-07-01,6.125
1983-07-05,6.15625
1983-07-06,6.5625
1983-07-07,6.4375
1983-07-08,6.34375
1983-07-11,6.34375
1983-07-12,6.3125
1983-07-13,6.21875
1983-07-14,6.34375
1983-07-15,6.21875
1983-07-18,6.0625
1983-07-19,6.125
1983-07-20,6.15625
1983-07-21,6.15625
1983-07-22,6.125
1983-07-25,6.15625
1983-07-26,6.34375
1983-07-27,6.21875
1983-07-28,6.125
1983-07-29,5.84375
1983-08-01,5.75
1983-08-02,5.65625
1983-08-03,5.75
1983-08-04,5.90625
1983-08-05,6.03125
1983-08-08,5.9375
1983-08-09,5.84375
1983-08-10,5.84375
1983-08-11,5.9375
1983-08-12,6.25
1983-08-15,6.46875
1983-08-16,6.46875
1983-08-17,6.6875
1983-08-18,6.78125
1983-08-19,6.96875
1983-08-22,6.9375
1983-08-23,6.75
1983-08-24,6.6875
1983-08-25,6.75
1983-08-26,6.65625
1983-08-29,6.375
1983-08-30,6.25
1983-08-31,6.34375
1983-09-01,6.25
1983-09-02,6.25
1983-09-06,6.34375
1983-09-07,6.4375
1983-09-08,6.375
1983-09-09,6.34375
1983-09-12,6.125
1983-09-13,6.0625
1983-09-14,6.0625
1983-09-15,5.90625
1983-09-16,5.90625
1983-09-19,5.96875
1983-09-20,6.03125
1983-09-21,6.03125
1983-09-22,6.125
1983-09-23,6.03125
1983-09-26,5.84375
1983-09-27,5.84375
1983-09-28,5.84375
1983-09-29,5.96875
1983-09-30,5.90625
1983-10-03,5.84375
1983-10-04,5.84375
1983-10-05,5.9375
1983-10-06,5.9375
1983-10-07,5.9375
1983-10-10,6.0625
1983-10-11,5.96875
1983-10-12,5.96875
1983-10-13,5.96875
1983-10-14,5.9375
1983-10-17,5.75
1983-10-18,5.84375
1983-10-19,5.65625
1983-10-20,5.71875
1983-10-21,5.96875
1983-10-24,6.0625
1983-10-25,6.0625
1983-10-26,5.75
1983-10-27,5.53125
1983-10-28,5.4375
1983-10-31,5.21875
1983-11-01,5.1875
1983-11-02,5.125
1983-11-03,5.34375
1983-11-04,5.34375
1983-11-07,5.34375
1983-11-08,5.21875
1983-11-09,5.34375
1983-11-10,5.25
1983-11-11,5.3125
1983-11-14,5.25
1983-11-15,5.21875
1983-11-16,5.125
1983-11-17,5.0
1983-11-18,4.9375
1983-11-21,4.8125
1983-11-22,4.90625
1983-11-23,4.8125
1983-11-25,4.9375
1983-11-28,4.9375
1983-11-29,5.09375
1983-11-30,5.03125
1983-12-01,5.0
1983-12-02,5.09375
1983-12-05,5.03125
1983-12-06,5.0
1983-12-07,4.9375
1983-12-08,4.9375
1983-12-09,4.9375
1983-12-12,5.0
1983-12-13,4.9375
1983-12-14,4.90625
1983-12-15,4.875
1983-12-16,4.875
1983-12-19,4.875
1983-12-20,4.90625
1983-12-21,4.9375
1983-12-22,4.8125
1983-12-23,4.875
1983-12-27,4.9375
1983-12-28,5.03125
1983-12-29,5.03125
1983-12-30,5.03125
1984-01-03,4.90625
1984-01-04,4.8125
1984-01-05,5.125
1984-01-06,5.34375
1984-01-09,5.34375
1984-01-10,5.1875
1984-01-11,5.5
1984-01-12,6.375
1984-01-13,6.03125
1984-01-16,5.90625
1984-01-17,5.9375
1984-01-18,5.96875
1984-01-19,6.0625
1984-01-20,5.9375
1984-01-23,5.65625
1984-01-24,5.9375
1984-01-25,5.9375
1984-01-26,5.90625
1984-01-27,5.96875
1984-01-30,5.9375
1984-01-31,5.8125
1984-02-01,5.4375
1984-02-02,5.75
1984-02-03,5.75
1984-02-06,5.65625
1984-02-07,5.65625
1984-02-08,5.40625
1984-02-09,5.03125
1984-02-10,5.03125
1984-02-13,5.125
1984-02-14,5.40625
1984-02-15,5.53125
1984-02-16,5.65625
1984-02-17,5.71875
1984-02-21,5.65625
1984-02-22,5.65625
1984-02-23,5.71875
1984-02-24,5.71875
1984-02-27,5.625
1984-02-28,5.65625
1984-02-29,5.625
1984-03-01,5.65625
1984-03-02,5.75
1984-03-05,5.65625
1984-03-06,5.4375
1984-03-07,5.21875
1984-03-08,5.34375
1984-03-09,5.40625
1984-03-12,5.53125
1984-03-13,5.71875
1984-03-14,5.75
1984-03-15,5.84375
1984-03-16,5.8125
1984-03-19,5.53125
1984-03-20,5.625
1984-03-21,5.8125
1984-03-22,5.84375
1984-03-23,5.8125
1984-03-26,5.8125
1984-03-27,5.75
1984-03-28,5.8125
1984-03-29,5.84375
1984-03-30,5.8125
1984-04-02,5.8125
1984-04-03,5.84375
1984-04-04,6.0625
1984-04-05,5.9375
1984-04-06,5.8125
1984-04-09,5.65625
1984-04-10,5.65625
1984-04-11,5.71875
1984-04-12,5.8125
1984-04-13,5.65625
1984-04-16,5.53125
1984-04-17,5.65625
1984-04-18,5.65625
1984-04-19,5.65625
1984-04-23,5.75
1984-04-24,5.8125
1984-04-25,5.8125
1984-04-26,5.84375
1984-04-27,5.96875
1984-04-30,5.96875
1984-05-01,6.0625
1984-05-02,6.25
1984-05-03,6.25
1984-05-04,6.25
1984-05-07,6.125
1984-05-08,6.0625
1984-05-09,6.125
1984-05-10,6.03125
1984-05-11,5.84375
1984-05-14,5.8125
1984-05-15,5.8125
1984-05-16,5.84375
1984-05-17,5.84375
1984-05-18,5.84375
1984-05-21,5.53125
1984-05-22,5.53125
1984-05-23,5.65625
1984-05-24,5.625
1984-05-25,5.65625
1984-05-29,5.71875
1984-05-30,5.625
1984-05-31,5.65625
1984-06-01,5.53125
1984-06-04,5.53125
1984-06-05,5.4375
1984-06-06,5.59375
1984-06-07,5.53125
1984-06-08,5.65625
1984-06-11,5.53125
1984-06-12,5.59375
1984-06-13,5.53125
1984-06-14,5.53125
1984-06-15,5.53125
1984-06-18,5.59375
1984-06-19,5.53125
1984-06-20,5.34375
1984-06-21,5.25
1984-06-22,5.21875
1984-06-25,5.03125
1984-06-26,5.09375
1984-06-27,5.0
1984-06-28,5.03125
1984-06-29,5.03125
1984-07-02,4.875
1984-07-03,5.0
1984-07-05,5.0
1984-07-06,4.9375
1984-07-09,4.9375
1984-07-10,5.03125
1984-07-11,4.90625
1984-07-12,5.0
1984-07-13,5.03125
1984-07-16,4.9375
1984-07-17,5.03125
1984-07-18,4.9375
1984-07-19,4.9375
1984-07-20,4.875
1984-07-23,4.8125
1984-07-24,4.71875
1984-07-25,4.53125
1984-07-26,4.53125
1984-07-27,4.59375
1984-07-30,4.71875
1984-07-31,4.59375
1984-08-01,4.6875
1984-08-02,4.8125
1984-08-03,4.90625
1984-08-06,5.3125
1984-08-07,5.125
1984-08-08,5.21875
1984-08-09,5.34375
1984-08-10,5.5
1984-08-13,5.5
1984-08-14,5.53125
1984-08-15,5.5
1984-08-16,5.625
1984-08-17,5.53125
1984-08-20,5.4375
1984-08-21,5.4375
1984-08-22,5.40625
1984-08-23,5.4375
1984-08-24,5.34375
1984-08-27,5.4375
1984-08-28,5.4375
1984-08-29,5.59375
1984-08-30,5.65625
1984-08-31,5.5
1984-09-04,5.5
1984-09-05,5.625
1984-09-06,5.65625
1984-09-07,5.65625
1984-09-10,5.59375
1984-09-11,5.53125
1984-09-12,5.4375
1984-09-13,5.53125
1984-09-14,5.71875
1984-09-17,5.75
1984-09-18,5.75
1984-09-19,5.84375
1984-09-20,5.9375
1984-09-21,5.90625
1984-09-24,5.90625
1984-09-25,5.84375
1984-09-26,5.84375
1984-09-27,5.9375
1984-09-28,5.8125
1984-10-01,5.90625
1984-10-02,5.90625
1984-10-03,5.90625
1984-10-04,5.9375
1984-10-05,6.03125
1984-10-08,5.71875
1984-10-09,5.75
1984-10-10,5.65625
1984-10-11,5.65625
1984-10-12,5.65625
1984-10-15,5.59375
1984-10-16,5.4375
1984-10-17,5.125
1984-10-18,5.0
1984-10-19,4.9375
1984-10-22,5.0
1984-10-23,5.0
1984-10-24,4.9375
1984-10-25,5.0
1984-10-26,5.0
1984-10-29,4.875
1984-10-30,4.875
1984-10-31,4.9375
1984-11-01,5.0
1984-11-02,5.0
1984-11-05,4.9375
1984-11-06,5.03125
1984-11-07,5.03125
1984-11-08,5.09375
1984-11-09,5.03125
1984-11-12,5.03125
1984-11-13,4.9375
1984-11-14,4.90625
1984-11-15,4.9375
1984-11-16,4.90625
1984-11-19,4.8125
1984-11-20,4.875
1984-11-21,4.90625
1984-11-23,4.9375
1984-11-26,4.6875
1984-11-27,4.53125
1984-11-28,4.625
1984-11-29,4.5
1984-11-30,4.625
1984-12-03,4.71875
1984-12-04,4.9375
1984-12-05,5.03125
1984-12-06,5.21875
1984-12-07,5.21875
1984-12-10,5.21875
1984-12-11,5.0
1984-12-12,4.9375
1984-12-13,4.875
1984-12-14,4.875
1984-12-17,4.90625
1984-12-18,4.78125
1984-12-19,4.71875
1984-12-20,4.6875
1984-12-21,4.71875
1984-12-24,4.8125
1984-12-26,5.0
1984-12-27,4.8125
1984-12-28,4.875
1984-12-31,5.0
1985-01-02,4.8125
1985-01-03,4.8125
1985-01-04,4.90625
1985-01-07,4.9375
1985-01-08,4.90625
1985-01-09,4.9375
1985-01-10,4.8125
1985-01-11,5.0
1985-01-14,4.9375
1985-01-15,5.0
1985-01-16,4.78125
1985-01-17,4.71875
1985-01-18,4.71875
1985-01-21,4.90625
1985-01-22,4.8125
1985-01-23,5.0
1985-01-24,4.90625
1985-01-25,4.9375
1985-01-28,5.0
1985-01-29,4.90625
1985-01-30,5.09375
1985-01-31,5.25
1985-02-01,5.3125
1985-02-04,5.3125
1985-02-05,5.34375
1985-02-06,5.21875
1985-02-07,5.1875
1985-02-08,5.125
1985-02-11,5.09375
1985-02-12,5.03125
1985-02-13,5.125
1985-02-14,5.25
1985-02-15,5.21875
1985-02-19,5.25
1985-02-20,5.3125
1985-02-21,5.1875
1985-02-22,5.1875
1985-02-25,5.1875
1985-02-26,5.125
1985-02-27,5.03125
1985-02-28,5.03125
1985-03-01,5.0
1985-03-04,5.0
1985-03-05,4.9375
1985-03-06,5.09375
1985-03-07,5.09375
1985-03-08,5.0
1985-03-11,5.03125
1985-03-12,4.9375
1985-03-13,5.0
1985-03-14,5.03125
1985-03-15,5.125
1985-03-18,5.21875
1985-03-19,5.25
1985-03-20,5.40625
1985-03-21,5.40625
1985-03-22,5.5
1985-03-25,5.5
1985-03-26,5.84375
1985-03-27,6.125
1985-03-28,6.03125
1985-03-29,6.15625
1985-04-01,6.0625
1985-04-02,5.9375
1985-04-03,5.75
1985-04-04,5.75
1985-04-08,5.5
1985-04-09,5.59375
1985-04-10,5.53125
1985-04-11,5.40625
1985-04-12,5.4375
1985-04-15,5.5
1985-04-16,5.59375
1985-04-17,5.75
1985-04-18,5.71875
1985-04-19,5.75
1985-04-22,5.65625
1985-04-23,5.65625
1985-04-24,5.625
1985-04-25,5.59375
1985-04-26,5.53125
1985-04-29,5.5
1985-04-30,5.53125
1985-05-01,5.5
1985-05-02,5.4375
1985-05-03,5.5
1985-05-06,5.625
1985-05-07,5.53125
1985-05-08,5.5
1985-05-09,5.4375
1985-05-10,5.5
1985-05-13,5.4375
1985-05-14,5.34375
1985-05-15,5.1875
1985-05-16,5.125
1985-05-17,5.21875
1985-05-20,5.3125
1985-05-21,5.34375
1985-05-22,5.34375
1985-05-23,5.21875
1985-05-24,5.3125
1985-05-28,5.1875
1985-05-29,5.125
1985-05-30,5.03125
1985-05-31,5.0
1985-06-03,4.9375
1985-06-04,5.0
1985-06-05,4.9375
1985-06-06,4.9375
1985-06-07,4.9375
1985-06-10,4.875
1985-06-11,4.90625
1985-06-12,4.78125
1985-06-13,4.71875
1985-06-14,4.8125
1985-06-17,4.8125
1985-06-18,4.8125
1985-06-19,4.875
1985-06-20,4.71875
1985-06-21,4.8125
1985-06-24,4.78125
1985-06-25,4.8125
1985-06-26,4.875
1985-06-27,4.8125
1985-06-28,5.03125
1985-07-01,4.9375
1985-07-02,4.9375
1985-07-03,5.03125
