Date,OA
2013-05-02,34.6217
2013-05-03,34.0019
2013-05-06,33.876098999999996
2013-05-07,34.220901
2013-05-08,34.290797999999995
2013-05-09,34.1744
2013-05-10,34.0905
2013-05-13,35.017799
2013-05-14,35.712101000000004
2013-05-15,36.0569
2013-05-16,35.954399
2013-05-17,36.243301
2013-05-20,36.438999
2013-05-21,36.136101000000004
2013-05-22,35.5536
2013-05-23,35.912399
2013-05-24,36.224602000000004
2013-05-28,36.737202
2013-05-29,36.5508
2013-05-30,36.867699
2013-05-31,36.5881
2013-06-03,36.672001
2013-06-04,36.364399
2013-06-05,35.772597999999995
2013-06-06,36.630001
2013-06-07,37.156601
2013-06-10,37.175201
2013-06-11,36.9702
2013-06-12,36.779099
2013-06-13,37.226501
2013-06-14,37.0354
2013-06-17,37.207802
2013-06-18,37.603901
2013-06-19,37.119301
2013-06-20,36.6021
2013-06-21,36.862999
2013-06-24,36.704601000000004
2013-06-25,36.699902
2013-06-26,37.342999
2013-06-27,38.181702
2013-06-28,38.3634
2013-07-01,39.090302
2013-07-02,38.4939
2013-07-03,38.9133
2013-07-05,39.635502
2013-07-08,39.751999
2013-07-09,39.9571
2013-07-10,40.4603
2013-07-11,41.014801
2013-07-12,41.177898
2013-07-15,41.191897999999995
2013-07-16,41.042801000000004
2013-07-17,41.746399
2013-07-18,42.175098
2013-07-19,42.916
2013-07-22,42.445301
2013-07-23,43.125702000000004
2013-07-24,42.8787
2013-07-25,42.888
2013-07-26,42.8228
2013-07-29,42.650397999999996
2013-07-30,42.7715
2013-07-31,43.381901
2013-08-01,44.425701000000004
2013-08-02,45.404301000000004
2013-08-05,44.901001
2013-08-06,45.180599
2013-08-07,45.2878
2013-08-08,46.023998
2013-08-09,46.3176
2013-08-12,46.597099
2013-08-13,46.8255
2013-08-14,46.620399
2013-08-15,45.833
2013-08-16,45.860901
2013-08-19,46.000702000000004
2013-08-20,46.760201
2013-08-21,46.135799
2013-08-22,46.611098999999996
2013-08-23,46.886101000000004
2013-08-26,47.328701
2013-08-27,45.651199
2013-08-28,45.693199
2013-08-29,46.075298
2013-08-30,45.087399
2013-09-03,44.961601
2013-09-04,45.2971
2013-09-05,45.823601000000004
2013-09-06,44.663399
2013-09-09,45.045502
2013-09-10,45.2971
2013-09-11,45.059399
2013-09-12,44.8591
2013-09-13,45.1992
2013-09-16,45.986698
2013-09-17,46.103199
2013-09-18,46.023998
2013-09-19,45.7957
2013-09-20,44.546902
2013-09-23,44.341801000000004
2013-09-24,45.2924
2013-09-25,45.2645
2013-09-26,45.814301
2013-09-27,45.7724
2013-09-30,45.460201
2013-10-01,45.972698
2013-10-02,44.989498
2013-10-03,44.956902
2013-10-04,45.846901
2013-10-07,45.418201
2013-10-08,45.2924
2013-10-09,45.2225
2013-10-10,46.979198
2013-10-11,47.132999
2013-10-14,47.319401
2013-10-15,46.7882
2013-10-16,47.128399
2013-10-17,48.316601
2013-10-18,48.572899
2013-10-21,48.2374
2013-10-22,49.872898
2013-10-23,50.842201
2013-10-24,50.911999
2013-10-25,51.159
2013-10-28,51.1777
2013-10-29,51.382702
2013-10-30,51.023899
2013-10-31,50.730301000000004
2013-11-01,50.995899
2013-11-04,51.5597
2013-11-05,51.755501
2013-11-06,52.1236
2013-11-07,52.263401
2013-11-08,53.656601
2013-11-11,53.386398
2013-11-12,53.0881
2013-11-13,54.215801
2013-11-14,54.616501
2013-11-15,54.364899
2013-11-18,54.5513
2013-11-19,54.528
2013-11-20,54.062
2013-11-21,55.185001
2013-11-22,55.846699
2013-11-25,55.623001
2013-11-26,55.9492
2013-11-27,56.279999
2013-11-29,56.4897
2013-12-02,57.0536
2013-12-03,56.098301
2013-12-04,55.217602
2013-12-05,55.217602
2013-12-06,56.4664
2013-12-09,56.266102000000004
2013-12-10,56.0005
2013-12-11,55.0312
2013-12-12,55.846699
2013-12-13,56.349899
2013-12-16,57.305199
2013-12-17,56.4571
2013-12-18,56.643501
2013-12-19,56.089001
2013-12-20,56.4944
2013-12-23,56.550301
2013-12-24,57.048901
2013-12-26,56.979
2013-12-27,56.871798999999996
2013-12-30,56.601601
2013-12-31,56.699402
2014-01-02,55.930599
2014-01-03,56.121601
2014-01-06,56.098301
2014-01-07,56.293999
2014-01-08,56.177502000000004
2014-01-09,58.3629
2014-01-10,63.3209
2014-01-13,62.076698
2014-01-14,59.896
2014-01-15,59.513901000000004
2014-01-16,60.324699
2014-01-17,60.655499
2014-01-21,61.102798
2014-01-22,62.319
2014-01-23,62.155899
2014-01-24,60.771999
2014-01-27,60.431801
2014-01-28,60.7673
2014-01-29,61.028301
2014-01-30,63.665699
2014-01-31,66.960098
2014-02-03,64.187599
2014-02-04,63.679699
2014-02-05,63.712299
2014-02-06,64.094398
2014-02-07,64.858597
2014-02-10,63.190399
2014-02-11,63.833401
2014-02-12,64.187599
2014-02-13,62.146599
2014-02-14,60.762699
2014-02-18,61.200699
2014-02-19,60.3573
2014-02-20,60.702099
2014-02-21,62.2957
2014-02-24,63.535198
2014-02-25,62.2258
2014-02-26,62.211899
2014-02-27,62.267799
2014-02-28,62.8083
2014-03-03,64.397301
2014-03-04,64.546402
2014-03-05,64.001198
2014-03-06,63.898701
2014-03-07,64.858597
2014-03-10,63.507301
2014-03-11,62.146599
2014-03-12,62.090697999999996
2014-03-13,62.8922
2014-03-14,62.211899
2014-03-17,63.623699
2014-03-18,64.374001
2014-03-19,64.2342
2014-03-20,63.535198
2014-03-21,63.660999
2014-03-24,63.656399
2014-03-25,64.527702
2014-03-26,64.779404
2014-03-27,65.012299
2014-03-28,64.648903
2014-03-31,66.237801
2014-04-01,66.368301
2014-04-02,67.029999
2014-04-03,67.416801
2014-04-04,66.060799
2014-04-07,64.537003
2014-04-08,63.181098999999996
2014-04-09,65.45970200000001
2014-04-10,64.196899
2014-04-11,62.771
2014-04-14,63.418701
2014-04-15,63.204399
2014-04-16,64.173599
2014-04-17,64.844597
2014-04-21,65.660004
2014-04-22,65.660004
2014-04-23,65.990898
2014-04-24,65.767197
2014-04-25,64.709503
2014-04-28,64.686203
2014-04-29,69.066299
2014-04-30,67.2024
2014-05-01,68.441902
2014-05-02,70.343102
2014-05-05,72.9991
2014-05-06,71.391502
2014-05-07,71.56390400000001
2014-05-08,69.90969799999999
2014-05-09,70.170601
2014-05-12,70.1008
2014-05-13,69.904999
2014-05-14,68.921799
2014-05-15,62.482101
2014-05-16,63.125198
2014-05-19,61.3358
2014-05-20,57.859699
2014-05-21,56.0051
2014-05-22,57.9109
2014-05-23,58.591301
2014-05-27,59.075901
2014-05-28,57.4589
2014-05-29,58.8708
2014-05-30,58.8475
2014-06-02,60.3992
2014-06-03,60.4179
2014-06-04,61.368401
2014-06-05,62.435501
2014-06-06,63.101898
2014-06-09,64.392601
2014-06-10,64.55100300000001
2014-06-11,64.3274
2014-06-12,63.875401000000004
2014-06-13,64.103699
2014-06-16,63.926601
2014-06-17,63.376801
2014-06-18,63.642399
2014-06-19,63.386101000000004
2014-06-20,62.067402
2014-06-23,62.2258
2014-06-24,62.519402
2014-06-25,63.684298999999996
2014-06-26,63.619099
2014-06-27,63.651699
2014-06-30,62.402901
2014-07-01,63.511902
2014-07-02,62.924801
2014-07-03,63.497898
2014-07-07,62.7244
2014-07-08,61.997501
2014-07-09,62.2771
2014-07-10,62.603297999999995
2014-07-11,62.673199
2014-07-14,62.8363
2014-07-15,62.8409
2014-07-16,61.8857
2014-07-17,60.739399
2014-07-18,61.699298999999996
2014-07-21,62.850201
2014-07-22,62.7617
2014-07-23,62.458801
2014-07-24,61.536201
2014-07-25,60.408501
2014-07-28,60.287399
2014-07-29,59.131802
2014-07-30,59.639702
2014-07-31,60.543701
2014-08-01,62.333
2014-08-04,59.8773
2014-08-05,59.686298
2014-08-06,58.4561
2014-08-07,57.3937
2014-08-08,58.232498
2014-08-11,58.190498
2014-08-12,58.535301000000004
2014-08-13,59.569801
2014-08-14,60.240798999999996
2014-08-15,60.3899
2014-08-18,61.508202000000004
2014-08-19,61.657299
2014-08-20,62.160599
2014-08-21,61.126098999999996
2014-08-22,60.8512
2014-08-25,61.237999
2014-08-26,61.009602
2014-08-27,59.9426
2014-08-28,59.257599
2014-08-29,58.712399
2014-09-02,58.4235
2014-09-03,57.9575
2014-09-04,57.994801
2014-09-05,58.088001
2014-09-08,58.9081
2014-09-09,60.613602
2014-09-10,62.3563
2014-09-11,61.596802000000004
2014-09-12,61.689999
2014-09-15,61.736599
2014-09-16,62.449501
2014-09-17,63.204399
2014-09-18,64.620903
2014-09-19,64.094398
2014-09-22,62.3563
2014-09-23,61.531502
2014-09-24,61.685299
2014-09-25,60.8139
2014-09-26,61.130798
2014-09-29,60.161598
2014-09-30,59.476601
2014-10-01,57.9995
2014-10-02,58.288399
2014-10-03,58.9035
2014-10-06,59.257599
2014-10-07,58.814899
2014-10-08,59.607101
2014-10-09,58.703098
2014-10-10,58.344299
2014-10-13,58.302399
2014-10-14,58.269698999999996
2014-10-15,57.780499
2014-10-16,59.3927
2014-10-17,59.9566
2014-10-20,59.518501
2014-10-21,60.604301
2014-10-22,60.492401
2014-10-23,60.967701
2014-10-24,60.254799
2014-10-27,59.4673
2014-10-28,60.469101
2014-10-29,56.541
2014-10-30,51.345402
2014-10-31,54.5
2014-11-03,54.5513
2014-11-04,52.5942
2014-11-05,50.7257
2014-11-06,50.949298999999996
2014-11-07,50.7117
2014-11-10,51.377998
2014-11-11,51.937199
2014-11-12,52.1609
2014-11-13,51.788101
2014-11-14,51.694901
2014-11-17,52.1702
2014-11-18,53.195301
2014-11-19,52.883099
2014-11-20,52.664101
2014-11-21,53.1394
2014-11-24,52.5802
2014-11-25,53.255901
2014-11-26,53.293201
2014-11-28,52.9716
2014-12-01,51.895199
2014-12-02,51.368697999999995
2014-12-03,51.415298
2014-12-04,51.424599
2014-12-05,51.6203
2014-12-08,50.921397999999996
2014-12-09,50.436797999999996
2014-12-10,49.462897999999996
2014-12-11,49.481499
2014-12-12,48.2281
2014-12-15,47.459202000000005
2014-12-16,47.417301
2014-12-17,49.6073
2014-12-18,51.252201
2014-12-19,51.611
2014-12-22,52.6315
2014-12-23,52.6222
2014-12-24,52.897099
2014-12-26,53.325802
2014-12-29,53.9921
2014-12-30,54.5187
2014-12-31,54.169201
2015-01-02,55.0266
2015-01-05,54.0014
2015-01-06,52.850497999999995
2015-01-07,53.5914
2015-01-08,55.068501
2015-01-09,54.891399
2015-01-12,54.5
2015-01-13,54.919399
2015-01-14,55.888599
2015-01-15,55.916599
2015-01-16,56.238098
2015-01-20,58.0228
2015-01-21,58.162601
2015-01-22,59.746899
2015-01-23,61.433701
2015-01-26,61.8577
2015-01-27,61.214698999999996
2015-01-28,59.639702
2015-01-29,61.8391
2015-01-30,60.720698999999996
2015-02-02,61.237999
2015-02-03,63.535198
2015-02-04,64.322701
2015-02-05,65.2407
2015-02-06,64.88649699999999
2015-02-09,65.25
2015-02-10,61.810001
2015-02-11,61.5
2015-02-12,62.34
2015-02-13,63.419998
2015-02-17,62.34
2015-02-18,64.07
2015-02-19,66.379997
2015-02-20,68.220001
2015-02-23,68.300003
2015-02-24,68.970001
2015-02-25,68.870003
2015-02-26,67.650002
2015-02-27,66.279999
2015-03-02,68.059998
2015-03-03,67.949997
2015-03-04,68.199997
2015-03-05,67.75
2015-03-06,68.730003
2015-03-09,69.260002
2015-03-10,72.059998
2015-03-11,73.790001
2015-03-12,75.360001
2015-03-13,76.83000200000001
2015-03-16,75.889999
2015-03-17,75.959999
2015-03-18,77.16999799999999
2015-03-19,76.720001
2015-03-20,78.230003
2015-03-23,79.779999
2015-03-24,79.769997
2015-03-25,76.300003
2015-03-26,76.860001
2015-03-27,76.83000200000001
2015-03-30,77.379997
2015-03-31,76.629997
2015-04-01,76.849998
2015-04-02,75.93
2015-04-06,77.019997
2015-04-07,76.889999
2015-04-08,76.33000200000001
2015-04-09,76.620003
2015-04-10,77.16999799999999
2015-04-13,75.769997
2015-04-14,75.730003
2015-04-15,74.57
2015-04-16,74.209999
2015-04-17,72.959999
2015-04-20,74.190002
2015-04-21,74.379997
2015-04-22,74.5
2015-04-23,74.239998
2015-04-24,72.910004
2015-04-27,73.889999
2015-04-28,73.870003
2015-04-29,73.66999799999999
2015-04-30,73.160004
2015-05-01,74.099998
2015-05-04,74.730003
2015-05-05,73.470001
2015-05-06,72.91999799999999
2015-05-07,73.279999
2015-05-08,74.239998
2015-05-11,74.870003
2015-05-12,74.720001
2015-05-13,74.489998
2015-05-14,75.639999
2015-05-15,75.129997
2015-05-18,77.129997
2015-05-19,76.66999799999999
2015-05-20,76.730003
2015-05-21,76.589996
2015-05-22,76.099998
2015-05-26,75.690002
2015-05-27,76.849998
2015-05-28,77.5
2015-05-29,76.5
2015-06-01,74.370003
2015-06-02,73.199997
2015-06-03,74.440002
2015-06-04,72.66999799999999
2015-06-05,73.879997
2015-06-08,72.980003
2015-06-09,75.139999
2015-06-10,76.720001
2015-06-11,76.639999
2015-06-12,76.199997
2015-06-15,75.889999
2015-06-16,76.599998
2015-06-17,75.860001
2015-06-18,76.529999
2015-06-19,76.220001
2015-06-22,76.220001
2015-06-23,75.980003
2015-06-24,75.029999
2015-06-25,74.160004
2015-06-26,75.82
2015-06-29,73.690002
2015-06-30,73.360001
2015-07-01,73.129997
2015-07-02,72.019997
2015-07-06,71.860001
2015-07-07,71.41999799999999
2015-07-08,69.879997
2015-07-09,70.489998
2015-07-10,71.699997
2015-07-13,72.440002
2015-07-14,73.129997
2015-07-15,72.68
2015-07-16,73.410004
2015-07-17,72.91999799999999
2015-07-20,72.33000200000001
2015-07-21,71.25
2015-07-22,70.220001
2015-07-23,69.709999
2015-07-24,68.510002
2015-07-27,68.040001
2015-07-28,68.779999
2015-07-29,69.480003
2015-07-30,70.139999
2015-07-31,70.949997
2015-08-03,70.540001
2015-08-04,70.309998
2015-08-05,71.849998
2015-08-06,76.82
2015-08-07,77.769997
2015-08-10,78.870003
2015-08-11,78.540001
2015-08-12,79.139999
2015-08-13,80.209999
2015-08-14,79.91999799999999
2015-08-17,80.879997
2015-08-18,80.099998
2015-08-19,79.32
2015-08-20,77.300003
2015-08-21,75.220001
2015-08-24,71.82
2015-08-25,70.889999
2015-08-26,73.730003
2015-08-27,75.879997
2015-08-28,75.83000200000001
2015-08-31,75.709999
2015-09-01,73.839996
2015-09-02,75.75
2015-09-03,75.209999
2015-09-04,74.239998
2015-09-08,77.75
2015-09-09,77.900002
2015-09-10,77.910004
2015-09-11,78.449997
2015-09-14,77.83000200000001
2015-09-15,78.139999
2015-09-16,77.370003
2015-09-17,76.510002
2015-09-18,75.629997
2015-09-21,75.690002
2015-09-22,
2015-09-23,75.480003
2015-09-24,73.970001
2015-09-25,73.309998
2015-09-28,71.190002
2015-09-29,71.720001
2015-09-30,71.870003
2015-10-01,73.510002
2015-10-02,74.309998
2015-10-05,75.489998
2015-10-06,76.989998
2015-10-07,76.980003
2015-10-08,76.879997
2015-10-09,78.779999
2015-10-12,79.58000200000001
2015-10-13,79.0
2015-10-14,78.639999
2015-10-15,78.349998
2015-10-16,78.0
2015-10-19,77.650002
2015-10-20,78.889999
2015-10-21,79.019997
2015-10-22,81.33000200000001
2015-10-23,81.699997
2015-10-26,82.480003
2015-10-27,84.660004
2015-10-28,86.690002
2015-10-29,85.190002
2015-10-30,85.620003
2015-11-02,87.480003
2015-11-03,86.760002
2015-11-04,85.790001
2015-11-05,85.480003
2015-11-06,84.470001
2015-11-09,83.370003
2015-11-10,83.599998
2015-11-11,84.0
2015-11-12,81.300003
2015-11-13,80.349998
2015-11-16,85.190002
2015-11-17,86.07
2015-11-18,85.730003
2015-11-19,86.400002
2015-11-20,87.040001
2015-11-23,87.190002
2015-11-24,86.489998
2015-11-25,86.269997
2015-11-27,86.400002
2015-11-30,85.910004
2015-12-01,85.900002
2015-12-02,86.019997
2015-12-03,83.889999
2015-12-04,86.58000200000001
2015-12-07,89.0
2015-12-08,87.050003
2015-12-09,85.730003
2015-12-10,86.120003
2015-12-11,84.379997
2015-12-14,83.800003
2015-12-15,84.980003
2015-12-16,86.339996
2015-12-17,88.059998
2015-12-18,86.650002
2015-12-21,90.720001
2015-12-22,90.050003
2015-12-23,90.029999
2015-12-24,89.91999799999999
2015-12-28,89.650002
2015-12-29,90.980003
2015-12-30,90.529999
2015-12-31,89.339996
2016-01-04,89.290001
2016-01-05,91.989998
2016-01-06,94.550003
2016-01-07,90.959999
2016-01-08,89.040001
2016-01-11,88.360001
2016-01-12,90.989998
2016-01-13,88.199997
2016-01-14,87.489998
2016-01-15,85.660004
2016-01-19,86.68
2016-01-20,86.870003
2016-01-21,84.150002
2016-01-22,87.239998
2016-01-25,89.120003
2016-01-26,89.370003
2016-01-27,85.900002
2016-01-28,86.800003
2016-01-29,90.230003
2016-02-01,89.550003
2016-02-02,86.650002
2016-02-03,88.980003
2016-02-04,89.120003
2016-02-05,85.160004
2016-02-08,84.75
2016-02-09,84.260002
2016-02-10,84.57
2016-02-11,83.519997
2016-02-12,83.83000200000001
2016-02-16,82.870003
2016-02-17,84.16999799999999
2016-02-18,83.160004
2016-02-19,83.019997
2016-02-22,84.470001
2016-02-23,84.57
2016-02-24,85.559998
2016-02-25,86.309998
2016-02-26,87.25
2016-02-29,83.760002
2016-03-01,77.910004
2016-03-02,81.690002
2016-03-03,80.75
2016-03-04,82.08000200000001
2016-03-07,79.949997
2016-03-08,80.550003
2016-03-09,79.160004
2016-03-10,77.239998
2016-03-11,77.33000200000001
2016-03-14,78.260002
2016-03-15,78.230003
2016-03-16,79.07
2016-03-17,79.43
2016-03-18,81.980003
2016-03-21,82.260002
2016-03-22,82.120003
2016-03-23,82.769997
2016-03-24,84.050003
2016-03-28,85.209999
2016-03-29,86.209999
2016-03-30,87.769997
2016-03-31,86.940002
2016-04-01,86.889999
2016-04-04,86.58000200000001
2016-04-05,86.150002
2016-04-06,86.769997
2016-04-07,86.809998
2016-04-08,86.910004
2016-04-11,86.410004
2016-04-12,86.5
2016-04-13,87.339996
2016-04-14,86.860001
2016-04-15,87.199997
2016-04-18,86.870003
2016-04-19,86.559998
2016-04-20,85.470001
2016-04-21,84.730003
2016-04-22,85.900002
2016-04-25,84.720001
2016-04-26,86.959999
2016-04-27,87.910004
2016-04-28,87.5
2016-04-29,87.0
2016-05-02,87.110001
2016-05-03,87.480003
2016-05-04,87.129997
2016-05-05,86.0
2016-05-06,85.360001
2016-05-09,87.16999799999999
2016-05-10,87.989998
2016-05-11,87.559998
2016-05-12,88.709999
2016-05-13,87.220001
2016-05-16,88.050003
2016-05-17,86.879997
2016-05-18,85.879997
2016-05-19,85.800003
2016-05-20,87.050003
2016-05-23,86.900002
2016-05-24,88.349998
2016-05-25,88.300003
2016-05-26,88.290001
2016-05-27,88.440002
2016-05-31,87.029999
2016-06-01,88.559998
2016-06-02,89.769997
2016-06-03,89.300003
2016-06-06,89.610001
2016-06-07,90.029999
2016-06-08,89.690002
2016-06-09,90.629997
2016-06-10,89.360001
2016-06-13,88.190002
2016-06-14,88.610001
2016-06-15,88.589996
2016-06-16,88.370003
2016-06-17,87.940002
2016-06-20,88.58000200000001
2016-06-21,88.599998
2016-06-22,87.480003
2016-06-23,87.43
2016-06-24,84.389999
2016-06-27,83.160004
2016-06-28,82.650002
2016-06-29,84.309998
2016-06-30,85.139999
2016-07-01,85.089996
2016-07-05,84.360001
2016-07-06,83.32
2016-07-07,83.860001
2016-07-08,84.43
2016-07-11,84.75
2016-07-12,85.980003
2016-07-13,85.33000200000001
2016-07-14,85.349998
2016-07-15,86.290001
2016-07-18,86.150002
2016-07-19,87.599998
2016-07-20,87.849998
2016-07-21,87.07
2016-07-22,87.230003
2016-07-25,86.760002
2016-07-26,87.519997
2016-07-27,86.889999
2016-07-28,87.57
2016-07-29,87.120003
2016-08-01,88.059998
2016-08-02,86.220001
2016-08-03,86.66999799999999
2016-08-04,87.309998
2016-08-05,87.389999
2016-08-08,87.300003
2016-08-09,88.769997
2016-08-10,70.790001
2016-08-11,74.150002
2016-08-12,73.629997
2016-08-15,73.370003
2016-08-16,71.66999799999999
2016-08-17,72.050003
2016-08-18,72.139999
2016-08-19,73.089996
2016-08-22,74.480003
2016-08-23,76.029999
2016-08-24,76.050003
2016-08-25,75.199997
2016-08-26,74.459999
2016-08-29,76.040001
2016-08-30,75.980003
2016-08-31,75.43
2016-09-01,77.269997
2016-09-02,77.879997
2016-09-06,77.279999
2016-09-07,75.839996
2016-09-08,75.959999
2016-09-09,75.139999
2016-09-12,75.75
2016-09-13,74.83000200000001
2016-09-14,73.440002
2016-09-15,73.93
2016-09-16,72.480003
2016-09-19,72.949997
2016-09-20,73.260002
2016-09-21,74.010002
2016-09-22,74.769997
2016-09-23,74.440002
2016-09-26,76.0
2016-09-27,76.760002
2016-09-28,76.839996
2016-09-29,75.449997
2016-09-30,76.230003
2016-10-03,76.699997
2016-10-04,76.290001
2016-10-05,75.599998
2016-10-06,75.309998
2016-10-07,74.150002
2016-10-10,74.379997
2016-10-11,72.860001
2016-10-12,72.620003
2016-10-13,72.91999799999999
2016-10-14,73.529999
2016-10-17,74.410004
2016-10-18,77.639999
2016-10-19,76.889999
2016-10-20,76.5
2016-10-21,76.050003
2016-10-24,75.779999
2016-10-25,75.139999
2016-10-26,74.790001
2016-10-27,74.91999799999999
2016-10-28,75.199997
2016-10-31,74.360001
2016-11-01,73.800003
2016-11-02,72.190002
2016-11-03,73.800003
2016-11-04,74.16999799999999
2016-11-07,76.190002
2016-11-08,77.839996
2016-11-09,79.279999
2016-11-10,80.629997
2016-11-11,81.610001
2016-11-14,85.110001
2016-11-15,85.139999
2016-11-16,84.629997
2016-11-17,85.199997
2016-11-18,85.480003
2016-11-21,85.730003
2016-11-22,85.760002
2016-11-23,86.550003
2016-11-25,87.949997
2016-11-28,87.300003
2016-11-29,86.91999799999999
2016-11-30,85.33000200000001
2016-12-01,85.739998
2016-12-02,86.629997
2016-12-05,87.690002
2016-12-06,88.959999
2016-12-07,87.989998
2016-12-08,87.160004
2016-12-09,87.879997
2016-12-12,87.279999
2016-12-13,86.599998
2016-12-14,86.400002
2016-12-15,86.0
2016-12-16,86.75
2016-12-19,87.33000200000001
2016-12-20,87.300003
2016-12-21,86.970001
2016-12-22,87.379997
2016-12-23,87.480003
2016-12-27,88.220001
2016-12-28,87.839996
2016-12-29,88.459999
2016-12-30,87.730003
