Date,ANTM
2002-06-17,36.75
2002-06-18,36.875
2002-06-19,36.715
2002-06-20,36.27
2002-06-21,36.25
2002-06-24,34.599998
2002-06-25,33.18
2002-06-26,33.0
2002-06-27,33.450001
2002-06-28,33.740002000000004
2002-07-01,32.125
2002-07-02,31.875
2002-07-03,32.375
2002-07-05,32.950001
2002-07-08,33.349998
2002-07-09,31.764999
2002-07-10,30.275
2002-07-11,31.025
2002-07-12,32.174999
2002-07-15,31.75
2002-07-16,30.9
2002-07-17,32.424999
2002-07-18,32.75
2002-07-19,31.4
2002-07-22,29.299999
2002-07-23,28.875
2002-07-24,31.504998999999998
2002-07-25,32.32
2002-07-26,32.0
2002-07-29,34.299999
2002-07-30,32.955002
2002-07-31,33.939999
2002-08-01,34.445
2002-08-02,33.349998
2002-08-05,30.25
2002-08-06,30.745001000000002
2002-08-07,30.799999
2002-08-08,32.099998
2002-08-09,31.68
2002-08-12,30.625
2002-08-13,30.66
2002-08-14,30.940001000000002
2002-08-15,29.825001
2002-08-16,29.35
2002-08-19,30.995001000000002
2002-08-20,31.26
2002-08-21,30.799999
2002-08-22,32.419998
2002-08-23,32.25
2002-08-26,32.189999
2002-08-27,31.16
2002-08-28,30.594998999999998
2002-08-29,31.950001
2002-08-30,31.555
2002-09-03,30.105
2002-09-04,30.455
2002-09-05,31.0
2002-09-06,31.5
2002-09-09,31.950001
2002-09-10,32.240002000000004
2002-09-11,32.709998999999996
2002-09-12,32.884997999999996
2002-09-13,34.0
2002-09-16,34.450001
2002-09-17,34.525002
2002-09-18,34.619999
2002-09-19,32.845001
2002-09-20,32.654999
2002-09-23,32.424999
2002-09-24,31.705
2002-09-25,32.950001
2002-09-26,32.32
2002-09-27,32.125
2002-09-30,32.5
2002-10-01,32.16
2002-10-02,32.5
2002-10-03,33.380001
2002-10-04,33.334998999999996
2002-10-07,32.110001000000004
2002-10-08,32.400002
2002-10-09,32.674999
2002-10-10,33.220001
2002-10-11,33.900002
2002-10-14,34.334998999999996
2002-10-15,35.799999
2002-10-16,36.75
2002-10-17,34.950001
2002-10-18,35.275002
2002-10-21,36.084998999999996
2002-10-22,35.634997999999996
2002-10-23,36.07
2002-10-24,34.625
2002-10-25,34.544998
2002-10-28,33.709998999999996
2002-10-29,32.790001000000004
2002-10-30,32.939999
2002-10-31,31.5
2002-11-01,31.725
2002-11-04,32.0
2002-11-05,30.915001
2002-11-06,32.060001
2002-11-07,32.825001
2002-11-08,30.815001000000002
2002-11-11,30.65
2002-11-12,31.045
2002-11-13,31.475
2002-11-14,31.665001
2002-11-15,32.34
2002-11-18,32.209998999999996
2002-11-19,31.25
2002-11-20,31.125
2002-11-21,29.375
2002-11-22,29.719998999999998
2002-11-25,27.485001
2002-11-26,28.299999
2002-11-27,29.105
2002-11-29,29.625
2002-12-02,28.559998999999998
2002-12-03,29.594998999999998
2002-12-04,31.004998999999998
2002-12-05,30.75
2002-12-06,30.860001
2002-12-09,30.825001
2002-12-10,31.42
2002-12-11,31.775
2002-12-12,31.65
2002-12-13,31.215
2002-12-16,31.700001
2002-12-17,31.424999
2002-12-18,30.85
2002-12-19,30.385
2002-12-20,30.975
2002-12-23,31.610001
2002-12-24,31.555
2002-12-26,31.275
2002-12-27,30.674999
2002-12-30,30.700001
2002-12-31,31.450001
2003-01-02,31.674999
2003-01-03,31.299999
2003-01-06,31.110001
2003-01-07,30.6
2003-01-08,30.575001
2003-01-09,30.549999
2003-01-10,30.18
2003-01-13,30.32
2003-01-14,29.795
2003-01-15,29.725
2003-01-16,29.860001
2003-01-17,30.49
2003-01-21,30.15
2003-01-22,30.5
2003-01-23,31.25
2003-01-24,30.625
2003-01-27,30.045
2003-01-28,30.375
2003-01-29,30.785
2003-01-30,30.625
2003-01-31,31.040001
2003-02-03,29.875
2003-02-04,29.035
2003-02-05,29.125
2003-02-06,29.0
2003-02-07,28.91
2003-02-10,28.950001
2003-02-11,28.08
2003-02-12,27.105
2003-02-13,27.5
2003-02-14,27.190001000000002
2003-02-18,28.055
2003-02-19,28.309998999999998
2003-02-20,28.059998999999998
2003-02-21,28.955
2003-02-24,28.014999
2003-02-25,28.51
2003-02-26,29.18
2003-02-27,29.475
2003-02-28,29.805
2003-03-03,29.504998999999998
2003-03-04,29.049999
2003-03-05,29.790001
2003-03-06,29.959999
2003-03-07,30.25
2003-03-10,29.48
2003-03-11,29.334999
2003-03-12,29.200001
2003-03-13,30.24
2003-03-14,29.5
2003-03-17,30.65
2003-03-18,30.93
2003-03-19,31.34
2003-03-20,31.52
2003-03-21,31.24
2003-03-24,31.155001000000002
2003-03-25,31.65
2003-03-26,31.450001
2003-03-27,31.59
2003-03-28,32.474998
2003-03-31,33.125
2003-04-01,33.474998
2003-04-02,33.470001
2003-04-03,33.790001000000004
2003-04-04,33.145
2003-04-07,33.255001
2003-04-08,33.029999
2003-04-09,32.700001
2003-04-10,32.73
2003-04-11,33.380001
2003-04-14,34.044998
2003-04-15,33.889998999999996
2003-04-16,32.369999
2003-04-17,33.465
2003-04-21,33.005001
2003-04-22,34.099998
2003-04-23,33.959998999999996
2003-04-24,33.695
2003-04-25,33.650002
2003-04-28,33.900002
2003-04-29,33.599998
2003-04-30,34.32
2003-05-01,34.82
2003-05-02,34.865002000000004
2003-05-05,35.5
2003-05-06,36.060001
2003-05-07,35.584998999999996
2003-05-08,35.27
2003-05-09,35.349998
2003-05-12,35.849998
2003-05-13,35.48
2003-05-14,35.525002
2003-05-15,35.834998999999996
2003-05-16,36.799999
2003-05-19,36.450001
2003-05-20,37.325001
2003-05-21,37.509997999999996
2003-05-22,37.5
2003-05-23,37.330002
2003-05-27,37.419998
2003-05-28,37.115002000000004
2003-05-29,36.790001000000004
2003-05-30,36.674999
2003-06-02,36.235001000000004
2003-06-03,36.189999
2003-06-04,36.395
2003-06-05,37.029999
2003-06-06,37.075001
2003-06-09,36.580002
2003-06-10,37.189999
2003-06-11,38.459998999999996
2003-06-12,38.174999
2003-06-13,38.209998999999996
2003-06-16,39.52
2003-06-17,40.43
2003-06-18,41.009997999999996
2003-06-19,39.575001
2003-06-20,39.654999
2003-06-23,38.935001
2003-06-24,39.41
2003-06-25,38.82
2003-06-26,39.445
2003-06-27,38.950001
2003-06-30,38.575001
2003-07-01,38.200001
2003-07-02,38.790001000000004
2003-07-03,38.424999
2003-07-07,39.055
2003-07-08,39.494999
2003-07-09,39.875
2003-07-10,39.134997999999996
2003-07-11,39.75
2003-07-14,39.084998999999996
2003-07-15,38.564999
2003-07-16,37.674999
2003-07-17,38.200001
2003-07-18,38.924999
2003-07-21,38.825001
2003-07-22,38.990002000000004
2003-07-23,40.060001
2003-07-24,39.485001000000004
2003-07-25,40.099998
2003-07-28,40.509997999999996
2003-07-29,40.525002
2003-07-30,39.485001000000004
2003-07-31,37.755001
2003-08-01,37.244999
2003-08-04,37.125
2003-08-05,36.130001
2003-08-06,34.200001
2003-08-07,35.349998
2003-08-08,35.764998999999996
2003-08-11,36.305
2003-08-12,36.490002000000004
2003-08-13,36.174999
2003-08-14,36.400002
2003-08-15,36.355
2003-08-18,36.615002000000004
2003-08-19,36.48
2003-08-20,36.044998
2003-08-21,35.645
2003-08-22,35.369999
2003-08-25,35.455002
2003-08-26,35.814999
2003-08-27,35.880001
2003-08-28,35.950001
2003-08-29,36.599998
2003-09-02,37.060001
2003-09-03,37.345001
2003-09-04,36.75
2003-09-05,36.200001
2003-09-08,36.66
2003-09-09,36.75
2003-09-10,36.830002
2003-09-11,36.740002000000004
2003-09-12,37.404999
2003-09-15,37.040001000000004
2003-09-16,37.009997999999996
2003-09-17,36.950001
2003-09-18,37.509997999999996
2003-09-19,37.345001
2003-09-22,37.275002
2003-09-23,36.900002
2003-09-24,35.849998
2003-09-25,35.224998
2003-09-26,34.59
2003-09-29,35.200001
2003-09-30,35.665001000000004
2003-10-01,36.235001000000004
2003-10-02,36.369999
2003-10-03,36.485001000000004
2003-10-06,36.209998999999996
2003-10-07,36.130001
2003-10-08,36.115002000000004
2003-10-09,36.674999
2003-10-10,36.794998
2003-10-13,36.669998
2003-10-14,36.380001
2003-10-15,35.625
2003-10-16,35.974998
2003-10-17,36.509997999999996
2003-10-20,38.445
2003-10-21,38.77
2003-10-22,38.709998999999996
2003-10-23,38.450001
2003-10-24,38.630001
2003-10-27,35.525002
2003-10-28,34.525002
2003-10-29,34.619999
2003-10-30,33.599998
2003-10-31,34.215
2003-11-03,34.25
2003-11-04,33.950001
2003-11-05,34.305
2003-11-06,33.610001000000004
2003-11-07,33.275002
2003-11-10,32.605
2003-11-11,32.939999
2003-11-12,33.455002
2003-11-13,34.105
2003-11-14,34.360001000000004
2003-11-17,33.939999
2003-11-18,33.889998999999996
2003-11-19,34.535
2003-11-20,34.299999
2003-11-21,34.09
2003-11-24,34.57
2003-11-25,35.314999
2003-11-26,36.099998
2003-11-28,36.060001
2003-12-01,36.435001
2003-12-02,37.305
2003-12-03,37.099998
2003-12-04,37.125
2003-12-05,36.349998
2003-12-08,36.450001
2003-12-09,35.900002
2003-12-10,36.0
2003-12-11,36.715
2003-12-12,36.695
2003-12-15,36.25
2003-12-16,36.509997999999996
2003-12-17,36.724998
2003-12-18,37.0
2003-12-19,36.5
2003-12-22,36.439999
2003-12-23,36.43
2003-12-24,36.5
2003-12-26,36.974998
2003-12-29,37.130001
2003-12-30,37.16
2003-12-31,37.5
2004-01-02,38.139998999999996
2004-01-05,36.855
2004-01-06,37.055
2004-01-07,37.25
2004-01-08,37.134997999999996
2004-01-09,36.755001
2004-01-12,36.514998999999996
2004-01-13,36.724998
2004-01-14,38.025002
2004-01-15,38.424999
2004-01-16,39.174999
2004-01-20,38.695
2004-01-21,39.099998
2004-01-22,40.419998
2004-01-23,39.735001000000004
2004-01-26,39.974998
2004-01-27,39.25
2004-01-28,39.450001
2004-01-29,41.0
2004-01-30,40.889998999999996
2004-02-02,41.665001000000004
2004-02-03,42.189999
2004-02-04,41.775002
2004-02-05,41.325001
2004-02-06,41.645
2004-02-09,41.389998999999996
2004-02-10,42.009997999999996
2004-02-11,41.424999
2004-02-12,42.264998999999996
2004-02-13,42.099998
2004-02-17,41.990002000000004
2004-02-18,41.415001000000004
2004-02-19,41.299999
2004-02-20,41.110001000000004
2004-02-23,40.959998999999996
2004-02-24,41.740002000000004
2004-02-25,42.185001
2004-02-26,42.685001
2004-02-27,42.974998
2004-03-01,43.415001000000004
2004-03-02,43.154999
2004-03-03,43.650002
2004-03-04,44.154999
2004-03-05,44.904999
2004-03-08,44.384997999999996
2004-03-09,43.814999
2004-03-10,44.049999
2004-03-11,43.365002000000004
2004-03-12,43.939999
2004-03-15,44.5
2004-03-16,44.950001
2004-03-17,44.970001
2004-03-18,45.029999
2004-03-19,44.75
2004-03-22,44.035
2004-03-23,44.5
2004-03-24,43.744999
2004-03-25,44.060001
2004-03-26,44.099998
2004-03-29,44.825001
2004-03-30,45.285
2004-03-31,45.32
2004-04-01,45.599998
2004-04-02,45.744999
2004-04-05,46.810001
2004-04-06,46.560001
2004-04-07,46.825001
2004-04-08,46.860001000000004
2004-04-12,47.424999
2004-04-13,46.110001000000004
2004-04-14,45.599998
2004-04-15,44.400002
2004-04-16,43.674999
2004-04-19,44.195
2004-04-20,43.720001
2004-04-21,44.73
2004-04-22,47.375
2004-04-23,47.174999
2004-04-26,46.424999
2004-04-27,46.669998
2004-04-28,45.93
2004-04-29,45.59
2004-04-30,44.290001000000004
2004-05-03,44.974998
2004-05-04,44.404999
2004-05-05,45.404999
2004-05-06,45.110001000000004
2004-05-07,44.139998999999996
2004-05-10,42.994999
2004-05-11,43.080002
2004-05-12,43.950001
2004-05-13,44.0
2004-05-14,44.525002
2004-05-17,44.18
2004-05-18,44.099998
2004-05-19,43.514998999999996
2004-05-20,42.735001000000004
2004-05-21,43.025002
2004-05-24,43.610001000000004
2004-05-25,43.439999
2004-05-26,43.924999
2004-05-27,44.025002
2004-05-28,44.264998999999996
2004-06-01,44.325001
2004-06-02,44.244999
2004-06-03,44.810001
2004-06-04,44.77
2004-06-07,46.084998999999996
2004-06-08,45.700001
2004-06-09,45.25
2004-06-10,45.369999
2004-06-14,45.0
2004-06-15,44.945
2004-06-16,45.169998
2004-06-17,45.165001000000004
2004-06-18,45.044998
2004-06-21,43.75
2004-06-22,42.855
2004-06-23,43.095001
2004-06-24,43.66
2004-06-25,43.91
2004-06-28,43.165001000000004
2004-06-29,43.709998999999996
2004-06-30,44.779999
2004-07-01,44.334998999999996
2004-07-02,44.150002
2004-07-06,43.200001
2004-07-07,44.099998
2004-07-08,43.724998
2004-07-09,43.724998
2004-07-12,44.209998999999996
2004-07-13,45.654999
2004-07-14,45.900002
2004-07-15,46.445
2004-07-16,46.700001
2004-07-19,46.490002000000004
2004-07-20,46.200001
2004-07-21,45.755001
2004-07-22,45.0
2004-07-23,44.400002
2004-07-26,44.080002
2004-07-27,40.889998999999996
2004-07-28,40.525002
2004-07-29,41.154999
2004-07-30,41.235001000000004
2004-08-02,41.150002
2004-08-03,40.68
2004-08-04,40.264998999999996
2004-08-05,39.615002000000004
2004-08-06,39.380001
2004-08-09,39.375
2004-08-10,40.630001
2004-08-11,40.93
2004-08-12,40.450001
2004-08-13,40.525002
2004-08-16,40.66
2004-08-17,40.985001000000004
2004-08-18,41.549999
2004-08-19,40.744999
2004-08-20,41.105
2004-08-23,40.994999
2004-08-24,40.695
2004-08-25,40.450001
2004-08-26,40.125
2004-08-27,40.709998999999996
2004-08-30,40.509997999999996
2004-08-31,40.619999
2004-09-01,40.424999
2004-09-02,40.950001
2004-09-03,41.200001
2004-09-07,42.025002
2004-09-08,42.095001
2004-09-09,42.200001
2004-09-10,42.255001
2004-09-13,42.584998999999996
2004-09-14,43.029999
2004-09-15,43.830002
2004-09-16,43.700001
2004-09-17,43.055
2004-09-20,42.849998
2004-09-21,42.98
2004-09-22,43.049999
2004-09-23,42.755001
2004-09-24,43.404999
2004-09-27,42.950001
2004-09-28,43.709998999999996
2004-09-29,43.310001
2004-09-30,43.625
2004-10-01,43.365002000000004
2004-10-04,42.990002000000004
2004-10-05,42.695
2004-10-06,42.66
2004-10-07,42.955002
2004-10-08,42.549999
2004-10-11,42.380001
2004-10-12,42.599998
2004-10-13,41.950001
2004-10-14,41.060001
2004-10-15,40.77
2004-10-18,40.5
2004-10-19,36.849998
2004-10-20,38.115002000000004
2004-10-21,36.855
2004-10-22,37.290001000000004
2004-10-25,36.5
2004-10-26,38.419998
2004-10-27,40.560001
2004-10-28,40.200001
2004-10-29,40.200001
2004-11-01,39.32
2004-11-02,39.255001
2004-11-03,40.779999
2004-11-04,42.599998
2004-11-05,43.23
2004-11-08,43.25
2004-11-09,45.615002000000004
2004-11-10,46.445
2004-11-11,47.154999
2004-11-12,47.380001
2004-11-15,48.240002000000004
2004-11-16,47.509997999999996
2004-11-17,48.325001
2004-11-18,48.799999
2004-11-19,48.41
2004-11-22,48.855
2004-11-23,48.91
2004-11-24,48.970001
2004-11-26,49.525002
2004-11-29,49.799999
2004-11-30,50.665001000000004
2004-12-01,54.549999
2004-12-02,53.134997999999996
2004-12-03,53.235001000000004
2004-12-06,53.400002
2004-12-07,51.450001
2004-12-08,52.935001
2004-12-09,54.125
2004-12-10,56.549999
2004-12-13,58.5
2004-12-14,58.5
2004-12-15,58.375
2004-12-16,57.955002
2004-12-17,57.639998999999996
2004-12-20,57.299999
2004-12-21,58.400002
2004-12-22,57.255001
2004-12-23,57.099998
2004-12-27,56.419998
2004-12-28,57.400002
2004-12-29,57.09
2004-12-30,57.580002
2004-12-31,57.5
2005-01-03,56.25
2005-01-04,55.5
2005-01-05,57.610001000000004
2005-01-06,57.700001
2005-01-07,57.900002
2005-01-10,60.349998
2005-01-11,59.955002
2005-01-12,60.849998
2005-01-13,60.665001000000004
2005-01-14,61.25
2005-01-18,61.700001
2005-01-19,61.799999
2005-01-20,60.02
2005-01-21,60.224998
2005-01-24,59.485001000000004
2005-01-25,59.25
2005-01-26,59.275002
2005-01-27,59.950001
2005-01-28,60.299999
2005-01-31,60.75
2005-02-01,62.200001
2005-02-02,61.485001000000004
2005-02-03,61.580002
2005-02-04,62.445
2005-02-07,60.424999
2005-02-08,60.470001
2005-02-09,59.564999
2005-02-10,60.759997999999996
2005-02-11,60.0
2005-02-14,60.575001
2005-02-15,61.310001
2005-02-16,61.775002
2005-02-17,60.974998
2005-02-18,60.474998
2005-02-22,58.25
2005-02-23,59.950001
2005-02-24,60.400002
2005-02-25,61.195
2005-02-28,61.029999
2005-03-01,60.939999
2005-03-02,60.924999
2005-03-03,61.985001000000004
2005-03-04,63.439999
2005-03-07,62.810001
2005-03-08,61.825001
2005-03-09,62.275002
2005-03-10,62.174999
2005-03-11,61.404999
2005-03-14,60.75
2005-03-15,60.375
2005-03-16,59.785
2005-03-17,60.255001
2005-03-18,60.654999
2005-03-21,60.145
2005-03-22,61.049999
2005-03-23,60.935001
2005-03-24,61.52
2005-03-28,61.5
2005-03-29,61.525002
2005-03-30,62.935001
2005-03-31,62.674999
2005-04-01,62.325001
2005-04-04,63.360001000000004
2005-04-05,63.575001
2005-04-06,63.709998999999996
2005-04-07,64.339996
2005-04-08,63.75
2005-04-11,63.459998999999996
2005-04-12,63.810001
2005-04-13,63.200001
2005-04-14,61.5
2005-04-15,60.599998
2005-04-18,59.404999
2005-04-19,60.060001
2005-04-20,58.509997999999996
2005-04-21,59.240002000000004
2005-04-22,58.884997999999996
2005-04-25,60.134997999999996
2005-04-26,59.014998999999996
2005-04-27,62.224998
2005-04-28,62.150002
2005-04-29,63.875
2005-05-02,64.540001
2005-05-03,64.989998
2005-05-04,65.58000200000001
2005-05-05,66.379997
2005-05-06,66.974998
2005-05-09,68.0
2005-05-10,67.699997
2005-05-11,67.404999
2005-05-12,67.18
2005-05-13,65.93
2005-05-16,66.889999
2005-05-17,67.5
2005-05-18,66.900002
2005-05-19,66.625
2005-05-20,66.54499799999999
2005-05-23,67.16999799999999
2005-05-24,67.555
2005-05-25,67.105003
2005-05-26,67.125
2005-05-27,67.0
2005-05-31,66.5
2005-06-01,66.610001
2005-06-02,67.639999
2005-06-03,68.400002
2005-06-06,67.800003
2005-06-07,67.720001
2005-06-08,66.709999
2005-06-09,69.059998
2005-06-10,67.800003
2005-06-13,68.5
2005-06-14,69.779999
2005-06-15,69.199997
2005-06-16,68.690002
2005-06-17,69.639999
2005-06-20,69.650002
2005-06-21,69.730003
2005-06-22,69.980003
2005-06-23,68.739998
2005-06-24,68.190002
2005-06-27,67.57
2005-06-28,68.489998
2005-06-29,69.660004
2005-06-30,69.639999
2005-07-01,69.82
2005-07-05,70.349998
2005-07-06,69.870003
2005-07-07,69.910004
2005-07-08,70.75
2005-07-11,71.209999
2005-07-12,70.139999
2005-07-13,69.349998
2005-07-14,68.199997
2005-07-15,68.900002
2005-07-18,68.870003
2005-07-19,68.08000200000001
2005-07-20,67.5
2005-07-21,66.720001
2005-07-22,67.019997
2005-07-25,66.959999
2005-07-26,68.290001
2005-07-27,67.099998
2005-07-28,70.5
2005-07-29,70.739998
2005-08-01,72.769997
2005-08-02,73.370003
2005-08-03,73.959999
2005-08-04,72.629997
2005-08-05,70.91999799999999
2005-08-08,70.529999
2005-08-09,71.849998
2005-08-10,73.18
2005-08-11,73.279999
2005-08-12,72.510002
2005-08-15,72.440002
2005-08-16,72.599998
2005-08-17,73.129997
2005-08-18,72.800003
2005-08-19,73.0
2005-08-22,73.150002
2005-08-23,72.57
2005-08-24,72.5
2005-08-25,72.900002
2005-08-26,72.519997
2005-08-29,73.029999
2005-08-30,73.379997
2005-08-31,74.25
2005-09-01,73.800003
2005-09-02,73.980003
2005-09-06,76.300003
2005-09-07,76.790001
2005-09-08,76.25
2005-09-09,76.769997
2005-09-12,75.550003
2005-09-13,73.099998
2005-09-14,73.5
2005-09-15,73.839996
2005-09-16,74.040001
2005-09-19,73.290001
2005-09-20,72.209999
2005-09-21,72.269997
2005-09-22,73.190002
2005-09-23,74.739998
2005-09-26,75.089996
2005-09-27,75.010002
2005-09-28,74.690002
2005-09-29,75.309998
2005-09-30,75.82
2005-10-03,75.83000200000001
2005-10-04,75.889999
2005-10-05,74.129997
2005-10-06,74.129997
2005-10-07,74.199997
2005-10-10,74.059998
2005-10-11,73.82
2005-10-12,71.949997
2005-10-13,71.139999
2005-10-14,73.58000200000001
2005-10-17,74.050003
2005-10-18,74.029999
2005-10-19,76.370003
2005-10-20,75.58000200000001
2005-10-21,78.0
2005-10-24,78.089996
2005-10-25,76.089996
2005-10-26,71.720001
2005-10-27,73.239998
2005-10-28,74.699997
2005-10-31,74.68
2005-11-01,75.010002
2005-11-02,74.599998
2005-11-03,73.900002
2005-11-04,73.400002
2005-11-07,73.099998
2005-11-08,72.279999
2005-11-09,71.75
2005-11-10,74.0
2005-11-11,73.769997
2005-11-14,74.459999
2005-11-15,75.699997
2005-11-16,76.129997
2005-11-17,76.91999799999999
2005-11-18,77.099998
2005-11-21,78.440002
2005-11-22,78.5
2005-11-23,78.529999
2005-11-25,78.150002
2005-11-28,75.989998
2005-11-29,76.58000200000001
2005-11-30,76.83000200000001
2005-12-01,77.699997
2005-12-02,77.300003
2005-12-05,76.849998
2005-12-06,79.07
2005-12-07,76.839996
2005-12-08,77.839996
2005-12-09,79.400002
2005-12-12,78.900002
2005-12-13,79.639999
2005-12-14,78.589996
2005-12-15,78.800003
2005-12-16,78.239998
2005-12-19,76.639999
2005-12-20,77.370003
2005-12-21,76.93
2005-12-22,77.940002
2005-12-23,78.300003
2005-12-27,77.760002
2005-12-28,78.809998
2005-12-29,80.0
2005-12-30,79.790001
2006-01-03,79.360001
2006-01-04,79.519997
2006-01-05,78.989998
2006-01-06,78.93
2006-01-09,77.699997
2006-01-10,77.599998
2006-01-11,76.940002
2006-01-12,76.940002
2006-01-13,74.889999
2006-01-17,76.230003
2006-01-18,76.779999
2006-01-19,76.010002
2006-01-20,73.230003
2006-01-23,71.660004
2006-01-24,73.190002
2006-01-25,72.860001
2006-01-26,74.5
2006-01-27,75.5
2006-01-30,75.459999
2006-01-31,76.800003
2006-02-01,77.66999799999999
2006-02-02,77.110001
2006-02-03,77.300003
2006-02-06,76.25
2006-02-07,76.540001
2006-02-08,76.279999
2006-02-09,77.43
2006-02-10,77.650002
2006-02-13,77.66999799999999
2006-02-14,78.910004
2006-02-15,78.82
2006-02-16,77.739998
2006-02-17,77.360001
2006-02-21,77.010002
2006-02-22,78.550003
2006-02-23,77.480003
2006-02-24,77.290001
2006-02-27,77.690002
2006-02-28,76.790001
2006-03-01,76.589996
2006-03-02,76.0
2006-03-03,75.68
2006-03-06,75.029999
2006-03-07,76.5
2006-03-08,77.120003
2006-03-09,77.029999
2006-03-10,77.43
2006-03-13,76.800003
2006-03-14,77.900002
2006-03-15,78.58000200000001
2006-03-16,79.43
2006-03-17,79.620003
2006-03-20,79.769997
2006-03-21,78.33000200000001
2006-03-22,78.730003
2006-03-23,78.739998
2006-03-24,78.5
2006-03-27,77.639999
2006-03-28,76.550003
2006-03-29,77.16999799999999
2006-03-30,77.209999
2006-03-31,77.43
2006-04-03,76.32
2006-04-04,77.33000200000001
2006-04-05,76.980003
2006-04-06,75.449997
2006-04-07,75.589996
2006-04-10,74.199997
2006-04-11,72.68
2006-04-12,73.190002
2006-04-13,72.989998
2006-04-17,72.230003
2006-04-18,72.66999799999999
2006-04-19,71.75
2006-04-20,72.0
2006-04-21,71.720001
2006-04-24,71.5
2006-04-25,70.739998
2006-04-26,70.440002
2006-04-27,67.5
2006-04-28,71.0
2006-05-01,71.68
2006-05-02,72.050003
2006-05-03,67.550003
2006-05-04,68.760002
2006-05-05,70.010002
2006-05-08,71.599998
2006-05-09,70.25
2006-05-10,71.0
2006-05-11,71.010002
2006-05-12,71.75
2006-05-15,71.970001
2006-05-16,72.870003
2006-05-17,73.309998
2006-05-18,73.160004
2006-05-19,71.900002
2006-05-22,71.550003
2006-05-23,70.709999
2006-05-24,70.400002
2006-05-25,72.589996
2006-05-26,72.08000200000001
2006-05-30,70.839996
2006-05-31,71.58000200000001
2006-06-01,73.050003
