Date,GLIBA
2012-08-10,11.056511
2012-08-13,11.019656
2012-08-14,10.761671
2012-08-15,10.597052
2012-08-16,9.955774
2012-08-17,10.461917
2012-08-20,10.427519
2012-08-21,10.601966000000001
2012-08-22,11.090909
2012-08-23,11.056511
2012-08-24,11.599508
2012-08-27,12.199017999999999
2012-08-28,11.872236000000001
2012-08-29,11.523341
2012-08-30,11.405405
2012-08-31,11.299754
2012-09-04,11.845208999999999
2012-09-05,11.948402999999999
2012-09-06,12.068796
2012-09-07,12.090909
2012-09-10,12.041769
2012-09-11,12.240787
2012-09-12,11.982801
2012-09-13,12.248158
2012-09-14,12.051597000000001
2012-09-17,11.872236000000001
2012-09-18,11.771499
2012-09-19,11.702703
2012-09-20,12.127763999999999
2012-09-21,12.46683
2012-09-24,12.090909
2012-09-25,11.992628999999999
2012-09-26,11.95086
2012-09-27,12.211302
2012-09-28,12.19656
2012-10-01,12.029484
2012-10-02,11.980344
2012-10-03,12.127763999999999
2012-10-04,12.216216000000001
2012-10-05,12.19656
2012-10-08,12.228501
2012-10-09,12.088452
2012-10-10,12.884521000000001
2012-10-11,13.127764
2012-10-12,12.72973
2012-10-15,12.692875
2012-10-16,12.830467
2012-10-17,13.024569999999999
2012-10-18,13.181818
2012-10-19,13.066339
2012-10-22,13.267814000000001
2012-10-23,13.230958
2012-10-24,13.339067000000002
2012-10-25,13.285012
2012-10-26,13.867322
2012-10-31,13.982801
2012-11-01,13.945946
2012-11-02,14.402948
2012-11-05,14.189189
2012-11-06,14.275185
2012-11-07,13.980344
2012-11-08,13.970516
2012-11-09,13.92629
2012-11-12,13.933660999999999
2012-11-13,13.916462
2012-11-14,13.675675
2012-11-15,13.491401000000002
2012-11-16,13.859951
2012-11-19,13.945946
2012-11-20,14.14742
2012-11-21,14.203930999999999
2012-11-23,14.383292
2012-11-26,14.081081
2012-11-27,13.982801
2012-11-28,14.216216000000001
2012-11-29,14.425061
2012-11-30,14.38575
2012-12-03,14.248157999999998
2012-12-04,14.447173999999999
2012-12-05,14.528255
2012-12-06,14.552826000000001
2012-12-07,14.520885
2012-12-10,14.388206
2012-12-11,14.513514
2012-12-12,14.943489000000001
2012-12-13,14.928747
2012-12-14,14.977886999999999
2012-12-17,15.457003
2012-12-18,15.734644
2012-12-19,15.778870000000001
2012-12-20,16.022114000000002
2012-12-21,15.7543
2012-12-24,16.056510999999997
2012-12-26,15.864865
2012-12-27,16.218674
2012-12-28,16.334152
2012-12-31,16.648649
2013-01-02,17.027027
2013-01-03,16.977885999999998
2013-01-04,17.233416000000002
2013-01-07,17.339066
2013-01-08,16.938576
2013-01-09,16.791155
2013-01-10,16.943489000000003
2013-01-11,16.786242
2013-01-14,17.007372
2013-01-15,17.03194
2013-01-16,17.22113
2013-01-17,17.651106
2013-01-18,17.687962
2013-01-22,17.675676
2013-01-23,17.702703
2013-01-24,17.823095000000002
2013-01-25,18.636364
2013-01-28,18.562654000000002
2013-01-29,18.334152
2013-01-30,18.348894
2013-01-31,18.336609
2013-02-01,18.601965
2013-02-04,18.427519
2013-02-05,18.931204
2013-02-06,18.579853
2013-02-07,18.476658
2013-02-08,18.542997
2013-02-11,18.368551
2013-02-12,18.41769
2013-02-13,18.361179
2013-02-14,17.773956
2013-02-15,18.144962
2013-02-19,17.945946
2013-02-20,17.496315
2013-02-21,17.597051999999998
2013-02-22,17.825552
2013-02-25,17.437345999999998
2013-02-26,17.481573
2013-02-27,18.012285000000002
2013-02-28,17.739557
2013-03-01,18.02457
2013-03-04,18.027027
2013-03-05,18.58231
2013-03-06,18.714987
2013-03-07,19.019655
2013-03-08,18.840296
2013-03-11,18.616707
2013-03-12,18.447174
2013-03-13,18.695332
2013-03-14,18.786242
2013-03-15,18.972973
2013-03-18,18.646193
2013-03-19,18.250614000000002
2013-03-20,18.361179
2013-03-21,18.280098000000002
2013-03-22,18.574938
2013-03-25,18.695332
2013-03-26,18.840296
2013-03-27,18.58231
2013-03-28,18.570024
2013-04-01,18.658476
2013-04-02,18.950859
2013-04-03,18.412777
2013-04-04,18.253071
2013-04-05,18.307125
2013-04-08,18.181818
2013-04-09,18.147420999999998
2013-04-10,18.601965
2013-04-11,18.786242
2013-04-12,18.904177
2013-04-15,18.341524
2013-04-16,18.697788
2013-04-17,18.420147
2013-04-18,18.238329
2013-04-19,18.277641
2013-04-22,18.351351
2013-04-23,18.712529999999997
2013-04-24,18.560195999999998
2013-04-25,18.835380999999998
2013-04-26,18.398035
2013-04-29,18.039312
2013-04-30,18.051598000000002
2013-05-01,18.140048999999998
2013-05-02,18.223587
2013-05-03,18.68059
2013-05-06,18.690417999999998
2013-05-07,18.619165
2013-05-08,18.449631
2013-05-09,18.348894
2013-05-10,18.695332
2013-05-13,18.828011
2013-05-14,19.250614000000002
2013-05-15,19.481573
2013-05-16,19.297297
2013-05-17,19.457003
2013-05-20,19.77887
2013-05-21,19.739557
2013-05-22,19.530712
2013-05-23,19.641277
2013-05-24,19.894348
2013-05-28,20.056510999999997
2013-05-29,19.805897
2013-05-30,19.862408
2013-05-31,20.041769
2013-06-03,19.729731
2013-06-04,19.525799
2013-06-05,19.380835
2013-06-06,19.587223
2013-06-07,20.081081
2013-06-10,20.287470000000003
2013-06-11,19.97543
2013-06-12,20.113022
2013-06-13,20.437345999999998
2013-06-14,20.285013
2013-06-17,20.378378
2013-06-18,20.638821
2013-06-19,20.769041
2013-06-20,20.520885
2013-06-21,20.184275
2013-06-24,20.253071
2013-06-25,20.171989
2013-06-26,20.238329
2013-06-27,20.572481
2013-06-28,20.886978
2013-07-01,21.13022
2013-07-02,20.872235999999997
2013-07-03,21.314497
2013-07-05,21.348894
2013-07-08,21.461916
2013-07-09,21.501228
2013-07-10,21.358723
2013-07-11,21.253071
2013-07-12,21.353807
2013-07-15,21.267813
2013-07-16,21.621622
2013-07-17,21.646193
2013-07-18,21.906633
2013-07-19,21.579853
2013-07-22,21.535626999999998
2013-07-23,21.572481
2013-07-24,21.670761
2013-07-25,23.307125
2013-07-26,21.835380999999998
2013-07-29,21.599508
2013-07-30,21.808353
2013-07-31,22.044226000000002
2013-08-01,22.238329
2013-08-02,22.142506
2013-08-05,22.235872
2013-08-06,22.587223
2013-08-07,22.054054
2013-08-08,22.007372
2013-08-09,22.363636
2013-08-12,21.882065
2013-08-13,21.820639
2013-08-14,20.818182
2013-08-15,20.410320000000002
2013-08-16,20.498772
2013-08-19,20.324324
2013-08-20,20.469288
2013-08-21,20.368551
2013-08-22,20.663391
2013-08-23,21.157248000000003
2013-08-26,21.159704
2013-08-27,20.604423999999998
2013-08-28,20.773956
2013-08-29,20.997543
2013-08-30,21.041769
2013-09-03,20.938576
2013-09-04,21.223587
2013-09-05,21.226044
2013-09-06,21.22113
2013-09-09,21.498772
2013-09-10,21.400492
2013-09-11,21.457003
2013-09-12,21.471745000000002
2013-09-13,21.459459
2013-09-16,21.329239
2013-09-17,21.496315
2013-09-18,21.914005
2013-09-19,21.896807
2013-09-20,22.270269
2013-09-23,21.808353
2013-09-24,21.840296
2013-09-25,21.528254999999998
2013-09-26,21.675676
2013-09-27,21.886978
2013-09-30,21.663391
2013-10-01,22.358723
2013-10-02,22.678133
2013-10-03,22.61425
2013-10-04,22.619165
2013-10-07,22.039312
2013-10-08,21.152334
2013-10-09,20.894348
2013-10-10,22.567567999999998
2013-10-11,23.692875
2013-10-14,23.093367
2013-10-15,22.859951000000002
2013-10-16,23.063882999999997
2013-10-17,22.872235999999997
2013-10-18,22.977885999999998
2013-10-21,23.692875
2013-10-22,23.86978
2013-10-23,23.407861999999998
2013-10-24,23.992628
2013-10-25,24.459459
2013-10-28,24.346436999999998
