Date,AKBA
2014-12-29,11.36
2014-12-30,11.61
2014-12-31,11.64
2015-01-02,11.5
2015-01-05,11.09
2015-01-06,11.06
2015-01-07,11.43
2015-01-08,11.1
2015-01-09,11.5
2015-01-12,11.43
2015-01-13,10.96
2015-01-14,10.99
2015-01-15,10.02
2015-01-16,10.83
2015-01-20,10.89
2015-01-21,10.33
2015-01-22,10.47
2015-01-23,10.61
2015-01-26,11.34
2015-01-27,11.43
2015-01-28,10.79
2015-01-29,10.83
2015-01-30,10.27
2015-02-02,9.33
2015-02-03,9.25
2015-02-04,9.31
2015-02-05,9.8
2015-02-06,9.52
2015-02-09,9.22
2015-02-10,9.1
2015-02-11,9.0
2015-02-12,8.81
2015-02-13,9.32
2015-02-17,9.53
2015-02-18,10.15
2015-02-19,10.05
2015-02-20,10.14
2015-02-23,9.9
2015-02-24,9.89
2015-02-25,9.56
2015-02-26,9.45
2015-02-27,9.26
2015-03-02,9.08
2015-03-03,9.48
2015-03-04,10.2
2015-03-05,11.03
2015-03-06,11.15
2015-03-09,11.45
2015-03-10,11.43
2015-03-11,11.47
2015-03-12,11.43
2015-03-13,13.24
2015-03-16,12.98
2015-03-17,12.82
2015-03-18,12.87
2015-03-19,13.0
2015-03-20,12.46
2015-03-23,11.35
2015-03-24,11.51
2015-03-25,10.23
2015-03-26,10.29
2015-03-27,10.43
2015-03-30,10.92
2015-03-31,11.11
2015-04-01,9.51
2015-04-02,9.19
2015-04-06,9.27
2015-04-07,9.84
2015-04-08,10.5
2015-04-09,10.28
2015-04-10,10.41
2015-04-13,10.3
2015-04-14,9.73
2015-04-15,9.32
2015-04-16,8.67
2015-04-17,8.31
2015-04-20,8.5
2015-04-21,8.32
2015-04-22,8.39
2015-04-23,8.75
2015-04-24,8.67
2015-04-27,8.47
2015-04-28,8.25
2015-04-29,8.25
2015-04-30,7.67
2015-05-01,7.85
2015-05-04,7.92
2015-05-05,7.85
2015-05-06,7.54
2015-05-07,7.49
2015-05-08,7.56
2015-05-11,7.88
2015-05-12,7.81
2015-05-13,7.71
2015-05-14,8.05
2015-05-15,8.19
2015-05-18,8.24
2015-05-19,8.23
2015-05-20,8.16
2015-05-21,8.14
2015-05-22,8.13
2015-05-26,7.97
2015-05-27,8.25
2015-05-28,8.24
2015-05-29,7.86
2015-06-01,7.81
2015-06-02,7.94
2015-06-03,7.99
2015-06-04,8.23
2015-06-05,8.48
2015-06-08,8.17
2015-06-09,7.83
2015-06-10,7.86
2015-06-11,7.76
2015-06-12,7.91
2015-06-15,8.08
2015-06-16,8.24
2015-06-17,8.02
2015-06-18,8.28
2015-06-19,7.99
2015-06-22,9.58
2015-06-23,9.7
2015-06-24,9.3
2015-06-25,9.41
2015-06-26,9.57
2015-06-29,9.37
2015-06-30,10.29
2015-07-01,9.73
2015-07-02,9.79
2015-07-06,9.83
2015-07-07,9.52
2015-07-08,8.97
2015-07-09,8.74
2015-07-10,8.83
2015-07-13,9.09
2015-07-14,9.11
2015-07-15,9.45
2015-07-16,9.92
2015-07-17,10.8
2015-07-20,11.0
2015-07-21,11.69
2015-07-22,10.99
2015-07-23,11.07
2015-07-24,10.19
2015-07-27,9.56
2015-07-28,9.65
2015-07-29,9.36
2015-07-30,9.4
2015-07-31,9.4
2015-08-03,9.81
2015-08-04,10.62
2015-08-05,10.48
2015-08-06,9.52
2015-08-07,9.3
2015-08-10,9.62
2015-08-11,9.44
2015-08-12,7.99
2015-08-13,7.52
2015-08-14,7.1
2015-08-17,7.2
2015-08-18,6.89
2015-08-19,7.02
2015-08-20,6.32
2015-08-21,6.65
2015-08-24,6.25
2015-08-25,6.1
2015-08-26,6.35
2015-08-27,6.47
2015-08-28,7.0
2015-08-31,6.96
2015-09-01,7.47
2015-09-02,7.53
2015-09-03,6.58
2015-09-04,7.14
2015-09-08,7.81
2015-09-09,11.36
2015-09-10,9.67
2015-09-11,11.21
2015-09-14,10.56
2015-09-15,10.58
2015-09-16,10.8
2015-09-17,10.9
2015-09-18,11.33
2015-09-21,10.76
2015-09-22,11.15
2015-09-23,11.18
2015-09-24,11.15
2015-09-25,10.58
2015-09-28,9.6
2015-09-29,9.55
2015-09-30,9.66
2015-10-01,8.98
2015-10-02,9.82
2015-10-05,10.09
2015-10-06,10.34
2015-10-07,10.0
2015-10-08,9.93
2015-10-09,10.56
2015-10-12,10.08
2015-10-13,9.65
2015-10-14,9.89
2015-10-15,10.62
2015-10-16,10.63
2015-10-19,10.96
2015-10-20,10.37
2015-10-21,10.63
2015-10-22,9.47
2015-10-23,9.1
2015-10-26,8.84
2015-10-27,9.2
2015-10-28,9.63
2015-10-29,9.07
2015-10-30,8.92
2015-11-02,9.93
2015-11-03,10.28
2015-11-04,10.24
2015-11-05,9.94
2015-11-06,10.23
2015-11-09,8.97
2015-11-10,8.53
2015-11-11,8.73
2015-11-12,8.54
2015-11-13,8.3
2015-11-16,8.43
2015-11-17,8.54
2015-11-18,9.06
2015-11-19,8.88
2015-11-20,9.5
2015-11-23,9.42
2015-11-24,10.05
2015-11-25,10.18
2015-11-27,10.9
2015-11-30,10.73
2015-12-01,10.22
2015-12-02,9.96
2015-12-03,9.87
2015-12-04,9.88
2015-12-07,10.48
2015-12-08,10.23
2015-12-09,9.89
2015-12-10,10.11
2015-12-11,9.75
2015-12-14,10.44
2015-12-15,11.8
2015-12-16,12.05
2015-12-17,11.69
2015-12-18,12.35
2015-12-21,12.22
2015-12-22,12.01
2015-12-23,12.21
2015-12-24,12.18
2015-12-28,11.9
2015-12-29,12.01
2015-12-30,12.7
2015-12-31,12.92
2016-01-04,12.56
2016-01-05,10.78
2016-01-06,9.6
2016-01-07,8.66
2016-01-08,8.51
2016-01-11,8.18
2016-01-12,8.26
2016-01-13,7.79
2016-01-14,8.04
2016-01-15,7.75
2016-01-19,7.78
2016-01-20,8.0
2016-01-21,7.51
2016-01-22,7.77
2016-01-25,7.86
2016-01-26,7.69
2016-01-27,7.5
2016-01-28,7.35
2016-01-29,7.33
2016-02-01,7.74
2016-02-02,7.45
2016-02-03,7.59
2016-02-04,7.71
2016-02-05,7.44
2016-02-08,7.15
2016-02-09,7.14
2016-02-10,7.23
2016-02-11,7.24
2016-02-12,7.69
2016-02-16,7.96
2016-02-17,8.25
2016-02-18,7.83
2016-02-19,7.85
2016-02-22,7.7
2016-02-23,7.32
2016-02-24,7.45
2016-02-25,7.45
2016-02-26,7.47
2016-02-29,7.3
2016-03-01,7.51
2016-03-02,7.64
2016-03-03,7.65
2016-03-04,7.82
2016-03-07,8.17
2016-03-08,7.94
2016-03-09,8.3
2016-03-10,8.25
2016-03-11,8.66
2016-03-14,8.76
2016-03-15,8.45
2016-03-16,8.37
2016-03-17,8.15
2016-03-18,8.66
2016-03-21,8.72
2016-03-22,8.9
2016-03-23,8.5
2016-03-24,8.67
2016-03-28,8.68
2016-03-29,9.01
2016-03-30,8.92
2016-03-31,9.01
2016-04-01,9.3
2016-04-04,9.54
2016-04-05,9.62
2016-04-06,9.785
2016-04-07,9.68
2016-04-08,9.56
2016-04-11,9.53
2016-04-12,9.49
2016-04-13,9.73
2016-04-14,9.89
2016-04-15,9.94
2016-04-18,9.69
2016-04-19,9.42
2016-04-20,9.33
2016-04-21,9.57
2016-04-22,9.69
2016-04-25,9.55
2016-04-26,9.41
2016-04-27,9.34
2016-04-28,9.41
2016-04-29,9.39
2016-05-02,9.5
2016-05-03,9.36
2016-05-04,9.17
2016-05-05,9.04
2016-05-06,8.36
2016-05-09,8.27
2016-05-10,8.34
2016-05-11,8.02
2016-05-12,7.71
2016-05-13,7.78
2016-05-16,8.24
2016-05-17,8.08
2016-05-18,8.21
2016-05-19,8.06
2016-05-20,8.25
2016-05-23,8.4
2016-05-24,8.62
2016-05-25,8.93
2016-05-26,8.83
2016-05-27,8.8
2016-05-31,8.91
2016-06-01,8.99
2016-06-02,9.08
2016-06-03,8.84
2016-06-06,8.76
2016-06-07,8.6
2016-06-08,8.66
2016-06-09,8.48
2016-06-10,8.37
2016-06-13,8.41
2016-06-14,8.35
2016-06-15,8.49
2016-06-16,8.56
2016-06-17,7.95
2016-06-20,7.58
2016-06-21,7.41
2016-06-22,7.33
2016-06-23,7.79
2016-06-24,7.47
2016-06-27,7.24
2016-06-28,7.67
2016-06-29,7.42
2016-06-30,7.48
2016-07-01,7.63
2016-07-05,7.5
2016-07-06,7.96
2016-07-07,8.1
2016-07-08,8.8
2016-07-11,8.69
2016-07-12,8.87
2016-07-13,8.79
2016-07-14,8.57
2016-07-15,8.56
2016-07-18,8.45
2016-07-19,8.2
2016-07-20,8.46
2016-07-21,8.6
2016-07-22,8.62
2016-07-25,8.57
2016-07-26,8.71
2016-07-27,9.18
2016-07-28,9.01
2016-07-29,8.95
2016-08-01,8.98
2016-08-02,8.75
2016-08-03,8.89
2016-08-04,8.64
2016-08-05,8.81
2016-08-08,8.73
2016-08-09,8.0
2016-08-10,7.89
2016-08-11,7.95
2016-08-12,8.08
2016-08-15,8.08
2016-08-16,8.0
2016-08-17,7.9
2016-08-18,7.98
2016-08-19,7.95
2016-08-22,8.22
2016-08-23,8.42
2016-08-24,8.03
2016-08-25,8.09
2016-08-26,8.11
2016-08-29,8.12
2016-08-30,8.3
2016-08-31,8.13
2016-09-01,8.11
2016-09-02,8.23
2016-09-06,8.38
2016-09-07,8.44
2016-09-08,8.4
2016-09-09,8.28
2016-09-12,8.48
2016-09-13,8.36
2016-09-14,8.54
2016-09-15,8.58
2016-09-16,8.98
2016-09-19,9.06
2016-09-20,9.25
2016-09-21,9.33
2016-09-22,9.25
2016-09-23,9.14
2016-09-26,8.98
2016-09-27,9.09
2016-09-28,9.08
2016-09-29,8.72
2016-09-30,9.05
2016-10-03,8.96
2016-10-04,8.96
2016-10-05,9.06
2016-10-06,8.87
2016-10-07,8.86
2016-10-10,9.08
2016-10-11,8.76
2016-10-12,8.43
2016-10-13,8.28
2016-10-14,8.1
2016-10-17,7.96
2016-10-18,8.03
2016-10-19,8.02
2016-10-20,8.2
2016-10-21,8.09
2016-10-24,7.89
2016-10-25,7.81
2016-10-26,7.71
2016-10-27,7.63
2016-10-28,7.58
2016-10-31,7.52
2016-11-01,7.49
2016-11-02,7.33
2016-11-03,7.19
2016-11-04,7.37
2016-11-07,7.84
2016-11-08,7.8
2016-11-09,8.63
2016-11-10,8.63
2016-11-11,8.77
2016-11-14,8.9
2016-11-15,8.65
2016-11-16,8.85
2016-11-17,8.98
2016-11-18,8.96
2016-11-21,8.99
2016-11-22,8.98
2016-11-23,9.09
2016-11-25,9.09
2016-11-28,8.91
2016-11-29,8.84
2016-11-30,8.61
2016-12-01,8.48
2016-12-02,8.47
2016-12-05,8.5
2016-12-06,8.56
2016-12-07,8.38
2016-12-08,8.52
2016-12-09,8.57
2016-12-12,8.33
2016-12-13,8.24
2016-12-14,7.87
2016-12-15,8.07
2016-12-16,8.3
2016-12-19,8.35
2016-12-20,9.97
2016-12-21,10.19
2016-12-22,10.09
2016-12-23,10.6
2016-12-27,10.27
2016-12-28,10.3
2016-12-29,10.36
2016-12-30,10.41
2017-01-03,10.5
2017-01-04,10.5
2017-01-05,10.55
2017-01-06,10.55
2017-01-09,10.48
2017-01-10,10.47
2017-01-11,10.19
2017-01-12,10.05
2017-01-13,9.94
2017-01-17,9.7
2017-01-18,9.73
2017-01-19,9.53
2017-01-20,9.54
2017-01-23,9.28
2017-01-24,9.49
2017-01-25,9.67
2017-01-26,9.78
2017-01-27,9.88
2017-01-30,9.8
2017-01-31,10.03
2017-02-01,9.91
2017-02-02,9.66
2017-02-03,10.0
2017-02-06,10.01
2017-02-07,9.88
2017-02-08,9.69
2017-02-09,9.84
2017-02-10,9.86
2017-02-13,10.01
2017-02-14,10.14
2017-02-15,10.42
2017-02-16,10.51
2017-02-17,10.4
2017-02-21,10.14
2017-02-22,10.01
2017-02-23,9.93
2017-02-24,9.94
2017-02-27,10.15
2017-02-28,10.02
2017-03-01,10.2
2017-03-02,10.13
2017-03-03,10.23
2017-03-06,10.25
2017-03-07,8.94
2017-03-08,8.96
2017-03-09,9.26
2017-03-10,9.28
2017-03-13,9.31
2017-03-14,9.14
2017-03-15,9.28
2017-03-16,9.31
2017-03-17,9.26
2017-03-20,9.26
2017-03-21,8.96
2017-03-22,9.13
2017-03-23,9.1
2017-03-24,9.11
2017-03-27,9.23
2017-03-28,9.16
2017-03-29,9.14
2017-03-30,9.23
2017-03-31,9.2
2017-04-03,8.97
2017-04-04,8.8
2017-04-05,9.09
2017-04-06,9.15
2017-04-07,9.18
2017-04-10,9.25
2017-04-11,9.19
2017-04-12,9.1
2017-04-13,9.07
2017-04-17,9.06
2017-04-18,9.09
2017-04-19,9.12
2017-04-20,9.13
2017-04-21,9.1
2017-04-24,9.31
2017-04-25,9.37
2017-04-26,12.5
2017-04-27,13.23
2017-04-28,13.18
2017-05-01,13.04
2017-05-02,12.8
2017-05-03,12.79
2017-05-04,12.79
2017-05-05,12.62
2017-05-08,12.42
2017-05-09,12.44
2017-05-10,12.13
2017-05-11,12.16
2017-05-12,12.69
2017-05-15,12.9
2017-05-16,15.01
2017-05-17,14.43
2017-05-18,14.39
2017-05-19,14.25
2017-05-22,13.93
2017-05-23,13.95
2017-05-24,14.24
2017-05-25,13.85
2017-05-26,13.43
2017-05-30,13.47
2017-05-31,13.4
2017-06-01,13.5
2017-06-02,13.82
2017-06-05,13.2
2017-06-06,13.38
2017-06-07,13.2
2017-06-08,13.44
2017-06-09,13.92
2017-06-12,13.81
2017-06-13,14.1
2017-06-14,14.33
2017-06-15,14.37
2017-06-16,14.11
2017-06-19,14.61
2017-06-20,15.1
2017-06-21,15.84
2017-06-22,16.49
2017-06-23,16.35
2017-06-26,16.299999
2017-06-27,15.69
2017-06-28,15.5
2017-06-29,15.1
2017-06-30,14.37
2017-07-03,14.58
2017-07-05,14.54
2017-07-06,14.46
2017-07-07,14.21
2017-07-10,13.99
2017-07-11,13.98
2017-07-12,14.09
2017-07-13,14.11
2017-07-14,13.86
2017-07-17,13.82
2017-07-18,13.62
2017-07-19,13.67
2017-07-20,13.67
2017-07-21,13.82
2017-07-24,14.04
2017-07-25,13.78
2017-07-26,13.9
2017-07-27,13.29
2017-07-28,13.4
2017-07-31,13.19
2017-08-01,13.03
2017-08-02,13.14
2017-08-03,13.02
2017-08-04,13.2
2017-08-07,13.06
2017-08-08,13.62
2017-08-09,13.95
2017-08-10,13.59
2017-08-11,14.29
2017-08-14,14.63
2017-08-15,15.16
2017-08-16,15.25
2017-08-17,15.02
2017-08-18,14.99
2017-08-21,14.96
2017-08-22,15.04
2017-08-23,15.11
2017-08-24,15.81
2017-08-25,16.440001000000002
2017-08-28,16.799999
2017-08-29,16.709999
2017-08-30,16.57
2017-08-31,16.74
2017-09-01,16.85
2017-09-05,16.360001
2017-09-06,16.450001
2017-09-07,16.459999
2017-09-08,16.780001000000002
2017-09-11,17.18
2017-09-12,17.049999
2017-09-13,17.6
2017-09-14,17.73
2017-09-15,17.299999
2017-09-18,17.280001000000002
2017-09-19,17.540001
2017-09-20,17.700001
2017-09-21,17.52
2017-09-22,17.57
2017-09-25,17.9
2017-09-26,17.530001000000002
2017-09-27,18.790001
2017-09-28,19.209999
2017-09-29,19.67
2017-10-02,19.59
2017-10-03,19.33
2017-10-04,19.23
2017-10-05,19.23
2017-10-06,18.969998999999998
2017-10-09,18.74
2017-10-10,18.940001000000002
2017-10-11,18.98
2017-10-12,19.26
2017-10-13,18.51
2017-10-16,18.405001000000002
2017-10-17,18.190001000000002
2017-10-18,18.0
2017-10-19,17.780001000000002
2017-10-20,17.879998999999998
2017-10-23,17.67
2017-10-24,17.700001
2017-10-25,17.17
2017-10-26,16.969998999999998
2017-10-27,17.42
2017-10-30,17.629998999999998
2017-10-31,18.15
2017-11-01,17.860001
2017-11-02,17.52
2017-11-03,17.799999
2017-11-06,17.700001
2017-11-07,17.280001000000002
2017-11-08,17.27
2017-11-09,15.1
2017-11-10,15.49
2017-11-13,15.07
2017-11-14,14.24
2017-11-15,14.72
2017-11-16,15.13
2017-11-17,15.36
2017-11-20,15.49
2017-11-21,15.79
2017-11-22,15.67
2017-11-24,15.0
2017-11-27,15.56
2017-11-28,15.0
2017-11-29,14.83
2017-11-30,15.56
2017-12-01,15.85
2017-12-04,15.39
2017-12-05,15.19
2017-12-06,15.4
2017-12-07,15.5
2017-12-08,15.81
2017-12-11,15.5
2017-12-12,15.31
2017-12-13,15.54
2017-12-14,14.84
2017-12-15,15.05
2017-12-18,15.25
2017-12-19,15.48
2017-12-20,15.4
2017-12-21,15.58
2017-12-22,15.7
2017-12-26,15.37
2017-12-27,15.15
2017-12-28,15.46
2017-12-29,14.87
2018-01-02,14.97
2018-01-03,15.48
2018-01-04,15.43
2018-01-05,15.31
2018-01-08,15.1
2018-01-09,15.57
2018-01-10,15.25
2018-01-11,15.58
2018-01-12,15.68
2018-01-16,14.98
2018-01-17,15.13
2018-01-18,14.66
2018-01-19,14.71
2018-01-22,15.22
2018-01-23,15.39
2018-01-24,14.8
2018-01-25,15.14
2018-01-26,15.23
2018-01-29,15.59
2018-01-30,15.02
2018-01-31,14.78
2018-02-01,14.94
2018-02-02,14.56
2018-02-05,14.14
2018-02-06,14.19
2018-02-07,14.36
2018-02-08,14.0
2018-02-09,14.11
2018-02-12,14.45
2018-02-13,14.47
2018-02-14,14.56
2018-02-15,14.78
2018-02-16,14.14
2018-02-20,13.62
2018-02-21,14.31
2018-02-22,15.03
2018-02-23,15.23
2018-02-26,15.1
2018-02-27,14.59
2018-02-28,14.3
2018-03-01,14.42
2018-03-02,14.46
2018-03-05,14.34
2018-03-06,14.2
2018-03-07,13.85
2018-03-08,13.6
2018-03-09,14.08
2018-03-12,13.52
2018-03-13,12.59
2018-03-14,12.26
2018-03-15,11.92
2018-03-16,12.3
2018-03-19,12.16
2018-03-20,11.86
2018-03-21,12.0
2018-03-22,11.68
2018-03-23,10.49
2018-03-26,10.575
2018-03-27,9.77
2018-03-28,9.74
2018-03-29,9.53
2018-04-02,9.86
2018-04-03,9.38
2018-04-04,9.88
2018-04-05,9.48
2018-04-06,9.54
2018-04-09,9.47
2018-04-10,9.97
2018-04-11,10.01
2018-04-12,9.95
2018-04-13,9.77
2018-04-16,9.95
2018-04-17,9.85
2018-04-18,9.71
2018-04-19,9.32
2018-04-20,9.28
2018-04-23,9.24
2018-04-24,9.36
2018-04-25,9.41
2018-04-26,9.62
2018-04-27,9.47
2018-04-30,9.21
2018-05-01,9.33
2018-05-02,9.53
2018-05-03,9.15
2018-05-04,9.5
2018-05-07,9.75
2018-05-08,9.4
2018-05-09,9.51
2018-05-10,9.47
2018-05-11,9.83
2018-05-14,10.43
2018-05-15,10.32
2018-05-16,10.58
2018-05-17,10.5
2018-05-18,10.65
2018-05-21,10.42
2018-05-22,10.69
2018-05-23,10.35
2018-05-24,10.36
2018-05-25,10.3
2018-05-29,10.15
2018-05-30,9.88
2018-05-31,9.82
2018-06-01,9.55
2018-06-04,9.57
2018-06-05,9.62
2018-06-06,10.11
2018-06-07,10.09
2018-06-08,10.39
2018-06-11,10.62
2018-06-12,10.54
2018-06-13,10.55
2018-06-14,11.14
2018-06-15,10.92
2018-06-18,10.84
2018-06-19,11.03
2018-06-20,11.34
2018-06-21,10.84
2018-06-22,10.75
2018-06-25,10.7
2018-06-26,10.79
2018-06-27,10.38
2018-06-28,9.36
2018-06-29,9.98
2018-07-02,9.58
2018-07-03,9.79
2018-07-05,9.98
2018-07-06,10.07
2018-07-09,9.99
2018-07-10,9.89
2018-07-11,9.97
2018-07-12,10.05
2018-07-13,9.95
2018-07-16,10.05
2018-07-17,10.49
2018-07-18,10.3
2018-07-19,10.51
2018-07-20,10.29
2018-07-23,10.33
2018-07-24,10.51
2018-07-25,10.65
2018-07-26,10.63
2018-07-27,10.04
2018-07-30,9.94
2018-07-31,10.3
2018-08-01,10.49
2018-08-02,10.23
2018-08-03,9.99
2018-08-06,9.9
2018-08-07,10.04
2018-08-08,9.72
2018-08-09,8.22
2018-08-10,8.02
2018-08-13,7.82
2018-08-14,7.83
2018-08-15,7.59
2018-08-16,7.88
2018-08-17,7.86
2018-08-20,7.81
2018-08-21,7.89
2018-08-22,8.39
2018-08-23,8.2
2018-08-24,8.26
2018-08-27,8.32
2018-08-28,8.25
2018-08-29,8.29
2018-08-30,8.26
2018-08-31,8.21
2018-09-04,8.06
2018-09-05,8.16
2018-09-06,7.93
2018-09-07,7.95
2018-09-10,7.67
2018-09-11,7.57
2018-09-12,7.64
2018-09-13,7.44
2018-09-14,7.8
2018-09-17,7.61
2018-09-18,7.78
2018-09-19,7.74
2018-09-20,8.33
2018-09-21,8.28
2018-09-24,8.38
2018-09-25,8.5
2018-09-26,8.27
2018-09-27,8.75
2018-09-28,8.83
2018-10-01,8.51
2018-10-02,8.62
2018-10-03,9.12
2018-10-04,8.69
2018-10-05,8.54
2018-10-08,8.58
2018-10-09,8.5
2018-10-10,8.45
2018-10-11,8.56
2018-10-12,8.72
2018-10-15,8.61
2018-10-16,9.14
2018-10-17,8.91
2018-10-18,8.76
2018-10-19,8.62
2018-10-22,8.3
2018-10-23,8.33
2018-10-24,7.67
2018-10-25,8.13
2018-10-26,8.06
2018-10-29,7.73
2018-10-30,7.65
2018-10-31,7.49
2018-11-01,7.54
2018-11-02,7.84
2018-11-05,7.86
2018-11-06,7.49
2018-11-07,8.12
2018-11-08,8.2
2018-11-09,8.96
2018-11-12,7.73
2018-11-13,7.78
2018-11-14,7.49
2018-11-15,7.92
2018-11-16,7.97
2018-11-19,7.29
2018-11-20,6.94
2018-11-21,7.17
2018-11-23,7.5
2018-11-26,7.52
2018-11-27,7.44
2018-11-28,8.14
2018-11-29,8.05
2018-11-30,8.08
2018-12-03,8.43
2018-12-04,8.32
2018-12-06,8.53
2018-12-07,8.53
2018-12-10,8.89
2018-12-11,9.15
2018-12-12,8.94
2018-12-13,8.69
2018-12-14,7.63
2018-12-17,7.07
2018-12-18,6.49
2018-12-19,6.45
2018-12-20,5.9
2018-12-21,5.42
2018-12-24,5.49
2018-12-26,5.91
2018-12-27,5.53
2018-12-28,5.39
2018-12-31,5.53
2019-01-02,5.8
2019-01-03,5.64
2019-01-04,6.04
2019-01-07,6.25
2019-01-08,6.6
2019-01-09,6.5
2019-01-10,6.29
2019-01-11,6.23
2019-01-14,6.05
2019-01-15,6.14
2019-01-16,6.18
2019-01-17,6.3
2019-01-18,6.39
2019-01-22,6.02
2019-01-23,5.78
2019-01-24,5.9
2019-01-25,5.89
2019-01-28,5.52
2019-01-29,5.44
2019-01-30,5.72
2019-01-31,5.51
2019-02-01,5.41
2019-02-04,5.8
2019-02-05,5.9
2019-02-06,6.15
2019-02-07,6.09
2019-02-08,6.2
2019-02-11,6.48
2019-02-12,6.64
2019-02-13,6.45
2019-02-14,6.47
2019-02-15,6.65
2019-02-19,6.55
2019-02-20,6.55
2019-02-21,6.49
2019-02-22,7.32
2019-02-25,7.46
2019-02-26,7.14
2019-02-27,7.41
2019-02-28,7.28
2019-03-01,7.68
2019-03-04,7.44
2019-03-05,7.38
2019-03-06,7.19
