Date,AMG
1998-07-07,23.333334
1998-07-08,22.541666
1998-07-09,22.291666
1998-07-10,21.666666
1998-07-13,21.833334
1998-07-14,22.75
1998-07-15,23.291666
1998-07-16,23.666666
1998-07-17,23.708334
1998-07-20,24.125
1998-07-21,23.958334
1998-07-22,24.0
1998-07-23,24.083334
1998-07-24,23.958334
1998-07-27,22.625
1998-07-28,22.208334
1998-07-29,22.041666
1998-07-30,22.541666
1998-07-31,21.791666
1998-08-03,21.875
1998-08-04,21.875
1998-08-05,20.416666
1998-08-06,20.625
1998-08-07,20.5
1998-08-10,20.791666
1998-08-11,19.333334
1998-08-12,18.791666
1998-08-13,17.958334
1998-08-14,15.833332999999998
1998-08-17,16.666666
1998-08-18,17.083334
1998-08-19,16.333334
1998-08-20,16.041666
1998-08-21,16.166666
1998-08-24,16.0
1998-08-25,16.333334
1998-08-26,16.0
1998-08-27,15.708332999999998
1998-08-28,14.625
1998-08-31,11.833333
1998-09-01,12.0
1998-09-02,11.916667
1998-09-03,11.291667
1998-09-04,10.708333
1998-09-08,11.416667
1998-09-09,10.625
1998-09-10,9.125
1998-09-11,10.125
1998-09-14,12.208333
1998-09-15,12.291667
1998-09-16,12.75
1998-09-17,12.291667
1998-09-18,12.791667
1998-09-21,12.875
1998-09-22,13.041667
1998-09-23,12.625
1998-09-24,12.458333
1998-09-25,12.083333
1998-09-28,12.166667
1998-09-29,12.0
1998-09-30,12.0
1998-10-01,10.666667
1998-10-02,9.5
1998-10-05,9.125
1998-10-06,9.25
1998-10-07,9.583333
1998-10-08,9.5
1998-10-09,10.0
1998-10-12,10.541667
1998-10-13,10.583333
1998-10-14,10.666667
1998-10-15,12.166667
1998-10-16,12.333333
1998-10-19,12.25
1998-10-20,11.5
1998-10-21,11.875
1998-10-22,13.166667000000002
1998-10-23,14.416667000000002
1998-10-26,13.916667000000002
1998-10-27,14.083332999999998
1998-10-28,13.875
1998-10-29,13.916667000000002
1998-10-30,14.833332999999998
1998-11-02,15.541667000000002
1998-11-03,16.333334
1998-11-04,17.666666
1998-11-05,19.125
1998-11-06,18.5
1998-11-09,18.208334
1998-11-10,18.166666
1998-11-11,18.041666
1998-11-12,18.208334
1998-11-13,17.5
1998-11-16,16.75
1998-11-17,17.333334
1998-11-18,17.291666
1998-11-19,17.333334
1998-11-20,16.916666
1998-11-23,17.458334
1998-11-24,17.916666
1998-11-25,18.0
1998-11-27,18.0
1998-11-30,17.875
1998-12-01,18.208334
1998-12-02,18.166666
1998-12-03,18.458334
1998-12-04,19.416666
1998-12-07,19.583334
1998-12-08,20.416666
1998-12-09,19.791666
1998-12-10,19.625
1998-12-11,19.166666
1998-12-14,18.291666
1998-12-15,18.541666
1998-12-16,19.833334
1998-12-17,20.5
1998-12-18,19.833334
1998-12-21,19.833334
1998-12-22,19.625
1998-12-23,19.833334
1998-12-24,19.916666
1998-12-28,20.083334
1998-12-29,19.625
1998-12-30,19.833334
1998-12-31,19.916666
1999-01-04,19.625
1999-01-05,19.666666
1999-01-06,19.291666
1999-01-07,19.708334
1999-01-08,19.875
1999-01-11,19.75
1999-01-12,18.416666
1999-01-13,17.791666
1999-01-14,19.541666
1999-01-15,21.333334
1999-01-19,21.666666
1999-01-20,22.0
1999-01-21,21.416666
1999-01-22,21.625
1999-01-25,21.375
1999-01-26,20.791666
1999-01-27,20.75
1999-01-28,21.75
1999-01-29,22.041666
1999-02-01,21.458334
1999-02-02,20.125
1999-02-03,20.333334
1999-02-04,19.916666
1999-02-05,19.291666
1999-02-08,19.5
1999-02-09,19.25
1999-02-10,18.458334
1999-02-11,19.291666
1999-02-12,18.666666
1999-02-16,17.916666
1999-02-17,18.458334
1999-02-18,18.416666
1999-02-19,18.125
1999-02-22,17.75
1999-02-23,18.541666
1999-02-24,18.5
1999-02-25,18.083334
1999-02-26,17.333334
1999-03-01,16.958334
1999-03-02,16.958334
1999-03-03,16.583334
1999-03-04,16.666666
1999-03-05,17.416666
1999-03-08,17.5
1999-03-09,17.833334
1999-03-10,17.125
1999-03-11,17.958334
1999-03-12,17.75
1999-03-15,17.708334
1999-03-16,16.958334
1999-03-17,16.958334
1999-03-18,17.125
1999-03-19,17.208334
1999-03-22,17.166666
1999-03-23,16.166666
1999-03-24,16.0
1999-03-25,16.375
1999-03-26,16.416666
1999-03-29,16.875
1999-03-30,16.791666
1999-03-31,17.333334
1999-04-01,16.958334
1999-04-05,16.833334
1999-04-06,17.333334
1999-04-07,17.166666
1999-04-08,16.666666
1999-04-09,17.166666
1999-04-12,18.0
1999-04-13,17.916666
1999-04-14,18.0
1999-04-15,18.041666
1999-04-16,18.083334
1999-04-19,18.625
1999-04-20,18.75
1999-04-21,19.041666
1999-04-22,21.5
1999-04-23,20.875
1999-04-26,20.625
1999-04-27,20.333334
1999-04-28,20.0
1999-04-29,19.666666
1999-04-30,19.375
1999-05-03,18.791666
1999-05-04,19.125
1999-05-05,20.166666
1999-05-06,19.833334
1999-05-07,20.166666
1999-05-10,21.25
1999-05-11,21.333334
1999-05-12,20.916666
1999-05-13,21.166666
1999-05-14,20.458334
1999-05-17,20.208334
1999-05-18,20.0
1999-05-19,20.0
1999-05-20,20.958334
1999-05-21,20.75
1999-05-24,20.125
1999-05-25,20.0
1999-05-26,19.875
1999-05-27,19.5
1999-05-28,19.5
1999-06-01,19.583334
1999-06-02,19.0
1999-06-03,19.0
1999-06-04,19.208334
1999-06-07,19.333334
1999-06-08,19.458334
1999-06-09,19.333334
1999-06-10,18.666666
1999-06-11,18.833334
1999-06-14,18.833334
1999-06-15,19.291666
1999-06-16,19.458334
1999-06-17,19.416666
1999-06-18,19.291666
1999-06-21,19.25
1999-06-22,19.166666
1999-06-23,19.083334
1999-06-24,19.291666
1999-06-25,19.333334
1999-06-28,19.25
1999-06-29,19.458334
1999-06-30,20.125
1999-07-01,20.541666
1999-07-02,20.666666
1999-07-06,20.916666
1999-07-07,20.708334
1999-07-08,20.416666
1999-07-09,20.333334
1999-07-12,20.041666
1999-07-13,19.916666
1999-07-14,19.666666
1999-07-15,19.083334
1999-07-16,19.583334
1999-07-19,19.25
1999-07-20,19.125
1999-07-21,19.666666
1999-07-22,19.666666
1999-07-23,19.416666
1999-07-26,19.458334
1999-07-27,19.5
1999-07-28,19.666666
1999-07-29,19.291666
1999-07-30,19.583334
1999-08-02,20.041666
1999-08-03,19.791666
1999-08-04,19.291666
1999-08-05,19.291666
1999-08-06,19.041666
1999-08-09,18.916666
1999-08-10,18.916666
1999-08-11,18.875
1999-08-12,19.0
1999-08-13,19.0
1999-08-16,18.75
1999-08-17,18.375
1999-08-18,17.958334
1999-08-19,18.208334
1999-08-20,17.708334
1999-08-23,18.125
1999-08-24,17.833334
1999-08-25,18.083334
1999-08-26,18.208334
1999-08-27,18.083334
1999-08-30,17.875
1999-08-31,17.791666
1999-09-01,17.791666
1999-09-02,17.833334
1999-09-03,18.0
1999-09-07,18.0
1999-09-08,18.125
1999-09-09,17.375
1999-09-10,17.5
1999-09-13,17.583334
1999-09-14,17.708334
1999-09-15,17.625
1999-09-16,16.958334
1999-09-17,17.0
1999-09-20,16.583334
1999-09-21,17.333334
1999-09-22,17.416666
1999-09-23,17.666666
1999-09-24,17.75
1999-09-27,17.666666
1999-09-28,17.625
1999-09-29,17.5
1999-09-30,18.166666
1999-10-01,17.708334
1999-10-04,17.625
1999-10-05,17.5
1999-10-06,17.208334
1999-10-07,17.333334
1999-10-08,17.416666
1999-10-11,17.458334
1999-10-12,17.333334
1999-10-13,17.083334
1999-10-14,16.833334
1999-10-15,16.333334
1999-10-18,16.125
1999-10-19,15.333332999999998
1999-10-20,15.541667000000002
1999-10-21,15.75
1999-10-22,15.75
1999-10-25,15.958332999999998
1999-10-26,16.0
1999-10-27,16.291666
1999-10-28,16.666666
1999-10-29,17.833334
1999-11-01,18.166666
1999-11-02,18.0
1999-11-03,18.083334
1999-11-04,18.208334
1999-11-05,19.083334
1999-11-08,18.666666
1999-11-09,18.625
1999-11-10,19.041666
1999-11-11,19.291666
1999-11-12,19.833334
1999-11-15,20.541666
1999-11-16,19.916666
1999-11-17,20.833334
1999-11-18,21.5
1999-11-19,21.416666
1999-11-22,21.166666
1999-11-23,20.875
1999-11-24,20.333334
1999-11-26,20.333334
1999-11-29,20.166666
1999-11-30,19.833334
1999-12-01,19.416666
1999-12-02,19.333334
1999-12-03,20.0
1999-12-06,19.958334
1999-12-07,20.125
1999-12-08,20.083334
1999-12-09,20.041666
1999-12-10,21.208334
1999-12-13,22.666666
1999-12-14,23.5
1999-12-15,21.916666
1999-12-16,22.541666
1999-12-17,22.666666
1999-12-20,22.666666
1999-12-21,23.0
1999-12-22,23.333334
1999-12-23,23.291666
1999-12-27,24.0
1999-12-28,23.75
1999-12-29,24.625
1999-12-30,24.958334
1999-12-31,26.958334000000004
2000-01-03,24.5
2000-01-04,22.541666
2000-01-05,22.0
2000-01-06,22.666666
2000-01-07,23.208334
2000-01-10,23.791666
2000-01-11,23.708334
2000-01-12,23.75
2000-01-13,24.958334
2000-01-14,25.5
2000-01-18,26.458334000000004
2000-01-19,26.125
2000-01-20,26.083334
2000-01-21,24.666666
2000-01-24,24.625
2000-01-25,23.791666
2000-01-26,24.208334
2000-01-27,24.25
2000-01-28,23.958334
2000-01-31,23.083334
2000-02-01,23.291666
2000-02-02,23.708334
2000-02-03,24.416666
2000-02-04,25.291666
2000-02-07,25.375
2000-02-08,25.041666
2000-02-09,26.75
2000-02-10,26.5
2000-02-11,26.708334000000004
2000-02-14,26.583334000000004
2000-02-15,26.208334
2000-02-16,26.041666
2000-02-17,25.708334
2000-02-18,24.875
2000-02-22,24.416666
2000-02-23,24.375
2000-02-24,25.916666
2000-02-25,25.833334
2000-02-28,25.541666
2000-02-29,26.208334
2000-03-01,26.833334000000004
2000-03-02,26.875
2000-03-03,28.166665999999996
2000-03-06,27.5
2000-03-07,27.0
2000-03-08,26.625
2000-03-09,26.333334000000004
2000-03-10,26.125
2000-03-13,25.875
2000-03-14,26.0
2000-03-15,25.75
2000-03-16,27.541665999999996
2000-03-17,28.708334000000004
2000-03-20,29.25
2000-03-21,29.791665999999996
2000-03-22,31.666665999999996
2000-03-23,33.333332
2000-03-24,32.708332
2000-03-27,30.958334000000004
2000-03-28,30.708334000000004
2000-03-29,31.375
2000-03-30,30.791665999999996
2000-03-31,31.666665999999996
2000-04-03,30.0
2000-04-04,27.541665999999996
2000-04-05,26.625
2000-04-06,25.583334
2000-04-07,27.583334000000004
2000-04-10,26.75
2000-04-11,27.375
2000-04-12,27.0
2000-04-13,27.75
2000-04-14,24.625
2000-04-17,24.666666
2000-04-18,25.208334
2000-04-19,25.833334
2000-04-20,26.75
2000-04-24,26.75
2000-04-25,27.041665999999996
2000-04-26,27.125
2000-04-27,27.0
2000-04-28,26.75
2000-05-01,26.541665999999996
2000-05-02,25.0
2000-05-03,24.833334
2000-05-04,24.208334
2000-05-05,24.458334
2000-05-08,23.083334
2000-05-09,22.458334
2000-05-10,21.5
2000-05-11,21.0
2000-05-12,21.791666
2000-05-15,22.333334
2000-05-16,23.333334
2000-05-17,23.041666
2000-05-18,23.458334
2000-05-19,23.375
2000-05-22,22.75
2000-05-23,21.333334
2000-05-24,21.458334
2000-05-25,20.916666
2000-05-26,21.708334
2000-05-30,22.833334
2000-05-31,22.333334
2000-06-01,23.416666
2000-06-02,25.125
2000-06-05,24.291666
2000-06-06,25.0
2000-06-07,25.291666
2000-06-08,25.25
2000-06-09,25.333334
2000-06-12,25.166666
2000-06-13,25.416666
2000-06-14,25.875
2000-06-15,26.083334
2000-06-16,26.083334
2000-06-19,28.25
2000-06-20,27.666665999999996
2000-06-21,29.041665999999996
2000-06-22,28.875
2000-06-23,27.625
2000-06-26,27.958334000000004
2000-06-27,28.041665999999996
2000-06-28,28.375
2000-06-29,28.958334000000004
2000-06-30,30.322915999999996
2000-07-03,29.166665999999996
2000-07-05,28.333334000000004
2000-07-06,29.291665999999996
2000-07-07,29.833334000000004
2000-07-10,30.0
2000-07-11,30.333334000000004
2000-07-12,31.291665999999996
2000-07-13,31.333334000000004
2000-07-14,31.583334000000004
2000-07-17,31.958334000000004
2000-07-18,30.041665999999996
2000-07-19,29.041665999999996
2000-07-20,30.625
2000-07-21,30.916665999999996
2000-07-24,29.833334000000004
2000-07-25,30.458334000000004
2000-07-26,30.166665999999996
2000-07-27,30.958334000000004
2000-07-28,32.333332
2000-07-31,31.625
2000-08-01,31.875
2000-08-02,32.708332
2000-08-03,32.333332
2000-08-04,33.75
2000-08-07,34.791668
2000-08-08,35.625
2000-08-09,35.0
2000-08-10,34.5
2000-08-11,34.75
2000-08-14,35.416668
2000-08-15,36.083332
2000-08-16,36.0
2000-08-17,35.666668
2000-08-18,35.166668
2000-08-21,35.625
2000-08-22,37.041668
2000-08-23,37.541668
2000-08-24,37.666668
2000-08-25,38.666668
2000-08-28,37.583332
2000-08-29,37.291668
2000-08-30,36.5
2000-08-31,37.083332
2000-09-01,37.5
2000-09-05,37.541668
2000-09-06,38.916668
2000-09-07,38.875
2000-09-08,38.666668
2000-09-11,40.916668
2000-09-12,40.041668
2000-09-13,38.833332
2000-09-14,42.833332
2000-09-15,39.791668
2000-09-18,37.666668
2000-09-19,40.416668
2000-09-20,39.916668
2000-09-21,38.75
2000-09-22,37.75
2000-09-25,36.916668
2000-09-26,35.416668
2000-09-27,34.833332
2000-09-28,36.333332
2000-09-29,37.958332
2000-10-02,37.25
2000-10-03,36.5
2000-10-04,34.791668
2000-10-05,34.916668
2000-10-06,35.0
2000-10-09,34.166668
2000-10-10,33.5
2000-10-11,32.666668
2000-10-12,32.208332
2000-10-13,34.583332
2000-10-16,34.75
2000-10-17,32.666668
2000-10-18,31.833334000000004
2000-10-19,35.416668
2000-10-20,36.5
2000-10-23,37.416668
2000-10-24,37.416668
2000-10-25,36.166668
2000-10-26,35.333332
2000-10-27,38.291668
2000-10-30,39.333332
2000-10-31,40.083332
2000-11-01,39.833332
2000-11-02,41.333332
2000-11-03,42.416668
2000-11-06,42.416668
2000-11-07,40.375
2000-11-08,39.166668
2000-11-09,38.333332
2000-11-10,37.375
2000-11-13,36.25
2000-11-14,36.75
2000-11-15,38.75
2000-11-16,38.541668
2000-11-17,38.333332
2000-11-20,37.708332
2000-11-21,32.875
2000-11-22,31.333334000000004
2000-11-24,32.916668
2000-11-27,33.833332
2000-11-28,32.333332
2000-11-29,30.708334000000004
2000-11-30,29.458334000000004
2000-12-01,31.666665999999996
2000-12-04,31.0
2000-12-05,33.625
2000-12-06,33.75
2000-12-07,34.166668
2000-12-08,36.75
2000-12-11,37.666668
2000-12-12,34.291668
2000-12-13,34.458332
2000-12-14,33.583332
2000-12-15,33.333332
2000-12-18,34.125
2000-12-19,31.958334000000004
2000-12-20,32.0
2000-12-21,32.625
2000-12-22,35.166668
2000-12-26,35.166668
2000-12-27,35.416668
2000-12-28,38.333332
2000-12-29,36.583332
2001-01-02,33.458332
2001-01-03,38.666668
2001-01-04,38.666668
2001-01-05,37.583332
2001-01-08,37.166668
2001-01-09,36.166668
2001-01-10,35.833332
2001-01-11,37.375
2001-01-12,37.291668
2001-01-16,37.25
2001-01-17,38.625
2001-01-18,38.916668
2001-01-19,38.125
2001-01-22,39.166668
2001-01-23,40.833332
2001-01-24,41.333332
2001-01-25,39.25
2001-01-26,38.416668
2001-01-29,39.333332
2001-01-30,41.200001
2001-01-31,41.0
2001-02-01,40.200001
2001-02-02,37.599998
2001-02-05,37.16
2001-02-06,36.966667
2001-02-07,37.433334
2001-02-08,35.973331
2001-02-09,35.433334
2001-02-12,36.026669
2001-02-13,36.200001
2001-02-14,35.766666
2001-02-15,35.133334999999995
2001-02-16,34.373333
2001-02-20,34.0
2001-02-21,34.299999
2001-02-22,34.266666
2001-02-23,35.186668
2001-02-26,36.833332
2001-02-27,35.933334
2001-02-28,34.333332
2001-03-01,34.419998
2001-03-02,35.333332
2001-03-05,34.533333
2001-03-06,36.099998
2001-03-07,36.386665
2001-03-08,35.266666
2001-03-09,34.826668
2001-03-12,33.533333
2001-03-13,32.773334999999996
2001-03-14,32.473331
2001-03-15,33.139998999999996
2001-03-16,32.279999
2001-03-19,32.833332
2001-03-20,31.566668
2001-03-21,29.639999
2001-03-22,29.333334000000004
2001-03-23,30.533333000000002
2001-03-26,31.333334000000004
2001-03-27,32.299999
2001-03-28,31.466666999999998
2001-03-29,30.826665999999996
2001-03-30,31.333334000000004
2001-04-02,30.673334000000004
2001-04-03,29.066668
2001-04-04,29.200001
2001-04-05,31.466666999999998
2001-04-06,30.700001
2001-04-09,30.993334
2001-04-10,32.233334
2001-04-11,32.813332
2001-04-12,32.813332
2001-04-16,31.866667
2001-04-17,32.533333
2001-04-18,34.626667
2001-04-19,34.466667
2001-04-20,34.413334000000006
2001-04-23,33.913334000000006
2001-04-24,33.333332
2001-04-25,34.66
2001-04-26,36.866665000000005
2001-04-27,36.886665
2001-04-30,37.48
2001-05-01,37.086665999999994
2001-05-02,35.726665000000004
2001-05-03,36.026669
2001-05-04,36.593334000000006
2001-05-07,37.013332
2001-05-08,37.566666
2001-05-09,37.533333
2001-05-10,37.693333
2001-05-11,36.98
2001-05-14,36.666668
2001-05-15,37.360001000000004
2001-05-16,38.333332
2001-05-17,38.973331
2001-05-18,38.366665000000005
2001-05-21,38.513332
2001-05-22,39.066666
2001-05-23,38.406665999999994
2001-05-24,38.953334999999996
2001-05-25,39.5
2001-05-29,38.266666
2001-05-30,37.799999
2001-05-31,37.346668
2001-06-01,38.666668
2001-06-04,39.48
2001-06-05,40.34
2001-06-06,39.853333
2001-06-07,41.113335
2001-06-08,42.006668
2001-06-11,41.213333
2001-06-12,42.206665
2001-06-13,42.133334999999995
2001-06-14,40.959998999999996
2001-06-15,42.126667
2001-06-18,40.666668
2001-06-19,41.033333
2001-06-20,41.986668
2001-06-21,41.793335
2001-06-22,42.119999
2001-06-25,41.459998999999996
2001-06-26,42.093334000000006
2001-06-27,42.0
2001-06-28,42.599998
2001-06-29,41.0
2001-07-02,41.233334
2001-07-03,41.333332
2001-07-05,41.573334
2001-07-06,40.273334999999996
2001-07-09,39.526669
2001-07-10,38.473331
2001-07-11,38.333332
2001-07-12,39.133334999999995
2001-07-13,39.599998
2001-07-16,38.733334
2001-07-17,39.119999
2001-07-18,38.933334
2001-07-19,38.066666
2001-07-20,38.893333
2001-07-23,39.466667
2001-07-24,38.733334
2001-07-25,39.0
2001-07-26,41.939999
2001-07-27,45.32
2001-07-30,44.200001
2001-07-31,45.16
2001-08-01,45.673332
2001-08-02,45.433334
2001-08-03,45.666668
2001-08-06,44.666668
2001-08-07,44.84
2001-08-08,43.900002
2001-08-09,43.526669
2001-08-10,42.84
2001-08-13,43.933334
2001-08-14,44.413334000000006
2001-08-15,43.833332
2001-08-16,43.746666
2001-08-17,42.733334
2001-08-20,43.099998
2001-08-21,43.166668
2001-08-22,44.833332
2001-08-23,44.593334000000006
2001-08-24,45.833332
2001-08-27,45.333332
2001-08-28,44.093334000000006
2001-08-29,44.866665000000005
2001-08-30,47.933334
2001-08-31,47.266666
2001-09-04,46.466667
2001-09-05,46.233334
2001-09-06,45.0
2001-09-07,44.439999
2001-09-10,44.279999
2001-09-17,41.013332
2001-09-18,41.233334
2001-09-19,38.666668
2001-09-20,36.673332
2001-09-21,37.400002
2001-09-24,40.333332
2001-09-25,39.393333
2001-09-26,39.0
2001-09-27,37.386665
2001-09-28,37.873333
2001-10-01,37.860001000000004
2001-10-02,38.046665000000004
2001-10-03,41.333332
2001-10-04,40.806667
2001-10-05,39.826668
2001-10-08,38.700001
2001-10-09,40.333332
2001-10-10,41.646667
2001-10-11,43.166668
2001-10-12,42.433334
2001-10-15,41.939999
2001-10-16,42.799999
2001-10-17,41.733334
2001-10-18,41.5
2001-10-19,41.333332
2001-10-22,42.599998
2001-10-23,42.220001
2001-10-24,42.799999
2001-10-25,44.173332
2001-10-26,43.013332
2001-10-29,42.153332
2001-10-30,41.646667
2001-10-31,41.133334999999995
2001-11-01,41.693333
2001-11-02,42.926666
2001-11-05,43.266666
2001-11-06,44.233334
2001-11-07,44.400002
2001-11-08,44.566666
2001-11-09,44.0
2001-11-12,43.966667
2001-11-13,45.0
2001-11-14,46.533333
2001-11-15,46.18
2001-11-16,45.333332
2001-11-19,45.860001000000004
2001-11-20,45.266666
2001-11-21,45.619999
2001-11-23,46.099998
2001-11-26,46.880001
2001-11-27,45.900002
2001-11-28,44.573334
2001-11-29,46.106667
2001-11-30,45.233334
2001-12-03,44.433334
2001-12-04,45.333332
2001-12-05,47.326668
2001-12-06,48.166668
2001-12-07,48.893333
2001-12-10,47.533333
2001-12-11,47.200001
2001-12-12,47.733334
2001-12-13,48.0
2001-12-14,47.439999
2001-12-17,48.733334
2001-12-18,46.793335
2001-12-19,46.686668
2001-12-20,46.533333
2001-12-21,46.273334999999996
2001-12-24,46.226665000000004
2001-12-26,46.279999
2001-12-27,46.046665000000004
2001-12-28,46.580002
2001-12-31,46.986668
2002-01-02,46.933334
2002-01-03,47.693333
2002-01-04,48.0
2002-01-07,47.986668
2002-01-08,47.573334
2002-01-09,47.893333
2002-01-10,47.860001000000004
2002-01-11,47.560001
2002-01-14,46.593334000000006
2002-01-15,46.926666
2002-01-16,46.513332
2002-01-17,46.173332
2002-01-18,45.900002
2002-01-22,45.419998
2002-01-23,44.599998
2002-01-24,45.826668
2002-01-25,45.986668
2002-01-28,45.773334999999996
2002-01-29,43.700001
2002-01-30,44.553333
2002-01-31,45.853333
2002-02-01,46.653332
2002-02-04,45.666668
2002-02-05,45.673332
2002-02-06,45.333332
2002-02-07,45.133334999999995
2002-02-08,46.753334
2002-02-11,46.66
2002-02-12,45.333332
2002-02-13,46.526669
2002-02-14,46.639998999999996
2002-02-15,45.880001
2002-02-19,44.913334000000006
2002-02-20,45.433334
2002-02-21,43.966667
2002-02-22,44.16
2002-02-25,44.740002000000004
2002-02-26,44.900002
2002-02-27,44.68
2002-02-28,44.419998
2002-03-01,46.666668
2002-03-04,48.700001
2002-03-05,49.093334000000006
2002-03-06,48.939999
2002-03-07,48.653332
2002-03-08,48.82
2002-03-11,48.853333
2002-03-12,48.533333
2002-03-13,47.360001000000004
2002-03-14,48.34
2002-03-15,48.106667
2002-03-18,48.786667
2002-03-19,48.619999
2002-03-20,48.006668
2002-03-21,48.646667
2002-03-22,48.259997999999996
2002-03-25,46.919998
2002-03-26,47.833332
2002-03-27,47.966667
2002-03-28,47.886665
2002-04-01,47.566666
2002-04-02,47.406665999999994
2002-04-03,47.139998999999996
2002-04-04,46.906665999999994
2002-04-05,47.066666
2002-04-08,47.200001
2002-04-09,46.913334000000006
2002-04-10,47.200001
2002-04-11,45.299999
2002-04-12,45.900002
2002-04-15,45.266666
2002-04-16,46.566666
2002-04-17,46.426666
2002-04-18,46.093334000000006
2002-04-19,45.773334999999996
2002-04-22,45.133334999999995
2002-04-23,43.166668
2002-04-24,42.826668
2002-04-25,42.799999
2002-04-26,42.333332
2002-04-29,41.733334
2002-04-30,42.400002
2002-05-01,42.52
2002-05-02,43.080002
2002-05-03,42.966667
2002-05-06,42.466667
2002-05-07,42.900002
2002-05-08,45.540001000000004
2002-05-09,44.346668
2002-05-10,43.346668
2002-05-13,44.333332
2002-05-14,45.266666
2002-05-15,46.106667
2002-05-16,45.446667
2002-05-17,45.720001
2002-05-20,44.753334
2002-05-21,43.959998999999996
2002-05-22,44.48
2002-05-23,47.433334
2002-05-24,46.486668
2002-05-28,46.513332
2002-05-29,46.466667
2002-05-30,45.826668
2002-05-31,46.266666
2002-06-03,45.82
2002-06-04,45.333332
2002-06-05,45.333332
2002-06-06,44.506668
2002-06-07,44.433334
2002-06-10,44.799999
2002-06-11,43.326668
2002-06-12,43.333332
2002-06-13,43.139998999999996
2002-06-14,43.493332
2002-06-17,44.720001
2002-06-18,45.046665000000004
2002-06-19,43.953334999999996
2002-06-20,43.0
2002-06-21,42.713333
2002-06-24,41.82
2002-06-25,41.493332
2002-06-26,40.900002
2002-06-27,40.653332
2002-06-28,41.0
2002-07-01,41.786667
2002-07-02,39.933334
2002-07-03,38.566666
2002-07-05,40.220001
2002-07-08,39.299999
