Date,REGN
1996-04-02,12.8125
1996-04-03,12.5
1996-04-04,12.375
1996-04-08,12.125
1996-04-09,12.5
1996-04-10,12.125
1996-04-11,12.375
1996-04-12,12.75
1996-04-15,12.75
1996-04-16,13.625
1996-04-17,14.0
1996-04-18,14.0
1996-04-19,13.75
1996-04-22,13.875
1996-04-23,13.5
1996-04-24,14.125
1996-04-25,14.5
1996-04-26,14.75
1996-04-29,14.875
1996-04-30,14.125
1996-05-01,14.5
1996-05-02,14.125
1996-05-03,14.0
1996-05-06,13.75
1996-05-07,13.375
1996-05-08,13.5
1996-05-09,13.5
1996-05-10,14.5
1996-05-13,14.75
1996-05-14,13.75
1996-05-15,14.0
1996-05-16,14.375
1996-05-17,16.0
1996-05-20,15.4375
1996-05-21,14.5
1996-05-22,15.625
1996-05-23,16.375
1996-05-24,18.875
1996-05-28,18.1875
1996-05-29,19.75
1996-05-30,18.125
1996-05-31,17.375
1996-06-03,18.125
1996-06-04,18.125
1996-06-05,18.625
1996-06-06,17.5
1996-06-07,18.0
1996-06-10,19.0
1996-06-11,17.875
1996-06-12,17.625
1996-06-13,17.3125
1996-06-14,16.75
1996-06-17,16.75
1996-06-18,16.375
1996-06-19,15.875
1996-06-20,15.625
1996-06-21,15.0
1996-06-24,15.5
1996-06-25,15.5
1996-06-26,15.125
1996-06-27,15.625
1996-06-28,17.375
1996-07-01,17.25
1996-07-02,16.75
1996-07-03,16.5
1996-07-05,16.125
1996-07-08,16.25
1996-07-09,16.75
1996-07-10,16.375
1996-07-11,14.734375
1996-07-12,14.875
1996-07-15,13.25
1996-07-16,14.75
1996-07-17,15.5
1996-07-18,15.375
1996-07-19,15.375
1996-07-22,15.875
1996-07-23,14.875
1996-07-24,14.375
1996-07-25,15.375
1996-07-26,15.625
1996-07-29,15.625
1996-07-30,15.125
1996-07-31,15.75
1996-08-01,15.75
1996-08-02,17.625
1996-08-05,16.75
1996-08-06,17.0
1996-08-07,17.125
1996-08-08,17.25
1996-08-09,17.75
1996-08-12,17.125
1996-08-13,16.75
1996-08-14,17.0
1996-08-15,16.875
1996-08-16,16.75
1996-08-19,16.625
1996-08-20,16.5
1996-08-21,16.375
1996-08-22,16.5
1996-08-23,17.125
1996-08-26,17.25
1996-08-27,17.25
1996-08-28,17.25
1996-08-29,17.125
1996-08-30,16.75
1996-09-03,16.125
1996-09-04,16.25
1996-09-05,16.5
1996-09-06,17.5
1996-09-09,17.375
1996-09-10,16.875
1996-09-11,17.75
1996-09-12,17.6875
1996-09-13,18.6875
1996-09-16,19.25
1996-09-17,18.625
1996-09-18,18.25
1996-09-19,18.625
1996-09-20,18.875
1996-09-23,19.0
1996-09-24,18.625
1996-09-25,18.875
1996-09-26,19.75
1996-09-27,19.375
1996-09-30,20.125
1996-10-01,19.75
1996-10-02,20.25
1996-10-03,21.5
1996-10-04,23.5
1996-10-07,23.375
1996-10-08,24.625
1996-10-09,23.125
1996-10-10,22.625
1996-10-11,22.25
1996-10-14,21.875
1996-10-15,20.875
1996-10-16,20.75
1996-10-17,20.625
1996-10-18,20.5
1996-10-21,20.625
1996-10-22,19.25
1996-10-23,18.625
1996-10-24,19.625
1996-10-25,19.5
1996-10-28,18.875
1996-10-29,18.375
1996-10-30,18.5
1996-10-31,19.0
1996-11-01,18.75
1996-11-04,18.75
1996-11-05,18.75
1996-11-06,19.0
1996-11-07,19.0
1996-11-08,18.875
1996-11-11,18.625
1996-11-12,19.75
1996-11-13,18.625
1996-11-14,18.75
1996-11-15,19.25
1996-11-18,19.375
1996-11-19,18.75
1996-11-20,19.125
1996-11-21,18.5
1996-11-22,18.75
1996-11-25,18.5
1996-11-26,18.5
1996-11-27,19.125
1996-11-29,19.125
1996-12-02,18.0
1996-12-03,19.625
1996-12-04,20.25
1996-12-05,20.0
1996-12-06,19.875
1996-12-09,19.8125
1996-12-10,19.5
1996-12-11,19.875
1996-12-12,21.125
1996-12-13,18.875
1996-12-16,18.75
1996-12-17,17.375
1996-12-18,17.5
1996-12-19,17.75
1996-12-20,17.5625
1996-12-23,17.625
1996-12-24,17.625
1996-12-26,16.875
1996-12-27,15.875
1996-12-30,14.875
1996-12-31,16.125
1997-01-02,17.125
1997-01-03,18.0
1997-01-06,18.5
1997-01-07,19.125
1997-01-08,19.375
1997-01-09,19.125
1997-01-10,10.875
1997-01-13,9.375
1997-01-14,8.5625
1997-01-15,9.125
1997-01-16,9.125
1997-01-17,9.625
1997-01-20,11.125
1997-01-21,10.5
1997-01-22,10.5
1997-01-23,10.375
1997-01-24,10.25
1997-01-27,10.25
1997-01-28,9.875
1997-01-29,9.625
1997-01-30,9.5
1997-01-31,9.75
1997-02-03,9.5
1997-02-04,10.25
1997-02-05,10.125
1997-02-06,10.625
1997-02-07,10.125
1997-02-10,9.875
1997-02-11,9.875
1997-02-12,10.125
1997-02-13,10.0
1997-02-14,10.125
1997-02-18,10.0
1997-02-19,9.875
1997-02-20,10.0
1997-02-21,10.0
1997-02-24,9.9375
1997-02-25,9.625
1997-02-26,9.75
1997-02-27,9.75
1997-02-28,10.0
1997-03-03,9.984375
1997-03-04,9.875
1997-03-05,9.5
1997-03-06,9.75
1997-03-07,9.5
1997-03-10,9.25
1997-03-11,8.625
1997-03-12,8.4375
1997-03-13,8.5
1997-03-14,8.125
1997-03-17,8.125
1997-03-18,7.875
1997-03-19,7.5
1997-03-20,7.875
1997-03-21,8.5
1997-03-24,9.5
1997-03-25,9.375
1997-03-26,8.75
1997-03-27,8.5
1997-03-31,8.0
1997-04-01,8.0
1997-04-02,8.0
1997-04-03,7.125
1997-04-04,8.625
1997-04-07,8.125
1997-04-08,7.25
1997-04-09,7.75
1997-04-10,8.0
1997-04-11,7.6875
1997-04-14,7.75
1997-04-15,7.5625
1997-04-16,7.375
1997-04-17,7.625
1997-04-18,7.515625
1997-04-21,7.625
1997-04-22,7.625
1997-04-23,7.25
1997-04-24,7.375
1997-04-25,7.0625
1997-04-28,6.875
1997-04-29,6.75
1997-04-30,6.5
1997-05-01,6.5
1997-05-02,7.25
1997-05-05,7.5
1997-05-06,8.375
1997-05-07,8.625
1997-05-08,8.5
1997-05-09,8.5
1997-05-12,7.875
1997-05-13,11.890625
1997-05-14,11.5
1997-05-15,11.125
1997-05-16,10.625
1997-05-19,10.625
1997-05-20,10.875
1997-05-21,11.0
1997-05-22,10.375
1997-05-23,11.25
1997-05-27,11.125
1997-05-28,11.0
1997-05-29,10.625
1997-05-30,10.625
1997-06-02,10.5
1997-06-03,10.625
1997-06-04,10.875
1997-06-05,10.875
1997-06-06,11.0
1997-06-09,10.625
1997-06-10,10.875
1997-06-11,10.5
1997-06-12,10.25
1997-06-13,10.0
1997-06-16,10.25
1997-06-17,10.625
1997-06-18,10.25
1997-06-19,10.25
1997-06-20,10.125
1997-06-23,10.125
1997-06-24,10.125
1997-06-25,10.0
1997-06-26,10.4375
1997-06-27,10.125
1997-06-30,10.125
1997-07-01,10.0
1997-07-02,10.125
1997-07-03,9.8125
1997-07-07,9.625
1997-07-08,9.5
1997-07-09,9.75
1997-07-10,9.75
1997-07-11,9.75
1997-07-14,9.75
1997-07-15,10.0
1997-07-16,10.5
1997-07-17,9.875
1997-07-18,9.75
1997-07-21,9.625
1997-07-22,9.25
1997-07-23,9.125
1997-07-24,10.5
1997-07-25,10.125
1997-07-28,9.875
1997-07-29,10.125
1997-07-30,9.6875
1997-07-31,10.0
1997-08-01,10.25
1997-08-04,10.125
1997-08-05,10.25
1997-08-06,9.875
1997-08-07,10.0
1997-08-08,9.625
1997-08-11,9.75
1997-08-12,9.375
1997-08-13,9.3125
1997-08-14,9.375
1997-08-15,9.125
1997-08-18,9.875
1997-08-19,9.5
1997-08-20,9.375
1997-08-21,9.375
1997-08-22,9.375
1997-08-25,9.125
1997-08-26,8.875
1997-08-27,9.25
1997-08-28,9.25
1997-08-29,9.25
1997-09-02,9.0
1997-09-03,9.0
1997-09-04,9.0
1997-09-05,9.0
1997-09-08,8.875
1997-09-09,8.875
1997-09-10,8.75
1997-09-11,8.75
1997-09-12,8.875
1997-09-15,9.0
1997-09-16,9.03125
1997-09-17,10.0
1997-09-18,10.125
1997-09-19,10.375
1997-09-22,10.125
1997-09-23,10.0625
1997-09-24,10.0625
1997-09-25,10.03125
1997-09-26,10.0
1997-09-29,9.8125
1997-09-30,11.1875
1997-10-01,10.0
1997-10-02,10.5
1997-10-03,10.875
1997-10-06,11.1875
1997-10-07,11.5
1997-10-08,11.9375
1997-10-09,13.0
1997-10-10,12.625
1997-10-13,11.75
1997-10-14,12.5
1997-10-15,12.375
1997-10-16,11.625
1997-10-17,11.375
1997-10-20,10.75
1997-10-21,11.5
1997-10-22,11.8125
1997-10-23,11.5
1997-10-24,11.125
1997-10-27,10.375
1997-10-28,10.625
1997-10-29,10.75
1997-10-30,10.5
1997-10-31,10.4375
1997-11-03,11.0
1997-11-04,10.9375
1997-11-05,11.375
1997-11-06,11.0
1997-11-07,10.375
1997-11-10,10.875
1997-11-11,10.6875
1997-11-12,10.375
1997-11-13,10.125
1997-11-14,10.4375
1997-11-17,10.25
1997-11-18,10.25
1997-11-19,10.0625
1997-11-20,10.0625
1997-11-21,10.125
1997-11-24,9.5
1997-11-25,9.125
1997-11-26,9.875
1997-11-28,9.875
1997-12-01,10.375
1997-12-02,9.875
1997-12-03,9.75
1997-12-04,9.8125
1997-12-05,10.125
1997-12-08,9.75
1997-12-09,9.5
1997-12-10,9.1875
1997-12-11,8.75
1997-12-12,9.3125
1997-12-15,9.125
1997-12-16,9.5625
1997-12-17,9.0
1997-12-18,8.75
1997-12-19,8.75
1997-12-22,8.875
1997-12-23,9.0
1997-12-24,9.0
1997-12-26,8.5
1997-12-29,8.5
1997-12-30,8.75
1997-12-31,8.5625
1998-01-02,8.875
1998-01-05,9.0
1998-01-06,8.5
1998-01-07,8.25
1998-01-08,8.25
1998-01-09,8.6875
1998-01-12,8.375
1998-01-13,8.375
1998-01-14,8.5625
1998-01-15,8.375
1998-01-16,8.125
1998-01-20,8.5
1998-01-21,7.875
1998-01-22,7.9375
1998-01-23,7.9375
1998-01-26,7.5
1998-01-27,7.4375
1998-01-28,7.125
1998-01-29,7.0
1998-01-30,7.0
1998-02-02,7.375
1998-02-03,7.5
1998-02-04,7.5
1998-02-05,7.125
1998-02-06,7.125
1998-02-09,7.375
1998-02-10,7.5
1998-02-11,9.5
1998-02-12,8.9375
1998-02-13,8.5625
1998-02-17,8.8125
1998-02-18,8.6875
1998-02-19,8.875
1998-02-20,8.625
1998-02-23,8.4375
1998-02-24,8.375
1998-02-25,8.5
1998-02-26,8.25
1998-02-27,8.125
1998-03-02,7.75
1998-03-03,7.625
1998-03-04,7.5
1998-03-05,7.515625
1998-03-06,7.625
1998-03-09,7.5625
1998-03-10,7.5625
1998-03-11,7.8125
1998-03-12,8.5
1998-03-13,8.875
1998-03-16,8.625
1998-03-17,8.5
1998-03-18,8.5625
1998-03-19,8.5
1998-03-20,8.25
1998-03-23,7.875
1998-03-24,7.9375
1998-03-25,7.75
1998-03-26,7.5625
1998-03-27,7.5
1998-03-30,7.5
1998-03-31,7.375
1998-04-01,7.3125
1998-04-02,7.625
1998-04-03,8.125
1998-04-06,8.25
1998-04-07,8.375
1998-04-08,9.5
1998-04-09,9.9375
1998-04-13,9.5
1998-04-14,9.25
1998-04-15,9.96875
1998-04-16,9.875
1998-04-17,9.75
1998-04-20,10.125
1998-04-21,10.9375
1998-04-22,10.5625
1998-04-23,9.609375
1998-04-24,9.625
1998-04-27,9.3125
1998-04-28,9.4375
1998-04-29,9.875
1998-04-30,9.8125
1998-05-01,9.875
1998-05-04,10.5
1998-05-05,10.0
1998-05-06,9.6875
1998-05-07,9.375
1998-05-08,9.9375
1998-05-11,9.375
1998-05-12,9.625
1998-05-13,9.625
1998-05-14,9.25
1998-05-15,9.5625
1998-05-18,9.625
1998-05-19,9.75
1998-05-20,9.4375
1998-05-21,9.75
1998-05-22,9.75
1998-05-26,9.375
1998-05-27,9.25
1998-05-28,9.5
1998-05-29,9.34375
1998-06-01,9.625
1998-06-02,9.3125
1998-06-03,9.25
1998-06-04,9.75
1998-06-05,9.125
1998-06-08,9.3125
1998-06-09,9.25
1998-06-10,9.0
1998-06-11,9.59375
1998-06-12,9.0
1998-06-15,8.75
1998-06-16,9.0
1998-06-17,9.125
1998-06-18,8.9375
1998-06-19,8.5
1998-06-22,8.5
1998-06-23,8.375
1998-06-24,8.625
1998-06-25,9.0
1998-06-26,8.875
1998-06-29,8.9375
1998-06-30,9.21875
1998-07-01,9.5
1998-07-02,9.0625
1998-07-06,9.0
1998-07-07,9.25
1998-07-08,9.0
1998-07-09,9.25
1998-07-10,9.25
1998-07-13,9.0
1998-07-14,9.0
1998-07-15,9.125
1998-07-16,9.046875
1998-07-17,8.0625
1998-07-20,7.875
1998-07-21,8.0
1998-07-22,8.0
1998-07-23,7.9375
1998-07-24,7.9375
1998-07-27,8.0
1998-07-28,7.96875
1998-07-29,8.4375
1998-07-30,8.3125
1998-07-31,8.0
1998-08-03,7.75
1998-08-04,7.4375
1998-08-05,7.40625
1998-08-06,7.5625
1998-08-07,7.625
1998-08-10,7.875
1998-08-11,7.25
1998-08-12,7.1875
1998-08-13,7.21875
1998-08-14,7.125
1998-08-17,7.0625
1998-08-18,7.0625
1998-08-19,7.046875
1998-08-20,6.71875
1998-08-21,6.75
1998-08-24,6.8125
1998-08-25,6.875
1998-08-26,6.3125
1998-08-27,6.25
1998-08-28,6.6875
1998-08-31,6.5625
1998-09-01,6.125
1998-09-02,6.75
1998-09-03,6.125
1998-09-04,5.875
1998-09-08,6.59375
1998-09-09,6.375
1998-09-10,6.625
1998-09-11,6.75
1998-09-14,7.125
1998-09-15,7.3125
1998-09-16,8.25
1998-09-17,8.0
1998-09-18,7.9375
1998-09-21,7.875
1998-09-22,7.859375
1998-09-23,8.25
1998-09-24,8.0625
1998-09-25,8.3125
1998-09-28,8.15625
1998-09-29,7.9375
1998-09-30,7.6875
1998-10-01,6.625
1998-10-02,7.0
1998-10-05,7.25
1998-10-06,7.125
1998-10-07,7.125
1998-10-08,7.125
1998-10-09,7.1875
1998-10-12,7.125
1998-10-13,6.0625
1998-10-14,6.0
1998-10-15,6.125
1998-10-16,6.5
1998-10-19,7.5
1998-10-20,7.375
1998-10-21,7.375
1998-10-22,8.0
1998-10-23,8.25
1998-10-26,8.5
1998-10-27,7.5
1998-10-28,8.3125
1998-10-29,8.5625
1998-10-30,8.25
1998-11-02,8.4375
1998-11-03,8.125
1998-11-04,7.5
1998-11-05,7.875
1998-11-06,8.5
1998-11-09,8.125
1998-11-10,7.8125
1998-11-11,7.765625
1998-11-12,7.75
1998-11-13,7.5
1998-11-16,7.75
1998-11-17,7.625
1998-11-18,7.9375
1998-11-19,8.0
1998-11-20,8.125
1998-11-23,8.3125
1998-11-24,8.375
1998-11-25,8.125
1998-11-27,8.125
1998-11-30,8.25
1998-12-01,8.125
1998-12-02,7.75
1998-12-03,7.9375
1998-12-04,7.9375
1998-12-07,7.8125
1998-12-08,7.6875
1998-12-09,7.875
1998-12-10,7.125
1998-12-11,7.625
1998-12-14,7.1875
1998-12-15,7.375
1998-12-16,7.25
1998-12-17,6.9375
1998-12-18,7.5
1998-12-21,7.25
1998-12-22,6.75
1998-12-23,6.625
1998-12-24,6.875
1998-12-28,6.75
1998-12-29,6.6875
1998-12-30,6.75
1998-12-31,7.375
1999-01-04,7.9375
1999-01-05,7.9375
1999-01-06,8.125
1999-01-07,8.0
1999-01-08,7.5
1999-01-11,7.4375
1999-01-12,7.25
1999-01-13,7.5
1999-01-14,6.96875
1999-01-15,7.875
1999-01-19,7.5
1999-01-20,8.0
1999-01-21,7.75
1999-01-22,8.0625
1999-01-25,7.75
1999-01-26,8.125
1999-01-27,7.6875
1999-01-28,7.875
1999-01-29,8.0
1999-02-01,7.5625
1999-02-02,9.875
1999-02-03,8.5
1999-02-04,9.0
1999-02-05,8.25
1999-02-08,8.3125
1999-02-09,7.8125
1999-02-10,7.75
1999-02-11,8.3125
1999-02-12,8.125
1999-02-16,8.25
1999-02-17,7.9375
1999-02-18,7.765625
1999-02-19,7.75
1999-02-22,7.625
1999-02-23,7.625
1999-02-24,7.5
1999-02-25,7.625
1999-02-26,7.75
1999-03-01,7.6875
1999-03-02,7.625
1999-03-03,7.625
1999-03-04,7.6875
1999-03-05,7.625
1999-03-08,7.5625
1999-03-09,7.375
1999-03-10,7.5625
1999-03-11,7.75
1999-03-12,7.75
1999-03-15,7.875
1999-03-16,7.625
1999-03-17,7.3125
1999-03-18,7.375
1999-03-19,7.3125
1999-03-22,7.25
1999-03-23,6.625
1999-03-24,6.5625
1999-03-25,6.734375
1999-03-26,6.5
1999-03-29,6.5625
1999-03-30,6.5
1999-03-31,6.625
1999-04-01,6.5625
1999-04-05,6.5
1999-04-06,6.0
1999-04-07,5.5625
1999-04-08,5.75
1999-04-09,6.375
1999-04-12,6.34375
1999-04-13,6.25
1999-04-14,6.3125
1999-04-15,6.71875
1999-04-16,6.5625
1999-04-19,5.9375
1999-04-20,6.0
1999-04-21,6.125
1999-04-22,6.0
1999-04-23,6.25
1999-04-26,6.6875
1999-04-27,6.875
1999-04-28,6.625
1999-04-29,6.5
1999-04-30,6.625
1999-05-03,6.625
1999-05-04,6.375
1999-05-05,6.3125
1999-05-06,6.375
1999-05-07,6.375
1999-05-10,6.328125
1999-05-11,6.375
1999-05-12,6.25
1999-05-13,6.8125
1999-05-14,6.5625
1999-05-17,6.5625
1999-05-18,6.9375
1999-05-19,6.96875
1999-05-20,6.625
1999-05-21,7.1875
1999-05-24,7.125
1999-05-25,7.125
1999-05-26,7.125
1999-05-27,6.875
1999-05-28,7.125
1999-06-01,7.125
1999-06-02,7.0
1999-06-03,6.875
1999-06-04,7.0
1999-06-07,6.9375
1999-06-08,6.875
1999-06-09,6.75
1999-06-10,6.6875
1999-06-11,6.625
1999-06-14,6.4375
1999-06-15,6.375
1999-06-16,6.8125
1999-06-17,6.5625
1999-06-18,6.90625
1999-06-21,6.8125
1999-06-22,7.0
1999-06-23,7.0
1999-06-24,7.0625
1999-06-25,7.25
1999-06-28,7.4375
1999-06-29,8.0
1999-06-30,7.8125
1999-07-01,8.5
1999-07-02,8.375
1999-07-06,8.34375
1999-07-07,8.375
1999-07-08,8.625
1999-07-09,8.625
1999-07-12,8.625
1999-07-13,8.625
1999-07-14,8.5
1999-07-15,8.0
1999-07-16,8.1875
1999-07-19,8.125
1999-07-20,8.15625
1999-07-21,8.625
1999-07-22,8.78125
1999-07-23,8.5625
1999-07-26,8.5625
1999-07-27,8.5625
1999-07-28,8.5625
1999-07-29,8.125
1999-07-30,8.375
1999-08-02,8.625
1999-08-03,8.59375
1999-08-04,8.625
1999-08-05,8.625
1999-08-06,8.5625
1999-08-09,8.78125
1999-08-10,8.625
1999-08-11,9.0
1999-08-12,9.375
1999-08-13,9.5
1999-08-16,9.8125
1999-08-17,9.625
1999-08-18,9.5
1999-08-19,9.4375
1999-08-20,9.5
1999-08-23,9.875
1999-08-24,9.4375
1999-08-25,9.5
1999-08-26,9.4375
1999-08-27,9.5
1999-08-30,9.40625
1999-08-31,9.5
1999-09-01,9.5625
1999-09-02,7.4375
1999-09-03,7.90625
1999-09-07,8.0625
1999-09-08,7.875
1999-09-09,8.0
1999-09-10,8.0
1999-09-13,7.9375
1999-09-14,8.1875
1999-09-15,8.1875
1999-09-16,8.0625
1999-09-17,8.03125
1999-09-20,8.0
1999-09-21,8.0
1999-09-22,8.03125
1999-09-23,8.0
1999-09-24,8.0
1999-09-27,8.0
1999-09-28,7.9375
1999-09-29,7.875
1999-09-30,8.125
1999-10-01,7.9375
1999-10-04,7.6875
1999-10-05,8.125
1999-10-06,8.125
1999-10-07,8.0
1999-10-08,8.0
1999-10-11,7.8125
1999-10-12,7.6875
1999-10-13,7.25
1999-10-14,7.75
1999-10-15,7.328125
1999-10-18,6.6875
1999-10-19,6.90625
1999-10-20,7.125
1999-10-21,7.375
1999-10-22,8.0
1999-10-25,7.875
1999-10-26,8.0
1999-10-27,8.125
1999-10-28,8.0625
1999-10-29,8.0
1999-11-01,7.6875
1999-11-02,7.75
1999-11-03,7.6875
1999-11-04,7.75
1999-11-05,7.9375
1999-11-08,7.8125
1999-11-09,7.8125
1999-11-10,7.5625
1999-11-11,7.3125
1999-11-12,7.5
1999-11-15,8.125
1999-11-16,9.0
1999-11-17,8.75
1999-11-18,8.75
1999-11-19,8.125
1999-11-22,7.6875
1999-11-23,7.5
1999-11-24,7.625
1999-11-26,7.5625
1999-11-29,7.6875
1999-11-30,7.625
1999-12-01,7.875
1999-12-02,8.0
1999-12-03,7.90625
1999-12-06,8.09375
1999-12-07,8.5
1999-12-08,8.5
1999-12-09,10.0
1999-12-10,9.0625
1999-12-13,9.0625
1999-12-14,9.0625
1999-12-15,8.875
1999-12-16,8.625
1999-12-17,8.59375
1999-12-20,8.75
1999-12-21,8.75
1999-12-22,8.9375
1999-12-23,9.3125
1999-12-27,10.5625
1999-12-28,10.28125
1999-12-29,12.25
1999-12-30,12.125
1999-12-31,12.75
2000-01-03,12.3125
2000-01-04,12.0
2000-01-05,11.5
2000-01-06,11.625
2000-01-07,13.0
2000-01-10,14.5
2000-01-11,14.09375
2000-01-12,14.125
2000-01-13,14.1875
2000-01-14,14.5
2000-01-18,17.0
2000-01-19,16.25
2000-01-20,15.25
2000-01-21,14.625
2000-01-24,14.59375
2000-01-25,14.5625
2000-01-26,14.0625
2000-01-27,13.375
2000-01-28,12.5625
2000-01-31,12.3125
2000-02-01,12.625
2000-02-02,13.5
2000-02-03,12.875
2000-02-04,13.125
2000-02-07,13.0625
2000-02-08,14.625
2000-02-09,13.625
2000-02-10,14.5625
2000-02-11,15.75
2000-02-14,16.0
2000-02-15,15.0
2000-02-16,15.25
2000-02-17,18.125
2000-02-18,21.75
2000-02-22,20.875
2000-02-23,36.625
2000-02-24,36.75
2000-02-25,45.875
2000-02-28,45.125
2000-02-29,56.5
2000-03-01,53.4375
2000-03-02,50.40625
2000-03-03,50.296875
2000-03-06,50.625
2000-03-07,46.9375
2000-03-08,41.75
2000-03-09,41.0625
2000-03-10,40.0
2000-03-13,36.84375
2000-03-14,29.5625
2000-03-15,29.34375
2000-03-16,27.25
2000-03-17,30.625
2000-03-20,27.375
2000-03-21,24.4375
2000-03-22,31.5
2000-03-23,37.0
2000-03-24,36.0625
2000-03-27,37.5625
2000-03-28,33.75
2000-03-29,29.6875
2000-03-30,28.6875
2000-03-31,29.5625
2000-04-03,28.5
2000-04-04,22.25
2000-04-05,21.5625
2000-04-06,26.375
2000-04-07,27.6875
2000-04-10,23.5
2000-04-11,22.1875
2000-04-12,19.25
2000-04-13,19.3125
2000-04-14,17.4375
2000-04-17,17.6875
2000-04-18,24.875
2000-04-19,25.0
2000-04-20,24.0625
2000-04-24,23.1875
2000-04-25,25.5
2000-04-26,26.125
2000-04-27,26.0
2000-04-28,28.5625
2000-05-01,29.9375
2000-05-02,27.5625
2000-05-03,27.125
2000-05-04,29.1875
2000-05-05,30.25
2000-05-08,27.875
2000-05-09,27.125
2000-05-10,26.0
2000-05-11,25.625
2000-05-12,26.5
2000-05-15,27.0
2000-05-16,26.375
2000-05-17,25.125
2000-05-18,24.375
2000-05-19,23.625
2000-05-22,22.125
2000-05-23,21.0625
2000-05-24,22.125
2000-05-25,20.0
2000-05-26,19.625
2000-05-30,21.0
2000-05-31,20.375
2000-06-01,24.875
2000-06-02,24.859375
2000-06-05,24.125
2000-06-06,25.0
2000-06-07,26.5625
2000-06-08,23.0625
2000-06-09,27.125
2000-06-12,23.875
2000-06-13,24.8125
2000-06-14,24.0
2000-06-15,23.5625
2000-06-16,25.578125
2000-06-19,25.125
2000-06-20,25.5625
2000-06-21,27.875
2000-06-22,25.25
2000-06-23,25.6875
2000-06-26,27.0625
2000-06-27,24.75
2000-06-28,29.0
2000-06-29,29.9375
2000-06-30,29.8125
2000-07-03,29.125
2000-07-05,30.0625
2000-07-06,28.9375
2000-07-07,29.625
2000-07-10,29.75
2000-07-11,31.375
2000-07-12,29.6875
2000-07-13,29.375
2000-07-14,27.75
2000-07-17,30.5625
2000-07-18,29.1875
2000-07-19,27.625
2000-07-20,28.4375
2000-07-21,28.6875
2000-07-24,28.75
2000-07-25,26.234375
2000-07-26,28.125
2000-07-27,26.5625
2000-07-28,24.625
2000-07-31,28.0625
2000-08-01,28.5625
2000-08-02,28.4375
2000-08-03,28.9375
2000-08-04,29.375
2000-08-07,30.1875
2000-08-08,29.8125
2000-08-09,29.6875
2000-08-10,28.0
2000-08-11,29.4375
2000-08-14,30.0625
2000-08-15,33.5
2000-08-16,33.125
2000-08-17,33.5
2000-08-18,33.125
2000-08-21,32.375
2000-08-22,31.9375
2000-08-23,31.125
2000-08-24,33.0
2000-08-25,33.0
2000-08-28,31.8125
2000-08-29,32.9375
2000-08-30,33.75
2000-08-31,35.4375
2000-09-01,34.125
2000-09-05,32.75
2000-09-06,32.625
2000-09-07,32.9375
2000-09-08,32.375
2000-09-11,31.125
2000-09-12,32.125
2000-09-13,31.9375
2000-09-14,30.9375
2000-09-15,36.0
2000-09-18,32.0625
2000-09-19,32.75
2000-09-20,33.375
2000-09-21,31.75
2000-09-22,33.125
2000-09-25,33.125
2000-09-26,30.875
2000-09-27,31.0
2000-09-28,32.0
2000-09-29,32.625
2000-10-02,29.5625
2000-10-03,29.75
2000-10-04,29.5625
2000-10-05,28.4375
2000-10-06,29.625
2000-10-09,29.0625
2000-10-10,28.875
2000-10-11,27.125
2000-10-12,26.0625
2000-10-13,25.9375
2000-10-16,27.875
2000-10-17,25.875
2000-10-18,26.375
2000-10-19,27.6875
2000-10-20,25.75
2000-10-23,26.375
2000-10-24,25.6875
2000-10-25,25.625
2000-10-26,26.1875
2000-10-27,24.125
2000-10-30,21.375
2000-10-31,26.75
2000-11-01,26.0
2000-11-02,26.5625
2000-11-03,26.0625
2000-11-06,25.6875
2000-11-07,25.4375
2000-11-08,25.625
2000-11-09,25.4375
2000-11-10,25.625
2000-11-13,23.625
2000-11-14,24.6875
2000-11-15,26.0
2000-11-16,24.6875
2000-11-17,24.9375
2000-11-20,20.75
2000-11-21,20.875
2000-11-22,20.3125
2000-11-24,23.0625
2000-11-27,26.125
2000-11-28,27.1875
2000-11-29,24.6875
2000-11-30,24.375
2000-12-01,27.8125
2000-12-04,27.5625
2000-12-05,29.0
2000-12-06,29.5
2000-12-07,29.5
2000-12-08,32.875
2000-12-11,36.0625
2000-12-12,35.0
2000-12-13,35.625
2000-12-14,35.0625
2000-12-15,34.8125
2000-12-18,40.0
2000-12-19,39.875
2000-12-20,36.3125
2000-12-21,39.0625
2000-12-22,38.9375
2000-12-26,38.25
2000-12-27,37.5
2000-12-28,37.25
2000-12-29,35.265625
2001-01-02,35.5625
2001-01-03,34.0625
2001-01-04,32.4375
2001-01-05,31.125
2001-01-08,30.25
2001-01-09,31.0
2001-01-10,32.25
2001-01-11,33.625
2001-01-12,34.75
2001-01-16,39.0
2001-01-17,36.75
2001-01-18,35.0625
2001-01-19,33.875
2001-01-22,34.5625
2001-01-23,36.75
2001-01-24,37.125
2001-01-25,36.6875
2001-01-26,33.125
2001-01-29,31.75
2001-01-30,30.75
2001-01-31,32.75
2001-02-01,32.875
2001-02-02,32.3125
2001-02-05,32.1875
2001-02-06,34.8125
2001-02-07,33.8125
2001-02-08,33.375
2001-02-09,32.125
2001-02-12,34.9375
2001-02-13,33.5
2001-02-14,34.6875
2001-02-15,34.0
2001-02-16,33.8125
2001-02-20,31.9375
2001-02-21,32.1875
2001-02-22,30.9375
2001-02-23,32.0
2001-02-26,32.9375
2001-02-27,32.5625
2001-02-28,31.375
2001-03-01,29.5
