Date,CAH
1984-10-22,1.3916620000000002
1984-10-23,1.429275
1984-10-24,1.379125
1984-10-25,1.429275
1984-10-26,1.4167370000000001
1984-10-29,1.45435
1984-10-30,1.429275
1984-10-31,1.4042
1984-11-01,1.429275
1984-11-02,1.4167370000000001
1984-11-05,1.4042
1984-11-06,1.429275
1984-11-07,1.4042
1984-11-08,1.4042
1984-11-09,1.429275
1984-11-12,1.4042
1984-11-13,1.4167370000000001
1984-11-14,1.45435
1984-11-15,1.4042
1984-11-16,1.441812
1984-11-19,1.429275
1984-11-20,1.429275
1984-11-21,1.4042
1984-11-23,1.4042
1984-11-26,1.4042
1984-11-27,1.379125
1984-11-28,1.379125
1984-11-29,1.379125
1984-11-30,1.3039
1984-12-03,1.3039
1984-12-04,1.328975
1984-12-05,1.25375
1984-12-06,1.25375
1984-12-07,1.241212
1984-12-10,1.241212
1984-12-11,1.25375
1984-12-12,1.25375
1984-12-13,1.25375
1984-12-14,1.25375
1984-12-17,1.25375
1984-12-18,1.278825
1984-12-19,1.278825
1984-12-20,1.278825
1984-12-21,1.328975
1984-12-24,1.35405
1984-12-26,1.379125
1984-12-27,1.379125
1984-12-28,1.328975
1984-12-31,1.379125
1985-01-02,1.328975
1985-01-03,1.328975
1985-01-04,1.328975
1985-01-07,1.379125
1985-01-08,1.45435
1985-01-09,1.45435
1985-01-10,1.4042
1985-01-11,1.479425
1985-01-14,1.466887
1985-01-15,1.5045
1985-01-16,1.554649
1985-01-17,1.529575
1985-01-18,1.554649
1985-01-21,1.554649
1985-01-22,1.579725
1985-01-23,1.579725
1985-01-24,1.6048
1985-01-25,1.579725
1985-01-28,1.6048
1985-01-29,1.629874
1985-01-30,1.65495
1985-01-31,1.65495
1985-02-01,1.680025
1985-02-04,1.65495
1985-02-05,1.7050990000000001
1985-02-06,1.7050990000000001
1985-02-07,1.7050990000000001
1985-02-08,1.7427119999999998
1985-02-11,1.75525
1985-02-12,1.75525
1985-02-13,1.7803240000000002
1985-02-14,1.8053990000000002
1985-02-15,1.8053990000000002
1985-02-19,1.8304740000000002
1985-02-20,1.8304740000000002
1985-02-21,1.8053990000000002
1985-02-22,1.8053990000000002
1985-02-25,1.8053990000000002
1985-02-26,1.7803240000000002
1985-02-27,1.75525
1985-02-28,1.8053990000000002
1985-03-01,1.75525
1985-03-04,1.8053990000000002
1985-03-05,1.8053990000000002
1985-03-06,1.8053990000000002
1985-03-07,1.8053990000000002
1985-03-08,1.75525
1985-03-11,1.75525
1985-03-12,1.730174
1985-03-13,1.8053990000000002
1985-03-14,1.75525
1985-03-15,1.7176369999999999
1985-03-18,1.7050990000000001
1985-03-19,1.75525
1985-03-20,1.75525
1985-03-21,1.7427119999999998
1985-03-22,1.75525
1985-03-25,1.75525
1985-03-26,1.6048
1985-03-27,1.65495
1985-03-28,1.680025
1985-03-29,1.7050990000000001
1985-04-01,1.730174
1985-04-02,1.7803240000000002
1985-04-03,1.8053990000000002
1985-04-04,1.8555490000000001
1985-04-08,1.8053990000000002
1985-04-09,1.8053990000000002
1985-04-10,1.75525
1985-04-11,1.7803240000000002
1985-04-12,1.8304740000000002
1985-04-15,1.8053990000000002
1985-04-16,1.8053990000000002
1985-04-17,1.792862
1985-04-18,1.8304740000000002
1985-04-19,1.8304740000000002
1985-04-22,1.8304740000000002
1985-04-23,1.8053990000000002
1985-04-24,1.8053990000000002
1985-04-25,1.75525
1985-04-26,1.8304740000000002
1985-04-29,1.792862
1985-04-30,1.8053990000000002
1985-05-01,1.75525
1985-05-02,1.8053990000000002
1985-05-03,1.75525
1985-05-06,1.7803240000000002
1985-05-07,1.8304740000000002
1985-05-08,1.8304740000000002
1985-05-09,1.75525
1985-05-10,1.75525
1985-05-13,1.75525
1985-05-14,1.8304740000000002
1985-05-15,1.8053990000000002
1985-05-16,1.75525
1985-05-17,1.8304740000000002
1985-05-20,1.7050990000000001
1985-05-21,1.730174
1985-05-22,1.730174
1985-05-23,1.692562
1985-05-24,1.680025
1985-05-28,1.65495
1985-05-29,1.65495
1985-05-30,1.680025
1985-05-31,1.680025
1985-06-03,1.65495
1985-06-04,1.629874
1985-06-05,1.629874
1985-06-06,1.65495
1985-06-07,1.65495
1985-06-10,1.65495
1985-06-11,1.65495
1985-06-12,1.65495
1985-06-13,1.65495
1985-06-14,1.667487
1985-06-17,1.65495
1985-06-18,1.7050990000000001
1985-06-19,1.680025
1985-06-20,1.7803240000000002
1985-06-21,1.7050990000000001
1985-06-24,1.7803240000000002
1985-06-25,1.7803240000000002
1985-06-26,1.7803240000000002
1985-06-27,1.7050990000000001
1985-06-28,1.7050990000000001
1985-07-01,1.730174
1985-07-02,1.7050990000000001
1985-07-03,1.7050990000000001
1985-07-05,1.7050990000000001
1985-07-08,1.7803240000000002
1985-07-09,1.730174
1985-07-10,1.75525
1985-07-11,1.7803240000000002
1985-07-12,1.8304740000000002
1985-07-15,1.8053990000000002
1985-07-16,1.8053990000000002
1985-07-17,1.8053990000000002
1985-07-18,1.8555490000000001
1985-07-19,1.8053990000000002
1985-07-22,1.8053990000000002
1985-07-23,1.817937
1985-07-24,1.8304740000000002
1985-07-25,1.8053990000000002
1985-07-26,1.8053990000000002
1985-07-29,1.7803240000000002
1985-07-30,1.817937
1985-07-31,1.7803240000000002
1985-08-01,1.8304740000000002
1985-08-02,1.8053990000000002
1985-08-05,1.8053990000000002
1985-08-06,1.7803240000000002
1985-08-07,1.7803240000000002
1985-08-08,1.7803240000000002
1985-08-09,1.7803240000000002
1985-08-12,1.7803240000000002
1985-08-13,1.7803240000000002
1985-08-14,1.730174
1985-08-15,1.730174
1985-08-16,1.730174
1985-08-19,1.7050990000000001
1985-08-20,1.75525
1985-08-21,1.7050990000000001
1985-08-22,1.7050990000000001
1985-08-23,1.7050990000000001
1985-08-26,1.7176369999999999
1985-08-27,1.7050990000000001
1985-08-28,1.7176369999999999
1985-08-29,1.7176369999999999
1985-08-30,1.730174
1985-09-03,1.7176369999999999
1985-09-04,1.7176369999999999
1985-09-05,1.692562
1985-09-06,1.692562
1985-09-09,1.692562
1985-09-10,1.680025
1985-09-11,1.65495
1985-09-12,1.629874
1985-09-13,1.6048
1985-09-16,1.629874
1985-09-17,1.65495
1985-09-18,1.6048
1985-09-19,1.579725
1985-09-20,1.629874
1985-09-23,1.6048
1985-09-24,1.6048
1985-09-25,1.6048
1985-09-26,1.629874
1985-09-30,1.617337
1985-10-01,1.592262
1985-10-02,1.629874
1985-10-03,1.617337
1985-10-04,1.65495
1985-10-07,1.617337
1985-10-08,1.629874
1985-10-09,1.65495
1985-10-10,1.65495
1985-10-11,1.65495
1985-10-14,1.680025
1985-10-15,1.629874
1985-10-16,1.680025
1985-10-17,1.629874
1985-10-18,1.680025
1985-10-21,1.680025
1985-10-22,1.680025
1985-10-23,1.65495
1985-10-24,1.65495
1985-10-25,1.65495
1985-10-28,1.7050990000000001
1985-10-29,1.65495
1985-10-30,1.65495
1985-10-31,1.7050990000000001
1985-11-01,1.65495
1985-11-04,1.680025
1985-11-05,1.75525
1985-11-06,1.7050990000000001
1985-11-07,1.7050990000000001
1985-11-08,1.7050990000000001
1985-11-11,1.7050990000000001
1985-11-12,1.75525
1985-11-13,1.7050990000000001
1985-11-14,1.730174
1985-11-15,1.730174
1985-11-18,1.75525
1985-11-19,1.7050990000000001
1985-11-20,1.75525
1985-11-21,1.75525
1985-11-22,1.7803240000000002
1985-11-25,1.7803240000000002
1985-11-26,1.75525
1985-11-27,1.7803240000000002
1985-11-29,1.8304740000000002
1985-12-02,1.8555490000000001
1985-12-03,1.8053990000000002
1985-12-04,1.880624
1985-12-05,1.9056990000000003
1985-12-06,1.9307740000000002
1985-12-09,1.9307740000000002
1985-12-10,1.9056990000000003
1985-12-11,1.9056990000000003
1985-12-12,1.9056990000000003
1985-12-13,1.9307740000000002
1985-12-16,1.9307740000000002
1985-12-17,1.9558490000000002
1985-12-18,1.9307740000000002
1985-12-19,1.9558490000000002
1985-12-20,1.9558490000000002
1985-12-23,1.9558490000000002
1985-12-24,1.9307740000000002
1985-12-26,1.9558490000000002
1985-12-27,1.9307740000000002
1985-12-30,1.9056990000000003
1985-12-31,1.943312
1986-01-02,1.9558490000000002
1986-01-03,1.9558490000000002
1986-01-06,1.9307740000000002
1986-01-07,1.9558490000000002
1986-01-08,1.9558490000000002
1986-01-09,1.9558490000000002
1986-01-10,2.005999
1986-01-13,2.005999
1986-01-14,1.9809240000000001
1986-01-15,2.005999
1986-01-16,2.005999
1986-01-17,2.005999
1986-01-20,2.005999
1986-01-21,1.9809240000000001
1986-01-22,1.9809240000000001
1986-01-23,1.9809240000000001
1986-01-24,1.9809240000000001
1986-01-27,2.0310740000000003
1986-01-28,2.0310740000000003
1986-01-29,2.043612
1986-01-30,2.0310740000000003
1986-01-31,1.9809240000000001
1986-02-03,2.005999
1986-02-04,1.9558490000000002
1986-02-05,1.9558490000000002
1986-02-06,2.0310740000000003
1986-02-07,2.0310740000000003
1986-02-10,2.0310740000000003
1986-02-11,2.056149
1986-02-12,2.131374
1986-02-13,2.181524
1986-02-14,2.357049
1986-02-18,2.382124
1986-02-19,2.357049
1986-02-20,2.357049
1986-02-21,2.357049
1986-02-24,2.382124
1986-02-25,2.206599
1986-02-26,2.181524
1986-02-27,2.206599
1986-02-28,2.206599
1986-03-03,2.181524
1986-03-04,2.2316740000000004
1986-03-05,2.2316740000000004
1986-03-06,2.256749
1986-03-07,2.2316740000000004
1986-03-10,2.219137
1986-03-11,2.206599
1986-03-12,2.206599
1986-03-13,2.206599
1986-03-14,2.2316740000000004
1986-03-17,2.244212
1986-03-18,2.256749
1986-03-19,2.331974
1986-03-20,2.432274
1986-03-21,2.5325740000000003
1986-03-24,2.482424
1986-03-25,2.482424
1986-03-26,2.4573490000000002
1986-03-27,2.482424
1986-03-31,2.507499
1986-04-01,2.482424
1986-04-02,2.482424
1986-04-03,2.482424
1986-04-04,2.4573490000000002
1986-04-07,2.4573490000000002
1986-04-08,2.482424
1986-04-09,2.432274
1986-04-10,2.4573490000000002
1986-04-11,2.432274
1986-04-14,2.4573490000000002
1986-04-15,2.432274
1986-04-16,2.4573490000000002
1986-04-17,2.4448119999999998
1986-04-18,2.4573490000000002
1986-04-21,2.4573490000000002
1986-04-22,2.4573490000000002
1986-04-23,2.4071990000000003
1986-04-24,2.4071990000000003
1986-04-25,2.306899
1986-04-28,2.306899
1986-04-29,2.331974
1986-04-30,2.357049
1986-05-01,2.306899
1986-05-02,2.331974
1986-05-05,2.331974
1986-05-06,2.331974
1986-05-07,2.331974
1986-05-08,2.331974
1986-05-09,2.357049
1986-05-12,2.432274
1986-05-13,2.4573490000000002
1986-05-14,2.4573490000000002
1986-05-15,2.4573490000000002
1986-05-16,2.4573490000000002
1986-05-19,2.4573490000000002
1986-05-20,2.432274
1986-05-21,2.382124
1986-05-22,2.331974
1986-05-23,2.357049
1986-05-27,2.382124
1986-05-28,2.331974
1986-05-29,2.357049
1986-05-30,2.382124
1986-06-02,2.382124
1986-06-03,2.4573490000000002
1986-06-04,2.4071990000000003
1986-06-05,2.4573490000000002
1986-06-06,2.432274
1986-06-09,2.4071990000000003
1986-06-10,2.4573490000000002
1986-06-11,2.432274
1986-06-12,2.4573490000000002
1986-06-13,2.507499
1986-06-16,2.4573490000000002
1986-06-17,2.4573490000000002
1986-06-18,2.4071990000000003
1986-06-19,2.382124
1986-06-20,2.4071990000000003
1986-06-23,2.357049
1986-06-24,2.4071990000000003
1986-06-25,2.357049
1986-06-26,2.357049
1986-06-27,2.357049
1986-06-30,2.4071990000000003
1986-07-01,2.357049
1986-07-02,2.382124
1986-07-03,2.432274
1986-07-07,2.357049
1986-07-08,2.2818240000000003
1986-07-09,2.331974
1986-07-10,2.2818240000000003
1986-07-11,2.2818240000000003
1986-07-14,2.306899
1986-07-15,2.1564490000000003
1986-07-16,2.181524
1986-07-17,2.168987
1986-07-18,2.206599
1986-07-21,2.206599
1986-07-22,2.206599
1986-07-23,2.206599
1986-07-24,2.1564490000000003
1986-07-25,2.131374
1986-07-28,2.081224
1986-07-29,2.056149
1986-07-30,2.081224
1986-07-31,1.9558490000000002
1986-08-01,1.9307740000000002
1986-08-04,1.918237
1986-08-05,1.9307740000000002
1986-08-06,1.9307740000000002
1986-08-07,1.9056990000000003
1986-08-08,1.9056990000000003
1986-08-11,1.9056990000000003
1986-08-12,1.9307740000000002
1986-08-13,1.9307740000000002
1986-08-14,1.9558490000000002
1986-08-15,2.005999
1986-08-18,2.056149
1986-08-19,2.005999
1986-08-20,1.9809240000000001
1986-08-21,1.9809240000000001
1986-08-22,1.9558490000000002
1986-08-25,1.9558490000000002
1986-08-26,2.005999
1986-08-27,1.9307740000000002
1986-08-28,1.9307740000000002
1986-08-29,1.9809240000000001
1986-09-02,1.9558490000000002
1986-09-03,1.9558490000000002
1986-09-04,1.9558490000000002
1986-09-05,1.9307740000000002
1986-09-08,1.880624
1986-09-09,1.9307740000000002
1986-09-10,1.9307740000000002
1986-09-11,1.9056990000000003
1986-09-12,1.880624
1986-09-15,1.9307740000000002
1986-09-16,1.8555490000000001
1986-09-17,1.880624
1986-09-18,1.880624
1986-09-19,1.880624
1986-09-22,1.880624
1986-09-23,1.9056990000000003
1986-09-24,1.8555490000000001
1986-09-25,1.8555490000000001
1986-09-26,1.9056990000000003
1986-09-29,1.8555490000000001
1986-09-30,1.8053990000000002
1986-10-01,1.8304740000000002
1986-10-02,1.8053990000000002
1986-10-03,1.8304740000000002
1986-10-06,1.8053990000000002
1986-10-07,1.8053990000000002
1986-10-08,1.7803240000000002
1986-10-09,1.7803240000000002
1986-10-10,1.7803240000000002
1986-10-13,1.7050990000000001
1986-10-14,1.554649
1986-10-15,1.554649
1986-10-16,1.6048
1986-10-17,1.65495
1986-10-20,1.629874
1986-10-21,1.65495
1986-10-22,1.65495
1986-10-23,1.6048
1986-10-24,1.6048
1986-10-27,1.629874
1986-10-28,1.629874
1986-10-29,1.629874
1986-10-30,1.629874
1986-10-31,1.629874
1986-11-03,1.65495
1986-11-04,1.680025
1986-11-05,1.65495
1986-11-06,1.667487
1986-11-07,1.7050990000000001
1986-11-10,1.730174
1986-11-11,1.7050990000000001
1986-11-12,1.7050990000000001
1986-11-13,1.730174
1986-11-14,1.75525
1986-11-17,1.75525
1986-11-18,1.7050990000000001
1986-11-19,1.75525
1986-11-20,1.7427119999999998
1986-11-21,1.7803240000000002
1986-11-24,1.7803240000000002
1986-11-25,1.8304740000000002
1986-11-26,1.7803240000000002
1986-11-28,1.8053990000000002
1986-12-01,1.792862
1986-12-02,1.7803240000000002
1986-12-03,1.8053990000000002
1986-12-04,1.7803240000000002
1986-12-05,1.7803240000000002
1986-12-08,1.8053990000000002
1986-12-09,1.8053990000000002
1986-12-10,1.7803240000000002
1986-12-11,1.75525
1986-12-12,1.75525
1986-12-15,1.7050990000000001
1986-12-16,1.7050990000000001
1986-12-17,1.730174
1986-12-18,1.7050990000000001
1986-12-19,1.7050990000000001
1986-12-22,1.7050990000000001
1986-12-23,1.75525
1986-12-24,1.75525
1986-12-26,1.7176369999999999
1986-12-29,1.7176369999999999
1986-12-30,1.7050990000000001
1986-12-31,1.730174
1987-01-02,1.8053990000000002
1987-01-05,1.8555490000000001
1987-01-06,1.9558490000000002
1987-01-07,1.9809240000000001
1987-01-08,2.005999
1987-01-09,2.0310740000000003
1987-01-12,2.1062990000000004
1987-01-13,2.256749
1987-01-14,2.181524
1987-01-15,2.181524
1987-01-16,2.181524
1987-01-19,2.1062990000000004
1987-01-20,2.1062990000000004
1987-01-21,1.9809240000000001
1987-01-22,2.056149
1987-01-23,1.9809240000000001
1987-01-26,1.9809240000000001
1987-01-27,2.0310740000000003
1987-01-28,2.005999
1987-01-29,2.0310740000000003
1987-01-30,2.005999
1987-02-02,2.005999
1987-02-03,2.005999
1987-02-04,1.9558490000000002
1987-02-05,1.9683869999999999
1987-02-06,1.9307740000000002
1987-02-09,1.880624
1987-02-10,1.9056990000000003
1987-02-11,1.9056990000000003
1987-02-12,1.880624
1987-02-13,1.880624
1987-02-17,1.880624
1987-02-18,1.880624
1987-02-19,1.8555490000000001
1987-02-20,1.880624
1987-02-23,1.9056990000000003
1987-02-24,1.880624
1987-02-25,1.8555490000000001
1987-02-26,1.8304740000000002
1987-02-27,1.8304740000000002
1987-03-02,1.880624
1987-03-03,1.8555490000000001
1987-03-04,1.8555490000000001
1987-03-05,1.880624
1987-03-06,1.8555490000000001
1987-03-09,1.8304740000000002
1987-03-10,1.8555490000000001
1987-03-11,1.8053990000000002
1987-03-12,1.8555490000000001
1987-03-13,1.8053990000000002
1987-03-16,1.8304740000000002
1987-03-17,1.8430119999999999
1987-03-18,1.8053990000000002
1987-03-19,1.9056990000000003
1987-03-20,2.131374
1987-03-23,2.357049
1987-03-24,2.256749
1987-03-25,2.2316740000000004
1987-03-26,2.2818240000000003
1987-03-27,2.2818240000000003
1987-03-30,2.2316740000000004
1987-03-31,2.181524
1987-04-01,2.206599
1987-04-02,2.206599
1987-04-03,2.2316740000000004
1987-04-06,2.2316740000000004
1987-04-07,2.206599
1987-04-08,2.206599
1987-04-09,2.181524
1987-04-10,2.206599
1987-04-13,2.181524
1987-04-14,2.181524
1987-04-15,2.131374
1987-04-16,2.181524
1987-04-20,2.1564490000000003
1987-04-21,2.131374
1987-04-22,2.1564490000000003
1987-04-23,2.081224
1987-04-24,2.056149
1987-04-27,2.005999
1987-04-28,2.056149
1987-04-29,2.056149
1987-04-30,2.1062990000000004
1987-05-01,2.056149
1987-05-04,2.056149
1987-05-05,2.005999
1987-05-06,2.0310740000000003
1987-05-07,2.0310740000000003
1987-05-08,1.9809240000000001
1987-05-11,1.9809240000000001
1987-05-12,1.9558490000000002
1987-05-13,2.005999
1987-05-14,1.9307740000000002
1987-05-15,1.9056990000000003
1987-05-18,1.9558490000000002
1987-05-19,1.9307740000000002
1987-05-20,1.9056990000000003
1987-05-21,1.9558490000000002
1987-05-22,2.005999
1987-05-26,2.056149
1987-05-27,2.1062990000000004
1987-05-28,2.2316740000000004
1987-05-29,2.206599
1987-06-01,2.256749
1987-06-02,2.256749
1987-06-03,2.2316740000000004
1987-06-04,2.206599
1987-06-05,2.256749
1987-06-08,2.2316740000000004
1987-06-09,2.2316740000000004
1987-06-10,2.256749
1987-06-11,2.206599
1987-06-12,2.2316740000000004
1987-06-15,2.2316740000000004
1987-06-16,2.206599
1987-06-17,2.206599
1987-06-18,2.181524
1987-06-19,2.206599
1987-06-22,2.181524
1987-06-23,2.181524
1987-06-24,2.2316740000000004
1987-06-25,2.256749
1987-06-26,2.256749
1987-06-29,2.2316740000000004
1987-06-30,2.2818240000000003
1987-07-01,2.331974
1987-07-02,2.382124
1987-07-06,2.382124
1987-07-07,2.357049
1987-07-08,2.4071990000000003
1987-07-09,2.306899
1987-07-10,2.306899
1987-07-13,2.2818240000000003
1987-07-14,2.331974
1987-07-15,2.2818240000000003
1987-07-16,2.256749
1987-07-17,2.256749
1987-07-20,2.131374
1987-07-21,2.131374
1987-07-22,2.1062990000000004
1987-07-23,2.081224
1987-07-24,2.1062990000000004
1987-07-27,2.1062990000000004
1987-07-28,2.056149
1987-07-29,2.1062990000000004
1987-07-30,2.1062990000000004
1987-07-31,2.131374
1987-08-03,2.131374
1987-08-04,2.131374
1987-08-05,2.118837
1987-08-06,2.081224
1987-08-07,2.0310740000000003
1987-08-10,2.081224
1987-08-11,2.056149
1987-08-12,2.081224
1987-08-13,2.0310740000000003
1987-08-14,2.0310740000000003
1987-08-17,2.043612
1987-08-18,2.0310740000000003
1987-08-19,2.005999
1987-08-20,2.0310740000000003
1987-08-21,2.005999
1987-08-24,2.005999
1987-08-25,2.005999
1987-08-26,2.005999
1987-08-27,2.005999
1987-08-28,1.9558490000000002
1987-08-31,2.005999
1987-09-01,2.005999
1987-09-02,2.005999
1987-09-03,2.056149
1987-09-04,2.018537
1987-09-08,2.005999
1987-09-09,2.0411040000000003
1987-09-10,2.0686869999999997
1987-09-11,2.0411040000000003
