Date,ACT
2017-12-13,25.17
2017-12-14,25.01
2017-12-15,25.181
2017-12-18,25.389999
2017-12-19,25.530001000000002
2017-12-20,25.5
2017-12-21,25.52
2017-12-22,25.5
2017-12-26,25.719998999999998
2017-12-27,25.690001000000002
2017-12-28,25.968
2017-12-29,26.209999
2018-01-02,26.66
2018-01-03,26.92
2018-01-04,26.549999
2018-01-05,26.4
2018-01-08,26.25
2018-01-09,26.202
2018-01-10,26.211
2018-01-11,26.254998999999998
2018-01-12,26.299999
2018-01-16,26.211
2018-01-17,26.42
2018-01-18,26.183001
2018-01-19,26.436001
2018-01-22,26.629998999999998
2018-01-23,26.99
2018-01-24,26.964001
2018-01-25,26.889999
2018-01-26,27.280001000000002
2018-01-29,27.09
2018-01-30,26.691999
2018-01-31,26.66
2018-02-01,26.620001000000002
2018-02-02,26.219998999999998
2018-02-05,25.43
2018-02-06,25.43
2018-02-07,25.365
2018-02-08,24.959999
2018-02-09,24.952999
2018-02-12,25.120001000000002
2018-02-13,25.136999
2018-02-14,25.59
2018-02-15,25.99
2018-02-16,26.014999
2018-02-20,25.73
2018-02-21,25.646
2018-02-22,25.357
2018-02-23,25.796
2018-02-26,25.834999
2018-02-27,25.521998999999997
2018-02-28,25.219
2018-03-01,24.754998999999998
2018-03-02,25.16
2018-03-05,25.450001
2018-03-06,25.275
2018-03-07,25.469998999999998
2018-03-08,25.620001000000002
2018-03-09,25.84
2018-03-12,25.886
2018-03-13,25.750999
2018-03-14,25.767
2018-03-15,25.665001
2018-03-16,25.389999
2018-03-19,25.280001000000002
2018-03-20,25.235001
2018-03-21,25.1
2018-03-22,24.530001000000002
2018-03-23,24.370001000000002
2018-03-26,24.492001000000002
2018-03-27,24.292
2018-03-28,24.702
2018-03-29,25.038
2018-04-02,24.558001
2018-04-03,24.865
2018-04-04,25.18
2018-04-05,25.323999
2018-04-06,25.059998999999998
2018-04-09,25.15
2018-04-10,25.341998999999998
2018-04-11,25.371
2018-04-12,25.384001
2018-04-13,25.296
2018-04-16,25.645
2018-04-17,25.889
2018-04-18,25.711
2018-04-19,25.301001
2018-04-20,25.028999
2018-04-23,25.049999
2018-04-24,24.655001000000002
2018-04-25,24.860001
2018-04-26,25.18
2018-04-27,25.313
2018-04-30,25.200001
2018-05-01,25.165001
2018-05-02,24.790001
2018-05-03,24.66
2018-05-04,24.82
2018-05-07,24.823
2018-05-08,24.82
2018-05-09,24.92
2018-05-10,25.028
2018-05-11,24.950001
2018-05-14,25.055
2018-05-15,24.950001
2018-05-16,25.18
2018-05-17,25.18
2018-05-18,25.115
2018-05-21,25.066
2018-05-22,25.084999
2018-05-23,25.212
2018-05-24,25.294001
2018-05-25,25.281
2018-05-29,25.09
2018-05-30,25.5
2018-05-31,25.448999
2018-06-01,25.341
2018-06-04,25.540001
2018-06-05,25.42
2018-06-06,25.389999
2018-06-07,25.280001000000002
2018-06-08,25.549999
2018-06-11,25.5
2018-06-12,25.74
2018-06-13,25.671
2018-06-14,25.950001
2018-06-15,26.040001
2018-06-18,25.870001000000002
2018-06-19,25.778
2018-06-20,25.955999
2018-06-21,25.919001
2018-06-22,26.02
2018-06-25,25.68
2018-06-26,25.858999
2018-06-27,25.476999
2018-06-28,25.74
2018-06-29,25.702
2018-07-02,25.688
2018-07-03,25.823999
2018-07-05,26.01
2018-07-06,26.290001
2018-07-09,26.325001
2018-07-10,26.370001000000002
2018-07-11,26.26
2018-07-12,26.231001000000003
2018-07-13,26.34
2018-07-16,25.993999
2018-07-17,26.125
2018-07-18,26.045
2018-07-19,26.191999
2018-07-20,26.280001000000002
2018-07-23,26.32
2018-07-24,26.159
2018-07-25,26.49
2018-07-26,26.312
2018-07-27,25.85
2018-07-30,25.693001000000002
2018-07-31,25.952
2018-08-01,25.780001000000002
2018-08-02,25.690001000000002
2018-08-03,25.878
2018-08-06,25.83
2018-08-07,25.76
2018-08-08,25.414
2018-08-09,25.68
2018-08-10,25.575001
2018-08-13,25.665001
2018-08-14,25.820999
2018-08-15,25.638
2018-08-16,25.625
2018-08-17,25.877001
2018-08-20,25.940001000000002
2018-08-21,26.0
2018-08-22,26.087
2018-08-23,26.07
2018-08-24,26.348
2018-08-27,26.323999
2018-08-28,26.129998999999998
2018-08-29,26.148001
2018-08-30,26.299999
2018-08-31,26.27
2018-09-04,26.049999
2018-09-05,26.035
2018-09-06,26.110001
2018-09-07,26.35
2018-09-10,26.23
2018-09-11,26.476
2018-09-12,26.472
2018-09-13,26.459999
2018-09-14,26.523001
2018-09-17,26.41
2018-09-18,26.58
2018-09-19,26.440001000000002
2018-09-20,27.290001
2018-09-21,27.031
2018-09-24,26.99
2018-09-25,26.952999
2018-09-26,27.0
2018-09-27,27.08
2018-09-28,27.01
2018-10-01,26.870001000000002
2018-10-02,26.82
2018-10-03,26.75
2018-10-04,26.549999
2018-10-05,26.422001
2018-10-08,27.07
2018-10-09,27.209999
2018-10-10,26.490999
2018-10-11,25.995001000000002
2018-10-12,26.129998999999998
2018-10-15,26.152
2018-10-16,26.591998999999998
2018-10-17,26.545
2018-10-18,26.190001000000002
2018-10-19,26.042
2018-10-22,26.041
2018-10-23,26.0
2018-10-24,25.379998999999998
2018-10-25,25.49
2018-10-26,25.407
2018-10-29,25.224001
2018-10-30,25.627001
2018-10-31,25.747
2018-11-01,25.882
2018-11-02,25.700001
2018-11-05,26.115
2018-11-06,26.02
2018-11-07,26.245001000000002
2018-11-08,25.85
2018-11-09,25.66
2018-11-12,25.309998999999998
2018-11-13,25.040001
2018-11-14,24.944
2018-11-15,24.893998999999997
2018-11-16,24.959999
2018-11-19,24.631001
2018-11-20,24.334
2018-11-21,24.360001
2018-11-23,24.299999
2018-11-26,24.072001
2018-11-27,24.118
2018-11-28,24.368999
2018-11-29,24.35
2018-11-30,24.219998999999998
2018-12-03,24.43
2018-12-04,23.85
2018-12-06,23.708
2018-12-07,23.24
2018-12-10,23.34
2018-12-11,23.190001000000002
2018-12-12,23.438
2018-12-13,23.219998999999998
2018-12-14,22.84
2018-12-17,22.355
2018-12-18,22.24
2018-12-19,22.0
2018-12-20,21.799999
2018-12-21,21.42
2018-12-24,21.030001000000002
2018-12-26,21.559998999999998
2018-12-27,21.25
2018-12-28,21.358999
2018-12-31,21.4
2019-01-02,21.323
2019-01-03,21.187
2019-01-04,21.75
2019-01-07,22.000999
2019-01-08,22.128
2019-01-09,22.125999
2019-01-10,22.34
2019-01-11,22.511
2019-01-14,22.268
2019-01-15,22.326
2019-01-16,22.353001000000003
2019-01-17,22.549999
2019-01-18,22.791
2019-01-22,22.485001
2019-01-23,22.635
2019-01-24,22.370001000000002
2019-01-25,22.434998999999998
2019-01-28,22.523001
2019-01-29,22.59
2019-01-30,23.030001000000002
2019-01-31,23.413
2019-02-01,23.49
2019-02-04,23.6
2019-02-05,23.714001
2019-02-06,23.639999
2019-02-07,23.5
2019-02-08,23.700001
2019-02-11,23.709999
2019-02-12,24.209999
2019-02-13,24.415001
2019-02-14,24.372999
2019-02-15,24.552
2019-02-19,24.629998999999998
2019-02-20,24.950001
2019-02-21,24.950001
2019-02-22,25.089001
2019-02-25,25.07
2019-02-26,25.017
2019-02-27,25.017
2019-02-28,25.08
2019-03-01,25.24
2019-03-04,25.110001
2019-03-05,25.26
2019-03-06,25.02
2019-03-07,24.870001000000002
2019-03-08,24.752001
2019-03-11,25.273001
2019-03-12,25.209
2019-03-13,25.309998999999998
2019-03-14,25.337999
2019-03-15,25.42
2019-03-18,25.694
2019-03-19,25.551001
2019-03-20,25.559
2019-03-21,25.620001000000002
2019-03-22,25.184998999999998
2019-03-25,25.17
2019-03-26,25.33
2019-03-27,25.08
2019-03-28,25.285
2019-03-29,25.48
2019-04-01,25.549
2019-04-02,25.485001
2019-04-03,25.24
2019-04-04,25.23
2019-04-05,25.299999
2019-04-08,25.296
2019-04-09,25.141001
2019-04-10,25.27
2019-04-11,25.167999
2019-04-12,25.110001
2019-04-15,25.160999
2019-04-16,25.059998999999998
2019-04-17,24.73
2019-04-18,24.940001000000002
2019-04-22,25.0
2019-04-23,25.174999
2019-04-24,25.190001000000002
2019-04-25,25.25
2019-04-26,25.540001
2019-04-29,25.6
2019-04-30,25.658001000000002
2019-05-01,25.530001000000002
2019-05-02,25.379998999999998
2019-05-03,25.790001
2019-05-06,25.834999
2019-05-07,25.370001000000002
2019-05-08,25.327
2019-05-09,25.219
2019-05-10,25.150999
2019-05-13,24.723
2019-05-14,25.006001
2019-05-15,24.950001
2019-05-16,24.98
2019-05-17,25.042999
2019-05-20,24.950001
2019-05-21,25.040001
2019-05-22,25.072001
2019-05-23,24.950001
2019-05-24,24.940001000000002
2019-05-28,24.486
2019-05-29,24.246
2019-05-30,24.26
2019-05-31,23.948
2019-06-03,24.045
2019-06-04,24.41
2019-06-05,24.43
2019-06-06,24.790001
2019-06-07,25.046
2019-06-10,24.978001000000003
2019-06-11,25.125
2019-06-12,24.875
2019-06-13,24.948999
2019-06-14,24.735001
2019-06-17,24.660999
2019-06-18,24.679001
2019-06-19,24.690001000000002
2019-06-20,24.950001
2019-06-21,24.851999
2019-06-24,24.855
2019-06-25,24.73
2019-06-26,24.51
2019-06-27,24.73
2019-06-28,25.084999
2019-07-01,25.195
2019-07-02,25.299999
2019-07-03,25.639999
2019-07-05,25.481001000000003
2019-07-08,25.6
2019-07-09,25.25
2019-07-10,25.531
2019-07-11,25.372
2019-07-12,25.42
2019-07-15,25.299
2019-07-16,25.290001
2019-07-17,25.443001000000002
2019-07-18,25.790001
2019-07-19,25.587
2019-07-22,25.290001
2019-07-23,25.254998999999998
2019-07-24,25.290001
2019-07-25,25.200001
2019-07-26,25.423
2019-07-29,25.360001
2019-07-30,25.24
2019-07-31,24.879998999999998
2019-08-01,24.690001000000002
2019-08-02,24.549999
2019-08-05,23.771998999999997
2019-08-06,24.0
2019-08-07,24.16
2019-08-08,24.49
2019-08-09,24.48
2019-08-12,24.089001
2019-08-13,24.351999
2019-08-14,23.77
2019-08-15,23.804001
2019-08-16,24.224001
2019-08-19,24.43
2019-08-20,24.327
2019-08-21,24.469998999999998
2019-08-22,24.625
2019-08-23,23.92
2019-08-26,24.07
2019-08-27,23.750999
2019-08-28,23.879998999999998
2019-08-29,24.091998999999998
2019-08-30,24.013
2019-09-03,23.85
2019-09-04,23.937
2019-09-05,24.132
2019-09-06,24.212
2019-09-09,24.190001000000002
2019-09-10,24.059998999999998
2019-09-11,24.26
2019-09-12,24.34
2019-09-13,24.16
2019-09-16,23.959999
2019-09-17,23.846001
2019-09-18,23.690001000000002
2019-09-19,23.5
2019-09-20,23.514
2019-09-23,23.381001
2019-09-24,23.27
2019-09-25,23.496
2019-09-26,23.57
2019-09-27,23.4
2019-09-30,23.639999
2019-10-01,23.452999
2019-10-02,23.129998999999998
2019-10-03,23.243999
2019-10-04,23.591998999999998
2019-10-07,23.542999
2019-10-08,23.26
2019-10-09,23.304001
2019-10-10,23.267
2019-10-11,23.548
2019-10-14,23.264999
2019-10-15,23.440001000000002
2019-10-16,23.493999
2019-10-17,23.622999
2019-10-18,23.51
2019-10-21,23.719998999999998
2019-10-22,23.853001000000003
2019-10-23,23.809998999999998
2019-10-24,23.73
2019-10-25,23.820999
2019-10-28,23.791
2019-10-29,23.889999
2019-10-30,23.777
2019-10-31,23.59
2019-11-01,23.927
2019-11-04,23.982
2019-11-05,23.951
2019-11-06,23.92
2019-11-07,23.799999
2019-11-08,23.950001
2019-11-11,24.004
2019-11-12,24.457001
2019-11-13,24.51
2019-11-14,24.370001000000002
2019-11-15,24.573999
2019-11-18,24.547001
2019-11-19,24.6
2019-11-20,24.690001000000002
2019-11-21,24.690001000000002
2019-11-22,24.66
2019-11-25,24.900999
2019-11-26,24.809998999999998
2019-11-27,25.105
2019-11-29,25.031
2019-12-02,24.99
2019-12-03,24.815001000000002
2019-12-04,24.906
2019-12-05,24.747
2019-12-06,24.955
2019-12-09,24.804001
2019-12-10,24.74
2019-12-11,24.780001000000002
2019-12-12,24.844998999999998
2019-12-13,24.905001000000002
2019-12-16,25.209999
2019-12-17,25.165001
2019-12-18,25.242001000000002
2019-12-19,25.315001000000002
2019-12-20,25.555
2019-12-23,25.6
2019-12-24,25.610001
2019-12-26,25.705
2019-12-27,25.105
2019-12-30,25.075001
2019-12-31,25.07
2020-01-02,25.135
2020-01-03,25.030001000000002
2020-01-06,25.164
