Date,GOLF
2018-02-26,21.77
2018-02-27,21.26
2018-02-28,21.190001000000002
2018-03-01,21.01
2018-03-02,21.059998999999998
2018-03-05,21.48
2018-03-06,22.120001000000002
2018-03-07,22.41
2018-03-08,22.59
2018-03-09,23.01
2018-03-12,22.85
2018-03-13,23.33
2018-03-14,23.780001000000002
2018-03-15,23.76
2018-03-16,24.09
2018-03-19,23.76
2018-03-20,23.799999
2018-03-21,23.51
2018-03-22,23.51
2018-03-23,23.139999
2018-03-26,23.459999
2018-03-27,23.059998999999998
2018-03-28,23.07
2018-03-29,23.09
2018-04-02,22.59
2018-04-03,23.25
2018-04-04,23.469998999999998
2018-04-05,24.01
2018-04-06,23.85
2018-04-09,23.629998999999998
2018-04-10,24.02
2018-04-11,24.110001
2018-04-12,24.32
2018-04-13,24.110001
2018-04-16,24.299999
2018-04-17,24.309998999999998
2018-04-18,23.799999
2018-04-19,23.549999
2018-04-20,23.23
2018-04-23,23.77
2018-04-24,23.98
2018-04-25,24.1
2018-04-26,24.07
2018-04-27,24.17
2018-04-30,24.16
2018-05-01,24.32
2018-05-02,24.450001
2018-05-03,22.059998999999998
2018-05-04,22.35
2018-05-07,22.959999
2018-05-08,23.35
2018-05-09,23.129998999999998
2018-05-10,23.040001
2018-05-11,23.059998999999998
2018-05-14,22.99
2018-05-15,23.07
2018-05-16,23.57
2018-05-17,23.77
2018-05-18,23.77
2018-05-21,23.889999
2018-05-22,23.870001000000002
2018-05-23,23.870001000000002
2018-05-24,23.99
2018-05-25,24.25
2018-05-29,24.0
2018-05-30,24.200001
2018-05-31,23.91
2018-06-01,24.57
2018-06-04,24.549999
2018-06-05,24.559998999999998
2018-06-06,25.299999
2018-06-07,24.309998999999998
2018-06-08,24.559998999999998
2018-06-11,24.549999
2018-06-12,24.66
2018-06-13,24.719998999999998
2018-06-14,24.84
2018-06-15,25.0
2018-06-18,25.41
2018-06-19,25.290001
2018-06-20,25.43
2018-06-21,25.27
2018-06-22,24.57
2018-06-25,24.33
2018-06-26,24.52
2018-06-27,24.09
2018-06-28,24.309998999999998
2018-06-29,24.459999
2018-07-02,24.65
2018-07-03,24.290001
2018-07-05,24.540001
2018-07-06,24.530001000000002
2018-07-09,24.43
2018-07-10,24.0
2018-07-11,24.040001
2018-07-12,23.77
2018-07-13,23.870001000000002
2018-07-16,23.889999
2018-07-17,23.809998999999998
2018-07-18,23.92
2018-07-19,23.99
2018-07-20,24.200001
2018-07-23,24.17
2018-07-24,23.83
2018-07-25,24.120001000000002
2018-07-26,24.51
2018-07-27,24.370001000000002
2018-07-30,24.67
2018-07-31,24.17
2018-08-01,24.110001
2018-08-02,25.4
2018-08-03,26.280001000000002
2018-08-06,26.25
2018-08-07,26.18
2018-08-08,26.17
2018-08-09,26.58
2018-08-10,27.15
2018-08-13,27.040001
2018-08-14,27.65
2018-08-15,27.34
2018-08-16,27.120001000000002
2018-08-17,27.0
2018-08-20,27.110001
2018-08-21,27.51
2018-08-22,27.309998999999998
2018-08-23,27.51
2018-08-24,27.68
2018-08-27,27.219998999999998
2018-08-28,27.209999
2018-08-29,27.209999
2018-08-30,26.65
2018-08-31,27.049999
2018-09-04,26.809998999999998
2018-09-05,26.82
2018-09-06,26.950001
2018-09-07,26.780001000000002
2018-09-10,26.99
2018-09-11,26.91
2018-09-12,26.92
2018-09-13,26.57
2018-09-14,26.559998999999998
2018-09-17,26.51
2018-09-18,26.469998999999998
2018-09-19,26.389999
2018-09-20,26.860001
2018-09-21,26.91
2018-09-24,27.530001000000002
2018-09-25,27.549999
2018-09-26,27.35
2018-09-27,27.309998999999998
2018-09-28,27.43
2018-10-01,27.040001
2018-10-02,26.219998999999998
2018-10-03,26.43
2018-10-04,25.83
2018-10-05,25.91
2018-10-08,25.540001
2018-10-09,25.27
2018-10-10,24.709999
2018-10-11,24.48
2018-10-12,24.58
2018-10-15,24.41
2018-10-16,24.82
2018-10-17,24.129998999999998
2018-10-18,24.23
2018-10-19,24.040001
2018-10-22,24.35
2018-10-23,23.92
2018-10-24,23.49
2018-10-25,23.74
2018-10-26,23.549999
2018-10-29,23.42
2018-10-30,24.4
2018-10-31,24.43
2018-11-01,25.26
2018-11-02,24.879998999999998
2018-11-05,24.870001000000002
2018-11-06,25.790001
2018-11-07,25.9
2018-11-08,26.26
2018-11-09,25.23
2018-11-12,24.950001
2018-11-13,24.969998999999998
2018-11-14,24.43
2018-11-15,24.41
2018-11-16,24.15
2018-11-19,23.629998999999998
2018-11-20,23.34
2018-11-21,23.75
2018-11-23,23.870001000000002
2018-11-26,24.110001
2018-11-27,23.450001
2018-11-28,23.52
2018-11-29,23.09
2018-11-30,22.85
2018-12-03,23.83
2018-12-04,23.35
2018-12-06,23.450001
2018-12-07,23.5
2018-12-10,23.08
2018-12-11,23.059998999999998
2018-12-12,23.17
2018-12-13,22.0
2018-12-14,22.190001000000002
2018-12-17,21.57
2018-12-18,21.49
2018-12-19,21.43
2018-12-20,21.540001
2018-12-21,21.389999
2018-12-24,20.26
2018-12-26,21.129998999999998
2018-12-27,21.15
2018-12-28,21.040001
2018-12-31,21.07
2019-01-02,21.610001
2019-01-03,20.889999
2019-01-04,21.83
2019-01-07,21.32
2019-01-08,21.99
2019-01-09,22.129998999999998
2019-01-10,22.07
2019-01-11,22.309998999999998
2019-01-14,22.5
2019-01-15,22.77
2019-01-16,23.08
2019-01-17,23.450001
2019-01-18,23.379998999999998
2019-01-22,23.110001
2019-01-23,23.17
2019-01-24,23.23
2019-01-25,23.27
2019-01-28,23.02
2019-01-29,22.870001000000002
2019-01-30,22.99
2019-01-31,22.99
2019-02-01,23.16
2019-02-04,23.43
2019-02-05,23.67
2019-02-06,23.469998999999998
2019-02-07,23.209999
2019-02-08,23.139999
2019-02-11,23.25
2019-02-12,23.530001000000002
2019-02-13,23.58
2019-02-14,23.469998999999998
2019-02-15,23.639999
2019-02-19,23.549999
2019-02-20,23.84
2019-02-21,23.809998999999998
2019-02-22,24.360001
2019-02-25,24.73
2019-02-26,24.66
2019-02-27,24.9
2019-02-28,24.91
2019-03-01,25.299999
2019-03-04,24.92
2019-03-05,24.290001
2019-03-06,23.92
2019-03-07,23.879998999999998
2019-03-08,23.940001000000002
2019-03-11,24.209999
2019-03-12,24.360001
2019-03-13,24.59
2019-03-14,24.030001000000002
2019-03-15,23.75
2019-03-18,23.959999
2019-03-19,24.120001000000002
2019-03-20,23.709999
2019-03-21,23.450001
2019-03-22,22.57
2019-03-25,22.9
2019-03-26,23.040001
2019-03-27,23.139999
2019-03-28,23.41
2019-03-29,23.139999
2019-04-01,22.74
2019-04-02,22.540001
2019-04-03,22.6
2019-04-04,22.700001
2019-04-05,23.17
2019-04-08,23.51
2019-04-09,22.98
2019-04-10,23.43
2019-04-11,23.440001000000002
2019-04-12,23.59
2019-04-15,23.98
2019-04-16,24.43
2019-04-17,25.34
2019-04-18,25.200001
2019-04-22,25.139999
2019-04-23,25.030001000000002
2019-04-24,25.23
2019-04-25,24.84
2019-04-26,25.360001
2019-04-29,25.35
2019-04-30,25.209999
2019-05-01,25.1
2019-05-02,25.43
2019-05-03,26.030001000000002
2019-05-06,26.01
2019-05-07,25.68
2019-05-08,24.049999
2019-05-09,24.73
2019-05-10,24.99
2019-05-13,24.18
2019-05-14,24.440001000000002
2019-05-15,24.49
2019-05-16,24.48
2019-05-17,24.299999
2019-05-20,24.299999
2019-05-21,24.790001
2019-05-22,24.790001
2019-05-23,24.34
2019-05-24,24.360001
2019-05-28,24.530001000000002
2019-05-29,24.08
2019-05-30,24.08
2019-05-31,23.49
2019-06-03,23.809998999999998
2019-06-04,24.34
2019-06-05,24.879998999999998
2019-06-06,24.549999
2019-06-07,24.870001000000002
2019-06-10,25.120001000000002
2019-06-11,25.07
2019-06-12,25.25
2019-06-13,26.209999
2019-06-14,26.059998999999998
2019-06-17,26.459999
2019-06-18,26.4
2019-06-19,26.73
2019-06-20,26.860001
2019-06-21,27.030001000000002
2019-06-24,26.41
2019-06-25,26.07
2019-06-26,26.040001
2019-06-27,26.18
2019-06-28,26.26
2019-07-01,26.51
2019-07-02,26.24
2019-07-03,26.440001000000002
2019-07-05,26.360001
2019-07-08,26.389999
2019-07-09,26.49
2019-07-10,26.4
2019-07-11,26.6
2019-07-12,26.74
2019-07-15,26.610001
2019-07-16,26.84
2019-07-17,26.690001000000002
2019-07-18,26.559998999999998
2019-07-19,26.219998999999998
2019-07-22,25.9
2019-07-23,26.379998999999998
2019-07-24,26.370001000000002
2019-07-25,25.92
2019-07-26,26.18
2019-07-29,25.99
2019-07-30,25.98
2019-07-31,25.559998999999998
2019-08-01,25.219998999999998
2019-08-02,25.16
2019-08-05,24.719998999999998
2019-08-06,24.940001000000002
2019-08-07,23.959999
2019-08-08,24.93
2019-08-09,24.99
2019-08-12,25.07
2019-08-13,25.99
2019-08-14,25.459999
2019-08-15,25.15
2019-08-16,25.34
2019-08-19,25.610001
2019-08-20,25.559998999999998
2019-08-21,25.9
2019-08-22,26.059998999999998
2019-08-23,24.99
2019-08-26,24.84
2019-08-27,24.389999
2019-08-28,25.07
2019-08-29,25.969998999999998
2019-08-30,25.969998999999998
2019-09-03,25.41
2019-09-04,25.74
2019-09-05,25.860001
2019-09-06,26.15
2019-09-09,26.780001000000002
2019-09-10,27.200001
2019-09-11,27.969998999999998
2019-09-12,28.450001
2019-09-13,28.190001000000002
2019-09-16,27.92
2019-09-17,28.0
2019-09-18,27.719998999999998
2019-09-19,27.51
2019-09-20,27.360001
2019-09-23,27.030001000000002
2019-09-24,26.889999
2019-09-25,26.92
2019-09-26,26.57
2019-09-27,26.33
2019-09-30,26.4
2019-10-01,26.25
2019-10-02,26.01
2019-10-03,26.0
2019-10-04,26.1
2019-10-07,26.139999
2019-10-08,25.98
2019-10-09,26.299999
2019-10-10,26.469998999999998
2019-10-11,26.700001
2019-10-14,26.709999
2019-10-15,26.700001
2019-10-16,26.75
2019-10-17,27.040001
2019-10-18,27.07
2019-10-21,27.870001000000002
2019-10-22,28.57
2019-10-23,28.969998999999998
2019-10-24,28.629998999999998
2019-10-25,28.67
2019-10-28,29.200001
2019-10-29,28.549999
2019-10-30,28.52
2019-10-31,28.450001
2019-11-01,29.469998999999998
2019-11-04,29.370001000000002
2019-11-05,29.379998999999998
2019-11-06,30.26
2019-11-07,30.76
2019-11-08,30.6
2019-11-11,30.65
2019-11-12,30.530001000000002
2019-11-13,30.469998999999998
2019-11-14,30.5
2019-11-15,30.77
2019-11-18,30.68
2019-11-19,30.459999
2019-11-20,30.040001
2019-11-21,30.34
2019-11-22,30.209999
2019-11-25,30.58
2019-11-26,30.67
2019-11-27,30.549999
2019-11-29,30.07
2019-12-02,30.07
2019-12-03,29.51
2019-12-04,30.51
2019-12-05,31.059998999999998
2019-12-06,30.98
2019-12-09,30.969998999999998
2019-12-10,31.35
2019-12-11,31.799999
2019-12-12,32.209998999999996
2019-12-13,31.780001000000002
2019-12-16,32.360001000000004
2019-12-17,32.5
2019-12-18,32.209998999999996
2019-12-19,32.23
2019-12-20,32.759997999999996
2019-12-23,32.650002
2019-12-24,32.84
2019-12-26,32.68
2019-12-27,32.580002
2019-12-30,32.360001000000004
2019-12-31,32.5
2020-01-02,32.299999
2020-01-03,32.650002
2020-01-06,32.98
2020-01-07,32.029999
2020-01-08,31.98
2020-01-09,32.0
2020-01-10,31.639999
2020-01-13,32.389998999999996
2020-01-14,32.560001
2020-01-15,32.860001000000004
2020-01-16,32.849998
2020-01-17,32.34
2020-01-21,32.200001
2020-01-22,31.82
2020-01-23,32.09
2020-01-24,31.620001000000002
2020-01-27,31.68
2020-01-28,31.639999
2020-01-29,31.629998999999998
2020-01-30,31.92
2020-01-31,30.969998999999998
2020-02-03,31.02
2020-02-04,31.23
2020-02-05,31.57
2020-02-06,31.34
2020-02-07,30.790001
2020-02-10,30.700001
2020-02-11,30.24
2020-02-12,31.02
2020-02-13,30.860001
2020-02-14,30.67
2020-02-18,30.1
2020-02-19,29.98
2020-02-20,30.309998999999998
2020-02-21,29.83
2020-02-24,28.33
2020-02-25,27.32
2020-02-26,26.9
2020-02-27,25.57
2020-02-28,25.450001
2020-03-02,26.559998999999998
2020-03-03,26.530001000000002
2020-03-04,26.98
2020-03-05,26.129998999999998
2020-03-06,25.92
2020-03-09,24.26
2020-03-10,25.129998999999998
2020-03-11,24.58
2020-03-12,23.32
2020-03-13,26.16
2020-03-16,23.209999
2020-03-17,24.83
2020-03-18,23.700001
2020-03-19,22.950001
2020-03-20,21.91
2020-03-23,21.15
2020-03-24,23.58
2020-03-25,24.01
2020-03-26,26.059998999999998
2020-03-27,25.52
2020-03-30,25.639999
2020-03-31,25.719998999999998
2020-04-01,24.549999
2020-04-02,25.040001
2020-04-03,23.969998999999998
2020-04-06,25.540001
2020-04-07,25.91
2020-04-08,24.6
2020-04-09,24.66
2020-04-13,24.18
2020-04-14,23.48
2020-04-15,23.360001
2020-04-16,23.57
2020-04-17,24.24
2020-04-20,24.379998999999998
2020-04-21,23.610001
2020-04-22,23.83
2020-04-23,23.82
2020-04-24,24.09
2020-04-27,25.709999
2020-04-28,27.200001
2020-04-29,27.85
2020-04-30,27.4
2020-05-01,26.52
2020-05-04,26.870001000000002
2020-05-05,26.83
2020-05-06,27.23
2020-05-07,27.42
2020-05-08,28.120001000000002
