Date,LMT
1977-01-03,0.9585889999999999
1977-01-04,0.9585889999999999
1977-01-05,0.984151
1977-01-06,1.035276
1977-01-07,1.048057
1977-01-10,1.048057
1977-01-11,1.0224950000000002
1977-01-12,0.996933
1977-01-13,0.984151
1977-01-14,0.984151
1977-01-17,1.009714
1977-01-18,1.035276
1977-01-19,1.0224950000000002
1977-01-20,1.009714
1977-01-21,0.996933
1977-01-24,1.086401
1977-01-25,1.086401
1977-01-26,1.07362
1977-01-27,1.07362
1977-01-28,1.07362
1977-01-31,1.048057
1977-02-01,1.048057
1977-02-02,1.009714
1977-02-03,1.0224950000000002
1977-02-04,1.0224950000000002
1977-02-07,1.035276
1977-02-08,1.0224950000000002
1977-02-09,1.0224950000000002
1977-02-10,1.009714
1977-02-11,0.9713700000000001
1977-02-14,0.945808
1977-02-15,0.984151
1977-02-16,0.984151
1977-02-17,1.0224950000000002
1977-02-18,1.035276
1977-02-22,1.048057
1977-02-23,1.035276
1977-02-24,1.0224950000000002
1977-02-25,1.009714
1977-02-28,1.0224950000000002
1977-03-01,1.048057
1977-03-02,1.0224950000000002
1977-03-03,1.009714
1977-03-04,1.0224950000000002
1977-03-07,0.984151
1977-03-08,0.984151
1977-03-09,0.984151
1977-03-10,1.009714
1977-03-11,1.009714
1977-03-14,1.048057
1977-03-15,1.035276
1977-03-16,1.035276
1977-03-17,1.0224950000000002
1977-03-18,1.0224950000000002
1977-03-21,1.009714
1977-03-22,0.984151
1977-03-23,0.9713700000000001
1977-03-24,0.945808
1977-03-25,0.945808
1977-03-28,0.945808
1977-03-29,0.9585889999999999
1977-03-30,0.9713700000000001
1977-03-31,0.945808
1977-04-01,0.984151
1977-04-04,0.996933
1977-04-05,0.996933
1977-04-06,1.009714
1977-04-07,1.009714
1977-04-11,0.9585889999999999
1977-04-12,0.9585889999999999
1977-04-13,0.9713700000000001
1977-04-14,0.9713700000000001
1977-04-15,1.009714
1977-04-18,0.984151
1977-04-19,0.9713700000000001
1977-04-20,0.9585889999999999
1977-04-21,0.9713700000000001
1977-04-22,0.945808
1977-04-25,0.9202450000000001
1977-04-26,0.933027
1977-04-27,0.933027
1977-04-28,0.9202450000000001
1977-04-29,0.933027
1977-05-02,0.945808
1977-05-03,0.9202450000000001
1977-05-04,0.984151
1977-05-05,1.048057
1977-05-06,1.124744
1977-05-09,1.175869
1977-05-10,1.175869
1977-05-11,1.2269940000000001
1977-05-12,1.2653370000000002
1977-05-13,1.239775
1977-05-16,1.2269940000000001
1977-05-17,1.18865
1977-05-18,1.18865
1977-05-19,1.214213
1977-05-20,1.201432
1977-05-23,1.175869
1977-05-24,1.163088
1977-05-25,1.150307
1977-05-26,1.137526
1977-05-27,1.124744
1977-05-31,1.163088
1977-06-01,1.175869
1977-06-02,1.163088
1977-06-03,1.214213
1977-06-06,1.214213
1977-06-07,1.405931
1977-06-08,1.367587
1977-06-09,1.342025
1977-06-10,1.393149
1977-06-13,1.367587
1977-06-14,1.354806
1977-06-15,1.444274
1977-06-16,1.4698360000000001
1977-06-17,1.559305
1977-06-20,1.584867
1977-06-21,1.572086
1977-06-22,1.6359920000000001
1977-06-23,1.623211
1977-06-24,1.623211
1977-06-27,1.610429
1977-06-28,1.533742
1977-06-29,1.559305
1977-06-30,1.584867
1977-07-01,1.546524
1977-07-05,1.533742
1977-07-06,1.482618
1977-07-07,1.5081799999999999
1977-07-08,1.520961
1977-07-11,1.533742
1977-07-12,1.6615540000000002
1977-07-13,1.751022
1977-07-15,1.891616
1977-07-18,1.9043970000000001
1977-07-19,1.789366
1977-07-20,1.7765849999999999
1977-07-21,1.7254599999999998
1977-07-22,1.8149279999999999
1977-07-25,1.712679
1977-07-26,1.7638040000000001
1977-07-27,1.7254599999999998
1977-07-28,1.738241
1977-07-29,1.738241
1977-08-01,1.738241
1977-08-02,1.751022
1977-08-03,1.738241
1977-08-04,1.8404909999999999
1977-08-05,1.8404909999999999
1977-08-08,1.82771
1977-08-09,1.8021470000000002
1977-08-10,1.82771
1977-08-11,1.8149279999999999
1977-08-12,1.8021470000000002
1977-08-15,1.789366
1977-08-16,1.699898
1977-08-17,1.7254599999999998
1977-08-18,1.738241
1977-08-19,1.738241
1977-08-22,1.738241
