Date,CME
2007-08-22,109.32
2007-08-23,111.010002
2007-08-24,112.071999
2007-08-27,111.720001
2007-08-28,110.839996
2007-08-29,112.019997
2007-08-30,110.449997
2007-08-31,110.959999
2007-09-04,112.959999
2007-09-05,112.900002
2007-09-06,111.405998
2007-09-07,108.93
2007-09-10,107.93
2007-09-11,109.629997
2007-09-12,108.641998
2007-09-13,110.150002
2007-09-14,109.720001
2007-09-17,108.019997
2007-09-18,110.503998
2007-09-19,110.38200400000001
2007-09-20,108.449997
2007-09-21,108.849998
2007-09-24,108.019997
2007-09-25,110.48200200000001
2007-09-26,116.220001
2007-09-27,117.699997
2007-09-28,117.470001
2007-10-01,121.660004
2007-10-02,120.589996
2007-10-03,122.112
2007-10-04,120.970001
2007-10-05,125.83000200000001
2007-10-08,125.0
2007-10-09,126.160004
2007-10-10,125.199997
2007-10-11,124.5
2007-10-12,125.900002
2007-10-15,124.538002
2007-10-16,124.052002
2007-10-17,124.269997
2007-10-18,124.587997
2007-10-19,122.730003
2007-10-22,123.739998
2007-10-23,126.91999799999999
2007-10-24,130.0
2007-10-25,134.429993
2007-10-26,132.600006
2007-10-29,132.399994
2007-10-30,131.222
2007-10-31,133.25
2007-11-01,129.794006
2007-11-02,129.949997
2007-11-05,130.550003
2007-11-06,133.820007
2007-11-07,132.0
2007-11-08,132.46000700000002
2007-11-09,129.33999599999999
2007-11-12,126.559998
2007-11-13,129.5
2007-11-14,130.287994
2007-11-15,129.602005
2007-11-16,130.550003
2007-11-19,130.199997
2007-11-20,129.779999
2007-11-21,126.559998
2007-11-23,127.75
2007-11-26,124.933998
2007-11-27,124.599998
2007-11-28,130.679993
2007-11-29,131.800003
2007-11-30,131.720001
2007-12-03,132.16000400000001
2007-12-04,134.050003
2007-12-05,139.449997
2007-12-06,139.96000700000002
2007-12-07,141.399994
2007-12-10,140.5
2007-12-11,136.229996
2007-12-12,137.634003
2007-12-13,140.199997
2007-12-14,139.809998
2007-12-17,138.300003
2007-12-18,138.399994
2007-12-19,138.699997
2007-12-20,140.199997
2007-12-21,142.149994
2007-12-24,138.800003
2007-12-26,138.0
2007-12-27,135.600006
2007-12-28,136.5
2007-12-31,137.199997
2008-01-02,134.798004
2008-01-03,130.070007
2008-01-04,124.300003
2008-01-07,122.814003
2008-01-08,119.599998
2008-01-09,120.068001
2008-01-10,122.339996
2008-01-11,123.533997
2008-01-14,124.67199699999999
2008-01-15,119.349998
2008-01-16,115.351997
2008-01-17,108.945999
2008-01-18,111.68
2008-01-22,116.199997
2008-01-23,121.998001
2008-01-24,127.028
2008-01-25,125.800003
2008-01-28,125.0
2008-01-29,123.400002
2008-01-30,119.650002
2008-01-31,123.480003
2008-02-01,122.012001
2008-02-04,123.800003
2008-02-05,117.760002
2008-02-06,97.050003
2008-02-07,105.601997
2008-02-08,103.400002
2008-02-11,104.300003
2008-02-12,106.050003
2008-02-13,107.001999
2008-02-14,106.190002
2008-02-15,105.393997
2008-02-19,104.0
2008-02-20,104.300003
2008-02-21,103.288002
2008-02-22,105.019997
2008-02-25,106.199997
2008-02-26,105.856003
2008-02-27,105.344002
2008-02-28,103.459999
2008-02-29,102.660004
2008-03-03,103.405998
2008-03-04,100.599998
2008-03-05,103.688004
2008-03-06,101.089996
2008-03-07,98.281998
2008-03-10,92.25
2008-03-11,100.900002
2008-03-12,99.68
2008-03-13,101.370003
2008-03-14,97.209999
2008-03-17,89.839996
2008-03-18,94.599998
2008-03-19,89.980003
2008-03-20,94.400002
2008-03-24,97.599998
2008-03-25,100.641998
2008-03-26,97.78600300000001
2008-03-27,97.88200400000001
2008-03-28,95.860001
2008-03-31,93.82
2008-04-01,99.998001
2008-04-02,101.620003
2008-04-03,102.779999
2008-04-04,102.120003
2008-04-07,101.800003
2008-04-08,102.139999
2008-04-09,99.821999
2008-04-10,99.92199699999999
2008-04-11,97.779999
2008-04-14,95.400002
2008-04-15,96.898003
2008-04-16,99.379997
2008-04-17,99.683998
2008-04-18,100.746002
2008-04-21,104.699997
2008-04-22,96.699997
2008-04-23,97.519997
2008-04-24,97.0
2008-04-25,96.18
2008-04-28,94.683998
2008-04-29,95.0
2008-04-30,91.489998
2008-05-01,95.959999
2008-05-02,97.477997
2008-05-05,97.870003
2008-05-06,96.998001
2008-05-07,93.744003
2008-05-08,93.064003
2008-05-09,92.33000200000001
2008-05-12,93.019997
2008-05-13,91.529999
2008-05-14,95.0
2008-05-15,94.849998
2008-05-16,95.599998
2008-05-19,96.809998
2008-05-20,96.900002
2008-05-21,92.800003
2008-05-22,92.839996
2008-05-23,91.339996
2008-05-27,90.83000200000001
2008-05-28,87.440002
2008-05-29,87.459999
2008-05-30,86.059998
2008-06-02,82.41999799999999
2008-06-03,80.059998
2008-06-04,75.599998
2008-06-05,80.508003
2008-06-06,77.519997
2008-06-09,77.874001
2008-06-10,78.050003
2008-06-11,77.199997
2008-06-12,79.32
2008-06-13,82.980003
2008-06-16,83.88200400000001
2008-06-17,88.363998
2008-06-18,88.33000200000001
2008-06-19,88.209999
2008-06-20,85.851997
2008-06-23,87.389999
2008-06-24,86.75
2008-06-25,85.512001
2008-06-26,81.389999
2008-06-27,77.900002
2008-06-30,76.638
2008-07-01,71.877998
2008-07-02,70.216003
2008-07-03,69.166
2008-07-07,66.858002
2008-07-08,68.5
2008-07-09,64.153999
2008-07-10,61.939999
2008-07-11,61.299999
2008-07-14,59.167999
2008-07-15,61.709998999999996
2008-07-16,66.204002
2008-07-17,66.959999
2008-07-18,66.533997
2008-07-21,65.106003
2008-07-22,73.253998
2008-07-23,78.124001
2008-07-24,73.543999
2008-07-25,73.765999
2008-07-28,70.209999
2008-07-29,74.835999
2008-07-30,74.657997
2008-07-31,72.02600100000001
2008-08-01,66.587997
2008-08-04,64.449997
2008-08-05,67.699997
2008-08-06,68.545998
2008-08-07,65.697998
2008-08-08,68.42600300000001
2008-08-11,70.038002
2008-08-12,67.531998
2008-08-13,67.695999
2008-08-14,68.783997
2008-08-15,71.533997
2008-08-18,67.32800300000001
2008-08-19,67.309998
2008-08-20,68.398003
2008-08-21,68.42199699999999
2008-08-22,71.435997
2008-08-25,68.125999
2008-08-26,64.487999
2008-08-27,66.099998
2008-08-28,68.898003
2008-08-29,67.07599599999999
2008-09-02,67.61799599999999
2008-09-03,69.568001
2008-09-04,65.529999
2008-09-05,65.78600300000001
2008-09-08,70.167999
2008-09-09,65.236
2008-09-10,66.442001
2008-09-11,68.403999
2008-09-12,70.054001
2008-09-15,67.363998
2008-09-16,68.851997
2008-09-17,64.335999
2008-09-18,72.0
2008-09-19,81.0
2008-09-22,79.199997
2008-09-23,74.129997
2008-09-24,73.353996
2008-09-25,75.772003
2008-09-26,79.800003
2008-09-29,64.0
2008-09-30,74.302002
2008-10-01,79.550003
2008-10-02,74.734001
2008-10-03,72.459999
2008-10-06,80.769997
2008-10-07,79.199997
2008-10-08,81.127998
2008-10-09,71.08000200000001
2008-10-10,78.624001
2008-10-13,82.288002
2008-10-14,79.68
2008-10-15,71.970001
2008-10-16,74.667999
2008-10-17,73.040001
2008-10-20,72.064003
2008-10-21,65.737999
2008-10-22,60.834
2008-10-23,55.532001
2008-10-24,50.240002000000004
2008-10-27,46.638
2008-10-28,52.728001
2008-10-29,53.0
2008-10-30,55.133998999999996
2008-10-31,56.43
2008-11-03,60.236
2008-11-04,63.874001
2008-11-05,56.41
2008-11-06,51.928001
2008-11-07,53.810001
2008-11-10,48.585999
2008-11-11,47.282001
2008-11-12,44.928001
2008-11-13,45.040001000000004
2008-11-14,41.806
2008-11-17,37.981998
2008-11-18,37.382
2008-11-19,34.175999
2008-11-20,31.309998999999998
2008-11-21,35.155998
2008-11-24,40.141998
2008-11-25,39.987999
2008-11-26,42.352001
2008-11-28,42.389998999999996
2008-12-01,34.528
2008-12-02,34.52
2008-12-03,36.458
2008-12-04,35.492001
2008-12-05,38.914001
2008-12-08,44.658001
2008-12-09,43.580002
2008-12-10,44.273998
2008-12-11,42.740002000000004
2008-12-12,42.056
2008-12-15,40.675999
2008-12-16,44.509997999999996
2008-12-17,44.596001
2008-12-18,44.529999
2008-12-19,42.647999
2008-12-22,38.759997999999996
2008-12-23,37.076
2008-12-24,37.486
2008-12-26,36.417999
2008-12-29,36.745998
2008-12-30,40.034
2008-12-31,41.622002
2009-01-02,42.515999
2009-01-05,42.068001
2009-01-06,40.599998
2009-01-07,39.737999
2009-01-08,38.444
2009-01-09,37.646
2009-01-12,37.835999
2009-01-13,37.004002
2009-01-14,35.16
2009-01-15,33.549999
2009-01-16,34.900002
2009-01-20,31.813999
2009-01-21,36.116001000000004
2009-01-22,33.674
2009-01-23,33.748001
2009-01-26,33.316002000000005
2009-01-27,33.728001
2009-01-28,37.023998
2009-01-29,34.73
2009-01-30,34.782001
2009-02-02,33.652
2009-02-03,34.304001
2009-02-04,34.514
2009-02-05,35.610001000000004
2009-02-06,37.799999
2009-02-09,37.596001
2009-02-10,35.818001
2009-02-11,37.056
2009-02-12,38.612
2009-02-13,38.125999
2009-02-17,35.695999
2009-02-18,35.521999
2009-02-19,35.75
2009-02-20,36.366001000000004
2009-02-23,34.59
2009-02-24,36.849998
2009-02-25,36.397999
2009-02-26,36.807999
2009-02-27,36.48
2009-03-02,34.658001
2009-03-03,35.574001
2009-03-04,37.638
2009-03-05,36.486
2009-03-06,36.490002000000004
2009-03-09,36.771999
2009-03-10,38.849998
2009-03-11,38.639998999999996
2009-03-12,40.189999
2009-03-13,39.630001
2009-03-16,38.953998999999996
2009-03-17,44.782001
2009-03-18,47.602001
2009-03-19,45.585999
2009-03-20,45.723999
2009-03-23,52.886002000000005
2009-03-24,47.459998999999996
2009-03-25,49.854
2009-03-26,51.352001
2009-03-27,48.897999
2009-03-30,46.883998999999996
2009-03-31,49.278
2009-04-01,47.48
2009-04-02,49.071999
2009-04-03,51.178001
2009-04-06,49.105999
2009-04-07,48.07
2009-04-08,48.709998999999996
2009-04-09,51.580002
2009-04-13,53.146
2009-04-14,49.5
2009-04-15,50.627998
2009-04-16,48.924
2009-04-17,47.481998
2009-04-20,44.514
2009-04-21,45.793999
2009-04-22,43.712002000000005
2009-04-23,48.293999
2009-04-24,47.959998999999996
2009-04-27,46.155998
2009-04-28,45.358002
2009-04-29,45.5
2009-04-30,44.27
2009-05-01,44.518002
2009-05-04,46.868
2009-05-05,49.452
2009-05-06,50.784
2009-05-07,46.993999
2009-05-08,49.669998
2009-05-11,48.306
2009-05-12,51.695999
2009-05-13,54.82
2009-05-14,56.874001
2009-05-15,55.459998999999996
2009-05-18,57.588001
2009-05-19,56.186001
2009-05-20,54.75
2009-05-21,56.018002
2009-05-22,58.652
2009-05-26,60.905998
2009-05-27,59.652
2009-05-28,63.866001000000004
2009-05-29,64.32800300000001
2009-06-01,65.935997
2009-06-02,67.068001
2009-06-03,65.606003
2009-06-04,67.342003
2009-06-05,66.984001
2009-06-08,66.274002
2009-06-09,66.598
2009-06-10,65.547997
2009-06-11,68.417999
2009-06-12,68.185997
2009-06-15,66.316002
2009-06-16,65.977997
2009-06-17,65.300003
2009-06-18,65.811996
2009-06-19,65.512001
2009-06-22,60.695999
2009-06-23,60.709998999999996
2009-06-24,62.787997999999995
2009-06-25,63.112
2009-06-26,63.490002000000004
2009-06-29,63.644001
2009-06-30,62.223999
2009-07-01,61.653999
2009-07-02,60.290001000000004
2009-07-06,59.450001
2009-07-07,56.411999
2009-07-08,52.779999
2009-07-09,53.470001
2009-07-10,52.636002000000005
2009-07-13,54.492001
2009-07-14,53.748001
2009-07-15,55.580002
2009-07-16,54.495998
2009-07-17,54.91
2009-07-20,55.846001
2009-07-21,54.827999
2009-07-22,54.540001000000004
2009-07-23,55.200001
2009-07-24,54.167999
2009-07-27,54.023998
2009-07-28,53.312
2009-07-29,53.848
2009-07-30,55.358002
2009-07-31,55.765999
2009-08-03,56.549999
2009-08-04,55.787997999999995
2009-08-05,55.807999
2009-08-06,54.625999
2009-08-07,57.194
2009-08-10,56.585999
2009-08-11,55.200001
2009-08-12,56.403999
2009-08-13,57.02
2009-08-14,56.203998999999996
2009-08-17,53.925999
2009-08-18,53.793999
2009-08-19,53.703998999999996
2009-08-20,54.377998
2009-08-21,55.223999
2009-08-24,53.610001000000004
2009-08-25,53.709998999999996
2009-08-26,55.251999
2009-08-27,55.580002
2009-08-28,57.118
2009-08-31,58.208
2009-09-01,55.834
2009-09-02,55.554001
2009-09-03,54.293999
2009-09-04,54.099998
2009-09-08,54.526001
2009-09-09,54.813999
2009-09-10,55.130001
2009-09-11,54.958
2009-09-14,55.591999
2009-09-15,56.868
2009-09-16,58.313999
2009-09-17,58.66
2009-09-18,60.799999
2009-09-21,60.919998
2009-09-22,62.254002
2009-09-23,61.220001
2009-09-24,59.678001
2009-09-25,58.694
2009-09-28,61.816002000000005
2009-09-29,61.136002000000005
2009-09-30,61.638
2009-10-01,58.504002
2009-10-02,58.557999
2009-10-05,58.591999
2009-10-06,57.518002
2009-10-07,57.933997999999995
2009-10-08,57.462002000000005
2009-10-09,58.948002
2009-10-12,59.557999
2009-10-13,60.844002
2009-10-14,61.458
2009-10-15,61.779999
2009-10-16,62.571999
2009-10-19,63.722
2009-10-20,63.608002
2009-10-21,63.487999
2009-10-22,63.504002
2009-10-23,63.992001
2009-10-26,64.202003
2009-10-27,63.299999
2009-10-28,61.604
2009-10-29,62.754002
2009-10-30,60.521999
2009-11-02,61.119999
2009-11-03,60.312
2009-11-04,59.335999
2009-11-05,61.242001
2009-11-06,61.324001
2009-11-09,62.748001
2009-11-10,61.557999
2009-11-11,62.653999
2009-11-12,63.028
2009-11-13,62.751999
2009-11-16,63.695999
2009-11-17,64.407997
2009-11-18,64.821999
2009-11-19,64.393997
2009-11-20,64.598
2009-11-23,64.737999
2009-11-24,64.445999
2009-11-25,65.737999
2009-11-27,64.529999
2009-11-30,65.646004
2009-12-01,66.16999799999999
2009-12-02,65.67199699999999
2009-12-03,66.001999
2009-12-04,66.125999
2009-12-07,64.736
2009-12-08,63.894001
2009-12-09,65.152
2009-12-10,65.58000200000001
2009-12-11,66.82599599999999
2009-12-14,66.606003
2009-12-15,66.25
2009-12-16,66.108002
2009-12-17,64.907997
2009-12-18,64.896004
2009-12-21,64.86799599999999
2009-12-22,65.472
2009-12-23,65.599998
2009-12-24,66.234001
2009-12-28,67.914001
2009-12-29,67.678001
2009-12-30,67.666
2009-12-31,67.192001
2010-01-04,68.48200200000001
2010-01-05,68.42600300000001
2010-01-06,67.961998
2010-01-07,68.045998
2010-01-08,69.863998
2010-01-11,69.849998
2010-01-12,68.433998
2010-01-13,68.646004
2010-01-14,68.349998
2010-01-15,67.447998
2010-01-19,67.638
2010-01-20,65.998001
2010-01-21,62.203998999999996
2010-01-22,62.425999
2010-01-25,61.397999
2010-01-26,57.240002000000004
2010-01-27,58.866001000000004
2010-01-28,58.102001
2010-01-29,57.363997999999995
2010-02-01,58.243999
2010-02-02,58.641998
2010-02-03,58.422001
2010-02-04,53.858002
2010-02-05,56.16
2010-02-08,56.056
2010-02-09,56.636002000000005
2010-02-10,55.27
2010-02-11,57.014
2010-02-12,58.214001
2010-02-16,59.43
2010-02-17,58.616001000000004
2010-02-18,58.338001
2010-02-19,58.360001000000004
2010-02-22,57.408001
2010-02-23,55.313999
2010-02-24,58.113997999999995
2010-02-25,59.088001
2010-02-26,60.338001
2010-03-01,60.206001
2010-03-02,61.891998
2010-03-03,61.172001
2010-03-04,61.504002
2010-03-05,62.026001
2010-03-08,62.625999
2010-03-09,61.627998
2010-03-10,61.580002
2010-03-11,62.655998
2010-03-12,62.883998999999996
2010-03-15,62.830002
2010-03-16,62.866001000000004
2010-03-17,63.200001
2010-03-18,62.178001
2010-03-19,62.327999
2010-03-22,62.321999
2010-03-23,62.118
2010-03-24,63.779999
2010-03-25,63.970001
2010-03-26,63.139998999999996
2010-03-29,63.127998
2010-03-30,63.23
2010-03-31,63.222
2010-04-01,63.942001
2010-04-05,63.424
2010-04-06,63.380001
2010-04-07,62.862
2010-04-08,62.354
2010-04-09,62.419998
2010-04-12,62.098
2010-04-13,62.040001000000004
2010-04-14,63.894001
2010-04-15,64.22399899999999
2010-04-16,62.438
2010-04-19,64.21399699999999
2010-04-20,64.071999
2010-04-21,64.5
2010-04-22,67.594002
2010-04-23,66.972
2010-04-26,68.349998
2010-04-27,66.652
2010-04-28,66.061996
2010-04-29,66.300003
2010-04-30,65.853996
2010-05-03,65.790001
2010-05-04,64.43
2010-05-05,64.933998
2010-05-06,64.278
2010-05-07,63.037997999999995
2010-05-10,66.599998
2010-05-11,65.839996
2010-05-12,65.849998
2010-05-13,64.769997
2010-05-14,63.082001
2010-05-17,63.209998999999996
2010-05-18,61.647999
2010-05-19,62.138
2010-05-20,60.599998
2010-05-21,63.702
2010-05-24,64.601997
2010-05-25,62.459998999999996
2010-05-26,61.931999
2010-05-27,63.787997999999995
2010-05-28,63.330002
2010-06-01,62.326
2010-06-02,64.584
2010-06-03,64.697998
2010-06-04,62.127998
2010-06-07,59.911999
2010-06-08,59.622002
2010-06-09,58.293999
2010-06-10,60.717999
2010-06-11,60.490002000000004
2010-06-14,61.442001
2010-06-15,61.950001
2010-06-16,62.130001
2010-06-17,61.903999
2010-06-18,61.428001
2010-06-21,61.459998999999996
2010-06-22,60.813999
2010-06-23,60.113997999999995
2010-06-24,58.037997999999995
2010-06-25,59.456001
2010-06-28,59.360001000000004
2010-06-29,57.582001
2010-06-30,56.310001
2010-07-01,55.700001
2010-07-02,54.972
2010-07-06,54.903999
2010-07-07,55.625999
2010-07-08,56.326
2010-07-09,55.438
2010-07-12,55.403999
2010-07-13,55.66
2010-07-14,55.098
2010-07-15,55.27
2010-07-16,53.245998
2010-07-19,53.493999
2010-07-20,55.048
2010-07-21,54.630001
2010-07-22,56.344002
2010-07-23,57.312
2010-07-26,56.734001
2010-07-27,56.771999
2010-07-28,56.702
2010-07-29,57.166
2010-07-30,55.759997999999996
2010-08-02,57.226002
2010-08-03,55.914001
2010-08-04,55.632
2010-08-05,54.970001
2010-08-06,54.292
2010-08-09,54.394001
2010-08-10,52.782001
2010-08-11,50.424
2010-08-12,49.877998
2010-08-13,48.964001
2010-08-16,49.298
2010-08-17,49.566002000000005
2010-08-18,49.164001
2010-08-19,48.152
2010-08-20,47.537997999999995
2010-08-23,47.57
2010-08-24,47.754002
2010-08-25,49.178001
2010-08-26,50.183997999999995
2010-08-27,51.348
2010-08-30,49.799999
2010-08-31,49.632
2010-09-01,51.256001
2010-09-02,52.490002000000004
2010-09-03,53.021999
2010-09-07,51.688
2010-09-08,52.139998999999996
2010-09-09,52.470001
2010-09-10,52.98
2010-09-13,54.206001
2010-09-14,53.863997999999995
2010-09-15,54.298
2010-09-16,53.612
2010-09-17,52.773998
2010-09-20,54.383998999999996
2010-09-21,53.787997999999995
2010-09-22,53.268002
2010-09-23,52.203998999999996
2010-09-24,53.925999
2010-09-27,53.231998
2010-09-28,52.903999
2010-09-29,51.91
2010-09-30,52.09
2010-10-01,52.001999
2010-10-04,51.98
2010-10-05,53.526001
2010-10-06,53.448002
2010-10-07,52.773998
2010-10-08,52.476002
2010-10-11,51.914001
2010-10-12,52.834
2010-10-13,52.754002
2010-10-14,52.986
2010-10-15,53.501999
2010-10-18,56.174
2010-10-19,56.153999
2010-10-20,56.155998
2010-10-21,56.450001
2010-10-22,56.737999
2010-10-25,56.596001
2010-10-26,56.105999
2010-10-27,56.490002000000004
2010-10-28,57.880001
2010-10-29,57.93
2010-11-01,57.400002
2010-11-02,57.790001000000004
2010-11-03,57.917999
2010-11-04,59.424
2010-11-05,59.006001
2010-11-08,59.164001
2010-11-09,58.638
2010-11-10,58.938
2010-11-11,58.633998999999996
2010-11-12,57.844002
2010-11-15,57.91
2010-11-16,57.330002
2010-11-17,58.240002000000004
2010-11-18,58.950001
2010-11-19,59.094002
2010-11-22,57.562
2010-11-23,56.248001
2010-11-24,57.877998
2010-11-26,57.966
2010-11-29,57.18
2010-11-30,57.612
2010-12-01,60.007999
2010-12-02,62.5
2010-12-03,62.203998999999996
2010-12-06,62.566002000000005
2010-12-07,62.796001000000004
2010-12-08,64.244003
2010-12-09,64.356003
2010-12-10,64.33000200000001
2010-12-13,64.543999
2010-12-14,64.650002
2010-12-15,63.68
2010-12-16,64.42199699999999
2010-12-17,63.852001
2010-12-20,64.32599599999999
2010-12-21,65.216003
2010-12-22,65.400002
2010-12-23,64.851997
2010-12-27,65.241997
2010-12-28,64.844002
2010-12-29,64.928001
2010-12-30,64.412003
2010-12-31,64.349998
2011-01-03,63.287997999999995
2011-01-04,63.397999
2011-01-05,62.271999
2011-01-06,62.728001
2011-01-07,61.532001
2011-01-10,62.973999
2011-01-11,62.167999
2011-01-12,62.986
2011-01-13,62.720001
2011-01-14,63.391998
2011-01-18,62.799999
2011-01-19,61.251999
2011-01-20,61.841999
2011-01-21,61.973999
2011-01-24,61.91
2011-01-25,61.380001
2011-01-26,61.116001000000004
2011-01-27,61.976002
2011-01-28,60.978001
2011-01-31,61.712002000000005
2011-02-01,63.186001
2011-02-02,63.028
2011-02-03,60.172001
2011-02-04,60.835999
2011-02-07,60.736
2011-02-08,60.208
2011-02-09,60.501999
2011-02-10,61.543999
2011-02-11,61.751999
2011-02-14,60.514
2011-02-15,58.265999
2011-02-16,58.736
2011-02-17,60.52
2011-02-18,60.568001
2011-02-22,60.015999
2011-02-23,60.279999
2011-02-24,60.911999
2011-02-25,62.709998999999996
2011-02-28,62.256001
2011-03-01,61.299999
2011-03-02,60.807999
2011-03-03,61.627998
2011-03-04,60.959998999999996
2011-03-07,60.773998
2011-03-08,60.702
2011-03-09,59.972
2011-03-10,59.188
2011-03-11,59.113997999999995
2011-03-14,58.268002
2011-03-15,57.18
2011-03-16,56.057999
2011-03-17,57.438
2011-03-18,57.158001
2011-03-21,57.990002000000004
2011-03-22,58.183997999999995
2011-03-23,59.765999
2011-03-24,59.661999
2011-03-25,59.172001
2011-03-28,59.099998
2011-03-29,59.604
2011-03-30,60.650002
2011-03-31,60.310001
2011-04-01,60.854
2011-04-04,61.021999
2011-04-05,60.973999
2011-04-06,61.720001
2011-04-07,61.186001
2011-04-08,61.071999
2011-04-11,60.799999
2011-04-12,60.334
2011-04-13,60.925999
2011-04-14,61.105999
2011-04-15,61.360001000000004
2011-04-18,60.779999
2011-04-19,60.400002
2011-04-20,61.992001
2011-04-21,61.948002
2011-04-25,61.450001
2011-04-26,62.146
2011-04-27,61.978001
2011-04-28,60.810001
2011-04-29,59.153999
2011-05-02,59.428001
2011-05-03,58.344002
2011-05-04,57.445999
2011-05-05,57.206001
2011-05-06,58.318001
2011-05-09,59.001999
2011-05-10,59.757999
2011-05-11,59.408001
2011-05-12,59.528
2011-05-13,58.872002
2011-05-16,59.686001
2011-05-17,59.048
2011-05-18,59.448002
2011-05-19,59.883998999999996
2011-05-20,59.669998
2011-05-23,59.068001
2011-05-24,58.018002
2011-05-25,57.257999
2011-05-26,56.821999
2011-05-27,56.630001
2011-05-31,57.152
2011-06-01,55.574001
2011-06-02,55.706001
2011-06-03,54.414001
2011-06-06,53.228001
2011-06-07,53.195999
2011-06-08,52.448002
2011-06-09,53.25
2011-06-10,53.653999
2011-06-13,54.403999
2011-06-14,54.956001
2011-06-15,54.231998
2011-06-16,55.004002
2011-06-17,55.576
2011-06-20,55.784
2011-06-21,56.562
2011-06-22,56.265999
2011-06-23,55.874001
2011-06-24,56.042
2011-06-27,56.202
2011-06-28,56.796001000000004
2011-06-29,57.604
2011-06-30,58.318001
2011-07-01,59.344002
2011-07-05,59.34
2011-07-06,59.27
2011-07-07,59.798
2011-07-08,58.900002
2011-07-11,57.438
2011-07-12,57.818001
2011-07-13,57.897999
2011-07-14,57.858002
2011-07-15,58.490002000000004
2011-07-18,57.186001
2011-07-19,57.880001
2011-07-20,57.099998
2011-07-21,57.338001
2011-07-22,57.139998999999996
2011-07-25,56.958
2011-07-26,57.02
2011-07-27,55.702
2011-07-28,56.765999
2011-07-29,57.838001
2011-08-01,57.563999
2011-08-02,56.048
2011-08-03,55.966
2011-08-04,53.122002
2011-08-05,53.883998999999996
2011-08-08,49.481998
2011-08-09,53.209998999999996
2011-08-10,47.841999
2011-08-11,51.382
2011-08-12,50.990002000000004
2011-08-15,52.116001000000004
2011-08-16,51.335999
2011-08-17,50.824001
2011-08-18,48.139998999999996
2011-08-19,47.433997999999995
2011-08-22,47.844002
2011-08-23,50.074001
2011-08-24,50.782001
2011-08-25,49.264
2011-08-26,50.183997999999995
2011-08-29,52.784
2011-08-30,53.066002000000005
2011-08-31,53.424
2011-09-01,53.122002
2011-09-02,51.740002000000004
2011-09-06,50.958
2011-09-07,53.189999
2011-09-08,51.698002
2011-09-09,51.186001
2011-09-12,52.048
2011-09-13,52.900002
2011-09-14,53.924
2011-09-15,54.372002
2011-09-16,54.414001
2011-09-19,53.16
2011-09-20,52.731998
2011-09-21,51.596001
2011-09-22,51.77
2011-09-23,51.596001
2011-09-26,52.813999
2011-09-27,52.458
2011-09-28,50.863997999999995
2011-09-29,51.436001
2011-09-30,49.279999
2011-10-03,49.700001
2011-10-04,50.472
2011-10-05,51.195999
2011-10-06,53.290001000000004
2011-10-07,50.790001000000004
2011-10-10,53.212002000000005
2011-10-11,51.400002
2011-10-12,51.919998
2011-10-13,51.259997999999996
2011-10-14,51.942001
2011-10-17,50.639998999999996
2011-10-18,52.012001
2011-10-19,51.472
2011-10-20,52.290001000000004
2011-10-21,52.897999
2011-10-24,53.737999
2011-10-25,51.686001
2011-10-26,52.686001
2011-10-27,55.354
2011-10-28,56.0
2011-10-31,55.112
2011-11-01,50.375999
2011-11-02,51.877998
2011-11-03,53.709998999999996
2011-11-04,54.265999
2011-11-07,55.02
2011-11-08,55.787997999999995
2011-11-09,53.158001
2011-11-10,52.02
2011-11-11,52.714001
2011-11-14,51.576
2011-11-15,51.501999
2011-11-16,48.236
2011-11-17,47.610001000000004
2011-11-18,49.778
2011-11-21,48.306
2011-11-22,48.113997999999995
2011-11-23,47.806
2011-11-25,47.577999
2011-11-28,49.026001
2011-11-29,47.922001
2011-11-30,49.855999
2011-12-01,50.0
2011-12-02,50.661999
2011-12-05,49.821999
2011-12-06,49.768002
2011-12-07,50.630001
2011-12-08,48.916
2011-12-09,49.612
2011-12-12,48.702
2011-12-13,48.200001
2011-12-14,47.778
2011-12-15,47.818001
2011-12-16,48.400002
2011-12-19,48.400002
2011-12-20,49.625999
2011-12-21,48.268002
2011-12-22,49.150002
2011-12-23,49.278
2011-12-27,49.042
2011-12-28,48.512001
2011-12-29,49.063999
2011-12-30,48.734001
2012-01-03,49.125999
2012-01-04,48.202
2012-01-05,47.723999
2012-01-06,46.799999
2012-01-09,45.647999
2012-01-10,45.506001
2012-01-11,45.200001
2012-01-12,46.646
2012-01-13,46.900002
2012-01-17,45.830002
2012-01-18,46.529999
2012-01-19,47.509997999999996
2012-01-20,47.976002
2012-01-23,47.688
2012-01-24,48.104
2012-01-25,48.422001
2012-01-26,48.09
2012-01-27,48.175999
2012-01-30,48.0
2012-01-31,47.902
2012-02-01,49.096001
2012-02-02,53.202
2012-02-03,54.686001
2012-02-06,55.063999
2012-02-07,55.209998999999996
2012-02-08,56.964001
2012-02-09,56.674
2012-02-10,58.318001
2012-02-13,58.200001
2012-02-14,58.0
2012-02-15,58.127998
2012-02-16,59.130001
2012-02-17,58.796001000000004
2012-02-21,58.015999
2012-02-22,57.630001
2012-02-23,58.358002
2012-02-24,58.478001
2012-02-27,57.956001
2012-02-28,58.16
2012-02-29,57.897999
2012-03-01,57.908001
2012-03-02,57.919998
2012-03-05,56.203998999999996
2012-03-06,54.986
2012-03-07,55.042
2012-03-08,55.245998
2012-03-09,55.312
2012-03-12,54.040001000000004
