Date,DBD
1981-12-31,5.319224
1982-01-04,5.291005
1982-01-05,5.164021
1982-01-06,5.19224
1982-01-07,5.135802
1982-01-08,5.164021
1982-01-11,5.178131
1982-01-12,5.135802
1982-01-13,4.881834
1982-01-14,5.037037000000001
1982-01-15,5.079365
1982-01-18,5.248677
1982-01-19,5.389771
1982-01-20,5.389771
1982-01-21,5.361552
1982-01-22,5.446208
1982-01-25,5.389771
1982-01-26,5.4179889999999995
1982-01-27,5.516755
1982-01-28,5.756614
1982-01-29,5.897707
1982-02-01,5.996473
1982-02-02,6.095238
1982-02-03,5.982362999999999
1982-02-04,5.798942
1982-02-05,5.897707
1982-02-08,5.869489
1982-02-09,5.869489
1982-02-10,5.770723
1982-02-11,5.700176
1982-02-12,5.855379
1982-02-16,5.869489
1982-02-17,5.869489
1982-02-18,5.897707
1982-02-19,5.869489
1982-02-22,5.813051000000001
1982-02-23,5.784832
1982-02-24,5.813051000000001
1982-02-25,5.911817
1982-02-26,6.179894
1982-03-01,6.236331
1982-03-02,6.179894
1982-03-03,6.26455
1982-03-04,6.123457
1982-03-05,6.123457
1982-03-08,5.82716
1982-03-09,5.671957
1982-03-10,5.530864
1982-03-11,5.305115
1982-03-12,5.164021
1982-03-15,5.220459
1982-03-16,5.220459
1982-03-17,5.291005
1982-03-18,5.375661
1982-03-19,5.559083
1982-03-22,5.9259260000000005
1982-03-23,5.897707
1982-03-24,5.883598
1982-03-25,5.954144
1982-03-26,5.883598
1982-03-29,5.84127
1982-03-30,5.84127
1982-03-31,5.897707
1982-04-01,6.010582
1982-04-02,5.982362999999999
1982-04-05,5.968254
1982-04-06,6.038801
1982-04-07,6.349206
1982-04-08,6.574955999999999
1982-04-12,6.532628
1982-04-13,6.4903
1982-04-14,6.320988
1982-04-15,6.433862
1982-04-16,6.560846000000001
1982-04-19,6.518518
1982-04-20,6.828924000000001
1982-04-21,6.998236
1982-04-22,7.167549
1982-04-23,7.13933
1982-04-26,7.167549
1982-04-27,7.054674
1982-04-28,7.082892
1982-04-29,6.998236
1982-04-30,7.026455
1982-05-03,7.082892
1982-05-04,7.280423
1982-05-05,7.2098770000000005
1982-05-06,7.365079
1982-05-07,7.463845
1982-05-10,7.379189
1982-05-11,7.322752
1982-05-12,7.407407000000001
1982-05-13,7.393298
1982-05-14,7.421517
1982-05-17,7.393298
1982-05-18,7.280423
1982-05-19,7.195767
1982-05-20,7.082892
1982-05-21,7.13933
1982-05-24,7.195767
1982-05-25,7.195767
1982-05-26,7.13933
1982-05-27,6.9135800000000005
1982-05-28,6.927689999999999
1982-06-01,6.9417990000000005
1982-06-02,6.885362
1982-06-03,6.857142999999999
1982-06-04,6.744267999999999
1982-06-07,6.716049000000001
1982-06-08,6.659611999999999
1982-06-09,6.518518
1982-06-10,6.546737
1982-06-11,6.744267999999999
1982-06-14,6.716049000000001
1982-06-15,6.716049000000001
1982-06-16,6.828924000000001
1982-06-17,6.772487
1982-06-18,6.744267999999999
1982-06-21,6.800705000000001
1982-06-22,6.800705000000001
1982-06-23,7.054674
1982-06-24,7.153439
1982-06-25,7.082892
1982-06-28,7.2098770000000005
1982-06-29,7.1816580000000005
1982-06-30,6.955908
1982-07-01,6.885362
1982-07-02,6.885362
1982-07-06,6.857142999999999
1982-07-07,6.786596
1982-07-08,6.603175
1982-07-09,6.772487
1982-07-12,7.040564999999999
1982-07-13,6.9417990000000005
1982-07-14,7.040564999999999
1982-07-15,7.153439
1982-07-16,7.336861
1982-07-19,7.365079
1982-07-20,7.195767
1982-07-21,7.223986
1982-07-22,7.12522
1982-07-23,7.054674
1982-07-26,7.040564999999999
1982-07-27,7.068783
1982-07-28,6.9700169999999995
1982-07-29,6.885362
1982-07-30,6.857142999999999
1982-08-02,6.927689999999999
1982-08-03,6.885362
1982-08-04,6.631392999999999
1982-08-05,6.447972
1982-08-06,6.26455
1982-08-09,6.320988
1982-08-10,6.320988
1982-08-11,6.250441
1982-08-12,6.236331
1982-08-13,6.236331
1982-08-16,6.320988
1982-08-17,5.954144
1982-08-18,5.4179889999999995
1982-08-19,5.135802
1982-08-20,5.234568
1982-08-23,5.488536
1982-08-24,5.61552
1982-08-25,5.813051000000001
1982-08-26,5.883598
1982-08-27,5.968254
1982-08-30,5.982362999999999
1982-08-31,6.320988
1982-09-01,6.320988
1982-09-02,6.603175
1982-09-03,6.828924000000001
1982-09-07,6.560846000000001
1982-09-08,6.546737
1982-09-09,6.4903
1982-09-10,6.405644000000001
1982-09-13,6.659611999999999
1982-09-14,6.857142999999999
1982-09-15,6.744267999999999
1982-09-16,6.617284
1982-09-17,6.377425
1982-09-20,6.320988
1982-09-21,6.26455
1982-09-22,5.954144
1982-09-23,5.954144
1982-09-24,6.095238
1982-09-27,6.26455
1982-09-28,6.320988
1982-09-29,6.208113
1982-09-30,6.151676
1982-10-01,6.1940040000000005
1982-10-04,6.179894
1982-10-05,6.26455
1982-10-06,6.631392999999999
1982-10-07,6.687831
1982-10-08,6.744267999999999
1982-10-11,7.195767
1982-10-12,7.223986
1982-10-13,7.097002000000001
1982-10-14,7.082892
1982-10-15,6.9417990000000005
1982-10-18,7.111111
1982-10-19,7.223986
1982-10-20,7.223986
1982-10-21,6.998236
1982-10-22,7.026455
1982-10-25,6.4620809999999995
1982-10-26,6.828924000000001
1982-10-27,6.871252
1982-10-28,6.998236
1982-10-29,7.167549
1982-11-01,7.054674
1982-11-02,7.252203999999999
1982-11-03,7.844797
1982-11-04,7.887125
1982-11-05,8.183421000000001
1982-11-08,8.183421000000001
1982-11-09,8.239859
1982-11-10,7.9858910000000005
1982-11-11,8.042328
1982-11-12,7.873016000000001
1982-11-15,7.731922999999999
1982-11-16,7.534391
1982-11-17,7.731922999999999
1982-11-18,7.9858910000000005
1982-11-19,7.9858910000000005
1982-11-22,7.619047999999999
1982-11-23,7.604939
1982-11-24,7.4779539999999995
1982-11-26,7.590828999999999
1982-11-29,7.449736
1982-11-30,7.703703999999999
1982-12-01,7.9576720000000005
1982-12-02,7.901235000000001
1982-12-03,7.901235000000001
1982-12-06,8.352734
1982-12-07,8.634921
1982-12-08,8.550264
1982-12-09,8.126985000000001
1982-12-10,7.9858910000000005
1982-12-13,8.01411
1982-12-14,7.802469
1982-12-15,7.365079
1982-12-16,7.520282000000001
1982-12-17,7.760141
1982-12-20,7.9576720000000005
1982-12-21,8.126985000000001
1982-12-22,8.084655999999999
1982-12-23,8.126985000000001
1982-12-27,8.324515
1982-12-28,8.423281
1982-12-29,8.380953
1982-12-30,8.366843
1982-12-31,8.409171
1983-01-03,8.282187
1983-01-04,8.296296
1983-01-05,8.409171
1983-01-06,8.888889
