Date,CHL
2002-07-23,13.63
2002-07-24,13.81
2002-07-25,12.9
2002-07-26,13.01
2002-07-29,13.45
2002-07-30,13.56
2002-07-31,13.75
2002-08-01,13.67
2002-08-02,13.44
2002-08-05,13.27
2002-08-06,13.46
2002-08-07,13.72
2002-08-08,14.12
2002-08-09,13.85
2002-08-12,13.75
2002-08-13,14.1
2002-08-14,14.44
2002-08-15,14.65
2002-08-16,14.68
2002-08-19,14.75
2002-08-20,14.56
2002-08-21,14.75
2002-08-22,14.7
2002-08-23,14.09
2002-08-26,14.38
2002-08-27,14.04
2002-08-28,13.91
2002-08-29,13.87
2002-08-30,13.85
2002-09-03,12.93
2002-09-04,13.12
2002-09-05,12.77
2002-09-06,13.03
2002-09-09,13.08
2002-09-10,13.22
2002-09-11,13.27
2002-09-12,12.87
2002-09-13,12.85
2002-09-16,12.5
2002-09-17,12.32
2002-09-18,12.07
2002-09-19,11.67
2002-09-20,11.62
2002-09-23,11.4
2002-09-24,11.32
2002-09-25,11.61
2002-09-26,11.74
2002-09-27,11.42
2002-09-30,11.3
2002-10-01,11.9
2002-10-02,11.65
2002-10-03,11.71
2002-10-04,11.91
2002-10-07,11.75
2002-10-08,11.91
2002-10-09,11.83
2002-10-10,11.78
2002-10-11,12.02
2002-10-14,11.9
2002-10-15,12.94
2002-10-16,12.7
2002-10-17,13.37
2002-10-18,13.15
2002-10-21,13.44
2002-10-22,13.05
2002-10-23,13.55
2002-10-24,13.3
2002-10-25,13.4
2002-10-28,13.35
2002-10-29,12.76
2002-10-30,12.8
2002-10-31,12.25
2002-11-01,12.7
2002-11-04,12.89
2002-11-05,12.67
2002-11-06,12.57
2002-11-07,12.54
2002-11-08,12.47
2002-11-11,12.15
2002-11-12,12.6
2002-11-13,12.2
2002-11-14,12.55
2002-11-15,12.91
2002-11-18,12.79
2002-11-19,12.76
2002-11-20,13.24
2002-11-21,13.65
2002-11-22,13.37
2002-11-25,13.39
2002-11-26,13.07
2002-11-27,13.61
2002-11-29,13.12
2002-12-02,13.62
2002-12-03,13.81
2002-12-04,13.66
2002-12-05,13.36
2002-12-06,13.65
2002-12-09,13.05
2002-12-10,13.44
2002-12-11,13.65
2002-12-12,13.31
2002-12-13,12.83
2002-12-16,12.9
2002-12-17,12.69
2002-12-18,12.19
2002-12-19,12.13
2002-12-20,12.49
2002-12-23,12.5
2002-12-24,12.52
2002-12-26,12.36
2002-12-27,12.17
2002-12-30,11.8
2002-12-31,12.08
2003-01-02,12.0
2003-01-03,12.47
2003-01-06,12.85
2003-01-07,12.77
2003-01-08,12.52
2003-01-09,12.85
2003-01-10,12.8
2003-01-13,12.88
2003-01-14,12.78
2003-01-15,12.62
2003-01-16,12.55
2003-01-17,12.11
2003-01-21,12.05
2003-01-22,12.15
2003-01-23,12.48
2003-01-24,12.04
2003-01-27,11.8
2003-01-28,12.0
2003-01-29,11.99
2003-01-30,11.56
2003-01-31,11.69
2003-02-03,11.9
2003-02-04,11.65
2003-02-05,11.49
2003-02-06,11.45
2003-02-07,11.12
2003-02-10,11.49
2003-02-11,11.53
2003-02-12,11.53
2003-02-13,11.3
2003-02-14,11.5
2003-02-18,11.78
2003-02-19,11.7
2003-02-20,11.78
2003-02-21,11.61
2003-02-24,11.34
2003-02-25,11.27
2003-02-26,11.06
2003-02-27,11.11
2003-02-28,10.94
2003-03-03,10.78
2003-03-04,10.54
2003-03-05,10.4
2003-03-06,10.11
2003-03-07,10.14
2003-03-10,9.85
2003-03-11,10.08
2003-03-12,10.4
2003-03-13,10.69
2003-03-14,10.4
2003-03-17,10.52
2003-03-18,11.03
2003-03-19,11.0
2003-03-20,11.03
2003-03-21,11.28
2003-03-24,10.73
2003-03-25,10.99
2003-03-26,10.87
2003-03-27,10.6
2003-03-28,10.29
2003-03-31,9.9
2003-04-01,9.8
2003-04-02,10.23
2003-04-03,9.94
2003-04-04,9.9
2003-04-07,10.34
2003-04-08,10.2
2003-04-09,9.95
2003-04-10,9.85
2003-04-11,9.85
2003-04-14,10.03
2003-04-15,10.03
2003-04-16,10.0
2003-04-17,10.0
2003-04-21,9.96
2003-04-22,10.05
2003-04-23,9.79
2003-04-24,9.3
2003-04-25,9.36
2003-04-28,9.84
2003-04-29,10.18
2003-04-30,10.01
2003-05-01,9.9
2003-05-02,10.4
2003-05-05,10.55
2003-05-06,10.62
2003-05-07,10.45
2003-05-08,10.45
2003-05-09,11.0
2003-05-12,11.12
2003-05-13,10.92
2003-05-14,10.5
2003-05-15,10.75
2003-05-16,10.56
2003-05-19,10.32
2003-05-20,10.54
2003-05-21,10.48
2003-05-22,10.9
2003-05-23,11.11
2003-05-27,11.56
2003-05-28,11.65
2003-05-29,11.54
2003-05-30,11.71
2003-06-02,11.84
2003-06-03,11.86
2003-06-04,12.27
2003-06-05,11.88
2003-06-06,12.03
2003-06-09,11.72
2003-06-10,11.71
2003-06-11,11.78
2003-06-12,11.8
2003-06-13,12.11
2003-06-16,12.56
2003-06-17,12.55
2003-06-18,12.49
2003-06-19,12.5
2003-06-20,12.44
2003-06-23,12.09
2003-06-24,11.9
2003-06-25,11.55
2003-06-26,11.77
2003-06-27,11.8
2003-06-30,11.77
2003-07-01,11.8
2003-07-02,12.0
2003-07-03,12.0
2003-07-07,12.8
2003-07-08,13.23
2003-07-09,13.38
2003-07-10,12.98
2003-07-11,13.05
2003-07-14,13.55
2003-07-15,13.5
2003-07-16,13.63
2003-07-17,13.08
2003-07-18,13.63
2003-07-21,13.25
2003-07-22,13.15
2003-07-23,12.5
2003-07-24,12.68
2003-07-25,12.86
2003-07-28,13.23
2003-07-29,13.29
2003-07-30,13.04
2003-07-31,13.0
2003-08-01,12.91
2003-08-04,13.06
2003-08-05,12.82
2003-08-06,12.88
2003-08-07,12.56
2003-08-08,12.34
2003-08-11,12.67
2003-08-12,12.62
2003-08-13,12.4
2003-08-14,12.36
2003-08-15,12.3
2003-08-18,12.45
2003-08-19,12.4
2003-08-20,12.32
2003-08-21,12.73
2003-08-22,12.81
2003-08-25,12.7
2003-08-26,13.0
2003-08-27,12.75
2003-08-28,12.82
2003-08-29,12.97
2003-09-02,12.94
2003-09-03,13.19
2003-09-04,13.6
2003-09-05,13.6
2003-09-08,13.6
2003-09-09,13.21
2003-09-10,12.78
2003-09-11,13.26
2003-09-12,13.33
2003-09-15,13.25
2003-09-16,13.64
2003-09-17,13.62
2003-09-18,13.61
2003-09-19,13.26
2003-09-22,12.89
2003-09-23,12.95
2003-09-24,13.1
2003-09-25,13.02
2003-09-26,13.13
2003-09-29,13.18
2003-09-30,13.03
2003-10-01,13.21
2003-10-02,13.44
2003-10-03,13.68
2003-10-06,13.8
2003-10-07,14.09
2003-10-08,14.51
2003-10-09,15.08
2003-10-10,15.06
2003-10-13,15.21
2003-10-14,14.87
2003-10-15,14.85
2003-10-16,14.95
2003-10-17,14.87
2003-10-20,15.0
2003-10-21,15.05
2003-10-22,14.85
2003-10-23,14.34
2003-10-24,14.06
2003-10-27,14.06
2003-10-28,15.0
2003-10-29,14.7
2003-10-30,14.56
2003-10-31,14.17
2003-11-03,14.93
2003-11-04,14.75
2003-11-05,14.8
2003-11-06,14.4
2003-11-07,14.55
2003-11-10,14.05
2003-11-11,13.81
2003-11-12,14.2
2003-11-13,14.37
2003-11-14,13.97
2003-11-17,13.85
2003-11-18,13.88
2003-11-19,13.92
2003-11-20,13.6
2003-11-21,13.93
2003-11-24,14.22
2003-11-25,14.1
2003-11-26,14.35
2003-11-28,14.61
2003-12-01,15.05
2003-12-02,14.62
2003-12-03,14.41
2003-12-04,14.58
2003-12-05,14.47
2003-12-08,14.58
2003-12-09,14.62
2003-12-10,14.67
2003-12-11,15.2
2003-12-12,15.25
2003-12-15,14.91
2003-12-16,15.02
2003-12-17,14.86
2003-12-18,15.05
2003-12-19,15.08
2003-12-22,15.54
2003-12-23,15.34
2003-12-24,15.4
2003-12-26,15.33
2003-12-29,15.31
2003-12-30,15.43
2003-12-31,15.53
2004-01-02,16.16
2004-01-05,16.4
2004-01-06,16.440001000000002
2004-01-07,16.73
2004-01-08,17.690001000000002
2004-01-09,17.370001000000002
2004-01-12,17.4
2004-01-13,17.32
2004-01-14,17.17
2004-01-15,17.01
2004-01-16,17.0
2004-01-20,17.809998999999998
2004-01-21,17.99
2004-01-22,18.07
2004-01-23,17.959999
2004-01-26,17.559998999999998
2004-01-27,17.690001000000002
2004-01-28,16.719998999999998
2004-01-29,16.74
2004-01-30,16.280001000000002
2004-02-02,16.15
2004-02-03,16.200001
2004-02-04,15.77
2004-02-05,15.79
2004-02-06,16.690001000000002
2004-02-09,16.780001000000002
2004-02-10,16.610001
2004-02-11,16.92
2004-02-12,16.85
2004-02-13,16.93
2004-02-17,17.51
2004-02-18,17.23
2004-02-19,17.27
2004-02-20,17.51
2004-02-23,17.27
2004-02-24,17.219998999999998
2004-02-25,16.959999
2004-02-26,17.4
2004-02-27,17.629998999999998
2004-03-01,18.0
2004-03-02,17.41
2004-03-03,17.25
2004-03-04,17.33
2004-03-05,17.379998999999998
2004-03-08,17.6
2004-03-09,17.26
2004-03-10,16.360001
2004-03-11,15.7
2004-03-12,16.209999
2004-03-15,15.6
2004-03-16,15.74
2004-03-17,15.95
2004-03-18,15.37
2004-03-19,14.71
2004-03-22,14.01
2004-03-23,14.22
2004-03-24,14.47
2004-03-25,14.61
2004-03-26,14.28
2004-03-29,14.55
2004-03-30,14.71
2004-03-31,14.69
2004-04-01,14.89
2004-04-02,14.97
2004-04-05,15.05
2004-04-06,15.02
2004-04-07,14.92
2004-04-08,14.72
2004-04-12,15.02
2004-04-13,14.86
2004-04-14,14.4
2004-04-15,14.25
2004-04-16,14.17
2004-04-19,14.16
2004-04-20,13.9
2004-04-21,13.71
2004-04-22,13.9
2004-04-23,13.62
2004-04-26,13.39
2004-04-27,13.49
2004-04-28,13.03
2004-04-29,13.2
2004-04-30,13.23
2004-05-03,13.46
2004-05-04,14.08
2004-05-05,13.7
2004-05-06,13.45
2004-05-07,13.26
2004-05-10,12.88
2004-05-11,13.12
2004-05-12,12.95
2004-05-13,12.98
2004-05-14,12.71
2004-05-17,12.31
2004-05-18,12.9
2004-05-19,13.23
2004-05-20,12.97
2004-05-21,13.38
2004-05-24,13.79
2004-05-25,14.0
2004-05-26,13.94
2004-05-27,14.37
2004-05-28,14.35
2004-06-01,14.38
2004-06-02,14.48
2004-06-03,13.94
2004-06-04,14.38
2004-06-07,14.87
2004-06-08,14.72
2004-06-09,14.67
2004-06-10,14.88
2004-06-14,14.22
2004-06-15,14.62
2004-06-16,14.56
2004-06-17,14.67
2004-06-18,14.44
2004-06-21,14.19
2004-06-22,14.2
2004-06-23,14.45
2004-06-24,14.9
2004-06-25,14.9
2004-06-28,14.94
2004-06-29,14.98
2004-06-30,15.16
2004-07-01,14.91
2004-07-02,15.04
2004-07-06,14.97
2004-07-07,15.24
2004-07-08,14.67
2004-07-09,14.84
2004-07-12,14.58
2004-07-13,14.45
2004-07-14,14.16
2004-07-15,13.85
2004-07-16,14.3
2004-07-19,14.35
2004-07-20,14.56
2004-07-21,14.68
2004-07-22,14.78
2004-07-23,14.67
2004-07-26,14.71
2004-07-27,15.0
2004-07-28,14.7
2004-07-29,14.53
2004-07-30,14.52
2004-08-02,14.64
2004-08-03,14.53
2004-08-04,14.52
2004-08-05,14.53
2004-08-06,14.41
2004-08-09,14.53
2004-08-10,14.47
2004-08-11,14.2
2004-08-12,14.15
2004-08-13,14.14
2004-08-16,14.0
2004-08-17,13.92
2004-08-18,14.16
2004-08-19,13.76
2004-08-20,13.71
2004-08-23,13.63
2004-08-24,14.1
2004-08-25,14.54
2004-08-26,14.34
2004-08-27,14.46
2004-08-30,14.55
2004-08-31,14.62
2004-09-01,14.81
2004-09-02,14.99
2004-09-03,14.83
2004-09-07,14.94
2004-09-08,14.9
2004-09-09,14.78
2004-09-10,14.98
2004-09-13,15.22
2004-09-14,15.13
2004-09-15,14.79
2004-09-16,15.34
2004-09-17,15.46
2004-09-20,15.32
2004-09-21,15.9
2004-09-22,15.6
2004-09-23,15.68
2004-09-24,15.39
2004-09-27,15.1
2004-09-28,15.09
2004-09-29,15.14
2004-09-30,15.3
2004-10-01,15.5
2004-10-04,15.7
2004-10-05,15.55
2004-10-06,15.49
2004-10-07,15.37
2004-10-08,15.11
2004-10-11,15.34
2004-10-12,15.2
2004-10-13,14.87
2004-10-14,14.77
2004-10-15,14.99
2004-10-18,14.86
2004-10-19,15.04
2004-10-20,14.65
2004-10-21,14.75
2004-10-22,14.57
2004-10-25,14.39
2004-10-26,14.5
2004-10-27,14.52
2004-10-28,14.47
2004-10-29,14.55
2004-11-01,14.77
2004-11-02,15.07
2004-11-03,15.3
2004-11-04,15.15
2004-11-05,15.26
2004-11-08,15.05
2004-11-09,15.2
2004-11-10,15.27
2004-11-11,15.49
2004-11-12,15.71
2004-11-15,15.7
2004-11-16,15.4
2004-11-17,15.59
2004-11-18,15.56
2004-11-19,15.35
2004-11-22,15.55
2004-11-23,15.79
2004-11-24,16.43
2004-11-26,16.200001
2004-11-29,16.41
2004-11-30,16.32
2004-12-01,17.049999
2004-12-02,17.219998999999998
2004-12-03,17.26
2004-12-06,17.290001
2004-12-07,16.860001
2004-12-08,16.58
2004-12-09,16.709999
2004-12-10,16.530001000000002
2004-12-13,16.780001000000002
2004-12-14,16.950001
2004-12-15,17.200001
2004-12-16,16.74
2004-12-17,16.82
2004-12-20,17.280001000000002
2004-12-21,17.32
2004-12-22,17.190001000000002
2004-12-23,17.15
2004-12-27,17.1
2004-12-28,17.209999
2004-12-29,17.23
2004-12-30,17.09
2004-12-31,17.16
2005-01-03,17.1
2005-01-04,16.190001000000002
2005-01-05,15.7
2005-01-06,15.59
2005-01-07,15.47
2005-01-10,15.53
2005-01-11,15.31
2005-01-12,15.65
2005-01-13,15.63
2005-01-14,15.74
2005-01-18,15.75
2005-01-19,15.82
2005-01-20,15.52
2005-01-21,15.27
2005-01-24,14.91
2005-01-25,15.41
2005-01-26,15.58
2005-01-27,15.52
2005-01-28,15.46
2005-01-31,15.74
2005-02-01,15.56
2005-02-02,15.33
2005-02-03,15.22
2005-02-04,15.62
2005-02-07,15.83
2005-02-08,15.88
2005-02-09,15.78
2005-02-10,15.82
2005-02-11,15.94
2005-02-14,16.24
2005-02-15,16.280001000000002
2005-02-16,16.219998999999998
2005-02-17,16.18
2005-02-18,16.4
2005-02-22,16.17
2005-02-23,16.16
2005-02-24,16.139999
2005-02-25,16.5
2005-02-28,16.200001
2005-03-01,16.35
2005-03-02,15.98
2005-03-03,15.9
2005-03-04,15.7
2005-03-07,15.85
2005-03-08,16.040001
2005-03-09,16.120001000000002
2005-03-10,16.059998999999998
2005-03-11,16.549999
2005-03-14,16.809998999999998
2005-03-15,16.5
2005-03-16,16.719998999999998
2005-03-17,16.85
2005-03-18,16.91
2005-03-21,17.08
2005-03-22,16.75
2005-03-23,16.67
2005-03-24,16.700001
2005-03-28,16.67
2005-03-29,16.27
2005-03-30,16.42
2005-03-31,16.41
2005-04-01,16.299999
2005-04-04,16.4
2005-04-05,16.34
2005-04-06,16.52
2005-04-07,16.709999
2005-04-08,16.75
2005-04-11,16.77
2005-04-12,16.65
2005-04-13,16.76
2005-04-14,16.799999
2005-04-15,16.51
2005-04-18,16.25
2005-04-19,16.299999
2005-04-20,16.200001
2005-04-21,16.799999
2005-04-22,16.75
2005-04-25,16.879998999999998
2005-04-26,16.85
2005-04-27,16.870001000000002
2005-04-28,17.040001
2005-04-29,17.799999
2005-05-02,17.58
2005-05-03,17.59
2005-05-04,17.620001000000002
2005-05-05,17.68
2005-05-06,17.790001
2005-05-09,17.85
2005-05-10,17.68
2005-05-11,17.629998999999998
2005-05-12,17.389999
2005-05-13,17.299999
2005-05-16,17.51
2005-05-17,17.1
2005-05-18,17.200001
2005-05-19,17.389999
2005-05-20,17.49
2005-05-23,17.41
2005-05-24,17.5
2005-05-25,17.200001
2005-05-26,17.27
2005-05-27,17.530001000000002
2005-05-31,18.26
2005-06-01,18.559998999999998
2005-06-02,18.360001
2005-06-03,18.08
2005-06-06,18.309998999999998
2005-06-07,18.209999
2005-06-08,18.540001
2005-06-09,18.540001
2005-06-10,18.309998999999998
2005-06-13,18.48
2005-06-14,18.43
2005-06-15,18.42
2005-06-16,18.129998999999998
2005-06-17,18.34
2005-06-20,18.32
2005-06-21,18.549999
2005-06-22,19.17
2005-06-23,18.6
2005-06-24,18.76
2005-06-27,18.65
2005-06-28,18.950001
2005-06-29,18.870001000000002
2005-06-30,18.59
2005-07-01,18.549999
2005-07-05,18.65
2005-07-06,18.389999
2005-07-07,17.969998999999998
2005-07-08,17.93
2005-07-11,18.25
2005-07-12,18.23
2005-07-13,18.5
2005-07-14,19.02
2005-07-15,19.200001
2005-07-18,18.99
2005-07-19,19.559998999999998
2005-07-20,19.51
2005-07-21,20.27
2005-07-22,19.9
2005-07-25,20.0
2005-07-26,19.950001
2005-07-27,20.0
2005-07-28,20.23
2005-07-29,20.17
2005-08-01,20.610001
2005-08-02,21.059998999999998
2005-08-03,20.799999
2005-08-04,20.540001
2005-08-05,20.51
2005-08-08,20.719998999999998
2005-08-09,20.75
2005-08-10,22.950001
2005-08-11,22.879998999999998
2005-08-12,22.48
2005-08-15,22.84
2005-08-16,22.709999
2005-08-17,22.85
2005-08-18,22.0
2005-08-19,21.92
2005-08-22,22.370001000000002
2005-08-23,21.91
2005-08-24,21.74
2005-08-25,21.73
2005-08-26,21.719998999999998
2005-08-29,21.65
2005-08-30,21.51
2005-08-31,21.85
2005-09-01,22.450001
2005-09-02,22.4
2005-09-06,22.559998999999998
2005-09-07,22.43
2005-09-08,22.200001
2005-09-09,22.52
2005-09-12,22.6
2005-09-13,22.280001000000002
2005-09-14,22.4
2005-09-15,22.469998999999998
2005-09-16,22.43
2005-09-19,22.290001
2005-09-20,23.35
2005-09-21,23.290001
2005-09-22,23.34
2005-09-23,23.57
2005-09-26,24.4
2005-09-27,24.040001
2005-09-28,24.139999
2005-09-29,24.860001
2005-09-30,24.639999
2005-10-03,24.34
2005-10-04,24.23
2005-10-05,23.309998999999998
2005-10-06,22.59
2005-10-07,23.1
2005-10-10,23.08
2005-10-11,23.059998999999998
2005-10-12,21.700001
2005-10-13,22.26
2005-10-14,22.049999
2005-10-17,22.200001
2005-10-18,22.389999
2005-10-19,22.450001
2005-10-20,21.780001000000002
2005-10-21,22.5
2005-10-24,22.950001
2005-10-25,22.49
2005-10-26,22.549999
2005-10-27,22.02
2005-10-28,22.110001
2005-10-31,22.450001
2005-11-01,22.82
2005-11-02,22.85
2005-11-03,22.639999
2005-11-04,22.6
2005-11-07,22.209999
2005-11-08,22.219998999999998
2005-11-09,23.059998999999998
2005-11-10,23.27
2005-11-11,23.450001
2005-11-14,23.129998999999998
2005-11-15,23.120001000000002
2005-11-16,23.6
2005-11-17,24.24
2005-11-18,24.24
2005-11-21,24.41
2005-11-22,24.200001
2005-11-23,24.74
2005-11-25,24.51
2005-11-28,24.6
2005-11-29,24.709999
2005-11-30,24.49
2005-12-01,25.52
2005-12-02,25.66
2005-12-05,25.42
2005-12-06,24.9
2005-12-07,24.85
2005-12-08,24.0
2005-12-09,24.09
2005-12-12,24.34
2005-12-13,24.1
2005-12-14,24.379998999999998
2005-12-15,24.75
2005-12-16,24.639999
2005-12-19,24.940001000000002
2005-12-20,25.110001
2005-12-21,25.450001
2005-12-22,25.309998999999998
2005-12-23,25.48
2005-12-27,25.25
2005-12-28,24.799999
2005-12-29,24.42
2005-12-30,24.040001
2006-01-03,24.4
2006-01-04,24.799999
2006-01-05,24.959999
2006-01-06,24.540001
2006-01-09,25.120001000000002
2006-01-10,24.309998999999998
2006-01-11,24.99
2006-01-12,24.889999
2006-01-13,25.24
2006-01-17,24.25
2006-01-18,24.01
2006-01-19,24.6
2006-01-20,24.15
2006-01-23,24.059998999999998
2006-01-24,24.01
2006-01-25,24.049999
2006-01-26,24.18
2006-01-27,24.639999
2006-01-30,24.549999
2006-01-31,24.6
2006-02-01,24.620001000000002
2006-02-02,24.219998999999998
2006-02-03,23.620001000000002
2006-02-06,24.16
2006-02-07,23.280001000000002
2006-02-08,23.5
2006-02-09,23.440001000000002
2006-02-10,23.35
2006-02-13,22.82
2006-02-14,23.6
2006-02-15,23.51
2006-02-16,23.74
2006-02-17,23.709999
2006-02-21,24.110001
2006-02-22,24.43
2006-02-23,24.57
2006-02-24,24.5
2006-02-27,24.66
2006-02-28,24.23
2006-03-01,24.209999
2006-03-02,24.360001
2006-03-03,24.02
2006-03-06,24.030001000000002
2006-03-07,23.48
2006-03-08,23.309998999999998
2006-03-09,23.120001000000002
2006-03-10,23.120001000000002
2006-03-13,23.450001
2006-03-14,23.91
2006-03-15,24.41
2006-03-16,24.41
2006-03-17,24.700001
2006-03-20,25.219998999999998
2006-03-21,25.059998999999998
2006-03-22,24.93
2006-03-23,24.84
2006-03-24,25.07
2006-03-27,25.530001000000002
2006-03-28,26.280001000000002
2006-03-29,26.68
2006-03-30,26.91
2006-03-31,26.540001
2006-04-03,27.35
2006-04-04,27.75
2006-04-05,27.82
2006-04-06,28.9
2006-04-07,28.889999
2006-04-10,29.629998999999998
2006-04-11,28.68
2006-04-12,28.709999
2006-04-13,28.780001000000002
2006-04-17,29.16
2006-04-18,30.27
2006-04-19,30.02
2006-04-20,29.59
2006-04-21,29.91
2006-04-24,28.99
2006-04-25,28.91
2006-04-26,29.690001000000002
2006-04-27,28.85
2006-04-28,28.860001
2006-05-01,29.09
2006-05-02,29.139999
2006-05-03,28.68
2006-05-04,29.549999
2006-05-05,29.719998999999998
2006-05-08,30.93
2006-05-09,30.23
2006-05-10,29.209999
2006-05-11,29.049999
2006-05-12,28.18
2006-05-15,27.67
2006-05-16,28.24
2006-05-17,27.25
2006-05-18,27.43
2006-05-19,27.66
2006-05-22,25.83
2006-05-23,26.76
2006-05-24,25.6
2006-05-25,26.5
2006-05-26,26.620001000000002
2006-05-30,25.51
2006-05-31,25.85
2006-06-01,26.549999
2006-06-02,27.23
2006-06-05,26.799999
2006-06-06,26.99
2006-06-07,26.620001000000002
2006-06-08,25.780001000000002
2006-06-09,26.08
2006-06-12,26.030001000000002
2006-06-13,24.76
2006-06-14,25.780001000000002
2006-06-15,26.799999
2006-06-16,27.1
2006-06-19,26.469998999999998
2006-06-20,26.73
2006-06-21,27.26
2006-06-22,27.18
2006-06-23,27.0
2006-06-26,27.35
2006-06-27,27.09
2006-06-28,27.200001
2006-06-29,28.200001
2006-06-30,28.610001
2006-07-03,29.25
2006-07-05,28.27
2006-07-06,29.309998999999998
2006-07-07,28.790001
2006-07-10,29.34
2006-07-11,29.4
2006-07-12,29.110001
2006-07-13,27.99
2006-07-14,27.940001000000002
2006-07-17,28.25
2006-07-18,28.450001
2006-07-19,29.780001000000002
2006-07-20,29.49
2006-07-21,29.26
2006-07-24,30.41
2006-07-25,30.450001
2006-07-26,30.4
2006-07-27,31.799999
2006-07-28,33.0
2006-07-31,32.330002
2006-08-01,31.27
2006-08-02,32.110001000000004
2006-08-03,31.85
2006-08-04,31.639999
2006-08-07,31.83
2006-08-08,31.76
2006-08-09,33.200001
2006-08-10,33.419998
2006-08-11,32.849998
2006-08-14,33.209998999999996
2006-08-15,33.5
2006-08-16,34.41
2006-08-17,33.25
2006-08-18,33.490002000000004
2006-08-21,32.32
2006-08-22,32.57
2006-08-23,31.75
2006-08-24,31.6
2006-08-25,31.959999
2006-08-28,32.049999
2006-08-29,32.860001000000004
2006-08-30,33.389998999999996
2006-08-31,33.310001
2006-09-01,33.889998999999996
2006-09-05,34.080002
2006-09-06,32.869999
2006-09-07,32.709998999999996
2006-09-08,33.259997999999996
2006-09-11,32.549999
2006-09-12,33.740002000000004
2006-09-13,33.790001000000004
2006-09-14,33.32
2006-09-15,33.639998999999996
2006-09-18,33.919998
2006-09-19,33.259997999999996
2006-09-20,35.029999
2006-09-21,35.389998999999996
2006-09-22,35.599998
2006-09-25,36.25
2006-09-26,34.98
2006-09-27,35.25
2006-09-28,35.310001
2006-09-29,35.349998
2006-10-02,35.48
2006-10-03,36.169998
2006-10-04,37.299999
2006-10-05,37.799999
2006-10-06,37.09
2006-10-09,36.450001
2006-10-10,36.779999
2006-10-11,36.700001
2006-10-12,37.5
2006-10-13,37.669998
2006-10-16,37.919998
2006-10-17,37.709998999999996
2006-10-18,37.990002000000004
2006-10-19,37.919998
2006-10-20,38.0
2006-10-23,38.18
2006-10-24,38.779999
2006-10-25,39.220001
2006-10-26,40.630001
2006-10-27,39.799999
2006-10-30,39.66
2006-10-31,40.779999
2006-11-01,40.900002
2006-11-02,42.209998999999996
2006-11-03,43.18
2006-11-06,44.959998999999996
2006-11-07,43.759997999999996
2006-11-08,41.66
2006-11-09,42.23
2006-11-10,42.330002
2006-11-13,42.419998
2006-11-14,43.32
2006-11-15,44.099998
2006-11-16,44.470001
2006-11-17,44.0
2006-11-20,43.459998999999996
2006-11-21,43.119999
2006-11-22,43.709998999999996
2006-11-24,43.560001
2006-11-27,42.650002
2006-11-28,41.43
2006-11-29,42.25
2006-11-30,42.200001
2006-12-01,40.740002000000004
2006-12-04,41.299999
2006-12-05,41.540001000000004
2006-12-06,41.32
2006-12-07,40.34
2006-12-08,39.73
2006-12-11,40.849998
2006-12-12,40.419998
2006-12-13,39.5
2006-12-14,40.57
2006-12-15,39.919998
2006-12-18,40.849998
2006-12-19,39.93
2006-12-20,40.380001
2006-12-21,40.32
2006-12-22,40.650002
2006-12-26,43.299999
2006-12-27,43.549999
2006-12-28,44.16
2006-12-29,43.220001
2007-01-03,46.139998999999996
2007-01-04,44.43
2007-01-05,43.240002000000004
2007-01-08,43.900002
2007-01-09,41.849998
2007-01-10,41.959998999999996
2007-01-11,42.389998999999996
2007-01-12,42.599998
2007-01-16,43.900002
2007-01-17,44.060001
2007-01-18,44.439999
2007-01-19,45.369999
2007-01-22,47.099998
2007-01-23,49.470001
2007-01-24,50.650002
2007-01-25,47.720001
2007-01-26,47.360001000000004
2007-01-29,46.049999
2007-01-30,48.200001
2007-01-31,46.150002
2007-02-01,47.369999
2007-02-02,47.080002
2007-02-05,47.009997999999996
2007-02-06,48.990002000000004
2007-02-07,48.650002
2007-02-08,49.560001
2007-02-09,48.240002000000004
2007-02-12,47.700001
2007-02-13,47.400002
2007-02-14,47.759997999999996
2007-02-15,48.360001000000004
2007-02-16,48.450001
2007-02-20,49.009997999999996
2007-02-21,50.32
2007-02-22,51.389998999999996
2007-02-23,49.91
2007-02-26,49.279999
2007-02-27,44.16
2007-02-28,46.470001
2007-03-01,45.43
2007-03-02,45.0
2007-03-05,42.849998
2007-03-06,44.599998
2007-03-07,43.049999
2007-03-08,44.0
2007-03-09,43.459998999999996
2007-03-12,44.900002
2007-03-13,42.59
2007-03-14,43.259997999999996
2007-03-15,43.950001
2007-03-16,44.610001000000004
2007-03-19,46.459998999999996
2007-03-20,47.080002
2007-03-21,46.18
2007-03-22,46.290001000000004
2007-03-23,45.790001000000004
2007-03-26,46.049999
2007-03-27,44.84
2007-03-28,44.189999
2007-03-29,45.310001
2007-03-30,44.849998
2007-04-02,45.349998
2007-04-03,45.970001
2007-04-04,45.549999
2007-04-05,45.389998999999996
2007-04-09,46.330002
2007-04-10,45.98
2007-04-11,45.560001
2007-04-12,46.060001
2007-04-13,45.990002000000004
2007-04-16,48.439999
2007-04-17,48.639998999999996
2007-04-18,48.09
2007-04-19,47.060001
2007-04-20,47.599998
2007-04-23,46.209998999999996
2007-04-24,46.57
2007-04-25,47.32
2007-04-26,46.59
2007-04-27,46.389998999999996
2007-04-30,45.009997999999996
2007-05-01,45.07
2007-05-02,45.799999
2007-05-03,46.360001000000004
2007-05-04,45.970001
2007-05-07,46.48
