Date,NPSNY
2002-12-23,0.37540999999999997
2002-12-24,0.378146
2002-12-26,0.36583699999999997
2002-12-27,0.36105
2002-12-30,0.36583699999999997
2002-12-31,0.369256
2003-01-02,0.377598
2003-01-03,0.383342
2003-01-06,0.385667
2003-01-07,0.387992
2003-01-08,0.392369
2003-01-09,0.41028400000000004
2003-01-10,0.404951
2003-01-13,0.40358299999999997
2003-01-14,0.38977
2003-01-15,0.391138
2003-01-16,0.395241
2003-01-17,0.394967
2003-01-21,0.395241
2003-01-22,0.39305300000000004
2003-01-23,0.39674499999999996
2003-01-24,0.39209499999999997
2003-01-27,0.388403
2003-01-28,0.384984
2003-01-29,0.381565
2003-01-30,0.37882899999999997
2003-01-31,0.380197
2003-02-03,0.373632
2003-02-04,0.38088099999999997
2003-02-05,0.375274
2003-02-06,0.373359
2003-02-07,0.373906
2003-02-10,0.37199099999999996
2003-02-11,0.382795
2003-02-12,0.37882899999999997
2003-02-13,0.382932
2003-02-14,0.390454
2003-02-18,0.39209499999999997
2003-02-19,0.386488
2003-02-20,0.38511999999999996
2003-02-21,0.388403
2003-02-24,0.39565100000000003
2003-02-25,0.394694
2003-02-26,0.396472
2003-02-27,0.400301
2003-02-28,0.392916
2003-03-03,0.38607800000000003
2003-03-04,0.388403
2003-03-05,0.388403
2003-03-06,0.37965
2003-03-07,0.37882899999999997
2003-03-10,0.37746199999999996
2003-03-11,0.37404299999999996
2003-03-12,0.37062399999999995
2003-03-13,0.36994
2003-03-14,0.369256
2003-03-17,0.36857199999999996
2003-03-18,0.367888
2003-03-19,0.360777
2003-03-20,0.38977
2003-03-21,0.379513
2003-03-24,0.369666
2003-03-25,0.36241799999999996
2003-03-26,0.369256
2003-03-27,0.35421199999999997
2003-03-28,0.32959499999999997
2003-03-31,0.33328800000000003
2003-04-01,0.341904
2003-04-02,0.348742
2003-04-03,0.355717
2003-04-04,0.35558
2003-04-07,0.35612699999999997
2003-04-08,0.35612699999999997
2003-04-09,0.36241799999999996
2003-04-10,0.36146100000000003
2003-04-11,0.364606
2003-04-14,0.376368
2003-04-15,0.38402600000000003
2003-04-16,0.3843
2003-04-17,0.387309
2003-04-21,0.384437
2003-04-22,0.392232
2003-04-23,0.39715500000000004
2003-04-24,0.405771
2003-04-25,0.39920700000000003
2003-04-28,0.39920700000000003
2003-04-29,0.410421
2003-04-30,0.407549
2003-05-01,0.407549
2003-05-02,0.400027
2003-05-05,0.405908
2003-05-06,0.39907
2003-05-07,0.40371999999999997
2003-05-08,0.40686500000000003
2003-05-09,0.41684899999999997
2003-05-12,0.412473
2003-05-13,0.40796
2003-05-14,0.397839
2003-05-15,0.388403
2003-05-16,0.393189
2003-05-19,0.384984
2003-05-20,0.383342
2003-05-21,0.39715500000000004
2003-05-22,0.40686500000000003
2003-05-23,0.415892
2003-05-27,0.428884
2003-05-28,0.41780600000000007
2003-05-29,0.415071
2003-05-30,0.41712299999999997
2003-06-02,0.437637
2003-06-03,0.43421800000000005
2003-06-04,0.423961
2003-06-05,0.426696
2003-06-06,0.432987
2003-06-09,0.44037200000000004
2003-06-10,0.44037200000000004
2003-06-11,0.44037200000000004
2003-06-12,0.45199700000000004
2003-06-13,0.46498900000000004
2003-06-16,0.470186
2003-06-17,0.486871
2003-06-18,0.48345200000000005
2003-06-19,0.48550299999999996
2003-06-20,0.49617100000000003
2003-06-23,0.47593
2003-06-24,0.46498900000000004
2003-06-25,0.46157
2003-06-26,0.461707
2003-06-27,0.45965500000000004
2003-06-30,0.474289
2003-07-01,0.476067
2003-07-02,0.474426
2003-07-03,0.474562
2003-07-07,0.468818
2003-07-08,0.468818
2003-07-09,0.47729799999999994
2003-07-10,0.48427200000000004
2003-07-11,0.487691
2003-07-14,0.48960600000000004
2003-07-15,0.48823900000000003
2003-07-16,0.48427200000000004
2003-07-17,0.46635699999999997
2003-07-18,0.469912
2003-07-21,0.47182700000000005
2003-07-22,0.46663000000000004
2003-07-23,0.47223699999999996
2003-07-24,0.470049
2003-07-25,0.474562
2003-07-28,0.47251099999999996
2003-07-29,0.482221
2003-07-30,0.475793
2003-07-31,0.47661400000000004
2003-08-01,0.493572
2003-08-04,0.5128560000000001
2003-08-05,0.518736
2003-08-06,0.5183260000000001
2003-08-07,0.506154
2003-08-08,0.500684
2003-08-11,0.49453
2003-08-12,0.492341
2003-08-13,0.491658
2003-08-14,0.516411
2003-08-15,0.521335
2003-08-18,0.524891
2003-08-19,0.542533
2003-08-20,0.545542
2003-08-21,0.545542
2003-08-22,0.5296770000000001
2003-08-25,0.5134029999999999
2003-08-26,0.511351
2003-08-27,0.5128560000000001
2003-08-28,0.5128560000000001
2003-08-29,0.5128560000000001
2003-09-02,0.515317
2003-09-03,0.53337
2003-09-04,0.544311
2003-09-05,0.53337
2003-09-08,0.532686
2003-09-09,0.53884
2003-09-10,0.547046
2003-09-11,0.552653
2003-09-12,0.547046
