Date,SPMD
2013-07-09,26.123333
2013-07-10,26.15
2013-07-11,26.496665999999998
2013-07-12,26.633333
2013-07-15,26.756666
2013-07-16,26.616667
2013-07-17,26.673334000000004
2013-07-18,26.906665999999998
2013-07-19,26.9
2013-07-22,27.040001
2013-07-23,27.013334000000004
2013-07-24,26.793333
2013-07-25,27.076665999999996
2013-07-26,26.983334000000003
2013-07-29,26.84
2013-07-30,26.969998999999998
2013-07-31,27.15
2013-08-01,27.466666999999998
2013-08-02,27.486665999999996
2013-08-05,27.496665999999998
2013-08-06,27.276667
2013-08-07,27.07
2013-08-08,27.07
2013-08-09,27.256666
2013-08-12,27.280001000000002
2013-08-13,27.266665999999997
2013-08-14,27.143333000000002
2013-08-15,26.623333000000002
2013-08-16,26.616667
2013-08-19,26.309998999999998
2013-08-20,26.68
2013-08-21,26.546667
2013-08-22,26.823334000000003
2013-08-23,26.943333000000003
2013-08-26,26.976667
2013-08-27,26.42
2013-08-28,26.483334000000003
2013-08-29,26.65
2013-08-30,26.360001
2013-09-03,26.346666
2013-09-04,26.719998999999998
2013-09-05,26.82
2013-09-06,26.896666999999997
2013-09-09,27.17
2013-09-10,27.396666999999997
2013-09-11,27.496665999999998
2013-09-12,27.416665999999996
2013-09-13,27.440001000000002
2013-09-16,27.546667
2013-09-17,27.793333
2013-09-18,28.096666
2013-09-19,28.056666999999997
2013-09-20,27.863333
2013-09-23,27.75
2013-09-24,27.833334000000004
2013-09-25,27.856666999999998
2013-09-26,27.926665999999997
2013-09-27,27.906665999999998
2013-09-30,27.803333000000002
2013-10-01,28.143333000000002
2013-10-02,28.113333
2013-10-03,27.870001000000002
2013-10-04,28.1
2013-10-07,27.916665999999996
2013-10-08,27.326665999999996
2013-10-09,27.173334000000004
2013-10-10,27.76
2013-10-11,28.08
2013-10-14,28.193333000000003
2013-10-15,28.013334000000004
2013-10-16,28.363333
2013-10-17,28.620001000000002
2013-10-18,28.843334000000002
2013-10-21,28.833334000000004
2013-10-22,28.963333000000002
2013-10-23,28.823334000000003
2013-10-24,28.85
2013-10-25,28.983334000000003
2013-10-28,28.893333000000002
2013-10-29,28.873333000000002
2013-10-30,28.716666999999998
2013-10-31,28.873333000000002
2013-11-01,28.67
2013-11-04,28.866667
2013-11-05,28.856666999999998
2013-11-06,28.683332
2013-11-07,28.173334000000004
2013-11-08,28.486665999999996
2013-11-11,28.66
2013-11-12,28.623333000000002
2013-11-13,28.923334000000004
2013-11-14,28.986665999999996
2013-11-15,29.146666999999997
2013-11-18,28.876666999999998
2013-11-19,28.666665999999996
2013-11-20,28.540001
2013-11-21,28.98
2013-11-22,29.17
2013-11-25,29.046667
2013-11-26,29.246665999999998
2013-11-27,29.363333
2013-11-29,29.4
2013-12-02,29.186666
2013-12-03,28.92
2013-12-04,29.023333
2013-12-05,29.076665999999996
2013-12-06,29.35
2013-12-09,29.233334000000003
2013-12-10,29.133333
2013-12-11,29.006666
2013-12-12,28.683332
2013-12-13,28.853333000000003
2013-12-16,29.139999
2013-12-17,29.120001000000002
2013-12-18,29.360001
2013-12-19,29.333334000000004
2013-12-20,26.976667
2013-12-23,27.193333000000003
2013-12-24,27.290001
2013-12-26,27.386667
2013-12-27,27.360001
2013-12-30,27.34
2013-12-31,27.516665999999997
2014-01-02,27.213333000000002
2014-01-03,27.34
2014-01-06,27.17
2014-01-07,27.360001
2014-01-08,27.333334000000004
2014-01-09,27.363333
2014-01-10,27.536666999999998
2014-01-13,27.209999
2014-01-14,27.613333
2014-01-15,27.676665999999997
2014-01-16,27.683332
2014-01-17,27.623333000000002
2014-01-21,27.693333000000003
2014-01-22,27.903334
2014-01-23,27.593334000000002
2014-01-24,26.950001
2014-01-27,26.833334000000004
2014-01-28,26.953333
2014-01-29,26.629998999999998
2014-01-30,27.02
2014-01-31,27.0
2014-02-03,26.059998999999998
2014-02-04,26.290001
2014-02-05,26.213333
2014-02-06,26.486665999999996
2014-02-07,26.763334000000004
2014-02-10,26.776667
2014-02-11,27.136667
2014-02-12,27.233334000000003
2014-02-13,27.526667
2014-02-14,27.616667
2014-02-18,27.856666999999998
2014-02-19,27.74
2014-02-20,27.753334000000002
2014-02-21,27.940001000000002
2014-02-24,28.206667
2014-02-25,28.173334000000004
2014-02-26,28.243334
2014-02-27,28.286666999999998
2014-02-28,28.333334000000004
2014-03-03,28.110001
2014-03-04,28.743334
2014-03-05,28.683332
2014-03-06,28.68
2014-03-07,28.616667
2014-03-10,28.530001000000002
2014-03-11,28.393333000000002
2014-03-12,28.373333000000002
2014-03-13,28.123333000000002
2014-03-14,28.123333000000002
2014-03-17,28.356666999999998
2014-03-18,28.59
2014-03-19,28.370001000000002
2014-03-20,28.370001000000002
2014-03-21,28.386667
2014-03-24,27.813334
2014-03-25,28.053333000000002
2014-03-26,27.92
2014-03-27,27.476667
2014-03-28,27.863333
2014-03-31,28.023333
2014-04-01,28.243334
2014-04-02,28.446666999999998
2014-04-03,28.283333000000002
2014-04-04,28.0
2014-04-07,27.186666
2014-04-08,27.426665999999997
2014-04-09,27.799999
2014-04-10,27.176665999999997
2014-04-11,26.826665999999996
2014-04-14,26.666665999999996
2014-04-15,26.926665999999997
2014-04-16,27.15
2014-04-17,27.403334
2014-04-21,27.459999
2014-04-22,27.843334000000002
2014-04-23,27.673334000000004
2014-04-24,27.586665999999997
2014-04-25,27.316668
2014-04-28,27.07
2014-04-29,27.24
2014-04-30,27.23
2014-05-01,27.4
2014-05-02,27.466666999999998
2014-05-05,27.443333000000003
2014-05-06,27.443333000000003
2014-05-07,27.193333000000003
2014-05-08,26.940001000000002
2014-05-09,27.116667
2014-05-12,27.593334000000002
2014-05-13,27.559998999999998
2014-05-14,27.25
2014-05-15,26.923334000000004
2014-05-16,27.059998999999998
2014-05-19,27.35
