Date,WMS
2014-07-25,16.15
2014-07-28,16.0
2014-07-29,16.01
2014-07-30,15.92
2014-07-31,15.54
2014-08-01,15.04
2014-08-04,15.0
2014-08-05,14.88
2014-08-06,15.09
2014-08-07,14.98
2014-08-08,15.79
2014-08-11,15.29
2014-08-12,15.74
2014-08-13,15.94
2014-08-14,15.98
2014-08-15,15.86
2014-08-18,15.85
2014-08-19,16.469998999999998
2014-08-20,17.17
2014-08-21,17.35
2014-08-22,17.16
2014-08-25,17.9
2014-08-26,17.959999
2014-08-27,18.799999
2014-08-28,18.950001
2014-08-29,18.969998999999998
2014-09-02,19.01
2014-09-03,19.139999
2014-09-04,19.139999
2014-09-05,18.879998999999998
2014-09-08,17.969998999999998
2014-09-09,18.959999
2014-09-10,20.200001
2014-09-11,20.110001
2014-09-12,20.379998999999998
2014-09-15,19.959999
2014-09-16,20.41
2014-09-17,20.07
2014-09-18,21.440001000000002
2014-09-19,19.549999
2014-09-22,19.950001
2014-09-23,20.02
2014-09-24,19.9
2014-09-25,20.209999
2014-09-26,21.76
2014-09-29,21.23
2014-09-30,20.950001
2014-10-01,20.9
2014-10-02,20.73
2014-10-03,20.780001000000002
2014-10-06,20.35
2014-10-07,20.02
2014-10-08,20.129998999999998
2014-10-09,19.799999
2014-10-10,19.790001
2014-10-13,20.1
2014-10-14,20.120001000000002
2014-10-15,20.299999
2014-10-16,21.43
2014-10-17,21.059998999999998
2014-10-20,21.23
2014-10-21,21.68
2014-10-22,21.110001
2014-10-23,22.09
2014-10-24,20.940001000000002
2014-10-27,19.889999
2014-10-28,20.860001
2014-10-29,21.08
2014-10-30,21.129998999999998
2014-10-31,21.84
2014-11-03,21.98
2014-11-04,20.950001
2014-11-05,21.610001
2014-11-06,23.209999
2014-11-07,22.24
2014-11-10,22.219998999999998
2014-11-11,23.360001
2014-11-12,23.719998999999998
2014-11-13,23.190001000000002
2014-11-14,23.219998999999998
2014-11-17,22.440001000000002
2014-11-18,23.389999
2014-11-19,23.129998999999998
2014-11-20,22.75
2014-11-21,23.200001
2014-11-24,23.209999
2014-11-25,22.82
2014-11-26,23.24
2014-11-28,23.51
2014-12-01,23.209999
2014-12-02,21.49
2014-12-03,21.66
2014-12-04,21.25
2014-12-05,21.58
2014-12-08,21.780001000000002
2014-12-09,21.620001000000002
2014-12-10,21.639999
2014-12-11,21.93
2014-12-12,21.629998999999998
2014-12-15,21.389999
2014-12-16,21.209999
2014-12-17,21.83
2014-12-18,22.120001000000002
2014-12-19,22.549999
2014-12-22,22.93
2014-12-23,22.719998999999998
2014-12-24,23.0
2014-12-26,23.209999
2014-12-29,23.33
2014-12-30,23.09
2014-12-31,22.98
2015-01-02,22.92
2015-01-05,22.4
2015-01-06,22.35
2015-01-07,23.129998999999998
2015-01-08,23.809998999999998
2015-01-09,24.030001000000002
2015-01-12,24.629998999999998
2015-01-13,24.030001000000002
2015-01-14,24.01
2015-01-15,23.9
2015-01-16,23.799999
2015-01-20,23.389999
2015-01-21,24.209999
2015-01-22,24.67
2015-01-23,25.09
2015-01-26,25.58
2015-01-27,24.950001
2015-01-28,24.790001
2015-01-29,25.25
2015-01-30,24.870001000000002
2015-02-02,24.75
2015-02-03,24.799999
2015-02-04,24.540001
2015-02-05,23.98
2015-02-06,24.530001000000002
2015-02-09,24.43
2015-02-10,24.15
2015-02-11,24.610001
2015-02-12,24.67
2015-02-13,25.030001000000002
2015-02-17,24.59
2015-02-18,25.040001
2015-02-19,25.280001000000002
2015-02-20,26.219998999999998
2015-02-23,26.74
2015-02-24,26.799999
2015-02-25,26.540001
2015-02-26,26.85
2015-02-27,27.15
2015-03-02,27.440001000000002
2015-03-03,27.209999
2015-03-04,27.440001000000002
2015-03-05,27.76
2015-03-06,27.799999
2015-03-09,27.99
2015-03-10,27.889999
2015-03-11,28.059998999999998
2015-03-12,28.26
2015-03-13,27.85
2015-03-16,28.01
2015-03-17,28.33
2015-03-18,28.6
2015-03-19,28.690001000000002
2015-03-20,28.879998999999998
2015-03-23,28.889999
2015-03-24,29.040001
2015-03-25,29.0
2015-03-26,28.639999
2015-03-27,29.1
2015-03-30,29.629998999999998
2015-03-31,29.940001000000002
2015-04-01,29.01
2015-04-02,29.030001000000002
2015-04-06,29.110001
2015-04-07,28.26
2015-04-08,28.690001000000002
2015-04-09,28.85
2015-04-10,28.65
2015-04-13,28.65
2015-04-14,29.41
2015-04-15,29.860001
2015-04-16,29.26
2015-04-17,28.889999
2015-04-20,28.74
2015-04-21,28.030001000000002
2015-04-22,28.559998999999998
2015-04-23,28.780001000000002
2015-04-24,28.85
2015-04-27,28.48
2015-04-28,28.950001
2015-04-29,28.75
2015-04-30,28.0
2015-05-01,27.93
2015-05-04,28.450001
2015-05-05,26.809998999999998
2015-05-06,26.73
2015-05-07,27.49
2015-05-08,27.49
2015-05-11,27.469998999999998
2015-05-12,29.77
2015-05-13,30.049999
2015-05-14,29.870001000000002
2015-05-15,29.559998999999998
2015-05-18,29.690001000000002
2015-05-19,29.5
2015-05-20,29.58
2015-05-21,29.18
2015-05-22,28.940001000000002
2015-05-26,28.67
2015-05-27,29.209999
2015-05-28,29.07
2015-05-29,29.040001
2015-06-01,29.33
2015-06-02,29.889999
2015-06-03,30.02
2015-06-04,30.299999
2015-06-05,30.82
2015-06-08,30.889999
2015-06-09,30.639999
2015-06-10,31.32
2015-06-11,31.27
2015-06-12,31.200001
2015-06-15,32.200001
2015-06-16,32.43
2015-06-17,32.529999
2015-06-18,33.029999
2015-06-19,32.5
2015-06-22,32.360001000000004
2015-06-23,32.02
2015-06-24,31.200001
2015-06-25,30.879998999999998
2015-06-26,30.65
2015-06-29,29.809998999999998
2015-06-30,29.33
2015-07-01,29.280001000000002
2015-07-02,29.209999
2015-07-06,29.459999
2015-07-07,28.969998999999998
2015-07-08,28.950001
2015-07-09,28.610001
2015-07-10,28.969998999999998
