Date,CBI
2012-06-18,36.34
2012-06-19,37.799999
2012-06-20,38.310001
2012-06-21,36.490002000000004
2012-06-22,36.349998
2012-06-25,34.91
2012-06-26,35.0
2012-06-27,35.580002
2012-06-28,36.860001000000004
2012-06-29,37.959998999999996
2012-07-02,37.990002000000004
2012-07-03,38.610001000000004
2012-07-05,38.169998
2012-07-06,37.389998999999996
2012-07-09,37.48
2012-07-10,36.610001000000004
2012-07-11,36.060001
2012-07-12,36.259997999999996
2012-07-13,36.330002
2012-07-16,37.119999
2012-07-17,37.09
2012-07-18,37.77
2012-07-19,38.330002
2012-07-20,37.619999
2012-07-23,37.189999
2012-07-24,36.41
2012-07-25,39.240002000000004
2012-07-26,40.139998999999996
2012-07-27,40.700001
2012-07-30,34.939999
2012-07-31,35.740002000000004
2012-08-01,35.130001
2012-08-02,35.439999
2012-08-03,36.439999
2012-08-06,36.799999
2012-08-07,37.299999
2012-08-08,38.009997999999996
2012-08-09,38.07
2012-08-10,37.209998999999996
2012-08-13,36.889998999999996
2012-08-14,36.490002000000004
2012-08-15,37.34
2012-08-16,37.959998999999996
2012-08-17,37.619999
2012-08-20,37.93
2012-08-21,37.630001
2012-08-22,37.700001
2012-08-23,37.419998
2012-08-24,37.5
2012-08-27,37.049999
2012-08-28,37.080002
2012-08-29,36.950001
2012-08-30,36.610001000000004
2012-08-31,36.82
2012-09-04,37.759997999999996
2012-09-05,37.779999
2012-09-06,38.560001
2012-09-07,39.709998999999996
2012-09-10,39.48
2012-09-11,40.290001000000004
2012-09-12,40.080002
2012-09-13,40.799999
2012-09-14,41.360001000000004
2012-09-17,40.810001
2012-09-18,41.16
2012-09-19,40.689999
2012-09-20,39.950001
2012-09-21,39.369999
2012-09-24,39.389998999999996
2012-09-25,37.790001000000004
2012-09-26,38.060001
2012-09-27,38.150002
2012-09-28,38.09
2012-10-01,38.630001
2012-10-02,38.380001
2012-10-03,38.189999
2012-10-04,39.130001
2012-10-05,39.27
2012-10-08,38.689999
2012-10-09,38.189999
2012-10-10,37.66
2012-10-11,38.240002000000004
2012-10-12,38.259997999999996
2012-10-15,38.419998
2012-10-16,39.290001000000004
2012-10-17,39.279999
2012-10-18,39.439999
2012-10-19,38.290001000000004
2012-10-22,38.209998999999996
2012-10-23,37.639998999999996
2012-10-24,37.07
2012-10-25,37.689999
2012-10-26,37.25
2012-10-31,37.549999
2012-11-01,38.900002
2012-11-02,38.200001
2012-11-05,38.91
2012-11-06,39.419998
2012-11-07,38.189999
2012-11-08,37.43
2012-11-09,37.279999
2012-11-12,37.5
2012-11-13,37.599998
2012-11-14,37.119999
2012-11-15,36.82
2012-11-16,37.18
2012-11-19,37.580002
2012-11-20,38.549999
2012-11-21,39.02
2012-11-23,39.57
2012-11-26,39.369999
2012-11-27,39.639998999999996
2012-11-28,39.82
2012-11-29,40.0
2012-11-30,40.630001
2012-12-03,40.59
2012-12-04,41.009997999999996
2012-12-05,40.849998
2012-12-06,40.860001000000004
2012-12-07,41.099998
2012-12-10,41.25
2012-12-11,41.970001
2012-12-12,41.34
2012-12-13,41.990002000000004
2012-12-14,41.75
2012-12-17,41.799999
2012-12-18,42.619999
2012-12-19,44.470001
2012-12-20,45.490002000000004
2012-12-21,45.32
2012-12-24,45.41
2012-12-26,45.779999
2012-12-27,45.700001
2012-12-28,44.700001
2012-12-31,46.349998
2013-01-02,47.27
2013-01-03,46.549999
2013-01-04,46.59
2013-01-07,47.27
2013-01-08,47.029999
2013-01-09,47.380001
2013-01-10,47.75
2013-01-11,47.220001
2013-01-14,47.790001000000004
2013-01-15,48.200001
2013-01-16,48.200001
2013-01-17,48.790001000000004
2013-01-18,48.98
2013-01-22,49.77
2013-01-23,50.099998
2013-01-24,50.220001
2013-01-25,51.099998
2013-01-28,51.400002
2013-01-29,51.189999
2013-01-30,50.950001
2013-01-31,50.810001
2013-02-01,51.25
2013-02-04,51.259997999999996
2013-02-05,52.490002000000004
2013-02-06,53.380001
2013-02-07,52.970001
2013-02-08,51.860001000000004
2013-02-11,51.970001
2013-02-12,52.110001000000004
2013-02-13,52.779999
2013-02-14,53.439999
2013-02-15,54.09
2013-02-19,54.84
2013-02-20,53.290001000000004
2013-02-21,52.889998999999996
2013-02-22,54.009997999999996
2013-02-25,52.110001000000004
2013-02-26,52.200001
2013-02-27,53.02
2013-02-28,53.59
2013-03-01,53.959998999999996
2013-03-04,54.0
2013-03-05,55.0
2013-03-06,55.25
2013-03-07,55.869999
2013-03-08,57.02
2013-03-11,56.91
2013-03-12,57.32
2013-03-13,57.779999
2013-03-14,57.82
2013-03-15,57.869999
2013-03-18,57.529999
2013-03-19,56.810001
2013-03-20,58.380001
2013-03-21,57.389998999999996
2013-03-22,57.400002
2013-03-25,57.580002
2013-03-26,58.959998999999996
2013-03-27,59.009997999999996
2013-03-28,62.099998
2013-04-01,60.740002000000004
2013-04-02,58.77
2013-04-03,57.009997999999996
2013-04-04,57.400002
2013-04-05,57.970001
2013-04-08,58.82
2013-04-09,58.630001
2013-04-10,59.130001
2013-04-11,56.709998999999996
2013-04-12,56.459998999999996
2013-04-15,52.549999
2013-04-16,52.639998999999996
2013-04-17,51.599998
2013-04-18,50.919998
2013-04-19,51.380001
2013-04-22,52.27
2013-04-23,52.369999
2013-04-24,52.700001
2013-04-25,53.5
2013-04-26,53.279999
2013-04-29,52.889998999999996
2013-04-30,53.790001000000004
2013-05-01,52.290001000000004
2013-05-02,53.630001
2013-05-03,55.220001
2013-05-06,56.299999
2013-05-07,56.5
2013-05-08,57.080002
2013-05-09,57.25
2013-05-10,57.150002
2013-05-13,57.349998
2013-05-14,57.900002
2013-05-15,57.759997999999996
2013-05-16,59.580002
2013-05-17,61.759997999999996
2013-05-20,63.41
2013-05-21,63.700001
2013-05-22,63.07
2013-05-23,63.259997999999996
2013-05-24,62.779999
2013-05-28,63.740002000000004
2013-05-29,62.5
2013-05-30,63.529999
2013-05-31,63.299999
2013-06-03,62.580002
2013-06-04,61.630001
2013-06-05,60.220001
2013-06-06,60.470001
2013-06-07,60.619999
2013-06-10,60.740002000000004
2013-06-11,58.779999
2013-06-12,57.889998999999996
2013-06-13,58.610001000000004
2013-06-14,58.990002000000004
2013-06-17,59.919998
2013-06-18,61.060001
2013-06-19,61.080002
2013-06-20,59.419998
2013-06-21,59.130001
2013-06-24,58.09
2013-06-25,59.040001000000004
2013-06-26,59.580002
2013-06-27,59.720001
2013-06-28,59.66
2013-07-01,60.130001
2013-07-02,60.16
2013-07-03,59.93
2013-07-05,60.279999
2013-07-08,59.84
2013-07-09,60.720001
2013-07-10,60.799999
2013-07-11,61.349998
2013-07-12,61.299999
2013-07-15,62.09
2013-07-16,61.650002
2013-07-17,61.759997999999996
2013-07-18,62.27
2013-07-19,62.709998999999996
2013-07-22,62.75
2013-07-23,62.25
2013-07-24,61.279999
2013-07-25,60.82
2013-07-26,60.720001
2013-07-29,59.450001
2013-07-30,59.700001
2013-07-31,59.580002
2013-08-01,60.009997999999996
2013-08-02,59.84
2013-08-05,60.099998
2013-08-06,58.93
2013-08-07,59.169998
2013-08-08,59.66
2013-08-09,59.860001000000004
2013-08-12,59.650002
2013-08-13,59.369999
2013-08-14,60.400002
2013-08-15,60.400002
2013-08-16,61.27
2013-08-19,60.209998999999996
2013-08-20,60.16
2013-08-21,59.299999
2013-08-22,61.25
2013-08-23,61.369999
2013-08-26,61.220001
2013-08-27,60.419998
2013-08-28,60.970001
2013-08-29,60.700001
2013-08-30,59.830002
2013-09-03,60.450001
2013-09-04,59.91
2013-09-05,59.709998999999996
2013-09-06,59.389998999999996
2013-09-09,60.799999
2013-09-10,62.98
2013-09-11,64.150002
2013-09-12,64.339996
2013-09-13,63.5
2013-09-16,64.209999
2013-09-17,64.209999
2013-09-18,66.190002
2013-09-19,66.709999
2013-09-20,66.639999
2013-09-23,66.260002
2013-09-24,66.360001
2013-09-25,65.839996
2013-09-26,67.089996
2013-09-27,67.279999
2013-09-30,67.769997
2013-10-01,70.0
2013-10-02,70.779999
2013-10-03,69.690002
2013-10-04,70.470001
2013-10-07,70.0
2013-10-08,68.010002
2013-10-09,68.360001
2013-10-10,70.699997
2013-10-11,71.050003
