Date,RHHVF
2009-10-30,161.199997
2009-11-02,161.199997
2009-11-03,159.0
2009-11-04,156.0
2009-11-05,157.75
2009-11-06,156.5
2009-11-09,164.0
2009-11-10,164.0
2009-11-11,162.0
2009-11-12,157.5
2009-11-13,160.0
2009-11-16,162.0
2009-11-17,160.5
2009-11-18,161.0
2009-11-19,158.25
2009-11-20,159.0
2009-11-23,164.0
2009-11-24,168.0
2009-11-25,167.25
2009-11-27,167.25
2009-11-30,167.25
2009-12-01,165.0
2009-12-02,166.199997
2009-12-03,165.699997
2009-12-04,165.699997
2009-12-07,165.699997
2009-12-08,165.699997
2009-12-09,162.479996
2009-12-10,165.199997
2009-12-11,165.199997
2009-12-14,165.199997
2009-12-15,165.199997
2009-12-16,165.199997
2009-12-17,166.0
2009-12-18,168.5
2009-12-21,168.5
2009-12-22,172.0
2009-12-23,172.0
2009-12-24,172.0
2009-12-28,170.25
2009-12-29,170.0
2009-12-30,170.0
2009-12-31,169.0
2010-01-04,172.25
2010-01-05,171.25
2010-01-06,173.550003
2010-01-07,173.550003
2010-01-08,173.550003
2010-01-11,175.0
2010-01-12,175.0
2010-01-13,175.0
2010-01-14,175.0
2010-01-15,179.5
2010-01-19,179.5
2010-01-20,179.5
2010-01-21,178.399994
2010-01-22,178.399994
2010-01-25,175.550003
2010-01-26,174.649994
2010-01-27,175.580002
2010-01-28,171.0
2010-01-29,168.5
2010-02-01,168.5
2010-02-02,168.5
2010-02-03,168.5
2010-02-04,164.25
2010-02-05,158.0
2010-02-08,165.0
2010-02-09,164.0
2010-02-10,165.369995
2010-02-11,166.5
2010-02-12,166.5
2010-02-16,167.899994
2010-02-17,168.75
2010-02-18,168.75
2010-02-19,168.75
2010-02-22,169.25
2010-02-23,169.25
2010-02-24,165.330002
2010-02-25,165.330002
2010-02-26,165.330002
2010-03-01,165.330002
2010-03-02,165.330002
2010-03-03,172.5
2010-03-04,172.5
2010-03-05,172.5
2010-03-08,172.5
2010-03-09,170.0
2010-03-10,168.0
2010-03-11,167.5
2010-03-12,164.0
2010-03-15,164.0
2010-03-16,166.0
2010-03-17,164.0
2010-03-18,164.0
2010-03-19,165.0
2010-03-22,165.0
2010-03-23,164.25
2010-03-24,163.0
2010-03-25,161.220001
2010-03-26,160.25
2010-03-29,160.0
2010-03-30,160.0
2010-03-31,161.679993
2010-04-01,162.25
2010-04-05,160.75
2010-04-06,157.100006
2010-04-07,157.100006
2010-04-08,159.0
2010-04-09,162.75
2010-04-12,160.0
2010-04-13,159.0
2010-04-14,164.0
2010-04-15,168.5
2010-04-16,164.0
2010-04-19,164.0
2010-04-20,164.600006
2010-04-21,164.600006
2010-04-22,161.5
2010-04-23,160.5
2010-04-26,160.5
2010-04-27,155.0
2010-04-28,155.0
2010-04-29,157.5
2010-04-30,157.25
2010-05-03,153.75
2010-05-04,151.25
2010-05-05,149.75
2010-05-06,146.0
2010-05-07,144.75
2010-05-10,144.75
2010-05-11,149.25
2010-05-12,149.75
2010-05-13,149.0
2010-05-14,146.100006
2010-05-17,145.5
2010-05-18,139.25
2010-05-19,141.0
2010-05-20,139.0
2010-05-21,137.0
2010-05-24,137.0
2010-05-25,132.0
2010-05-26,132.5
2010-05-27,136.25
2010-05-28,137.5
2010-06-01,139.5
2010-06-02,139.5
2010-06-03,139.5
2010-06-04,139.5
2010-06-07,136.0
2010-06-08,137.25
2010-06-09,137.229996
2010-06-10,137.75
2010-06-11,143.0
2010-06-14,136.25
2010-06-15,138.0
2010-06-16,138.0
2010-06-17,141.75
2010-06-18,141.75
2010-06-21,141.75
2010-06-22,140.0
2010-06-23,139.0
2010-06-24,140.0
2010-06-25,140.0
2010-06-28,142.25
2010-06-29,137.0
2010-06-30,138.0
2010-07-01,138.5
2010-07-02,137.0
2010-07-06,138.75
2010-07-07,150.5
2010-07-08,150.5
2010-07-09,140.850006
2010-07-12,143.0
2010-07-13,141.300003
2010-07-14,141.75
2010-07-15,141.75
2010-07-16,139.0
2010-07-19,139.0
2010-07-20,138.850006
2010-07-21,128.240005
2010-07-22,133.25
2010-07-23,128.75
2010-07-26,128.0
2010-07-27,126.0
2010-07-28,131.0
2010-07-29,130.0
2010-07-30,129.75
2010-08-02,131.5
2010-08-03,133.0
2010-08-04,134.0
2010-08-05,136.0
2010-08-06,139.940002
2010-08-09,138.649994
2010-08-10,138.649994
2010-08-11,137.53999299999998
2010-08-12,135.25
2010-08-13,136.0
2010-08-16,136.0
2010-08-17,137.0
2010-08-18,137.75
2010-08-19,140.570007
2010-08-20,134.600006
2010-08-23,134.5
2010-08-24,134.5
2010-08-25,136.100006
2010-08-26,135.21000700000002
2010-08-27,133.0
2010-08-30,133.0
2010-08-31,135.5
2010-09-01,137.25
2010-09-02,137.25
2010-09-03,137.25
2010-09-07,141.0
2010-09-08,141.0
2010-09-09,141.25
2010-09-10,140.75
2010-09-13,142.899994
2010-09-14,142.899994
2010-09-15,142.899994
2010-09-16,135.75
2010-09-17,135.5
2010-09-20,136.5
2010-09-21,137.0
2010-09-22,137.0
2010-09-23,137.0
2010-09-24,135.5
2010-09-27,133.5
2010-09-28,132.75
2010-09-29,134.75
2010-09-30,136.949997
2010-10-01,139.600006
2010-10-04,137.75
2010-10-05,137.75
2010-10-06,143.5
2010-10-07,144.869995
2010-10-08,145.0
2010-10-11,144.050003
2010-10-12,144.050003
2010-10-13,145.699997
2010-10-14,144.5
2010-10-15,147.800003
2010-10-18,149.25
2010-10-19,148.0
2010-10-20,149.350006
2010-10-21,147.800003
2010-10-22,145.5
2010-10-25,147.5
2010-10-26,144.5
2010-10-27,146.25
2010-10-28,148.449997
2010-10-29,148.449997
2010-11-01,148.449997
2010-11-02,148.449997
2010-11-03,148.75
2010-11-04,151.25
2010-11-05,151.25
2010-11-08,148.199997
2010-11-09,147.25
2010-11-10,147.0
2010-11-11,146.850006
2010-11-12,145.0
2010-11-15,145.0
2010-11-16,143.0
2010-11-17,146.25
2010-11-18,146.25
2010-11-19,146.0
2010-11-22,144.559998
2010-11-23,140.0
2010-11-24,141.25
2010-11-26,143.21000700000002
2010-11-29,138.600006
2010-11-30,138.25
2010-12-01,137.300003
2010-12-02,139.75
2010-12-03,141.399994
2010-12-06,140.0
2010-12-07,140.5
2010-12-08,140.5
2010-12-09,144.100006
2010-12-10,144.75
2010-12-13,145.75
2010-12-14,147.350006
2010-12-15,147.350006
2010-12-16,143.0
2010-12-17,142.0
2010-12-20,143.979996
2010-12-21,143.75
2010-12-22,144.100006
2010-12-23,144.75
2010-12-27,143.5
2010-12-28,146.300003
2010-12-29,146.25
2010-12-30,145.75
2010-12-31,146.5
2011-01-03,146.0
2011-01-04,144.5
2011-01-05,144.5
2011-01-06,144.5
2011-01-07,141.199997
2011-01-10,137.350006
2011-01-11,137.350006
2011-01-12,141.100006
2011-01-13,141.0
2011-01-14,141.75
2011-01-18,145.75
2011-01-19,147.850006
2011-01-20,145.0
2011-01-21,147.350006
2011-01-24,151.199997
2011-01-25,152.5
2011-01-26,154.050003
2011-01-27,153.0
2011-01-28,153.25
2011-01-31,153.600006
2011-02-01,155.5
2011-02-02,150.5
2011-02-03,149.5
2011-02-04,149.5
2011-02-07,146.649994
2011-02-08,146.25
2011-02-09,146.0
2011-02-10,144.25
2011-02-11,144.25
2011-02-14,145.300003
2011-02-15,143.66000400000001
2011-02-16,143.649994
2011-02-17,144.75
2011-02-18,145.75
2011-02-22,145.25
2011-02-23,146.850006
2011-02-24,146.75
2011-02-25,146.899994
2011-02-28,150.5
2011-03-01,149.75
2011-03-02,149.0
2011-03-03,144.800003
2011-03-04,143.25
2011-03-07,141.630005
2011-03-08,141.25
2011-03-09,142.350006
2011-03-10,143.149994
2011-03-11,141.5
2011-03-14,141.25
2011-03-15,138.699997
2011-03-16,137.100006
2011-03-17,138.949997
2011-03-18,139.300003
2011-03-21,139.800003
2011-03-22,141.800003
2011-03-23,142.5
2011-03-24,143.350006
2011-03-25,142.449997
2011-03-28,141.899994
2011-03-29,141.899994
2011-03-30,143.0
2011-03-31,143.699997
2011-04-01,143.050003
2011-04-04,143.949997
2011-04-05,142.029999
2011-04-06,145.399994
2011-04-07,146.0
2011-04-08,146.449997
2011-04-11,148.050003
2011-04-12,148.610001
2011-04-13,148.199997
2011-04-14,148.25
2011-04-15,148.800003
2011-04-18,147.100006
2011-04-19,148.399994
2011-04-20,152.5
2011-04-21,154.949997
2011-04-25,154.350006
2011-04-26,155.0
2011-04-27,155.0
2011-04-28,158.75
2011-04-29,162.520004
2011-05-02,164.5
2011-05-03,166.5
2011-05-04,165.75
2011-05-05,163.25
2011-05-06,166.300003
2011-05-09,164.25
2011-05-10,165.050003
2011-05-11,166.0
2011-05-12,167.75
2011-05-13,166.41000400000001
2011-05-16,169.949997
2011-05-17,168.25
2011-05-18,168.25
2011-05-19,170.0
2011-05-20,169.550003
2011-05-23,165.300003
2011-05-24,166.75
2011-05-25,169.050003
2011-05-26,171.649994
2011-05-27,174.100006
2011-05-31,175.5
2011-06-01,175.5
2011-06-02,174.600006
2011-06-03,175.850006
2011-06-06,175.009995
2011-06-07,173.0
2011-06-08,170.899994
2011-06-09,170.0
2011-06-10,167.449997
2011-06-13,168.5
2011-06-14,168.25
2011-06-15,164.75
2011-06-16,163.300003
2011-06-17,164.66000400000001
2011-06-20,165.320007
2011-06-21,166.350006
2011-06-22,165.100006
2011-06-23,162.5
2011-06-24,163.5
2011-06-27,165.25
2011-06-28,165.699997
2011-06-29,166.25
2011-06-30,166.949997
2011-07-01,166.5
2011-07-05,166.16000400000001
2011-07-06,165.100006
2011-07-07,163.41000400000001
2011-07-08,162.699997
2011-07-11,161.550003
2011-07-12,164.240005
2011-07-13,166.300003
2011-07-14,166.5
2011-07-15,166.699997
2011-07-18,166.149994
2011-07-19,168.100006
2011-07-20,171.5
2011-07-21,172.75
2011-07-22,175.020004
2011-07-25,180.25
2011-07-26,181.050003
2011-07-27,179.5
2011-07-28,178.050003
2011-07-29,180.300003
2011-08-01,179.75
2011-08-02,176.03999299999998
2011-08-03,178.080002
2011-08-04,173.25
2011-08-05,168.5
2011-08-08,161.75
2011-08-09,168.0
2011-08-10,160.5
2011-08-11,160.399994
2011-08-12,163.100006
2011-08-15,164.0
2011-08-16,164.58999599999999
2011-08-17,168.75
2011-08-18,163.399994
2011-08-19,162.050003
2011-08-22,166.449997
2011-08-23,170.440002
2011-08-24,170.5
2011-08-25,169.800003
2011-08-26,166.800003
2011-08-29,166.800003
2011-08-30,169.800003
2011-08-31,175.5
2011-09-01,179.300003
2011-09-02,176.5
2011-09-06,164.100006
2011-09-07,165.75
2011-09-08,162.050003
2011-09-09,158.58999599999999
2011-09-12,155.350006
2011-09-13,155.350006
2011-09-14,156.199997
2011-09-15,158.850006
2011-09-16,158.850006
2011-09-19,151.800003
2011-09-20,154.259995
2011-09-21,155.0
2011-09-22,148.699997
2011-09-23,150.5
2011-09-26,155.350006
2011-09-27,159.669998
2011-09-28,159.449997
2011-09-29,160.800003
2011-09-30,161.449997
2011-10-03,161.449997
2011-10-04,160.25
2011-10-05,156.75
2011-10-06,158.699997
2011-10-07,162.25
2011-10-10,162.25
2011-10-11,164.300003
2011-10-12,165.25
2011-10-13,157.830002
2011-10-14,160.149994
2011-10-17,157.850006
2011-10-18,160.429993
2011-10-19,157.429993
2011-10-20,160.25
2011-10-21,163.550003
2011-10-24,162.600006
2011-10-25,160.509995
2011-10-26,162.309998
2011-10-27,167.509995
2011-10-28,168.25
2011-10-31,165.0
2011-11-01,161.050003
2011-11-02,159.649994
2011-11-03,163.5
2011-11-04,160.850006
2011-11-07,158.300003
2011-11-08,160.5
2011-11-09,155.100006
2011-11-10,153.600006
2011-11-11,156.199997
2011-11-14,156.440002
2011-11-15,156.440002
2011-11-16,156.020004
2011-11-17,153.75
2011-11-18,155.080002
2011-11-21,149.550003
2011-11-22,148.899994
2011-11-23,149.149994
2011-11-25,148.25
2011-11-28,151.300003
2011-11-29,153.399994
2011-11-30,158.0
2011-12-01,161.350006
2011-12-02,159.479996
2011-12-05,159.649994
2011-12-06,160.800003
2011-12-07,160.83999599999999
2011-12-08,163.25
2011-12-09,166.309998
2011-12-12,163.520004
2011-12-13,165.600006
2011-12-14,164.66000400000001
2011-12-15,169.149994
2011-12-16,168.75
2011-12-19,168.5
2011-12-20,168.270004
2011-12-21,166.96000700000002
2011-12-22,166.399994
2011-12-23,169.0
2011-12-27,168.75
2011-12-28,168.25
2011-12-29,168.75
2011-12-30,169.5
2012-01-03,173.25
2012-01-04,172.0
2012-01-05,171.080002
2012-01-06,171.080002
2012-01-09,171.080002
2012-01-10,171.080002
2012-01-11,171.080002
2012-01-12,173.050003
2012-01-13,170.009995
2012-01-17,172.149994
2012-01-18,175.300003
2012-01-19,177.25
2012-01-20,177.25
2012-01-23,176.479996
2012-01-24,177.0
2012-01-25,174.190002
2012-01-26,173.550003
2012-01-27,171.350006
2012-01-30,170.0
2012-01-31,170.970001
2012-02-01,168.5
2012-02-02,166.5
2012-02-03,171.16000400000001
2012-02-06,171.350006
2012-02-07,176.25
2012-02-08,178.03999299999998
2012-02-09,179.029999
2012-02-10,177.25
2012-02-13,179.139999
2012-02-14,179.139999
2012-02-15,175.25
2012-02-16,176.580002
2012-02-17,175.800003
2012-02-21,176.580002
2012-02-22,174.300003
2012-02-23,176.520004
2012-02-24,176.919998
2012-02-27,175.550003
2012-02-28,175.25
2012-02-29,173.259995
2012-03-01,173.0
2012-03-02,171.800003
2012-03-05,174.940002
2012-03-06,172.479996
2012-03-07,175.600006
2012-03-08,173.600006
2012-03-09,171.800003
2012-03-12,171.75
2012-03-13,171.449997
2012-03-14,171.899994
2012-03-15,173.5
2012-03-16,174.050003
2012-03-19,175.259995
2012-03-20,175.050003
2012-03-21,175.199997
2012-03-22,175.199997
2012-03-23,173.0
2012-03-26,174.600006
2012-03-27,174.5
2012-03-28,175.699997
2012-03-29,173.479996
2012-03-30,174.75
2012-04-02,178.690002
2012-04-03,177.199997
2012-04-04,172.5
2012-04-05,170.5
2012-04-09,171.25
2012-04-10,168.139999
2012-04-11,167.740005
2012-04-12,167.740005
2012-04-13,171.080002
2012-04-16,173.300003
2012-04-17,175.509995
2012-04-18,177.25
2012-04-19,178.330002
2012-04-20,184.350006
2012-04-23,181.699997
2012-04-24,182.5
2012-04-25,182.5
2012-04-26,182.5
2012-04-27,182.649994
2012-04-30,182.699997
2012-05-01,183.800003
2012-05-02,181.470001
2012-05-03,180.449997
2012-05-04,179.899994
2012-05-07,174.5
2012-05-08,170.399994
2012-05-09,169.75
2012-05-10,168.75
2012-05-11,168.75
2012-05-14,165.300003
2012-05-15,163.300003
2012-05-16,164.25
2012-05-17,163.190002
2012-05-18,160.5
2012-05-21,162.050003
2012-05-22,162.25
2012-05-23,159.199997
2012-05-24,159.149994
2012-05-25,158.25
2012-05-29,159.0
2012-05-30,156.600006
2012-05-31,156.5
2012-06-01,155.25
2012-06-04,155.300003
2012-06-05,154.899994
2012-06-06,160.0
2012-06-07,161.0
2012-06-08,159.350006
2012-06-11,160.25
2012-06-12,163.149994
2012-06-13,164.75
2012-06-14,164.880005
2012-06-15,163.949997
2012-06-18,163.25
2012-06-19,171.0
2012-06-20,168.96000700000002
2012-06-21,168.509995
2012-06-22,169.100006
2012-06-25,165.600006
2012-06-26,168.600006
2012-06-27,169.25
2012-06-28,168.5
2012-06-29,171.860001
2012-07-02,172.149994
2012-07-03,174.020004
2012-07-05,174.020004
2012-07-06,170.949997
2012-07-09,171.119995
2012-07-10,170.399994
2012-07-11,170.399994
2012-07-12,170.050003
2012-07-13,170.889999
2012-07-16,172.75
2012-07-17,174.139999
2012-07-18,174.0
2012-07-19,175.25
2012-07-20,172.800003
2012-07-23,168.66000400000001
2012-07-24,167.5
2012-07-25,170.28999299999998
2012-07-26,170.53999299999998
2012-07-27,174.0
2012-07-30,172.899994
2012-07-31,176.5
2012-08-01,177.149994
2012-08-02,176.75
2012-08-03,178.699997
2012-08-06,177.470001
2012-08-07,180.0
2012-08-08,178.990005
2012-08-09,177.270004
2012-08-10,177.970001
2012-08-13,180.0
2012-08-14,180.050003
2012-08-15,180.050003
2012-08-16,182.050003
2012-08-17,179.029999
2012-08-20,180.020004
2012-08-21,180.91000400000001
2012-08-22,179.369995
2012-08-23,180.919998
2012-08-24,183.5
2012-08-27,183.149994
2012-08-28,182.600006
2012-08-29,180.5
2012-08-30,179.5
2012-08-31,179.5
2012-09-04,180.850006
2012-09-05,182.449997
2012-09-06,185.53999299999998
2012-09-07,187.559998
2012-09-10,185.449997
2012-09-11,186.899994
2012-09-12,185.820007
2012-09-13,187.58999599999999
2012-09-14,190.300003
2012-09-17,190.300003
2012-09-18,189.33999599999999
2012-09-19,192.25
2012-09-20,189.600006
2012-09-21,191.699997
2012-09-24,190.949997
2012-09-25,189.75
2012-09-26,189.75
2012-09-27,189.429993
2012-09-28,189.429993
2012-10-01,190.699997
2012-10-02,190.699997
2012-10-03,190.699997
2012-10-04,193.429993
2012-10-05,196.100006
2012-10-08,197.199997
2012-10-09,195.550003
2012-10-10,195.550003
2012-10-11,195.550003
2012-10-12,195.149994
2012-10-15,196.800003
2012-10-16,198.820007
2012-10-17,199.91000400000001
2012-10-18,201.75
2012-10-19,202.320007
2012-10-22,201.600006
2012-10-23,194.809998
2012-10-24,193.850006
2012-10-25,193.429993
2012-10-26,194.899994
2012-10-31,192.949997
2012-11-01,192.0
2012-11-02,191.699997
2012-11-05,191.649994
2012-11-06,193.229996
2012-11-07,192.300003
2012-11-08,189.690002
2012-11-09,190.5
2012-11-12,188.949997
2012-11-13,189.699997
2012-11-14,189.220001
2012-11-15,187.889999
2012-11-16,184.949997
2012-11-19,188.0
2012-11-20,186.149994
2012-11-21,186.149994
2012-11-23,192.0
2012-11-26,192.050003
2012-11-27,191.149994
2012-11-28,193.050003
2012-11-29,193.050003
2012-11-30,196.050003
2012-12-03,196.259995
2012-12-04,195.449997
2012-12-05,196.5
2012-12-06,196.0
2012-12-07,199.199997
2012-12-10,200.5
2012-12-11,202.75
2012-12-12,201.399994
2012-12-13,200.279999
2012-12-14,202.699997
2012-12-17,202.600006
2012-12-18,204.970001
2012-12-19,205.199997
2012-12-20,203.169998
2012-12-21,204.75
2012-12-24,204.0
2012-12-26,204.03999299999998
2012-12-27,203.800003
2012-12-28,201.600006
2012-12-31,200.0
2013-01-02,205.240005
2013-01-03,204.899994
2013-01-04,205.559998
2013-01-07,204.649994
2013-01-08,208.149994
2013-01-09,208.149994
2013-01-10,211.75
2013-01-11,214.899994
2013-01-14,211.94999700000002
2013-01-15,212.0
2013-01-16,211.11999500000002
2013-01-17,217.0
2013-01-18,215.05000299999998
2013-01-22,213.44999700000002
2013-01-23,216.899994
2013-01-24,220.44999700000002
2013-01-25,219.44999700000002
2013-01-28,217.940002
2013-01-29,217.940002
2013-01-30,217.94999700000002
2013-01-31,222.19999700000002
2013-02-01,222.19999700000002
2013-02-04,219.94999700000002
2013-02-05,223.38000499999998
2013-02-06,220.75
2013-02-07,220.75
2013-02-08,219.80000299999998
2013-02-11,219.42999300000002
2013-02-12,219.899994
2013-02-13,219.899994
2013-02-14,222.600006
2013-02-15,223.0
2013-02-19,227.19999700000002
2013-02-20,230.69999700000002
2013-02-21,223.649994
2013-02-22,231.19999700000002
2013-02-25,228.25
2013-02-26,228.25
2013-02-27,228.460007
2013-02-28,229.5
2013-03-01,228.30000299999998
2013-03-04,228.149994
2013-03-05,231.169998
2013-03-06,229.80000299999998
2013-03-07,227.100006
2013-03-08,222.600006
2013-03-11,224.899994
2013-03-12,224.899994
2013-03-13,222.850006
2013-03-14,226.25
2013-03-15,229.80000299999998
2013-03-18,229.830002
2013-03-19,229.100006
2013-03-20,232.25
2013-03-21,229.899994
2013-03-22,229.899994
2013-03-25,230.55000299999998
2013-03-26,231.75
2013-03-27,230.729996
2013-03-28,233.5
2013-04-01,233.399994
2013-04-02,235.25
2013-04-03,235.25
2013-04-04,235.88000499999998
2013-04-05,235.05000299999998
2013-04-08,239.899994
2013-04-09,238.69999700000002
2013-04-10,243.979996
2013-04-11,242.850006
2013-04-12,241.30000299999998
2013-04-15,247.75
2013-04-16,246.11999500000002
2013-04-17,240.0
2013-04-18,243.44999700000002
2013-04-19,244.149994
2013-04-22,241.399994
2013-04-23,244.100006
2013-04-24,244.36000099999998
2013-04-25,244.36000099999998
2013-04-26,246.69999700000002
2013-04-29,250.020004
2013-04-30,250.020004
2013-05-01,247.30000299999998
2013-05-02,249.24000499999997
2013-05-03,251.94999700000002
2013-05-06,249.05000299999998
2013-05-07,248.67999300000002
2013-05-08,254.850006
2013-05-09,250.729996
2013-05-10,252.69999700000002
2013-05-13,252.100006
2013-05-14,253.13999900000002
2013-05-15,257.350006
2013-05-16,255.05000299999998
2013-05-17,252.75
2013-05-20,252.94999700000002
2013-05-21,259.0
2013-05-22,263.380005
2013-05-23,262.5
2013-05-24,262.26001
2013-05-28,260.0
2013-05-29,253.00999500000003
2013-05-30,251.899994
2013-05-31,247.77999900000003
2013-06-03,243.33999599999999
2013-06-04,244.100006
2013-06-05,244.059998
2013-06-06,241.169998
2013-06-07,247.100006
2013-06-10,249.080002
2013-06-11,246.69999700000002
2013-06-12,250.25
2013-06-13,248.05000299999998
2013-06-14,246.0
2013-06-17,246.0
2013-06-18,248.600006
2013-06-19,248.0
2013-06-20,239.88000499999998
2013-06-21,233.22000099999997
2013-06-24,229.83999599999999
2013-06-25,234.75
2013-06-26,240.80000299999998
2013-06-27,246.25
2013-06-28,249.0
2013-07-01,249.0
2013-07-02,248.5
2013-07-03,246.66000400000001
2013-07-05,248.0
2013-07-08,249.25
2013-07-09,249.5
2013-07-10,254.539993
2013-07-11,256.0
2013-07-12,256.75
2013-07-15,254.020004
2013-07-16,254.020004
2013-07-17,251.94999700000002
2013-07-18,248.94999700000002
2013-07-19,247.82000699999998
2013-07-22,249.0
2013-07-23,249.0
2013-07-24,250.5
2013-07-25,252.899994
2013-07-26,250.05000299999998
2013-07-29,250.580002
2013-07-30,248.0
2013-07-31,245.5
2013-08-01,245.75
2013-08-02,246.30000299999998
2013-08-05,248.100006
2013-08-06,250.69999700000002
2013-08-07,250.69999700000002
2013-08-08,252.25
2013-08-09,257.130005
2013-08-12,259.299988
2013-08-13,259.25
2013-08-14,257.119995
2013-08-15,255.5
2013-08-16,255.5
2013-08-19,257.200012
2013-08-20,262.399994
2013-08-21,258.079987
2013-08-22,260.049988
2013-08-23,261.200012
2013-08-26,261.51001
2013-08-27,260.600006
2013-08-28,254.830002
2013-08-29,250.99000499999997
2013-08-30,250.0
2013-09-03,250.850006
2013-09-04,251.0
2013-09-05,248.69999700000002
2013-09-06,250.91000400000001
2013-09-09,252.80000299999998
2013-09-10,254.149994
2013-09-11,257.399994
2013-09-12,256.600006
2013-09-13,254.539993
2013-09-16,254.13999900000002
2013-09-17,254.13999900000002
2013-09-18,262.480011
2013-09-19,263.799988
2013-09-20,266.049988
2013-09-23,263.049988
2013-09-24,264.0
2013-09-25,265.269989
2013-09-26,266.149994
2013-09-27,269.670013
2013-09-30,270.549988
2013-10-01,270.380005
2013-10-02,267.22000099999997
2013-10-03,267.399994
2013-10-04,264.5
2013-10-07,262.410004
2013-10-08,261.600006
2013-10-09,255.25
2013-10-10,259.26001
2013-10-11,262.299988
2013-10-14,264.299988
2013-10-15,264.700012
2013-10-16,268.950012
2013-10-17,270.0
2013-10-18,269.850006
2013-10-21,269.269989
2013-10-22,275.600006
2013-10-23,276.920013
2013-10-24,277.920013
2013-10-25,277.920013
2013-10-28,279.049988
2013-10-29,278.5
2013-10-30,277.959991
2013-10-31,277.25
2013-11-01,277.179993
2013-11-04,278.880005
2013-11-05,275.77999900000003
2013-11-06,276.320007
