Date,QSR
2014-12-11,36.709998999999996
2014-12-12,35.41
2014-12-15,35.290001000000004
2014-12-16,35.459998999999996
2014-12-17,36.169998
2014-12-18,38.169998
2014-12-19,41.900002
2014-12-22,39.68
2014-12-23,39.259997999999996
2014-12-24,39.290001000000004
2014-12-26,39.02
2014-12-29,38.880001
2014-12-30,38.869999
2014-12-31,39.040001000000004
2015-01-02,38.32
2015-01-05,37.799999
2015-01-06,37.869999
2015-01-07,39.330002
2015-01-08,40.349998
2015-01-09,39.959998999999996
2015-01-12,39.689999
2015-01-13,40.259997999999996
2015-01-14,40.389998999999996
2015-01-15,39.349998
2015-01-16,38.950001
2015-01-20,38.279999
2015-01-21,38.91
2015-01-22,39.200001
2015-01-23,39.310001
2015-01-26,38.849998
2015-01-27,39.240002000000004
2015-01-28,38.330002
2015-01-29,39.16
2015-01-30,38.68
2015-02-02,38.450001
2015-02-03,38.68
2015-02-04,38.099998
2015-02-05,38.41
2015-02-06,38.880001
2015-02-09,38.389998999999996
2015-02-10,39.25
2015-02-11,39.02
2015-02-12,39.32
2015-02-13,38.740002000000004
2015-02-17,42.119999
2015-02-18,40.970001
2015-02-19,40.799999
2015-02-20,41.59
2015-02-23,41.630001
2015-02-24,42.330002
2015-02-25,42.689999
2015-02-26,43.48
2015-02-27,44.23
2015-03-02,44.669998
2015-03-03,43.619999
2015-03-04,42.540001000000004
2015-03-05,42.259997999999996
2015-03-06,41.150002
2015-03-09,40.52
2015-03-10,39.740002000000004
2015-03-11,39.330002
2015-03-12,39.689999
2015-03-13,38.959998999999996
2015-03-16,39.450001
2015-03-17,39.619999
2015-03-18,39.650002
2015-03-19,39.84
2015-03-20,38.970001
2015-03-23,38.509997999999996
2015-03-24,39.299999
2015-03-25,38.759997999999996
2015-03-26,38.68
2015-03-27,38.790001000000004
2015-03-30,39.119999
2015-03-31,38.41
2015-04-01,38.380001
2015-04-02,38.959998999999996
2015-04-06,39.209998999999996
2015-04-07,38.939999
2015-04-08,38.880001
2015-04-09,38.59
2015-04-10,38.98
2015-04-13,39.0
2015-04-14,38.970001
2015-04-15,38.990002000000004
2015-04-16,39.299999
2015-04-17,38.5
2015-04-20,38.150002
2015-04-21,38.689999
2015-04-22,39.360001000000004
2015-04-23,41.240002000000004
2015-04-24,41.57
2015-04-27,40.59
2015-04-28,42.419998
2015-04-29,42.259997999999996
2015-04-30,40.779999
2015-05-01,41.369999
2015-05-04,42.150002
2015-05-05,41.119999
2015-05-06,40.700001
2015-05-07,41.110001000000004
2015-05-08,41.16
2015-05-11,40.830002
2015-05-12,40.630001
2015-05-13,40.950001
2015-05-14,41.599998
2015-05-15,42.139998999999996
2015-05-18,40.82
2015-05-19,41.23
2015-05-20,41.07
2015-05-21,40.470001
2015-05-22,39.84
2015-05-26,38.869999
2015-05-27,38.73
2015-05-28,38.400002
2015-05-29,38.669998
2015-06-01,38.419998
2015-06-02,38.799999
2015-06-03,38.75
2015-06-04,38.639998999999996
2015-06-05,39.290001000000004
2015-06-08,38.110001000000004
2015-06-09,37.869999
2015-06-10,37.990002000000004
2015-06-11,38.450001
2015-06-12,38.009997999999996
2015-06-15,37.689999
2015-06-16,37.099998
2015-06-17,37.459998999999996
2015-06-18,38.200001
2015-06-19,37.849998
2015-06-22,38.560001
2015-06-23,38.549999
2015-06-24,37.639998999999996
2015-06-25,38.080002
2015-06-26,38.990002000000004
2015-06-29,37.970001
2015-06-30,38.209998999999996
2015-07-01,39.540001000000004
2015-07-02,39.52
2015-07-06,39.139998999999996
2015-07-07,39.810001
2015-07-08,38.709998999999996
2015-07-09,38.18
2015-07-10,38.84
2015-07-13,40.540001000000004
2015-07-14,40.18
2015-07-15,39.759997999999996
2015-07-16,40.189999
2015-07-17,40.84
2015-07-20,40.060001
2015-07-21,39.23
2015-07-22,39.970001
2015-07-23,39.5
2015-07-24,40.09
2015-07-27,41.5
2015-07-28,42.75
2015-07-29,42.849998
2015-07-30,42.950001
2015-07-31,43.240002000000004
2015-08-03,43.139998999999996
2015-08-04,43.549999
2015-08-05,43.91
