Date,AKR
1998-05-28,7.75
1998-05-29,7.9375
1998-06-01,7.75
1998-06-02,7.875
1998-06-03,7.75
1998-06-04,7.875
1998-06-05,7.875
1998-06-08,7.875
1998-06-09,7.8125
1998-06-10,7.75
1998-06-11,7.75
1998-06-12,7.75
1998-06-15,7.75
1998-06-16,7.625
1998-06-17,7.625
1998-06-18,7.5625
1998-06-19,7.5
1998-06-22,7.5
1998-06-23,7.5
1998-06-24,7.5625
1998-06-25,7.5625
1998-06-26,7.5
1998-06-29,7.5
1998-06-30,7.4375
1998-07-01,7.4375
1998-07-02,7.5
1998-07-06,7.5625
1998-07-07,7.5
1998-07-08,7.5
1998-07-09,7.625
1998-07-10,7.5625
1998-07-13,7.5625
1998-07-14,7.5625
1998-07-15,7.875
1998-07-16,7.875
1998-07-17,7.5
1998-07-20,7.5
1998-07-21,7.5
1998-07-22,7.375
1998-07-23,7.25
1998-07-24,7.125
1998-07-27,7.0
1998-07-28,7.0
1998-07-29,7.0625
1998-07-30,7.0625
1998-07-31,6.8125
1998-08-03,6.6875
1998-08-04,6.5
1998-08-05,6.625
1998-08-06,6.6875
1998-08-07,6.75
1998-08-10,6.75
1998-08-11,6.75
1998-08-12,6.625
1998-08-13,6.75
1998-08-14,6.8125
1998-08-17,6.875
1998-08-18,6.75
1998-08-19,6.5
1998-08-20,6.25
1998-08-21,6.375
1998-08-24,6.4375
1998-08-25,6.3125
1998-08-26,6.0
1998-08-27,5.75
1998-08-28,5.75
1998-08-31,5.8125
1998-09-01,5.625
1998-09-02,5.625
1998-09-03,5.75
1998-09-04,5.6875
1998-09-08,5.875
1998-09-09,5.5
1998-09-10,5.375
1998-09-11,5.25
1998-09-14,5.25
1998-09-15,5.375
1998-09-16,5.1875
1998-09-17,5.25
1998-09-18,5.1875
1998-09-21,5.25
1998-09-22,5.25
1998-09-23,5.375
1998-09-24,5.25
1998-09-25,5.25
1998-09-28,5.3125
1998-09-29,5.625
1998-09-30,6.0
1998-10-01,5.625
1998-10-02,5.625
1998-10-05,5.3125
1998-10-06,5.3125
1998-10-07,5.0
1998-10-08,4.9375
1998-10-09,5.0
1998-10-12,5.0625
1998-10-13,5.1875
1998-10-14,5.1875
1998-10-15,5.0625
1998-10-16,5.1875
1998-10-19,5.25
1998-10-20,5.125
1998-10-21,5.0
1998-10-22,5.125
1998-10-23,5.125
1998-10-26,5.25
1998-10-27,5.25
1998-10-28,5.375
1998-10-29,5.5625
1998-10-30,5.5625
1998-11-02,5.75
1998-11-03,5.75
1998-11-04,5.8125
1998-11-05,6.25
1998-11-06,6.125
1998-11-09,6.25
1998-11-10,6.0
1998-11-11,6.125
1998-11-12,6.125
1998-11-13,6.0625
1998-11-16,6.25
1998-11-17,6.0
1998-11-18,6.0
1998-11-19,6.0625
1998-11-20,6.0625
1998-11-23,6.0
1998-11-24,6.0
1998-11-25,6.0
1998-11-27,6.0
1998-11-30,6.125
1998-12-01,6.0
1998-12-02,6.0
1998-12-03,6.0625
1998-12-04,6.0
1998-12-07,6.0
1998-12-08,5.75
1998-12-09,5.8125
1998-12-10,5.75
1998-12-11,5.875
1998-12-14,5.4375
1998-12-15,5.5625
1998-12-16,5.6875
1998-12-17,5.5
1998-12-18,5.5
1998-12-21,5.5
1998-12-22,5.5
1998-12-23,5.5625
1998-12-24,5.5
1998-12-28,5.5625
1998-12-29,5.5
1998-12-30,5.375
1998-12-31,5.25
1999-01-04,5.25
1999-01-05,5.25
1999-01-06,5.25
1999-01-07,5.375
1999-01-08,5.375
1999-01-11,5.25
1999-01-12,5.1875
1999-01-13,5.25
1999-01-14,5.0625
1999-01-15,5.25
1999-01-19,5.125
1999-01-20,5.3125
1999-01-21,5.1875
1999-01-22,5.25
1999-01-25,5.3125
1999-01-26,5.1875
1999-01-27,5.1875
1999-01-28,5.1875
1999-01-29,5.125
1999-02-01,5.125
1999-02-02,5.125
1999-02-03,5.125
1999-02-04,5.375
1999-02-05,5.5
1999-02-08,5.5
1999-02-09,5.25
1999-02-10,5.1875
1999-02-11,5.5
1999-02-12,5.5
1999-02-16,5.5
1999-02-17,5.5
1999-02-18,5.4375
1999-02-19,5.4375
1999-02-22,5.375
1999-02-23,5.375
1999-02-24,5.25
1999-02-25,5.4375
1999-02-26,5.375
1999-03-01,5.3125
1999-03-02,5.25
1999-03-03,5.25
1999-03-04,5.1875
1999-03-05,5.1875
1999-03-08,5.25
1999-03-09,5.25
1999-03-10,5.125
1999-03-11,5.1875
1999-03-12,5.125
1999-03-15,5.125
1999-03-16,5.1875
1999-03-17,5.125
1999-03-18,5.125
1999-03-19,5.125
1999-03-22,5.0
1999-03-23,5.0
1999-03-24,5.125
1999-03-25,5.125
1999-03-26,5.1875
1999-03-29,5.125
1999-03-30,5.125
1999-03-31,5.25
1999-04-01,5.125
1999-04-05,5.125
1999-04-06,5.0
1999-04-07,4.9375
1999-04-08,5.0
1999-04-09,5.0625
1999-04-12,5.0
1999-04-13,5.0625
1999-04-14,5.1875
1999-04-15,5.125
1999-04-16,5.25
1999-04-19,5.5
1999-04-20,5.375
1999-04-21,5.3125
1999-04-22,5.375
1999-04-23,5.5
1999-04-26,5.4375
1999-04-27,5.4375
1999-04-28,5.5625
1999-04-29,5.5
1999-04-30,5.4375
1999-05-03,5.375
1999-05-04,5.375
1999-05-05,5.25
1999-05-06,5.25
1999-05-07,5.25
1999-05-10,5.125
1999-05-11,5.25
1999-05-12,5.1875
1999-05-13,5.375
1999-05-14,5.25
1999-05-17,5.375
1999-05-18,5.375
1999-05-19,5.25
1999-05-20,5.25
1999-05-21,5.375
1999-05-24,5.4375
1999-05-25,5.4375
1999-05-26,5.4375
1999-05-27,5.4375
1999-05-28,5.4375
1999-06-01,5.4375
1999-06-02,5.25
1999-06-03,5.5
1999-06-04,5.75
1999-06-07,5.625
1999-06-08,5.5
1999-06-09,5.5
1999-06-10,5.5
1999-06-11,5.625
1999-06-14,5.5
1999-06-15,5.5
1999-06-16,5.5
1999-06-17,5.375
1999-06-18,5.5625
1999-06-21,5.5625
1999-06-22,5.75
1999-06-23,5.625
1999-06-24,5.625
1999-06-25,5.5625
1999-06-28,5.5625
1999-06-29,5.5
1999-06-30,5.375
1999-07-01,5.5
1999-07-02,5.5625
1999-07-06,5.5
1999-07-07,5.4375
1999-07-08,5.5625
1999-07-09,5.625
1999-07-12,5.375
1999-07-13,5.3125
1999-07-14,5.3125
1999-07-15,5.375
1999-07-16,5.3125
1999-07-19,5.3125
1999-07-20,5.3125
1999-07-21,5.25
1999-07-22,5.25
1999-07-23,5.3125
1999-07-26,5.375
1999-07-27,5.375
1999-07-28,5.375
1999-07-29,5.25
1999-07-30,5.125
1999-08-02,5.125
1999-08-03,5.0
1999-08-04,5.25
1999-08-05,5.0625
1999-08-06,5.0625
1999-08-09,5.125
1999-08-10,5.125
1999-08-11,5.125
1999-08-12,5.125
1999-08-13,5.125
1999-08-16,5.125
1999-08-17,5.125
1999-08-18,5.125
1999-08-19,5.125
1999-08-20,5.125
1999-08-23,5.25
1999-08-24,5.25
1999-08-25,5.25
1999-08-26,5.25
1999-08-27,5.1875
1999-08-30,5.25
1999-08-31,5.375
1999-09-01,5.25
1999-09-02,5.3125
1999-09-03,5.3125
1999-09-07,5.3125
1999-09-08,5.375
1999-09-09,5.3125
1999-09-10,5.3125
1999-09-13,5.3125
1999-09-14,5.3125
1999-09-15,5.4375
1999-09-16,5.4375
1999-09-17,5.4375
1999-09-20,5.3125
1999-09-21,5.25
1999-09-22,5.375
1999-09-23,5.3125
1999-09-24,5.25
1999-09-27,5.1875
1999-09-28,5.0625
1999-09-29,5.25
1999-09-30,5.25
1999-10-01,5.0
1999-10-04,5.125
1999-10-05,5.0625
1999-10-06,5.1875
1999-10-07,5.125
1999-10-08,5.125
1999-10-11,5.0
1999-10-12,5.0
1999-10-13,5.0
1999-10-14,4.9375
1999-10-15,4.9375
1999-10-18,5.0
1999-10-19,4.9375
1999-10-20,4.9375
1999-10-21,4.875
1999-10-22,4.875
1999-10-25,5.0
1999-10-26,4.875
1999-10-27,4.8125
1999-10-28,5.0
1999-10-29,5.0625
1999-11-01,4.875
1999-11-02,5.0
1999-11-03,5.0
1999-11-04,5.125
1999-11-05,5.0625
1999-11-08,5.0
1999-11-09,5.0
1999-11-10,5.0625
1999-11-11,5.1875
1999-11-12,5.0
1999-11-15,5.0625
1999-11-16,5.125
1999-11-17,5.0
1999-11-18,5.0
1999-11-19,4.9375
1999-11-22,4.875
1999-11-23,4.875
1999-11-24,4.8125
1999-11-26,4.8125
1999-11-29,4.875
1999-11-30,4.75
1999-12-01,4.875
1999-12-02,4.875
1999-12-03,4.875
1999-12-06,4.8125
1999-12-07,4.75
1999-12-08,4.75
1999-12-09,4.5
1999-12-10,4.75
1999-12-13,4.625
1999-12-14,4.6875
1999-12-15,4.75
1999-12-16,4.8125
1999-12-17,4.8125
1999-12-20,4.625
1999-12-21,4.8125
1999-12-22,4.75
1999-12-23,4.75
1999-12-27,4.6875
1999-12-28,4.625
1999-12-29,4.5
1999-12-30,4.5
1999-12-31,4.625
2000-01-03,4.875
2000-01-04,4.8125
2000-01-05,4.9375
2000-01-06,4.9375
2000-01-07,4.9375
2000-01-10,5.0
2000-01-11,5.125
2000-01-12,5.0
2000-01-13,5.1875
2000-01-14,5.1875
2000-01-18,5.25
2000-01-19,5.125
2000-01-20,5.125
2000-01-21,5.1875
2000-01-24,5.125
2000-01-25,5.125
2000-01-26,5.1875
2000-01-27,5.125
2000-01-28,5.0625
2000-01-31,5.0625
2000-02-01,5.0
2000-02-02,5.0
2000-02-03,5.0
2000-02-04,5.0
2000-02-07,5.0625
2000-02-08,5.25
2000-02-09,5.25
2000-02-10,5.25
2000-02-11,5.125
2000-02-14,5.0625
2000-02-15,5.1875
2000-02-16,5.0625
2000-02-17,5.0625
2000-02-18,5.0625
2000-02-22,5.0625
2000-02-23,5.0625
2000-02-24,5.0625
2000-02-25,5.0625
2000-02-28,5.0625
2000-02-29,5.0625
2000-03-01,5.0625
2000-03-02,5.125
2000-03-03,5.0625
2000-03-06,5.0625
2000-03-07,5.0625
2000-03-08,5.0625
2000-03-09,5.0625
2000-03-10,5.4375
2000-03-13,5.375
2000-03-14,5.375
2000-03-15,5.375
2000-03-16,5.375
2000-03-17,5.3125
2000-03-20,5.375
2000-03-21,5.4375
2000-03-22,5.4375
2000-03-23,5.3125
2000-03-24,5.25
2000-03-27,5.25
2000-03-28,5.25
2000-03-29,5.1875
2000-03-30,5.125
2000-03-31,5.25
2000-04-03,5.25
2000-04-04,5.1875
2000-04-05,5.25
2000-04-06,5.375
2000-04-07,5.375
2000-04-10,5.375
2000-04-11,5.25
2000-04-12,5.375
2000-04-13,5.375
2000-04-14,5.4375
2000-04-17,5.5
2000-04-18,5.625
2000-04-19,5.6875
2000-04-20,5.8125
2000-04-24,6.0
2000-04-25,5.8125
2000-04-26,5.8125
2000-04-27,5.75
2000-04-28,5.8125
2000-05-01,5.875
2000-05-02,5.75
2000-05-03,5.75
2000-05-04,5.8125
2000-05-05,5.6875
2000-05-08,5.8125
2000-05-09,5.875
2000-05-10,5.8125
2000-05-11,5.6875
2000-05-12,5.625
2000-05-15,5.625
2000-05-16,5.625
2000-05-17,5.5625
2000-05-18,5.8125
2000-05-19,5.5625
2000-05-22,5.75
2000-05-23,6.0
2000-05-24,6.0
2000-05-25,5.875
2000-05-26,5.6875
2000-05-30,6.0
2000-05-31,5.9375
2000-06-01,5.875
2000-06-02,5.9375
2000-06-05,5.9375
2000-06-06,5.9375
2000-06-07,5.8125
2000-06-08,5.9375
2000-06-09,5.9375
2000-06-12,5.9375
2000-06-13,5.875
2000-06-14,5.625
2000-06-15,5.6875
2000-06-16,5.75
2000-06-19,5.875
2000-06-20,5.9375
2000-06-21,5.9375
2000-06-22,5.875
2000-06-23,5.75
2000-06-26,5.6875
2000-06-27,5.875
2000-06-28,5.6875
2000-06-29,5.6875
2000-06-30,5.6875
2000-07-03,5.6875
2000-07-05,5.75
2000-07-06,5.75
2000-07-07,5.875
2000-07-10,5.875
2000-07-11,5.8125
2000-07-12,5.875
2000-07-13,5.9375
2000-07-14,5.875
2000-07-17,6.0625
2000-07-18,6.125
2000-07-19,6.0625
2000-07-20,6.0
2000-07-21,5.9375
2000-07-24,5.9375
2000-07-25,5.8125
2000-07-26,5.8125
2000-07-27,5.8125
2000-07-28,5.8125
2000-07-31,5.875
2000-08-01,5.8125
2000-08-02,5.8125
2000-08-03,5.875
2000-08-04,5.8125
2000-08-07,5.875
2000-08-08,5.8125
2000-08-09,5.8125
2000-08-10,5.8125
2000-08-11,6.0
2000-08-14,6.0
2000-08-15,6.0
2000-08-16,6.0625
2000-08-17,6.0
2000-08-18,6.0
2000-08-21,6.0625
2000-08-22,6.0
2000-08-23,6.0
2000-08-24,5.9375
2000-08-25,5.9375
2000-08-28,6.0625
2000-08-29,6.0625
2000-08-30,6.0625
2000-08-31,6.0625
2000-09-01,6.0625
2000-09-05,6.0625
2000-09-06,6.0625
2000-09-07,6.0625
2000-09-08,6.125
2000-09-11,6.125
2000-09-12,6.125
2000-09-13,6.1875
2000-09-14,6.25
2000-09-15,6.125
2000-09-18,6.125
2000-09-19,6.125
2000-09-20,6.1875
2000-09-21,6.125
2000-09-22,6.0
2000-09-25,6.0
2000-09-26,5.9375
2000-09-27,5.9375
2000-09-28,5.8125
2000-09-29,5.8125
2000-10-02,5.8125
2000-10-03,5.625
2000-10-04,5.6875
2000-10-05,5.6875
2000-10-06,5.6875
2000-10-09,5.6875
2000-10-10,5.875
2000-10-11,5.9375
2000-10-12,5.875
2000-10-13,5.9375
2000-10-16,5.9375
2000-10-17,5.8125
2000-10-18,5.6875
2000-10-19,5.6875
2000-10-20,5.75
2000-10-23,5.75
2000-10-24,5.75
2000-10-25,5.6875
2000-10-26,5.6875
2000-10-27,5.6875
2000-10-30,5.75
2000-10-31,5.875
2000-11-01,5.875
2000-11-02,5.75
2000-11-03,5.75
2000-11-06,5.9375
2000-11-07,6.0
2000-11-08,5.9375
2000-11-09,5.875
2000-11-10,5.875
2000-11-13,5.9375
2000-11-14,5.8125
2000-11-15,5.8125
2000-11-16,5.75
2000-11-17,5.8125
2000-11-20,5.8125
2000-11-21,5.8125
2000-11-22,5.875
2000-11-24,6.0
2000-11-27,5.8125
2000-11-28,5.8125
2000-11-29,5.6875
2000-11-30,5.875
2000-12-01,5.875
2000-12-04,5.875
2000-12-05,5.875
2000-12-06,5.875
2000-12-07,5.875
2000-12-08,6.0625
2000-12-11,6.125
2000-12-12,6.0
2000-12-13,6.0625
2000-12-14,6.0
2000-12-15,6.125
2000-12-18,6.0625
2000-12-19,5.9375
2000-12-20,5.875
2000-12-21,5.8125
2000-12-22,5.8125
2000-12-26,6.0
2000-12-27,5.6875
2000-12-28,5.75
2000-12-29,5.625
2001-01-02,5.75
2001-01-03,5.8125
2001-01-04,5.75
2001-01-05,5.875
2001-01-08,5.875
2001-01-09,5.875
2001-01-10,6.0
2001-01-11,6.0625
2001-01-12,6.0
2001-01-16,6.0
2001-01-17,6.0
2001-01-18,6.0
2001-01-19,6.0
2001-01-22,6.0
2001-01-23,6.0625
2001-01-24,6.25
2001-01-25,6.375
2001-01-26,6.4375
2001-01-29,6.52
2001-01-30,6.86
2001-01-31,6.65
2001-02-01,6.9
2001-02-02,6.75
2001-02-05,6.6
2001-02-06,6.69
2001-02-07,6.6
2001-02-08,6.4
2001-02-09,6.2
2001-02-12,6.15
2001-02-13,6.05
2001-02-14,6.3
2001-02-15,6.3
2001-02-16,6.5
2001-02-20,6.49
2001-02-21,6.4
2001-02-22,6.25
2001-02-23,6.2
2001-02-26,6.41
2001-02-27,6.25
2001-02-28,6.2
2001-03-01,6.15
2001-03-02,6.1
2001-03-05,6.1
2001-03-06,6.26
2001-03-07,6.35
2001-03-08,6.3
2001-03-09,6.07
2001-03-12,6.2
2001-03-13,6.1
2001-03-14,6.17
2001-03-15,6.26
2001-03-16,6.15
2001-03-19,6.5
2001-03-20,6.4
2001-03-21,6.49
2001-03-22,6.3
2001-03-23,6.1
2001-03-26,6.35
2001-03-27,6.4
2001-03-28,6.1
2001-03-29,6.0
2001-03-30,6.3
2001-04-02,6.25
2001-04-03,6.25
2001-04-04,6.15
2001-04-05,6.15
2001-04-06,6.12
2001-04-09,6.05
2001-04-10,6.2
2001-04-11,6.2
2001-04-12,6.15
2001-04-16,6.24
2001-04-17,6.5
2001-04-18,6.3
2001-04-19,6.38
2001-04-20,6.38
2001-04-23,6.3
2001-04-24,6.3
2001-04-25,6.4
2001-04-26,6.4
2001-04-27,6.4
2001-04-30,6.39
2001-05-01,6.4
2001-05-02,6.41
2001-05-03,6.45
2001-05-04,6.4
2001-05-07,6.45
2001-05-08,6.35
2001-05-09,6.57
2001-05-10,6.6
2001-05-11,6.6
2001-05-14,6.65
2001-05-15,6.73
2001-05-16,6.8
2001-05-17,6.8
2001-05-18,6.8
2001-05-21,6.75
2001-05-22,6.75
2001-05-23,6.74
2001-05-24,6.66
2001-05-25,6.82
2001-05-29,7.0
2001-05-30,7.0
2001-05-31,6.95
2001-06-01,6.68
2001-06-04,6.67
2001-06-05,6.8
2001-06-06,6.8
2001-06-07,6.8
2001-06-08,6.78
2001-06-11,6.8
2001-06-12,6.8
2001-06-13,6.8
2001-06-14,6.7
2001-06-15,6.65
2001-06-18,6.79
2001-06-19,6.66
2001-06-20,6.75
2001-06-21,6.8
2001-06-22,6.85
2001-06-25,6.84
2001-06-26,6.78
2001-06-27,6.8
2001-06-28,6.65
2001-06-29,6.98
2001-07-02,6.52
2001-07-03,6.59
2001-07-05,6.5
2001-07-06,6.54
2001-07-09,6.69
2001-07-10,6.61
2001-07-11,6.78
2001-07-12,6.75
2001-07-13,6.84
2001-07-16,6.55
2001-07-17,6.87
2001-07-18,6.78
2001-07-19,6.85
2001-07-20,6.7
2001-07-23,6.72
2001-07-24,6.7
2001-07-25,6.87
2001-07-26,6.9
2001-07-27,7.0
2001-07-30,6.84
2001-07-31,6.73
2001-08-01,7.05
2001-08-02,6.9
2001-08-03,6.9
2001-08-06,7.0
2001-08-07,6.6
2001-08-08,7.0
2001-08-09,6.98
2001-08-10,6.97
2001-08-13,6.91
2001-08-14,6.9
2001-08-15,7.0
2001-08-16,7.0
2001-08-17,6.95
2001-08-20,7.0
2001-08-21,6.98
2001-08-22,6.99
2001-08-23,6.9
2001-08-24,6.98
2001-08-27,6.86
2001-08-28,6.86
2001-08-29,6.94
2001-08-30,6.92
2001-08-31,6.91
2001-09-04,6.84
2001-09-05,6.85
2001-09-06,6.55
2001-09-07,6.53
2001-09-10,6.41
2001-09-17,6.26
2001-09-18,6.26
2001-09-19,6.28
2001-09-20,6.25
2001-09-21,6.2
2001-09-24,6.27
2001-09-25,6.14
2001-09-26,5.91
2001-09-27,6.24
2001-09-28,6.49
2001-10-01,6.4
2001-10-02,6.35
2001-10-03,6.3
2001-10-04,6.3
2001-10-05,6.25
2001-10-08,6.28
2001-10-09,6.3
2001-10-10,6.29
2001-10-11,6.28
2001-10-12,6.28
2001-10-15,6.29
2001-10-16,6.3
2001-10-17,6.26
2001-10-18,6.25
2001-10-19,6.3
2001-10-22,6.3
2001-10-23,6.29
2001-10-24,6.26
2001-10-25,6.4
2001-10-26,6.24
2001-10-29,6.2
2001-10-30,6.23
2001-10-31,6.24
2001-11-01,6.3
2001-11-02,6.26
2001-11-05,6.37
2001-11-06,6.38
2001-11-07,6.4
2001-11-08,6.2
2001-11-09,6.2
2001-11-12,6.29
2001-11-13,6.25
2001-11-14,6.25
2001-11-15,6.4
2001-11-16,6.55
2001-11-19,6.5
2001-11-20,6.32
2001-11-21,6.29
2001-11-23,6.29
2001-11-26,6.25
2001-11-27,6.24
2001-11-28,6.2
2001-11-29,6.36
2001-11-30,6.3
2001-12-03,6.21
2001-12-04,6.3
2001-12-05,6.25
2001-12-06,6.25
2001-12-07,6.25
2001-12-10,6.25
2001-12-11,6.2
2001-12-12,6.25
2001-12-13,6.11
2001-12-14,6.15
2001-12-17,6.3
2001-12-18,6.44
2001-12-19,6.26
2001-12-20,6.35
2001-12-21,6.5
2001-12-24,6.52
2001-12-26,6.53
2001-12-27,6.45
2001-12-28,6.45
2001-12-31,6.35
2002-01-02,6.44
2002-01-03,6.6
2002-01-04,6.57
2002-01-07,6.3
2002-01-08,6.5
2002-01-09,6.41
2002-01-10,6.5
2002-01-11,6.55
2002-01-14,6.39
2002-01-15,6.5
2002-01-16,6.41
2002-01-17,6.35
2002-01-18,6.32
2002-01-22,6.38
2002-01-23,6.4
2002-01-24,6.37
2002-01-25,6.32
2002-01-28,6.38
2002-01-29,6.4
2002-01-30,6.41
2002-01-31,6.5
2002-02-01,6.4
2002-02-04,6.23
2002-02-05,6.23
2002-02-06,6.25
2002-02-07,6.22
2002-02-08,6.26
2002-02-11,6.29
2002-02-12,6.28
2002-02-13,6.24
2002-02-14,6.21
2002-02-15,6.25
2002-02-19,6.18
2002-02-20,6.46
2002-02-21,6.2
2002-02-22,6.3
2002-02-25,6.27
2002-02-26,6.29
2002-02-27,6.28
2002-02-28,6.23
2002-03-01,6.28
2002-03-04,6.4
2002-03-05,6.48
2002-03-06,6.6
2002-03-07,6.65
2002-03-08,6.64
2002-03-11,6.85
2002-03-12,6.98
2002-03-13,6.75
2002-03-14,7.0
2002-03-15,7.11
2002-03-18,7.56
2002-03-19,7.09
2002-03-20,6.95
2002-03-21,7.18
2002-03-22,7.1
2002-03-25,7.0
2002-03-26,7.0
2002-03-27,7.0
2002-03-28,6.95
2002-04-01,6.6
2002-04-02,6.75
2002-04-03,6.91
2002-04-04,7.0
2002-04-05,6.8
2002-04-08,7.2
2002-04-09,6.95
2002-04-10,7.0
2002-04-11,6.8
2002-04-12,6.91
2002-04-15,6.85
2002-04-16,6.91
2002-04-17,6.85
2002-04-18,6.9
2002-04-19,6.7
2002-04-22,6.71
2002-04-23,6.72
2002-04-24,6.8
2002-04-25,6.86
2002-04-26,6.85
2002-04-29,6.85
2002-04-30,6.93
2002-05-01,7.0
2002-05-02,7.1
2002-05-03,7.15
2002-05-06,7.08
2002-05-07,7.11
2002-05-08,7.18
2002-05-09,7.08
2002-05-10,7.0
2002-05-13,7.12
2002-05-14,7.12
2002-05-15,7.35
2002-05-16,7.1
2002-05-17,7.07
2002-05-20,7.03
2002-05-21,6.95
2002-05-22,6.86
2002-05-23,6.9
2002-05-24,7.01
2002-05-28,7.05
2002-05-29,7.09
2002-05-30,7.0
2002-05-31,6.9
2002-06-03,6.81
2002-06-04,6.9
2002-06-05,7.09
2002-06-06,7.06
2002-06-07,7.2
2002-06-10,7.12
2002-06-11,7.2
2002-06-12,7.35
2002-06-13,7.4
2002-06-14,7.5
2002-06-17,7.61
2002-06-18,7.35
2002-06-19,7.36
2002-06-20,7.44
2002-06-21,7.6
2002-06-24,7.38
2002-06-25,7.25
2002-06-26,7.32
2002-06-27,7.54
2002-06-28,8.15
2002-07-01,7.95
2002-07-02,7.75
2002-07-03,7.56
2002-07-05,7.75
2002-07-08,7.85
2002-07-09,8.08
2002-07-10,7.8
2002-07-11,7.85
2002-07-12,7.8
2002-07-15,7.68
2002-07-16,7.46
2002-07-17,7.75
2002-07-18,7.69
2002-07-19,7.6
2002-07-22,7.69
2002-07-23,7.12
2002-07-24,7.55
2002-07-25,7.75
2002-07-26,7.75
2002-07-29,7.7
2002-07-30,7.48
2002-07-31,7.45
2002-08-01,7.5
2002-08-02,7.35
2002-08-05,7.26
2002-08-06,7.35
2002-08-07,7.35
2002-08-08,7.5
2002-08-09,7.4
2002-08-12,7.8
2002-08-13,7.55
2002-08-14,7.8
2002-08-15,7.85
2002-08-16,7.85
2002-08-19,7.78
2002-08-20,7.75
2002-08-21,7.85
2002-08-22,7.9
2002-08-23,7.69
2002-08-26,7.85
2002-08-27,7.6
2002-08-28,7.5
2002-08-29,7.69
2002-08-30,7.44
2002-09-03,7.15
2002-09-04,7.65
2002-09-05,7.16
2002-09-06,7.5
2002-09-09,7.45
2002-09-10,7.4
2002-09-11,7.26
2002-09-12,7.4
2002-09-13,7.5
2002-09-16,7.46
2002-09-17,7.3
2002-09-18,7.49
2002-09-19,7.21
2002-09-20,7.64
2002-09-23,7.45
2002-09-24,7.45
2002-09-25,7.4
2002-09-26,7.43
2002-09-27,7.2
2002-09-30,7.4
2002-10-01,7.43
2002-10-02,7.46
2002-10-03,7.45
2002-10-04,7.48
2002-10-07,7.5
2002-10-08,7.48
2002-10-09,6.94
2002-10-10,7.15
2002-10-11,7.5
2002-10-14,7.52
2002-10-15,7.45
2002-10-16,7.25
2002-10-17,7.6
2002-10-18,7.48
2002-10-21,7.54
2002-10-22,7.35
2002-10-23,7.48
2002-10-24,7.4
2002-10-25,7.55
2002-10-28,7.3
2002-10-29,7.54
2002-10-30,7.48
2002-10-31,7.49
2002-11-01,7.79
2002-11-04,7.75
2002-11-05,7.75
2002-11-06,7.7
2002-11-07,7.62
2002-11-08,7.57
2002-11-11,7.39
2002-11-12,7.48
2002-11-13,7.3
2002-11-14,7.7
2002-11-15,7.65
2002-11-18,7.54
2002-11-19,7.49
2002-11-20,7.6
2002-11-21,7.6
2002-11-22,7.4
2002-11-25,7.59
2002-11-26,7.39
2002-11-27,7.49
2002-11-29,7.54
2002-12-02,7.47
2002-12-03,7.42
2002-12-04,7.45
2002-12-05,7.4
2002-12-06,7.47
2002-12-09,7.35
2002-12-10,7.45
2002-12-11,7.5
2002-12-12,7.55
2002-12-13,7.37
2002-12-16,7.59
2002-12-17,7.59
2002-12-18,7.55
2002-12-19,7.7
2002-12-20,7.58
2002-12-23,7.58
2002-12-24,7.6
2002-12-26,7.6
2002-12-27,7.42
2002-12-30,7.46
2002-12-31,7.42
2003-01-02,7.54
2003-01-03,7.54
2003-01-06,7.57
2003-01-07,7.5
2003-01-08,7.41
2003-01-09,7.54
2003-01-10,7.57
2003-01-13,7.53
2003-01-14,7.49
2003-01-15,7.43
2003-01-16,7.5
2003-01-17,7.51
2003-01-21,7.55
2003-01-22,7.58
2003-01-23,7.62
2003-01-24,7.55
2003-01-27,7.62
2003-01-28,7.72
2003-01-29,7.79
2003-01-30,7.69
2003-01-31,7.92
2003-02-03,7.82
2003-02-04,7.87
2003-02-05,7.99
2003-02-06,7.94
2003-02-07,7.9
2003-02-10,8.0
2003-02-11,8.09
2003-02-12,8.01
2003-02-13,7.98
2003-02-14,7.98
2003-02-18,8.06
2003-02-19,8.05
2003-02-20,7.98
2003-02-21,8.02
2003-02-24,8.0
2003-02-25,8.04
2003-02-26,7.95
2003-02-27,8.0
2003-02-28,7.82
2003-03-03,8.03
2003-03-04,8.05
2003-03-05,8.04
2003-03-06,8.04
2003-03-07,8.01
2003-03-10,7.98
2003-03-11,8.03
2003-03-12,8.05
2003-03-13,8.0
2003-03-14,7.94
2003-03-17,8.0
2003-03-18,7.98
2003-03-19,8.0
2003-03-20,8.05
2003-03-21,8.05
2003-03-24,8.05
2003-03-25,8.1
2003-03-26,8.07
2003-03-27,8.07
2003-03-28,8.04
2003-03-31,8.02
2003-04-01,8.22
2003-04-02,8.4
2003-04-03,8.35
2003-04-04,8.34
2003-04-07,8.35
2003-04-08,8.17
2003-04-09,8.12
2003-04-10,8.25
2003-04-11,8.29
2003-04-14,8.33
2003-04-15,8.53
2003-04-16,8.66
2003-04-17,9.0
2003-04-21,8.95
2003-04-22,9.02
2003-04-23,9.06
2003-04-24,8.93
2003-04-25,9.0
2003-04-28,9.06
2003-04-29,9.01
2003-04-30,9.05
2003-05-01,9.1
2003-05-02,9.14
2003-05-05,9.07
2003-05-06,9.04
2003-05-07,9.06
2003-05-08,9.19
2003-05-09,9.19
2003-05-12,9.17
2003-05-13,9.15
