Date,CEIX
2017-11-14,22.25
2017-11-15,25.0
2017-11-16,21.879998999999998
2017-11-17,21.879998999999998
2017-11-20,21.879998999999998
2017-11-21,21.879998999999998
2017-11-22,21.879998999999998
2017-11-24,21.879998999999998
2017-11-27,21.879998999999998
2017-11-28,21.450001
2017-11-29,23.219998999999998
2017-11-30,22.0
2017-12-01,21.299999
2017-12-04,19.610001
2017-12-05,21.049999
2017-12-06,21.200001
2017-12-07,23.85
2017-12-08,25.370001000000002
2017-12-11,29.5
2017-12-12,29.82
2017-12-13,28.9
2017-12-14,27.790001
2017-12-15,28.719998999999998
2017-12-18,29.85
2017-12-19,32.299999
2017-12-20,32.5
2017-12-21,33.880001
2017-12-22,35.98
2017-12-26,38.630001
2017-12-27,37.869999
2017-12-28,39.099998
2017-12-29,39.509997999999996
2018-01-02,38.439999
2018-01-03,37.009997999999996
2018-01-04,35.709998999999996
2018-01-05,35.0
2018-01-08,34.689999
2018-01-09,34.099998
2018-01-10,34.25
2018-01-11,35.580002
2018-01-12,35.049999
2018-01-16,32.529999
2018-01-17,35.740002000000004
2018-01-18,34.279999
2018-01-19,35.080002
2018-01-22,37.299999
2018-01-23,35.610001000000004
2018-01-24,35.580002
2018-01-25,34.27
2018-01-26,34.68
2018-01-29,33.16
2018-01-30,31.59
2018-01-31,32.43
2018-02-01,33.849998
2018-02-02,30.98
2018-02-05,31.030001000000002
2018-02-06,31.68
2018-02-07,29.790001
2018-02-08,28.25
2018-02-09,29.389999
2018-02-12,31.35
2018-02-13,32.209998999999996
2018-02-14,32.990002000000004
2018-02-15,32.07
2018-02-16,32.57
2018-02-20,31.860001
2018-02-21,32.619999
2018-02-22,32.73
2018-02-23,32.98
2018-02-26,32.84
2018-02-27,32.209998999999996
2018-02-28,31.690001000000002
2018-03-01,31.549999
2018-03-02,31.690001000000002
2018-03-05,31.18
2018-03-06,32.080002
2018-03-07,31.9
2018-03-08,31.459999
2018-03-09,28.690001000000002
2018-03-12,29.83
2018-03-13,29.469998999999998
2018-03-14,29.969998999999998
2018-03-15,29.83
2018-03-16,31.040001
2018-03-19,30.18
2018-03-20,29.93
2018-03-21,29.870001000000002
2018-03-22,29.42
2018-03-23,29.469998999999998
2018-03-26,29.42
2018-03-27,27.450001
2018-03-28,27.73
2018-03-29,28.969998999999998
2018-04-02,28.5
2018-04-03,29.18
2018-04-04,29.07
2018-04-05,29.83
2018-04-06,29.35
2018-04-09,29.74
2018-04-10,31.1
2018-04-11,31.139999
2018-04-12,30.940001000000002
2018-04-13,31.52
2018-04-16,30.57
2018-04-17,32.389998999999996
2018-04-18,34.650002
2018-04-19,34.91
2018-04-20,33.91
2018-04-23,33.869999
2018-04-24,32.540001000000004
2018-04-25,32.880001
2018-04-26,32.619999
2018-04-27,31.209999
2018-04-30,31.450001
2018-05-01,30.860001
2018-05-02,31.34
2018-05-03,35.299999
2018-05-04,39.080002
2018-05-07,40.209998999999996
2018-05-08,42.029999
2018-05-09,42.959998999999996
2018-05-10,42.650002
2018-05-11,42.91
2018-05-14,43.91
2018-05-15,44.310001
2018-05-16,43.220001
2018-05-17,43.91
2018-05-18,43.869999
2018-05-21,44.380001
2018-05-22,43.59
2018-05-23,42.509997999999996
2018-05-24,42.369999
2018-05-25,41.450001
2018-05-29,43.18
2018-05-30,43.669998
2018-05-31,44.060001
2018-06-01,45.700001
2018-06-04,45.529999
2018-06-05,47.349998
2018-06-06,46.700001
2018-06-07,45.919998
2018-06-08,44.139998999999996
2018-06-11,43.810001
2018-06-12,43.150002
2018-06-13,43.5
2018-06-14,43.98
