Date,OLLI
2015-07-16,21.15
2015-07-17,20.040001
2015-07-20,20.200001
2015-07-21,20.0
2015-07-22,20.65
2015-07-23,20.370001000000002
2015-07-24,20.0
2015-07-27,19.969998999999998
2015-07-28,19.709999
2015-07-29,19.700001
2015-07-30,19.6
2015-07-31,19.620001000000002
2015-08-03,20.879998999999998
2015-08-04,20.57
2015-08-05,19.99
2015-08-06,19.950001
2015-08-07,19.940001000000002
2015-08-10,19.129998999999998
2015-08-11,19.309998999999998
2015-08-12,19.73
2015-08-13,19.25
2015-08-14,19.91
2015-08-17,19.450001
2015-08-18,19.870001000000002
2015-08-19,19.809998999999998
2015-08-20,19.540001
2015-08-21,18.32
2015-08-24,16.719998999999998
2015-08-25,15.91
2015-08-26,16.52
2015-08-27,16.620001000000002
2015-08-28,17.57
2015-08-31,17.889999
2015-09-01,17.549999
2015-09-02,17.1
2015-09-03,16.610001
2015-09-04,17.030001000000002
2015-09-08,17.27
2015-09-09,17.09
2015-09-10,18.25
2015-09-11,18.26
2015-09-14,18.1
2015-09-15,18.190001000000002
2015-09-16,18.68
2015-09-17,18.700001
2015-09-18,17.82
2015-09-21,17.309998999999998
2015-09-22,17.27
2015-09-23,16.360001
2015-09-24,16.139999
2015-09-25,16.35
2015-09-28,16.16
2015-09-29,16.49
2015-09-30,16.17
2015-10-01,16.08
2015-10-02,16.73
2015-10-05,16.66
2015-10-06,16.389999
2015-10-07,16.59
2015-10-08,16.49
2015-10-09,17.1
2015-10-12,16.940001000000002
2015-10-13,16.99
2015-10-14,16.299999
2015-10-15,16.18
2015-10-16,15.91
2015-10-19,15.66
2015-10-20,15.38
2015-10-21,15.4
2015-10-22,15.55
2015-10-23,15.28
2015-10-26,15.49
2015-10-27,15.28
2015-10-28,15.34
2015-10-29,15.92
2015-10-30,15.85
2015-11-02,16.200001
2015-11-03,16.700001
2015-11-04,16.459999
2015-11-05,16.540001
2015-11-06,17.1
2015-11-09,17.1
2015-11-10,17.0
2015-11-11,16.709999
2015-11-12,16.98
2015-11-13,16.65
2015-11-16,17.389999
2015-11-17,17.0
2015-11-18,17.26
2015-11-19,16.98
2015-11-20,17.25
2015-11-23,17.24
2015-11-24,17.23
2015-11-25,17.77
2015-11-27,18.040001
2015-11-30,17.66
2015-12-01,17.24
2015-12-02,17.08
2015-12-03,16.700001
2015-12-04,16.76
2015-12-07,16.17
2015-12-08,16.49
2015-12-09,16.51
2015-12-10,17.08
2015-12-11,17.309998999999998
2015-12-14,16.49
2015-12-15,16.66
2015-12-16,17.02
2015-12-17,16.940001000000002
2015-12-18,16.83
2015-12-21,16.690001000000002
2015-12-22,16.790001
2015-12-23,17.209999
2015-12-24,16.940001000000002
2015-12-28,16.75
2015-12-29,16.809998999999998
2015-12-30,17.0
2015-12-31,17.01
2016-01-04,17.33
2016-01-05,17.98
2016-01-06,18.6
2016-01-07,18.34
2016-01-08,18.16
2016-01-11,18.27
2016-01-12,17.5
2016-01-13,17.58
2016-01-14,17.73
2016-01-15,18.82
2016-01-19,18.799999
2016-01-20,18.700001
2016-01-21,18.719998999999998
2016-01-22,19.48
2016-01-25,19.77
2016-01-26,20.58
2016-01-27,20.77
2016-01-28,21.379998999999998
2016-01-29,22.35
2016-02-01,21.870001000000002
2016-02-02,22.120001000000002
2016-02-03,21.110001
2016-02-04,20.73
2016-02-05,20.870001000000002
2016-02-08,19.5
2016-02-09,19.209999
2016-02-10,19.790001
2016-02-11,19.82
2016-02-12,20.299999
2016-02-16,21.26
2016-02-17,21.559998999999998
2016-02-18,20.889999
2016-02-19,21.0
2016-02-22,21.030001000000002
2016-02-23,20.360001
2016-02-24,20.780001000000002
2016-02-25,20.700001
2016-02-26,20.200001
2016-02-29,20.200001
2016-03-01,20.950001
2016-03-02,20.41
2016-03-03,20.290001
2016-03-04,20.700001
2016-03-07,20.26
2016-03-08,20.18
2016-03-09,20.68
2016-03-10,21.26
2016-03-11,21.440001000000002
2016-03-14,21.49
2016-03-15,21.049999
2016-03-16,21.6
2016-03-17,21.799999
2016-03-18,23.309998999999998
2016-03-21,23.66
2016-03-22,23.18
2016-03-23,22.68
2016-03-24,22.01
2016-03-28,22.5
2016-03-29,23.01
2016-03-30,23.09
2016-03-31,23.43
2016-04-01,23.91
2016-04-04,23.34
2016-04-05,22.49
2016-04-06,22.700001
2016-04-07,25.040001
2016-04-08,25.200001
2016-04-11,24.120001000000002
2016-04-12,25.74
2016-04-13,26.139999
2016-04-14,26.110001
2016-04-15,26.67
2016-04-18,27.25
2016-04-19,27.65
2016-04-20,27.059998999999998
2016-04-21,27.129998999999998
2016-04-22,27.209999
2016-04-25,27.01
2016-04-26,27.23
2016-04-27,27.68
2016-04-28,26.719998999999998
2016-04-29,26.450001
2016-05-02,25.780001000000002
2016-05-03,26.26
2016-05-04,25.870001000000002
2016-05-05,24.799999
2016-05-06,25.33
2016-05-09,25.41
2016-05-10,25.280001000000002
2016-05-11,24.530001000000002
2016-05-12,24.450001
2016-05-13,23.889999
2016-05-16,23.959999
2016-05-17,23.34
2016-05-18,23.09
2016-05-19,23.450001
2016-05-20,23.219998999999998
2016-05-23,23.24
2016-05-24,23.43
2016-05-25,23.610001
2016-05-26,25.33
2016-05-27,25.6
2016-05-31,25.07
2016-06-01,26.209999
2016-06-02,25.0
2016-06-03,25.52
2016-06-06,25.469998999999998
2016-06-07,24.66
2016-06-08,24.530001000000002
2016-06-09,25.16
2016-06-10,24.620001000000002
2016-06-13,23.940001000000002
2016-06-14,23.16
2016-06-15,23.780001000000002
2016-06-16,23.26
2016-06-17,23.33
2016-06-20,24.07
2016-06-21,23.57
2016-06-22,23.700001
2016-06-23,24.42
2016-06-24,23.67
2016-06-27,23.18
2016-06-28,23.969998999999998
2016-06-29,24.690001000000002
2016-06-30,24.889999
2016-07-01,24.809998999999998
2016-07-05,23.870001000000002
2016-07-06,24.129998999999998
2016-07-07,24.059998999999998
2016-07-08,24.74
2016-07-11,25.190001000000002
2016-07-12,25.120001000000002
2016-07-13,24.309998999999998
2016-07-14,24.540001
2016-07-15,24.76
2016-07-18,25.700001
2016-07-19,26.15
2016-07-20,26.040001
2016-07-21,25.66
2016-07-22,25.745001000000002
2016-07-25,25.93
2016-07-26,25.93
2016-07-27,25.719998999999998
2016-07-28,25.58
2016-07-29,26.139999
2016-08-01,27.200001
2016-08-02,25.91
2016-08-03,26.360001
2016-08-04,26.530001000000002
2016-08-05,26.889999
2016-08-08,27.16
2016-08-09,26.9
2016-08-10,27.01
2016-08-11,27.48
2016-08-12,27.75
2016-08-15,27.290001
2016-08-16,26.860001
2016-08-17,26.98
2016-08-18,27.799999
2016-08-19,27.719998999999998
2016-08-22,27.4
2016-08-23,28.120001000000002
2016-08-24,27.92
2016-08-25,26.700001
2016-08-26,26.42
2016-08-29,26.08
2016-08-30,25.719998999999998
2016-08-31,25.42
2016-09-01,27.66
2016-09-02,27.48
2016-09-06,27.209999
2016-09-07,26.34
2016-09-08,26.200001
2016-09-09,25.17
2016-09-12,25.690001000000002
2016-09-13,25.23
2016-09-14,24.549999
2016-09-15,24.83
2016-09-16,24.790001
2016-09-19,25.09
2016-09-20,25.6
2016-09-21,26.389999
2016-09-22,26.18
2016-09-23,26.0
2016-09-26,25.99
2016-09-27,26.129998999999998
2016-09-28,26.110001
2016-09-29,25.950001
2016-09-30,26.209999
2016-10-03,26.32
2016-10-04,27.33
2016-10-05,27.09
2016-10-06,26.9
2016-10-07,27.200001
2016-10-10,27.209999
2016-10-11,26.65
2016-10-12,26.950001
2016-10-13,26.440001000000002
2016-10-14,26.790001
2016-10-17,26.879998999999998
2016-10-18,27.17
2016-10-19,27.549999
2016-10-20,27.42
2016-10-21,27.16
2016-10-24,27.639999
2016-10-25,27.129998999999998
2016-10-26,26.790001
2016-10-27,26.58
2016-10-28,27.049999
2016-10-31,27.35
2016-11-01,26.549999
2016-11-02,26.65
2016-11-03,25.799999
2016-11-04,26.15
2016-11-07,26.549999
2016-11-08,26.799999
2016-11-09,28.1
2016-11-10,28.85
2016-11-11,29.6
2016-11-14,30.549999
2016-11-15,29.85
2016-11-16,30.4
2016-11-17,31.0
2016-11-18,30.799999
2016-11-21,31.15
2016-11-22,32.299999
2016-11-23,32.0
2016-11-25,31.799999
2016-11-28,31.0
2016-11-29,30.75
2016-11-30,30.049999
2016-12-01,29.450001
2016-12-02,30.65
2016-12-05,31.450001
2016-12-06,31.5
2016-12-07,31.85
2016-12-08,31.25
2016-12-09,30.85
2016-12-12,29.75
2016-12-13,29.85
2016-12-14,29.799999
2016-12-15,30.25
2016-12-16,29.9
2016-12-19,30.1
2016-12-20,30.549999
2016-12-21,30.200001
2016-12-22,29.6
2016-12-23,29.9
2016-12-27,30.200001
2016-12-28,29.15
2016-12-29,28.9
2016-12-30,28.450001
2017-01-03,28.450001
2017-01-04,29.4
2017-01-05,28.299999
2017-01-06,27.85
2017-01-09,29.25
2017-01-10,30.25
2017-01-11,30.5
2017-01-12,30.85
2017-01-13,30.6
2017-01-17,31.15
2017-01-18,31.25
2017-01-19,31.4
2017-01-20,31.65
2017-01-23,31.25
2017-01-24,31.1
2017-01-25,30.700001
2017-01-26,30.049999
2017-01-27,29.35
2017-01-30,30.0
2017-01-31,30.549999
2017-02-01,30.65
2017-02-02,31.200001
2017-02-03,32.150002
2017-02-06,31.15
2017-02-07,31.0
2017-02-08,31.65
2017-02-09,32.150002
2017-02-10,32.25
2017-02-13,31.65
2017-02-14,32.650002
2017-02-15,32.5
2017-02-16,32.549999
2017-02-17,32.549999
2017-02-21,32.650002
2017-02-22,32.299999
2017-02-23,30.950001
2017-02-24,32.150002
2017-02-27,32.400002
2017-02-28,31.35
2017-03-01,31.85
2017-03-02,32.049999
2017-03-03,31.700001
2017-03-06,31.35
2017-03-07,31.049999
2017-03-08,31.799999
2017-03-09,31.799999
2017-03-10,31.200001
2017-03-13,31.5
2017-03-14,31.549999
2017-03-15,31.75
2017-03-16,32.25
2017-03-17,32.5
2017-03-20,32.349998
2017-03-21,31.65
2017-03-22,32.200001
2017-03-23,32.599998
2017-03-24,32.450001
2017-03-27,32.950001
2017-03-28,33.099998
2017-03-29,33.200001
2017-03-30,34.0
2017-03-31,33.5
2017-04-03,33.349998
2017-04-04,33.299999
2017-04-05,32.849998
2017-04-06,33.349998
2017-04-07,33.599998
2017-04-10,33.950001
2017-04-11,34.299999
2017-04-12,33.700001
2017-04-13,33.299999
2017-04-17,34.900002
2017-04-18,35.400002
2017-04-19,35.549999
2017-04-20,36.700001
2017-04-21,36.950001
2017-04-24,37.5
2017-04-25,37.650002
2017-04-26,38.450001
2017-04-27,37.900002
2017-04-28,38.299999
2017-05-01,38.0
2017-05-02,39.049999
2017-05-03,39.5
2017-05-04,39.650002
2017-05-05,41.0
2017-05-08,40.099998
2017-05-09,39.450001
2017-05-10,40.0
2017-05-11,39.75
2017-05-12,39.450001
2017-05-15,38.924999
2017-05-16,38.650002
2017-05-17,38.950001
2017-05-18,39.5
2017-05-19,40.450001
2017-05-22,41.0
2017-05-23,41.099998
2017-05-24,40.900002
2017-05-25,41.849998
2017-05-26,41.700001
2017-05-30,41.099998
2017-05-31,41.150002
2017-06-01,43.650002
2017-06-02,42.900002
2017-06-05,42.900002
2017-06-06,42.349998
2017-06-07,42.849998
2017-06-08,43.099998
2017-06-09,43.25
2017-06-12,41.5
2017-06-13,41.900002
2017-06-14,41.799999
2017-06-15,40.900002
2017-06-16,40.950001
2017-06-19,41.650002
2017-06-20,40.549999
2017-06-21,40.25
2017-06-22,39.299999
2017-06-23,39.150002
2017-06-26,39.849998
2017-06-27,41.099998
2017-06-28,41.599998
2017-06-29,41.549999
2017-06-30,42.599998
2017-07-03,42.599998
2017-07-05,42.049999
2017-07-06,41.150002
2017-07-07,42.599998
2017-07-10,41.049999
2017-07-11,42.299999
