Date,FWONK
2014-07-08,24.624546
2014-07-09,24.967628
2014-07-10,24.275928
2014-07-11,24.430870000000002
2014-07-14,24.624546
2014-07-15,24.679882
2014-07-16,25.067234
2014-07-17,25.094901999999998
2014-07-18,25.177906
2014-07-21,25.327314
2014-07-22,25.288578
2014-07-23,25.454586
2014-07-24,26.157354
2014-07-25,25.725732999999998
2014-07-28,25.675929999999997
2014-07-29,26.063284
2014-07-30,26.461702000000002
2014-07-31,26.007948000000003
2014-08-01,25.753401
2014-08-04,25.79767
2014-08-05,25.637196
2014-08-06,25.714666
2014-08-07,25.675929999999997
2014-08-08,25.753401
2014-08-11,25.675929999999997
2014-08-12,25.642729
2014-08-13,25.941544
2014-08-14,26.738382
2014-08-15,27.053798999999998
2014-08-18,27.003996
2014-08-19,26.904390000000003
2014-08-20,27.081467
2014-08-21,27.103601
2014-08-22,26.926525
2014-08-25,26.832455
2014-08-26,26.616644
2014-08-27,26.749451
2014-08-28,26.832455
2014-08-29,26.821385999999997
2014-09-02,26.954193
2014-09-03,26.948659999999997
2014-09-04,26.788185
2014-09-05,26.948659999999997
2014-09-08,26.893324
2014-09-09,26.804787
2014-09-10,27.153404
2014-09-11,27.125736
2014-09-12,26.998463
2014-09-15,26.932058
2014-09-16,27.031664000000003
2014-09-17,27.219807
2014-09-18,27.181071999999997
2014-09-19,27.142336
2014-09-22,26.234825
2014-09-23,25.941544
2014-09-24,26.041149
2014-09-25,25.841938
2014-09-26,26.207157000000002
2014-09-29,25.841938
2014-09-30,26.002413
2014-10-01,25.349447
2014-10-02,25.349447
2014-10-03,25.781069
2014-10-06,25.504389
2014-10-07,25.255377
2014-10-08,25.543123
2014-10-09,24.790554
2014-10-10,24.093319
2014-10-13,23.385017
2014-10-14,23.528893
2014-10-15,23.407152
2014-10-16,23.357349
2014-10-17,23.971581
2014-10-20,24.331264
2014-10-21,25.38265
2014-10-22,24.713082999999997
2014-10-23,25.222176
2014-10-24,25.360516
2014-10-27,25.465654
2014-10-28,25.742334
2014-10-29,25.731266
2014-10-30,25.902809
2014-10-31,26.522571999999997
2014-11-03,26.710714000000003
2014-11-04,26.644312
2014-11-05,25.806385000000002
2014-11-06,26.29689
2014-11-07,26.121187
2014-11-10,25.762459
2014-11-11,25.821028
2014-11-12,25.711212
2014-11-13,25.769781
2014-11-14,25.652645
2014-11-17,26.026014
2014-11-18,26.37742
2014-11-19,26.077261
2014-11-20,26.201717000000002
2014-11-21,25.967447
2014-11-24,26.055298
2014-11-25,26.692223
2014-11-26,26.802035999999998
2014-11-28,26.743469
2014-12-01,26.538481
2014-12-02,26.435987
2014-12-03,26.443309999999997
2014-12-04,26.252964000000002
2014-12-05,25.681929
2014-12-08,25.001079999999998
2014-12-09,25.162142000000003
2014-12-10,24.898585999999998
2014-12-11,25.352486
2014-12-12,25.066969
2014-12-15,24.62039
2014-12-16,24.525217
2014-12-17,24.61307
2014-12-18,24.803413
2014-12-19,24.883944
2014-12-22,24.825377
2014-12-23,24.6936
2014-12-24,24.920548999999998
2014-12-26,25.0084
2014-12-29,25.601398
2014-12-30,25.864954
2014-12-31,25.645325
2015-01-02,25.359806
2015-01-05,24.883944
2015-01-06,24.371477
2015-01-07,24.949832999999998
2015-01-08,25.762459
2015-01-09,25.616041
2015-01-12,25.806385000000002
2015-01-13,25.930841
