Date,EOG
1990-06-20,2.9375
1990-06-21,2.9375
1990-06-22,2.953125
1990-06-25,2.921875
1990-06-26,2.921875
1990-06-27,2.921875
1990-06-28,2.96875
1990-06-29,2.96875
1990-07-02,2.90625
1990-07-03,2.875
1990-07-05,2.828125
1990-07-06,2.796875
1990-07-09,2.78125
1990-07-10,2.78125
1990-07-11,2.796875
1990-07-12,2.875
1990-07-13,2.96875
1990-07-16,2.96875
1990-07-17,2.921875
1990-07-18,2.84375
1990-07-19,2.875
1990-07-20,2.890625
1990-07-23,2.9375
1990-07-24,2.984375
1990-07-25,3.03125
1990-07-26,3.0625
1990-07-27,2.984375
1990-07-30,3.0
1990-07-31,3.0
1990-08-01,3.015625
1990-08-02,3.171875
1990-08-03,3.203125
1990-08-06,3.125
1990-08-07,3.140625
1990-08-08,3.09375
1990-08-09,3.09375
1990-08-10,3.09375
1990-08-13,3.078125
1990-08-14,3.0625
1990-08-15,3.125
1990-08-16,3.109375
1990-08-17,3.140625
1990-08-20,3.046875
1990-08-21,3.078125
1990-08-22,3.015625
1990-08-23,2.96875
1990-08-24,3.0
1990-08-27,2.953125
1990-08-28,2.984375
1990-08-29,2.9375
1990-08-30,2.984375
1990-08-31,2.921875
1990-09-04,2.953125
1990-09-05,3.171875
1990-09-06,3.296875
1990-09-07,3.359375
1990-09-10,3.359375
1990-09-11,3.3125
1990-09-12,3.3125
1990-09-13,3.25
1990-09-14,3.390625
1990-09-17,3.46875
1990-09-18,3.671875
1990-09-19,3.65625
1990-09-20,3.53125
1990-09-21,3.5625
1990-09-24,3.515625
1990-09-25,3.515625
1990-09-26,3.46875
1990-09-27,3.375
1990-09-28,3.34375
1990-10-01,3.34375
1990-10-02,3.359375
1990-10-03,3.34375
1990-10-04,3.25
1990-10-05,3.1875
1990-10-08,3.1875
1990-10-09,3.34375
1990-10-10,3.234375
1990-10-11,3.21875
1990-10-12,3.203125
1990-10-15,3.15625
1990-10-16,3.109375
1990-10-17,3.125
1990-10-18,3.109375
1990-10-19,3.09375
1990-10-22,3.0625
1990-10-23,3.109375
1990-10-24,3.15625
1990-10-25,3.328125
1990-10-26,3.359375
1990-10-29,3.359375
1990-10-30,3.296875
1990-10-31,3.375
1990-11-01,3.375
1990-11-02,3.5
1990-11-05,3.46875
1990-11-06,3.421875
1990-11-07,3.375
1990-11-08,3.390625
1990-11-09,3.421875
1990-11-12,3.328125
1990-11-13,3.109375
1990-11-14,3.1875
1990-11-15,3.140625
1990-11-16,3.15625
1990-11-19,2.984375
1990-11-20,2.921875
1990-11-21,2.96875
1990-11-23,2.96875
1990-11-26,2.96875
1990-11-27,2.953125
1990-11-28,2.921875
1990-11-29,2.90625
1990-11-30,2.8125
1990-12-03,2.75
1990-12-04,2.71875
1990-12-05,2.78125
1990-12-06,2.75
1990-12-07,2.71875
1990-12-10,2.71875
1990-12-11,2.734375
1990-12-12,2.78125
1990-12-13,2.71875
1990-12-14,2.78125
1990-12-17,2.734375
1990-12-18,2.703125
1990-12-19,2.640625
1990-12-20,2.5625
1990-12-21,2.5
1990-12-24,2.546875
1990-12-26,2.75
1990-12-27,2.734375
1990-12-28,2.65625
1990-12-31,2.65625
1991-01-02,2.59375
1991-01-03,2.484375
1991-01-04,2.328125
1991-01-07,2.265625
1991-01-08,2.15625
1991-01-09,2.140625
1991-01-10,2.140625
1991-01-11,2.21875
1991-01-14,2.25
1991-01-15,2.234375
1991-01-16,2.203125
1991-01-17,2.203125
1991-01-18,2.1875
1991-01-21,2.125
1991-01-22,2.125
1991-01-23,2.25
1991-01-24,2.28125
1991-01-25,2.25
1991-01-28,2.234375
1991-01-29,2.25
1991-01-30,2.234375
1991-01-31,2.171875
1991-02-01,2.21875
1991-02-04,2.25
1991-02-05,2.28125
1991-02-06,2.484375
1991-02-07,2.6875
1991-02-08,2.671875
1991-02-11,2.703125
1991-02-12,2.59375
1991-02-13,2.703125
1991-02-14,2.515625
1991-02-15,2.609375
1991-02-19,2.546875
1991-02-20,2.625
1991-02-21,2.59375
1991-02-22,2.453125
1991-02-25,2.328125
1991-02-26,2.3125
1991-02-27,2.4375
1991-02-28,2.59375
1991-03-01,2.546875
1991-03-04,2.59375
1991-03-05,2.578125
1991-03-06,2.5625
1991-03-07,2.625
1991-03-08,2.671875
1991-03-11,2.71875
1991-03-12,2.6875
1991-03-13,2.59375
1991-03-14,2.5625
1991-03-15,2.625
1991-03-18,2.6875
1991-03-19,2.625
1991-03-20,2.65625
1991-03-21,2.734375
1991-03-22,2.703125
1991-03-25,2.703125
1991-03-26,2.65625
1991-03-27,2.578125
1991-03-28,2.515625
1991-04-01,2.453125
1991-04-02,2.375
1991-04-03,2.3125
1991-04-04,2.40625
1991-04-05,2.484375
1991-04-08,2.4375
1991-04-09,2.4375
1991-04-10,2.390625
1991-04-11,2.40625
1991-04-12,2.46875
1991-04-15,2.546875
1991-04-16,2.625
1991-04-17,2.578125
1991-04-18,2.625
1991-04-19,2.578125
1991-04-22,2.5
1991-04-23,2.5
1991-04-24,2.5
1991-04-25,2.46875
1991-04-26,2.4375
1991-04-29,2.34375
1991-04-30,2.375
1991-05-01,2.421875
1991-05-02,2.375
1991-05-03,2.390625
1991-05-06,2.359375
1991-05-07,2.34375
1991-05-08,2.4375
1991-05-09,2.46875
1991-05-10,2.375
1991-05-13,2.28125
1991-05-14,2.3125
1991-05-15,2.390625
1991-05-16,2.421875
1991-05-17,2.40625
1991-05-20,2.40625
1991-05-21,2.375
1991-05-22,2.390625
1991-05-23,2.40625
1991-05-24,2.390625
1991-05-28,2.4375
1991-05-29,2.4375
1991-05-30,2.5
1991-05-31,2.625
1991-06-03,2.625
1991-06-04,2.625
1991-06-05,2.578125
1991-06-06,2.59375
1991-06-07,2.53125
1991-06-10,2.53125
1991-06-11,2.5
1991-06-12,2.5
1991-06-13,2.484375
1991-06-14,2.46875
1991-06-17,2.453125
1991-06-18,2.46875
1991-06-19,2.5
1991-06-20,2.375
1991-06-21,2.34375
1991-06-24,2.375
1991-06-25,2.359375
1991-06-26,2.3125
1991-06-27,2.3125
1991-06-28,2.25
1991-07-01,2.203125
1991-07-02,2.234375
1991-07-03,2.25
1991-07-05,2.25
1991-07-08,2.296875
1991-07-09,2.265625
1991-07-10,2.234375
1991-07-11,2.3125
1991-07-12,2.296875
1991-07-15,2.375
1991-07-16,2.421875
1991-07-17,2.59375
1991-07-18,2.671875
1991-07-19,2.625
1991-07-22,2.59375
1991-07-23,2.578125
1991-07-24,2.578125
1991-07-25,2.5625
1991-07-26,2.59375
1991-07-29,2.609375
1991-07-30,2.625
1991-07-31,2.53125
1991-08-01,2.5625
1991-08-02,2.546875
1991-08-05,2.5625
1991-08-06,2.59375
1991-08-07,2.625
1991-08-08,2.640625
1991-08-09,2.65625
1991-08-12,2.65625
1991-08-13,2.6875
1991-08-14,2.75
1991-08-15,2.75
1991-08-16,2.703125
1991-08-19,2.609375
1991-08-20,2.625
1991-08-21,2.625
1991-08-22,2.59375
1991-08-23,2.75
1991-08-26,2.75
1991-08-27,2.8125
1991-08-28,2.9375
1991-08-29,2.953125
1991-08-30,2.921875
1991-09-03,2.78125
1991-09-04,2.765625
1991-09-05,2.8125
1991-09-06,2.828125
1991-09-09,2.84375
1991-09-10,2.84375
1991-09-11,2.84375
1991-09-12,2.84375
1991-09-13,2.84375
1991-09-16,2.84375
1991-09-17,2.890625
1991-09-18,2.9375
1991-09-19,3.03125
1991-09-20,3.03125
1991-09-23,2.96875
1991-09-24,2.875
1991-09-25,2.875
1991-09-26,2.953125
1991-09-27,2.96875
1991-09-30,2.984375
1991-10-01,2.859375
1991-10-02,2.90625
1991-10-03,2.890625
1991-10-04,2.890625
1991-10-07,2.9375
1991-10-08,2.9375
1991-10-09,2.90625
1991-10-10,2.90625
1991-10-11,2.921875
1991-10-14,2.96875
1991-10-15,3.015625
1991-10-16,3.0
1991-10-17,3.03125
1991-10-18,3.0
1991-10-21,2.984375
1991-10-22,2.875
1991-10-23,2.890625
1991-10-24,2.84375
1991-10-25,2.765625
1991-10-28,2.84375
1991-10-29,2.765625
1991-10-30,2.796875
1991-10-31,2.84375
1991-11-01,2.9375
1991-11-04,3.03125
1991-11-05,3.109375
1991-11-06,3.03125
1991-11-07,3.03125
1991-11-08,3.0625
1991-11-11,3.03125
1991-11-12,3.03125
1991-11-13,3.125
1991-11-14,3.03125
1991-11-15,2.9375
1991-11-18,2.875
1991-11-19,2.8125
1991-11-20,2.78125
1991-11-21,2.796875
1991-11-22,2.75
1991-11-25,2.765625
1991-11-26,2.625
1991-11-27,2.625
1991-11-29,2.65625
1991-12-02,2.59375
1991-12-03,2.65625
1991-12-04,2.625
1991-12-05,2.640625
1991-12-06,2.640625
1991-12-09,2.59375
1991-12-10,2.5
1991-12-11,2.546875
1991-12-12,2.53125
1991-12-13,2.5
1991-12-16,2.515625
1991-12-17,2.53125
1991-12-18,2.578125
1991-12-19,2.546875
1991-12-20,2.515625
1991-12-23,2.421875
1991-12-24,2.515625
1991-12-26,2.5
1991-12-27,2.46875
1991-12-30,2.4375
1991-12-31,2.4375
1992-01-02,2.390625
1992-01-03,2.375
1992-01-06,2.328125
1992-01-07,2.140625
1992-01-08,2.125
1992-01-09,2.171875
1992-01-10,2.234375
1992-01-13,2.296875
1992-01-14,2.21875
1992-01-15,2.28125
1992-01-16,2.328125
1992-01-17,2.421875
1992-01-20,2.515625
1992-01-21,2.515625
1992-01-22,2.484375
1992-01-23,2.453125
1992-01-24,2.3125
1992-01-27,2.265625
1992-01-28,2.1875
1992-01-29,2.203125
1992-01-30,2.1875
1992-01-31,2.25
1992-02-03,2.234375
1992-02-04,2.203125
1992-02-05,2.171875
1992-02-06,2.09375
1992-02-07,2.21875
1992-02-10,2.328125
1992-02-11,2.3125
1992-02-12,2.3125
1992-02-13,2.296875
1992-02-14,2.328125
1992-02-18,2.296875
1992-02-19,2.265625
1992-02-20,2.296875
1992-02-21,2.3125
1992-02-24,2.3125
1992-02-25,2.28125
1992-02-26,2.265625
1992-02-27,2.265625
1992-02-28,2.234375
1992-03-02,2.25
1992-03-03,2.25
1992-03-04,2.25
1992-03-05,2.28125
1992-03-06,2.28125
1992-03-09,2.328125
1992-03-10,2.390625
1992-03-11,2.40625
1992-03-12,2.40625
1992-03-13,2.46875
1992-03-16,2.40625
1992-03-17,2.4375
1992-03-18,2.40625
1992-03-19,2.40625
1992-03-20,2.46875
1992-03-23,2.5
1992-03-24,2.5625
1992-03-25,2.578125
1992-03-26,2.6875
1992-03-27,2.625
1992-03-30,2.625
1992-03-31,2.65625
1992-04-01,2.609375
1992-04-02,2.59375
1992-04-03,2.5625
1992-04-06,2.734375
1992-04-07,2.6875
1992-04-08,2.625
1992-04-09,2.75
1992-04-10,2.734375
1992-04-13,2.765625
1992-04-14,2.8125
1992-04-15,2.828125
1992-04-16,2.8125
1992-04-20,2.890625
1992-04-21,2.90625
1992-04-22,2.875
1992-04-23,2.875
1992-04-24,3.0
1992-04-27,3.046875
1992-04-28,3.03125
1992-04-29,3.03125
1992-04-30,3.046875
1992-05-01,3.046875
1992-05-04,3.0625
1992-05-05,3.078125
1992-05-06,3.015625
1992-05-07,2.96875
1992-05-08,2.953125
1992-05-11,2.90625
1992-05-12,2.796875
1992-05-13,2.765625
1992-05-14,2.84375
1992-05-15,2.890625
1992-05-18,3.0
1992-05-19,3.046875
1992-05-20,3.09375
1992-05-21,3.09375
1992-05-22,3.140625
1992-05-26,3.1875
1992-05-27,3.125
1992-05-28,3.125
1992-05-29,3.09375
1992-06-01,3.171875
1992-06-02,3.140625
1992-06-03,3.15625
1992-06-04,3.140625
1992-06-05,3.1875
1992-06-08,3.3125
1992-06-09,3.3125
1992-06-10,3.28125
1992-06-11,3.40625
1992-06-12,3.34375
1992-06-15,3.3125
1992-06-16,3.296875
1992-06-17,3.234375
1992-06-18,3.234375
1992-06-19,3.234375
1992-06-22,3.203125
1992-06-23,3.203125
1992-06-24,3.21875
1992-06-25,3.125
1992-06-26,3.140625
1992-06-29,3.171875
1992-06-30,3.1875
1992-07-01,3.25
1992-07-02,3.28125
1992-07-06,3.3125
1992-07-07,3.328125
1992-07-08,3.328125
1992-07-09,3.359375
1992-07-10,3.328125
1992-07-13,3.359375
1992-07-14,3.578125
1992-07-15,3.53125
1992-07-16,3.421875
1992-07-17,3.4375
1992-07-20,3.390625
1992-07-21,3.40625
1992-07-22,3.484375
1992-07-23,3.5
1992-07-24,3.609375
1992-07-27,3.59375
1992-07-28,3.5625
1992-07-29,3.578125
1992-07-30,3.640625
1992-07-31,3.640625
1992-08-03,3.703125
1992-08-04,3.71875
1992-08-05,3.40625
1992-08-06,3.25
1992-08-07,3.515625
1992-08-10,3.546875
1992-08-11,3.546875
1992-08-12,3.59375
1992-08-13,3.734375
1992-08-14,3.75
1992-08-17,3.6875
1992-08-18,3.59375
1992-08-19,3.5625
1992-08-20,3.59375
1992-08-21,3.59375
1992-08-24,3.578125
1992-08-25,3.671875
1992-08-26,3.75
1992-08-27,3.78125
1992-08-28,3.9375
1992-08-31,3.875
1992-09-01,3.90625
1992-09-02,3.890625
1992-09-03,3.921875
1992-09-04,3.953125
1992-09-08,4.078125
1992-09-09,4.09375
1992-09-10,4.078125
1992-09-11,4.109375
1992-09-14,4.125
1992-09-15,4.109375
1992-09-16,4.125
1992-09-17,4.21875
1992-09-18,4.3125
1992-09-21,4.34375
1992-09-22,4.359375
1992-09-23,4.375
1992-09-24,4.46875
1992-09-25,4.25
1992-09-28,4.125
1992-09-29,4.234375
1992-09-30,4.15625
1992-10-01,4.03125
1992-10-02,4.046875
1992-10-05,3.96875
1992-10-06,3.9375
1992-10-07,3.984375
1992-10-08,4.0
1992-10-09,3.9375
1992-10-12,3.953125
1992-10-13,3.9375
1992-10-14,3.9375
1992-10-15,3.90625
1992-10-16,4.0625
1992-10-19,4.28125
1992-10-20,4.21875
1992-10-21,4.15625
1992-10-22,3.953125
1992-10-23,3.953125
1992-10-26,4.0
1992-10-27,3.859375
1992-10-28,3.828125
1992-10-29,3.84375
1992-10-30,3.8125
1992-11-02,3.875
1992-11-03,3.75
1992-11-04,3.65625
1992-11-05,3.484375
1992-11-06,3.65625
1992-11-09,3.546875
1992-11-10,3.625
1992-11-11,3.5625
1992-11-12,3.578125
1992-11-13,3.625
1992-11-16,3.65625
1992-11-17,3.625
1992-11-18,3.640625
1992-11-19,3.5
1992-11-20,3.59375
1992-11-23,3.625
1992-11-24,3.59375
1992-11-25,3.59375
1992-11-27,3.625
1992-11-30,3.546875
1992-12-01,3.53125
1992-12-02,3.578125
1992-12-03,3.4375
1992-12-04,3.5
1992-12-07,3.5
1992-12-08,3.484375
1992-12-09,3.53125
1992-12-10,3.609375
1992-12-11,3.671875
1992-12-14,3.65625
1992-12-15,3.625
1992-12-16,3.59375
1992-12-17,3.5625
1992-12-18,3.59375
1992-12-21,3.546875
1992-12-22,3.546875
1992-12-23,3.515625
1992-12-24,3.59375
1992-12-28,3.546875
1992-12-29,3.5625
1992-12-30,3.546875
1992-12-31,3.671875
1993-01-04,3.609375
1993-01-05,3.6875
1993-01-06,3.609375
1993-01-07,3.578125
1993-01-08,3.46875
1993-01-11,3.390625
1993-01-12,3.40625
1993-01-13,3.46875
1993-01-14,3.34375
1993-01-15,3.390625
1993-01-18,3.375
1993-01-19,3.453125
1993-01-20,3.46875
1993-01-21,3.5
1993-01-22,3.59375
1993-01-25,3.6875
1993-01-26,3.78125
1993-01-27,3.75
1993-01-28,3.90625
1993-01-29,3.96875
1993-02-01,4.0625
1993-02-02,4.09375
1993-02-03,4.296875
1993-02-04,4.4375
1993-02-05,4.5
1993-02-08,4.5
1993-02-09,4.421875
1993-02-10,4.375
1993-02-11,4.484375
1993-02-12,4.484375
1993-02-16,4.34375
1993-02-17,4.390625
1993-02-18,4.4375
1993-02-19,4.5
1993-02-22,4.5625
1993-02-23,4.546875
1993-02-24,4.484375
1993-02-25,4.359375
1993-02-26,4.40625
1993-03-01,4.4375
1993-03-02,4.453125
1993-03-03,4.78125
1993-03-04,4.734375
1993-03-05,4.6875
1993-03-08,4.78125
1993-03-09,4.78125
1993-03-10,4.8125
1993-03-11,4.890625
1993-03-12,4.84375
1993-03-15,4.875
1993-03-16,4.859375
1993-03-17,4.984375
1993-03-18,5.0
1993-03-19,4.96875
1993-03-22,4.984375
1993-03-23,4.96875
1993-03-24,4.96875
1993-03-25,4.84375
1993-03-26,4.90625
1993-03-29,4.984375
1993-03-30,5.03125
1993-03-31,5.015625
1993-04-01,5.0
1993-04-02,4.890625
1993-04-05,4.90625
1993-04-06,4.875
1993-04-07,4.875
1993-04-08,4.875
1993-04-12,4.96875
1993-04-13,4.875
1993-04-14,4.84375
1993-04-15,4.8125
1993-04-16,4.84375
1993-04-19,4.875
1993-04-20,4.984375
1993-04-21,4.875
1993-04-22,4.671875
1993-04-23,4.5
1993-04-26,4.625
1993-04-27,4.640625
1993-04-28,4.640625
1993-04-29,4.75
1993-04-30,4.921875
1993-05-03,4.953125
1993-05-04,4.921875
1993-05-05,4.921875
1993-05-06,4.9375
1993-05-07,4.921875
1993-05-10,4.8125
1993-05-11,4.9375
1993-05-12,4.953125
1993-05-13,5.0625
1993-05-14,5.171875
1993-05-17,5.203125
1993-05-18,5.296875
1993-05-19,5.234375
1993-05-20,5.234375
1993-05-21,5.21875
1993-05-24,5.234375
1993-05-25,5.1875
1993-05-26,5.203125
1993-05-27,5.3125
1993-05-28,5.3125
1993-06-01,5.40625
1993-06-02,5.5625
1993-06-03,5.515625
1993-06-04,5.5
1993-06-07,5.5
1993-06-08,5.4375
1993-06-09,5.5
1993-06-10,5.4375
1993-06-11,5.234375
1993-06-14,5.125
1993-06-15,5.125
1993-06-16,5.203125
1993-06-17,5.25
1993-06-18,5.265625
1993-06-21,5.34375
1993-06-22,5.265625
1993-06-23,5.296875
1993-06-24,5.125
1993-06-25,5.125
1993-06-28,5.140625
1993-06-29,5.046875
1993-06-30,5.09375
1993-07-01,5.046875
1993-07-02,5.046875
1993-07-06,5.0
1993-07-07,5.078125
1993-07-08,5.1875
1993-07-09,5.25
1993-07-12,5.3125
1993-07-13,5.28125
1993-07-14,5.28125
1993-07-15,5.25
1993-07-16,5.25
1993-07-19,5.28125
1993-07-20,5.3125
1993-07-21,5.3125
1993-07-22,5.296875
1993-07-23,5.3125
1993-07-26,5.296875
1993-07-27,5.25
1993-07-28,5.265625
1993-07-29,5.296875
1993-07-30,5.328125
1993-08-02,5.46875
1993-08-03,5.5625
1993-08-04,5.625
1993-08-05,5.625
1993-08-06,5.59375
1993-08-09,5.6875
1993-08-10,5.75
1993-08-11,6.0
1993-08-12,6.015625
1993-08-13,5.9375
1993-08-16,5.984375
1993-08-17,6.25
1993-08-18,6.421875
1993-08-19,6.3125
1993-08-20,6.453125
1993-08-23,6.703125
1993-08-24,6.5625
1993-08-25,6.453125
1993-08-26,6.296875
1993-08-27,6.125
1993-08-30,6.21875
1993-08-31,6.28125
1993-09-01,6.375
1993-09-02,6.28125
1993-09-03,6.296875
1993-09-07,6.125
1993-09-08,5.953125
1993-09-09,5.96875
1993-09-10,5.984375
1993-09-13,5.921875
1993-09-14,5.9375
1993-09-15,6.0
1993-09-16,6.0
1993-09-17,5.9375
1993-09-20,5.96875
1993-09-21,6.015625
1993-09-22,5.96875
1993-09-23,5.984375
1993-09-24,5.96875
1993-09-27,5.984375
1993-09-28,5.9375
1993-09-29,6.453125
1993-09-30,6.625
1993-10-01,6.71875
1993-10-04,6.640625
1993-10-05,6.578125
1993-10-06,6.53125
1993-10-07,6.484375
1993-10-08,6.421875
1993-10-11,6.25
1993-10-12,6.125
1993-10-13,5.984375
1993-10-14,6.03125
1993-10-15,5.875
1993-10-18,5.75
1993-10-19,5.828125
1993-10-20,5.3125
1993-10-21,5.5
1993-10-22,5.375
1993-10-25,5.28125
1993-10-26,5.03125
1993-10-27,5.1875
1993-10-28,5.453125
1993-10-29,5.34375
1993-11-01,5.453125
1993-11-02,5.5625
1993-11-03,5.625
1993-11-04,5.625
1993-11-05,5.5625
1993-11-08,5.46875
1993-11-09,5.21875
1993-11-10,5.265625
1993-11-11,5.21875
1993-11-12,5.203125
1993-11-15,5.140625
1993-11-16,4.9375
1993-11-17,5.203125
1993-11-18,5.296875
1993-11-19,5.265625
1993-11-22,5.078125
1993-11-23,5.09375
1993-11-24,5.15625
1993-11-26,5.03125
1993-11-29,4.828125
1993-11-30,4.828125
1993-12-01,4.859375
1993-12-02,4.859375
1993-12-03,4.875
1993-12-06,4.890625
1993-12-07,4.90625
1993-12-08,4.859375
1993-12-09,4.78125
1993-12-10,4.828125
1993-12-13,4.765625
1993-12-14,4.8125
1993-12-15,4.734375
1993-12-16,4.78125
1993-12-17,4.75
1993-12-20,4.515625
1993-12-21,4.4375
1993-12-22,4.734375
1993-12-23,4.75
1993-12-27,4.859375
1993-12-28,4.8125
1993-12-29,4.859375
1993-12-30,4.859375
1993-12-31,4.875
1994-01-03,4.875
1994-01-04,4.890625
1994-01-05,5.203125
1994-01-06,5.453125
1994-01-07,5.4375
1994-01-10,5.640625
1994-01-11,5.5
1994-01-12,5.40625
1994-01-13,5.3125
1994-01-14,5.15625
1994-01-17,5.296875
1994-01-18,5.4375
1994-01-19,5.515625
1994-01-20,5.359375
1994-01-21,5.375
1994-01-24,5.3125
1994-01-25,5.3125
1994-01-26,5.375
1994-01-27,5.546875
1994-01-28,5.5
1994-01-31,5.515625
1994-02-01,5.609375
1994-02-02,5.765625
1994-02-03,5.75
1994-02-04,5.71875
1994-02-07,5.625
1994-02-08,5.734375
1994-02-09,5.65625
1994-02-10,5.5
1994-02-11,5.6875
1994-02-14,5.5
1994-02-15,5.5
1994-02-16,5.375
1994-02-17,5.34375
1994-02-18,5.34375
1994-02-22,5.375
1994-02-23,5.421875
1994-02-24,5.4375
1994-02-25,5.46875
1994-02-28,5.375
1994-03-01,5.375
1994-03-02,5.3125
1994-03-03,5.3125
1994-03-04,5.390625
1994-03-07,5.34375
1994-03-08,5.234375
1994-03-09,5.03125
1994-03-10,4.9375
1994-03-11,5.015625
1994-03-14,5.171875
1994-03-15,5.28125
1994-03-16,5.28125
1994-03-17,5.484375
1994-03-18,5.6875
1994-03-21,5.71875
1994-03-22,5.796875
1994-03-23,5.671875
1994-03-24,5.625
1994-03-25,5.625
1994-03-28,5.4375
1994-03-29,5.25
1994-03-30,5.3125
1994-03-31,5.34375
1994-04-04,5.265625
1994-04-05,5.25
1994-04-06,5.375
1994-04-07,5.34375
1994-04-08,5.34375
1994-04-11,5.296875
1994-04-12,5.375
1994-04-13,5.4375
1994-04-14,5.53125
1994-04-15,5.875
1994-04-18,5.796875
1994-04-19,5.734375
1994-04-20,5.71875
1994-04-21,5.75
1994-04-22,5.765625
1994-04-25,5.9375
1994-04-26,5.96875
1994-04-28,5.953125
1994-04-29,5.9375
1994-05-02,5.953125
1994-05-03,5.875
1994-05-04,5.9375
1994-05-05,5.921875
1994-05-06,6.09375
1994-05-09,6.078125
1994-05-10,6.09375
1994-05-11,6.03125
1994-05-12,6.140625
1994-05-13,6.125
1994-05-16,6.109375
1994-05-17,5.953125
1994-05-18,5.96875
1994-05-19,5.890625
1994-05-20,5.828125
1994-05-23,5.765625
1994-05-24,5.703125
1994-05-25,5.65625
1994-05-26,5.546875
1994-05-27,5.578125
1994-05-31,5.5
1994-06-01,5.515625
1994-06-02,5.46875
1994-06-03,5.421875
1994-06-06,5.46875
1994-06-07,5.5625
1994-06-08,5.46875
1994-06-09,5.375
