Date,ALEX
2012-06-14,26.23
2012-06-15,25.57
2012-06-18,25.57
2012-06-19,25.57
2012-06-20,25.57
2012-06-21,25.57
2012-06-22,25.57
2012-06-25,25.59
2012-06-26,26.93
2012-06-27,26.98
2012-06-28,27.9
2012-06-29,25.17
2012-07-02,27.83
2012-07-03,27.51
2012-07-05,31.16
2012-07-06,33.779999
2012-07-09,32.040001000000004
2012-07-10,32.099998
2012-07-11,24.950001
2012-07-12,24.91
2012-07-13,24.82
2012-07-16,34.16
2012-07-17,34.0
2012-07-18,34.060001
2012-07-19,34.060001
2012-07-20,33.599998
2012-07-23,32.650002
2012-07-24,32.259997999999996
2012-07-25,32.130001
2012-07-26,32.299999
2012-07-27,32.52
2012-07-30,32.259997999999996
2012-07-31,32.040001000000004
2012-08-01,32.049999
2012-08-02,32.490002000000004
2012-08-03,32.110001000000004
2012-08-06,32.09
2012-08-07,32.029999
2012-08-08,31.969998999999998
2012-08-09,31.77
2012-08-10,31.5
2012-08-13,31.110001
2012-08-14,30.67
2012-08-15,29.27
2012-08-16,30.26
2012-08-17,30.08
2012-08-20,30.17
2012-08-21,30.049999
2012-08-22,29.99
2012-08-23,29.99
2012-08-24,29.99
2012-08-27,29.57
2012-08-28,29.959999
2012-08-29,29.6
2012-08-30,29.440001000000002
2012-08-31,29.620001000000002
2012-09-04,29.620001000000002
2012-09-05,29.719998999999998
2012-09-06,30.219998999999998
2012-09-07,29.969998999999998
2012-09-10,30.120001000000002
2012-09-11,30.1
2012-09-12,30.18
2012-09-13,30.290001
2012-09-14,30.540001
2012-09-17,29.889999
2012-09-18,29.620001000000002
2012-09-19,29.459999
2012-09-20,29.690001000000002
2012-09-21,29.530001000000002
2012-09-24,29.280001000000002
2012-09-25,29.83
2012-09-26,29.809998999999998
2012-09-27,29.75
2012-09-28,29.530001000000002
2012-10-01,28.690001000000002
2012-10-02,28.959999
2012-10-03,28.73
2012-10-04,28.700001
2012-10-05,28.4
2012-10-08,28.34
2012-10-09,28.07
2012-10-10,27.879998999999998
2012-10-11,27.959999
2012-10-12,27.540001
2012-10-15,27.469998999999998
2012-10-16,27.68
2012-10-17,27.98
2012-10-18,27.620001000000002
2012-10-19,26.93
2012-10-22,26.709999
2012-10-23,26.389999
2012-10-24,26.99
2012-10-25,27.24
2012-10-26,28.280001000000002
2012-10-31,28.93
2012-11-01,29.889999
2012-11-02,29.540001
2012-11-05,29.35
2012-11-06,29.68
2012-11-07,29.42
2012-11-08,29.190001000000002
2012-11-09,29.33
2012-11-12,28.700001
2012-11-13,28.780001000000002
2012-11-14,27.379998999999998
2012-11-15,27.360001
2012-11-16,27.41
2012-11-19,27.9
2012-11-20,28.41
2012-11-21,28.6
2012-11-23,29.07
2012-11-26,29.41
2012-11-27,29.370001000000002
2012-11-28,29.34
2012-11-29,29.68
2012-11-30,29.860001
2012-12-03,28.969998999999998
2012-12-04,29.32
2012-12-05,28.92
2012-12-06,28.98
2012-12-07,28.809998999999998
2012-12-10,29.15
2012-12-11,29.18
2012-12-12,28.99
2012-12-13,28.58
2012-12-14,28.450001
2012-12-17,28.620001000000002
2012-12-18,28.5
2012-12-19,28.18
2012-12-20,28.610001
2012-12-21,28.57
2012-12-24,28.65
2012-12-26,28.41
2012-12-27,28.85
2012-12-28,28.6
2012-12-31,29.370001000000002
2013-01-02,29.860001
2013-01-03,29.450001
2013-01-04,29.540001
2013-01-07,29.209999
2013-01-08,29.809998999999998
2013-01-09,29.790001
2013-01-10,29.719998999999998
2013-01-11,29.799999
2013-01-14,29.93
2013-01-15,30.139999
2013-01-16,30.32
2013-01-17,30.809998999999998
