Date,ZAYO
2014-10-17,22.0
2014-10-20,22.200001
2014-10-21,22.1
2014-10-22,22.34
2014-10-23,22.75
2014-10-24,22.870001000000002
2014-10-27,23.02
2014-10-28,22.75
2014-10-29,23.4
2014-10-30,23.360001
2014-10-31,23.41
2014-11-03,23.870001000000002
2014-11-04,23.73
2014-11-05,24.040001
2014-11-06,23.58
2014-11-07,23.59
2014-11-10,23.52
2014-11-11,23.190001000000002
2014-11-12,23.26
2014-11-13,23.73
2014-11-14,23.82
2014-11-17,23.700001
2014-11-18,23.83
2014-11-19,23.780001000000002
2014-11-20,24.040001
2014-11-21,25.040001
2014-11-24,25.540001
2014-11-25,25.540001
2014-11-26,27.0
2014-11-28,27.49
2014-12-01,26.84
2014-12-02,26.9
2014-12-03,27.15
2014-12-04,26.91
2014-12-05,26.780001000000002
2014-12-08,26.73
2014-12-09,28.389999
2014-12-10,29.200001
2014-12-11,30.57
2014-12-12,28.969998999999998
2014-12-15,28.15
2014-12-16,28.030001000000002
2014-12-17,28.700001
2014-12-18,28.889999
2014-12-19,29.200001
2014-12-22,29.74
2014-12-23,31.200001
2014-12-24,31.48
2014-12-26,31.35
2014-12-29,32.029999
2014-12-30,30.950001
2014-12-31,30.57
2015-01-02,30.67
2015-01-05,29.370001000000002
2015-01-06,29.129998999999998
2015-01-07,29.15
2015-01-08,29.6
2015-01-09,29.66
2015-01-12,29.620001000000002
2015-01-13,29.860001
2015-01-14,30.219998999999998
2015-01-15,30.16
2015-01-16,29.889999
2015-01-20,28.67
2015-01-21,27.43
2015-01-22,26.950001
2015-01-23,27.389999
2015-01-26,27.799999
2015-01-27,28.030001000000002
2015-01-28,27.559998999999998
2015-01-29,28.01
2015-01-30,27.75
2015-02-02,27.780001000000002
2015-02-03,28.950001
2015-02-04,29.370001000000002
2015-02-05,29.459999
2015-02-06,29.379998999999998
2015-02-09,29.030001000000002
2015-02-10,29.0
2015-02-11,27.469998999999998
2015-02-12,28.25
2015-02-13,29.23
2015-02-17,29.02
2015-02-18,29.950001
2015-02-19,29.950001
2015-02-20,30.49
2015-02-23,29.969998999999998
2015-02-24,29.75
2015-02-25,28.959999
2015-02-26,28.719998999999998
2015-02-27,29.26
2015-03-02,29.379998999999998
2015-03-03,28.91
2015-03-04,27.77
2015-03-05,26.82
2015-03-06,26.26
2015-03-09,26.290001
2015-03-10,28.1
2015-03-11,27.559998999999998
2015-03-12,27.4
2015-03-13,27.42
2015-03-16,27.280001000000002
2015-03-17,27.110001
2015-03-18,27.620001000000002
2015-03-19,28.01
2015-03-20,28.309998999999998
2015-03-23,28.5
2015-03-24,28.209999
2015-03-25,27.35
2015-03-26,26.93
2015-03-27,27.4
2015-03-30,28.030001000000002
2015-03-31,27.959999
2015-04-01,27.889999
2015-04-02,27.68
2015-04-06,27.370001000000002
2015-04-07,27.450001
2015-04-08,27.32
2015-04-09,27.459999
2015-04-10,27.67
2015-04-13,27.34
2015-04-14,27.719998999999998
2015-04-15,28.25
2015-04-16,28.5
2015-04-17,27.629998999999998
2015-04-20,27.66
2015-04-21,27.32
2015-04-22,27.24
2015-04-23,27.25
2015-04-24,27.200001
2015-04-27,26.9
2015-04-28,27.290001
2015-04-29,27.040001
2015-04-30,26.549999
2015-05-01,27.26
2015-05-04,28.07
2015-05-05,27.75
2015-05-06,27.610001
2015-05-07,27.450001
2015-05-08,27.82
2015-05-11,27.99
2015-05-12,28.02
2015-05-13,26.219998999999998
2015-05-14,25.940001000000002
2015-05-15,25.700001
2015-05-18,26.83
2015-05-19,25.959999
2015-05-20,26.110001
2015-05-21,26.02
2015-05-22,26.370001000000002
2015-05-26,26.26
2015-05-27,26.51
2015-05-28,26.51
2015-05-29,26.290001
2015-06-01,26.27
2015-06-02,26.07
2015-06-03,26.129998999999998
2015-06-04,26.35
2015-06-05,26.129998999999998
2015-06-08,25.42
2015-06-09,25.870001000000002
2015-06-10,26.43
2015-06-11,26.93
2015-06-12,27.0
2015-06-15,28.5
2015-06-16,28.09
2015-06-17,28.440001000000002
2015-06-18,28.52
2015-06-19,28.040001
2015-06-22,28.540001
2015-06-23,28.35
2015-06-24,27.799999
2015-06-25,27.809998999999998
2015-06-26,27.299999
2015-06-29,26.110001
2015-06-30,25.719998999999998
2015-07-01,25.51
2015-07-02,25.379998999999998
2015-07-06,24.91
2015-07-07,24.700001
2015-07-08,23.940001000000002
2015-07-09,24.27
2015-07-10,24.379998999999998
2015-07-13,24.379998999999998
2015-07-14,24.83
2015-07-15,24.459999
2015-07-16,24.48
2015-07-17,24.9
2015-07-20,25.1
2015-07-21,25.16
2015-07-22,25.18
2015-07-23,25.75
2015-07-24,26.08
2015-07-27,25.65
2015-07-28,25.860001
2015-07-29,26.0
2015-07-30,26.309998999999998
2015-07-31,26.700001
2015-08-03,27.57
2015-08-04,27.49
2015-08-05,27.9
2015-08-06,27.370001000000002
2015-08-07,27.52
2015-08-10,28.52
2015-08-11,28.129998999999998
2015-08-12,28.549999
2015-08-13,29.0
2015-08-14,29.24
2015-08-17,29.43
2015-08-18,29.24
2015-08-19,28.83
2015-08-20,28.24
2015-08-21,27.809998999999998
2015-08-24,26.530001000000002
2015-08-25,26.1
2015-08-26,27.48
2015-08-27,28.15
2015-08-28,28.120001000000002
2015-08-31,27.969998999999998
2015-09-01,27.08
2015-09-02,27.91
2015-09-03,28.48
2015-09-04,28.4
2015-09-08,29.040001
2015-09-09,28.360001
2015-09-10,28.4
2015-09-11,28.07
2015-09-14,27.93
2015-09-15,28.75
2015-09-16,28.620001000000002
2015-09-17,29.17
2015-09-18,28.9
2015-09-21,27.27
2015-09-22,26.469998999999998
2015-09-23,26.120001000000002
2015-09-24,26.629998999999998
2015-09-25,26.059998999999998
2015-09-28,25.440001000000002
2015-09-29,24.790001
2015-09-30,25.360001
2015-10-01,25.040001
2015-10-02,25.16
2015-10-05,25.4
2015-10-06,24.82
2015-10-07,25.049999
2015-10-08,24.870001000000002
2015-10-09,24.469998999999998
2015-10-12,24.83
2015-10-13,25.07
2015-10-14,24.620001000000002
2015-10-15,25.299999
2015-10-16,25.190001000000002
2015-10-19,25.200001
2015-10-20,25.27
2015-10-21,24.879998999999998
2015-10-22,25.780001000000002
2015-10-23,25.66
2015-10-26,25.99
2015-10-27,25.799999
2015-10-28,26.690001000000002
2015-10-29,26.549999
2015-10-30,26.530001000000002
2015-11-02,26.76
2015-11-03,26.559998999999998
2015-11-04,26.209999
2015-11-05,26.540001
2015-11-06,26.110001
2015-11-09,25.790001
2015-11-10,24.52
2015-11-11,24.83
2015-11-12,24.23
2015-11-13,22.809998999999998
2015-11-16,23.92
2015-11-17,23.91
2015-11-18,24.43
2015-11-19,23.450001
2015-11-20,23.360001
2015-11-23,23.93
2015-11-24,24.02
2015-11-25,24.139999
2015-11-27,24.040001
2015-11-30,24.299999
2015-12-01,24.41
2015-12-02,24.290001
2015-12-03,23.98
2015-12-04,24.43
2015-12-07,24.879998999999998
2015-12-08,25.4
2015-12-09,26.059998999999998
2015-12-10,26.67
2015-12-11,26.219998999999998
2015-12-14,26.530001000000002
2015-12-15,27.059998999999998
2015-12-16,27.389999
2015-12-17,26.379998999999998
2015-12-18,26.5
2015-12-21,26.23
2015-12-22,26.620001000000002
2015-12-23,26.6
2015-12-24,26.450001
2015-12-28,26.0
2015-12-29,26.440001000000002
2015-12-30,25.879998999999998
2015-12-31,26.59
2016-01-04,26.530001000000002
2016-01-05,26.93
2016-01-06,27.0
2016-01-07,25.75
2016-01-08,25.75
2016-01-11,25.66
2016-01-12,25.68
2016-01-13,24.629998999999998
2016-01-14,24.950001
2016-01-15,24.93
2016-01-19,24.73
2016-01-20,24.530001000000002
2016-01-21,24.219998999999998
2016-01-22,24.610001
2016-01-25,24.440001000000002
2016-01-26,24.32
2016-01-27,24.23
2016-01-28,24.01
2016-01-29,25.02
2016-02-01,25.49
2016-02-02,24.950001
2016-02-03,24.620001000000002
2016-02-04,25.26
2016-02-05,24.59
2016-02-08,22.25
2016-02-09,21.889999
2016-02-10,22.98
2016-02-11,23.110001
2016-02-12,21.889999
2016-02-16,23.219998999999998
2016-02-17,23.629998999999998
2016-02-18,23.799999
2016-02-19,23.51
2016-02-22,23.450001
2016-02-23,23.610001
2016-02-24,23.73
2016-02-25,23.799999
2016-02-26,23.690001000000002
2016-02-29,23.68
2016-03-01,23.92
2016-03-02,24.290001
2016-03-03,24.26
2016-03-04,24.18
2016-03-07,24.74
2016-03-08,24.27
2016-03-09,24.469998999999998
2016-03-10,24.4
2016-03-11,25.01
2016-03-14,24.68
2016-03-15,24.57
2016-03-16,24.469998999999998
2016-03-17,24.610001
2016-03-18,24.450001
2016-03-21,24.32
2016-03-22,24.190001000000002
2016-03-23,23.91
2016-03-24,23.57
2016-03-28,23.690001000000002
2016-03-29,24.23
2016-03-30,24.280001000000002
2016-03-31,24.24
2016-04-01,24.290001
2016-04-04,24.52
2016-04-05,24.200001
2016-04-06,24.629998999999998
2016-04-07,24.610001
2016-04-08,24.98
2016-04-11,24.73
2016-04-12,24.68
2016-04-13,24.709999
2016-04-14,24.549999
2016-04-15,24.52
2016-04-18,24.940001000000002
2016-04-19,25.33
2016-04-20,25.700001
2016-04-21,25.41
2016-04-22,26.01
2016-04-25,26.049999
2016-04-26,26.27
2016-04-27,26.0
2016-04-28,25.799999
2016-04-29,25.959999
2016-05-02,26.639999
2016-05-03,26.610001
2016-05-04,26.51
2016-05-05,26.17
2016-05-06,27.139999
2016-05-09,26.889999
2016-05-10,27.040001
2016-05-11,27.26
2016-05-12,26.959999
2016-05-13,26.9
2016-05-16,27.09
2016-05-17,26.940001000000002
2016-05-18,27.65
2016-05-19,27.360001
2016-05-20,27.5
2016-05-23,27.43
2016-05-24,27.67
2016-05-25,27.879998999999998
2016-05-26,27.780001000000002
2016-05-27,28.0
2016-05-31,27.780001000000002
2016-06-01,27.790001
2016-06-02,28.0
2016-06-03,27.76
2016-06-06,27.75
2016-06-07,27.91
2016-06-08,28.15
2016-06-09,28.120001000000002
2016-06-10,27.4
2016-06-13,27.09
2016-06-14,27.08
2016-06-15,27.01
2016-06-16,27.09
2016-06-17,26.969998999999998
2016-06-20,27.459999
2016-06-21,27.52
2016-06-22,27.299999
2016-06-23,27.9
2016-06-24,26.98
2016-06-27,26.379998999999998
2016-06-28,26.889999
2016-06-29,27.530001000000002
2016-06-30,27.93
2016-07-01,27.959999
2016-07-05,27.799999
2016-07-06,27.559998999999998
2016-07-07,27.83
2016-07-08,28.49
2016-07-11,28.68
2016-07-12,28.5
2016-07-13,28.790001
2016-07-14,28.639999
2016-07-15,28.77
2016-07-18,28.549999
2016-07-19,28.75
2016-07-20,29.16
2016-07-21,29.219998999999998
2016-07-22,29.719998999999998
2016-07-25,29.27
2016-07-26,29.299999
2016-07-27,28.709999
2016-07-28,28.48
2016-07-29,28.299999
2016-08-01,28.209999
2016-08-02,28.01
2016-08-03,28.24
2016-08-04,28.27
2016-08-05,28.33
2016-08-08,28.42
2016-08-09,28.440001000000002
2016-08-10,28.58
2016-08-11,28.52
2016-08-12,28.49
2016-08-15,28.74
2016-08-16,28.42
2016-08-17,28.629998999999998
2016-08-18,28.870001000000002
2016-08-19,28.799999
2016-08-22,29.190001000000002
2016-08-23,29.33
2016-08-24,29.209999
2016-08-25,29.24
2016-08-26,28.49
2016-08-29,28.9
2016-08-30,29.33
2016-08-31,29.01
2016-09-01,29.09
2016-09-02,29.35
2016-09-06,29.809998999999998
2016-09-07,30.040001
2016-09-08,29.959999
2016-09-09,28.93
2016-09-12,29.25
2016-09-13,28.5
2016-09-14,28.27
2016-09-15,28.870001000000002
2016-09-16,29.219998999999998
2016-09-19,29.49
2016-09-20,29.200001
2016-09-21,29.58
2016-09-22,29.73
2016-09-23,30.08
2016-09-26,29.9
2016-09-27,29.82
2016-09-28,30.440001000000002
2016-09-29,29.799999
2016-09-30,29.709999
2016-10-03,29.809998999999998
2016-10-04,30.5
2016-10-05,31.01
2016-10-06,30.93
2016-10-07,30.68
2016-10-10,31.25
2016-10-11,31.07
2016-10-12,31.129998999999998
2016-10-13,30.98
2016-10-14,31.139999
2016-10-17,31.24
2016-10-18,31.290001
2016-10-19,31.51
2016-10-20,31.74
2016-10-21,31.82
2016-10-24,31.75
2016-10-25,31.6
2016-10-26,31.35
2016-10-27,31.540001
2016-10-28,31.99
2016-10-31,32.18
2016-11-01,32.41
2016-11-02,31.809998999999998
2016-11-03,31.77
2016-11-04,31.709999
2016-11-07,32.360001000000004
2016-11-08,32.75
2016-11-09,33.450001
2016-11-10,33.709998999999996
2016-11-11,32.889998999999996
2016-11-14,31.98
2016-11-15,32.860001000000004
2016-11-16,34.220001
2016-11-17,34.889998999999996
2016-11-18,34.919998
2016-11-21,35.139998999999996
2016-11-22,34.509997999999996
2016-11-23,34.389998999999996
2016-11-25,35.040001000000004
2016-11-28,34.700001
2016-11-29,34.709998999999996
2016-11-30,34.5
2016-12-01,33.130001
2016-12-02,33.43
2016-12-05,33.5
2016-12-06,33.93
2016-12-07,34.18
2016-12-08,34.209998999999996
2016-12-09,33.91
2016-12-12,33.41
2016-12-13,33.560001
2016-12-14,32.959998999999996
2016-12-15,33.209998999999996
2016-12-16,32.889998999999996
2016-12-19,32.91
2016-12-20,32.93
2016-12-21,33.349998
2016-12-22,33.220001
2016-12-23,33.459998999999996
2016-12-27,33.689999
