Date,MTB
1980-03-17,0.5375
1980-03-18,0.53125
1980-03-19,0.54375
1980-03-20,0.54375
1980-03-21,0.54375
1980-03-24,0.54375
1980-03-25,0.525
1980-03-26,0.525
1980-03-27,0.475
1980-03-28,0.4875
1980-03-31,0.4875
1980-04-01,0.49375
1980-04-02,0.5
1980-04-03,0.49375
1980-04-07,0.475
1980-04-08,0.475
1980-04-09,0.48125
1980-04-10,0.4875
1980-04-11,0.4875
1980-04-14,0.4875
1980-04-15,0.46875
1980-04-16,0.475
1980-04-17,0.4875
1980-04-18,0.5
1980-04-21,0.4875
1980-04-22,0.4875
1980-04-23,0.5125
1980-04-24,0.51875
1980-04-25,0.51875
1980-04-28,0.5375
1980-04-29,0.5375
1980-04-30,0.54375
1980-05-01,0.5375
1980-05-02,0.55
1980-05-05,0.6
1980-05-06,0.5875
1980-05-07,0.6
1980-05-08,0.6
1980-05-09,0.6
1980-05-12,0.6125
1980-05-13,0.6375
1980-05-14,0.6375
1980-05-15,0.6375
1980-05-16,0.6375
1980-05-19,0.6375
1980-05-20,0.6375
1980-05-21,0.63125
1980-05-22,0.625
1980-05-23,0.64375
1980-05-27,0.6375
1980-05-28,0.63125
1980-05-29,0.6125
1980-05-30,0.61875
1980-06-02,0.61875
1980-06-03,0.6125
1980-06-04,0.6125
1980-06-05,0.61875
1980-06-06,0.61875
1980-06-09,0.6125
1980-06-10,0.6
1980-06-11,0.6
1980-06-12,0.6
1980-06-13,0.6
1980-06-16,0.6
1980-06-17,0.6
1980-06-18,0.60625
1980-06-19,0.6125
1980-06-20,0.6125
1980-06-23,0.6125
1980-06-24,0.6125
1980-06-25,0.6125
1980-06-26,0.61875
1980-06-27,0.61875
1980-06-30,0.6125
1980-07-01,0.6125
1980-07-02,0.61875
1980-07-03,0.625
1980-07-07,0.63125
1980-07-08,0.6375
1980-07-09,0.6375
1980-07-10,0.6375
1980-07-11,0.6375
1980-07-14,0.6375
1980-07-15,0.6375
1980-07-16,0.6375
1980-07-17,0.6375
1980-07-18,0.6375
1980-07-21,0.63125
1980-07-22,0.63125
1980-07-23,0.6375
1980-07-24,0.6375
1980-07-25,0.6375
1980-07-28,0.63125
1980-07-29,0.63125
1980-07-30,0.63125
1980-07-31,0.625
1980-08-01,0.63125
1980-08-04,0.63125
1980-08-05,0.63125
1980-08-06,0.63125
1980-08-07,0.64375
1980-08-08,0.65
1980-08-11,0.6625
1980-08-12,0.6875
1980-08-13,0.6875
1980-08-14,0.6875
1980-08-15,0.6875
1980-08-18,0.675
1980-08-19,0.66875
1980-08-20,0.6625
1980-08-21,0.6625
1980-08-22,0.66875
1980-08-25,0.675
1980-08-26,0.6875
1980-08-27,0.6875
1980-08-28,0.68125
1980-08-29,0.6875
1980-09-02,0.69375
1980-09-03,0.69375
1980-09-04,0.7125
1980-09-05,0.75625
1980-09-08,0.75625
1980-09-09,0.74375
1980-09-10,0.7625
1980-09-11,0.7875
1980-09-12,0.8125
1980-09-15,0.7875
1980-09-16,0.78125
1980-09-17,0.775
1980-09-18,0.7625
1980-09-19,0.76875
1980-09-22,0.76875
1980-09-23,0.75
1980-09-24,0.7375
1980-09-25,0.725
1980-09-26,0.725
1980-09-29,0.7125
1980-09-30,0.7125
1980-10-01,0.7125
1980-10-02,0.7125
1980-10-03,0.7125
1980-10-06,0.7125
1980-10-07,0.7125
1980-10-08,0.725
1980-10-09,0.725
1980-10-10,0.725
1980-10-13,0.75
1980-10-14,0.75
1980-10-15,0.75
1980-10-16,0.75
1980-10-17,0.75
1980-10-20,0.74375
1980-10-21,0.7375
1980-10-22,0.7375
1980-10-23,0.73125
1980-10-24,0.73125
1980-10-27,0.7375
1980-10-28,0.73125
1980-10-29,0.725
1980-10-30,0.73125
1980-10-31,0.73125
1980-11-03,0.73125
1980-11-05,0.7375
1980-11-06,0.725
1980-11-07,0.725
1980-11-10,0.725
1980-11-11,0.725
1980-11-12,0.73125
1980-11-13,0.7375
1980-11-14,0.74375
1980-11-17,0.74375
1980-11-18,0.7375
1980-11-19,0.7375
1980-11-20,0.7375
1980-11-21,0.7375
1980-11-24,0.725
1980-11-25,0.725
1980-11-26,0.725
1980-11-28,0.725
1980-12-01,0.71875
1980-12-02,0.71875
1980-12-03,0.71875
1980-12-04,0.71875
1980-12-05,0.71875
1980-12-08,0.7
1980-12-09,0.7125
1980-12-10,0.71875
1980-12-11,0.7
1980-12-12,0.70625
1980-12-15,0.70625
1980-12-16,0.70625
1980-12-17,0.70625
1980-12-18,0.76875
1980-12-19,0.78125
1980-12-22,0.78125
1980-12-23,0.7875
1980-12-24,0.79375
1980-12-26,0.79375
1980-12-29,0.7875
1980-12-30,0.7875
1980-12-31,0.8
1981-01-02,0.8125
1981-01-05,0.83125
1981-01-06,0.8375
1981-01-07,0.8125
1981-01-08,0.825
1981-01-09,0.81875
1981-01-12,0.81875
1981-01-13,0.8125
1981-01-14,0.8125
1981-01-15,0.8875
1981-01-16,0.8875
1981-01-19,0.875
1981-01-20,0.8625
1981-01-21,0.825
1981-01-22,0.825
1981-01-23,0.825
1981-01-26,0.8375
1981-01-27,0.8375
1981-01-28,0.825
1981-01-29,0.825
1981-01-30,0.8125
1981-02-02,0.8
1981-02-03,0.7875
1981-02-04,0.7875
1981-02-05,0.7875
1981-02-06,0.7875
1981-02-09,0.775
1981-02-10,0.775
1981-02-11,0.775
1981-02-12,0.775
1981-02-13,0.775
1981-02-17,0.7625
1981-02-18,0.7625
1981-02-19,0.7625
1981-02-20,0.7625
1981-02-23,0.7625
1981-02-24,0.7625
1981-02-25,0.7625
1981-02-26,0.775
1981-02-27,0.8
1981-03-02,0.8
1981-03-03,0.8
1981-03-04,0.775
1981-03-05,0.775
1981-03-06,0.775
1981-03-09,0.775
1981-03-10,0.775
1981-03-11,0.78125
1981-03-12,0.7875
1981-03-13,0.775
1981-03-16,0.79375
1981-03-17,0.8
1981-03-18,0.7875
1981-03-19,0.7875
1981-03-20,0.7875
1981-03-23,0.7875
1981-03-24,0.7875
1981-03-25,0.7875
1981-03-26,0.7875
1981-03-27,0.7625
1981-03-30,0.7875
1981-03-31,0.775
1981-04-01,0.7875
1981-04-02,0.7875
1981-04-03,0.7875
1981-04-06,0.7875
1981-04-07,0.7875
1981-04-08,0.7875
1981-04-09,0.8
1981-04-10,0.8125
1981-04-13,0.8125
1981-04-14,0.8
1981-04-15,0.8
1981-04-16,0.7875
1981-04-20,0.7875
1981-04-21,0.8
1981-04-22,0.8
1981-04-23,0.8
1981-04-24,0.8
1981-04-27,0.7875
1981-04-28,0.775
1981-04-29,0.775
1981-04-30,0.775
1981-05-01,0.775
1981-05-04,0.7625
1981-05-05,0.7375
1981-05-06,0.725
1981-05-07,0.7125
1981-05-08,0.725
1981-05-11,0.7
1981-05-12,0.7
1981-05-13,0.7
1981-05-14,0.7125
1981-05-15,0.725
1981-05-18,0.725
1981-05-19,0.725
1981-05-20,0.725
1981-05-21,0.725
1981-05-22,0.725
1981-05-26,0.7375
1981-05-27,0.75
1981-05-28,0.75625
1981-05-29,0.7875
1981-06-01,0.8
1981-06-02,0.8
1981-06-03,0.8
1981-06-04,0.8
1981-06-05,0.8125
1981-06-08,0.8
1981-06-09,0.8
1981-06-10,0.8
1981-06-11,0.8
1981-06-12,0.8
1981-06-15,0.8125
1981-06-16,0.8125
1981-06-17,0.825
1981-06-18,0.825
1981-06-19,0.8375
1981-06-22,0.825
1981-06-23,0.825
1981-06-24,0.8375
1981-06-25,0.8375
1981-06-26,0.8375
1981-06-29,0.8375
1981-06-30,0.8375
1981-07-01,0.8375
1981-07-02,0.825
1981-07-06,0.8
1981-07-07,0.8
1981-07-08,0.8
1981-07-09,0.7875
1981-07-10,0.8
1981-07-13,0.8125
1981-07-14,0.8
1981-07-15,0.7875
1981-07-16,0.7875
1981-07-17,0.7875
1981-07-20,0.775
1981-07-21,0.7625
1981-07-22,0.7625
1981-07-23,0.75
1981-07-24,0.75
1981-07-27,0.7625
1981-07-28,0.775
1981-07-29,0.775
1981-07-30,0.775
1981-07-31,0.775
1981-08-03,0.7625
1981-08-04,0.7625
1981-08-05,0.7625
1981-08-06,0.7625
1981-08-07,0.7625
1981-08-10,0.7625
1981-08-11,0.7625
1981-08-12,0.775
1981-08-13,0.775
1981-08-14,0.775
1981-08-17,0.775
1981-08-18,0.775
1981-08-19,0.78125
1981-08-20,0.8
1981-08-21,0.8125
1981-08-24,0.8
1981-08-25,0.8
1981-08-26,0.8
1981-08-27,0.8
1981-08-28,0.8
1981-08-31,0.80625
1981-09-01,0.8
1981-09-02,0.80625
1981-09-03,0.8125
1981-09-04,0.8125
1981-09-08,0.8125
1981-09-09,0.825
1981-09-10,0.8375
1981-09-11,0.8375
1981-09-14,0.8375
1981-09-15,0.85
1981-09-16,0.85
1981-09-17,0.825
1981-09-18,0.825
1981-09-21,0.8375
1981-09-22,0.8375
1981-09-23,0.8375
1981-09-24,0.825
1981-09-25,0.7875
1981-09-28,0.775
1981-09-29,0.775
1981-09-30,0.775
1981-10-01,0.7875
1981-10-02,0.8
1981-10-05,0.8
1981-10-06,0.8
1981-10-07,0.825
1981-10-08,0.825
1981-10-09,0.8375
1981-10-12,0.85
1981-10-13,0.85
1981-10-14,0.85
1981-10-15,0.825
1981-10-16,0.8375
1981-10-19,0.8375
1981-10-20,0.85
1981-10-21,0.8625
1981-10-22,0.8625
1981-10-23,0.86875
1981-10-26,0.86875
1981-10-27,0.875
1981-10-28,0.88125
1981-10-29,0.88125
1981-10-30,0.875
1981-11-02,0.875
1981-11-03,0.875
1981-11-04,0.875
1981-11-05,0.8875
1981-11-06,0.8875
1981-11-09,0.8875
1981-11-10,0.8875
1981-11-11,0.8875
1981-11-12,0.9
1981-11-13,0.8875
1981-11-16,0.875
1981-11-17,0.875
1981-11-18,0.875
1981-11-19,0.875
1981-11-20,0.875
1981-11-23,0.875
1981-11-24,0.875
1981-11-25,0.875
1981-11-27,0.875
1981-11-30,0.875
1981-12-01,0.875
1981-12-02,0.875
1981-12-03,0.8875
1981-12-04,0.8875
1981-12-07,0.9125
1981-12-08,0.9
1981-12-09,0.9
1981-12-10,0.9
1981-12-11,0.9125
1981-12-14,0.9
1981-12-15,0.9
1981-12-16,0.9125
1981-12-17,0.9125
1981-12-18,0.925
1981-12-21,0.9125
1981-12-22,0.95
1981-12-23,0.975
1981-12-24,1.0
1981-12-28,1.0
1981-12-29,0.975
1981-12-30,0.975
1981-12-31,0.9625
1982-01-04,0.9625
1982-01-05,0.95
1982-01-06,0.9125
1982-01-07,0.9125
1982-01-08,0.925
1982-01-11,0.9125
1982-01-12,0.9
1982-01-13,0.9
1982-01-14,0.9
1982-01-15,0.89375
1982-01-18,0.9
1982-01-19,0.9
1982-01-20,0.875
1982-01-21,0.8125
1982-01-22,0.8
1982-01-25,0.7875
1982-01-26,0.8
1982-01-27,0.8
1982-01-28,0.8125
1982-01-29,0.8125
1982-02-01,0.8
1982-02-02,0.8125
1982-02-03,0.825
1982-02-04,0.825
1982-02-05,0.8375
1982-02-08,0.85
1982-02-09,0.8375
1982-02-10,0.825
1982-02-11,0.825
1982-02-12,0.825
1982-02-16,0.8125
1982-02-17,0.8
1982-02-18,0.8
1982-02-19,0.7875
1982-02-22,0.7875
1982-02-23,0.775
1982-02-24,0.775
1982-02-25,0.7875
1982-02-26,0.8
1982-03-01,0.8375
1982-03-02,0.85
1982-03-03,0.8375
1982-03-04,0.85
1982-03-05,0.8875
1982-03-08,0.8625
1982-03-09,0.875
1982-03-10,0.875
1982-03-11,0.875
1982-03-12,0.825
1982-03-15,0.825
1982-03-16,0.825
1982-03-17,0.8375
1982-03-18,0.8875
1982-03-19,0.9
1982-03-22,0.9125
1982-03-23,0.9125
1982-03-24,0.925
1982-03-25,0.925
1982-03-26,0.9375
1982-03-29,0.925
1982-03-30,0.925
1982-03-31,0.925
1982-04-01,0.925
1982-04-02,0.9125
1982-04-05,0.9125
1982-04-06,0.9125
1982-04-07,0.9375
1982-04-08,0.9375
1982-04-12,0.9375
1982-04-13,0.9375
1982-04-14,0.925
1982-04-15,0.925
1982-04-16,0.9375
1982-04-19,0.9375
1982-04-20,0.95
1982-04-21,0.9625
1982-04-22,0.9625
1982-04-23,0.9625
1982-04-26,0.9625
1982-04-27,0.9625
1982-04-28,0.95
1982-04-29,0.95
1982-04-30,0.9625
1982-05-03,0.95
1982-05-04,0.95
1982-05-05,0.9375
1982-05-06,0.9375
1982-05-07,0.9375
1982-05-10,0.9375
1982-05-11,0.9375
1982-05-12,0.9375
1982-05-13,0.9375
1982-05-14,0.9375
