Date,MTB
1982-05-17,0.9375
1982-05-18,0.925
1982-05-19,0.925
1982-05-20,0.925
1982-05-21,0.925
1982-05-24,0.925
1982-05-25,0.925
1982-05-26,0.9125
1982-05-27,0.9125
1982-05-28,0.95
1982-06-01,0.9375
1982-06-02,0.9375
1982-06-03,0.9375
1982-06-04,0.925
1982-06-07,0.9125
1982-06-08,0.9125
1982-06-09,0.9
1982-06-10,0.925
1982-06-11,0.9375
1982-06-14,0.9375
1982-06-15,0.925
1982-06-16,0.925
1982-06-17,0.9125
1982-06-18,0.9125
1982-06-21,0.9125
1982-06-22,0.9
1982-06-23,0.9
1982-06-24,0.9125
1982-06-25,0.9125
1982-06-28,0.9125
1982-06-29,0.925
1982-06-30,0.925
1982-07-01,0.9125
1982-07-02,0.9125
1982-07-06,0.9125
1982-07-07,0.9125
1982-07-08,0.9125
1982-07-09,0.9125
1982-07-12,0.9125
1982-07-13,0.9125
1982-07-14,0.9125
1982-07-15,0.9125
1982-07-16,0.8875
1982-07-19,0.9
1982-07-20,0.9
1982-07-21,0.9
1982-07-22,0.9
1982-07-23,0.9
1982-07-26,0.9
1982-07-27,0.9
1982-07-28,0.9
1982-07-29,0.9
1982-07-30,0.9
1982-08-02,0.9
1982-08-03,0.9
1982-08-04,0.8875
1982-08-05,0.8875
1982-08-06,0.8875
1982-08-09,0.875
1982-08-10,0.8625
1982-08-11,0.8625
1982-08-12,0.8625
1982-08-13,0.8625
1982-08-16,0.8625
1982-08-17,0.8625
1982-08-18,0.875
1982-08-19,0.8625
1982-08-20,0.85
1982-08-23,0.85
1982-08-24,0.85
1982-08-25,0.85
1982-08-26,0.85
1982-08-27,0.85
1982-08-30,0.85
1982-08-31,0.85
1982-09-01,0.8625
1982-09-02,0.8625
1982-09-03,0.8625
1982-09-07,0.8625
1982-09-08,0.8625
1982-09-09,0.8625
1982-09-10,0.875
1982-09-13,0.875
1982-09-14,0.875
1982-09-15,0.875
1982-09-16,0.875
1982-09-17,0.875
1982-09-20,0.875
1982-09-21,0.8875
1982-09-22,0.8875
1982-09-23,0.9
1982-09-24,0.9125
1982-09-27,0.9125
1982-09-28,0.925
1982-09-29,0.95
1982-09-30,0.95
1982-10-01,0.95
1982-10-04,0.9625
1982-10-05,0.9875
1982-10-06,0.9875
1982-10-07,1.0125
1982-10-08,1.0375
1982-10-11,1.1125
1982-10-12,1.075
1982-10-13,1.0625
1982-10-14,1.0625
1982-10-15,1.0625
1982-10-18,1.0625
1982-10-19,1.075
1982-10-20,1.075
1982-10-21,1.0875
1982-10-22,1.0875
1982-10-25,1.075
1982-10-26,1.0625
1982-10-27,1.0625
1982-10-28,1.0625
1982-10-29,1.075
1982-11-01,1.0875
1982-11-02,1.1
1982-11-03,1.1
1982-11-04,1.125
1982-11-05,1.15
1982-11-08,1.1625
1982-11-09,1.175
1982-11-10,1.175
1982-11-11,1.175
1982-11-12,1.1875
1982-11-15,1.1875
1982-11-16,1.1875
1982-11-17,1.1875
1982-11-18,1.2
1982-11-19,1.1875
1982-11-22,1.175
1982-11-23,1.175
1982-11-24,1.1625
1982-11-26,1.1625
1982-11-29,1.175
1982-11-30,1.1875
1982-12-01,1.2
1982-12-02,1.2125
1982-12-03,1.25
1982-12-06,1.2875
1982-12-07,1.3
1982-12-08,1.3
1982-12-09,1.2875
1982-12-10,1.2625
1982-12-13,1.2375
1982-12-14,1.2375
1982-12-15,1.2125
1982-12-16,1.2
1982-12-17,1.2
1982-12-20,1.175
1982-12-21,1.15
1982-12-22,1.15
1982-12-23,1.175
1982-12-27,1.2
1982-12-28,1.2125
1982-12-29,1.2125
1982-12-30,1.2125
1982-12-31,1.2125
1983-01-03,1.1875
1983-01-04,1.175
1983-01-05,1.175
1983-01-06,1.2
1983-01-07,1.2
1983-01-10,1.2125
1983-01-11,1.2
1983-01-12,1.2
1983-01-13,1.2
1983-01-14,1.2
1983-01-17,1.2125
1983-01-18,1.2125
1983-01-19,1.2125
1983-01-20,1.2125
1983-01-21,1.2
1983-01-24,1.1875
1983-01-25,1.175
1983-01-26,1.175
1983-01-27,1.175
1983-01-28,1.1875
1983-01-31,1.1875
1983-02-01,1.2
1983-02-02,1.2
1983-02-03,1.2
1983-02-04,1.2
1983-02-07,1.2
1983-02-08,1.2125
1983-02-09,1.2125
1983-02-10,1.2125
1983-02-11,1.2125
1983-02-14,1.2125
1983-02-15,1.225
1983-02-16,1.2375
1983-02-17,1.25
1983-02-18,1.25
1983-02-22,1.25
1983-02-23,1.2375
1983-02-24,1.2375
1983-02-25,1.2375
1983-02-28,1.25
1983-03-01,1.25
1983-03-02,1.25
1983-03-03,1.2625
1983-03-04,1.2875
1983-03-07,1.3375
1983-03-08,1.3375
1983-03-09,1.3375
1983-03-10,1.3625
1983-03-11,1.375
1983-03-14,1.4
1983-03-15,1.4
1983-03-16,1.4
1983-03-17,1.4
1983-03-18,1.4
1983-03-21,1.4
1983-03-22,1.4
1983-03-23,1.3875
1983-03-24,1.3875
1983-03-25,1.3625
1983-03-28,1.3375
1983-03-29,1.2875
1983-03-30,1.3
1983-03-31,1.3375
1983-04-04,1.3625
1983-04-05,1.3625
1983-04-06,1.3375
1983-04-07,1.3375
1983-04-08,1.3375
1983-04-11,1.3625
1983-04-12,1.375
1983-04-13,1.3875
1983-04-14,1.3875
1983-04-15,1.4
1983-04-18,1.4
1983-04-19,1.3875
1983-04-20,1.375
1983-04-21,1.375
1983-04-22,1.375
1983-04-25,1.4
1983-04-26,1.4
1983-04-27,1.3875
1983-04-28,1.4
1983-04-29,1.4875
1983-05-02,1.5
1983-05-03,1.6125
1983-05-04,1.6625
1983-05-05,1.6625
1983-05-06,1.6625
1983-05-09,1.6625
1983-05-10,1.65
1983-05-11,1.6625
1983-05-12,1.6625
1983-05-13,1.6625
1983-05-16,1.625
1983-05-17,1.6
1983-05-18,1.6
1983-05-19,1.6
1983-05-20,1.55
1983-05-23,1.525
1983-05-24,1.525
1983-05-25,1.5125
1983-05-26,1.5125
1983-05-27,1.5125
1983-05-31,1.45
1983-06-01,1.45
1983-06-02,1.45
1983-06-03,1.45
1983-06-06,1.4625
1983-06-07,1.4625
1983-06-08,1.4625
1983-06-09,1.4625
1983-06-10,1.4625
1983-06-13,1.5375
1983-06-14,1.55
1983-06-15,1.5625
1983-06-16,1.6375
1983-06-17,1.65
1983-06-20,1.6375
1983-06-21,1.65
1983-06-22,1.65
1983-06-23,1.6375
1983-06-24,1.6375
1983-06-27,1.6
1983-06-28,1.6
1983-06-29,1.575
1983-06-30,1.5625
1983-07-01,1.5625
1983-07-05,1.55
1983-07-06,1.55
1983-07-07,1.55
1983-07-08,1.55
1983-07-11,1.55
1983-07-12,1.55
1983-07-13,1.55
1983-07-14,1.55
1983-07-15,1.525
1983-07-18,1.4875
1983-07-19,1.4625
1983-07-20,1.4625
1983-07-21,1.45
1983-07-22,1.4625
1983-07-25,1.475
1983-07-26,1.475
1983-07-27,1.475
1983-07-28,1.475
1983-07-29,1.475
1983-08-01,1.475
1983-08-02,1.4875
1983-08-03,1.4875
1983-08-04,1.4875
1983-08-05,1.5
1983-08-08,1.4875
1983-08-09,1.475
1983-08-10,1.4875
1983-08-11,1.4875
1983-08-12,1.5
1983-08-15,1.5125
1983-08-16,1.5125
1983-08-17,1.525
1983-08-18,1.525
1983-08-19,1.525
1983-08-22,1.525
1983-08-23,1.525
1983-08-24,1.5125
1983-08-25,1.525
1983-08-26,1.5125
1983-08-29,1.5125
1983-08-30,1.525
1983-08-31,1.525
1983-09-01,1.5375
1983-09-02,1.55
1983-09-06,1.6375
1983-09-07,1.675
1983-09-08,1.675
1983-09-09,1.675
1983-09-12,1.65
1983-09-13,1.6375
1983-09-14,1.6375
1983-09-15,1.6375
1983-09-16,1.625
1983-09-19,1.6375
1983-09-20,1.6375
1983-09-21,1.6375
1983-09-22,1.65
1983-09-23,1.6375
1983-09-26,1.6375
1983-09-27,1.6125
1983-09-28,1.575
1983-09-29,1.575
1983-09-30,1.5625
1983-10-03,1.55
1983-10-04,1.55
1983-10-05,1.55
1983-10-06,1.5875
1983-10-07,1.5875
1983-10-10,1.575
1983-10-11,1.5625
1983-10-12,1.55
1983-10-13,1.5375
1983-10-14,1.5375
1983-10-17,1.55
1983-10-18,1.55
1983-10-19,1.5375
1983-10-20,1.5375
1983-10-21,1.5375
1983-10-24,1.5375
1983-10-25,1.5375
1983-10-26,1.5375
1983-10-27,1.5375
1983-10-28,1.5375
1983-10-31,1.5375
1983-11-01,1.5375
1983-11-02,1.5375
1983-11-03,1.5375
1983-11-04,1.5375
1983-11-07,1.5375
1983-11-08,1.5375
1983-11-09,1.5375
1983-11-10,1.5375
1983-11-11,1.55
1983-11-14,1.575
1983-11-15,1.5625
1983-11-16,1.5625
1983-11-17,1.55
1983-11-18,1.55
1983-11-21,1.55
1983-11-22,1.55
1983-11-23,1.55
1983-11-25,1.55
1983-11-28,1.5375
1983-11-29,1.5375
1983-11-30,1.5375
1983-12-01,1.5375
1983-12-02,1.5375
1983-12-05,1.5375
1983-12-06,1.5375
1983-12-07,1.5375
1983-12-08,1.5375
1983-12-09,1.5375
1983-12-12,1.5375
1983-12-13,1.5375
1983-12-14,1.5375
1983-12-15,1.5375
1983-12-16,1.5375
1983-12-19,1.5375
1983-12-20,1.5875
1983-12-21,1.6125
1983-12-22,1.8875
1983-12-23,1.75
1983-12-27,1.8875
1983-12-28,1.825
1983-12-29,1.8375
1983-12-30,1.8875
1984-01-03,1.875
1984-01-04,1.875
1984-01-05,1.875
1984-01-06,1.875
1984-01-09,1.9
1984-01-10,1.95
1984-01-11,1.975
1984-01-12,1.975
1984-01-13,1.95
1984-01-16,1.9375
1984-01-17,1.9375
1984-01-18,1.8125
1984-01-19,1.8375
1984-01-20,1.85
1984-01-23,1.8125
1984-01-24,1.7875
1984-01-25,1.7875
1984-01-26,1.825
1984-01-27,1.825
1984-01-30,1.7875
1984-01-31,1.8
1984-02-01,1.7875
1984-02-02,1.775
1984-02-03,1.75
1984-02-06,1.7
1984-02-07,1.6625
1984-02-08,1.6625
1984-02-09,1.675
1984-02-10,1.7125
1984-02-13,1.6625
1984-02-14,1.675
1984-02-15,1.65
1984-02-16,1.65
1984-02-17,1.65
1984-02-21,1.6375
1984-02-22,1.6375
1984-02-23,1.6125
1984-02-24,1.6125
1984-02-27,1.6125
1984-02-28,1.6125
1984-02-29,1.6
1984-03-01,1.6
1984-03-02,1.6
1984-03-05,1.6
1984-03-06,1.5875
1984-03-07,1.575
1984-03-08,1.575
1984-03-09,1.6
1984-03-12,1.6
1984-03-13,1.6
1984-03-14,1.6
1984-03-15,1.6
1984-03-16,1.6
1984-03-19,1.575
1984-03-20,1.5875
1984-03-21,1.5875
1984-03-22,1.5875
1984-03-23,1.5625
1984-03-26,1.5625
1984-03-27,1.6
1984-03-28,1.65
1984-03-29,1.65
1984-03-30,1.65
1984-04-02,1.625
1984-04-03,1.625
1984-04-04,1.625
1984-04-05,1.625
1984-04-06,1.6375
1984-04-09,1.625
1984-04-10,1.6375
1984-04-11,1.6375
1984-04-12,1.6625
1984-04-13,1.6625
1984-04-16,1.6625
1984-04-17,1.6625
1984-04-18,1.675
1984-04-19,1.6625
1984-04-23,1.6625
1984-04-24,1.6625
1984-04-25,1.675
1984-04-26,1.775
1984-04-27,1.7875
1984-04-30,1.825
1984-05-01,1.85
1984-05-02,1.9125
1984-05-03,1.9125
1984-05-04,1.875
1984-05-07,1.8625
1984-05-08,1.875
1984-05-09,1.875
1984-05-10,1.8625
1984-05-11,1.83125
1984-05-14,1.83125
1984-05-15,1.8375
1984-05-16,1.8375
1984-05-17,1.825
1984-05-18,1.825
1984-05-21,1.7875
1984-05-22,1.8
1984-05-23,1.7875
1984-05-24,1.7875
1984-05-25,1.8
1984-05-29,1.8
1984-05-30,1.8
1984-05-31,1.8
1984-06-01,1.8625
1984-06-04,1.8875
1984-06-05,1.875
1984-06-06,1.925
1984-06-07,1.9125
1984-06-08,1.9125
1984-06-11,1.8875
1984-06-12,1.8625
1984-06-13,1.8625
1984-06-14,1.875
1984-06-15,1.8875
1984-06-18,1.9
1984-06-19,1.9125
1984-06-20,1.9
1984-06-21,1.9
1984-06-22,1.9
1984-06-25,1.9
1984-06-26,1.8875
1984-06-27,1.8875
1984-06-28,1.8875
1984-06-29,1.8875
1984-07-02,1.8875
1984-07-03,1.8875
1984-07-05,1.875
1984-07-06,1.875
1984-07-09,1.8625
1984-07-10,1.8625
1984-07-11,1.875
1984-07-12,1.875
1984-07-13,1.9
1984-07-16,1.9
1984-07-17,1.9125
1984-07-18,1.9125
1984-07-19,1.9125
1984-07-20,1.9125
1984-07-23,1.9125
1984-07-24,1.8875
1984-07-25,1.9
1984-07-26,1.8875
1984-07-27,1.875
1984-07-30,1.8625
1984-07-31,1.8625
1984-08-01,1.8625
1984-08-02,1.8375
1984-08-03,1.8375
1984-08-06,1.825
1984-08-07,1.8
1984-08-08,1.8
1984-08-09,1.8
1984-08-10,1.8125
1984-08-13,1.8125
1984-08-14,1.775
1984-08-15,1.75
1984-08-16,1.75
1984-08-17,1.75
1984-08-20,1.775
1984-08-21,1.8125
1984-08-22,1.8125
1984-08-23,1.8125
1984-08-24,1.8125
1984-08-27,1.8125
1984-08-28,1.8
1984-08-29,1.8
1984-08-30,1.8
1984-08-31,1.8
1984-09-04,1.8
1984-09-05,1.8125
1984-09-06,1.8125
1984-09-07,1.8125
1984-09-10,1.8125
1984-09-11,1.8125
1984-09-12,1.8625
1984-09-13,1.8875
1984-09-14,1.8875
1984-09-17,1.8875
1984-09-18,1.9
1984-09-19,1.9
1984-09-20,1.975
1984-09-21,1.975
1984-09-24,1.9875
1984-09-25,1.975
1984-09-26,2.0375
1984-09-27,2.0125
1984-09-28,2.0
1984-10-01,2.0
1984-10-02,2.0
1984-10-03,1.9875
1984-10-04,1.975
1984-10-05,1.975
1984-10-08,1.975
1984-10-09,1.9875
1984-10-10,1.9875
1984-10-11,2.0375
1984-10-12,2.0625
1984-10-15,2.05
1984-10-16,2.05
1984-10-17,2.05
1984-10-18,2.0375
1984-10-19,2.05
1984-10-22,2.05
1984-10-23,2.0625
1984-10-24,2.0625
1984-10-25,2.0625
1984-10-26,2.0625
1984-10-29,2.0625
1984-10-30,2.075
1984-10-31,2.075
1984-11-01,2.0875
1984-11-02,2.0875
1984-11-05,2.0875
1984-11-06,2.0875
1984-11-07,2.1
1984-11-08,2.125
1984-11-09,2.1375
1984-11-12,2.1375
1984-11-13,2.15
1984-11-14,2.15
1984-11-15,2.15
1984-11-16,2.1625
1984-11-19,2.1625
1984-11-20,2.1625
1984-11-21,2.175
1984-11-23,2.1875
1984-11-26,2.2125
1984-11-27,2.275
1984-11-28,2.275
1984-11-29,2.3125
1984-11-30,2.325
1984-12-03,2.3125
1984-12-04,2.325
1984-12-05,2.3125
1984-12-06,2.3125
1984-12-07,2.3125
1984-12-10,2.3125
1984-12-11,2.3125
1984-12-12,2.3
1984-12-13,2.3
1984-12-14,2.3
1984-12-17,2.3
1984-12-18,2.3125
1984-12-19,2.3125
1984-12-20,2.3125
1984-12-21,2.2875
1984-12-24,2.2875
1984-12-26,2.2875
