Date,SPB
1980-03-17,520.833313
1980-03-18,549.768494
1980-03-19,583.526245
1980-03-20,588.348755
1980-03-21,576.292419
1980-03-24,530.4783940000001
1980-03-25,532.8896480000001
1980-03-26,513.599548
1980-03-27,482.253082
1980-03-28,513.599548
1980-03-31,525.655884
1980-04-01,540.123474
1980-04-02,552.17981
1980-04-03,549.768494
1980-04-07,503.95446799999996
1980-04-08,525.655884
1980-04-09,549.768494
1980-04-10,561.824829
1980-04-11,561.824829
1980-04-14,552.17981
1980-04-15,544.945984
1980-04-16,520.833313
1980-04-17,511.188263
1980-04-18,501.543213
1980-04-21,491.898163
1980-04-22,542.534729
1980-04-23,566.6474
1980-04-24,549.768494
1980-04-25,525.655884
1980-04-28,542.534729
1980-04-29,549.768494
1980-04-30,554.591064
1980-05-01,576.292419
1980-05-02,597.993835
1980-05-05,595.582581
1980-05-06,605.2276
1980-05-07,610.050171
1980-05-08,612.461426
1980-05-09,581.11499
1980-05-12,588.348755
1980-05-13,597.993835
1980-05-14,605.2276
1980-05-15,607.638916
1980-05-16,602.8163450000001
1980-05-19,607.638916
1980-05-20,602.8163450000001
1980-05-21,626.929016
1980-05-22,629.340271
1980-05-23,634.162781
1980-05-27,638.9853519999999
1980-05-28,636.5740969999999
1980-05-29,607.638916
1980-05-30,636.5740969999999
1980-06-02,641.3966059999999
1980-06-03,651.041687
1980-06-04,675.1542969999999
1980-06-05,675.1542969999999
1980-06-06,672.743042
1980-06-09,687.210632
1980-06-10,713.734558
1980-06-11,730.6134030000001
1980-06-12,713.734558
1980-06-13,711.323303
1980-06-16,677.565613
1980-06-17,679.976868
1980-06-18,677.565613
1980-06-19,655.864197
1980-06-20,660.6867070000001
1980-06-23,672.743042
1980-06-24,701.678223
1980-06-25,708.912048
1980-06-26,706.5007929999999
1980-06-27,694.444458
1980-06-30,675.1542969999999
1980-07-01,677.565613
1980-07-02,692.0332030000001
1980-07-03,711.323303
1980-07-07,723.379639
1980-07-08,708.912048
1980-07-09,713.734558
1980-07-10,699.266968
1980-07-11,696.855713
1980-07-14,708.912048
1980-07-15,723.379639
1980-07-16,747.49231
1980-07-17,757.137329
1980-07-18,769.193665
1980-07-21,769.193665
1980-07-22,776.42749
1980-07-23,815.00769
1980-07-24,815.00769
1980-07-25,795.7175900000001
1980-07-28,805.362671
1980-07-29,858.410522
1980-07-30,863.233032
1980-07-31,855.9992070000001
1980-08-01,863.233032
1980-08-04,841.531616
1980-08-05,858.410522
1980-08-06,870.466797
1980-08-07,884.9343869999999
1980-08-08,887.345703
1980-08-11,940.3934939999999
1980-08-12,906.6358029999999
1980-08-13,904.224548
1980-08-14,928.337219
1980-08-15,933.1597289999999
1980-08-18,899.401978
1980-08-19,913.8696289999999
1980-08-20,942.80481
1980-08-21,1029.610352
1980-08-22,1010.32019
1980-08-25,1003.086426
1980-08-26,1017.554016
1980-08-27,1034.432861
1980-08-28,1027.1990970000002
1980-08-29,1032.021606
1980-09-02,1051.311768
1980-09-03,1099.536987
1980-09-04,1138.1173099999999
1980-09-05,1181.52002
1980-09-08,1118.827148
1980-09-09,1138.1173099999999
1980-09-10,1114.004639
1980-09-11,1147.762329
1980-09-12,1138.1173099999999
1980-09-15,1147.762329
1980-09-16,1130.883545
1980-09-17,1162.22998
1980-09-18,1147.762329
1980-09-19,1140.528564
1980-09-22,1167.05249
1980-09-23,1118.827148
1980-09-24,1099.536987
1980-09-25,1065.779297
1980-09-26,1019.9652710000001
1980-09-29,969.328674
1980-09-30,1065.779297
1980-10-01,1138.1173099999999
1980-10-02,1150.173584
1980-10-03,1142.939819
1980-10-06,1150.173584
1980-10-07,1126.060913
1980-10-08,1140.528564
1980-10-09,1130.883545
1980-10-10,1109.1821289999998
1980-10-13,1118.827148
1980-10-14,1162.22998
1980-10-15,1171.875
1980-10-16,1138.1173099999999
1980-10-17,1138.1173099999999
1980-10-20,1154.9960939999999
1980-10-21,1128.472168
1980-10-22,1135.706055
1980-10-23,1085.069458
1980-10-24,1077.835693
1980-10-27,1036.844116
1980-10-28,1060.9567869999998
1980-10-29,1080.246948
1980-10-30,1012.7315060000001
1980-10-31,1041.666626
1980-11-03,1063.368042
1980-11-05,1094.7144779999999
1980-11-06,1041.666626
1980-11-07,1070.601807
1980-11-10,1101.948242
1980-11-11,1099.536987
1980-11-12,1162.22998
1980-11-13,1200.810181
1980-11-14,1227.334106
1980-11-17,1253.858032
1980-11-18,1302.083374
1980-11-19,1345.486084
1980-11-20,1374.421265
1980-11-21,1345.486084
1980-11-24,1304.4946289999998
1980-11-25,1355.131226
1980-11-26,1355.131226
1980-11-28,1338.252319
1980-12-01,1290.0269779999999
1980-12-02,1253.858032
1980-12-03,1297.260742
1980-12-04,1294.849487
1980-12-05,1232.156616
1980-12-08,1162.22998
1980-12-09,1186.342651
1980-12-10,1164.641235
1980-12-11,1133.2948
1980-12-12,1138.1173099999999
1980-12-15,1154.9960939999999
1980-12-16,1234.5678710000002
1980-12-17,1273.148193
1980-12-18,1287.6157230000001
1980-12-19,1350.3085939999999
1980-12-22,1432.291626
1980-12-23,1413.001587
1980-12-24,1405.7677
1980-12-26,1398.533936
1980-12-29,1403.356445
1980-12-30,1388.888916
1980-12-31,1403.356445
1981-01-02,1417.8240970000002
1981-01-05,1480.516968
1981-01-06,1417.8240970000002
1981-01-07,1338.252319
1981-01-08,1265.914307
1981-01-09,1258.680542
1981-01-12,1270.736938
1981-01-13,1258.680542
1981-01-14,1277.970703
1981-01-15,1268.325562
1981-01-16,1340.663574
1981-01-19,1359.953735
1981-01-20,1302.083374
1981-01-21,1292.438232
1981-01-22,1249.0355220000001
1981-01-23,1239.3903810000002
1981-01-26,1220.100342
1981-01-27,1239.3903810000002
1981-01-28,1234.5678710000002
1981-01-29,1205.6326900000001
1981-01-30,1167.05249
1981-02-02,1080.246948
1981-02-03,1118.827148
1981-02-04,1152.584839
1981-02-05,1220.100342
1981-02-06,1268.325562
1981-02-09,1157.407349
1981-02-10,1152.584839
1981-02-11,1133.2948
1981-02-12,1109.1821289999998
1981-02-13,1114.004639
1981-02-17,1128.472168
1981-02-18,1104.3596189999998
1981-02-19,1046.489258
1981-02-20,1089.891968
1981-02-23,1060.9567869999998
1981-02-24,1065.779297
1981-02-25,1065.779297
1981-02-26,1080.246948
1981-02-27,1133.2948
1981-03-02,1191.165161
