Date,CMI
1973-09-26,6.0
1973-09-27,5.875
1973-09-28,5.90625
1973-10-01,5.78125
1973-10-02,5.875
1973-10-03,5.90625
1973-10-04,6.078125
1973-10-05,6.046875
1973-10-08,6.0
1973-10-09,6.078125
1973-10-10,6.046875
1973-10-11,6.09375
1973-10-12,6.0
1973-10-15,5.828125
1973-10-16,5.703125
1973-10-17,5.5
1973-10-18,5.34375
1973-10-19,5.40625
1973-10-22,5.3125
1973-10-23,5.375
1973-10-24,5.21875
1973-10-25,5.171875
1973-10-26,5.125
1973-10-29,5.15625
1973-10-30,5.125
1973-10-31,5.109375
1973-11-01,5.125
1973-11-02,5.0625
1973-11-05,5.078125
1973-11-06,5.015625
1973-11-07,4.90625
1973-11-08,4.9375
1973-11-09,4.8125
1973-11-12,4.65625
1973-11-13,4.484375
1973-11-14,4.234375
1973-11-15,4.34375
1973-11-16,4.625
1973-11-19,4.578125
1973-11-20,4.21875
1973-11-21,4.328125
1973-11-23,4.28125
1973-11-26,4.265625
1973-11-27,4.125
1973-11-28,4.15625
1973-11-29,4.28125
1973-11-30,4.25
1973-12-03,4.21875
1973-12-04,4.28125
1973-12-05,4.375
1973-12-06,4.375
1973-12-07,4.53125
1973-12-10,4.375
1973-12-11,4.21875
1973-12-12,4.21875
1973-12-13,4.171875
1973-12-14,4.203125
1973-12-17,3.953125
1973-12-18,3.984375
1973-12-19,4.140625
1973-12-20,4.1875
1973-12-21,4.234375
1973-12-24,4.125
1973-12-26,4.09375
1973-12-27,4.0625
1973-12-28,3.90625
1973-12-31,3.921875
1974-01-02,3.953125
1974-01-03,4.125
1974-01-04,4.34375
1974-01-07,4.4375
1974-01-08,4.4375
1974-01-09,4.375
1974-01-10,4.375
1974-01-11,4.3125
1974-01-14,4.125
1974-01-15,4.15625
1974-01-16,4.140625
1974-01-17,4.1875
1974-01-18,4.09375
1974-01-21,4.09375
1974-01-22,4.078125
1974-01-23,4.125
1974-01-24,4.078125
1974-01-25,4.09375
1974-01-28,4.203125
1974-01-29,4.28125
1974-01-30,4.4375
1974-01-31,4.421875
1974-02-01,4.40625
1974-02-04,4.3125
1974-02-05,4.15625
1974-02-06,4.125
1974-02-07,4.34375
1974-02-08,4.3125
1974-02-11,4.125
1974-02-12,4.25
1974-02-13,4.1875
1974-02-14,4.125
1974-02-15,4.125
1974-02-19,4.125
1974-02-20,4.1875
1974-02-21,4.25
1974-02-22,4.359375
1974-02-25,4.25
1974-02-26,4.3125
1974-02-27,4.296875
1974-02-28,4.25
1974-03-01,4.28125
1974-03-04,4.28125
1974-03-05,4.3125
1974-03-06,4.3125
1974-03-07,4.328125
1974-03-08,4.375
1974-03-11,4.4375
1974-03-12,4.53125
1974-03-13,4.625
1974-03-14,4.609375
1974-03-15,4.53125
1974-03-18,4.578125
1974-03-19,4.375
1974-03-20,4.34375
1974-03-21,4.25
1974-03-22,4.21875
1974-03-25,4.203125
1974-03-26,4.1875
1974-03-27,4.15625
1974-03-28,4.171875
1974-03-29,4.1875
1974-04-01,4.21875
1974-04-02,4.25
1974-04-03,4.171875
1974-04-04,4.21875
1974-04-05,4.234375
1974-04-08,4.203125
1974-04-09,4.203125
1974-04-10,4.203125
1974-04-11,4.140625
1974-04-15,4.125
1974-04-16,4.109375
1974-04-17,4.15625
1974-04-18,4.1875
1974-04-19,4.09375
1974-04-22,4.09375
1974-04-23,4.046875
1974-04-24,4.015625
1974-04-25,3.96875
1974-04-26,3.875
1974-04-29,3.90625
1974-04-30,4.015625
1974-05-01,4.0625
1974-05-02,4.171875
1974-05-03,4.234375
1974-05-06,4.15625
1974-05-07,4.171875
1974-05-08,4.171875
1974-05-09,4.171875
1974-05-10,4.078125
1974-05-13,3.953125
1974-05-14,3.9375
1974-05-15,3.921875
1974-05-16,3.921875
1974-05-17,3.90625
1974-05-20,3.9375
1974-05-21,3.90625
1974-05-22,3.875
1974-05-23,3.8125
1974-05-24,3.8125
1974-05-28,3.8125
1974-05-29,3.765625
1974-05-30,3.71875
1974-05-31,3.734375
1974-06-03,3.796875
1974-06-04,3.90625
1974-06-05,4.0625
1974-06-06,4.0625
1974-06-07,4.125
1974-06-10,4.171875
1974-06-11,4.171875
1974-06-12,4.125
1974-06-13,4.125
1974-06-14,4.0
1974-06-17,4.0
1974-06-18,3.90625
1974-06-19,3.875
1974-06-20,3.78125
1974-06-21,3.78125
1974-06-24,3.828125
1974-06-25,3.875
1974-06-26,3.84375
1974-06-27,3.875
1974-06-28,3.9375
1974-07-01,4.03125
1974-07-02,3.9375
1974-07-03,3.9375
1974-07-05,3.84375
1974-07-08,3.78125
1974-07-09,3.828125
1974-07-10,3.671875
1974-07-11,3.71875
1974-07-12,3.75
1974-07-15,3.78125
1974-07-16,3.75
1974-07-17,3.765625
1974-07-18,3.734375
1974-07-19,3.75
1974-07-22,3.640625
1974-07-23,3.53125
1974-07-24,3.5
1974-07-25,3.578125
1974-07-26,3.515625
1974-07-29,3.34375
1974-07-30,3.34375
1974-07-31,3.1875
1974-08-01,3.125
1974-08-02,3.21875
1974-08-05,3.21875
1974-08-06,3.171875
1974-08-07,3.25
1974-08-08,3.375
1974-08-09,3.34375
1974-08-12,3.3125
1974-08-13,3.328125
1974-08-14,3.265625
1974-08-15,3.25
1974-08-16,3.234375
1974-08-19,3.234375
1974-08-20,3.28125
1974-08-21,3.3125
1974-08-22,3.265625
1974-08-23,3.359375
1974-08-26,3.34375
1974-08-27,3.375
1974-08-28,3.375
1974-08-29,3.15625
1974-08-30,3.46875
1974-09-03,3.46875
1974-09-04,3.328125
1974-09-05,3.28125
1974-09-06,3.40625
1974-09-09,3.28125
1974-09-10,3.21875
1974-09-11,3.1875
1974-09-12,3.03125
1974-09-13,2.890625
1974-09-16,2.9375
1974-09-17,3.0
1974-09-18,2.984375
1974-09-19,3.03125
1974-09-20,2.953125
1974-09-23,2.921875
1974-09-24,2.796875
1974-09-25,2.5625
1974-09-26,2.515625
1974-09-27,2.5
1974-09-30,2.484375
1974-10-01,2.375
1974-10-02,2.375
1974-10-03,2.25
1974-10-04,2.25
1974-10-07,2.3125
1974-10-08,2.296875
1974-10-09,2.28125
1974-10-10,2.296875
1974-10-11,2.375
1974-10-14,2.71875
1974-10-15,2.84375
1974-10-16,2.734375
1974-10-17,2.71875
1974-10-18,2.8125
1974-10-21,2.796875
1974-10-22,2.8125
1974-10-23,2.703125
1974-10-24,2.5
1974-10-25,2.4375
1974-10-28,2.34375
1974-10-29,2.421875
1974-10-30,2.375
1974-10-31,2.3125
1974-11-01,2.234375
1974-11-04,2.15625
1974-11-05,2.234375
1974-11-06,2.296875
1974-11-07,2.234375
1974-11-08,2.125
1974-11-11,2.03125
1974-11-12,2.0
1974-11-13,2.0
1974-11-14,1.96875
1974-11-15,1.96875
1974-11-18,1.921875
1974-11-19,1.84375
1974-11-20,1.703125
1974-11-21,1.75
1974-11-22,1.75
1974-11-25,1.6875
1974-11-26,1.75
1974-11-27,1.890625
1974-11-29,1.984375
1974-12-02,1.96875
1974-12-03,1.75
1974-12-04,1.703125
1974-12-05,1.609375
1974-12-06,1.46875
1974-12-09,1.546875
1974-12-10,1.65625
1974-12-11,1.65625
1974-12-12,1.5625
1974-12-13,1.65625
1974-12-16,1.625
1974-12-17,1.65625
1974-12-18,1.625
1974-12-19,1.625
1974-12-20,1.609375
1974-12-23,1.65625
1974-12-24,1.6875
1974-12-26,1.75
1974-12-27,1.71875
1974-12-30,1.90625
1974-12-31,2.03125
1975-01-02,2.0625
1975-01-03,2.0625
1975-01-06,2.078125
1975-01-07,2.0625
1975-01-08,2.0625
1975-01-09,1.96875
1975-01-10,2.0625
1975-01-13,2.015625
1975-01-14,2.0625
1975-01-15,2.0625
1975-01-16,2.03125
1975-01-17,2.0
1975-01-20,2.125
1975-01-21,2.15625
1975-01-22,2.375
1975-01-23,2.265625
1975-01-24,2.1875
1975-01-27,2.34375
1975-01-28,2.1875
1975-01-29,2.203125
1975-01-30,2.234375
1975-01-31,2.25
1975-02-03,2.25
1975-02-04,2.234375
1975-02-05,2.234375
1975-02-06,2.21875
1975-02-07,2.21875
1975-02-10,2.3125
1975-02-11,2.28125
1975-02-12,2.3125
1975-02-13,2.359375
1975-02-14,2.296875
1975-02-18,2.296875
1975-02-19,2.265625
1975-02-20,2.28125
1975-02-21,2.15625
1975-02-24,2.1875
1975-02-25,2.078125
1975-02-26,2.09375
1975-02-27,2.140625
1975-02-28,2.125
1975-03-03,2.078125
1975-03-04,2.140625
1975-03-05,2.109375
1975-03-06,2.109375
1975-03-07,2.171875
1975-03-10,2.234375
1975-03-11,2.21875
1975-03-12,2.203125
1975-03-13,2.1875
1975-03-14,2.359375
1975-03-17,2.546875
1975-03-18,2.546875
1975-03-19,2.515625
1975-03-20,2.515625
1975-03-21,2.609375
1975-03-24,2.5
1975-03-25,2.53125
1975-03-26,2.5625
1975-03-27,2.625
1975-03-31,2.703125
1975-04-01,2.5
1975-04-02,2.46875
1975-04-03,2.453125
1975-04-04,2.4375
1975-04-07,2.4375
1975-04-08,2.46875
1975-04-09,2.5
1975-04-10,2.609375
1975-04-11,2.609375
1975-04-14,2.6875
1975-04-15,2.796875
1975-04-16,2.75
1975-04-17,2.734375
1975-04-18,2.859375
1975-04-21,2.84375
1975-04-22,2.796875
1975-04-23,2.765625
1975-04-24,2.71875
1975-04-25,2.734375
1975-04-28,2.78125
1975-04-29,2.765625
1975-04-30,2.875
1975-05-01,2.875
1975-05-02,2.8125
1975-05-05,2.78125
1975-05-06,2.75
1975-05-07,2.859375
1975-05-08,2.9375
1975-05-09,2.9375
1975-05-12,2.96875
1975-05-13,2.96875
1975-05-14,2.9375
1975-05-15,2.953125
1975-05-16,2.890625
1975-05-19,3.125
1975-05-20,3.125
1975-05-21,3.15625
1975-05-22,3.140625
1975-05-23,3.109375
1975-05-27,3.125
1975-05-28,3.015625
1975-05-29,3.015625
1975-05-30,3.0
1975-06-02,2.96875
1975-06-03,2.84375
1975-06-04,2.84375
1975-06-05,2.734375
1975-06-06,2.59375
1975-06-09,2.625
1975-06-10,2.671875
1975-06-11,2.625
1975-06-12,2.59375
1975-06-13,2.4375
1975-06-16,2.421875
1975-06-17,2.328125
1975-06-18,2.328125
1975-06-19,2.4375
1975-06-20,2.546875
1975-06-23,2.625
1975-06-24,2.5
1975-06-25,2.5625
1975-06-26,2.71875
1975-06-27,2.703125
1975-06-30,2.828125
1975-07-01,2.8125
1975-07-02,2.78125
1975-07-03,2.796875
1975-07-07,2.796875
1975-07-08,2.765625
1975-07-09,2.796875
1975-07-10,2.828125
1975-07-11,2.78125
1975-07-14,2.75
1975-07-15,2.75
1975-07-16,2.71875
1975-07-17,2.734375
1975-07-18,2.734375
1975-07-21,2.71875
1975-07-22,2.65625
1975-07-23,2.671875
1975-07-24,2.59375
1975-07-25,2.546875
1975-07-28,2.453125
1975-07-29,2.375
1975-07-30,2.421875
1975-07-31,2.546875
1975-08-01,2.46875
1975-08-04,2.46875
1975-08-05,2.46875
1975-08-06,2.453125
1975-08-07,2.40625
1975-08-08,2.40625
1975-08-11,2.421875
1975-08-12,2.421875
1975-08-13,2.40625
1975-08-14,2.421875
1975-08-15,2.4375
1975-08-18,2.390625
1975-08-19,2.375
1975-08-20,2.40625
1975-08-21,2.484375
1975-08-22,2.484375
1975-08-25,2.53125
1975-08-26,2.5625
1975-08-27,2.609375
1975-08-28,2.640625
1975-08-29,2.65625
1975-09-02,2.625
1975-09-03,2.59375
1975-09-04,2.625
1975-09-05,2.59375
1975-09-08,2.59375
1975-09-09,2.59375
1975-09-10,2.546875
1975-09-11,2.375
1975-09-12,2.390625
1975-09-15,2.390625
1975-09-16,2.359375
1975-09-17,2.34375
1975-09-18,2.359375
1975-09-19,2.5
1975-09-22,2.546875
1975-09-23,2.546875
1975-09-24,2.546875
1975-09-25,2.375
1975-09-26,2.375
1975-09-29,2.390625
1975-09-30,2.421875
1975-10-01,2.3125
1975-10-02,2.359375
1975-10-03,2.421875
1975-10-06,2.4375
1975-10-07,2.375
1975-10-08,2.390625
1975-10-09,2.375
1975-10-10,2.453125
1975-10-13,2.390625
1975-10-14,2.4375
1975-10-15,2.390625
1975-10-16,2.375
1975-10-17,2.40625
1975-10-20,2.390625
1975-10-21,2.453125
1975-10-22,2.421875
1975-10-23,2.375
1975-10-24,2.375
1975-10-27,2.375
1975-10-28,2.40625
1975-10-29,2.25
1975-10-30,2.15625
1975-10-31,2.109375
1975-11-03,2.09375
1975-11-04,2.125
1975-11-05,2.125
1975-11-06,2.28125
1975-11-07,2.265625
1975-11-10,2.21875
1975-11-11,2.21875
1975-11-12,2.203125
1975-11-13,2.171875
1975-11-14,2.1875
1975-11-17,2.1875
1975-11-18,2.21875
1975-11-19,2.203125
1975-11-20,2.203125
1975-11-21,2.15625
1975-11-24,2.15625
1975-11-25,2.125
1975-11-26,2.1875
1975-11-28,2.21875
1975-12-01,2.171875
1975-12-02,2.234375
1975-12-03,2.203125
1975-12-04,2.1875
1975-12-05,2.1875
1975-12-08,2.140625
1975-12-09,2.171875
1975-12-10,2.078125
1975-12-11,2.109375
1975-12-12,2.125
1975-12-15,2.109375
1975-12-16,2.1875
1975-12-17,2.203125
1975-12-18,2.203125
1975-12-19,2.21875
1975-12-22,2.203125
1975-12-23,2.203125
1975-12-24,2.234375
1975-12-26,2.234375
1975-12-29,2.3125
1975-12-30,2.359375
1975-12-31,2.4375
1976-01-02,2.484375
1976-01-05,2.5625
1976-01-06,2.65625
1976-01-07,2.703125
1976-01-08,2.6875
1976-01-09,2.6875
1976-01-12,2.703125
1976-01-13,2.6875
1976-01-14,2.734375
1976-01-15,2.65625
1976-01-16,2.6875
1976-01-19,2.5625
1976-01-20,2.59375
1976-01-21,2.65625
1976-01-22,2.75
1976-01-23,2.875
1976-01-26,2.9375
1976-01-27,3.03125
1976-01-28,2.90625
1976-01-29,3.0
1976-01-30,3.015625
1976-02-02,3.015625
1976-02-03,3.015625
1976-02-04,2.9375
1976-02-05,2.921875
1976-02-06,2.90625
1976-02-09,2.9375
1976-02-10,2.984375
1976-02-11,3.015625
1976-02-12,3.109375
1976-02-13,3.140625
1976-02-17,3.125
1976-02-18,2.9375
1976-02-19,3.3125
1976-02-20,3.390625
1976-02-23,3.46875
1976-02-24,3.59375
1976-02-25,3.75
1976-02-26,3.734375
1976-02-27,3.84375
1976-03-01,4.0
1976-03-02,4.125
1976-03-03,4.140625
1976-03-04,3.984375
1976-03-05,4.109375
1976-03-08,4.078125
1976-03-09,4.171875
1976-03-10,4.09375
1976-03-11,3.875
1976-03-12,3.859375
1976-03-15,3.75
1976-03-16,3.890625
1976-03-17,3.828125
1976-03-18,3.875
1976-03-19,3.859375
1976-03-22,3.796875
1976-03-23,3.75
1976-03-24,3.765625
1976-03-25,3.875
1976-03-26,3.9375
1976-03-29,3.875
1976-03-30,3.921875
1976-03-31,3.984375
1976-04-01,4.0
1976-04-02,4.0
1976-04-05,4.046875
1976-04-06,3.96875
1976-04-07,3.953125
1976-04-08,3.953125
1976-04-09,3.90625
1976-04-12,3.984375
1976-04-13,3.875
1976-04-14,3.890625
1976-04-15,3.9375
1976-04-19,3.984375
1976-04-20,3.984375
1976-04-21,4.0
1976-04-22,3.9375
1976-04-23,3.859375
1976-04-26,3.875
1976-04-27,3.8125
1976-04-28,3.875
1976-04-29,4.03125
1976-04-30,4.125
1976-05-03,4.03125
1976-05-04,4.0625
1976-05-05,4.125
1976-05-06,4.484375
1976-05-07,4.75
1976-05-10,4.71875
1976-05-11,4.75
1976-05-12,4.71875
1976-05-13,4.6875
1976-05-14,4.53125
1976-05-17,4.515625
1976-05-18,4.515625
1976-05-19,4.453125
1976-05-20,4.390625
1976-05-21,4.375
1976-05-24,4.359375
1976-05-25,4.328125
1976-05-26,4.34375
1976-05-27,4.359375
1976-05-28,4.5
1976-06-01,4.515625
1976-06-02,4.515625
1976-06-03,4.640625
1976-06-04,4.390625
1976-06-07,4.375
1976-06-08,4.53125
1976-06-09,4.5
1976-06-10,4.5
1976-06-11,4.546875
1976-06-14,4.65625
1976-06-15,4.625
1976-06-16,4.671875
1976-06-17,4.78125
1976-06-18,4.84375
1976-06-21,4.859375
1976-06-22,4.921875
1976-06-23,4.875
1976-06-24,4.875
1976-06-25,4.875
1976-06-28,4.84375
1976-06-29,4.859375
1976-06-30,4.921875
1976-07-01,4.8125
1976-07-02,4.859375
1976-07-06,4.890625
1976-07-07,4.8125
1976-07-08,4.828125
1976-07-09,4.9375
1976-07-12,5.046875
1976-07-13,5.0625
1976-07-14,5.03125
1976-07-15,5.0
1976-07-16,4.921875
1976-07-19,4.8125
1976-07-20,4.765625
1976-07-21,4.78125
1976-07-22,4.75
1976-07-23,4.8125
1976-07-26,4.78125
1976-07-27,4.984375
1976-07-28,4.9375
1976-07-29,4.984375
1976-07-30,4.953125
1976-08-02,5.09375
1976-08-03,5.1875
1976-08-04,5.125
1976-08-05,5.125
1976-08-06,5.171875
1976-08-09,5.171875
1976-08-10,5.171875
1976-08-11,5.09375
1976-08-12,5.03125
1976-08-13,4.96875
1976-08-16,4.984375
1976-08-17,5.03125
1976-08-18,5.03125
1976-08-19,4.9375
1976-08-20,4.875
1976-08-23,4.78125
1976-08-24,4.875
1976-08-25,4.875
1976-08-26,4.8125
1976-08-27,4.78125
1976-08-30,4.90625
1976-08-31,5.109375
1976-09-01,5.125
1976-09-02,5.09375
1976-09-03,5.09375
1976-09-07,5.203125
1976-09-08,5.265625
1976-09-09,5.265625
1976-09-10,5.234375
1976-09-13,5.234375
1976-09-14,5.21875
1976-09-15,5.203125
1976-09-16,5.140625
1976-09-17,5.25
1976-09-20,5.4375
1976-09-21,5.78125
1976-09-22,5.8125
1976-09-23,5.765625
1976-09-24,5.625
1976-09-27,5.75
1976-09-28,5.59375
1976-09-29,5.65625
1976-09-30,5.6875
1976-10-01,5.5625
1976-10-04,5.578125
1976-10-05,5.46875
1976-10-06,5.28125
1976-10-07,5.359375
1976-10-08,5.28125
1976-10-11,5.203125
1976-10-12,5.203125
1976-10-13,5.21875
1976-10-14,5.15625
1976-10-15,5.046875
1976-10-18,5.09375
1976-10-19,5.0625
1976-10-20,5.078125
1976-10-21,5.0625
1976-10-22,5.0625
1976-10-25,5.234375
1976-10-26,5.25
1976-10-27,5.1875
1976-10-28,5.171875
1976-10-29,5.171875
1976-11-01,5.15625
1976-11-03,5.09375
1976-11-04,5.171875
1976-11-05,5.078125
1976-11-08,5.015625
1976-11-09,5.09375
1976-11-10,5.09375
1976-11-11,5.15625
1976-11-12,5.09375
1976-11-15,5.15625
1976-11-16,5.21875
1976-11-17,5.25
1976-11-18,5.296875
1976-11-19,5.34375
1976-11-22,5.34375
1976-11-23,5.375
1976-11-24,5.40625
1976-11-26,5.53125
1976-11-29,5.484375
1976-11-30,5.421875
1976-12-01,5.484375
1976-12-02,5.5
1976-12-03,5.53125
1976-12-06,5.671875
1976-12-07,5.75
1976-12-08,5.71875
1976-12-09,5.6875
1976-12-10,5.78125
1976-12-13,5.71875
1976-12-14,5.671875
1976-12-15,5.5625
1976-12-16,5.515625
1976-12-17,5.5625
1976-12-20,5.5
1976-12-21,5.53125
1976-12-22,5.5625
1976-12-23,5.640625
1976-12-27,5.78125
1976-12-28,5.859375
1976-12-29,5.890625
1976-12-30,6.078125
1976-12-31,6.0625
1977-01-03,6.03125
1977-01-04,5.9375
1977-01-05,5.984375
1977-01-06,5.984375
1977-01-07,5.9375
1977-01-10,6.1875
1977-01-11,6.15625
1977-01-12,5.96875
1977-01-13,6.03125
1977-01-14,5.984375
1977-01-17,5.9375
1977-01-18,5.90625
1977-01-19,6.109375
1977-01-20,6.125
1977-01-21,6.09375
1977-01-24,6.171875
1977-01-25,6.203125
1977-01-26,6.109375
1977-01-27,5.953125
1977-01-28,5.921875
1977-01-31,5.71875
1977-02-01,5.75
1977-02-02,5.78125
1977-02-03,5.84375
1977-02-04,5.9375
1977-02-07,6.125
1977-02-08,6.078125
1977-02-09,6.015625
1977-02-10,6.140625
1977-02-11,6.046875
1977-02-14,6.0625
1977-02-15,6.203125
1977-02-16,6.1875
1977-02-17,6.0625
1977-02-18,6.046875
1977-02-22,6.015625
1977-02-23,5.921875
1977-02-24,5.84375
1977-02-25,5.875
1977-02-28,5.890625
1977-03-01,5.921875
1977-03-02,5.953125
1977-03-03,5.875
1977-03-04,6.0
1977-03-07,6.046875
1977-03-08,6.0625
1977-03-09,6.0
1977-03-10,5.9375
1977-03-11,6.015625
1977-03-14,6.1875
1977-03-15,6.421875
1977-03-16,6.46875
1977-03-17,6.25
1977-03-18,6.125
1977-03-21,6.203125
1977-03-22,6.203125
1977-03-23,6.203125
1977-03-24,6.140625
1977-03-25,6.234375
1977-03-28,6.21875
1977-03-29,6.25
1977-03-30,6.0625
1977-03-31,6.03125
1977-04-01,6.0625
1977-04-04,6.03125
1977-04-05,5.9375
1977-04-06,5.9375
1977-04-07,6.0
1977-04-11,6.125
1977-04-12,6.296875
1977-04-13,6.25
1977-04-14,6.375
1977-04-15,6.484375
1977-04-18,6.4375
1977-04-19,6.546875
1977-04-20,6.703125
1977-04-21,6.625
1977-04-22,6.59375
1977-04-25,6.453125
1977-04-26,6.546875
1977-04-27,6.5625
1977-04-28,6.5625
1977-04-29,6.5
1977-05-02,6.734375
1977-05-03,6.734375
1977-05-04,6.875
1977-05-05,7.0
1977-05-06,7.03125
1977-05-09,7.0
1977-05-10,6.984375
1977-05-11,6.875
1977-05-12,6.9375
1977-05-13,6.953125
1977-05-16,7.0
1977-05-17,6.953125
1977-05-18,6.96875
1977-05-19,6.984375
1977-05-20,6.96875
1977-05-23,6.828125
1977-05-24,6.703125
1977-05-25,6.578125
1977-05-26,6.546875
1977-05-27,6.5
1977-05-31,6.59375
1977-06-01,6.625
1977-06-02,6.59375
1977-06-03,6.625
1977-06-06,6.546875
1977-06-07,6.6875
1977-06-08,6.90625
1977-06-09,6.890625
1977-06-10,6.796875
1977-06-13,6.828125
1977-06-14,6.875
1977-06-15,6.859375
1977-06-16,6.796875
1977-06-17,6.953125
1977-06-20,6.953125
1977-06-21,7.046875
1977-06-22,7.0625
1977-06-23,7.109375
1977-06-24,7.296875
1977-06-27,7.25
1977-06-28,7.203125
1977-06-29,7.1875
1977-06-30,7.265625
1977-07-01,7.25
1977-07-05,7.28125
1977-07-06,7.125
1977-07-07,7.0625
1977-07-08,6.9375
1977-07-11,6.90625
1977-07-12,6.828125
1977-07-13,6.796875
1977-07-15,6.8125
1977-07-18,6.71875
1977-07-19,6.65625
1977-07-20,6.53125
1977-07-21,6.25
1977-07-22,6.3125
1977-07-25,6.25
1977-07-26,6.0
1977-07-27,6.046875
1977-07-28,6.078125
1977-07-29,6.109375
1977-08-01,6.03125
1977-08-02,5.96875
1977-08-03,6.015625
1977-08-04,6.140625
1977-08-05,6.28125
1977-08-08,6.203125
1977-08-09,6.078125
1977-08-10,6.15625
1977-08-11,6.21875
1977-08-12,6.171875
1977-08-15,6.09375
1977-08-16,6.046875
1977-08-17,6.03125
1977-08-18,6.09375
1977-08-19,6.125
1977-08-22,6.09375
1977-08-23,6.109375
1977-08-24,6.0625
1977-08-25,5.671875
1977-08-26,5.578125
1977-08-29,5.59375
1977-08-30,5.5
1977-08-31,5.515625
1977-09-01,5.421875
1977-09-02,5.453125
1977-09-06,5.671875
1977-09-07,5.671875
1977-09-08,5.59375
1977-09-09,5.515625
1977-09-12,5.5
1977-09-13,5.46875
1977-09-14,5.65625
1977-09-15,5.6875
1977-09-16,5.578125
1977-09-19,5.4375
1977-09-20,5.390625
1977-09-21,5.375
1977-09-22,5.4375
1977-09-23,5.375
1977-09-26,5.25
1977-09-27,5.21875
1977-09-28,5.3125
1977-09-29,5.3125
1977-09-30,5.34375
1977-10-03,5.375
1977-10-04,5.34375
1977-10-05,5.375
1977-10-06,5.375
1977-10-07,5.375
1977-10-10,5.34375
1977-10-11,5.234375
1977-10-12,4.984375
1977-10-13,4.9375
1977-10-14,5.015625
1977-10-17,4.9375
1977-10-18,4.921875
1977-10-19,4.828125
1977-10-20,4.796875
1977-10-21,4.578125
1977-10-24,4.53125
1977-10-25,4.46875
1977-10-26,4.71875
1977-10-27,4.78125
