Date,VR
2013-09-04,35.200001
2013-09-05,35.299999
2013-09-06,34.84
2013-09-09,35.389998999999996
2013-09-10,35.810001
2013-09-11,35.790001000000004
2013-09-12,36.0
2013-09-13,36.220001
2013-09-16,36.560001
2013-09-17,36.5
2013-09-18,36.389998999999996
2013-09-19,36.279999
2013-09-20,36.450001
2013-09-23,36.450001
2013-09-24,36.57
2013-09-25,36.84
2013-09-26,36.82
2013-09-27,36.84
2013-09-30,36.98
2013-10-01,37.369999
2013-10-02,37.880001
2013-10-03,37.310001
2013-10-04,37.43
2013-10-07,37.59
2013-10-08,37.310001
2013-10-09,37.189999
2013-10-10,38.009997999999996
2013-10-11,38.119999
2013-10-14,38.400002
2013-10-15,38.119999
2013-10-16,39.0
2013-10-17,39.16
2013-10-18,39.119999
2013-10-21,39.07
2013-10-22,39.09
2013-10-23,39.0
2013-10-24,39.009997999999996
2013-10-25,38.810001
2013-10-28,39.259997999999996
2013-10-29,39.490002000000004
2013-10-30,39.34
2013-10-31,39.48
2013-11-01,39.299999
2013-11-04,39.459998999999996
2013-11-05,39.599998
2013-11-06,39.939999
2013-11-07,39.759997999999996
2013-11-08,40.189999
2013-11-11,40.119999
2013-11-12,39.950001
2013-11-13,39.389998999999996
2013-11-14,39.490002000000004
2013-11-15,39.209998999999996
2013-11-18,39.029999
2013-11-19,38.439999
2013-11-20,38.610001000000004
2013-11-21,38.73
2013-11-22,39.060001
2013-11-25,39.68
2013-11-26,39.560001
2013-11-27,39.790001000000004
2013-11-29,40.049999
2013-12-02,39.990002000000004
2013-12-03,39.860001000000004
2013-12-04,39.689999
2013-12-05,39.400002
2013-12-06,40.310001
2013-12-09,39.959998999999996
2013-12-10,39.84
2013-12-11,39.240002000000004
2013-12-12,39.32
2013-12-13,38.860001000000004
2013-12-16,38.529999
2013-12-17,38.400002
2013-12-18,38.689999
2013-12-19,38.93
2013-12-20,39.049999
2013-12-23,38.950001
2013-12-24,39.349998
2013-12-26,39.470001
2013-12-27,39.470001
2013-12-30,39.919998
2013-12-31,40.290001000000004
2014-01-02,38.349998
2014-01-03,38.049999
2014-01-06,37.93
2014-01-07,38.299999
2014-01-08,37.869999
2014-01-09,37.77
2014-01-10,37.709998999999996
2014-01-13,37.290001000000004
2014-01-14,37.75
2014-01-15,37.630001
2014-01-16,37.080002
2014-01-17,37.049999
2014-01-21,37.279999
2014-01-22,37.93
2014-01-23,36.93
2014-01-24,36.439999
2014-01-27,36.57
2014-01-28,37.07
2014-01-29,36.66
2014-01-30,37.169998
2014-01-31,35.919998
2014-02-03,35.470001
2014-02-04,35.369999
2014-02-05,35.459998999999996
2014-02-06,35.599998
2014-02-07,35.27
2014-02-10,35.900002
2014-02-11,36.400002
2014-02-12,36.220001
2014-02-13,36.470001
2014-02-14,36.32
2014-02-18,36.450001
2014-02-19,36.490002000000004
2014-02-20,36.889998999999996
2014-02-21,36.830002
2014-02-24,36.599998
2014-02-25,36.52
2014-02-26,36.5
2014-02-27,36.720001
2014-02-28,36.810001
2014-03-03,36.799999
2014-03-04,36.880001
2014-03-05,36.990002000000004
2014-03-06,37.25
2014-03-07,37.549999
2014-03-10,37.709998999999996
2014-03-11,37.689999
2014-03-12,37.41
2014-03-13,37.5
2014-03-14,37.630001
2014-03-17,38.049999
2014-03-18,38.169998
2014-03-19,37.880001
2014-03-20,37.790001000000004
2014-03-21,37.93
2014-03-24,37.630001
2014-03-25,37.610001000000004
2014-03-26,37.310001
2014-03-27,36.939999
2014-03-28,37.119999
2014-03-31,37.709998999999996
2014-04-01,37.099998
2014-04-02,37.419998
2014-04-03,37.549999
2014-04-04,37.439999
2014-04-07,37.169998
2014-04-08,37.380001
2014-04-09,37.48
2014-04-10,37.060001
2014-04-11,37.279999
2014-04-14,37.380001
2014-04-15,37.310001
2014-04-16,37.389998999999996
2014-04-17,37.599998
2014-04-21,37.630001
2014-04-22,37.919998
2014-04-23,38.099998
2014-04-24,37.709998999999996
2014-04-25,36.759997999999996
2014-04-28,36.560001
2014-04-29,37.130001
2014-04-30,37.07
2014-05-01,37.34
2014-05-02,37.450001
2014-05-05,37.07
2014-05-06,36.98
2014-05-07,37.669998
2014-05-08,37.540001000000004
2014-05-09,37.139998999999996
2014-05-12,36.860001000000004
2014-05-13,37.189999
2014-05-14,36.349998
2014-05-15,36.279999
2014-05-16,36.169998
2014-05-19,36.27
2014-05-20,36.509997999999996
2014-05-21,36.580002
2014-05-22,36.75
2014-05-23,36.82
2014-05-27,37.139998999999996
2014-05-28,37.200001
2014-05-29,37.349998
2014-05-30,37.330002
2014-06-02,37.130001
2014-06-03,37.23
2014-06-04,37.630001
2014-06-05,37.810001
2014-06-06,38.060001
2014-06-09,38.150002
2014-06-10,38.080002
2014-06-11,37.57
2014-06-12,37.27
2014-06-13,37.23
2014-06-16,36.669998
2014-06-17,36.700001
2014-06-18,36.740002000000004
2014-06-19,36.950001
2014-06-20,36.990002000000004
2014-06-23,36.880001
2014-06-24,37.34
2014-06-25,37.57
2014-06-26,37.25
2014-06-27,37.720001
2014-06-30,38.240002000000004
2014-07-01,38.919998
2014-07-02,38.66
2014-07-03,38.849998
2014-07-07,38.639998999999996
2014-07-08,38.830002
2014-07-09,38.860001000000004
2014-07-10,38.68
2014-07-11,38.599998
2014-07-14,38.639998999999996
2014-07-15,38.91
2014-07-16,38.689999
2014-07-17,38.0
2014-07-18,38.049999
2014-07-21,37.919998
2014-07-22,37.720001
2014-07-23,38.290001000000004
2014-07-24,37.610001000000004
2014-07-25,38.150002
2014-07-28,37.57
2014-07-29,36.990002000000004
2014-07-30,36.720001
2014-07-31,36.529999
2014-08-01,36.779999
2014-08-04,36.57
2014-08-05,36.509997999999996
2014-08-06,36.689999
2014-08-07,36.799999
2014-08-08,37.450001
2014-08-11,37.73
2014-08-12,37.700001
2014-08-13,37.900002
2014-08-14,38.400002
2014-08-15,38.540001000000004
2014-08-18,38.630001
2014-08-19,38.43
2014-08-20,38.32
2014-08-21,38.740002000000004
2014-08-22,38.419998
2014-08-25,38.639998999999996
2014-08-26,38.57
2014-08-27,38.810001
2014-08-28,38.900002
2014-08-29,39.110001000000004
2014-09-02,38.990002000000004
2014-09-03,38.669998
2014-09-04,38.5
2014-09-05,38.77
2014-09-08,38.869999
2014-09-09,38.540001000000004
2014-09-10,38.610001000000004
2014-09-11,38.48
2014-09-12,38.610001000000004
2014-09-15,39.130001
2014-09-16,39.099998
2014-09-17,39.139998999999996
2014-09-18,39.380001
2014-09-19,39.220001
2014-09-22,38.619999
2014-09-23,37.919998
2014-09-24,38.889998999999996
2014-09-25,38.650002
2014-09-26,39.580002
2014-09-29,39.5
2014-09-30,39.139998999999996
2014-10-01,39.169998
2014-10-02,39.189999
2014-10-03,39.869999
2014-10-06,39.66
2014-10-07,39.599998
2014-10-08,39.970001
2014-10-09,39.27
2014-10-10,39.139998999999996
2014-10-13,39.09
2014-10-14,39.509997999999996
2014-10-15,39.130001
2014-10-16,38.790001000000004
2014-10-17,39.200001
2014-10-20,39.07
2014-10-21,39.900002
2014-10-22,40.349998
2014-10-23,39.540001000000004
2014-10-24,39.869999
2014-10-27,39.91
2014-10-28,39.77
2014-10-29,39.439999
2014-10-30,39.880001
2014-10-31,39.779999
2014-11-03,39.470001
2014-11-04,39.5
2014-11-05,39.77
2014-11-06,39.759997999999996
2014-11-07,39.869999
2014-11-10,39.790001000000004
2014-11-11,39.790001000000004
2014-11-12,39.790001000000004
2014-11-13,40.040001000000004
2014-11-14,40.16
2014-11-17,40.209998999999996
2014-11-18,40.490002000000004
2014-11-19,40.959998999999996
2014-11-20,40.919998
2014-11-21,41.200001
2014-11-24,41.130001
2014-11-25,41.259997999999996
2014-11-26,41.470001
2014-11-28,41.5
2014-12-01,41.32
2014-12-02,41.52
2014-12-03,41.810001
2014-12-04,41.889998999999996
2014-12-05,42.130001
2014-12-08,42.169998
2014-12-09,41.759997999999996
2014-12-10,41.25
2014-12-11,41.330002
2014-12-12,40.849998
2014-12-15,40.150002
2014-12-16,40.150002
2014-12-17,40.419998
2014-12-18,40.98
2014-12-19,40.919998
2014-12-22,41.07
2014-12-23,41.32
2014-12-24,41.509997999999996
2014-12-26,41.66
2014-12-29,41.52
2014-12-30,41.799999
2014-12-31,41.560001
2015-01-02,40.91
2015-01-05,40.290001000000004
2015-01-06,40.110001000000004
2015-01-07,40.209998999999996
2015-01-08,41.09
2015-01-09,40.68
2015-01-12,39.740002000000004
2015-01-13,39.689999
2015-01-14,39.169998
2015-01-15,39.400002
2015-01-16,40.049999
2015-01-20,39.790001000000004
2015-01-21,39.709998999999996
2015-01-22,40.529999
2015-01-23,40.130001
2015-01-26,40.619999
2015-01-27,40.540001000000004
2015-01-28,39.919998
2015-01-29,39.900002
2015-01-30,39.650002
2015-02-02,40.450001
2015-02-03,40.549999
2015-02-04,41.32
2015-02-05,41.669998
2015-02-06,42.16
2015-02-09,42.119999
2015-02-10,42.25
2015-02-11,42.009997999999996
2015-02-12,42.029999
2015-02-13,42.099998
2015-02-17,42.029999
2015-02-18,41.98
2015-02-19,41.939999
2015-02-20,42.099998
2015-02-23,41.740002000000004
2015-02-24,42.150002
2015-02-25,41.740002000000004
2015-02-26,42.0
2015-02-27,41.639998999999996
2015-03-02,41.889998999999996
2015-03-03,41.650002
2015-03-04,41.540001000000004
2015-03-05,41.59
2015-03-06,41.57
2015-03-09,41.869999
2015-03-10,41.16
2015-03-11,40.990002000000004
2015-03-12,41.48
2015-03-13,41.349998
2015-03-16,41.299999
2015-03-17,41.490002000000004
2015-03-18,41.82
2015-03-19,41.419998
2015-03-20,41.849998
2015-03-23,42.25
2015-03-24,42.290001000000004
2015-03-25,41.810001
2015-03-26,41.66
2015-03-27,41.599998
2015-03-30,42.07
2015-03-31,42.099998
2015-04-01,42.119999
2015-04-02,41.959998999999996
2015-04-06,42.060001
2015-04-07,41.970001
2015-04-08,41.810001
2015-04-09,41.669998
2015-04-10,41.950001
2015-04-13,42.139998999999996
2015-04-14,43.029999
2015-04-15,43.0
2015-04-16,42.970001
2015-04-17,42.529999
2015-04-20,42.91
2015-04-21,42.349998
2015-04-22,42.619999
2015-04-23,42.52
2015-04-24,42.389998999999996
2015-04-27,42.009997999999996
2015-04-28,42.34
2015-04-29,42.169998
2015-04-30,41.830002
2015-05-01,42.209998999999996
2015-05-04,42.299999
2015-05-05,42.200001
2015-05-06,41.869999
2015-05-07,42.16
2015-05-08,42.779999
2015-05-11,42.869999
2015-05-12,42.450001
2015-05-13,42.32
2015-05-14,42.799999
2015-05-15,42.560001
2015-05-18,42.77
2015-05-19,42.950001
2015-05-20,43.09
2015-05-21,43.009997999999996
2015-05-22,42.869999
2015-05-26,42.419998
2015-05-27,42.830002
2015-05-28,43.029999
2015-05-29,42.91
2015-06-01,43.09
2015-06-02,43.16
2015-06-03,43.220001
2015-06-04,42.900002
2015-06-05,42.82
2015-06-08,42.380001
2015-06-09,42.43
2015-06-10,43.439999
2015-06-11,43.970001
2015-06-12,43.740002000000004
2015-06-15,43.700001
2015-06-16,43.84
2015-06-17,44.529999
2015-06-18,45.02
2015-06-19,44.98
2015-06-22,45.029999
2015-06-23,45.25
2015-06-24,45.25
2015-06-25,44.52
2015-06-26,44.490002000000004
2015-06-29,43.860001000000004
2015-06-30,43.990002000000004
2015-07-01,45.0
2015-07-02,44.650002
2015-07-06,45.040001000000004
2015-07-07,45.130001
2015-07-08,44.889998999999996
2015-07-09,44.439999
2015-07-10,44.869999
2015-07-13,45.060001
2015-07-14,44.880001
2015-07-15,44.75
2015-07-16,44.990002000000004
2015-07-17,45.200001
2015-07-20,45.400002
2015-07-21,45.790001000000004
2015-07-22,45.709998999999996
2015-07-23,45.560001
2015-07-24,45.5
2015-07-27,45.290001000000004
2015-07-28,44.619999
2015-07-29,45.52
2015-07-30,46.32
2015-07-31,46.349998
2015-08-03,46.540001000000004
2015-08-04,46.299999
2015-08-05,47.200001
2015-08-06,46.299999
2015-08-07,46.34
2015-08-10,46.77
2015-08-11,46.630001
2015-08-12,46.189999
2015-08-13,46.400002
2015-08-14,46.849998
2015-08-17,47.029999
2015-08-18,47.209998999999996
2015-08-19,46.709998999999996
2015-08-20,46.259997999999996
2015-08-21,45.099998
2015-08-24,43.330002
2015-08-25,42.93
2015-08-26,43.720001
2015-08-27,44.689999
2015-08-28,44.299999
2015-08-31,44.279999
2015-09-01,43.779999
2015-09-02,43.880001
2015-09-03,43.91
2015-09-04,43.5
2015-09-08,44.599998
2015-09-09,44.34
2015-09-10,44.369999
2015-09-11,44.490002000000004
2015-09-14,44.43
2015-09-15,44.91
2015-09-16,45.290001000000004
2015-09-17,44.970001
2015-09-18,44.599998
2015-09-21,44.93
2015-09-22,
2015-09-23,44.450001
2015-09-24,44.759997999999996
2015-09-25,45.220001
2015-09-28,44.439999
2015-09-29,44.619999
2015-09-30,45.07
2015-10-01,44.73
2015-10-02,44.57
2015-10-05,44.880001
2015-10-06,43.599998
2015-10-07,43.720001
2015-10-08,44.150002
2015-10-09,44.220001
2015-10-12,44.349998
2015-10-13,43.880001
2015-10-14,43.349998
2015-10-15,43.849998
2015-10-16,44.310001
2015-10-19,43.93
2015-10-20,44.400002
2015-10-21,44.049999
2015-10-22,44.43
2015-10-23,44.419998
2015-10-26,44.34
2015-10-27,43.919998
2015-10-28,44.169998
2015-10-29,44.34
2015-10-30,44.299999
2015-11-02,45.080002
2015-11-03,44.860001000000004
2015-11-04,44.349998
2015-11-05,44.619999
2015-11-06,45.029999
2015-11-09,45.279999
2015-11-10,45.389998999999996
2015-11-11,45.630001
2015-11-12,44.919998
2015-11-13,44.66
2015-11-16,45.0
2015-11-17,45.029999
2015-11-18,45.700001
2015-11-19,46.23
2015-11-20,46.740002000000004
2015-11-23,46.889998999999996
2015-11-24,46.889998999999996
2015-11-25,46.880001
2015-11-27,47.080002
2015-11-30,47.18
2015-12-01,47.68
2015-12-02,47.459998999999996
2015-12-03,47.200001
2015-12-04,48.220001
2015-12-07,47.939999
2015-12-08,47.32
2015-12-09,46.849998
2015-12-10,46.200001
2015-12-11,45.490002000000004
2015-12-14,45.73
2015-12-15,46.07
2015-12-16,46.369999
2015-12-17,46.099998
2015-12-18,45.68
2015-12-21,46.09
2015-12-22,46.380001
2015-12-23,46.650002
2015-12-24,46.77
2015-12-28,46.68
2015-12-29,47.09
2015-12-30,46.849998
2015-12-31,46.290001000000004
2016-01-04,45.599998
2016-01-05,45.889998999999996
2016-01-06,45.650002
2016-01-07,44.779999
2016-01-08,44.18
2016-01-11,44.18
2016-01-12,44.810001
2016-01-13,44.330002
2016-01-14,44.959998999999996
2016-01-15,43.790001000000004
2016-01-19,43.299999
2016-01-20,42.57
2016-01-21,42.669998
2016-01-22,42.939999
2016-01-25,42.18
2016-01-26,42.66
2016-01-27,42.889998999999996
2016-01-28,43.740002000000004
2016-01-29,44.240002000000004
2016-02-01,44.669998
2016-02-02,43.950001
2016-02-03,44.5
2016-02-04,43.860001000000004
2016-02-05,43.240002000000004
2016-02-08,43.810001
2016-02-09,43.720001
2016-02-10,43.619999
2016-02-11,43.59
2016-02-12,44.52
2016-02-16,44.59
2016-02-17,44.720001
2016-02-18,45.290001000000004
2016-02-19,45.290001000000004
2016-02-22,45.119999
2016-02-23,44.599998
2016-02-24,45.040001000000004
2016-02-25,45.290001000000004
2016-02-26,45.259997999999996
2016-02-29,44.91
2016-03-01,45.84
2016-03-02,45.810001
2016-03-03,45.470001
2016-03-04,45.810001
2016-03-07,45.509997999999996
2016-03-08,45.650002
2016-03-09,45.790001000000004
2016-03-10,45.939999
2016-03-11,46.099998
2016-03-14,46.049999
2016-03-15,45.709998999999996
2016-03-16,45.77
2016-03-17,46.32
2016-03-18,46.16
2016-03-21,46.610001000000004
2016-03-22,46.830002
2016-03-23,46.810001
2016-03-24,46.150002
2016-03-28,46.389998999999996
2016-03-29,46.889998999999996
2016-03-30,47.41
2016-03-31,47.189999
2016-04-01,47.439999
2016-04-04,47.16
2016-04-05,46.66
2016-04-06,46.290001000000004
2016-04-07,46.119999
2016-04-08,45.790001000000004
2016-04-11,45.57
2016-04-12,46.27
2016-04-13,46.139998999999996
2016-04-14,46.040001000000004
2016-04-15,46.16
2016-04-18,46.259997999999996
2016-04-19,46.209998999999996
2016-04-20,46.150002
2016-04-21,45.220001
2016-04-22,45.5
2016-04-25,45.639998999999996
2016-04-26,45.139998999999996
2016-04-27,44.900002
2016-04-28,44.349998
2016-04-29,46.09
2016-05-02,47.09
2016-05-03,46.91
2016-05-04,46.77
2016-05-05,47.0
2016-05-06,47.169998
2016-05-09,47.529999
2016-05-10,47.400002
2016-05-11,47.23
2016-05-12,47.52
2016-05-13,47.560001
2016-05-16,47.599998
2016-05-17,47.27
2016-05-18,47.939999
2016-05-19,47.509997999999996
2016-05-20,47.959998999999996
2016-05-23,47.389998999999996
2016-05-24,48.27
2016-05-25,48.029999
2016-05-26,47.93
2016-05-27,48.240002000000004
2016-05-31,48.689999
2016-06-01,48.689999
2016-06-02,48.25
2016-06-03,47.939999
2016-06-06,47.810001
2016-06-07,47.450001
2016-06-08,47.919998
2016-06-09,48.169998
2016-06-10,47.709998999999996
2016-06-13,46.25
2016-06-14,46.110001000000004
2016-06-15,45.810001
2016-06-16,46.23
2016-06-17,46.360001000000004
2016-06-20,46.380001
2016-06-21,46.830002
2016-06-22,47.099998
2016-06-23,47.709998999999996
2016-06-24,46.759997999999996
2016-06-27,45.459998999999996
2016-06-28,46.939999
2016-06-29,47.540001000000004
2016-06-30,48.59
2016-07-01,48.360001000000004
2016-07-05,48.07
2016-07-06,48.099998
2016-07-07,47.75
2016-07-08,48.299999
2016-07-11,48.299999
2016-07-12,48.009997999999996
2016-07-13,48.110001000000004
2016-07-14,48.419998
2016-07-15,48.630001
2016-07-18,48.400002
2016-07-19,48.630001
2016-07-20,48.959998999999996
2016-07-21,49.099998
2016-07-22,49.48
2016-07-25,49.369999
2016-07-26,49.330002
2016-07-27,49.450001
2016-07-28,49.5
2016-07-29,49.43
2016-08-01,49.52
2016-08-02,49.439999
2016-08-03,49.779999
2016-08-04,49.73
2016-08-05,49.799999
2016-08-08,49.970001
2016-08-09,50.23
2016-08-10,50.509997999999996
2016-08-11,50.580002
2016-08-12,50.369999
2016-08-15,50.32
2016-08-16,49.720001
2016-08-17,49.470001
2016-08-18,49.810001
2016-08-19,49.52
2016-08-22,49.93
2016-08-23,49.57
2016-08-24,49.959998999999996
2016-08-25,50.360001000000004
2016-08-26,50.369999
2016-08-29,50.66
2016-08-30,50.919998
2016-08-31,50.790001000000004
2016-09-01,50.650002
2016-09-02,50.720001
2016-09-06,50.939999
2016-09-07,51.41
2016-09-08,51.18
2016-09-09,50.029999
2016-09-12,50.66
2016-09-13,49.860001000000004
2016-09-14,49.240002000000004
2016-09-15,49.900002
2016-09-16,49.349998
2016-09-19,49.630001
2016-09-20,49.459998999999996
2016-09-21,50.59
2016-09-22,50.98
2016-09-23,50.23
2016-09-26,49.889998999999996
2016-09-27,49.950001
2016-09-28,50.389998999999996
2016-09-29,49.959998999999996
2016-09-30,49.82
2016-10-03,49.720001
2016-10-04,50.560001
2016-10-05,49.799999
2016-10-06,48.849998
2016-10-07,50.32
2016-10-10,50.959998999999996
2016-10-11,50.709998999999996
2016-10-12,51.689999
2016-10-13,52.080002
2016-10-14,51.639998999999996
2016-10-17,51.720001
2016-10-18,51.57
2016-10-19,51.299999
2016-10-20,50.389998999999996
2016-10-21,50.130001
2016-10-24,50.299999
2016-10-25,50.830002
2016-10-26,51.220001
2016-10-27,50.400002
2016-10-28,50.98
2016-10-31,51.099998
2016-11-01,50.849998
2016-11-02,51.119999
2016-11-03,50.919998
2016-11-04,50.82
2016-11-07,51.200001
2016-11-08,51.16
2016-11-09,51.09
2016-11-10,51.990002000000004
2016-11-11,52.630001
2016-11-14,53.580002
2016-11-15,54.0
2016-11-16,54.009997999999996
2016-11-17,54.060001
2016-11-18,53.709998999999996
2016-11-21,53.950001
2016-11-22,54.029999
2016-11-23,54.419998
2016-11-25,54.91
2016-11-28,54.830002
2016-11-29,55.110001000000004
2016-11-30,54.34
2016-12-01,54.75
2016-12-02,54.650002
2016-12-05,55.02
2016-12-06,55.5
2016-12-07,55.57
2016-12-08,56.009997999999996
2016-12-09,55.509997999999996
