Date,TOO
2006-12-14,25.0
2006-12-15,25.75
2006-12-18,26.0
2006-12-19,25.799999
2006-12-20,26.02
2006-12-21,26.15
2006-12-22,26.059998999999998
2006-12-26,26.25
2006-12-27,26.77
2006-12-28,26.629998999999998
2006-12-29,26.360001
2007-01-03,26.08
2007-01-04,26.1
2007-01-05,26.25
2007-01-08,26.18
2007-01-09,26.18
2007-01-10,26.700001
2007-01-11,26.1
2007-01-12,26.0
2007-01-16,26.15
2007-01-17,26.110001
2007-01-18,26.049999
2007-01-19,26.110001
2007-01-22,26.450001
2007-01-23,26.9
2007-01-24,26.9
2007-01-25,26.450001
2007-01-26,26.889999
2007-01-29,26.98
2007-01-30,27.690001000000002
2007-01-31,28.0
2007-02-01,28.379998999999998
2007-02-02,28.940001000000002
2007-02-05,29.0
2007-02-06,28.59
2007-02-07,28.700001
2007-02-08,28.48
2007-02-09,28.040001
2007-02-12,27.99
2007-02-13,28.040001
2007-02-14,28.620001000000002
2007-02-15,29.07
2007-02-16,29.709999
2007-02-20,29.92
2007-02-21,29.870001000000002
2007-02-22,30.01
2007-02-23,29.99
2007-02-26,30.33
2007-02-27,29.26
2007-02-28,29.799999
2007-03-01,29.959999
2007-03-02,30.09
2007-03-05,30.469998999999998
2007-03-06,30.799999
2007-03-07,30.559998999999998
2007-03-08,30.940001000000002
2007-03-09,31.66
2007-03-12,31.65
2007-03-13,30.870001000000002
2007-03-14,31.139999
2007-03-15,31.15
2007-03-16,31.139999
2007-03-19,30.700001
2007-03-20,30.719998999999998
2007-03-21,30.309998999999998
2007-03-22,30.57
2007-03-23,30.99
2007-03-26,30.049999
2007-03-27,29.469998999999998
2007-03-28,29.299999
2007-03-29,29.67
2007-03-30,29.0
2007-04-02,29.790001
2007-04-03,29.99
2007-04-04,30.049999
2007-04-05,30.549999
2007-04-09,31.01
2007-04-10,30.76
2007-04-11,30.9
2007-04-12,30.77
2007-04-13,30.690001000000002
2007-04-16,30.34
2007-04-17,31.040001
2007-04-18,30.969998999999998
2007-04-19,30.76
2007-04-20,31.0
2007-04-23,30.84
2007-04-24,31.0
2007-04-25,30.93
2007-04-26,31.15
2007-04-27,30.75
2007-04-30,31.0
2007-05-01,30.68
2007-05-02,30.889999
2007-05-03,30.709999
2007-05-04,30.99
2007-05-07,32.049999
2007-05-08,32.310001
2007-05-09,33.439999
2007-05-10,33.330002
2007-05-11,32.950001
2007-05-14,33.759997999999996
2007-05-15,33.759997999999996
2007-05-16,33.049999
2007-05-17,33.549999
2007-05-18,33.790001000000004
2007-05-21,32.709998999999996
2007-05-22,34.200001
2007-05-23,35.400002
2007-05-24,33.09
2007-05-25,33.400002
2007-05-29,33.540001000000004
2007-05-30,33.099998
2007-05-31,33.439999
2007-06-01,33.5
2007-06-04,34.330002
2007-06-05,34.540001000000004
2007-06-06,33.779999
2007-06-07,33.009997999999996
2007-06-08,33.130001
2007-06-11,32.84
2007-06-12,33.41
2007-06-13,33.75
2007-06-14,33.610001000000004
2007-06-15,34.009997999999996
2007-06-18,34.220001
2007-06-19,35.209998999999996
2007-06-20,35.349998
2007-06-21,35.349998
2007-06-22,34.959998999999996
2007-06-25,34.139998999999996
2007-06-26,33.849998
2007-06-27,34.810001
2007-06-28,34.720001
2007-06-29,34.099998
2007-07-02,34.549999
2007-07-03,34.959998999999996
2007-07-05,35.16
2007-07-06,35.48
2007-07-09,36.759997999999996
2007-07-10,37.200001
2007-07-11,37.139998999999996
2007-07-12,36.919998
2007-07-13,36.799999
2007-07-16,36.610001000000004
2007-07-17,35.77
2007-07-18,35.799999
2007-07-19,36.889998999999996
2007-07-20,37.450001
2007-07-23,36.970001
2007-07-24,35.91
2007-07-25,35.189999
2007-07-26,34.869999
2007-07-27,34.630001
2007-07-30,34.299999
2007-07-31,34.880001
2007-08-01,33.73
2007-08-02,34.0
2007-08-03,32.400002
2007-08-06,30.49
2007-08-07,31.5
2007-08-08,32.580002
2007-08-09,31.9
2007-08-10,30.75
2007-08-13,32.689999
2007-08-14,31.91
2007-08-15,30.959999
2007-08-16,29.5
2007-08-17,28.93
2007-08-20,28.4
2007-08-21,29.219998999999998
2007-08-22,30.200001
2007-08-23,30.389999
2007-08-24,29.780001000000002
2007-08-27,30.200001
2007-08-28,28.75
2007-08-29,29.200001
2007-08-30,28.1
2007-08-31,29.299999
2007-09-04,30.459999
2007-09-05,30.0
2007-09-06,29.82
2007-09-07,29.780001000000002
2007-09-10,30.15
2007-09-11,29.99
2007-09-12,29.540001
2007-09-13,29.4
2007-09-14,28.709999
2007-09-17,28.1
2007-09-18,28.0
2007-09-19,29.110001
2007-09-20,28.700001
2007-09-21,28.9
2007-09-24,28.809998999999998
2007-09-25,28.33
2007-09-26,28.32
2007-09-27,28.459999
2007-09-28,28.299999
2007-10-01,27.9
2007-10-02,27.969998999999998
2007-10-03,27.25
2007-10-04,27.790001
2007-10-05,28.209999
2007-10-08,27.83
2007-10-09,27.5
2007-10-10,28.139999
2007-10-11,28.75
2007-10-12,27.27
2007-10-15,27.690001000000002
2007-10-16,27.860001
2007-10-17,27.93
2007-10-18,28.08
2007-10-19,27.9
2007-10-22,27.690001000000002
2007-10-23,27.559998999999998
2007-10-24,27.9
2007-10-25,28.379998999999998
2007-10-26,28.74
2007-10-29,29.379998999999998
2007-10-30,28.75
2007-10-31,29.030001000000002
2007-11-01,28.719998999999998
2007-11-02,28.799999
2007-11-05,29.200001
2007-11-06,29.049999
2007-11-07,28.450001
2007-11-08,28.4
2007-11-09,27.610001
2007-11-12,27.700001
2007-11-13,27.66
2007-11-14,26.540001
2007-11-15,25.799999
2007-11-16,25.65
2007-11-19,24.040001
2007-11-20,24.290001
2007-11-21,24.379998999999998
2007-11-23,25.18
2007-11-26,25.02
2007-11-27,25.059998999999998
2007-11-28,25.41
2007-11-29,25.959999
2007-11-30,25.700001
2007-12-03,25.59
2007-12-04,26.370001000000002
2007-12-05,25.950001
2007-12-06,25.5
2007-12-07,25.700001
2007-12-10,25.4
2007-12-11,25.02
2007-12-12,25.52
2007-12-13,25.25
2007-12-14,25.360001
2007-12-17,24.700001
2007-12-18,24.74
2007-12-19,24.700001
2007-12-20,24.41
2007-12-21,24.65
2007-12-24,25.200001
2007-12-26,26.110001
2007-12-27,25.799999
2007-12-28,25.5
2007-12-31,25.15
2008-01-02,25.860001
2008-01-03,25.6
2008-01-04,25.07
2008-01-07,25.35
2008-01-08,24.35
2008-01-09,24.4
2008-01-10,25.6
2008-01-11,25.18
2008-01-14,25.0
2008-01-15,24.049999
2008-01-16,24.15
2008-01-17,24.02
2008-01-18,24.25
2008-01-22,24.17
2008-01-23,24.15
2008-01-24,24.309998999999998
2008-01-25,24.190001000000002
2008-01-28,23.02
2008-01-29,23.25
2008-01-30,22.75
2008-01-31,23.01
2008-02-01,24.35
2008-02-04,23.49
2008-02-05,23.5
2008-02-06,22.07
2008-02-07,22.75
2008-02-08,22.41
2008-02-11,22.18
2008-02-12,23.5
2008-02-13,23.549999
2008-02-14,23.799999
2008-02-15,24.17
2008-02-19,26.110001
2008-02-20,26.459999
2008-02-21,25.6
2008-02-22,25.41
2008-02-25,25.98
2008-02-26,25.790001
2008-02-27,25.74
