Date,ITRN
2010-09-28,14.34
2010-09-29,14.39
2010-09-30,14.4
2010-10-01,14.39
2010-10-04,14.49
2010-10-05,14.65
2010-10-06,14.82
2010-10-07,14.67
2010-10-08,14.57
2010-10-11,15.06
2010-10-12,14.75
2010-10-13,15.05
2010-10-14,15.22
2010-10-15,15.46
2010-10-18,15.4
2010-10-19,15.1
2010-10-20,15.25
2010-10-21,15.32
2010-10-22,15.26
2010-10-25,15.51
2010-10-26,15.2
2010-10-27,15.01
2010-10-28,15.48
2010-10-29,15.55
2010-11-01,15.55
2010-11-02,15.66
2010-11-03,15.82
2010-11-04,16.07
2010-11-05,16.07
2010-11-08,16.120001000000002
2010-11-09,16.0
2010-11-10,16.09
2010-11-11,15.54
2010-11-12,15.38
2010-11-15,15.38
2010-11-16,15.16
2010-11-17,15.33
2010-11-18,15.82
2010-11-19,15.79
2010-11-22,15.7
2010-11-23,15.15
2010-11-24,15.55
2010-11-26,15.6
2010-11-29,15.2
2010-11-30,15.39
2010-12-01,15.77
2010-12-02,16.23
2010-12-03,16.07
2010-12-06,16.25
2010-12-07,16.17
2010-12-08,16.129998999999998
2010-12-09,16.209999
2010-12-10,16.52
2010-12-13,17.030001000000002
2010-12-14,17.440001000000002
2010-12-15,17.35
2010-12-16,17.16
2010-12-17,17.34
2010-12-20,17.25
2010-12-21,17.5
2010-12-22,17.26
2010-12-23,17.040001
2010-12-27,17.26
2010-12-28,17.530001000000002
2010-12-29,17.389999
2010-12-30,17.379998999999998
2010-12-31,17.49
2011-01-03,17.799999
2011-01-04,17.92
2011-01-05,18.110001
2011-01-06,17.98
2011-01-07,17.870001000000002
2011-01-10,17.74
2011-01-11,17.940001000000002
2011-01-12,17.969998999999998
2011-01-13,18.18
2011-01-14,18.08
2011-01-18,18.299999
2011-01-19,18.18
2011-01-20,17.77
2011-01-21,17.719998999999998
2011-01-24,17.629998999999998
2011-01-25,17.110001
2011-01-26,16.9
2011-01-27,17.01
2011-01-28,16.4
2011-01-31,15.56
2011-02-01,15.68
2011-02-02,15.78
2011-02-03,15.77
2011-02-04,15.6
2011-02-07,16.08
2011-02-08,16.5
2011-02-09,16.219998999999998
2011-02-10,16.120001000000002
2011-02-11,16.110001
2011-02-14,16.18
2011-02-15,16.299999
2011-02-16,16.65
2011-02-17,16.559998999999998
2011-02-18,16.4
2011-02-22,15.77
2011-02-23,15.69
2011-02-24,15.6
2011-02-25,15.85
2011-02-28,15.95
2011-03-01,15.94
2011-03-02,16.16
2011-03-03,16.379998999999998
2011-03-04,16.5
2011-03-07,16.540001
2011-03-08,16.75
2011-03-09,16.700001
2011-03-10,16.4
2011-03-11,16.15
2011-03-14,16.059998999999998
2011-03-15,15.39
2011-03-16,15.51
2011-03-17,16.110001
2011-03-18,16.4
2011-03-21,15.41
2011-03-22,15.41
2011-03-23,15.32
2011-03-24,14.84
2011-03-25,14.87
2011-03-28,15.13
2011-03-29,14.9
2011-03-30,15.05
2011-03-31,15.0
2011-04-01,14.91
2011-04-04,15.19
2011-04-05,15.39
2011-04-06,15.1
2011-04-07,15.27
2011-04-08,15.23
2011-04-11,15.3
2011-04-12,15.11
2011-04-13,15.15
2011-04-14,15.54
2011-04-15,15.56
2011-04-18,15.5
2011-04-19,15.5
2011-04-20,15.8
2011-04-21,15.69
2011-04-25,15.74
2011-04-26,15.95
2011-04-27,15.82
2011-04-28,16.219998999999998
2011-04-29,16.26
2011-05-02,16.27
2011-05-03,16.120001000000002
2011-05-04,15.61
2011-05-05,15.64
2011-05-06,15.39
2011-05-09,15.46
2011-05-10,15.45
2011-05-11,15.17
2011-05-12,15.2
2011-05-13,15.3
2011-05-16,15.01
2011-05-17,14.8
2011-05-18,15.25
2011-05-19,15.48
2011-05-20,15.21
2011-05-23,15.31
2011-05-24,15.34
2011-05-25,15.22
2011-05-26,15.2
2011-05-27,15.33
2011-05-31,15.06
2011-06-01,15.14
2011-06-02,15.28
2011-06-03,15.15
2011-06-06,15.15
2011-06-07,15.16
2011-06-08,15.07
2011-06-09,15.17
2011-06-10,14.92
2011-06-13,14.3
2011-06-14,14.67
2011-06-15,14.69
2011-06-16,14.36
2011-06-17,14.4
2011-06-20,14.2
2011-06-21,13.92
2011-06-22,13.77
2011-06-23,13.8
2011-06-24,13.82
2011-06-27,14.06
2011-06-28,14.19
2011-06-29,14.22
2011-06-30,14.09
2011-07-01,14.26
2011-07-05,14.35
2011-07-06,14.27
2011-07-07,14.82
2011-07-08,14.72
2011-07-11,14.2
2011-07-12,14.16
2011-07-13,13.97
2011-07-14,13.99
2011-07-15,14.13
2011-07-18,14.15
2011-07-19,14.28
2011-07-20,14.2
2011-07-21,14.15
2011-07-22,14.38
2011-07-25,14.16
2011-07-26,14.11
2011-07-27,13.96
2011-07-28,13.62
2011-07-29,13.59
2011-08-01,13.61
2011-08-02,13.42
2011-08-03,13.46
2011-08-04,13.27
2011-08-05,13.01
2011-08-08,12.55
2011-08-09,12.98
2011-08-10,12.37
2011-08-11,12.68
2011-08-12,12.34
2011-08-15,12.49
2011-08-16,12.25
2011-08-17,12.25
2011-08-18,11.84
2011-08-19,11.7
2011-08-22,11.97
2011-08-23,12.27
2011-08-24,12.35
2011-08-25,12.22
2011-08-26,12.26
2011-08-29,12.52
2011-08-30,12.5
2011-08-31,13.0
2011-09-01,13.39
2011-09-02,13.0
2011-09-06,12.36
2011-09-07,12.93
2011-09-08,12.82
2011-09-09,12.41
2011-09-12,11.7
2011-09-13,11.87
2011-09-14,11.87
2011-09-15,12.45
2011-09-16,12.48
2011-09-19,12.34
2011-09-20,12.25
2011-09-21,12.13
2011-09-22,11.65
2011-09-23,11.7
2011-09-26,11.65
2011-09-27,12.22
2011-09-28,11.92
2011-09-29,11.96
2011-09-30,11.65
2011-10-03,11.7
2011-10-04,11.72
2011-10-05,11.8
2011-10-06,11.74
2011-10-07,12.04
2011-10-10,12.32
2011-10-11,12.35
2011-10-12,12.49
2011-10-13,12.42
2011-10-14,12.55
2011-10-17,12.93
2011-10-18,12.92
2011-10-19,12.95
2011-10-20,12.88
2011-10-21,12.9
2011-10-24,12.82
2011-10-25,12.25
2011-10-26,12.39
2011-10-27,13.61
2011-10-28,13.45
2011-10-31,13.31
2011-11-01,12.8
2011-11-02,12.75
2011-11-03,13.05
2011-11-04,13.24
2011-11-07,12.82
2011-11-08,13.05
2011-11-09,12.73
2011-11-10,12.66
2011-11-11,12.73
2011-11-14,12.72
2011-11-15,12.6
2011-11-16,12.9
2011-11-17,13.01
2011-11-18,13.08
2011-11-21,12.71
2011-11-22,12.53
2011-11-23,12.26
2011-11-25,11.76
2011-11-28,12.5
2011-11-29,12.41
2011-11-30,12.74
2011-12-01,12.5
2011-12-02,12.76
2011-12-05,12.8
2011-12-06,12.82
2011-12-07,12.91
2011-12-08,12.23
2011-12-09,12.67
2011-12-12,12.73
2011-12-13,12.78
2011-12-14,12.94
2011-12-15,12.97
2011-12-16,13.03
2011-12-19,13.29
2011-12-20,13.26
2011-12-21,13.57
2011-12-22,13.74
2011-12-23,13.95
2011-12-27,13.79
2011-12-28,13.81
2011-12-29,13.7
2011-12-30,13.66
2012-01-03,13.77
2012-01-04,14.13
2012-01-05,14.07
2012-01-06,14.17
2012-01-09,14.23
2012-01-10,14.45
2012-01-11,14.22
2012-01-12,14.0
2012-01-13,13.89
2012-01-17,13.71
2012-01-18,14.18
2012-01-19,13.95
2012-01-20,14.0
2012-01-23,13.78
2012-01-24,13.42
2012-01-25,13.38
2012-01-26,13.45
2012-01-27,13.37
2012-01-30,13.2
2012-01-31,13.13
2012-02-01,13.35
2012-02-02,13.43
2012-02-03,13.72
2012-02-06,13.8
2012-02-07,13.79
2012-02-08,13.8
2012-02-09,13.76
2012-02-10,13.71
2012-02-13,13.55
2012-02-14,13.87
2012-02-15,13.71
2012-02-16,13.61
2012-02-17,13.5
2012-02-21,13.18
2012-02-22,13.47
2012-02-23,13.63
2012-02-24,13.85
2012-02-27,13.82
2012-02-28,13.74
2012-02-29,14.25
2012-03-01,14.68
2012-03-02,14.44
2012-03-05,14.71
2012-03-06,14.5
2012-03-07,14.69
2012-03-08,14.7
2012-03-09,14.71
2012-03-12,15.1
2012-03-13,15.24
2012-03-14,15.38
2012-03-15,15.67
2012-03-16,14.29
2012-03-19,13.86
2012-03-20,13.55
2012-03-21,13.48
2012-03-22,13.48
2012-03-23,13.47
2012-03-26,13.53
2012-03-27,13.02
2012-03-28,13.15
2012-03-29,13.25
2012-03-30,13.44
2012-04-02,13.5
2012-04-03,13.54
2012-04-04,13.51
2012-04-05,13.53
2012-04-09,14.03
2012-04-10,13.72
2012-04-11,13.42
2012-04-12,13.71
2012-04-13,13.79
2012-04-16,13.63
2012-04-17,13.71
2012-04-18,13.58
2012-04-19,13.35
2012-04-20,13.34
2012-04-23,13.4
2012-04-24,13.39
2012-04-25,13.52
2012-04-26,13.6
2012-04-27,13.59
2012-04-30,13.44
2012-05-01,13.43
2012-05-02,13.51
2012-05-03,13.47
2012-05-04,13.17
2012-05-07,13.28
2012-05-08,13.45
2012-05-09,13.2
2012-05-10,13.23
2012-05-11,13.32
2012-05-14,13.27
2012-05-15,13.25
2012-05-16,13.2
2012-05-17,13.03
2012-05-18,12.9
2012-05-21,13.17
2012-05-22,13.08
2012-05-23,13.06
2012-05-24,12.51
2012-05-25,12.67
2012-05-29,12.69
2012-05-30,11.95
2012-05-31,11.92
2012-06-01,11.72
2012-06-04,11.75
2012-06-05,11.92
2012-06-06,12.19
2012-06-07,11.73
2012-06-08,11.76
2012-06-11,11.49
2012-06-12,11.55
2012-06-13,11.49
2012-06-14,11.19
2012-06-15,11.37
2012-06-18,11.31
2012-06-19,11.25
2012-06-20,11.44
2012-06-21,11.29
2012-06-22,11.22
2012-06-25,10.99
2012-06-26,11.07
2012-06-27,11.01
2012-06-28,10.7
2012-06-29,10.97
2012-07-02,10.79
2012-07-03,10.75
2012-07-05,10.72
2012-07-06,10.75
2012-07-09,10.82
2012-07-10,10.85
2012-07-11,10.76
2012-07-12,10.93
2012-07-13,11.04
2012-07-16,11.07
2012-07-17,11.31
2012-07-18,11.49
2012-07-19,11.36
2012-07-20,11.31
2012-07-23,10.88
2012-07-24,11.02
2012-07-25,11.0
2012-07-26,11.09
2012-07-27,11.27
2012-07-30,11.3
2012-07-31,11.3
2012-08-01,11.07
2012-08-02,10.92
2012-08-03,11.34
2012-08-06,11.21
2012-08-07,11.21
2012-08-08,11.11
2012-08-09,11.09
2012-08-10,11.03
2012-08-13,10.96
2012-08-14,10.91
2012-08-15,10.76
2012-08-16,10.82
2012-08-17,10.9
2012-08-20,10.97
2012-08-21,10.84
2012-08-22,10.79
2012-08-23,10.8
2012-08-24,10.85
2012-08-27,10.87
2012-08-28,10.95
2012-08-29,11.05
2012-08-30,11.08
2012-08-31,11.11
2012-09-04,11.16
2012-09-05,11.08
2012-09-06,11.26
2012-09-07,11.37
2012-09-10,11.33
2012-09-11,11.4
2012-09-12,11.39
2012-09-13,12.0
2012-09-14,11.66
2012-09-17,11.63
2012-09-18,11.68
2012-09-19,11.75
2012-09-20,11.36
2012-09-21,11.33
2012-09-24,11.28
2012-09-25,11.47
2012-09-26,11.42
2012-09-27,11.53
2012-09-28,11.66
2012-10-01,11.86
2012-10-02,11.95
2012-10-03,12.1
2012-10-04,12.41
2012-10-05,12.65
2012-10-08,12.45
2012-10-09,12.61
2012-10-10,12.46
2012-10-11,12.46
2012-10-12,12.4
2012-10-15,12.61
2012-10-16,12.9
2012-10-17,12.9
2012-10-18,12.79
2012-10-19,12.78
2012-10-22,12.81
2012-10-23,12.89
2012-10-24,12.7
2012-10-25,12.64
2012-10-26,12.71
2012-10-31,12.36
2012-11-01,12.46
2012-11-02,12.68
2012-11-05,12.7
2012-11-06,12.8
2012-11-07,12.85
2012-11-08,12.88
2012-11-09,12.81
2012-11-12,12.8
2012-11-13,12.87
2012-11-14,12.66
2012-11-15,12.85
2012-11-16,12.95
2012-11-19,13.17
2012-11-20,12.95
2012-11-21,12.76
2012-11-23,12.93
2012-11-26,13.03
2012-11-27,12.8
2012-11-28,12.9
2012-11-29,13.05
2012-11-30,13.07
2012-12-03,13.05
2012-12-04,12.75
2012-12-05,13.0
2012-12-06,13.31
2012-12-07,13.08
2012-12-10,13.29
2012-12-11,13.01
2012-12-12,13.2
2012-12-13,12.93
2012-12-14,12.87
2012-12-17,12.93
2012-12-18,13.17
2012-12-19,13.23
2012-12-20,13.32
2012-12-21,13.14
2012-12-24,13.1
2012-12-26,12.96
2012-12-27,12.96
2012-12-28,12.87
2012-12-31,13.57
2013-01-02,13.91
2013-01-03,13.78
2013-01-04,13.77
2013-01-07,13.9
2013-01-08,14.05
2013-01-09,14.0
2013-01-10,13.91
2013-01-11,14.03
2013-01-14,14.19
2013-01-15,13.99
2013-01-16,13.99
2013-01-17,14.1
2013-01-18,14.31
2013-01-22,14.13
2013-01-23,14.0
2013-01-24,14.09
2013-01-25,14.05
2013-01-28,14.0
2013-01-29,13.84
2013-01-30,14.2
2013-01-31,14.26
2013-02-01,14.38
2013-02-04,14.54
2013-02-05,14.63
2013-02-06,14.65
2013-02-07,14.6
2013-02-08,14.68
2013-02-11,14.6
2013-02-12,14.68
2013-02-13,14.79
2013-02-14,14.7
2013-02-15,14.79
2013-02-19,14.72
2013-02-20,15.0
2013-02-21,15.07
2013-02-22,15.04
2013-02-25,15.07
2013-02-26,15.14
2013-02-27,15.07
2013-02-28,15.12
2013-03-01,15.15
2013-03-04,15.35
2013-03-05,15.55
2013-03-06,15.64
2013-03-07,15.7
2013-03-08,15.82
2013-03-11,16.360001
2013-03-12,16.27
2013-03-13,16.4
2013-03-14,16.33
2013-03-15,16.41
2013-03-18,16.389999
2013-03-19,15.49
2013-03-20,15.72
2013-03-21,15.7
2013-03-22,15.79
2013-03-25,15.98
2013-03-26,16.110001
2013-03-27,16.129998999999998
2013-03-28,15.69
2013-04-01,15.63
2013-04-02,15.45
2013-04-03,16.0
2013-04-04,15.65
2013-04-05,15.62
2013-04-08,15.57
2013-04-09,15.45
2013-04-10,15.81
2013-04-11,15.95
2013-04-12,15.72
2013-04-15,15.79
2013-04-16,15.87
2013-04-17,15.74
2013-04-18,15.31
2013-04-19,15.37
2013-04-22,15.47
2013-04-23,15.83
2013-04-24,15.99
2013-04-25,15.86
2013-04-26,15.89
2013-04-29,16.0
2013-04-30,16.0
2013-05-01,16.02
2013-05-02,16.040001
2013-05-03,15.97
2013-05-06,16.110001
2013-05-07,16.41
2013-05-08,16.530001000000002
2013-05-09,16.32
2013-05-10,16.360001
2013-05-13,16.67
2013-05-14,16.469998999999998
2013-05-15,16.389999
2013-05-16,16.59
2013-05-17,16.42
2013-05-20,16.98
2013-05-21,17.02
2013-05-22,16.77
2013-05-23,16.9
2013-05-24,16.85
2013-05-28,16.84
2013-05-29,17.049999
2013-05-30,17.110001
2013-05-31,16.940001000000002
2013-06-03,16.620001000000002
2013-06-04,16.530001000000002
2013-06-05,16.549999
2013-06-06,16.42
2013-06-07,16.73
2013-06-10,16.82
2013-06-11,16.860001
2013-06-12,16.74
2013-06-13,16.83
2013-06-14,16.73
2013-06-17,16.75
2013-06-18,16.780001000000002
2013-06-19,16.59
2013-06-20,16.610001
2013-06-21,16.74
2013-06-24,16.27
2013-06-25,16.459999
2013-06-26,16.559998999999998
2013-06-27,16.76
2013-06-28,16.870001000000002
2013-07-01,16.82
2013-07-02,16.389999
2013-07-03,16.620001000000002
2013-07-05,16.57
2013-07-08,16.49
2013-07-09,16.66
2013-07-10,16.68
2013-07-11,17.08
2013-07-12,16.99
2013-07-15,17.08
2013-07-16,17.07
2013-07-17,17.209999
2013-07-18,17.33
2013-07-19,17.17
2013-07-22,17.280001000000002
2013-07-23,17.280001000000002
2013-07-24,17.32
2013-07-25,17.43
2013-07-26,17.74
2013-07-29,17.84
2013-07-30,17.84
2013-07-31,17.9
2013-08-01,17.84
2013-08-02,17.860001
2013-08-05,18.35
2013-08-06,18.030001000000002
2013-08-07,18.209999
2013-08-08,17.870001000000002
2013-08-09,18.030001000000002
2013-08-12,18.059998999999998
2013-08-13,18.559998999999998
2013-08-14,18.6
2013-08-15,18.280001000000002
2013-08-16,18.35
2013-08-19,18.49
2013-08-20,18.450001
2013-08-21,18.24
2013-08-22,18.16
2013-08-23,18.27
2013-08-26,18.24
2013-08-27,17.700001
2013-08-28,17.9
2013-08-29,18.360001
2013-08-30,18.49
2013-09-03,18.32
2013-09-04,18.389999
2013-09-05,18.49
2013-09-06,18.17
2013-09-09,18.42
2013-09-10,18.450001
2013-09-11,18.450001
2013-09-12,18.370001000000002
2013-09-13,18.49
2013-09-16,18.450001
2013-09-17,18.4
2013-09-18,18.23
2013-09-19,18.469998999999998
2013-09-20,18.49
2013-09-23,18.43
2013-09-24,18.389999
2013-09-25,18.4
2013-09-26,18.450001
2013-09-27,18.450001
2013-09-30,18.450001
2013-10-01,18.4
2013-10-02,18.0
2013-10-03,17.879998999999998
2013-10-04,18.059998999999998
2013-10-07,18.190001000000002
2013-10-08,17.9
2013-10-09,18.450001
2013-10-10,18.25
2013-10-11,18.120001000000002
2013-10-14,18.43
2013-10-15,18.48
2013-10-16,18.4
2013-10-17,18.469998999999998
2013-10-18,18.450001
2013-10-21,19.25
2013-10-22,19.09
2013-10-23,18.719998999999998
2013-10-24,18.290001
2013-10-25,18.549999
2013-10-28,18.5
2013-10-29,18.370001000000002
2013-10-30,18.379998999999998
2013-10-31,18.379998999999998
2013-11-01,18.52
2013-11-04,18.42
2013-11-05,18.389999
2013-11-06,18.41
2013-11-07,18.33
2013-11-08,18.290001
2013-11-11,18.379998999999998
2013-11-12,18.200001
2013-11-13,18.6
2013-11-14,19.0
2013-11-15,19.17
2013-11-18,20.41
2013-11-19,20.299999
2013-11-20,20.190001000000002
2013-11-21,20.16
2013-11-22,20.379998999999998
2013-11-25,20.0
2013-11-26,19.99
2013-11-27,19.950001
2013-11-29,19.83
2013-12-02,19.84
2013-12-03,19.889999
2013-12-04,19.75
2013-12-05,20.07
2013-12-06,20.25
2013-12-09,21.09
2013-12-10,20.860001
2013-12-11,20.6
2013-12-12,20.25
2013-12-13,20.32
2013-12-16,20.4
2013-12-17,20.42
2013-12-18,20.82
2013-12-19,20.610001
2013-12-20,20.65
2013-12-23,20.77
2013-12-24,20.93
2013-12-26,21.040001
2013-12-27,21.0
2013-12-30,21.48
2013-12-31,21.639999
2014-01-02,22.0
2014-01-03,22.059998999999998
2014-01-06,22.57
2014-01-07,22.790001
2014-01-08,22.52
2014-01-09,22.57
2014-01-10,22.6
2014-01-13,22.219998999999998
2014-01-14,22.48
2014-01-15,22.540001
2014-01-16,22.549999
2014-01-17,22.700001
2014-01-21,22.1
2014-01-22,22.17
2014-01-23,22.57
2014-01-24,21.74
2014-01-27,21.59
2014-01-28,22.0
2014-01-29,21.91
2014-01-30,22.040001
2014-01-31,22.190001000000002
2014-02-03,21.940001000000002
2014-02-04,21.959999
2014-02-05,21.84
2014-02-06,21.35
2014-02-07,21.65
2014-02-10,22.0
2014-02-11,22.07
2014-02-12,22.1
2014-02-13,22.09
2014-02-14,22.07
2014-02-18,22.030001000000002
2014-02-19,21.76
2014-02-20,22.030001000000002
2014-02-21,22.139999
2014-02-24,22.01
2014-02-25,22.01
2014-02-26,22.0
2014-02-27,22.01
2014-02-28,22.02
2014-03-03,22.01
2014-03-04,22.1
2014-03-05,22.16
2014-03-06,24.1
2014-03-07,24.01
2014-03-10,24.17
2014-03-11,24.77
2014-03-12,24.42
2014-03-13,24.049999
2014-03-14,24.040001
2014-03-17,24.18
2014-03-18,24.32
2014-03-19,24.469998999999998
2014-03-20,24.639999
2014-03-21,24.700001
2014-03-24,24.82
2014-03-25,25.360001
2014-03-26,25.4
2014-03-27,25.07
2014-03-28,25.110001
2014-03-31,24.940001000000002
2014-04-01,25.389999
2014-04-02,25.469998999999998
2014-04-03,25.6
2014-04-04,25.360001
2014-04-07,25.51
2014-04-08,25.620001000000002
2014-04-09,25.700001
2014-04-10,24.93
2014-04-11,24.610001
2014-04-14,23.49
2014-04-15,23.75
2014-04-16,23.49
2014-04-17,23.43
2014-04-21,23.450001
2014-04-22,24.049999
2014-04-23,24.42
2014-04-24,24.049999
2014-04-25,24.139999
2014-04-28,24.280001000000002
2014-04-29,24.02
2014-04-30,23.83
2014-05-01,23.799999
2014-05-02,23.74
2014-05-05,23.690001000000002
2014-05-06,23.48
2014-05-07,23.190001000000002
2014-05-08,22.780001000000002
2014-05-09,22.92
2014-05-12,23.85
2014-05-13,24.030001000000002
2014-05-14,24.23
2014-05-15,24.190001000000002
2014-05-16,24.59
2014-05-19,24.559998999999998
2014-05-20,24.48
2014-05-21,24.139999
2014-05-22,23.639999
2014-05-23,23.58
2014-05-27,23.98
2014-05-28,24.129998999999998
2014-05-29,24.110001
2014-05-30,23.469998999999998
2014-06-02,23.370001000000002
2014-06-03,23.59
2014-06-04,23.49
2014-06-05,23.51
2014-06-06,23.530001000000002
2014-06-09,23.27
2014-06-10,22.98
2014-06-11,23.93
2014-06-12,24.1
2014-06-13,24.120001000000002
2014-06-16,24.389999
2014-06-17,24.280001000000002
2014-06-18,24.18
2014-06-19,24.549999
2014-06-20,24.68
2014-06-23,24.700001
2014-06-24,24.540001
2014-06-25,24.200001
2014-06-26,23.709999
2014-06-27,23.91
2014-06-30,24.35
2014-07-01,24.35
2014-07-02,24.450001
2014-07-03,24.43
2014-07-07,23.950001
2014-07-08,23.43
2014-07-09,23.780001000000002
2014-07-10,23.870001000000002
2014-07-11,23.91
2014-07-14,23.940001000000002
2014-07-15,24.33
2014-07-16,24.360001
2014-07-17,24.1
2014-07-18,24.1
2014-07-21,24.129998999999998
2014-07-22,23.790001
2014-07-23,23.559998999999998
2014-07-24,23.99
2014-07-25,23.879998999999998
2014-07-28,23.860001
2014-07-29,23.85
2014-07-30,23.549999
2014-07-31,23.08
2014-08-01,23.01
2014-08-04,22.6
2014-08-05,22.5
2014-08-06,21.709999
2014-08-07,21.42
2014-08-08,21.469998999999998
2014-08-11,21.559998999999998
2014-08-12,21.4
2014-08-13,21.610001
2014-08-14,21.41
2014-08-15,21.469998999999998
2014-08-18,21.35
2014-08-19,21.280001000000002
2014-08-20,21.33
2014-08-21,21.639999
2014-08-22,21.84
2014-08-25,21.35
2014-08-26,21.66
2014-08-27,21.83
2014-08-28,21.83
2014-08-29,21.9
2014-09-02,21.950001
2014-09-03,21.969998999999998
2014-09-04,21.98
2014-09-05,21.73
2014-09-08,21.860001
2014-09-09,21.75
2014-09-10,22.0
2014-09-11,21.75
2014-09-12,21.75
2014-09-15,21.1
2014-09-16,21.08
2014-09-17,21.07
2014-09-18,21.15
2014-09-19,21.200001
2014-09-22,21.370001000000002
2014-09-23,21.200001
2014-09-24,21.24
2014-09-25,21.209999
2014-09-26,21.200001
2014-09-29,21.15
2014-09-30,21.15
2014-10-01,21.15
2014-10-02,21.15
2014-10-03,21.18
2014-10-06,21.389999
2014-10-07,21.110001
2014-10-08,21.280001000000002
2014-10-09,21.200001
2014-10-10,21.219998999999998
2014-10-13,20.969998999999998
2014-10-14,20.940001000000002
2014-10-15,21.02
2014-10-16,21.26
2014-10-17,21.24
2014-10-20,20.98
2014-10-21,20.969998999999998
2014-10-22,20.809998999999998
2014-10-23,20.530001000000002
2014-10-24,20.58
2014-10-27,20.58
2014-10-28,20.780001000000002
2014-10-29,20.549999
2014-10-30,20.459999
2014-10-31,20.49
2014-11-03,20.52
2014-11-04,20.219998999999998
2014-11-05,20.309998999999998
2014-11-06,20.129998999999998
2014-11-07,20.379998999999998
2014-11-10,20.49
2014-11-11,20.299999
2014-11-12,20.26
2014-11-13,20.290001
2014-11-14,20.200001
2014-11-17,20.48
2014-11-18,21.23
2014-11-19,21.27
2014-11-20,21.299999
2014-11-21,21.25
2014-11-24,21.200001
2014-11-25,21.33
2014-11-26,21.540001
2014-11-28,21.700001
2014-12-01,21.75
2014-12-02,21.549999
2014-12-03,21.809998999999998
2014-12-04,22.030001000000002
2014-12-05,21.67
2014-12-08,21.700001
2014-12-09,21.709999
2014-12-10,21.719998999999998
2014-12-11,21.870001000000002
2014-12-12,21.74
2014-12-15,21.59
2014-12-16,21.42
2014-12-17,21.59
2014-12-18,21.690001000000002
2014-12-19,22.450001
2014-12-22,22.4
2014-12-23,22.66
2014-12-24,22.1
2014-12-26,22.09
2014-12-29,22.0
2014-12-30,22.059998999999998
2014-12-31,22.040001
2015-01-02,21.690001000000002
2015-01-05,21.33
2015-01-06,21.34
2015-01-07,21.25
2015-01-08,21.6
2015-01-09,21.6
2015-01-12,21.540001
2015-01-13,21.32
2015-01-14,21.07
2015-01-15,21.049999
2015-01-16,21.120001000000002
2015-01-20,21.1
2015-01-21,21.030001000000002
2015-01-22,21.5
2015-01-23,21.030001000000002
2015-01-26,21.08
2015-01-27,21.27
2015-01-28,21.0
2015-01-29,20.99
2015-01-30,20.75
2015-02-02,21.07
2015-02-03,21.379998999999998
2015-02-04,21.530001000000002
2015-02-05,21.719998999999998
2015-02-06,21.68
2015-02-09,21.889999
2015-02-10,22.059998999999998
2015-02-11,22.450001
2015-02-12,21.98
2015-02-13,21.959999
2015-02-17,22.49
2015-02-18,22.799999
2015-02-19,23.0
2015-02-20,23.09
2015-02-23,23.190001000000002
2015-02-24,23.08
2015-02-25,23.290001
2015-02-26,23.16
2015-02-27,23.040001
2015-03-02,23.139999
2015-03-03,22.780001000000002
2015-03-04,22.91
2015-03-05,22.889999
2015-03-06,22.540001
2015-03-09,22.9
2015-03-10,22.559998999999998
2015-03-11,22.33
2015-03-12,22.790001
2015-03-13,22.33
2015-03-16,22.5
2015-03-17,22.35
2015-03-18,22.870001000000002
2015-03-19,22.51
2015-03-20,22.139999
2015-03-23,22.33
2015-03-24,22.74
2015-03-25,22.67
2015-03-26,22.84
2015-03-27,22.84
2015-03-30,22.51
2015-03-31,22.0
2015-04-01,22.49
2015-04-02,22.58
2015-04-06,23.34
2015-04-07,23.290001
2015-04-08,23.030001000000002
2015-04-09,23.110001
2015-04-10,22.99
2015-04-13,22.91
2015-04-14,22.99
2015-04-15,22.940001000000002
2015-04-16,23.08
2015-04-17,22.9
2015-04-20,22.83
2015-04-21,23.059998999999998
2015-04-22,23.309998999999998
2015-04-23,23.32
2015-04-24,23.440001000000002
2015-04-27,23.530001000000002
2015-04-28,23.27
2015-04-29,23.200001
2015-04-30,22.809998999999998
2015-05-01,22.860001
2015-05-04,23.35
2015-05-05,23.379998999999998
2015-05-06,23.299999
2015-05-07,23.18
2015-05-08,23.35
2015-05-11,23.469998999999998
2015-05-12,23.17
2015-05-13,23.33
2015-05-14,23.559998999999998
2015-05-15,23.549999
2015-05-18,24.83
2015-05-19,24.32
2015-05-20,23.99
2015-05-21,24.389999
2015-05-22,24.389999
2015-05-26,24.1
2015-05-27,23.969998999999998
2015-05-28,23.75
2015-05-29,23.25
2015-06-01,24.59
2015-06-02,24.9
2015-06-03,24.77
2015-06-04,24.5
2015-06-05,24.450001
2015-06-08,24.059998999999998
2015-06-09,23.91
2015-06-10,24.559998999999998
2015-06-11,24.48
2015-06-12,24.07
2015-06-15,24.68
2015-06-16,24.73
2015-06-17,24.5
2015-06-18,24.66
2015-06-19,24.75
2015-06-22,25.0
2015-06-23,24.35
2015-06-24,24.5
2015-06-25,25.0
2015-06-26,24.5
2015-06-29,24.26
2015-06-30,24.93
2015-07-01,25.09
2015-07-02,25.049999
2015-07-06,25.1
2015-07-07,24.799999
2015-07-08,24.6
2015-07-09,24.450001
2015-07-10,24.9
2015-07-13,25.280001000000002
2015-07-14,25.440001000000002
2015-07-15,25.299999
2015-07-16,25.290001
2015-07-17,25.120001000000002
2015-07-20,25.450001
2015-07-21,25.18
