Date,JCDXF
2009-12-22,22.5
2009-12-23,22.5
2009-12-24,22.5
2009-12-28,22.5
2009-12-29,22.5
2009-12-30,22.5
2009-12-31,22.5
2010-01-04,22.5
2010-01-05,22.5
2010-01-06,22.5
2010-01-07,22.5
2010-01-08,22.5
2010-01-11,22.5
2010-01-12,22.5
2010-01-13,22.5
2010-01-14,22.5
2010-01-15,22.5
2010-01-19,22.5
2010-01-20,22.5
2010-01-21,22.5
2010-01-22,22.5
2010-01-25,22.5
2010-01-26,22.5
2010-01-27,22.5
2010-01-28,22.5
2010-01-29,22.5
2010-02-01,22.5
2010-02-02,22.5
2010-02-03,22.5
2010-02-04,22.5
2010-02-05,22.5
2010-02-08,22.5
2010-02-09,22.5
2010-02-10,22.5
2010-02-11,22.5
2010-02-12,22.5
2010-02-16,22.5
2010-02-17,22.5
2010-02-18,22.5
2010-02-19,22.5
2010-02-22,24.75
2010-02-23,24.75
2010-02-24,24.75
2010-02-25,24.75
2010-02-26,24.75
2010-03-01,24.75
2010-03-02,24.75
2010-03-03,24.75
2010-03-04,24.75
2010-03-05,24.75
2010-03-08,24.75
2010-03-09,24.75
2010-03-10,24.75
2010-03-11,24.75
2010-03-12,24.75
2010-03-15,24.75
2010-03-16,24.75
2010-03-17,24.75
2010-03-18,24.75
2010-03-19,24.75
2010-03-22,24.75
2010-03-23,24.75
2010-03-24,24.75
2010-03-25,24.75
2010-03-26,24.75
2010-03-29,24.75
2010-03-30,24.75
2010-03-31,24.75
2010-04-01,24.75
2010-04-05,24.75
2010-04-06,24.75
2010-04-07,24.75
2010-04-08,24.75
2010-04-09,28.049999
2010-04-12,28.049999
2010-04-13,28.049999
2010-04-14,28.049999
2010-04-15,28.049999
2010-04-16,28.049999
2010-04-19,28.049999
2010-04-20,28.049999
2010-04-21,28.049999
2010-04-22,28.049999
2010-04-23,28.049999
2010-04-26,28.049999
2010-04-27,28.049999
2010-04-28,28.049999
2010-04-29,28.049999
2010-04-30,28.049999
2010-05-03,28.049999
2010-05-04,28.049999
2010-05-05,28.049999
2010-05-06,28.049999
2010-05-07,28.049999
2010-05-10,28.049999
2010-05-11,28.049999
2010-05-12,28.049999
2010-05-13,27.1
2010-05-14,27.1
2010-05-17,27.1
2010-05-18,27.1
2010-05-19,27.1
2010-05-20,27.1
2010-05-21,27.1
2010-05-24,27.1
2010-05-25,27.1
2010-05-26,27.1
2010-05-27,27.1
2010-05-28,27.1
2010-06-01,27.1
2010-06-02,27.1
2010-06-03,27.1
2010-06-04,27.1
2010-06-07,27.1
2010-06-08,27.1
2010-06-09,27.1
2010-06-10,27.1
2010-06-11,27.1
2010-06-14,27.1
2010-06-15,26.700001
2010-06-16,26.700001
2010-06-17,26.700001
2010-06-18,26.700001
2010-06-21,26.700001
2010-06-22,26.700001
2010-06-23,26.700001
2010-06-24,26.700001
2010-06-25,26.700001
2010-06-28,26.700001
2010-06-29,26.700001
2010-06-30,26.700001
2010-07-01,26.700001
2010-07-02,26.700001
2010-07-06,26.700001
2010-07-07,26.700001
2010-07-08,26.700001
2010-07-09,26.700001
2010-07-12,26.700001
2010-07-13,26.700001
2010-07-14,26.700001
2010-07-15,26.700001
2010-07-16,26.700001
2010-07-19,26.700001
2010-07-20,26.700001
2010-07-21,26.700001
2010-07-22,26.700001
2010-07-23,26.700001
2010-07-26,26.700001
2010-07-27,26.700001
2010-07-28,26.700001
2010-07-29,26.700001
2010-07-30,26.700001
2010-08-02,26.700001
2010-08-03,26.700001
2010-08-04,26.700001
2010-08-05,26.700001
2010-08-06,26.700001
2010-08-09,26.700001
2010-08-10,26.700001
2010-08-11,26.700001
2010-08-12,26.700001
2010-08-13,26.700001
2010-08-16,26.700001
2010-08-17,26.700001
2010-08-18,26.700001
2010-08-19,26.700001
2010-08-20,26.700001
2010-08-23,26.700001
2010-08-24,26.700001
2010-08-25,26.700001
2010-08-26,26.700001
2010-08-27,26.700001
2010-08-30,26.700001
2010-08-31,26.700001
2010-09-01,26.700001
2010-09-02,24.6
2010-09-03,24.6
2010-09-07,24.6
2010-09-08,24.6
2010-09-09,24.6
2010-09-10,24.6
2010-09-13,24.6
2010-09-14,24.6
2010-09-15,24.6
2010-09-16,24.6
2010-09-17,24.6
2010-09-20,24.6
2010-09-21,24.6
2010-09-22,24.6
2010-09-23,24.6
2010-09-24,24.6
2010-09-27,26.85
2010-09-28,26.700001
2010-09-29,26.700001
2010-09-30,26.6
2010-10-01,26.6
2010-10-04,26.6
2010-10-05,26.6
2010-10-06,26.6
2010-10-07,26.6
2010-10-08,26.6
2010-10-11,26.6
2010-10-12,26.6
2010-10-13,26.6
2010-10-14,26.6
2010-10-15,26.6
2010-10-18,26.6
2010-10-19,28.799999
2010-10-20,28.799999
2010-10-21,28.799999
2010-10-22,28.799999
2010-10-25,28.799999
2010-10-26,28.799999
2010-10-27,28.799999
2010-10-28,28.799999
2010-10-29,28.799999
2010-11-01,28.799999
2010-11-02,28.799999
2010-11-03,30.799999
2010-11-04,30.799999
2010-11-05,30.799999
2010-11-08,30.799999
2010-11-09,30.799999
2010-11-10,30.799999
2010-11-11,30.799999
2010-11-12,30.799999
2010-11-15,30.799999
2010-11-16,30.799999
2010-11-17,30.799999
2010-11-18,30.799999
2010-11-19,30.799999
2010-11-22,30.799999
2010-11-23,30.799999
2010-11-24,30.799999
2010-11-26,30.799999
2010-11-29,30.799999
2010-11-30,30.799999
2010-12-01,30.799999
2010-12-02,30.799999
2010-12-03,30.799999
2010-12-06,30.799999
2010-12-07,30.799999
2010-12-08,30.799999
2010-12-09,30.799999
2010-12-10,30.799999
2010-12-13,30.799999
2010-12-14,30.799999
2010-12-15,28.75
2010-12-16,28.75
2010-12-17,28.75
2010-12-20,29.469998999999998
2010-12-21,29.469998999999998
2010-12-22,29.469998999999998
2010-12-23,29.469998999999998
2010-12-27,30.27
2010-12-28,30.27
2010-12-29,30.27
2010-12-30,30.299999
2010-12-31,30.299999
2011-01-03,30.299999
2011-01-04,30.299999
2011-01-05,30.35
2011-01-06,30.35
2011-01-07,30.25
2011-01-10,29.0
2011-01-11,29.0
2011-01-12,29.0
2011-01-13,29.0
2011-01-14,29.0
2011-01-18,29.0
2011-01-19,29.0
2011-01-20,29.0
2011-01-21,29.0
2011-01-24,29.0
2011-01-25,29.0
2011-01-26,29.0
2011-01-27,29.0
2011-01-28,29.0
2011-01-31,31.799999
2011-02-01,31.799999
2011-02-02,31.799999
2011-02-03,31.799999
2011-02-04,31.799999
2011-02-07,31.799999
2011-02-08,31.799999
2011-02-09,31.799999
2011-02-10,31.799999
2011-02-11,31.799999
2011-02-14,31.799999
2011-02-15,31.799999
2011-02-16,31.799999
2011-02-17,31.799999
2011-02-18,31.799999
2011-02-22,31.799999
2011-02-23,31.799999
2011-02-24,31.799999
2011-02-25,31.799999
2011-02-28,31.799999
2011-03-01,31.799999
2011-03-02,31.799999
2011-03-03,31.799999
2011-03-04,31.799999
2011-03-07,31.799999
2011-03-08,31.799999
2011-03-09,31.799999
2011-03-10,31.799999
2011-03-11,31.799999
2011-03-14,31.799999
2011-03-15,31.799999
2011-03-16,31.799999
2011-03-17,31.799999
2011-03-18,31.799999
2011-03-21,31.799999
2011-03-22,31.799999
2011-03-23,31.799999
2011-03-24,31.799999
2011-03-25,31.799999
2011-03-28,31.799999
2011-03-29,31.799999
2011-03-30,31.799999
2011-03-31,31.799999
2011-04-01,31.799999
2011-04-04,31.799999
2011-04-05,31.799999
2011-04-06,31.799999
2011-04-07,31.799999
2011-04-08,31.799999
2011-04-11,31.799999
2011-04-12,31.799999
2011-04-13,31.799999
2011-04-14,31.799999
2011-04-15,31.799999
2011-04-18,31.799999
2011-04-19,31.799999
2011-04-20,33.599998
2011-04-21,33.599998
2011-04-25,33.599998
2011-04-26,33.599998
2011-04-27,33.599998
2011-04-28,33.599998
2011-04-29,33.599998
2011-05-02,33.599998
2011-05-03,33.599998
2011-05-04,33.599998
2011-05-05,33.599998
2011-05-06,33.400002
2011-05-09,33.400002
2011-05-10,33.400002
2011-05-11,33.400002
2011-05-12,33.400002
2011-05-13,33.400002
2011-05-16,32.5
2011-05-17,32.5
2011-05-18,32.5
2011-05-19,32.5
2011-05-20,32.5
2011-05-23,32.5
2011-05-24,32.5
2011-05-25,32.5
2011-05-26,32.5
2011-05-27,32.5
2011-05-31,32.5
2011-06-01,32.5
2011-06-02,32.5
2011-06-03,32.5
2011-06-06,32.5
2011-06-07,32.5
2011-06-08,32.5
2011-06-09,32.5
2011-06-10,32.5
2011-06-13,32.5
2011-06-14,32.5
2011-06-15,32.5
2011-06-16,32.5
2011-06-17,32.5
2011-06-20,32.5
2011-06-21,32.5
2011-06-22,32.5
2011-06-23,32.5
2011-06-24,32.5
2011-06-27,32.5
2011-06-28,32.5
2011-06-29,32.5
2011-06-30,32.5
2011-07-01,32.5
2011-07-05,32.5
2011-07-06,32.5
2011-07-07,32.5
2011-07-08,31.540001
2011-07-11,31.540001
2011-07-12,31.540001
2011-07-13,31.540001
2011-07-14,31.540001
2011-07-15,31.540001
2011-07-18,31.540001
2011-07-19,31.540001
2011-07-20,31.540001
2011-07-21,31.540001
2011-07-22,31.540001
2011-07-25,31.540001
2011-07-26,31.540001
2011-07-27,31.540001
2011-07-28,31.540001
2011-07-29,31.540001
2011-08-01,31.540001
2011-08-02,31.540001
2011-08-03,26.200001
2011-08-04,26.200001
2011-08-05,26.200001
2011-08-08,26.200001
2011-08-09,26.200001
2011-08-10,26.200001
2011-08-11,26.200001
2011-08-12,26.200001
2011-08-15,26.200001
2011-08-16,26.200001
2011-08-17,26.200001
2011-08-18,26.200001
2011-08-19,26.200001
2011-08-22,26.200001
2011-08-23,26.200001
2011-08-24,26.200001
2011-08-25,26.200001
2011-08-26,26.200001
2011-08-29,26.200001
2011-08-30,26.200001
2011-08-31,26.200001
2011-09-01,26.200001
2011-09-02,26.200001
2011-09-06,26.200001
2011-09-07,26.200001
2011-09-08,26.200001
2011-09-09,26.200001
2011-09-12,26.200001
2011-09-13,26.200001
2011-09-14,26.200001
2011-09-15,26.200001
2011-09-16,26.200001
2011-09-19,26.200001
2011-09-20,26.200001
2011-09-21,26.200001
2011-09-22,26.200001
2011-09-23,26.200001
2011-09-26,26.200001
2011-09-27,26.200001
2011-09-28,26.200001
2011-09-29,26.200001
2011-09-30,26.200001
2011-10-03,26.200001
2011-10-04,26.200001
2011-10-05,26.200001
2011-10-06,26.200001
2011-10-07,26.200001
2011-10-10,26.200001
2011-10-11,26.200001
2011-10-12,26.200001
2011-10-13,26.200001
2011-10-14,26.200001
2011-10-17,26.200001
2011-10-18,26.200001
2011-10-19,26.200001
2011-10-20,24.65
2011-10-21,24.65
2011-10-24,24.65
2011-10-25,24.65
2011-10-26,24.65
2011-10-27,24.65
2011-10-28,24.65
2011-10-31,24.65
2011-11-01,24.65
2011-11-02,24.65
2011-11-03,24.65
2011-11-04,24.65
2011-11-07,24.65
2011-11-08,24.65
2011-11-09,24.65
2011-11-10,24.65
2011-11-11,24.65
2011-11-14,24.65
2011-11-15,24.65
2011-11-16,24.65
2011-11-17,24.65
2011-11-18,24.65
2011-11-21,24.65
2011-11-22,24.65
2011-11-23,24.65
2011-11-25,24.65
2011-11-28,24.65
2011-11-29,24.65
2011-11-30,24.65
2011-12-01,26.0
2011-12-02,26.0
2011-12-05,26.0
2011-12-06,26.0
2011-12-07,26.0
2011-12-08,26.0
2011-12-09,26.0
2011-12-12,26.0
2011-12-13,26.0
2011-12-14,26.0
2011-12-15,26.0
2011-12-16,26.0
2011-12-19,26.0
2011-12-20,26.0
2011-12-21,26.0
2011-12-22,26.0
2011-12-23,26.0
2011-12-27,26.0
2011-12-28,26.0
2011-12-29,26.0
2011-12-30,26.0
2012-01-03,26.0
2012-01-04,26.0
2012-01-05,26.0
2012-01-06,26.0
2012-01-09,26.0
2012-01-10,26.0
2012-01-11,26.0
2012-01-12,26.0
2012-01-13,26.0
2012-01-17,26.0
2012-01-18,26.0
2012-01-19,25.200001
2012-01-20,25.200001
2012-01-23,25.200001
2012-01-24,25.200001
2012-01-25,25.200001
2012-01-26,25.200001
2012-01-27,25.200001
2012-01-30,25.200001
2012-01-31,25.200001
2012-02-01,25.200001
2012-02-02,25.200001
2012-02-03,25.200001
2012-02-06,25.200001
2012-02-07,25.200001
2012-02-08,25.200001
2012-02-09,25.200001
2012-02-10,25.200001
2012-02-13,25.200001
2012-02-14,25.200001
2012-02-15,25.200001
2012-02-16,25.200001
2012-02-17,25.200001
2012-02-21,26.610001
2012-02-22,26.610001
2012-02-23,26.610001
2012-02-24,26.610001
2012-02-27,26.610001
2012-02-28,26.610001
2012-02-29,26.610001
2012-03-01,26.610001
2012-03-02,26.610001
2012-03-05,26.610001
2012-03-06,26.610001
2012-03-07,26.610001
2012-03-08,26.610001
2012-03-09,26.610001
2012-03-12,26.610001
2012-03-13,26.610001
2012-03-14,26.610001
2012-03-15,29.950001
2012-03-16,29.950001
2012-03-19,29.950001
2012-03-20,29.950001
2012-03-21,29.950001
2012-03-22,29.950001
2012-03-23,29.950001
2012-03-26,29.950001
2012-03-27,29.950001
2012-03-28,29.950001
2012-03-29,29.950001
2012-03-30,29.950001
2012-04-02,29.950001
2012-04-03,29.950001
2012-04-04,29.1
2012-04-05,29.1
2012-04-09,29.1
2012-04-10,29.1
2012-04-11,29.1
2012-04-12,29.1
2012-04-13,29.1
2012-04-16,29.1
2012-04-17,29.1
2012-04-18,29.1
2012-04-19,29.1
2012-04-20,29.1
2012-04-23,29.1
2012-04-24,29.1
2012-04-25,29.1
2012-04-26,29.1
2012-04-27,29.1
2012-04-30,29.1
2012-05-01,29.1
2012-05-02,29.1
2012-05-03,29.1
2012-05-04,29.1
2012-05-07,29.1
2012-05-08,29.1
2012-05-09,29.1
2012-05-10,29.1
2012-05-11,29.1
2012-05-14,29.1
2012-05-15,24.35
2012-05-16,24.35
2012-05-17,24.35
2012-05-18,24.35
2012-05-21,24.35
2012-05-22,24.35
2012-05-23,24.35
2012-05-24,24.35
2012-05-25,24.35
2012-05-29,24.35
2012-05-30,24.35
2012-05-31,24.35
2012-06-01,24.35
2012-06-04,24.35
2012-06-05,24.35
2012-06-06,24.35
2012-06-07,22.15
2012-06-08,22.15
2012-06-11,22.15
2012-06-12,22.15
2012-06-13,22.15
2012-06-14,22.15
2012-06-15,22.15
2012-06-18,22.15
2012-06-19,22.15
2012-06-20,22.15
2012-06-21,22.15
2012-06-22,22.15
2012-06-25,21.0
2012-06-26,21.0
2012-06-27,21.0
2012-06-28,21.0
2012-06-29,21.0
2012-07-02,21.0
2012-07-03,21.0
2012-07-05,21.0
2012-07-06,21.0
2012-07-09,21.0
2012-07-10,21.0
2012-07-11,21.0
2012-07-12,21.0
2012-07-13,21.0
2012-07-16,21.0
2012-07-17,21.0
2012-07-18,21.0
2012-07-19,21.0
2012-07-20,21.0
2012-07-23,21.0
2012-07-24,21.0
2012-07-25,21.0
2012-07-26,21.0
2012-07-27,21.0
2012-07-30,21.0
2012-07-31,20.469998999999998
2012-08-01,20.469998999999998
2012-08-02,20.469998999999998
2012-08-03,20.469998999999998
2012-08-06,21.23
2012-08-07,21.23
2012-08-08,21.23
2012-08-09,21.23
2012-08-10,21.23
2012-08-13,21.23
2012-08-14,21.23
2012-08-15,21.23
2012-08-16,21.23
2012-08-17,21.23
2012-08-20,21.23
2012-08-21,21.23
2012-08-22,21.23
2012-08-23,21.23
2012-08-24,21.23
2012-08-27,21.23
2012-08-28,21.23
2012-08-29,21.23
2012-08-30,21.23
2012-08-31,21.23
2012-09-04,21.23
2012-09-05,21.23
2012-09-06,21.23
2012-09-07,22.6
2012-09-10,22.6
2012-09-11,22.9
2012-09-12,22.9
2012-09-13,22.9
2012-09-14,22.9
2012-09-17,22.9
2012-09-18,22.9
2012-09-19,22.9
2012-09-20,22.9
2012-09-21,24.370001000000002
2012-09-24,24.370001000000002
2012-09-25,24.370001000000002
2012-09-26,24.370001000000002
2012-09-27,24.370001000000002
2012-09-28,24.370001000000002
2012-10-01,24.370001000000002
2012-10-02,24.370001000000002
2012-10-03,24.370001000000002
2012-10-04,24.370001000000002
2012-10-05,24.370001000000002
2012-10-08,24.370001000000002
2012-10-09,24.370001000000002
2012-10-10,24.370001000000002
2012-10-11,24.370001000000002
2012-10-12,24.370001000000002
2012-10-15,24.370001000000002
2012-10-16,22.27
2012-10-17,22.27
2012-10-18,22.27
2012-10-19,22.27
2012-10-22,22.27
2012-10-23,22.27
2012-10-24,20.950001
2012-10-25,20.950001
2012-10-26,20.950001
2012-10-31,20.950001
2012-11-01,20.950001
2012-11-02,20.950001
2012-11-05,20.950001
2012-11-06,20.950001
2012-11-07,20.950001
2012-11-08,20.950001
2012-11-09,20.950001
2012-11-12,20.950001
2012-11-13,21.08
2012-11-14,21.08
2012-11-15,21.08
2012-11-16,21.08
2012-11-19,21.08
2012-11-20,21.08
2012-11-21,21.08
2012-11-23,21.08
2012-11-26,21.08
2012-11-27,21.08
2012-11-28,21.08
2012-11-29,21.08
2012-11-30,21.08
2012-12-03,21.08
2012-12-04,23.700001
2012-12-05,23.700001
2012-12-06,23.700001
2012-12-07,23.809998999999998
2012-12-10,23.809998999999998
2012-12-11,23.809998999999998
2012-12-12,23.809998999999998
2012-12-13,23.809998999999998
2012-12-14,23.809998999999998
2012-12-17,23.809998999999998
2012-12-18,23.809998999999998
2012-12-19,23.809998999999998
2012-12-20,23.809998999999998
2012-12-21,23.809998999999998
2012-12-24,23.809998999999998
2012-12-26,23.809998999999998
2012-12-27,23.809998999999998
2012-12-28,23.809998999999998
2012-12-31,23.809998999999998
2013-01-02,23.809998999999998
2013-01-03,23.809998999999998
2013-01-04,23.809998999999998
2013-01-07,23.809998999999998
2013-01-08,23.809998999999998
2013-01-09,23.34
2013-01-10,23.34
2013-01-11,23.34
2013-01-14,24.799999
2013-01-15,24.799999
2013-01-16,24.799999
2013-01-17,24.799999
2013-01-18,24.799999
2013-01-22,24.799999
2013-01-23,24.799999
2013-01-24,24.799999
2013-01-25,24.799999
2013-01-28,24.799999
2013-01-29,24.799999
2013-01-30,27.92
2013-01-31,27.92
2013-02-01,27.92
2013-02-04,27.92
2013-02-05,27.92
2013-02-06,27.92
2013-02-07,27.92
2013-02-08,27.92
2013-02-11,27.92
2013-02-12,27.92
2013-02-13,27.92
2013-02-14,27.92
2013-02-15,27.92
2013-02-19,27.92
2013-02-20,27.92
2013-02-21,27.92
2013-02-22,27.92
2013-02-25,27.92
2013-02-26,27.92
2013-02-27,27.92
2013-02-28,27.92
2013-03-01,27.92
2013-03-04,27.92
2013-03-05,27.92
2013-03-06,27.92
2013-03-07,27.92
2013-03-08,27.92
2013-03-11,27.92
2013-03-12,27.92
2013-03-13,27.92
2013-03-14,27.92
2013-03-15,27.92
2013-03-18,27.92
2013-03-19,27.92
2013-03-20,27.92
2013-03-21,27.92
2013-03-22,27.92
2013-03-25,27.92
2013-03-26,27.92
2013-03-27,27.92
2013-03-28,27.92
2013-04-01,27.92
2013-04-02,27.92
2013-04-03,27.92
2013-04-04,27.92
2013-04-05,26.16
2013-04-08,26.16
2013-04-09,26.16
2013-04-10,26.16
2013-04-11,26.4
2013-04-12,27.25
2013-04-15,27.25
2013-04-16,27.25
2013-04-17,27.25
2013-04-18,27.25
2013-04-19,27.25
2013-04-22,27.25
2013-04-23,27.25
2013-04-24,27.25
2013-04-25,27.25
2013-04-26,27.25
2013-04-29,27.25
2013-04-30,27.25
2013-05-01,27.25
2013-05-02,27.25
2013-05-03,27.25
2013-05-06,27.25
2013-05-07,27.25
2013-05-08,27.25
2013-05-09,27.25
2013-05-10,27.25
2013-05-13,27.25
2013-05-14,27.25
2013-05-15,26.9
2013-05-16,26.9
2013-05-17,26.9
2013-05-20,26.9
2013-05-21,26.9
2013-05-22,26.9
2013-05-23,26.9
2013-05-24,26.9
2013-05-28,26.9
2013-05-29,26.9
2013-05-30,26.9
2013-05-31,26.9
2013-06-03,26.9
2013-06-04,26.9
2013-06-05,26.9
2013-06-06,26.9
2013-06-07,26.9
2013-06-10,26.9
2013-06-11,26.9
2013-06-12,26.9
2013-06-13,26.9
2013-06-14,26.9
2013-06-17,26.9
2013-06-18,26.9
2013-06-19,26.9
2013-06-20,26.9
2013-06-21,26.9
2013-06-24,26.9
2013-06-25,26.9
2013-06-26,26.9
2013-06-27,26.9
2013-06-28,26.9
2013-07-01,26.9
2013-07-02,26.9
2013-07-03,26.9
2013-07-05,26.9
2013-07-08,26.9
2013-07-09,26.9
2013-07-10,26.9
2013-07-11,26.9
2013-07-12,26.9
2013-07-15,26.9
2013-07-16,26.9
2013-07-17,26.9
2013-07-18,26.9
2013-07-19,26.9
2013-07-22,26.9
2013-07-23,26.9
2013-07-24,26.9
2013-07-25,26.9
2013-07-26,26.9
2013-07-29,26.9
2013-07-30,26.9
2013-07-31,26.9
2013-08-01,26.9
2013-08-02,26.9
2013-08-05,26.9
2013-08-06,26.9
2013-08-07,26.9
2013-08-08,26.9
2013-08-09,26.9
2013-08-12,26.9
2013-08-13,33.700001
2013-08-14,33.700001
2013-08-15,33.700001
2013-08-16,33.700001
2013-08-19,33.700001
2013-08-20,33.700001
2013-08-21,33.700001
2013-08-22,33.700001
2013-08-23,33.700001
2013-08-26,33.700001
2013-08-27,33.700001
2013-08-28,33.700001
2013-08-29,33.700001
2013-08-30,33.700001
2013-09-03,33.700001
2013-09-04,33.700001
2013-09-05,33.700001
2013-09-06,33.700001
2013-09-09,33.700001
2013-09-10,33.700001
2013-09-11,33.700001
2013-09-12,33.700001
2013-09-13,33.700001
2013-09-16,33.700001
2013-09-17,33.700001
2013-09-18,33.700001
2013-09-19,33.700001
2013-09-20,33.700001
2013-09-23,33.700001
2013-09-24,33.700001
2013-09-25,33.700001
2013-09-26,33.700001
2013-09-27,33.700001
2013-09-30,33.700001
2013-10-01,33.700001
2013-10-02,33.700001
2013-10-03,33.700001
2013-10-04,33.700001
2013-10-07,33.700001
2013-10-08,33.700001
2013-10-09,33.700001
2013-10-10,33.700001
2013-10-11,33.700001
2013-10-14,33.700001
2013-10-15,33.700001
2013-10-16,33.700001
2013-10-17,33.700001
2013-10-18,33.700001
2013-10-21,33.700001
2013-10-22,33.700001
2013-10-23,33.700001
2013-10-24,33.700001
2013-10-25,33.700001
2013-10-28,33.700001
2013-10-29,33.700001
2013-10-30,33.700001
2013-10-31,33.700001
2013-11-01,33.700001
2013-11-04,33.700001
2013-11-05,33.700001
2013-11-06,33.700001
2013-11-07,33.700001
2013-11-08,33.700001
2013-11-11,33.700001
2013-11-12,38.529999
2013-11-13,38.529999
2013-11-14,38.529999
2013-11-15,38.529999
2013-11-18,38.529999
2013-11-19,38.529999
2013-11-20,38.529999
2013-11-21,38.529999
2013-11-22,38.529999
2013-11-25,38.529999
2013-11-26,38.529999
2013-11-27,38.529999
2013-11-29,38.529999
2013-12-02,38.529999
2013-12-03,38.529999
2013-12-04,38.529999
2013-12-05,38.529999
2013-12-06,38.529999
2013-12-09,38.529999
