Date,INXN
2015-10-05,27.200001
2015-10-06,27.299999
2015-10-07,27.6
2015-10-08,27.4
2015-10-09,27.58
2015-10-12,27.77
2015-10-13,27.93
2015-10-14,27.49
2015-10-15,27.709999
2015-10-16,27.969998999999998
2015-10-19,28.209999
2015-10-20,28.190001000000002
2015-10-21,28.07
2015-10-22,28.0
2015-10-23,28.73
2015-10-26,29.799999
2015-10-27,29.559998999999998
2015-10-28,29.0
2015-10-29,28.98
2015-10-30,29.379998999999998
2015-11-02,29.690001000000002
2015-11-03,28.91
2015-11-04,29.75
2015-11-05,30.73
2015-11-06,30.42
2015-11-09,29.9
2015-11-10,29.82
2015-11-11,29.93
2015-11-12,29.809998999999998
2015-11-13,29.219998999999998
2015-11-16,29.450001
2015-11-17,29.549999
2015-11-18,30.1
2015-11-19,29.690001000000002
2015-11-20,30.299999
2015-11-23,29.950001
2015-11-24,30.030001000000002
2015-11-25,30.299999
2015-11-27,30.42
2015-11-30,30.719998999999998
2015-12-01,30.290001
2015-12-02,30.280001000000002
2015-12-03,29.99
2015-12-04,30.459999
2015-12-07,30.370001000000002
2015-12-08,30.110001
2015-12-09,30.17
2015-12-10,30.07
2015-12-11,29.15
2015-12-14,29.35
2015-12-15,29.6
2015-12-16,29.870001000000002
2015-12-17,29.75
2015-12-18,29.889999
2015-12-21,29.889999
2015-12-22,30.040001
2015-12-23,30.27
2015-12-24,30.33
2015-12-28,30.219998999999998
2015-12-29,30.440001000000002
2015-12-30,30.200001
2015-12-31,30.15
2016-01-04,29.23
2016-01-05,30.049999
2016-01-06,30.1
2016-01-07,29.639999
2016-01-08,29.43
2016-01-11,29.200001
2016-01-12,29.23
2016-01-13,28.73
2016-01-14,29.209999
2016-01-15,27.93
2016-01-19,27.459999
2016-01-20,27.6
2016-01-21,28.15
2016-01-22,28.860001
2016-01-25,28.82
2016-01-26,29.0
2016-01-27,28.940001000000002
2016-01-28,31.139999
2016-01-29,31.41
2016-02-01,32.099998
2016-02-02,32.27
2016-02-03,32.130001
2016-02-04,32.459998999999996
2016-02-05,31.690001000000002
2016-02-08,29.93
2016-02-09,29.559998999999998
2016-02-10,29.82
2016-02-11,29.280001000000002
2016-02-12,29.67
2016-02-16,30.389999
2016-02-17,30.549999
2016-02-18,30.959999
2016-02-19,31.0
2016-02-22,30.58
2016-02-23,30.450001
2016-02-24,30.440001000000002
2016-02-25,30.91
2016-02-26,30.93
2016-02-29,31.219998999999998
2016-03-01,31.48
2016-03-02,32.029999
2016-03-03,32.060001
2016-03-04,32.52
2016-03-07,31.280001000000002
2016-03-08,30.959999
2016-03-09,31.65
2016-03-10,32.0
2016-03-11,32.630001
2016-03-14,33.009997999999996
2016-03-15,32.970001
2016-03-16,33.939999
2016-03-17,33.849998
2016-03-18,33.849998
2016-03-21,33.860001000000004
2016-03-22,33.75
2016-03-23,33.580002
2016-03-24,33.639998999999996
2016-03-28,34.18
2016-03-29,34.43
2016-03-30,34.380001
2016-03-31,34.580002
2016-04-01,34.759997999999996
2016-04-04,34.57
2016-04-05,33.810001
2016-04-06,33.959998999999996
2016-04-07,33.57
2016-04-08,33.669998
2016-04-11,33.740002000000004
2016-04-12,34.16
2016-04-13,34.25
2016-04-14,34.080002
2016-04-15,34.490002000000004
2016-04-18,34.18
2016-04-19,34.169998
2016-04-20,33.68
2016-04-21,33.540001000000004
2016-04-22,33.59
2016-04-25,33.639998999999996
2016-04-26,34.16
2016-04-27,34.360001000000004
2016-04-28,34.360001000000004
2016-04-29,33.880001
2016-05-02,34.549999
2016-05-03,34.18
2016-05-04,34.68
2016-05-05,34.130001
2016-05-06,34.720001
2016-05-09,34.84
2016-05-10,34.799999
2016-05-11,34.790001000000004
2016-05-12,34.810001
2016-05-13,35.049999
2016-05-16,34.630001
2016-05-17,34.0
2016-05-18,34.029999
2016-05-19,33.970001
2016-05-20,34.380001
2016-05-23,34.360001000000004
2016-05-24,35.400002
2016-05-25,35.98
2016-05-26,36.799999
2016-05-27,37.139998999999996
2016-05-31,37.459998999999996
2016-06-01,37.470001
2016-06-02,37.889998999999996
2016-06-03,37.57
2016-06-06,37.639998999999996
2016-06-07,38.290001000000004
2016-06-08,38.27
2016-06-09,38.470001
2016-06-10,38.299999
2016-06-13,37.139998999999996
2016-06-14,37.080002
2016-06-15,37.040001000000004
2016-06-16,37.23
2016-06-17,36.75
2016-06-20,37.330002
2016-06-21,37.779999
2016-06-22,38.02
2016-06-23,38.619999
2016-06-24,36.080002
2016-06-27,34.419998
2016-06-28,34.779999
2016-06-29,36.029999
2016-06-30,36.880001
2016-07-01,37.290001000000004
2016-07-05,36.759997999999996
2016-07-06,37.509997999999996
2016-07-07,37.189999
2016-07-08,37.700001
2016-07-11,38.009997999999996
2016-07-12,37.889998999999996
2016-07-13,38.130001
2016-07-14,37.709998999999996
2016-07-15,37.34
2016-07-18,37.119999
2016-07-19,37.279999
2016-07-20,37.330002
2016-07-21,37.32
2016-07-22,37.619999
2016-07-25,37.279999
2016-07-26,37.330002
2016-07-27,36.919998
2016-07-28,37.139998999999996
2016-07-29,37.880001
2016-08-01,38.540001000000004
2016-08-02,37.830002
2016-08-03,36.939999
2016-08-04,37.139998999999996
2016-08-05,37.959998999999996
2016-08-08,37.549999
2016-08-09,37.91
2016-08-10,37.810001
2016-08-11,37.799999
2016-08-12,37.830002
2016-08-15,37.799999
2016-08-16,37.59
2016-08-17,37.09
2016-08-18,36.970001
2016-08-19,36.849998
2016-08-22,37.07
2016-08-23,37.09
2016-08-24,36.610001000000004
2016-08-25,36.93
2016-08-26,36.720001
2016-08-29,37.049999
2016-08-30,37.049999
2016-08-31,37.299999
2016-09-01,37.450001
2016-09-02,37.959998999999996
2016-09-06,37.830002
2016-09-07,38.029999
2016-09-08,37.830002
2016-09-09,36.599998
2016-09-12,36.91
2016-09-13,36.830002
2016-09-14,36.759997999999996
2016-09-15,37.360001000000004
2016-09-16,37.029999
2016-09-19,37.290001000000004
2016-09-20,36.5
2016-09-21,37.110001000000004
2016-09-22,36.959998999999996
2016-09-23,37.080002
2016-09-26,37.119999
2016-09-27,37.080002
2016-09-28,36.93
2016-09-29,36.43
2016-09-30,36.220001
2016-10-03,36.529999
2016-10-04,36.080002
2016-10-05,36.209998999999996
2016-10-06,37.07
2016-10-07,37.419998
2016-10-10,37.77
2016-10-11,37.200001
2016-10-12,37.450001
2016-10-13,37.049999
2016-10-14,37.150002
2016-10-17,37.32
2016-10-18,37.610001000000004
2016-10-19,37.610001000000004
2016-10-20,37.52
2016-10-21,38.34
2016-10-24,38.630001
2016-10-25,38.57
2016-10-26,38.400002
2016-10-27,36.59
2016-10-28,37.490002000000004
2016-10-31,37.23
2016-11-01,36.139998999999996
2016-11-02,36.5
2016-11-03,36.84
2016-11-04,36.73
2016-11-07,37.029999
2016-11-08,36.919998
2016-11-09,36.25
2016-11-10,34.080002
2016-11-11,34.34
2016-11-14,34.5
2016-11-15,34.360001000000004
2016-11-16,34.59
2016-11-17,34.580002
2016-11-18,34.209998999999996
2016-11-21,34.43
2016-11-22,34.959998999999996
2016-11-23,34.43
2016-11-25,34.490002000000004
2016-11-28,34.330002
2016-11-29,34.540001000000004
2016-11-30,34.16
2016-12-01,32.540001000000004
2016-12-02,32.630001
2016-12-05,32.790001000000004
2016-12-06,32.759997999999996
2016-12-07,33.810001
2016-12-08,34.349998
2016-12-09,34.080002
2016-12-12,34.18
2016-12-13,34.779999
2016-12-14,34.48
2016-12-15,34.48
2016-12-16,34.419998
2016-12-19,34.59
2016-12-20,34.700001
2016-12-21,34.91
2016-12-22,34.98
2016-12-23,35.18
2016-12-27,35.029999
2016-12-28,34.57
2016-12-29,34.919998
2016-12-30,35.07
2017-01-03,34.630001
2017-01-04,36.060001
2017-01-05,37.32
2017-01-06,37.119999
2017-01-09,36.880001
2017-01-10,36.529999
2017-01-11,36.91
2017-01-12,37.349998
2017-01-13,37.540001000000004
2017-01-17,37.619999
2017-01-18,37.52
2017-01-19,37.700001
2017-01-20,37.759997999999996
2017-01-23,38.16
2017-01-24,38.25
2017-01-25,38.389998999999996
2017-01-26,38.299999
2017-01-27,38.029999
2017-01-30,37.990002000000004
2017-01-31,38.43
2017-02-01,38.740002000000004
2017-02-02,38.720001
2017-02-03,39.240002000000004
2017-02-06,38.91
2017-02-07,38.709998999999996
2017-02-08,38.529999
2017-02-09,38.869999
2017-02-10,38.560001
2017-02-13,38.59
2017-02-14,38.119999
2017-02-15,38.52
2017-02-16,38.310001
2017-02-17,38.41
2017-02-21,38.560001
2017-02-22,38.68
2017-02-23,38.619999
2017-02-24,39.049999
2017-02-27,38.950001
2017-02-28,38.900002
2017-03-01,39.169998
2017-03-02,38.919998
2017-03-03,39.119999
2017-03-06,38.709998999999996
2017-03-07,38.650002
2017-03-08,38.150002
2017-03-09,38.41
2017-03-10,39.16
2017-03-13,39.279999
2017-03-14,39.02
2017-03-15,39.209998999999996
2017-03-16,39.27
2017-03-17,39.200001
2017-03-20,39.009997999999996
2017-03-21,38.52
2017-03-22,38.57
2017-03-23,39.049999
2017-03-24,38.639998999999996
2017-03-27,38.619999
2017-03-28,38.549999
2017-03-29,39.009997999999996
2017-03-30,39.049999
2017-03-31,39.560001
2017-04-03,39.709998999999996
2017-04-04,39.59
2017-04-05,39.349998
2017-04-06,39.209998999999996
2017-04-07,39.369999
2017-04-10,39.5
2017-04-11,39.709998999999996
2017-04-12,39.970001
2017-04-13,39.84
2017-04-17,40.23
2017-04-18,40.240002000000004
2017-04-19,40.279999
2017-04-20,40.240002000000004
2017-04-21,39.970001
2017-04-24,40.259997999999996
2017-04-25,40.57
2017-04-26,40.689999
2017-04-27,41.040001000000004
2017-04-28,41.66
2017-05-01,42.16
2017-05-02,42.09
2017-05-03,41.939999
2017-05-04,43.16
2017-05-05,43.82
2017-05-08,43.869999
2017-05-09,44.290001000000004
2017-05-10,44.0
2017-05-11,43.5
2017-05-12,44.040001000000004
2017-05-15,44.259997999999996
2017-05-16,44.02
2017-05-17,44.27
2017-05-18,44.09
2017-05-19,44.330002
2017-05-22,44.860001000000004
2017-05-23,45.139998999999996
2017-05-24,45.57
2017-05-25,45.509997999999996
2017-05-26,44.34
2017-05-30,44.5
2017-05-31,44.450001
2017-06-01,44.66
2017-06-02,44.68
2017-06-05,44.59
2017-06-06,45.470001
2017-06-07,45.080002
2017-06-08,45.099998
2017-06-09,45.200001
2017-06-12,44.220001
2017-06-13,44.110001000000004
2017-06-14,44.119999
2017-06-15,43.93
2017-06-16,43.869999
2017-06-19,44.189999
2017-06-20,44.869999
2017-06-21,45.040001000000004
2017-06-22,45.43
2017-06-23,46.23
2017-06-26,46.32
2017-06-27,45.68
2017-06-28,45.919998
2017-06-29,45.59
2017-06-30,45.779999
2017-07-03,45.029999
2017-07-05,45.5
2017-07-06,44.27
2017-07-07,44.650002
2017-07-10,44.75
2017-07-11,45.310001
2017-07-12,45.880001
2017-07-13,45.77
2017-07-14,45.790001000000004
2017-07-17,45.919998
2017-07-18,46.200001
2017-07-19,45.939999
2017-07-20,46.459998999999996
2017-07-21,46.889998999999996
2017-07-24,47.450001
2017-07-25,47.52
2017-07-26,47.860001000000004
2017-07-27,47.27
2017-07-28,47.810001
2017-07-31,47.869999
2017-08-01,48.349998
2017-08-02,49.400002
2017-08-03,49.110001000000004
2017-08-04,48.959998999999996
2017-08-07,48.630001
2017-08-08,48.82
2017-08-09,49.169998
2017-08-10,48.669998
2017-08-11,48.389998999999996
2017-08-14,48.84
2017-08-15,48.700001
2017-08-16,49.669998
2017-08-17,49.310001
2017-08-18,49.669998
2017-08-21,49.389998999999996
2017-08-22,50.169998
2017-08-23,50.169998
2017-08-24,50.27
2017-08-25,50.099998
2017-08-28,50.299999
2017-08-29,50.66
2017-08-30,51.099998
2017-08-31,51.849998
2017-09-01,51.32
2017-09-05,50.990002000000004
2017-09-06,50.82
2017-09-07,50.98
2017-09-08,51.560001
2017-09-11,51.950001
2017-09-12,51.419998
2017-09-13,50.599998
2017-09-14,50.380001
2017-09-15,50.630001
2017-09-18,50.330002
2017-09-19,50.759997999999996
2017-09-20,50.189999
2017-09-21,50.16
2017-09-22,50.02
2017-09-25,49.75
2017-09-26,49.5
2017-09-27,49.41
2017-09-28,49.779999
2017-09-29,50.93
2017-10-02,51.150002
2017-10-03,50.0
2017-10-04,50.889998999999996
2017-10-05,51.060001
2017-10-06,51.419998
2017-10-09,51.599998
2017-10-10,51.52
2017-10-11,52.119999
2017-10-12,52.25
2017-10-13,52.119999
2017-10-16,52.040001000000004
2017-10-17,51.68
2017-10-18,52.189999
2017-10-19,53.150002
2017-10-20,53.41
2017-10-23,53.189999
2017-10-24,53.060001
2017-10-25,53.18
2017-10-26,52.27
2017-10-27,52.849998
2017-10-30,52.93
2017-10-31,53.389998999999996
2017-11-01,55.75
2017-11-02,55.169998
2017-11-03,55.490002000000004
2017-11-06,55.200001
2017-11-07,56.0
2017-11-08,56.389998999999996
2017-11-09,56.209998999999996
2017-11-10,56.650002
2017-11-13,56.630001
2017-11-14,56.759997999999996
2017-11-15,56.029999
2017-11-16,56.799999
2017-11-17,57.73
2017-11-20,57.380001
2017-11-21,57.57
2017-11-22,57.599998
2017-11-24,58.139998999999996
2017-11-27,59.099998
2017-11-28,58.119999
2017-11-29,57.16
2017-11-30,57.73
2017-12-01,57.860001000000004
2017-12-04,55.23
2017-12-05,55.279999
2017-12-06,55.360001000000004
2017-12-07,56.830002
2017-12-08,56.779999
2017-12-11,57.18
2017-12-12,56.529999
2017-12-13,56.27
2017-12-14,57.07
2017-12-15,58.459998999999996
2017-12-18,59.099998
2017-12-19,58.369999
2017-12-20,58.189999
2017-12-21,57.82
2017-12-22,58.150002
2017-12-26,57.84
2017-12-27,58.080002
2017-12-28,58.849998
2017-12-29,58.93
2018-01-02,58.200001
2018-01-03,56.970001
2018-01-04,58.009997999999996
2018-01-05,58.529999
2018-01-08,59.439999
2018-01-09,60.279999
2018-01-10,58.77
2018-01-11,58.639998999999996
2018-01-12,58.150002
2018-01-16,58.98
2018-01-17,58.98
2018-01-18,59.23
2018-01-19,59.869999
2018-01-22,59.189999
2018-01-23,59.66
2018-01-24,59.32
2018-01-25,60.400002
2018-01-26,61.549999
2018-01-29,61.099998
2018-01-30,61.209998999999996
2018-01-31,62.75
2018-02-01,63.59
2018-02-02,61.57
2018-02-05,59.919998
2018-02-06,59.689999
2018-02-07,59.75
2018-02-08,58.259997999999996
2018-02-09,58.400002
2018-02-12,59.799999
2018-02-13,60.209998999999996
2018-02-14,59.950001
2018-02-15,58.439999
2018-02-16,58.029999
2018-02-20,58.02
2018-02-21,55.110001000000004
2018-02-22,55.599998
2018-02-23,57.360001000000004
2018-02-26,57.5
2018-02-27,56.990002000000004
2018-02-28,56.299999
2018-03-01,55.59
2018-03-02,56.02
2018-03-05,56.650002
2018-03-06,56.889998999999996
2018-03-07,61.52
2018-03-08,61.5
2018-03-09,61.0
2018-03-12,60.950001
2018-03-13,61.200001
2018-03-14,61.27
2018-03-15,61.509997999999996
2018-03-16,61.290001000000004
2018-03-19,61.720001
2018-03-20,63.16
2018-03-21,63.360001000000004
2018-03-22,61.950001
2018-03-23,61.5
2018-03-26,62.740002000000004
2018-03-27,61.669998
2018-03-28,61.689999
2018-03-29,62.110001000000004
2018-04-02,60.75
2018-04-03,61.0
2018-04-04,61.209998999999996
2018-04-05,61.529999
2018-04-06,61.23
2018-04-09,61.32
2018-04-10,61.939999
2018-04-11,62.169998
2018-04-12,63.009997999999996
2018-04-13,63.07
2018-04-16,64.540001
2018-04-17,64.970001
2018-04-18,65.57
2018-04-19,65.379997
2018-04-20,65.58000200000001
2018-04-23,64.410004
2018-04-24,63.740002000000004
2018-04-25,63.490002000000004
2018-04-26,65.050003
2018-04-27,64.849998
2018-04-30,65.019997
2018-05-01,65.0
2018-05-02,65.099998
2018-05-03,65.32
2018-05-04,64.459999
2018-05-07,64.889999
2018-05-08,63.52
2018-05-09,64.58000200000001
2018-05-10,65.639999
2018-05-11,65.459999
2018-05-14,64.879997
2018-05-15,64.910004
2018-05-16,63.77
2018-05-17,63.509997999999996
2018-05-18,63.200001
2018-05-21,63.689999
2018-05-22,62.810001
2018-05-23,63.459998999999996
2018-05-24,63.419998
2018-05-25,63.529999
2018-05-29,63.610001000000004
2018-05-30,64.120003
2018-05-31,63.860001000000004
2018-06-01,64.389999
2018-06-04,65.029999
2018-06-05,65.769997
2018-06-06,65.959999
2018-06-07,64.57
2018-06-08,65.16999799999999
2018-06-11,65.040001
2018-06-12,66.160004
2018-06-13,66.300003
2018-06-14,65.33000200000001
2018-06-15,64.440002
2018-06-18,64.220001
2018-06-19,63.580002
2018-06-20,63.970001
2018-06-21,65.050003
2018-06-22,64.16999799999999
2018-06-25,62.349998
2018-06-26,62.810001
2018-06-27,61.09
2018-06-28,62.060001
2018-06-29,62.419998
2018-07-02,62.029999
2018-07-03,62.110001000000004
2018-07-05,63.0
2018-07-06,63.68
2018-07-09,63.240002000000004
2018-07-10,63.32
2018-07-11,63.029999
2018-07-12,63.900002
2018-07-13,63.299999
2018-07-16,64.029999
2018-07-17,64.190002
2018-07-18,64.260002
2018-07-19,65.160004
2018-07-20,65.370003
2018-07-23,65.25
2018-07-24,64.75
2018-07-25,66.370003
2018-07-26,65.720001
2018-07-27,65.870003
2018-07-30,64.760002
2018-07-31,64.879997
2018-08-01,65.720001
2018-08-02,64.650002
2018-08-03,64.699997
2018-08-06,64.33000200000001
2018-08-07,64.279999
2018-08-08,64.589996
2018-08-09,64.25
2018-08-10,63.73
2018-08-13,63.900002
2018-08-14,63.900002
2018-08-15,63.91
2018-08-16,63.419998
2018-08-17,63.43
2018-08-20,63.450001
2018-08-21,63.59
2018-08-22,64.339996
2018-08-23,64.110001
2018-08-24,64.41999799999999
2018-08-27,65.089996
2018-08-28,65.279999
2018-08-29,66.010002
2018-08-30,65.290001
2018-08-31,65.93
2018-09-04,65.339996
2018-09-05,63.790001000000004
2018-09-06,63.299999
2018-09-07,63.439999
2018-09-10,63.639998999999996
2018-09-11,63.419998
2018-09-12,64.400002
2018-09-13,64.849998
2018-09-14,66.58000200000001
2018-09-17,66.559998
2018-09-18,68.029999
2018-09-19,67.93
2018-09-20,68.18
2018-09-21,68.75
2018-09-24,67.230003
2018-09-25,67.879997
2018-09-26,67.480003
2018-09-27,66.900002
2018-09-28,67.300003
2018-10-01,67.639999
2018-10-02,66.510002
2018-10-03,65.650002
2018-10-04,64.07
2018-10-05,63.68
2018-10-08,63.299999
2018-10-09,62.580002
2018-10-10,61.290001000000004
2018-10-11,59.889998999999996
2018-10-12,60.689999
2018-10-15,60.16
2018-10-16,62.290001000000004
2018-10-17,62.580002
2018-10-18,60.919998
2018-10-19,60.919998
2018-10-22,60.580002
2018-10-23,59.599998
2018-10-24,58.599998
2018-10-25,59.93
2018-10-26,57.75
2018-10-29,57.18
2018-10-30,57.259997999999996
2018-10-31,58.869999
2018-11-01,60.5
2018-11-02,59.41
2018-11-05,59.630001
2018-11-06,59.939999
2018-11-07,61.790001000000004
2018-11-08,62.119999
2018-11-09,61.09
2018-11-12,60.950001
2018-11-13,61.27
2018-11-14,61.84
2018-11-15,63.52
2018-11-16,64.050003
2018-11-19,62.099998
2018-11-20,59.049999
2018-11-21,59.990002000000004
2018-11-23,60.610001000000004
2018-11-26,61.09
2018-11-27,61.23
2018-11-28,61.959998999999996
2018-11-29,62.18
2018-11-30,62.27
2018-12-03,62.880001
2018-12-04,60.990002000000004
2018-12-06,61.240002000000004
2018-12-07,60.25
2018-12-10,59.919998
2018-12-11,60.080002
2018-12-12,60.110001000000004
2018-12-13,59.279999
2018-12-14,58.150002
2018-12-17,55.59
2018-12-18,56.799999
2018-12-19,54.939999
2018-12-20,54.299999
2018-12-21,53.029999
2018-12-24,51.220001
2018-12-26,53.66
2018-12-27,53.689999
2018-12-28,53.18
2018-12-31,54.16
2019-01-02,52.369999
2019-01-03,52.220001
2019-01-04,54.220001
2019-01-07,54.490002000000004
2019-01-08,56.099998
2019-01-09,56.09
2019-01-10,57.759997999999996
2019-01-11,57.150002
2019-01-14,56.889998999999996
2019-01-15,57.889998999999996
2019-01-16,58.330002
2019-01-17,59.200001
2019-01-18,59.459998999999996
2019-01-22,58.639998999999996
2019-01-23,58.389998999999996
2019-01-24,58.540001000000004
2019-01-25,58.880001
2019-01-28,58.369999
2019-01-29,58.52
2019-01-30,59.32
2019-01-31,60.040001000000004
2019-02-01,60.5
2019-02-04,61.41
2019-02-05,61.310001
2019-02-06,61.400002
2019-02-07,60.73
2019-02-08,61.52
2019-02-11,61.82
2019-02-12,62.610001000000004
2019-02-13,62.099998
2019-02-14,63.860001000000004
2019-02-15,64.650002
2019-02-19,65.599998
2019-02-20,66.0
2019-02-21,64.309998
2019-02-22,64.730003
2019-02-25,64.760002
2019-02-26,64.360001
2019-02-27,64.529999
2019-02-28,65.5
2019-03-01,66.32
2019-03-04,66.220001
2019-03-05,66.699997
2019-03-06,63.77
2019-03-07,63.939999
2019-03-08,62.959998999999996
2019-03-11,65.300003
2019-03-12,65.970001
2019-03-13,65.33000200000001
2019-03-14,64.709999
2019-03-15,65.989998
2019-03-18,66.32
2019-03-19,66.41999799999999
2019-03-20,66.489998
2019-03-21,66.599998
2019-03-22,64.83000200000001
2019-03-25,64.959999
2019-03-26,65.160004
2019-03-27,65.209999
2019-03-28,65.489998
2019-03-29,66.730003
2019-04-01,66.760002
2019-04-02,67.400002
2019-04-03,68.220001
2019-04-04,68.379997
2019-04-05,68.099998
2019-04-08,67.68
2019-04-09,68.110001
2019-04-10,68.279999
2019-04-11,68.5
2019-04-12,69.099998
2019-04-15,69.08000200000001
2019-04-16,68.230003
2019-04-17,66.900002
2019-04-18,66.41999799999999
2019-04-22,67.010002
2019-04-23,67.220001
2019-04-24,68.029999
2019-04-25,67.870003
2019-04-26,68.07
2019-04-29,68.059998
2019-04-30,69.190002
2019-05-01,69.400002
2019-05-02,70.370003
2019-05-03,70.980003
2019-05-06,71.5
2019-05-07,70.019997
2019-05-08,71.209999
2019-05-09,70.980003
2019-05-10,70.25
2019-05-13,68.849998
2019-05-14,69.760002
2019-05-15,70.949997
2019-05-16,71.910004
2019-05-17,72.860001
2019-05-20,73.510002
2019-05-21,74.040001
2019-05-22,74.230003
2019-05-23,73.940002
2019-05-24,74.269997
2019-05-28,74.879997
2019-05-29,72.559998
2019-05-30,73.389999
2019-05-31,73.709999
2019-06-03,73.449997
2019-06-04,71.730003
2019-06-05,72.66999799999999
2019-06-06,73.41999799999999
2019-06-07,73.980003
2019-06-10,74.339996
2019-06-11,73.730003
2019-06-12,74.050003
2019-06-13,74.050003
2019-06-14,73.449997
2019-06-17,73.93
2019-06-18,74.769997
2019-06-19,76.07
2019-06-20,76.139999
2019-06-21,75.809998
2019-06-24,75.540001
2019-06-25,75.099998
2019-06-26,73.120003
2019-06-27,75.010002
2019-06-28,76.089996
2019-07-01,75.510002
2019-07-02,76.41999799999999
2019-07-03,77.389999
2019-07-05,76.839996
2019-07-08,76.269997
2019-07-09,76.860001
2019-07-10,77.360001
2019-07-11,77.230003
2019-07-12,76.959999
2019-07-15,77.099998
2019-07-16,76.139999
2019-07-17,75.16999799999999
2019-07-18,75.620003
2019-07-19,75.5
2019-07-22,76.720001
2019-07-23,76.879997
2019-07-24,75.82
2019-07-25,74.279999
2019-07-26,73.91999799999999
2019-07-29,73.360001
2019-07-30,74.099998
2019-07-31,75.300003
2019-08-01,76.730003
2019-08-02,76.150002
2019-08-05,74.699997
2019-08-06,74.639999
2019-08-07,76.720001
2019-08-08,78.379997
2019-08-09,78.349998
2019-08-12,77.599998
2019-08-13,77.66999799999999
2019-08-14,76.790001
2019-08-15,76.440002
2019-08-16,79.120003
2019-08-19,79.650002
2019-08-20,79.190002
2019-08-21,79.529999
2019-08-22,80.57
2019-08-23,78.440002
2019-08-26,78.940002
2019-08-27,79.940002
2019-08-28,80.120003
2019-08-29,80.989998
2019-08-30,80.940002
2019-09-03,80.529999
2019-09-04,81.410004
2019-09-05,82.0
2019-09-06,81.989998
2019-09-09,77.879997
2019-09-10,75.93
2019-09-11,76.379997
2019-09-12,77.349998
2019-09-13,76.410004
2019-09-16,76.589996
2019-09-17,79.199997
2019-09-18,78.91999799999999
2019-09-19,79.0
2019-09-20,80.760002
2019-09-23,80.5
2019-09-24,79.349998
2019-09-25,79.980003
2019-09-26,80.410004
2019-09-27,80.0
2019-09-30,81.459999
2019-10-01,79.41999799999999
2019-10-02,78.75
2019-10-03,79.860001
2019-10-04,81.050003
2019-10-07,79.059998
2019-10-08,77.07
2019-10-09,78.139999
2019-10-10,83.400002
2019-10-11,84.019997
2019-10-14,83.860001
2019-10-15,85.449997
2019-10-16,86.480003
2019-10-17,87.220001
2019-10-18,86.959999
2019-10-21,84.970001
2019-10-22,82.940002
2019-10-23,84.980003
2019-10-24,86.760002
2019-10-25,87.790001
2019-10-28,88.66999799999999
2019-10-29,89.41999799999999
2019-10-30,89.199997
2019-10-31,88.220001
2019-11-01,87.800003
2019-11-04,86.43
2019-11-05,85.199997
2019-11-06,84.57
2019-11-07,81.529999
2019-11-08,80.849998
2019-11-11,81.66999799999999
2019-11-12,81.059998
2019-11-13,81.309998
2019-11-14,81.849998
2019-11-15,83.889999
2019-11-18,85.08000200000001
2019-11-19,86.110001
2019-11-20,85.360001
2019-11-21,84.849998
2019-11-22,85.349998
2019-11-25,84.25
2019-11-26,85.33000200000001
2019-11-27,84.980003
2019-11-29,85.040001
2019-12-02,84.110001
2019-12-03,82.559998
2019-12-04,82.93
2019-12-05,81.550003
2019-12-06,82.589996
2019-12-09,83.08000200000001
2019-12-10,82.440002
2019-12-11,81.41999799999999
2019-12-12,80.550003
2019-12-13,80.120003
2019-12-16,81.18
2019-12-17,80.209999
2019-12-18,81.800003
2019-12-19,83.599998
2019-12-20,82.940002
2019-12-23,81.949997
2019-12-24,82.010002
2019-12-26,83.08000200000001
2019-12-27,82.93
2019-12-30,82.879997
2019-12-31,83.809998
2020-01-02,83.110001
2020-01-03,84.360001
2020-01-06,84.370003
2020-01-07,83.110001
2020-01-08,85.41999799999999
2020-01-09,85.900002
2020-01-10,86.760002
2020-01-13,87.449997
2020-01-14,87.110001
2020-01-15,86.730003
2020-01-16,88.93
2020-01-17,89.639999
2020-01-21,90.410004
2020-01-22,90.33000200000001
2020-01-23,90.559998
2020-01-24,91.349998
2020-01-27,91.839996
2020-01-28,92.08000200000001
2020-01-29,90.459999
2020-01-30,88.660004
2020-01-31,87.029999
2020-02-03,87.440002
2020-02-04,88.599998
2020-02-05,87.589996
2020-02-06,87.989998
2020-02-07,87.58000200000001
2020-02-10,88.980003
2020-02-11,88.620003
2020-02-12,89.309998
2020-02-13,89.360001
2020-02-14,92.25
2020-02-18,92.970001
2020-02-19,92.949997
2020-02-20,95.32
2020-02-21,96.629997
2020-02-24,94.589996
2020-02-25,93.339996
2020-02-26,91.139999
2020-02-27,86.300003
2020-02-28,84.889999
2020-03-02,91.260002
2020-03-03,91.0
2020-03-04,94.980003
2020-03-05,90.660004
2020-03-06,90.220001
2020-03-09,85.339996
2020-03-10,87.690002
2020-03-11,76.0
2020-03-12,77.410004
2020-03-13,77.410004
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
