Date,CORE
2005-11-18,7.7375
2005-11-21,7.7375
2005-11-22,7.7375
2005-11-23,7.7375
2005-11-25,7.7375
2005-11-28,7.725
2005-11-29,7.725
2005-11-30,7.7375
2005-12-01,7.75
2005-12-02,8.25
2005-12-05,8.255
2005-12-06,7.89
2005-12-07,7.82
2005-12-08,7.9725
2005-12-09,7.7375
2005-12-12,7.75
2005-12-13,7.85
2005-12-14,8.3725
2005-12-15,8.25
2005-12-16,7.9875
2005-12-19,8.0125
2005-12-20,8.0875
2005-12-21,8.0875
2005-12-22,8.25
2005-12-23,8.1025
2005-12-27,8.0
2005-12-28,8.025
2005-12-29,7.975
2005-12-30,7.975
2006-01-03,8.0875
2006-01-04,8.375
2006-01-05,8.4
2006-01-06,8.5
2006-01-09,8.4375
2006-01-10,8.4475
2006-01-11,8.6875
2006-01-12,8.75
2006-01-13,8.5425
2006-01-17,8.8
2006-01-18,8.75
2006-01-19,8.56
2006-01-20,8.685
2006-01-23,8.5625
2006-01-24,8.5625
2006-01-25,8.5375
2006-01-26,8.525
2006-01-27,8.5375
2006-01-30,8.685
2006-01-31,8.7875
2006-02-01,8.875
2006-02-02,8.755
2006-02-03,8.955
2006-02-06,9.0
2006-02-07,8.55
2006-02-08,8.6675
2006-02-09,8.875
2006-02-10,8.9725
2006-02-13,8.8875
2006-02-14,8.98
2006-02-15,9.0
2006-02-16,9.1
2006-02-17,9.25
2006-02-21,9.1675
2006-02-22,9.555
2006-02-23,9.4975
2006-02-24,9.8375
2006-02-27,9.86
2006-02-28,9.805
2006-03-01,9.8125
2006-03-02,9.85
2006-03-03,9.86
2006-03-06,9.875
2006-03-07,9.9975
2006-03-08,9.8625
2006-03-09,10.1275
2006-03-10,9.9425
2006-03-13,9.935
2006-03-14,9.8
2006-03-15,9.8125
2006-03-16,9.855
2006-03-17,9.8
2006-03-20,9.875
2006-03-21,9.9375
2006-03-22,9.875
2006-03-23,9.9925
2006-03-24,9.9975
2006-03-27,9.6025
2006-03-28,9.745
2006-03-29,9.9875
2006-03-30,9.905
2006-03-31,9.565
2006-04-03,9.4925
2006-04-04,9.5
2006-04-05,9.5
2006-04-06,9.3475
2006-04-07,9.3125
2006-04-10,9.35
2006-04-11,9.3525
2006-04-12,9.58
2006-04-13,10.065
2006-04-17,9.75
2006-04-18,10.0175
2006-04-19,9.97
2006-04-20,10.025
2006-04-21,9.9525
2006-04-24,9.9075
2006-04-25,10.025
2006-04-26,9.8
2006-04-27,10.3175
2006-04-28,10.525
2006-05-01,10.4125
2006-05-02,10.75
2006-05-03,10.555
2006-05-04,10.7475
2006-05-05,10.7375
2006-05-08,10.875
2006-05-09,10.9
2006-05-10,11.0
2006-05-11,10.995
2006-05-12,10.9525
2006-05-15,10.975
2006-05-16,10.8
2006-05-17,10.605
2006-05-18,10.7175
2006-05-19,10.6175
2006-05-22,10.355
2006-05-23,9.995
2006-05-24,9.9825
2006-05-25,9.7125
2006-05-26,9.66
2006-05-30,9.615
2006-05-31,9.5175
2006-06-01,9.5125
2006-06-02,9.5975
2006-06-05,9.8625
2006-06-06,9.8275
2006-06-07,9.75
2006-06-08,9.2325
2006-06-09,9.3675
2006-06-12,9.4375
2006-06-13,9.25
2006-06-14,9.355
2006-06-15,9.6725
2006-06-16,9.5475
2006-06-19,9.5
2006-06-20,9.4975
2006-06-21,9.4175
2006-06-22,9.45
2006-06-23,9.54
2006-06-26,9.485
2006-06-27,9.5
2006-06-28,9.285
2006-06-29,9.18
2006-06-30,8.95
2006-07-03,9.245
2006-07-05,9.0725
2006-07-06,8.615
2006-07-07,8.5425
2006-07-10,8.6375
2006-07-11,8.7525
2006-07-12,8.5775
2006-07-13,8.645
2006-07-14,8.7475
2006-07-17,8.6975
2006-07-18,8.5
2006-07-19,8.6575
2006-07-20,8.385
2006-07-21,8.3325
2006-07-24,8.4925
2006-07-25,8.675
2006-07-26,8.625
2006-07-27,8.49
2006-07-28,9.04
2006-07-31,8.935
2006-08-01,8.735
2006-08-02,8.57
2006-08-03,8.6175
2006-08-04,8.5025
2006-08-07,8.535
2006-08-08,8.375
2006-08-09,8.2
2006-08-10,8.2025
2006-08-11,7.86
2006-08-14,7.8925
2006-08-15,8.1575
2006-08-16,8.2225
2006-08-17,8.085
2006-08-18,8.175
2006-08-21,8.0425
2006-08-22,8.185
2006-08-23,8.1625
2006-08-24,7.75
2006-08-25,7.9025
2006-08-28,7.9775
2006-08-29,8.25
2006-08-30,8.16
2006-08-31,7.815
2006-09-01,7.6325
2006-09-05,7.6525
2006-09-06,7.5725
2006-09-07,7.575
2006-09-08,7.5825
2006-09-11,7.275
2006-09-12,7.315
2006-09-13,7.54
2006-09-14,7.325
2006-09-15,7.475
2006-09-18,7.4625
2006-09-19,7.5275
2006-09-20,7.5
2006-09-21,7.4375
2006-09-22,7.4525
2006-09-25,7.4075
2006-09-26,7.4025
2006-09-27,7.475
2006-09-28,7.7275
2006-09-29,7.835
2006-10-02,7.78
2006-10-03,7.705
2006-10-04,8.0475
2006-10-05,8.13
2006-10-06,7.905
2006-10-09,8.0675
2006-10-10,8.0825
2006-10-11,7.8275
2006-10-12,8.16
2006-10-13,8.2325
2006-10-16,8.25
2006-10-17,8.1125
2006-10-18,8.39
2006-10-19,8.235
2006-10-20,8.1125
2006-10-23,7.9975
2006-10-24,8.22
2006-10-25,8.255
2006-10-26,8.275
2006-10-27,8.115
2006-10-30,7.9975
2006-10-31,8.0
2006-11-01,7.9225
2006-11-02,7.81
2006-11-03,7.715
2006-11-06,7.75
2006-11-07,7.685
2006-11-08,7.875
2006-11-09,7.8425
2006-11-10,7.75
2006-11-13,7.7675
2006-11-14,7.8225
2006-11-15,7.8125
2006-11-16,7.87
2006-11-17,7.875
2006-11-20,7.9025
2006-11-21,7.8725
2006-11-22,7.82
2006-11-24,7.7
2006-11-27,7.685
2006-11-28,7.79
2006-11-29,8.0
2006-11-30,8.1025
2006-12-01,8.15
2006-12-04,8.42
2006-12-05,8.3525
2006-12-06,8.4725
2006-12-07,8.3425
2006-12-08,8.4
2006-12-11,8.485
2006-12-12,8.3775
2006-12-13,8.4325
2006-12-14,8.4125
2006-12-15,8.325
2006-12-18,8.27
2006-12-19,8.25
2006-12-20,8.1625
2006-12-21,8.1175
2006-12-22,8.165
2006-12-26,8.24
2006-12-27,8.595
2006-12-28,8.505
2006-12-29,8.3625
2007-01-03,8.0625
2007-01-04,8.125
2007-01-05,7.9475
2007-01-08,7.8125
2007-01-09,7.885
2007-01-10,7.8825
2007-01-11,8.1675
2007-01-12,8.13
2007-01-16,7.815
2007-01-17,7.8275
2007-01-18,7.8175
2007-01-19,8.0
2007-01-22,7.9375
2007-01-23,8.065
2007-01-24,8.0625
2007-01-25,7.9625
2007-01-26,7.8275
2007-01-29,7.865
2007-01-30,7.8975
2007-01-31,7.845
2007-02-01,7.8675
2007-02-02,7.88
2007-02-05,7.655
2007-02-06,7.6975
2007-02-07,7.6625
2007-02-08,7.5925
2007-02-09,7.835
2007-02-12,7.785
2007-02-13,7.7425
2007-02-14,7.6975
2007-02-15,7.76
2007-02-16,7.7475
2007-02-20,7.8175
2007-02-21,7.91
2007-02-22,7.9575
2007-02-23,7.87
2007-02-26,7.8675
2007-02-27,7.425
2007-02-28,7.6975
2007-03-01,7.855
2007-03-02,7.745
2007-03-05,7.6975
2007-03-06,7.7
2007-03-07,7.6775
2007-03-08,7.75
2007-03-09,7.785
2007-03-12,7.7225
2007-03-13,7.505
2007-03-14,7.785
2007-03-15,8.0475
2007-03-16,8.38
2007-03-19,8.4
2007-03-20,8.8125
2007-03-21,9.0
2007-03-22,9.0075
2007-03-23,9.2025
2007-03-26,8.905
2007-03-27,8.9275
2007-03-28,8.9825
2007-03-29,9.0
2007-03-30,8.92
2007-04-02,8.85
2007-04-03,8.8975
2007-04-04,9.1175
2007-04-05,8.88
2007-04-09,8.815
2007-04-10,8.8875
2007-04-11,8.9625
2007-04-12,9.2425
2007-04-13,9.3275
2007-04-16,9.3725
2007-04-17,9.4
2007-04-18,9.335
2007-04-19,9.1075
2007-04-20,9.23
2007-04-23,9.055
2007-04-24,9.19
2007-04-25,9.1625
2007-04-26,9.14
2007-04-27,8.9675
2007-04-30,8.815
2007-05-01,9.0
2007-05-02,9.16
2007-05-03,9.1075
2007-05-04,9.15
2007-05-07,9.09
2007-05-08,8.9675
2007-05-09,9.085
2007-05-10,8.79
2007-05-11,8.8725
2007-05-14,8.775
2007-05-15,8.725
2007-05-16,8.8575
2007-05-17,8.775
2007-05-18,8.755
2007-05-21,8.6925
2007-05-22,8.69
2007-05-23,8.725
2007-05-24,8.5825
2007-05-25,8.5725
2007-05-29,8.6075
2007-05-30,8.77
2007-05-31,8.64
2007-06-01,8.8375
2007-06-04,8.7125
2007-06-05,8.8175
2007-06-06,8.8425
2007-06-07,8.8625
2007-06-08,8.9775
2007-06-11,8.8125
2007-06-12,8.6575
2007-06-13,8.885
2007-06-14,8.89
2007-06-15,8.9475
2007-06-18,9.0175
2007-06-19,9.15
2007-06-20,9.1775
2007-06-21,9.0525
2007-06-22,9.2325
2007-06-25,8.98
2007-06-26,9.2625
2007-06-27,9.2475
2007-06-28,9.175
2007-06-29,8.995
2007-07-02,9.24
2007-07-03,9.25
2007-07-05,9.25
2007-07-06,9.1875
2007-07-09,9.245
2007-07-10,8.9925
2007-07-11,8.9975
2007-07-12,9.07
2007-07-13,9.095
2007-07-16,9.06
2007-07-17,9.0175
2007-07-18,8.805
2007-07-19,8.7525
2007-07-20,8.545
2007-07-23,8.55
2007-07-24,8.3925
2007-07-25,8.1575
2007-07-26,7.9325
2007-07-27,7.9
2007-07-30,7.7675
2007-07-31,7.8425
2007-08-01,8.0
2007-08-02,8.1125
2007-08-03,7.7825
2007-08-06,7.81
2007-08-07,7.785
2007-08-08,7.6375
2007-08-09,7.7025
2007-08-10,7.9825
2007-08-13,7.9475
2007-08-14,8.25
2007-08-15,8.32
2007-08-16,8.375
2007-08-17,8.295
2007-08-20,8.3725
2007-08-21,8.42
2007-08-22,8.515
2007-08-23,8.445
2007-08-24,8.4925
2007-08-27,8.46
2007-08-28,8.4675
2007-08-29,8.445
2007-08-30,8.2425
2007-08-31,8.435
2007-09-04,8.345
2007-09-05,8.345
2007-09-06,8.3825
2007-09-07,8.13
2007-09-10,8.325
2007-09-11,8.41
2007-09-12,8.4325
2007-09-13,8.4575
2007-09-14,8.495
2007-09-17,8.49
2007-09-18,8.6875
2007-09-19,8.64
2007-09-20,8.495
2007-09-21,8.695
2007-09-24,8.6675
2007-09-25,8.76
2007-09-26,8.9625
2007-09-27,9.0025
2007-09-28,8.8075
2007-10-01,8.9575
2007-10-02,8.8175
2007-10-03,8.7725
2007-10-04,8.9675
2007-10-05,8.94
2007-10-08,8.935
2007-10-09,8.9375
2007-10-10,8.96
2007-10-11,8.9375
2007-10-12,8.9375
2007-10-15,8.985
2007-10-16,8.92
2007-10-17,8.9375
2007-10-18,8.9375
2007-10-19,8.6875
2007-10-22,8.7325
2007-10-23,8.905
2007-10-24,8.905
2007-10-25,8.7775
2007-10-26,8.915
2007-10-29,8.9125
2007-10-30,8.875
2007-10-31,8.675
2007-11-01,8.5
2007-11-02,8.66
2007-11-05,8.4975
2007-11-06,8.5675
2007-11-07,8.3125
2007-11-08,8.385
2007-11-09,7.935
2007-11-12,7.87
2007-11-13,7.9725
2007-11-14,7.8425
2007-11-15,7.6375
2007-11-16,7.535
2007-11-19,7.245
2007-11-20,7.245
2007-11-21,7.225
2007-11-23,7.31
2007-11-26,7.105
2007-11-27,6.935
2007-11-28,6.8525
2007-11-29,6.6675
2007-11-30,6.7075
2007-12-03,6.82
2007-12-04,6.625
2007-12-05,6.635
2007-12-06,6.8425
2007-12-07,6.8825
2007-12-10,6.9975
2007-12-11,6.7075
2007-12-12,6.5175
2007-12-13,6.58
2007-12-14,6.4475
2007-12-17,6.3075
2007-12-18,6.5825
2007-12-19,6.58
2007-12-20,6.895
2007-12-21,7.0325
2007-12-24,7.23
2007-12-26,7.155
2007-12-27,7.1175
2007-12-28,7.0275
2007-12-31,7.18
2008-01-02,7.0
2008-01-03,6.6975
2008-01-04,6.585
2008-01-07,6.6575
2008-01-08,6.2575
2008-01-09,6.3525
2008-01-10,6.3225
2008-01-11,6.045
2008-01-14,6.1875
2008-01-15,6.23
2008-01-16,6.04
2008-01-17,6.0
2008-01-18,6.0325
2008-01-22,5.98
2008-01-23,6.1775
2008-01-24,6.335
2008-01-25,6.4125
2008-01-28,6.425
2008-01-29,6.3125
2008-01-30,6.2025
2008-01-31,6.4525
2008-02-01,6.555
2008-02-04,6.5725
2008-02-05,6.61
2008-02-06,6.6225
2008-02-07,6.9325
2008-02-08,6.7775
2008-02-11,6.815
2008-02-12,7.0275
2008-02-13,7.455
2008-02-14,7.3225
2008-02-15,7.19
2008-02-19,7.155
2008-02-20,7.145
2008-02-21,7.04
2008-02-22,7.2275
2008-02-25,7.245
2008-02-26,7.0475
2008-02-27,7.2425
2008-02-28,7.04
2008-02-29,6.6425
2008-03-03,6.56
2008-03-04,6.5125
2008-03-05,6.4975
2008-03-06,6.3
2008-03-07,6.2125
2008-03-10,5.955
2008-03-11,6.19
2008-03-12,6.17
2008-03-13,6.135
2008-03-14,6.1575
2008-03-17,6.1525
2008-03-18,6.6125
2008-03-19,6.6825
2008-03-20,7.0375
2008-03-24,7.3325
2008-03-25,7.4625
2008-03-26,7.41
2008-03-27,7.2475
2008-03-28,7.2375
2008-03-31,7.185
2008-04-01,7.4225
2008-04-02,7.365
2008-04-03,7.1775
2008-04-04,7.275
2008-04-07,7.155
2008-04-08,7.26
2008-04-09,6.98
2008-04-10,7.1425
2008-04-11,6.6675
2008-04-14,6.6925
2008-04-15,6.925
2008-04-16,7.1
2008-04-17,7.31
2008-04-18,7.3475
2008-04-21,7.26
2008-04-22,6.9575
2008-04-23,7.155
2008-04-24,7.405
2008-04-25,7.43
2008-04-28,7.48
2008-04-29,7.435
2008-04-30,7.165
2008-05-01,7.2125
2008-05-02,7.0775
2008-05-05,6.98
2008-05-06,6.8425
2008-05-07,6.845
2008-05-08,6.7775
2008-05-09,6.9825
2008-05-12,7.18
2008-05-13,7.1325
2008-05-14,7.05
2008-05-15,6.96
2008-05-16,6.8025
2008-05-19,6.8375
2008-05-20,6.8775
2008-05-21,6.8425
2008-05-22,6.9075
2008-05-23,7.055
2008-05-27,7.345
2008-05-28,7.475
2008-05-29,7.45
2008-05-30,7.26
2008-06-02,7.195
2008-06-03,7.265
2008-06-04,7.275
2008-06-05,7.4325
2008-06-06,7.0225
2008-06-09,7.0375
2008-06-10,7.12
2008-06-11,6.915
2008-06-12,6.8975
2008-06-13,7.08
2008-06-16,6.9575
2008-06-17,6.9375
2008-06-18,6.6825
2008-06-19,6.91
2008-06-20,6.9
2008-06-23,6.7225
2008-06-24,6.62
2008-06-25,6.7
2008-06-26,6.5
2008-06-27,6.5225
2008-06-30,6.55
2008-07-01,6.52
2008-07-02,6.3
2008-07-03,6.2275
2008-07-07,6.2325
2008-07-08,6.5975
2008-07-09,6.53
2008-07-10,6.4325
2008-07-11,6.48
2008-07-14,6.41
2008-07-15,6.3175
2008-07-16,6.5675
2008-07-17,6.575
2008-07-18,6.4825
2008-07-21,6.5325
2008-07-22,6.545
2008-07-23,6.58
2008-07-24,6.5
2008-07-25,6.5075
2008-07-28,6.455
2008-07-29,6.5475
2008-07-30,6.77
2008-07-31,6.8075
2008-08-01,6.755
2008-08-04,6.695
2008-08-05,6.9975
2008-08-06,6.9175
2008-08-07,6.635
2008-08-08,7.2725
2008-08-11,7.4025
2008-08-12,7.26
2008-08-13,7.125
2008-08-14,7.4975
2008-08-15,7.5875
2008-08-18,7.42
2008-08-19,7.3475
2008-08-20,7.3625
2008-08-21,7.2425
2008-08-22,7.515
2008-08-25,7.2475
2008-08-26,7.25
2008-08-27,7.375
2008-08-28,7.5325
2008-08-29,7.375
2008-09-02,7.1875
2008-09-03,7.06
2008-09-04,6.96
2008-09-05,6.8875
2008-09-08,6.9325
2008-09-09,7.0075
2008-09-10,7.31
2008-09-11,7.2
2008-09-12,6.7175
2008-09-15,6.5125
2008-09-16,6.66
2008-09-17,6.23
2008-09-18,6.695
2008-09-19,6.98
2008-09-22,6.795
2008-09-23,6.5475
2008-09-24,6.6025
2008-09-25,6.6225
2008-09-26,6.66
2008-09-29,6.2725
2008-09-30,6.2475
2008-10-01,6.125
2008-10-02,5.8325
2008-10-03,5.72
2008-10-06,5.6075
2008-10-07,5.3575
2008-10-08,4.9325
2008-10-09,4.44
2008-10-10,5.1325
2008-10-13,6.0175
2008-10-14,5.5375
2008-10-15,5.4575
2008-10-16,5.7225
2008-10-17,5.4675
2008-10-20,5.4925
2008-10-21,5.205
2008-10-22,5.1025
2008-10-23,5.0175
2008-10-24,4.915
2008-10-27,4.72
2008-10-28,4.8275
2008-10-29,4.7825
2008-10-30,4.885
2008-10-31,4.9425
2008-11-03,4.8025
2008-11-04,4.7025
2008-11-05,4.5175
2008-11-06,4.47
2008-11-07,4.5625
2008-11-10,4.5725
2008-11-11,4.5375
2008-11-12,4.3675
2008-11-13,4.885
2008-11-14,4.5525
2008-11-17,4.385
2008-11-18,4.345
2008-11-19,4.08
2008-11-20,3.9175
2008-11-21,4.1925
2008-11-24,4.5
2008-11-25,4.6525
2008-11-26,4.8925
2008-11-28,5.03
2008-12-01,4.19
2008-12-02,4.5025
2008-12-03,5.005
2008-12-04,4.995
2008-12-05,5.5475
2008-12-08,5.825
2008-12-09,5.4675
2008-12-10,5.63
2008-12-11,5.4375
2008-12-12,5.545
2008-12-15,5.225
2008-12-16,5.52
2008-12-17,5.46
2008-12-18,5.495
2008-12-19,5.46
2008-12-22,5.2725
2008-12-23,5.145
2008-12-24,5.25
2008-12-26,5.24
2008-12-29,5.1725
2008-12-30,5.2225
2008-12-31,5.38
2009-01-02,5.4025
2009-01-05,5.335
2009-01-06,5.475
2009-01-07,5.175
2009-01-08,5.1725
2009-01-09,5.0975
2009-01-12,5.0575
2009-01-13,5.2625
2009-01-14,4.875
2009-01-15,5.0625
2009-01-16,5.0025
2009-01-20,4.74
2009-01-21,4.7975
2009-01-22,4.6125
2009-01-23,4.675
2009-01-26,4.6975
2009-01-27,4.7175
2009-01-28,4.86
2009-01-29,4.7275
2009-01-30,4.585
2009-02-02,4.745
2009-02-03,4.77
2009-02-04,4.735
2009-02-05,4.8025
2009-02-06,5.01
2009-02-09,4.905
2009-02-10,4.63
2009-02-11,4.6225
2009-02-12,4.66
2009-02-13,4.7125
2009-02-17,4.5025
2009-02-18,4.4475
2009-02-19,4.2775
2009-02-20,4.175
2009-02-23,3.955
2009-02-24,4.1275
2009-02-25,3.915
2009-02-26,4.0375
2009-02-27,4.2775
2009-03-02,4.1875
2009-03-03,4.2
2009-03-04,4.425
2009-03-05,4.15
2009-03-06,4.225
2009-03-09,4.1625
2009-03-10,4.3975
2009-03-11,4.2
2009-03-12,4.3025
2009-03-13,4.515
2009-03-16,4.3825
2009-03-17,4.5225
2009-03-18,4.45
2009-03-19,4.485
2009-03-20,4.4675
2009-03-23,4.67
2009-03-24,4.53
2009-03-25,4.46
2009-03-26,4.55
2009-03-27,4.45
2009-03-30,4.3575
2009-03-31,4.555
2009-04-01,4.755
2009-04-02,4.9825
2009-04-03,4.9475
2009-04-06,4.745
2009-04-07,4.555
2009-04-08,4.6525
2009-04-09,4.7325
2009-04-13,4.6975
2009-04-14,4.5225
2009-04-15,4.53
2009-04-16,4.575
2009-04-17,4.79
2009-04-20,4.685
2009-04-21,4.765
2009-04-22,4.5775
2009-04-23,4.5575
2009-04-24,4.74
2009-04-27,4.6575
2009-04-28,4.6625
2009-04-29,4.8575
2009-04-30,4.7925
2009-05-01,4.8025
2009-05-04,4.9725
2009-05-05,5.2025
2009-05-06,5.125
2009-05-07,5.0675
2009-05-08,5.52
2009-05-11,5.4425
2009-05-12,5.3775
2009-05-13,5.375
2009-05-14,5.6175
2009-05-15,5.5725
2009-05-18,5.8575
2009-05-19,5.875
2009-05-20,5.7375
2009-05-21,5.615
2009-05-22,5.7075
2009-05-26,6.34
2009-05-27,6.4325
2009-05-28,6.5325
2009-05-29,6.5275
2009-06-01,6.72
2009-06-02,6.7475
2009-06-03,6.6625
2009-06-04,6.7325
2009-06-05,6.6825
2009-06-08,6.69
2009-06-09,6.685
2009-06-10,6.73
2009-06-11,6.7225
2009-06-12,6.5975
2009-06-15,6.5275
2009-06-16,6.2625
2009-06-17,6.42
2009-06-18,6.475
2009-06-19,6.3325
2009-06-22,6.195
2009-06-23,6.1075
2009-06-24,6.2325
2009-06-25,6.37
2009-06-26,6.75
2009-06-29,6.5825
2009-06-30,6.515
2009-07-01,6.72
2009-07-02,6.6925
2009-07-06,6.555
2009-07-07,6.615
2009-07-08,6.6575
2009-07-09,6.455
2009-07-10,6.3875
2009-07-13,6.4325
2009-07-14,6.465
2009-07-15,6.685
2009-07-16,6.75
2009-07-17,6.785
2009-07-20,6.7375
2009-07-21,6.745
2009-07-22,6.8375
2009-07-23,7.1
2009-07-24,6.98
2009-07-27,7.04
2009-07-28,6.9975
2009-07-29,6.925
2009-07-30,6.8525
2009-07-31,6.715
2009-08-03,6.765
2009-08-04,6.75
2009-08-05,6.5425
2009-08-06,6.82
2009-08-07,6.64
2009-08-10,6.88
2009-08-11,6.6675
2009-08-12,7.035
2009-08-13,7.31
2009-08-14,7.275
2009-08-17,7.2625
2009-08-18,7.1275
2009-08-19,7.055
2009-08-20,7.0275
2009-08-21,7.3425
2009-08-24,7.2975
2009-08-25,7.4025
2009-08-26,7.4625
2009-08-27,7.3575
2009-08-28,7.2525
2009-08-31,7.1775
2009-09-01,6.9625
2009-09-02,6.85
2009-09-03,6.7575
2009-09-04,6.9475
2009-09-08,7.1275
2009-09-09,7.17
2009-09-10,7.125
2009-09-11,7.145
2009-09-14,7.195
2009-09-15,7.2475
2009-09-16,7.255
2009-09-17,7.25
2009-09-18,7.2875
2009-09-21,7.27
2009-09-22,7.2075
2009-09-23,7.3525
2009-09-24,7.26
2009-09-25,7.3025
2009-09-28,7.3675
2009-09-29,7.3025
2009-09-30,7.1575
2009-10-01,7.0575
2009-10-02,7.125
2009-10-05,7.1675
2009-10-06,7.3075
2009-10-07,7.385
2009-10-08,7.3975
2009-10-09,7.44
2009-10-12,7.415
2009-10-13,7.3825
2009-10-14,7.4425
2009-10-15,7.425
2009-10-16,7.43
2009-10-19,7.415
2009-10-20,7.415
2009-10-21,7.205
2009-10-22,7.405
2009-10-23,7.285
2009-10-26,7.18
2009-10-27,7.1425
2009-10-28,6.9025
2009-10-29,6.9725
2009-10-30,6.8425
2009-11-02,6.8575
2009-11-03,6.9875
2009-11-04,6.6325
2009-11-05,6.5675
2009-11-06,7.095
2009-11-09,7.28
2009-11-10,7.1975
2009-11-11,7.1775
2009-11-12,7.0025
2009-11-13,7.1375
2009-11-16,7.1825
2009-11-17,7.335
2009-11-18,7.3125
2009-11-19,7.2925
2009-11-20,7.3025
2009-11-23,7.61
2009-11-24,7.7
2009-11-25,7.6225
2009-11-27,7.51
2009-11-30,7.52
2009-12-01,7.5675
2009-12-02,7.5575
2009-12-03,7.425
2009-12-04,7.5025
2009-12-07,7.5625
2009-12-08,7.535
2009-12-09,7.63
2009-12-10,7.54
2009-12-11,7.635
2009-12-14,7.7525
2009-12-15,7.6975
2009-12-16,7.76
2009-12-17,7.705
2009-12-18,7.8
2009-12-21,7.7975
2009-12-22,7.8825
2009-12-23,7.94
2009-12-24,7.95
2009-12-28,7.9975
2009-12-29,8.0825
2009-12-30,8.29
2009-12-31,8.24
2010-01-04,8.0925
2010-01-05,8.1625
2010-01-06,8.1725
2010-01-07,8.1775
2010-01-08,8.25
2010-01-11,8.2525
2010-01-12,8.16
2010-01-13,8.095
2010-01-14,8.0125
2010-01-15,8.005
2010-01-19,8.05
2010-01-20,7.895
2010-01-21,7.8375
2010-01-22,7.6975
2010-01-25,7.735
2010-01-26,7.5075
2010-01-27,7.495
2010-01-28,7.505
2010-01-29,7.455
2010-02-01,7.5575
2010-02-02,7.4825
2010-02-03,7.6175
2010-02-04,7.7325
2010-02-05,7.965
2010-02-08,7.8575
2010-02-09,7.9925
2010-02-10,7.7025
2010-02-11,7.7275
