Date,LPLA
2010-11-18,32.150002
2010-11-19,32.599998
2010-11-22,32.200001
2010-11-23,32.759997999999996
2010-11-24,32.939999
2010-11-26,32.900002
2010-11-29,33.560001
2010-11-30,33.900002
2010-12-01,35.009997999999996
2010-12-02,34.700001
2010-12-03,34.709998999999996
2010-12-06,35.380001
2010-12-07,35.740002000000004
2010-12-08,35.73
2010-12-09,35.790001000000004
2010-12-10,34.849998
2010-12-13,33.77
2010-12-14,33.650002
2010-12-15,33.310001
2010-12-16,33.369999
2010-12-17,33.27
2010-12-20,33.709998999999996
2010-12-21,34.080002
2010-12-22,34.610001000000004
2010-12-23,34.849998
2010-12-27,35.0
2010-12-28,35.68
2010-12-29,36.200001
2010-12-30,36.299999
2010-12-31,36.369999
2011-01-03,34.970001
2011-01-04,33.669998
2011-01-05,34.119999
2011-01-06,34.189999
2011-01-07,33.959998999999996
2011-01-10,33.75
2011-01-11,34.240002000000004
2011-01-12,34.18
2011-01-13,33.650002
2011-01-14,33.360001000000004
2011-01-18,33.57
2011-01-19,34.009997999999996
2011-01-20,34.009997999999996
2011-01-21,34.200001
2011-01-24,34.0
2011-01-25,32.66
2011-01-26,32.689999
2011-01-27,33.049999
2011-01-28,33.080002
2011-01-31,34.259997999999996
2011-02-01,34.52
2011-02-02,34.16
2011-02-03,34.02
2011-02-04,33.900002
2011-02-07,33.75
2011-02-08,33.84
2011-02-09,33.0
2011-02-10,33.060001
2011-02-11,32.950001
2011-02-14,33.049999
2011-02-15,32.98
2011-02-16,33.049999
2011-02-17,32.84
2011-02-18,32.91
2011-02-22,32.290001000000004
2011-02-23,32.150002
2011-02-24,32.470001
2011-02-25,32.779999
2011-02-28,33.610001000000004
2011-03-01,33.740002000000004
2011-03-02,32.59
2011-03-03,32.330002
2011-03-04,32.330002
2011-03-07,32.349998
2011-03-08,32.77
2011-03-09,33.330002
2011-03-10,33.040001000000004
2011-03-11,33.299999
2011-03-14,33.459998999999996
2011-03-15,33.349998
2011-03-16,33.07
2011-03-17,33.75
2011-03-18,35.799999
2011-03-21,35.41
2011-03-22,35.43
2011-03-23,35.169998
2011-03-24,35.509997999999996
2011-03-25,35.959998999999996
2011-03-28,35.84
2011-03-29,35.75
2011-03-30,35.990002000000004
2011-03-31,35.810001
2011-04-01,35.91
2011-04-04,35.18
2011-04-05,34.75
2011-04-06,34.490002000000004
2011-04-07,34.529999
2011-04-08,34.650002
2011-04-11,34.700001
2011-04-12,34.349998
2011-04-13,34.32
2011-04-14,34.279999
2011-04-15,34.130001
2011-04-18,34.07
2011-04-19,34.040001000000004
2011-04-20,34.16
2011-04-21,34.790001000000004
2011-04-25,34.709998999999996
2011-04-26,34.889998999999996
2011-04-27,36.25
2011-04-28,36.049999
2011-04-29,36.68
2011-05-02,36.950001
2011-05-03,36.860001000000004
2011-05-04,36.889998999999996
2011-05-05,36.619999
2011-05-06,36.700001
2011-05-09,36.59
2011-05-10,36.59
2011-05-11,36.549999
2011-05-12,36.5
2011-05-13,36.0
2011-05-16,35.5
2011-05-17,34.119999
2011-05-18,35.040001000000004
2011-05-19,34.790001000000004
2011-05-20,34.919998
2011-05-23,33.959998999999996
2011-05-24,34.639998999999996
2011-05-25,34.48
2011-05-26,34.869999
2011-05-27,35.529999
2011-05-31,35.939999
2011-06-01,35.75
2011-06-02,35.990002000000004
2011-06-03,36.009997999999996
2011-06-06,36.16
2011-06-07,36.389998999999996
2011-06-08,35.849998
2011-06-09,35.66
2011-06-10,34.599998
2011-06-13,34.43
2011-06-14,34.200001
2011-06-15,33.970001
2011-06-16,34.310001
2011-06-17,34.43
2011-06-20,34.93
2011-06-21,34.459998999999996
2011-06-22,34.610001000000004
2011-06-23,33.619999
2011-06-24,33.150002
2011-06-27,33.759997999999996
2011-06-28,33.950001
2011-06-29,34.470001
2011-06-30,34.209998999999996
2011-07-01,34.509997999999996
2011-07-05,34.290001000000004
2011-07-06,34.650002
2011-07-07,34.650002
2011-07-08,33.900002
2011-07-11,33.48
2011-07-12,33.610001000000004
2011-07-13,33.68
2011-07-14,33.619999
2011-07-15,33.099998
2011-07-18,33.049999
2011-07-19,33.450001
2011-07-20,33.049999
2011-07-21,33.110001000000004
2011-07-22,33.209998999999996
2011-07-25,33.68
2011-07-26,34.049999
2011-07-27,33.490002000000004
2011-07-28,32.34
2011-07-29,33.049999
2011-08-01,33.549999
2011-08-02,32.439999
2011-08-03,33.009997999999996
2011-08-04,31.860001
2011-08-05,31.43
2011-08-08,28.110001
2011-08-09,28.5
2011-08-10,26.77
2011-08-11,27.26
2011-08-12,27.84
2011-08-15,27.120001000000002
2011-08-16,26.540001
2011-08-17,27.059998999999998
2011-08-18,26.67
2011-08-19,26.790001
2011-08-22,27.24
2011-08-23,29.08
2011-08-24,28.73
2011-08-25,27.66
2011-08-26,27.469998999999998
2011-08-29,28.49
2011-08-30,29.059998999999998
2011-08-31,29.1
2011-09-01,28.6
2011-09-02,27.299999
2011-09-06,26.43
2011-09-07,26.860001
2011-09-08,26.27
2011-09-09,25.02
2011-09-12,25.15
2011-09-13,25.74
2011-09-14,25.879998999999998
2011-09-15,26.610001
2011-09-16,26.129998999999998
2011-09-19,25.540001
2011-09-20,25.610001
2011-09-21,24.620001000000002
2011-09-22,24.469998999999998
2011-09-23,24.75
2011-09-26,25.469998999999998
2011-09-27,26.120001000000002
2011-09-28,25.17
2011-09-29,25.74
2011-09-30,25.42
2011-10-03,25.1
2011-10-04,26.32
2011-10-05,26.43
2011-10-06,26.360001
2011-10-07,25.610001
2011-10-10,26.889999
2011-10-11,26.639999
2011-10-12,27.709999
2011-10-13,26.959999
2011-10-14,27.030001000000002
2011-10-17,26.76
2011-10-18,27.280001000000002
2011-10-19,26.66
2011-10-20,26.82
2011-10-21,27.08
2011-10-24,27.85
2011-10-25,27.639999
2011-10-26,27.59
2011-10-27,28.780001000000002
2011-10-28,29.030001000000002
2011-10-31,29.01
2011-11-01,28.5
2011-11-02,29.07
2011-11-03,29.49
2011-11-04,29.209999
2011-11-07,28.93
2011-11-08,29.43
2011-11-09,28.34
2011-11-10,28.17
2011-11-11,28.620001000000002
2011-11-14,28.700001
2011-11-15,29.01
2011-11-16,28.74
2011-11-17,28.48
2011-11-18,28.49
2011-11-21,28.32
2011-11-22,28.129998999999998
2011-11-23,27.27
2011-11-25,27.459999
2011-11-28,28.49
2011-11-29,28.6
2011-11-30,30.0
2011-12-01,29.99
2011-12-02,29.969998999999998
2011-12-05,29.799999
2011-12-06,29.559998999999998
2011-12-07,29.5
2011-12-08,29.01
2011-12-09,29.35
2011-12-12,28.549999
2011-12-13,28.190001000000002
2011-12-14,27.299999
2011-12-15,27.85
2011-12-16,28.43
2011-12-19,28.25
2011-12-20,29.09
2011-12-21,29.0
2011-12-22,29.43
2011-12-23,29.690001000000002
2011-12-27,29.879998999999998
2011-12-28,29.93
2011-12-29,30.440001000000002
2011-12-30,30.540001
2012-01-03,30.780001000000002
2012-01-04,30.43
2012-01-05,30.76
2012-01-06,30.85
2012-01-09,31.77
2012-01-10,32.110001000000004
2012-01-11,32.939999
2012-01-12,33.139998999999996
2012-01-13,33.310001
2012-01-17,33.700001
2012-01-18,34.0
2012-01-19,34.470001
2012-01-20,34.669998
2012-01-23,34.09
2012-01-24,34.119999
2012-01-25,33.18
2012-01-26,32.990002000000004
2012-01-27,32.880001
2012-01-30,32.650002
2012-01-31,32.849998
2012-02-01,33.75
2012-02-02,34.040001000000004
2012-02-03,35.139998999999996
2012-02-06,35.049999
2012-02-07,35.900002
2012-02-08,32.439999
2012-02-09,32.259997999999996
2012-02-10,32.200001
2012-02-13,32.59
2012-02-14,32.400002
2012-02-15,32.0
2012-02-16,33.009997999999996
2012-02-17,33.080002
2012-02-21,32.709998999999996
2012-02-22,32.599998
2012-02-23,32.889998999999996
2012-02-24,32.810001
2012-02-27,33.189999
2012-02-28,33.959998999999996
2012-02-29,34.099998
2012-03-01,34.610001000000004
2012-03-02,34.080002
2012-03-05,33.75
2012-03-06,34.029999
2012-03-07,34.57
2012-03-08,35.02
2012-03-09,36.150002
2012-03-12,35.810001
2012-03-13,36.610001000000004
2012-03-14,36.639998999999996
2012-03-15,37.040001000000004
2012-03-16,36.799999
2012-03-19,37.369999
2012-03-20,37.560001
2012-03-21,37.869999
2012-03-22,37.200001
2012-03-23,37.209998999999996
2012-03-26,38.0
2012-03-27,38.34
2012-03-28,38.259997999999996
2012-03-29,37.950001
2012-03-30,37.939999
2012-04-02,38.02
2012-04-03,38.669998
2012-04-04,38.139998999999996
2012-04-05,38.119999
2012-04-09,37.669998
2012-04-10,36.549999
2012-04-11,37.0
2012-04-12,37.0
2012-04-13,36.560001
2012-04-16,36.73
2012-04-17,36.919998
2012-04-18,37.060001
2012-04-19,36.939999
2012-04-20,36.900002
2012-04-23,36.84
2012-04-24,36.799999
2012-04-25,36.970001
2012-04-26,36.93
2012-04-27,36.98
2012-04-30,35.889998999999996
2012-05-01,35.75
2012-05-02,34.880001
2012-05-03,34.52
2012-05-04,34.59
2012-05-07,34.389998999999996
2012-05-08,33.950001
2012-05-09,33.650002
2012-05-10,34.509997999999996
2012-05-11,32.32
2012-05-14,31.799999
2012-05-15,31.67
2012-05-16,31.27
2012-05-17,30.49
2012-05-18,30.48
2012-05-21,31.09
