Date,BKI
2015-05-20,27.110001
2015-05-21,27.73
2015-05-22,28.360001
2015-05-26,27.99
2015-05-27,28.0
2015-05-28,28.0
2015-05-29,27.58
2015-06-01,28.0
2015-06-02,27.99
2015-06-03,28.780001000000002
2015-06-04,28.74
2015-06-05,28.6
2015-06-08,28.76
2015-06-09,28.33
2015-06-10,28.15
2015-06-11,28.0
2015-06-12,28.209999
2015-06-15,28.719998999999998
2015-06-16,29.139999
2015-06-17,29.549999
2015-06-18,29.940001000000002
2015-06-19,30.110001
2015-06-22,30.01
2015-06-23,30.25
2015-06-24,29.67
2015-06-25,30.01
2015-06-26,30.66
2015-06-29,30.0
2015-06-30,30.870001000000002
2015-07-01,30.049999
2015-07-02,30.09
2015-07-06,29.780001000000002
2015-07-07,29.780001000000002
2015-07-08,30.129998999999998
2015-07-09,29.629998999999998
2015-07-10,29.950001
2015-07-13,29.59
2015-07-14,29.73
2015-07-15,29.469998999999998
2015-07-16,29.34
2015-07-17,29.17
2015-07-20,28.540001
2015-07-21,29.5
2015-07-22,29.610001
2015-07-23,30.059998999999998
2015-07-24,30.280001000000002
2015-07-27,29.9
2015-07-28,30.07
2015-07-29,30.5
2015-07-30,31.709999
2015-07-31,32.580002
2015-08-03,32.84
2015-08-04,33.490002000000004
2015-08-05,34.240002000000004
2015-08-06,34.689999
2015-08-07,34.689999
2015-08-10,35.099998
2015-08-11,35.349998
2015-08-12,34.759997999999996
2015-08-13,34.66
2015-08-14,34.669998
2015-08-17,34.869999
2015-08-18,34.990002000000004
2015-08-19,34.040001000000004
2015-08-20,34.259997999999996
2015-08-21,33.619999
2015-08-24,32.400002
2015-08-25,30.76
2015-08-26,30.32
2015-08-27,30.809998999999998
2015-08-28,31.57
2015-08-31,32.470001
2015-09-01,32.459998999999996
2015-09-02,33.709998999999996
2015-09-03,33.880001
2015-09-04,33.73
2015-09-08,34.720001
2015-09-09,34.57
2015-09-10,35.009997999999996
2015-09-11,35.25
2015-09-14,35.040001000000004
2015-09-15,35.049999
2015-09-16,34.990002000000004
2015-09-17,34.599998
2015-09-18,33.380001
2015-09-21,33.830002
2015-09-22,33.240002000000004
2015-09-23,33.470001
2015-09-24,32.970001
2015-09-25,32.25
2015-09-28,31.690001000000002
2015-09-29,31.76
2015-09-30,32.549999
2015-10-01,32.360001000000004
2015-10-02,32.16
2015-10-05,33.110001000000004
2015-10-06,32.599998
2015-10-07,32.689999
2015-10-08,32.529999
2015-10-09,32.490002000000004
2015-10-12,32.66
2015-10-13,32.68
2015-10-14,32.48
2015-10-15,32.93
2015-10-16,32.860001000000004
2015-10-19,33.349998
2015-10-20,33.310001
2015-10-21,32.959998999999996
2015-10-22,33.529999
2015-10-23,33.759997999999996
2015-10-26,34.689999
2015-10-27,36.060001
2015-10-28,35.959998999999996
2015-10-29,35.549999
2015-10-30,36.029999
2015-11-02,36.119999
2015-11-03,35.75
2015-11-04,35.849998
2015-11-05,35.779999
2015-11-06,36.240002000000004
2015-11-09,36.25
2015-11-10,35.93
2015-11-11,35.369999
2015-11-12,35.110001000000004
2015-11-13,35.23
2015-11-16,35.48
2015-11-17,35.139998999999996
2015-11-18,35.490002000000004
2015-11-19,34.130001
2015-11-20,34.509997999999996
2015-11-23,34.029999
2015-11-24,34.130001
2015-11-25,34.91
2015-11-27,34.93
2015-11-30,34.700001
