Date,HTV
2013-03-05,10307.700195
2013-03-06,10692.299805
2013-03-07,10923.099609
2013-03-08,11153.799805
2013-03-11,10923.099609
2013-03-12,11153.799805
2013-03-13,11153.799805
2013-03-14,11307.700195
2013-03-15,11307.700195
2013-03-18,12000.0
2013-03-19,12076.900391
2013-03-20,12846.200195
2013-03-21,13692.299805
2013-03-22,13692.299805
2013-03-25,13076.900391
2013-03-26,13076.900391
2013-03-27,13076.900391
2013-03-28,12230.799805
2013-04-01,12846.200195
2013-04-02,12076.900391
2013-04-03,12076.900391
2013-04-04,12307.700195
2013-04-05,13076.900391
2013-04-08,13538.5
2013-04-09,13538.5
2013-04-10,13692.299805
2013-04-11,13692.299805
2013-04-12,13615.400391
2013-04-15,13384.599609
2013-04-16,13384.599609
2013-04-17,13384.599609
2013-04-18,13923.099609
2013-04-19,13923.099609
2013-04-22,13000.0
2013-04-23,12153.799805
2013-04-24,12307.700195
2013-04-25,12461.5
2013-04-26,12538.5
2013-04-29,12538.5
2013-04-30,12538.5
2013-05-01,12538.5
2013-05-02,12538.5
2013-05-03,12230.799805
2013-05-06,11538.5
2013-05-07,11461.5
2013-05-08,11769.200195
2013-05-09,11615.400391
2013-05-10,11461.5
2013-05-13,11461.5
2013-05-14,10923.099609
2013-05-15,10846.200195
2013-05-16,11000.0
2013-05-17,11461.5
2013-05-20,10769.200195
2013-05-21,11076.900391
2013-05-22,11076.900391
2013-05-23,11076.900391
2013-05-24,10923.099609
2013-05-28,11384.599609
2013-05-29,11076.900391
2013-05-30,11230.799805
2013-05-31,11384.599609
2013-06-03,11153.799805
2013-06-04,11153.799805
2013-06-05,11307.700195
2013-06-06,11153.799805
2013-06-07,11076.900391
2013-06-10,11153.799805
2013-06-11,10769.200195
2013-06-12,10846.200195
2013-06-13,11000.0
2013-06-14,10769.200195
2013-06-17,10461.5
2013-06-18,10769.200195
2013-06-19,10692.299805
2013-06-20,10461.5
2013-06-21,10923.099609
2013-06-24,10846.200195
2013-06-25,10615.400391
2013-06-26,10615.400391
2013-06-27,10461.5
2013-06-28,10461.5
2013-07-01,10769.200195
2013-07-02,10615.400391
2013-07-03,10615.400391
2013-07-05,10307.700195
2013-07-08,10307.700195
2013-07-09,10461.5
2013-07-10,10000.0
2013-07-11,10615.400391
2013-07-12,10692.299805
2013-07-15,10615.400391
2013-07-16,10615.400391
2013-07-17,10153.799805
2013-07-18,10538.5
2013-07-19,10538.5
2013-07-22,10153.799805
2013-07-23,10153.799805
2013-07-24,10153.799805
2013-07-25,10000.0
2013-07-26,10000.0
2013-07-29,10000.0
2013-07-30,10076.900391
2013-07-31,9846.150391
2013-08-01,10000.0
2013-08-02,10230.799805
2013-08-05,9846.150391
2013-08-06,10076.900391
2013-08-07,10153.799805
2013-08-08,10076.900391
2013-08-09,10076.900391
2013-08-12,10230.799805
2013-08-13,10307.700195
2013-08-14,10230.799805
2013-08-15,10461.5
2013-08-16,10307.700195
2013-08-19,10692.299805
2013-08-20,10461.5
2013-08-21,10538.5
2013-08-22,10615.400391
2013-08-23,10846.200195
2013-08-26,10846.200195
2013-08-27,10384.599609
2013-08-28,10384.599609
2013-08-29,10615.400391
2013-08-30,10692.299805
2013-09-03,10769.200195
2013-09-04,10769.200195
2013-09-05,10230.799805
2013-09-06,10230.799805
2013-09-09,10000.0
2013-09-10,10307.700195
2013-09-11,10307.700195
2013-09-12,9846.150391
2013-09-13,9846.150391
2013-09-16,10000.0
2013-09-17,10000.0
2013-09-18,9846.150391
2013-09-19,9846.150391
2013-09-20,9846.150391
2013-09-23,10000.0
2013-09-24,10230.799805
2013-09-25,10153.799805
2013-09-26,10153.799805
2013-09-27,10153.799805
2013-09-30,9923.080078
2013-10-01,10153.799805
2013-10-02,10000.0
2013-10-03,10076.900391
2013-10-04,10000.0
2013-10-07,10230.799805
2013-10-08,10230.799805
2013-10-09,10000.0
2013-10-10,10153.799805
2013-10-11,10230.799805
2013-10-14,10000.0
2013-10-15,10384.599609
2013-10-16,10153.799805
2013-10-17,10384.599609
2013-10-18,10230.799805
2013-10-21,10769.200195
2013-10-22,10692.299805
2013-10-23,11153.799805
2013-10-24,10923.099609
2013-10-25,10846.200195
2013-10-28,10923.099609
2013-10-29,11076.900391
2013-10-30,10923.099609
2013-10-31,11000.0
2013-11-01,11000.0
2013-11-04,11153.799805
2013-11-05,11153.799805
2013-11-06,11153.799805
2013-11-07,11153.799805
2013-11-08,11307.700195
2013-11-11,11538.5
2013-11-12,11538.5
2013-11-13,11153.799805
2013-11-14,11230.799805
2013-11-15,11230.799805
2013-11-18,11384.599609
2013-11-19,11384.599609
2013-11-20,11461.5
2013-11-21,11384.599609
2013-11-22,11692.299805
2013-11-25,11307.700195
2013-11-26,11000.0
2013-11-27,11461.5
2013-11-29,13000.0
2013-12-02,13846.200195
2013-12-03,14000.0
2013-12-04,13461.5
2013-12-05,13461.5
2013-12-06,13538.5
2013-12-09,13384.599609
2013-12-10,12076.900391
2013-12-11,11769.200195
2013-12-12,11461.5
2013-12-13,11230.799805
2013-12-16,11307.700195
2013-12-17,11461.5
2013-12-18,11307.700195
2013-12-19,11307.700195
2013-12-20,11307.700195
2013-12-23,11769.200195
2013-12-24,11692.299805
2013-12-26,11923.099609
2013-12-27,11846.200195
2013-12-30,11846.200195
2013-12-31,11923.099609
2014-01-02,12000.0
2014-01-03,12000.0
2014-01-06,12076.900391
2014-01-07,11923.099609
2014-01-08,11923.099609
2014-01-09,11692.299805
2014-01-10,12153.799805
2014-01-13,12076.900391
2014-01-14,12076.900391
2014-01-15,11615.400391
2014-01-16,12000.0
2014-01-17,12000.0
2014-01-21,12923.099609
2014-01-22,12923.099609
2014-01-23,12923.099609
2014-01-24,13000.0
2014-01-27,13076.900391
2014-01-28,13076.900391
2014-01-29,13076.900391
2014-01-30,13076.900391
2014-01-31,13076.900391
2014-02-03,13076.900391
2014-02-04,13076.900391
2014-02-05,13076.900391
2014-02-06,13384.599609
2014-02-07,13076.900391
2014-02-10,13461.5
2014-02-11,13461.5
2014-02-12,13307.700195
2014-02-13,13461.5
2014-02-14,13538.5
2014-02-18,13461.5
2014-02-19,13461.5
2014-02-20,13307.700195
2014-02-21,13384.599609
2014-02-24,14307.700195
2014-02-25,15307.700195
2014-02-26,15153.799805
2014-02-27,14230.799805
2014-02-28,14769.200195
2014-03-03,14230.799805
2014-03-04,14615.400391
2014-03-05,15000.0
2014-03-06,14846.200195
2014-03-07,14692.299805
2014-03-10,14769.200195
2014-03-11,14692.299805
2014-03-12,14538.5
2014-03-13,14615.400391
2014-03-14,14615.400391
2014-03-17,14538.5
2014-03-18,14692.299805
2014-03-19,14307.700195
2014-03-20,14307.700195
2014-03-21,14615.400391
2014-03-24,14461.5
2014-03-25,14538.5
2014-03-26,14384.599609
2014-03-27,14461.5
2014-03-28,14230.799805
2014-03-31,14461.5
2014-04-01,13846.200195
2014-04-02,13846.200195
2014-04-03,14076.900391
2014-04-04,14076.900391
2014-04-07,14076.900391
2014-04-08,14076.900391
2014-04-09,14076.900391
2014-04-10,14076.900391
2014-04-11,13846.200195
2014-04-14,14230.799805
2014-04-15,14000.0
2014-04-16,14000.0
2014-04-17,13615.400391
2014-04-21,14153.799805
2014-04-22,14153.799805
2014-04-23,14461.5
2014-04-24,14307.700195
2014-04-25,14615.400391
2014-04-28,14615.400391
2014-04-29,14615.400391
2014-04-30,14615.400391
2014-05-01,14615.400391
2014-05-02,14615.400391
2014-05-05,14538.5
2014-05-06,14153.799805
2014-05-07,14230.799805
2014-05-08,14153.799805
2014-05-09,14153.799805
2014-05-12,14153.799805
2014-05-13,14076.900391
2014-05-14,14076.900391
2014-05-15,13846.200195
2014-05-16,13769.200195
2014-05-19,13769.200195
2014-05-20,13769.200195
2014-05-21,13769.200195
2014-05-22,14153.799805
2014-05-23,14615.400391
2014-05-27,14384.599609
2014-05-28,14307.700195
2014-05-29,14230.799805
2014-05-30,14230.799805
2014-06-02,14230.799805
2014-06-03,14230.799805
2014-06-04,14153.799805
2014-06-05,14153.799805
2014-06-06,14153.799805
2014-06-09,14538.5
2014-06-10,14384.599609
2014-06-11,14384.599609
2014-06-12,14384.599609
2014-06-13,14384.599609
2014-06-16,14384.599609
2014-06-17,14307.700195
2014-06-18,14230.799805
2014-06-19,14153.799805
2014-06-20,14153.799805
2014-06-23,13923.099609
2014-06-24,13846.200195
2014-06-25,14538.5
2014-06-26,14076.900391
2014-06-27,14076.900391
2014-06-30,14307.700195
2014-07-01,14076.900391
2014-07-02,14076.900391
2014-07-03,14153.799805
2014-07-07,14230.799805
2014-07-08,14307.700195
2014-07-09,14307.700195
2014-07-10,14307.700195
2014-07-11,14307.700195
2014-07-14,14615.400391
2014-07-15,14615.400391
2014-07-16,14538.5
2014-07-17,14384.599609
2014-07-18,14384.599609
2014-07-21,14000.0
2014-07-22,14384.599609
2014-07-23,14230.799805
2014-07-24,14153.799805
2014-07-25,14230.799805
2014-07-28,14153.799805
2014-07-29,14000.0
2014-07-30,14000.0
2014-07-31,14000.0
2014-08-01,13769.200195
2014-08-04,14153.799805
2014-08-05,14153.799805
2014-08-06,13846.200195
2014-08-07,13846.200195
2014-08-08,14076.900391
2014-08-11,13846.200195
2014-08-12,13846.200195
2014-08-13,13846.200195
2014-08-14,13846.200195
2014-08-15,13846.200195
2014-08-18,13846.200195
2014-08-19,13846.200195
2014-08-20,13846.200195
2014-08-21,14000.0
2014-08-22,14000.0
2014-08-25,13846.200195
2014-08-26,13846.200195
2014-08-27,13923.099609
2014-08-28,13846.200195
2014-08-29,13923.099609
2014-09-02,13923.099609
2014-09-03,14153.799805
2014-09-04,14000.0
2014-09-05,14076.900391
2014-09-08,14230.799805
2014-09-09,14538.5
2014-09-10,14538.5
2014-09-11,14538.5
2014-09-12,14461.5
2014-09-15,14461.5
2014-09-16,14461.5
2014-09-17,14307.700195
2014-09-18,13846.200195
2014-09-19,14153.799805
2014-09-22,14153.799805
2014-09-23,14153.799805
2014-09-24,14000.0
2014-09-25,14076.900391
2014-09-26,14615.400391
2014-09-29,14538.5
2014-09-30,14461.5
2014-10-01,14461.5
2014-10-02,14846.200195
2014-10-03,14846.200195
2014-10-06,14846.200195
2014-10-07,14846.200195
2014-10-08,14846.200195
2014-10-09,14846.200195
2014-10-10,15769.200195
2014-10-13,15230.799805
2014-10-14,15153.799805
2014-10-15,15153.799805
2014-10-16,15000.0
2014-10-17,14846.200195
2014-10-20,14461.5
2014-10-21,14307.700195
2014-10-22,14230.799805
2014-10-23,14230.799805
2014-10-24,14230.799805
2014-10-27,14000.0
2014-10-28,14000.0
2014-10-29,13769.200195
2014-10-30,12923.099609
2014-10-31,13769.200195
2014-11-03,14076.900391
2014-11-04,14076.900391
2014-11-05,14153.799805
2014-11-06,14153.799805
2014-11-07,14153.799805
2014-11-10,14153.799805
2014-11-11,14153.799805
2014-11-12,14230.799805
2014-11-13,14230.799805
2014-11-14,14230.799805
2014-11-17,14230.799805
2014-11-18,14230.799805
2014-11-19,14230.799805
2014-11-20,14307.700195
2014-11-21,14307.700195
2014-11-24,14461.5
2014-11-25,14230.799805
2014-11-26,14230.799805
2014-11-28,14307.700195
2014-12-01,14307.700195
2014-12-02,15076.900391
2014-12-03,15076.900391
2014-12-04,15076.900391
2014-12-05,15076.900391
2014-12-08,15076.900391
2014-12-09,15076.900391
2014-12-10,15076.900391
2014-12-11,15076.900391
2014-12-12,15076.900391
2014-12-15,15076.900391
2014-12-16,15076.900391
2014-12-17,15076.900391
2014-12-18,15076.900391
2014-12-19,15384.599609
2014-12-22,14307.700195
2014-12-23,13307.700195
2014-12-24,12923.099609
2014-12-26,12384.599609
2014-12-29,12307.700195
2014-12-30,12307.700195
2014-12-31,13153.799805
2015-01-02,13153.799805
2015-01-05,12769.200195
2015-01-06,12692.299805
2015-01-07,12846.200195
2015-01-08,13076.900391
2015-01-09,12692.299805
2015-01-12,12692.299805
2015-01-13,12692.299805
2015-01-14,12692.299805
2015-01-15,12692.299805
2015-01-16,13076.900391
2015-01-20,12692.299805
2015-01-21,13230.799805
2015-01-22,13769.200195
2015-01-23,13923.099609
2015-01-26,13923.099609
2015-01-27,13923.099609
2015-01-28,13923.099609
2015-01-29,13923.099609
2015-01-30,13076.900391
2015-02-02,13846.200195
2015-02-03,13846.200195
2015-02-04,13846.200195
2015-02-05,13846.200195
2015-02-06,13846.200195
2015-02-09,13846.200195
2015-02-10,13846.200195
2015-02-11,13846.200195
2015-02-12,13846.200195
2015-02-13,13846.200195
2015-02-17,13846.200195
2015-02-18,13846.200195
2015-02-19,13846.200195
2015-02-20,13846.200195
2015-02-23,13846.200195
2015-02-24,13846.200195
2015-02-25,14230.799805
2015-02-26,13461.5
2015-02-27,13846.200195
2015-03-02,13846.200195
2015-03-03,13846.200195
2015-03-04,13846.200195
2015-03-05,13846.200195
2015-03-06,13846.200195
2015-03-09,13846.200195
2015-03-10,13846.200195
2015-03-11,13846.200195
2015-03-12,13846.200195
2015-03-13,13846.200195
2015-03-16,13846.200195
2015-03-17,13846.200195
2015-03-18,13846.200195
2015-03-19,13846.200195
2015-03-20,13846.200195
2015-03-23,13846.200195
2015-03-24,13230.799805
2015-03-25,13230.799805
2015-03-26,13230.799805
2015-03-27,13230.799805
2015-03-30,13230.799805
2015-03-31,13230.799805
2015-04-01,13153.799805
2015-04-02,13153.799805
2015-04-06,13076.900391
2015-04-07,13076.900391
2015-04-08,13076.900391
2015-04-09,13076.900391
2015-04-10,13076.900391
2015-04-13,13076.900391
2015-04-14,12846.200195
2015-04-15,12846.200195
2015-04-16,12923.099609
2015-04-17,12923.099609
2015-04-20,12923.099609
2015-04-21,13769.200195
2015-04-22,13769.200195
2015-04-23,13769.200195
2015-04-24,13769.200195
2015-04-27,13769.200195
2015-04-28,13769.200195
2015-04-29,13769.200195
2015-04-30,13769.200195
2015-05-01,13769.200195
2015-05-04,13769.200195
2015-05-05,13769.200195
2015-05-06,14538.5
2015-05-07,14538.5
2015-05-08,14538.5
2015-05-11,13538.5
2015-05-12,13538.5
2015-05-13,13538.5
2015-05-14,13923.099609
2015-05-15,14153.799805
2015-05-18,14000.0
2015-05-19,14153.799805
2015-05-20,14153.799805
2015-05-21,14076.900391
2015-05-22,14076.900391
2015-05-26,14076.900391
2015-05-27,14076.900391
2015-05-28,14076.900391
2015-05-29,14000.0
2015-06-01,14000.0
2015-06-02,13846.200195
2015-06-03,14230.799805
2015-06-04,14230.799805
2015-06-05,14230.799805
2015-06-08,14230.799805
2015-06-09,14230.799805
2015-06-10,14230.799805
2015-06-11,14230.799805
2015-06-12,14230.799805
2015-06-15,14230.799805
2015-06-16,14230.799805
2015-06-17,14230.799805
2015-06-18,14230.799805
2015-06-19,14230.799805
2015-06-22,14230.799805
2015-06-23,14692.299805
2015-06-24,14692.299805
2015-06-25,13692.299805
2015-06-26,14230.799805
2015-06-29,14230.799805
2015-06-30,14230.799805
2015-07-01,14230.799805
2015-07-02,14230.799805
2015-07-06,14538.5
2015-07-07,14461.5
2015-07-08,14461.5
2015-07-09,13461.5
2015-07-10,13461.5
2015-07-13,13461.5
2015-07-14,13461.5
2015-07-15,13076.900391
2015-07-16,13076.900391
2015-07-17,13846.200195
2015-07-20,14692.299805
2015-07-21,14692.299805
2015-07-22,14692.299805
2015-07-23,14692.299805
2015-07-24,14692.299805
2015-07-27,14538.5
2015-07-28,14538.5
2015-07-29,14538.5
2015-07-30,14538.5
2015-07-31,14538.5
2015-08-03,14538.5
2015-08-04,14538.5
2015-08-05,14538.5
2015-08-06,13846.200195
2015-08-07,13076.900391
2015-08-10,13076.900391
2015-08-11,13076.900391
2015-08-12,13076.900391
2015-08-13,13923.099609
2015-08-14,13076.900391
2015-08-17,13076.900391
2015-08-18,13076.900391
2015-08-19,14230.799805
2015-08-20,14230.799805
2015-08-21,14230.799805
2015-08-24,15153.799805
2015-08-25,14307.700195
2015-08-26,14307.700195
2015-08-27,14307.700195
2015-08-28,13307.700195
2015-08-31,13307.700195
2015-09-01,13307.700195
2015-09-02,13307.700195
2015-09-03,13307.700195
2015-09-04,13230.799805
2015-09-08,12692.299805
2015-09-09,12692.299805
2015-09-10,12692.299805
2015-09-11,13307.700195
2015-09-14,12692.299805
2015-09-15,13076.900391
2015-09-16,13384.599609
2015-09-17,13384.599609
2015-09-18,13846.200195
2015-09-21,14461.5
2015-09-22,15153.799805
2015-09-23,15461.5
2015-09-24,15307.700195
2015-09-25,15384.599609
2015-09-28,14900.0
2015-09-29,14500.0
2015-09-30,15200.0
2015-10-01,15000.0
2015-10-02,15000.0
2015-10-05,15000.0
2015-10-06,15000.0
2015-10-07,14800.0
2015-10-08,14800.0
2015-10-09,13800.0
2015-10-12,14700.0
2015-10-13,13800.0
2015-10-14,13900.0
2015-10-15,14500.0
2015-10-16,14600.0
2015-10-19,14600.0
2015-10-20,14300.0
2015-10-21,14600.0
2015-10-22,14600.0
2015-10-23,14500.0
2015-10-26,14500.0
2015-10-27,14200.0
2015-10-28,14200.0
2015-10-29,14200.0
2015-10-30,14500.0
2015-11-02,13800.0
2015-11-03,14400.0
2015-11-04,14500.0
2015-11-05,13700.0
2015-11-06,14000.0
2015-11-09,13900.0
2015-11-10,13400.0
2015-11-11,13500.0
2015-11-12,13700.0
2015-11-13,14200.0
2015-11-16,13800.0
2015-11-17,13900.0
2015-11-18,13900.0
2015-11-19,14000.0
2015-11-20,14200.0
2015-11-23,13700.0
2015-11-24,14300.0
2015-11-25,14200.0
2015-11-27,14000.0
2015-11-30,14000.0
2015-12-01,14100.0
2015-12-02,14300.0
2015-12-03,14000.0
2015-12-04,14000.0
2015-12-07,14100.0
2015-12-08,14200.0
2015-12-09,14200.0
2015-12-10,14200.0
2015-12-11,14200.0
2015-12-14,14100.0
2015-12-15,14600.0
2015-12-16,14800.0
2015-12-17,14400.0
2015-12-18,15400.0
2015-12-21,15600.0
2015-12-22,15600.0
2015-12-23,16500.0
2015-12-24,16500.0
2015-12-28,14500.0
2015-12-29,14400.0
2015-12-30,14500.0
2015-12-31,14600.0
2016-01-04,14600.0
2016-01-05,14400.0
2016-01-06,14800.0
2016-01-07,14000.0
2016-01-08,14300.0
2016-01-11,14700.0
2016-01-12,14700.0
2016-01-13,14700.0
2016-01-14,14700.0
2016-01-15,15200.0
2016-01-19,14500.0
2016-01-20,14500.0
2016-01-21,14500.0
2016-01-22,14900.0
2016-01-25,15200.0
2016-01-26,15200.0
2016-01-27,15200.0
2016-01-28,16000.0
2016-01-29,16000.0
2016-02-01,14900.0
2016-02-02,14400.0
2016-02-03,14400.0
2016-02-04,15400.0
2016-02-05,15500.0
2016-02-08,15500.0
2016-02-09,15500.0
2016-02-10,15500.0
2016-02-11,15500.0
2016-02-12,15500.0
2016-02-16,15500.0
2016-02-17,15500.0
2016-02-18,15500.0
2016-02-19,16100.0
2016-02-22,16100.0
2016-02-23,16100.0
2016-02-24,16100.0
2016-02-25,16100.0
2016-02-26,16100.0
2016-02-29,15100.0
2016-03-01,15300.0
2016-03-02,15400.0
2016-03-03,15900.0
2016-03-04,16000.0
2016-03-07,16000.0
2016-03-08,15300.0
2016-03-09,15300.0
2016-03-10,16000.0
2016-03-11,15500.0
2016-03-14,15900.0
2016-03-15,15800.0
2016-03-16,16000.0
2016-03-17,16000.0
2016-03-18,15900.0
2016-03-21,16000.0
2016-03-22,15300.0
2016-03-23,15900.0
2016-03-24,15600.0
2016-03-28,15800.0
2016-03-29,15500.0
2016-03-30,15600.0
2016-03-31,15800.0
2016-04-01,15400.0
2016-04-04,15500.0
2016-04-05,15500.0
2016-04-06,16200.0
2016-04-07,17100.0
2016-04-08,17000.0
2016-04-11,17000.0
2016-04-12,16000.0
2016-04-13,17100.0
2016-04-14,16400.0
2016-04-15,16400.0
2016-04-18,16400.0
2016-04-19,16000.0
2016-04-20,16000.0
2016-04-21,16000.0
2016-04-22,16700.0
2016-04-25,17300.0
2016-04-26,16100.0
2016-04-27,15800.0
2016-04-28,15500.0
2016-04-29,16100.0
2016-05-02,16100.0
2016-05-03,16100.0
2016-05-04,15500.0
2016-05-05,15600.0
2016-05-06,16400.0
2016-05-09,15600.0
2016-05-10,15500.0
2016-05-11,16400.0
2016-05-12,16600.0
2016-05-13,16200.0
2016-05-16,16000.0
2016-05-17,16000.0
2016-05-18,16000.0
2016-05-19,16000.0
2016-05-20,15600.0
2016-05-23,15600.0
2016-05-24,15600.0
2016-05-25,15800.0
2016-05-26,15900.0
2016-05-27,15900.0
2016-05-31,15900.0
2016-06-01,16000.0
2016-06-02,16100.0
2016-06-03,16600.0
2016-06-06,16000.0
2016-06-07,16000.0
2016-06-08,15900.0
2016-06-09,15900.0
2016-06-10,15900.0
2016-06-13,16200.0
2016-06-14,16100.0
2016-06-15,16100.0
2016-06-16,16500.0
2016-06-17,16000.0
2016-06-20,16300.0
2016-06-21,16400.0
2016-06-22,16500.0
2016-06-23,17000.0
2016-06-24,17200.0
2016-06-27,16700.0
2016-06-28,16800.0
2016-06-29,16800.0
2016-06-30,17000.0
2016-07-01,17000.0
2016-07-05,17000.0
2016-07-06,17000.0
2016-07-07,16500.0
2016-07-08,17200.0
2016-07-11,17200.0
2016-07-12,17200.0
2016-07-13,17200.0
2016-07-14,17200.0
2016-07-15,16800.0
2016-07-18,17100.0
2016-07-19,17100.0
2016-07-20,17200.0
2016-07-21,17000.0
2016-07-22,18000.0
2016-07-25,18200.0
2016-07-26,19300.0
2016-07-27,19300.0
2016-07-28,19100.0
2016-07-29,20000.0
2016-08-01,20000.0
2016-08-02,20900.0
2016-08-03,20000.0
2016-08-04,20400.0
2016-08-05,20000.0
2016-08-08,21000.0
2016-08-09,19700.0
2016-08-10,20200.0
2016-08-11,20200.0
2016-08-12,20200.0
2016-08-15,20500.0
2016-08-16,20500.0
2016-08-17,20800.0
2016-08-18,20000.0
2016-08-19,20600.0
2016-08-22,21200.0
2016-08-23,19800.0
2016-08-24,18800.0
2016-08-25,18200.0
2016-08-26,19200.0
2016-08-29,19500.0
2016-08-30,19400.0
2016-08-31,19100.0
2016-09-01,19500.0
2016-09-02,19500.0
2016-09-06,19700.0
2016-09-07,19700.0
2016-09-08,19000.0
2016-09-09,20000.0
2016-09-12,19900.0
2016-09-13,19900.0
2016-09-14,19800.0
2016-09-15,19700.0
2016-09-16,20000.0
2016-09-19,20000.0
2016-09-20,20000.0
2016-09-21,20000.0
2016-09-22,20000.0
2016-09-23,20000.0
2016-09-26,20000.0
2016-09-27,19650.0
2016-09-28,19650.0
2016-09-29,19650.0
2016-09-30,19850.0
2016-10-03,19850.0
2016-10-04,20000.0
2016-10-05,20700.0
2016-10-06,20700.0
2016-10-07,20700.0
2016-10-10,20900.0
2016-10-11,20900.0
2016-10-12,20900.0
2016-10-13,19700.0
2016-10-14,19700.0
2016-10-17,19700.0
2016-10-18,20300.0
2016-10-19,19000.0
2016-10-20,19100.0
2016-10-21,18300.0
2016-10-24,18000.0
2016-10-25,17900.0
2016-10-26,17500.0
2016-10-27,17500.0
2016-10-28,17400.0
2016-10-31,17500.0
2016-11-01,18600.0
2016-11-02,19000.0
2016-11-03,19000.0
2016-11-04,17700.0
2016-11-07,18150.0
2016-11-08,17900.0
2016-11-09,17700.0
2016-11-10,18000.0
2016-11-11,16750.0
2016-11-14,17850.0
2016-11-15,17900.0
2016-11-16,17700.0
2016-11-17,17500.0
2016-11-18,17600.0
2016-11-21,17500.0
2016-11-22,17300.0
2016-11-23,17300.0
2016-11-25,17500.0
2016-11-28,17300.0
2016-11-29,17300.0
2016-11-30,17900.0
2016-12-01,17900.0
2016-12-02,17200.0
2016-12-05,17100.0
2016-12-06,17900.0
2016-12-07,17100.0
2016-12-08,16800.0
2016-12-09,16800.0
2016-12-12,17250.0
2016-12-13,16050.0
2016-12-14,15150.0
2016-12-15,16100.0
2016-12-16,16800.0
2016-12-19,17800.0
2016-12-20,16600.0
2016-12-21,15450.0
2016-12-22,15000.0
2016-12-23,14000.0
2016-12-27,14900.0
2016-12-28,15850.0
2016-12-29,15950.0
2016-12-30,16000.0
2017-01-03,15800.0
2017-01-04,15800.0
2017-01-05,15600.0
2017-01-06,15750.0
2017-01-09,15850.0
2017-01-10,15850.0
2017-01-11,15800.0
2017-01-12,15850.0
2017-01-13,15750.0
2017-01-17,15750.0
2017-01-18,15750.0
2017-01-19,15800.0
2017-01-20,15300.0
2017-01-23,15800.0
2017-01-24,16000.0
2017-01-25,15800.0
2017-01-26,15800.0
2017-01-27,15800.0
2017-01-30,15800.0
2017-01-31,15800.0
2017-02-01,15800.0
2017-02-02,15800.0
2017-02-03,15800.0
2017-02-06,16900.0
2017-02-07,16000.0
2017-02-08,16500.0
2017-02-09,16700.0
2017-02-10,16700.0
2017-02-13,15650.0
2017-02-14,16200.0
2017-02-15,16250.0
2017-02-16,16250.0
2017-02-17,16250.0
2017-02-21,16000.0
2017-02-22,15950.0
2017-02-23,16400.0
2017-02-24,15500.0
2017-02-27,16000.0
2017-02-28,15950.0
2017-03-01,16000.0
2017-03-02,16000.0
2017-03-03,16350.0
2017-03-06,16350.0
2017-03-07,16350.0
2017-03-08,16350.0
2017-03-09,16000.0
2017-03-10,16150.0
2017-03-13,16200.0
2017-03-14,16150.0
2017-03-15,16150.0
2017-03-16,15900.0
2017-03-17,15500.0
2017-03-20,16200.0
2017-03-21,16200.0
2017-03-22,16000.0
2017-03-23,16150.0
2017-03-24,16200.0
2017-03-27,16200.0
2017-03-28,16200.0
2017-03-29,16200.0
2017-03-30,16000.0
2017-03-31,16100.0
2017-04-03,16600.0
2017-04-04,16600.0
2017-04-05,16600.0
2017-04-06,16600.0
2017-04-07,16400.0
2017-04-10,16450.0
2017-04-11,16400.0
2017-04-12,15700.0
2017-04-13,15800.0
2017-04-17,15700.0
2017-04-18,15750.0
2017-04-19,15000.0
2017-04-20,15000.0
2017-04-21,15450.0
2017-04-24,15850.0
2017-04-25,15850.0
2017-04-26,15850.0
2017-04-27,15850.0
2017-04-28,15850.0
2017-05-01,15850.0
2017-05-02,15850.0
2017-05-03,15600.0
2017-05-04,15750.0
2017-05-05,15600.0
2017-05-08,15600.0
2017-05-09,15650.0
2017-05-10,15850.0
2017-05-11,16200.0
2017-05-12,16100.0
2017-05-15,16150.0
2017-05-16,16350.0
2017-05-17,16300.0
2017-05-18,15250.0
2017-05-19,14550.0
2017-05-22,15500.0
2017-05-23,16050.0
2017-05-24,16000.0
2017-05-25,15900.0
2017-05-26,15700.0
2017-05-30,16500.0
2017-05-31,16500.0
2017-06-01,16200.0
2017-06-02,16150.0
2017-06-05,16600.0
2017-06-06,16600.0
2017-06-07,16600.0
2017-06-08,16400.0
2017-06-09,15300.0
2017-06-12,15700.0
2017-06-13,15700.0
2017-06-14,15650.0
2017-06-15,16100.0
2017-06-16,16100.0
2017-06-19,16100.0
2017-06-20,16100.0
2017-06-21,16000.0
2017-06-22,16000.0
2017-06-23,16100.0
2017-06-26,16100.0
2017-06-27,16100.0
2017-06-28,16100.0
2017-06-29,16100.0
2017-06-30,16100.0
2017-07-03,16100.0
2017-07-05,16000.0
2017-07-06,16200.0
2017-07-07,16200.0
2017-07-10,16100.0
2017-07-11,16400.0
2017-07-12,16400.0
2017-07-13,16400.0
2017-07-14,16300.0
2017-07-17,16200.0
2017-07-18,17200.0
2017-07-19,17900.0
2017-07-20,18900.0
2017-07-21,19800.0
2017-07-24,19800.0
2017-07-25,19800.0
2017-07-26,18450.0
2017-07-27,17500.0
2017-07-28,16400.0
2017-07-31,17350.0
2017-08-01,18000.0
2017-08-02,16750.0
2017-08-03,17750.0
2017-08-04,17000.0
2017-08-07,17000.0
2017-08-08,17400.0
2017-08-09,17800.0
2017-08-10,17800.0
2017-08-11,17800.0
2017-08-14,18000.0
2017-08-15,17800.0
