Date,CCS
2015-02-12,17.07
2015-02-13,17.129998999999998
2015-02-17,16.99
2015-02-18,17.049999
2015-02-19,17.639999
2015-02-20,18.379998999999998
2015-02-23,17.559998999999998
2015-02-24,18.75
2015-02-25,18.59
2015-02-26,18.76
2015-02-27,18.549999
2015-03-02,18.48
2015-03-03,17.99
2015-03-04,17.870001000000002
2015-03-05,18.030001000000002
2015-03-06,18.0
2015-03-09,19.49
2015-03-10,18.65
2015-03-11,19.01
2015-03-12,19.02
2015-03-13,18.98
2015-03-16,18.549999
2015-03-17,18.74
2015-03-18,19.0
2015-03-19,18.690001000000002
2015-03-20,19.190001000000002
2015-03-23,19.24
2015-03-24,19.370001000000002
2015-03-25,19.66
2015-03-26,19.42
2015-03-27,19.34
2015-03-30,19.280001000000002
2015-03-31,19.33
2015-04-01,19.5
2015-04-02,19.459999
2015-04-06,19.74
2015-04-07,19.75
2015-04-08,19.75
2015-04-09,19.709999
2015-04-10,19.75
2015-04-13,19.76
2015-04-14,19.76
2015-04-15,19.98
2015-04-16,19.9
2015-04-17,19.719998999999998
2015-04-20,19.889999
2015-04-21,19.77
2015-04-22,19.790001
2015-04-23,19.51
2015-04-24,19.799999
2015-04-27,19.799999
2015-04-28,19.82
2015-04-29,19.68
2015-04-30,19.120001000000002
2015-05-01,19.18
2015-05-04,19.59
2015-05-05,19.23
2015-05-06,19.370001000000002
2015-05-07,19.58
2015-05-08,19.93
2015-05-11,19.68
2015-05-12,19.52
2015-05-13,19.41
2015-05-14,19.68
2015-05-15,19.799999
2015-05-18,19.969998999999998
2015-05-19,19.83
2015-05-20,19.870001000000002
2015-05-21,19.950001
2015-05-22,19.74
2015-05-26,19.639999
2015-05-27,20.01
2015-05-28,20.280001000000002
2015-05-29,20.65
2015-06-01,20.120001000000002
2015-06-02,19.870001000000002
2015-06-03,20.450001
2015-06-04,20.24
2015-06-05,20.5
2015-06-08,20.17
2015-06-09,19.67
2015-06-10,20.35
2015-06-11,20.35
2015-06-12,20.48
2015-06-15,21.0
2015-06-16,21.280001000000002
2015-06-17,21.35
2015-06-18,21.68
2015-06-19,21.57
2015-06-22,21.389999
2015-06-23,21.49
2015-06-24,21.219998999999998
2015-06-25,21.5
2015-06-26,21.15
2015-06-29,20.559998999999998
2015-06-30,20.129998999999998
2015-07-01,20.360001
2015-07-02,20.16
2015-07-06,20.190001000000002
2015-07-07,20.07
2015-07-08,19.85
2015-07-09,19.690001000000002
2015-07-10,20.15
2015-07-13,19.790001
2015-07-14,19.68
2015-07-15,19.01
2015-07-16,19.209999
2015-07-17,19.34
2015-07-20,19.42
2015-07-21,19.549999
2015-07-22,19.700001
2015-07-23,19.58
2015-07-24,19.1
2015-07-27,19.07
2015-07-28,19.219998999999998
2015-07-29,19.639999
2015-07-30,20.040001
2015-07-31,20.200001
2015-08-03,19.73
2015-08-04,19.309998999999998
2015-08-05,19.200001
2015-08-06,18.940001000000002
2015-08-07,20.6
2015-08-10,21.25
2015-08-11,21.030001000000002
2015-08-12,20.99
2015-08-13,21.4
2015-08-14,21.459999
2015-08-17,21.360001
2015-08-18,21.58
2015-08-19,22.5
2015-08-20,22.190001000000002
2015-08-21,21.360001
2015-08-24,21.200001
2015-08-25,21.120001000000002
2015-08-26,21.719998999999998
2015-08-27,22.389999
2015-08-28,22.809998999999998
2015-08-31,22.0
2015-09-01,21.82
2015-09-02,22.040001
2015-09-03,22.110001
2015-09-04,21.91
2015-09-08,22.469998999999998
2015-09-09,22.35
2015-09-10,22.370001000000002
2015-09-11,23.389999
2015-09-14,22.98
2015-09-15,23.08
2015-09-16,22.92
2015-09-17,23.23
2015-09-18,22.790001
2015-09-21,21.959999
2015-09-22,21.09
2015-09-23,21.110001
2015-09-24,21.23
2015-09-25,20.98
2015-09-28,19.790001
2015-09-29,19.23
2015-09-30,19.85
2015-10-01,19.92
2015-10-02,20.110001
2015-10-05,20.540001
2015-10-06,19.67
2015-10-07,20.74
2015-10-08,20.790001
2015-10-09,20.76
2015-10-12,20.860001
2015-10-13,20.07
2015-10-14,19.690001000000002
2015-10-15,19.889999
2015-10-16,19.99
2015-10-19,20.610001
2015-10-20,21.0
2015-10-21,20.76
2015-10-22,20.629998999999998
2015-10-23,20.280001000000002
2015-10-26,20.02
2015-10-27,19.469998999999998
2015-10-28,19.959999
2015-10-29,18.82
2015-10-30,19.08
2015-11-02,18.59
2015-11-03,18.719998999999998
2015-11-04,19.15
2015-11-05,19.02
2015-11-06,18.58
2015-11-09,18.1
2015-11-10,19.110001
2015-11-11,18.77
2015-11-12,18.139999
2015-11-13,18.290001
2015-11-16,18.790001
2015-11-17,18.26
2015-11-18,18.32
2015-11-19,18.860001
2015-11-20,19.25
2015-11-23,19.08
2015-11-24,19.0
2015-11-25,19.17
2015-11-27,19.32
2015-11-30,19.08
2015-12-01,19.389999
2015-12-02,18.75
2015-12-03,18.58
2015-12-04,18.52
2015-12-07,18.23
2015-12-08,18.02
2015-12-09,17.58
2015-12-10,17.540001
2015-12-11,17.0
2015-12-14,16.68
2015-12-15,16.98
2015-12-16,17.99
2015-12-17,17.610001
2015-12-18,17.6
2015-12-21,17.110001
2015-12-22,17.1
2015-12-23,17.799999
2015-12-24,17.950001
2015-12-28,17.790001
2015-12-29,17.870001000000002
2015-12-30,17.629998999999998
2015-12-31,17.709999
2016-01-04,17.02
2016-01-05,17.049999
2016-01-06,15.99
2016-01-07,15.6
2016-01-08,15.17
2016-01-11,15.54
2016-01-12,15.62
2016-01-13,15.01
2016-01-14,14.99
2016-01-15,15.31
2016-01-19,14.69
2016-01-20,14.25
2016-01-21,14.21
2016-01-22,14.69
2016-01-25,14.3
2016-01-26,14.74
2016-01-27,14.33
2016-01-28,14.54
2016-01-29,14.79
2016-02-01,14.48
2016-02-02,13.92
2016-02-03,14.13
2016-02-04,14.42
2016-02-05,13.82
2016-02-08,13.47
2016-02-09,13.76
2016-02-10,14.17
2016-02-11,14.12
2016-02-12,14.3
2016-02-16,14.79
2016-02-17,14.16
2016-02-18,14.0
2016-02-19,14.31
2016-02-22,14.6
2016-02-23,14.53
2016-02-24,14.57
2016-02-25,14.78
2016-02-26,15.54
2016-02-29,15.74
2016-03-01,15.87
2016-03-02,15.82
2016-03-03,16.41
2016-03-04,16.129998999999998
2016-03-07,15.98
2016-03-08,15.7
2016-03-09,15.94
2016-03-10,15.63
2016-03-11,16.24
2016-03-14,15.73
2016-03-15,15.51
2016-03-16,15.98
2016-03-17,16.370001000000002
2016-03-18,16.99
2016-03-21,16.190001000000002
2016-03-22,16.18
2016-03-23,15.56
2016-03-24,15.82
2016-03-28,15.98
2016-03-29,16.450001
2016-03-30,16.35
2016-03-31,17.07
2016-04-01,16.450001
2016-04-04,16.200001
2016-04-05,16.67
2016-04-06,16.940001000000002
2016-04-07,17.17
2016-04-08,17.370001000000002
2016-04-11,17.719998999999998
2016-04-12,17.940001000000002
2016-04-13,18.540001
2016-04-14,18.43
2016-04-15,18.67
2016-04-18,18.85
2016-04-19,18.15
2016-04-20,18.27
2016-04-21,18.809998999999998
2016-04-22,18.68
2016-04-25,17.940001000000002
2016-04-26,18.07
2016-04-27,17.99
2016-04-28,17.16
2016-04-29,17.24
2016-05-02,17.370001000000002
2016-05-03,16.77
2016-05-04,17.25
2016-05-05,16.879998999999998
2016-05-06,17.41
2016-05-09,17.74
2016-05-10,17.639999
2016-05-11,17.5
2016-05-12,17.299999
2016-05-13,17.379998999999998
2016-05-16,17.110001
2016-05-17,17.01
2016-05-18,16.98
2016-05-19,16.77
2016-05-20,17.280001000000002
2016-05-23,17.120001000000002
2016-05-24,17.65
2016-05-25,17.59
2016-05-26,17.700001
2016-05-27,17.98
2016-05-31,18.110001
2016-06-01,18.25
2016-06-02,18.35
2016-06-03,17.860001
2016-06-06,18.190001000000002
2016-06-07,18.450001
2016-06-08,18.459999
2016-06-09,18.5
2016-06-10,18.450001
2016-06-13,18.040001
2016-06-14,17.9
2016-06-15,17.85
2016-06-16,17.690001000000002
2016-06-17,17.790001
2016-06-20,17.84
2016-06-21,17.75
2016-06-22,17.309998999999998
2016-06-23,17.379998999999998
2016-06-24,17.120001000000002
2016-06-27,16.540001
2016-06-28,16.549999
2016-06-29,16.84
2016-06-30,17.34
2016-07-01,17.48
2016-07-05,17.18
2016-07-06,17.15
2016-07-07,17.379998999999998
2016-07-08,18.200001
2016-07-11,18.059998999999998
2016-07-12,18.120001000000002
2016-07-13,18.059998999999998
2016-07-14,17.99
2016-07-15,18.0
2016-07-18,18.08
2016-07-19,17.92
2016-07-20,17.969998999999998
2016-07-21,18.16
2016-07-22,18.200001
2016-07-25,18.389999
2016-07-26,18.4
2016-07-27,18.469998999999998
2016-07-28,18.33
2016-07-29,17.700001
2016-08-01,17.74
2016-08-02,17.67
2016-08-03,19.99
2016-08-04,20.48
2016-08-05,20.280001000000002
2016-08-08,19.889999
2016-08-09,19.440001000000002
2016-08-10,19.280001000000002
2016-08-11,19.559998999999998
2016-08-12,19.52
2016-08-15,19.700001
2016-08-16,19.700001
2016-08-17,19.190001000000002
2016-08-18,19.34
2016-08-19,19.59
2016-08-22,19.42
2016-08-23,19.84
2016-08-24,20.08
2016-08-25,20.200001
2016-08-26,19.950001
2016-08-29,19.91
2016-08-30,19.889999
2016-08-31,19.690001000000002
2016-09-01,19.9
2016-09-02,20.27
2016-09-06,20.120001000000002
2016-09-07,20.709999
2016-09-08,20.379998999999998
2016-09-09,19.41
2016-09-12,19.93
2016-09-13,19.59
2016-09-14,20.200001
2016-09-15,20.469998999999998
2016-09-16,20.0
2016-09-19,19.969998999999998
2016-09-20,19.610001
2016-09-21,19.790001
2016-09-22,20.969998999999998
2016-09-23,20.870001000000002
2016-09-26,20.700001
2016-09-27,20.83
2016-09-28,21.15
2016-09-29,21.18
2016-09-30,21.51
2016-10-03,21.190001000000002
2016-10-04,21.25
2016-10-05,21.120001000000002
2016-10-06,21.0
2016-10-07,20.469998999999998
2016-10-10,20.65
2016-10-11,20.450001
2016-10-12,21.059998999999998
2016-10-13,20.76
2016-10-14,20.84
2016-10-17,20.950001
2016-10-18,20.9
2016-10-19,20.799999
2016-10-20,20.700001
2016-10-21,20.700001
2016-10-24,21.0
2016-10-25,20.4
2016-10-26,20.450001
2016-10-27,19.950001
2016-10-28,19.75
2016-10-31,19.700001
2016-11-01,19.35
2016-11-02,19.200001
2016-11-03,20.200001
2016-11-04,19.85
2016-11-07,20.049999
2016-11-08,19.85
2016-11-09,20.35
2016-11-10,20.4
2016-11-11,21.0
2016-11-14,20.65
2016-11-15,20.5
2016-11-16,20.450001
2016-11-17,20.700001
2016-11-18,21.35
2016-11-21,21.200001
2016-11-22,21.0
2016-11-23,21.35
2016-11-25,21.450001
2016-11-28,21.0
2016-11-29,21.049999
2016-11-30,20.75
2016-12-01,20.299999
2016-12-02,19.799999
2016-12-05,20.450001
2016-12-06,21.15
2016-12-07,21.299999
2016-12-08,21.5
2016-12-09,21.6
2016-12-12,21.450001
2016-12-13,21.5
2016-12-14,21.049999
2016-12-15,20.450001
2016-12-16,20.85
2016-12-19,20.950001
2016-12-20,21.25
2016-12-21,21.299999
2016-12-22,21.0
2016-12-23,20.65
2016-12-27,20.799999
2016-12-28,21.4
2016-12-29,21.299999
2016-12-30,21.0
2017-01-03,21.25
2017-01-04,21.299999
2017-01-05,21.15
2017-01-06,20.9
2017-01-09,21.0
2017-01-10,20.950001
2017-01-11,21.0
2017-01-12,21.4
2017-01-13,21.450001
2017-01-17,20.9
2017-01-18,21.35
2017-01-19,20.75
2017-01-20,21.1
2017-01-23,21.65
2017-01-24,22.9
2017-01-25,23.9
2017-01-26,23.450001
2017-01-27,23.450001
2017-01-30,22.9
2017-01-31,22.75
2017-02-01,22.700001
2017-02-02,22.799999
2017-02-03,23.049999
2017-02-06,22.549999
2017-02-07,22.35
2017-02-08,22.4
2017-02-09,22.4
2017-02-10,22.799999
2017-02-13,22.549999
2017-02-14,23.299999
2017-02-15,23.299999
2017-02-16,23.35
2017-02-17,22.950001
2017-02-21,22.85
2017-02-22,22.65
2017-02-23,22.75
2017-02-24,22.799999
2017-02-27,22.799999
2017-02-28,22.85
2017-03-01,22.700001
2017-03-02,23.1
2017-03-03,23.15
2017-03-06,23.6
2017-03-07,24.15
2017-03-08,24.75
2017-03-09,24.4
2017-03-10,24.85
2017-03-13,24.25
2017-03-14,24.450001
2017-03-15,24.65
2017-03-16,25.299999
2017-03-17,25.35
2017-03-20,25.4
2017-03-21,24.9
2017-03-22,24.5
2017-03-23,25.35
2017-03-24,24.85
2017-03-27,24.75
2017-03-28,25.299999
2017-03-29,25.4
2017-03-30,25.25
2017-03-31,25.4
2017-04-03,25.4
2017-04-04,25.35
2017-04-05,25.549999
2017-04-06,25.85
2017-04-07,26.200001
2017-04-10,26.1
2017-04-11,26.6
2017-04-12,26.4
2017-04-13,25.549999
2017-04-17,26.049999
2017-04-18,26.75
2017-04-19,26.799999
2017-04-20,26.9
2017-04-21,26.9
2017-04-24,27.049999
2017-04-25,26.950001
2017-04-26,27.700001
2017-04-27,27.700001
2017-04-28,27.299999
2017-05-01,27.9
2017-05-02,27.1
2017-05-03,26.9
2017-05-04,26.9
2017-05-05,26.549999
2017-05-08,27.200001
2017-05-09,26.799999
2017-05-10,25.950001
2017-05-11,25.6
2017-05-12,25.65
2017-05-15,26.25
2017-05-16,26.25
2017-05-17,25.4
2017-05-18,25.85
2017-05-19,26.15
2017-05-22,26.1
2017-05-23,25.6
2017-05-24,25.6
2017-05-25,25.549999
2017-05-26,25.25
2017-05-30,25.25
2017-05-31,24.9
2017-06-01,25.35
2017-06-02,25.6
2017-06-05,25.0
2017-06-06,24.75
2017-06-07,24.85
2017-06-08,25.15
2017-06-09,25.200001
2017-06-12,25.25
2017-06-13,25.5
2017-06-14,25.4
2017-06-15,25.450001
2017-06-16,24.75
2017-06-19,25.200001
2017-06-20,25.0
2017-06-21,24.450001
2017-06-22,24.450001
2017-06-23,24.35
2017-06-26,24.5
2017-06-27,24.4
2017-06-28,24.700001
2017-06-29,24.4
2017-06-30,24.799999
2017-07-03,25.1
2017-07-05,25.549999
2017-07-06,24.9
2017-07-07,25.450001
2017-07-10,25.700001
2017-07-11,25.35
2017-07-12,25.85
2017-07-13,25.700001
2017-07-14,25.75
2017-07-17,25.85
2017-07-18,25.6
2017-07-19,25.700001
2017-07-20,25.700001
2017-07-21,25.9
2017-07-24,25.75
2017-07-25,26.1
2017-07-26,25.85
2017-07-27,25.6
2017-07-28,25.799999
2017-07-31,25.9
2017-08-01,26.049999
2017-08-02,26.1
2017-08-03,25.799999
2017-08-04,25.0
2017-08-07,24.15
2017-08-08,24.1
2017-08-09,23.950001
2017-08-10,23.049999
2017-08-11,23.0
2017-08-14,23.299999
2017-08-15,23.950001
2017-08-16,24.049999
2017-08-17,23.1
2017-08-18,22.299999
2017-08-21,22.4
2017-08-22,22.6
2017-08-23,22.5
2017-08-24,22.700001
2017-08-25,22.9
2017-08-28,22.549999
2017-08-29,22.299999
2017-08-30,21.950001
2017-08-31,22.549999
2017-09-01,22.450001
2017-09-05,22.15
2017-09-06,22.200001
2017-09-07,22.6
2017-09-08,22.799999
2017-09-11,23.35
2017-09-12,23.549999
2017-09-13,23.799999
2017-09-14,24.200001
2017-09-15,24.0
2017-09-18,24.0
2017-09-19,24.200001
2017-09-20,23.950001
2017-09-21,24.049999
2017-09-22,24.4
2017-09-25,24.35
2017-09-26,24.6
2017-09-27,24.65
2017-09-28,24.75
2017-09-29,24.700001
2017-10-02,25.4
2017-10-03,25.25
2017-10-04,25.200001
2017-10-05,25.5
2017-10-06,25.6
2017-10-09,25.200001
2017-10-10,25.5
2017-10-11,25.4
2017-10-12,25.5
2017-10-13,25.65
2017-10-16,25.85
2017-10-17,25.9
2017-10-18,26.4
2017-10-19,26.549999
2017-10-20,26.700001
2017-10-23,26.75
2017-10-24,27.1
2017-10-25,27.0
2017-10-26,27.049999
2017-10-27,27.35
2017-10-30,27.85
2017-10-31,28.549999
2017-11-01,29.0
2017-11-02,27.700001
2017-11-03,29.450001
2017-11-06,29.6
2017-11-07,28.549999
2017-11-08,28.799999
2017-11-09,28.450001
2017-11-10,28.5
2017-11-13,28.4
2017-11-14,29.799999
2017-11-15,29.25
2017-11-16,28.700001
2017-11-17,29.35
2017-11-20,29.4
2017-11-21,29.700001
2017-11-22,30.049999
2017-11-24,30.5
2017-11-27,30.200001
2017-11-28,30.65
2017-11-29,31.25
2017-11-30,31.35
2017-12-01,30.65
2017-12-04,30.5
2017-12-05,30.25
2017-12-06,29.75
2017-12-07,29.85
2017-12-08,29.85
2017-12-11,30.0
2017-12-12,29.5
2017-12-13,29.65
2017-12-14,29.549999
2017-12-15,29.549999
2017-12-18,29.950001
2017-12-19,29.75
2017-12-20,30.049999
2017-12-21,30.200001
2017-12-22,30.15
2017-12-26,30.85
2017-12-27,30.799999
2017-12-28,31.1
2017-12-29,31.1
2018-01-02,31.9
2018-01-03,33.650002
2018-01-04,34.049999
2018-01-05,34.450001
2018-01-08,35.5
2018-01-09,35.099998
2018-01-10,34.25
2018-01-11,34.900002
2018-01-12,34.900002
2018-01-16,33.849998
2018-01-17,34.799999
2018-01-18,34.299999
2018-01-19,34.900002
2018-01-22,34.400002
2018-01-23,34.700001
2018-01-24,34.400002
2018-01-25,33.650002
2018-01-26,33.349998
2018-01-29,32.0
2018-01-30,31.85
2018-01-31,31.6
2018-02-01,32.0
2018-02-02,31.200001
2018-02-05,29.9
2018-02-06,30.950001
2018-02-07,30.5
2018-02-08,28.65
2018-02-09,28.6
2018-02-12,28.950001
2018-02-13,29.299999
2018-02-14,31.4
2018-02-15,31.9
2018-02-16,32.5
2018-02-20,32.200001
2018-02-21,31.950001
2018-02-22,32.0
2018-02-23,31.299999
2018-02-26,31.799999
2018-02-27,31.15
2018-02-28,29.75
2018-03-01,29.799999
2018-03-02,30.35
2018-03-05,30.4
2018-03-06,30.299999
2018-03-07,30.799999
2018-03-08,30.200001
2018-03-09,30.75
2018-03-12,31.049999
2018-03-13,31.35
2018-03-14,30.799999
2018-03-15,30.200001
2018-03-16,30.4
2018-03-19,30.450001
2018-03-20,30.200001
2018-03-21,30.9
2018-03-22,30.25
2018-03-23,30.15
2018-03-26,30.6
2018-03-27,29.9
2018-03-28,29.5
2018-03-29,29.950001
2018-04-02,29.049999
2018-04-03,29.85
2018-04-04,31.75
2018-04-05,32.400002
2018-04-06,31.15
2018-04-09,30.049999
2018-04-10,29.65
2018-04-11,29.700001
2018-04-12,29.5
2018-04-13,29.35
2018-04-16,29.9
2018-04-17,30.5
2018-04-18,30.950001
2018-04-19,30.15
2018-04-20,29.299999
2018-04-23,29.25
2018-04-24,29.6
2018-04-25,29.75
2018-04-26,30.9
2018-04-27,31.049999
2018-04-30,30.75
2018-05-01,31.15
2018-05-02,30.0
2018-05-03,29.6
2018-05-04,30.25
2018-05-07,30.75
2018-05-08,31.950001
2018-05-09,30.549999
2018-05-10,30.25
2018-05-11,30.700001
2018-05-14,30.4
2018-05-15,29.35
2018-05-16,30.0
2018-05-17,30.299999
2018-05-18,30.85
2018-05-21,31.1
2018-05-22,30.4
2018-05-23,30.700001
2018-05-24,30.5
2018-05-25,30.65
2018-05-29,30.85
2018-05-30,30.25
2018-05-31,30.1
2018-06-01,29.799999
2018-06-04,29.799999
2018-06-05,29.6
2018-06-06,29.799999
2018-06-07,29.950001
2018-06-08,31.549999
2018-06-11,31.049999
2018-06-12,31.799999
2018-06-13,30.799999
2018-06-14,33.700001
2018-06-15,34.200001
2018-06-18,33.349998
2018-06-19,32.5
2018-06-20,31.9
2018-06-21,31.549999
2018-06-22,31.299999
2018-06-25,30.9
2018-06-26,31.65
2018-06-27,31.049999
2018-06-28,31.15
2018-06-29,31.549999
2018-07-02,31.35
2018-07-03,31.450001
2018-07-05,31.85
2018-07-06,32.0
2018-07-09,32.049999
2018-07-10,31.9
2018-07-11,31.75
2018-07-12,31.950001
2018-07-13,31.9
2018-07-16,32.450001
2018-07-17,33.200001
2018-07-18,33.299999
2018-07-19,33.549999
2018-07-20,33.0
2018-07-23,32.400002
2018-07-24,31.950001
2018-07-25,31.1
2018-07-26,31.450001
2018-07-27,29.950001
2018-07-30,29.65
2018-07-31,30.5
2018-08-01,30.9
2018-08-02,31.15
2018-08-03,30.6
2018-08-06,29.5
2018-08-07,29.299999
2018-08-08,30.35
2018-08-09,31.1
2018-08-10,30.799999
2018-08-13,29.450001
2018-08-14,29.549999
2018-08-15,29.35
2018-08-16,29.25
2018-08-17,29.15
2018-08-20,29.25
2018-08-21,30.0
2018-08-22,29.299999
2018-08-23,29.1
2018-08-24,29.25
2018-08-27,29.6
2018-08-28,29.299999
2018-08-29,29.35
2018-08-30,28.9
2018-08-31,29.25
2018-09-04,29.65
2018-09-05,28.950001
2018-09-06,28.75
2018-09-07,28.049999
2018-09-10,27.950001
2018-09-11,28.700001
2018-09-12,28.75
2018-09-13,28.700001
2018-09-14,29.15
2018-09-17,28.950001
2018-09-18,28.9
2018-09-19,28.700001
2018-09-20,28.25
2018-09-21,27.4
2018-09-24,26.950001
2018-09-25,26.65
2018-09-26,26.450001
2018-09-27,26.1
2018-09-28,26.25
2018-10-01,25.99
2018-10-02,26.18
2018-10-03,25.9
2018-10-04,24.950001
2018-10-05,24.92
2018-10-08,25.040001
2018-10-09,24.530001000000002
2018-10-10,23.620001000000002
2018-10-11,23.540001
2018-10-12,23.450001
2018-10-15,23.299999
2018-10-16,23.9
2018-10-17,23.23
2018-10-18,22.41
2018-10-19,21.48
2018-10-22,20.75
2018-10-23,21.26
2018-10-24,20.66
2018-10-25,21.75
2018-10-26,22.280001000000002
2018-10-29,20.639999
2018-10-30,21.309998999999998
2018-10-31,21.219998999999998
2018-11-01,21.68
2018-11-02,21.34
2018-11-05,21.77
2018-11-06,21.52
2018-11-07,22.139999
2018-11-08,21.129998999999998
2018-11-09,20.620001000000002
2018-11-12,20.17
2018-11-13,20.26
2018-11-14,20.4
2018-11-15,19.809998999999998
2018-11-16,20.18
2018-11-19,20.139999
2018-11-20,19.66
2018-11-21,20.33
2018-11-23,20.73
2018-11-26,20.34
2018-11-27,20.23
2018-11-28,20.66
2018-11-29,20.559998999999998
2018-11-30,20.57
2018-12-03,20.57
2018-12-04,19.43
2018-12-06,19.83
2018-12-07,19.75
2018-12-10,18.83
2018-12-11,18.85
2018-12-12,18.969998999999998
2018-12-13,18.799999
2018-12-14,18.389999
2018-12-17,17.799999
2018-12-18,18.139999
2018-12-19,18.01
2018-12-20,17.280001000000002
2018-12-21,16.77
2018-12-24,16.67
2018-12-26,17.43
2018-12-27,17.1
2018-12-28,17.33
2018-12-31,17.26
2019-01-02,17.940001000000002
2019-01-03,17.959999
2019-01-04,19.139999
2019-01-07,20.129998999999998
2019-01-08,20.969998999999998
2019-01-09,21.879998999999998
2019-01-10,21.790001
2019-01-11,21.870001000000002
2019-01-14,21.639999
2019-01-15,21.5
2019-01-16,21.43
2019-01-17,21.25
2019-01-18,20.879998999999998
2019-01-22,20.540001
2019-01-23,20.57
2019-01-24,21.24
2019-01-25,21.620001000000002
2019-01-28,21.780001000000002
2019-01-29,22.25
2019-01-30,22.42
2019-01-31,23.459999
2019-02-01,23.57
2019-02-04,23.41
2019-02-05,23.9
2019-02-06,23.690001000000002
2019-02-07,23.9
2019-02-08,22.93
2019-02-11,22.98
2019-02-12,24.6
2019-02-13,24.200001
2019-02-14,23.25
2019-02-15,23.67
2019-02-19,23.84
2019-02-20,23.700001
2019-02-21,23.85
2019-02-22,24.190001000000002
2019-02-25,23.93
2019-02-26,23.66
2019-02-27,23.43
2019-02-28,22.83
2019-03-01,22.74
2019-03-04,23.35
2019-03-05,22.66
2019-03-06,22.49
2019-03-07,23.780001000000002
