Date,FAF
2015-02-24,35.110001000000004
2015-02-25,35.18
2015-02-26,35.330002
2015-02-27,35.029999
2015-03-02,35.119999
2015-03-03,35.009997999999996
2015-03-04,34.470001
2015-03-05,34.009997999999996
2015-03-06,33.139998999999996
2015-03-09,33.18
2015-03-10,33.060001
2015-03-11,34.080002
2015-03-12,35.369999
2015-03-13,35.299999
2015-03-16,35.599998
2015-03-17,35.529999
2015-03-18,35.5
2015-03-19,35.279999
2015-03-20,35.380001
2015-03-23,35.529999
2015-03-24,35.419998
2015-03-25,35.02
2015-03-26,34.869999
2015-03-27,34.990002000000004
2015-03-30,35.82
2015-03-31,35.68
2015-04-01,35.779999
2015-04-02,36.060001
2015-04-06,36.16
2015-04-07,35.860001000000004
2015-04-08,36.139998999999996
2015-04-09,35.709998999999996
2015-04-10,35.860001000000004
2015-04-13,36.189999
2015-04-14,36.009997999999996
2015-04-15,36.02
2015-04-16,35.880001
2015-04-17,35.68
2015-04-20,36.23
2015-04-21,36.169998
2015-04-22,36.740002000000004
2015-04-23,37.07
2015-04-24,37.830002
2015-04-27,37.119999
2015-04-28,37.139998999999996
2015-04-29,36.509997999999996
2015-04-30,34.790001000000004
2015-05-01,34.950001
2015-05-04,34.849998
2015-05-05,34.66
2015-05-06,34.860001000000004
2015-05-07,34.830002
2015-05-08,35.52
2015-05-11,35.98
2015-05-12,35.509997999999996
2015-05-13,35.07
2015-05-14,35.509997999999996
2015-05-15,35.630001
2015-05-18,36.139998999999996
2015-05-19,36.59
2015-05-20,36.689999
2015-05-21,36.25
2015-05-22,36.029999
2015-05-26,35.369999
2015-05-27,35.73
2015-05-28,35.75
2015-05-29,35.709998999999996
2015-06-01,35.650002
2015-06-02,35.360001000000004
2015-06-03,36.169998
2015-06-04,35.349998
2015-06-05,35.279999
2015-06-08,35.02
2015-06-09,34.68
2015-06-10,34.91
2015-06-11,35.389998999999996
2015-06-12,35.189999
2015-06-15,34.75
2015-06-16,35.189999
2015-06-17,35.290001000000004
2015-06-18,35.860001000000004
2015-06-19,35.970001
2015-06-22,36.150002
2015-06-23,36.349998
2015-06-24,36.09
2015-06-25,36.299999
2015-06-26,37.040001000000004
2015-06-29,36.720001
2015-06-30,37.209998999999996
2015-07-01,37.560001
2015-07-02,37.529999
2015-07-06,38.029999
2015-07-07,38.470001
2015-07-08,38.139998999999996
2015-07-09,38.119999
2015-07-10,39.529999
2015-07-13,38.650002
2015-07-14,38.48
2015-07-15,38.57
2015-07-16,38.110001000000004
2015-07-17,38.07
2015-07-20,38.130001
2015-07-21,38.189999
2015-07-22,38.529999
2015-07-23,39.470001
2015-07-24,40.279999
2015-07-27,39.66
2015-07-28,39.52
2015-07-29,39.740002000000004
2015-07-30,40.77
2015-07-31,40.580002
2015-08-03,40.98
2015-08-04,41.330002
2015-08-05,41.41
2015-08-06,40.619999
2015-08-07,40.169998
2015-08-10,40.400002
2015-08-11,40.650002
2015-08-12,40.360001000000004
2015-08-13,40.509997999999996
2015-08-14,41.630001
2015-08-17,42.360001000000004
2015-08-18,42.0
2015-08-19,41.720001
2015-08-20,40.919998
2015-08-21,40.700001
2015-08-24,39.169998
2015-08-25,38.91
2015-08-26,39.27
2015-08-27,39.099998
2015-08-28,38.82
2015-08-31,38.860001000000004
2015-09-01,37.860001000000004
2015-09-02,38.619999
2015-09-03,38.509997999999996
2015-09-04,38.279999
2015-09-08,39.080002
2015-09-09,38.779999
2015-09-10,38.689999
2015-09-11,39.240002000000004
2015-09-14,39.57
2015-09-15,39.540001000000004
2015-09-16,39.849998
2015-09-17,40.380001
2015-09-18,40.029999
2015-09-21,40.09
2015-09-22,39.830002
2015-09-23,39.950001
2015-09-24,39.799999
2015-09-25,39.360001000000004
2015-09-28,38.650002
2015-09-29,38.07
2015-09-30,39.07
2015-10-01,38.740002000000004
2015-10-02,39.009997999999996
2015-10-05,39.540001000000004
2015-10-06,39.220001
2015-10-07,39.98
2015-10-08,40.5
2015-10-09,40.400002
2015-10-12,40.549999
2015-10-13,40.330002
2015-10-14,39.549999
2015-10-15,40.540001000000004
2015-10-16,40.41
2015-10-19,40.369999
2015-10-20,39.889998999999996
2015-10-21,39.459998999999996
2015-10-22,38.48
2015-10-23,39.380001
2015-10-26,39.290001000000004
2015-10-27,38.84
2015-10-28,39.52
2015-10-29,38.779999
2015-10-30,38.130001
2015-11-02,38.900002
2015-11-03,38.66
2015-11-04,38.32
2015-11-05,38.709998999999996
2015-11-06,38.099998
2015-11-09,37.889998999999996
2015-11-10,38.349998
2015-11-11,38.09
2015-11-12,37.43
2015-11-13,37.279999
2015-11-16,37.169998
2015-11-17,36.790001000000004
2015-11-18,37.959998999999996
2015-11-19,38.169998
2015-11-20,38.189999
2015-11-23,38.84
2015-11-24,39.080002
2015-11-25,39.16
2015-11-27,39.509997999999996
2015-11-30,39.439999
2015-12-01,39.830002
2015-12-02,39.23
2015-12-03,37.98
2015-12-04,38.580002
2015-12-07,38.349998
2015-12-08,38.639998999999996
2015-12-09,37.16
2015-12-10,37.0
2015-12-11,36.25
2015-12-14,35.740002000000004
2015-12-15,35.509997999999996
2015-12-16,35.650002
2015-12-17,35.18
2015-12-18,34.720001
2015-12-21,35.290001000000004
2015-12-22,35.93
2015-12-23,35.98
2015-12-24,36.119999
2015-12-28,36.209998999999996
2015-12-29,36.529999
2015-12-30,36.32
2015-12-31,35.900002
2016-01-04,35.119999
2016-01-05,35.389998999999996
2016-01-06,35.259997999999996
2016-01-07,34.799999
2016-01-08,33.84
2016-01-11,34.720001
2016-01-12,34.869999
2016-01-13,32.439999
2016-01-14,33.700001
2016-01-15,33.07
2016-01-19,33.189999
2016-01-20,32.639998999999996
2016-01-21,33.240002000000004
2016-01-22,33.880001
2016-01-25,33.07
2016-01-26,33.209998999999996
2016-01-27,33.029999
2016-01-28,33.560001
2016-01-29,34.369999
2016-02-01,34.639998999999996
2016-02-02,34.169998
2016-02-03,34.950001
2016-02-04,34.349998
2016-02-05,33.43
2016-02-08,32.75
2016-02-09,32.669998
2016-02-10,32.82
2016-02-11,34.950001
2016-02-12,36.049999
2016-02-16,36.57
2016-02-17,36.400002
2016-02-18,37.759997999999996
2016-02-19,37.169998
2016-02-22,37.290001000000004
2016-02-23,36.990002000000004
2016-02-24,37.0
2016-02-25,37.84
2016-02-26,37.32
2016-02-29,37.029999
2016-03-01,37.650002
2016-03-02,37.84
2016-03-03,38.16
2016-03-04,37.580002
2016-03-07,37.130001
2016-03-08,36.52
2016-03-09,36.16
2016-03-10,36.369999
2016-03-11,37.07
2016-03-14,36.5
2016-03-15,36.25
2016-03-16,36.560001
2016-03-17,37.099998
2016-03-18,37.169998
2016-03-21,37.52
2016-03-22,37.080002
2016-03-23,36.650002
2016-03-24,36.689999
2016-03-28,36.759997999999996
2016-03-29,37.68
2016-03-30,38.099998
2016-03-31,38.110001000000004
2016-04-01,38.119999
2016-04-04,37.73
2016-04-05,36.619999
2016-04-06,36.540001000000004
2016-04-07,36.610001000000004
2016-04-08,36.32
2016-04-11,35.43
2016-04-12,35.369999
2016-04-13,36.0
2016-04-14,36.330002
2016-04-15,36.459998999999996
2016-04-18,36.580002
2016-04-19,36.150002
2016-04-20,36.240002000000004
2016-04-21,35.59
2016-04-22,35.93
2016-04-25,36.130001
2016-04-26,36.34
2016-04-27,36.68
2016-04-28,36.209998999999996
2016-04-29,36.02
2016-05-02,36.700001
2016-05-03,36.66
2016-05-04,36.59
2016-05-05,36.57
2016-05-06,36.610001000000004
2016-05-09,36.990002000000004
2016-05-10,37.25
2016-05-11,36.720001
2016-05-12,37.34
2016-05-13,37.169998
2016-05-16,37.200001
2016-05-17,36.549999
2016-05-18,37.150002
2016-05-19,36.759997999999996
2016-05-20,37.389998999999996
2016-05-23,37.310001
2016-05-24,38.07
2016-05-25,37.700001
2016-05-26,37.93
2016-05-27,38.139998999999996
2016-05-31,38.240002000000004
2016-06-01,38.360001000000004
2016-06-02,38.5
2016-06-03,38.130001
2016-06-06,37.950001
2016-06-07,37.900002
2016-06-08,37.619999
2016-06-09,37.84
2016-06-10,37.439999
2016-06-13,37.43
2016-06-14,37.57
2016-06-15,37.630001
2016-06-16,38.540001000000004
2016-06-17,38.580002
2016-06-20,38.650002
2016-06-21,38.41
2016-06-22,38.09
2016-06-23,39.139998999999996
2016-06-24,38.860001000000004
2016-06-27,37.889998999999996
2016-06-28,38.869999
2016-06-29,39.27
2016-06-30,40.220001
2016-07-01,40.5
2016-07-05,40.360001000000004
2016-07-06,40.5
2016-07-07,40.889998999999996
2016-07-08,41.650002
2016-07-11,41.330002
2016-07-12,41.68
2016-07-13,41.689999
2016-07-14,41.549999
2016-07-15,41.450001
2016-07-18,41.27
2016-07-19,41.27
2016-07-20,41.549999
2016-07-21,41.720001
2016-07-22,42.439999
2016-07-25,42.110001000000004
2016-07-26,41.810001
2016-07-27,41.779999
2016-07-28,41.740002000000004
2016-07-29,41.810001
2016-08-01,41.639998999999996
2016-08-02,40.970001
2016-08-03,40.889998999999996
2016-08-04,40.869999
2016-08-05,40.68
2016-08-08,40.830002
2016-08-09,40.73
2016-08-10,41.040001000000004
2016-08-11,40.740002000000004
2016-08-12,40.93
2016-08-15,41.16
2016-08-16,40.810001
2016-08-17,41.709998999999996
2016-08-18,42.669998
2016-08-19,42.360001000000004
2016-08-22,42.650002
2016-08-23,42.580002
2016-08-24,42.599998
2016-08-25,42.860001000000004
2016-08-26,42.849998
2016-08-29,43.279999
2016-08-30,43.349998
2016-08-31,43.09
2016-09-01,42.869999
2016-09-02,42.970001
2016-09-06,42.73
2016-09-07,42.619999
2016-09-08,42.75
2016-09-09,41.439999
2016-09-12,41.830002
2016-09-13,41.169998
2016-09-14,41.209998999999996
2016-09-15,41.59
2016-09-16,40.48
2016-09-19,40.939999
2016-09-20,40.650002
2016-09-21,41.02
2016-09-22,41.330002
2016-09-23,40.48
2016-09-26,39.91
2016-09-27,39.959998999999996
2016-09-28,40.240002000000004
2016-09-29,39.459998999999996
2016-09-30,39.279999
2016-10-03,38.950001
2016-10-04,39.150002
2016-10-05,39.509997999999996
2016-10-06,39.200001
2016-10-07,39.34
2016-10-10,39.290001000000004
2016-10-11,39.43
2016-10-12,40.25
2016-10-13,40.400002
2016-10-14,40.639998999999996
2016-10-17,40.540001000000004
2016-10-18,40.57
2016-10-19,40.41
2016-10-20,39.73
2016-10-21,39.060001
2016-10-24,39.34
2016-10-25,39.619999
2016-10-26,38.799999
2016-10-27,38.34
2016-10-28,38.580002
2016-10-31,39.060001
2016-11-01,38.849998
2016-11-02,38.5
2016-11-03,37.779999
2016-11-04,38.060001
2016-11-07,38.560001
2016-11-08,39.080002
2016-11-09,39.07
2016-11-10,38.169998
2016-11-11,38.450001
2016-11-14,37.84
2016-11-15,37.91
2016-11-16,37.849998
2016-11-17,38.279999
2016-11-18,38.540001000000004
2016-11-21,38.509997999999996
2016-11-22,39.110001000000004
2016-11-23,39.029999
2016-11-25,39.220001
2016-11-28,39.43
2016-11-29,39.610001000000004
2016-11-30,37.740002000000004
2016-12-01,35.810001
2016-12-02,36.240002000000004
2016-12-05,35.889998999999996
2016-12-06,36.389998999999996
2016-12-07,36.43
2016-12-08,37.450001
2016-12-09,36.650002
2016-12-12,37.200001
2016-12-13,37.549999
2016-12-14,37.110001000000004
2016-12-15,36.849998
2016-12-16,37.299999
2016-12-19,36.990002000000004
2016-12-20,37.799999
2016-12-21,37.630001
2016-12-22,37.490002000000004
2016-12-23,37.189999
2016-12-27,37.049999
2016-12-28,36.939999
2016-12-29,36.799999
2016-12-30,36.630001
2017-01-03,37.18
2017-01-04,37.5
2017-01-05,37.400002
2017-01-06,37.5
2017-01-09,37.41
2017-01-10,37.34
2017-01-11,37.380001
2017-01-12,36.84
2017-01-13,36.830002
2017-01-17,36.93
2017-01-18,37.98
2017-01-19,37.66
2017-01-20,37.5
2017-01-23,37.290001000000004
2017-01-24,37.279999
2017-01-25,37.240002000000004
2017-01-26,37.25
2017-01-27,37.240002000000004
2017-01-30,37.380001
2017-01-31,37.580002
2017-02-01,37.360001000000004
2017-02-02,37.84
2017-02-03,38.400002
2017-02-06,38.509997999999996
2017-02-07,38.560001
2017-02-08,39.209998999999996
2017-02-09,39.119999
2017-02-10,39.099998
2017-02-13,38.91
2017-02-14,39.25
2017-02-15,38.970001
2017-02-16,38.950001
2017-02-17,39.009997999999996
2017-02-21,39.259997999999996
2017-02-22,39.43
2017-02-23,39.790001000000004
2017-02-24,39.669998
2017-02-27,39.209998999999996
2017-02-28,39.07
2017-03-01,38.970001
2017-03-02,38.720001
2017-03-03,38.290001000000004
2017-03-06,38.16
2017-03-07,38.029999
2017-03-08,37.66
2017-03-09,37.580002
2017-03-10,37.889998999999996
2017-03-13,37.700001
2017-03-14,37.689999
2017-03-15,38.5
2017-03-16,38.529999
2017-03-17,38.66
2017-03-20,38.790001000000004
2017-03-21,38.549999
2017-03-22,38.549999
2017-03-23,38.650002
2017-03-24,38.490002000000004
2017-03-27,38.970001
2017-03-28,39.049999
2017-03-29,38.869999
2017-03-30,39.139998999999996
2017-03-31,39.279999
2017-04-03,38.450001
2017-04-04,38.66
2017-04-05,38.130001
2017-04-06,38.009997999999996
2017-04-07,38.16
2017-04-10,38.41
2017-04-11,38.799999
2017-04-12,38.470001
2017-04-13,38.290001000000004
2017-04-17,38.939999
2017-04-18,39.279999
2017-04-19,39.119999
2017-04-20,39.310001
2017-04-21,39.52
2017-04-24,39.880001
2017-04-25,40.470001
2017-04-26,40.77
2017-04-27,43.189999
2017-04-28,43.41
2017-05-01,42.82
2017-05-02,42.5
2017-05-03,42.799999
2017-05-04,42.810001
2017-05-05,43.25
2017-05-08,42.57
2017-05-09,41.779999
2017-05-10,42.099998
2017-05-11,42.060001
2017-05-12,41.66
2017-05-15,42.18
2017-05-16,42.68
2017-05-17,42.860001000000004
2017-05-18,42.880001
2017-05-19,42.400002
2017-05-22,42.919998
2017-05-23,43.240002000000004
2017-05-24,43.279999
2017-05-25,43.27
2017-05-26,43.099998
2017-05-30,42.959998999999996
2017-05-31,43.52
2017-06-01,43.490002000000004
2017-06-02,44.110001000000004
2017-06-05,43.73
2017-06-06,43.150002
2017-06-07,43.490002000000004
2017-06-08,43.790001000000004
2017-06-09,43.450001
2017-06-12,43.25
2017-06-13,43.439999
2017-06-14,44.139998999999996
2017-06-15,44.419998
2017-06-16,44.59
2017-06-19,44.919998
2017-06-20,44.740002000000004
2017-06-21,44.709998999999996
2017-06-22,45.060001
2017-06-23,45.43
2017-06-26,45.34
2017-06-27,45.220001
2017-06-28,44.98
2017-06-29,44.740002000000004
2017-06-30,44.689999
2017-07-03,44.73
2017-07-05,44.52
2017-07-06,44.110001000000004
2017-07-07,44.720001
2017-07-10,44.450001
2017-07-11,44.639998999999996
2017-07-12,45.220001
2017-07-13,45.27
2017-07-14,45.380001
2017-07-17,45.459998999999996
2017-07-18,45.540001000000004
2017-07-19,45.779999
2017-07-20,45.759997999999996
2017-07-21,46.080002
2017-07-24,46.259997999999996
2017-07-25,46.619999
2017-07-26,46.349998
2017-07-27,48.259997999999996
2017-07-28,48.959998999999996
2017-07-31,48.41
2017-08-01,48.52
2017-08-02,48.43
2017-08-03,48.759997999999996
2017-08-04,48.709998999999996
2017-08-07,48.349998
2017-08-08,48.41
2017-08-09,47.939999
2017-08-10,47.860001000000004
2017-08-11,47.73
2017-08-14,48.290001000000004
2017-08-15,48.540001000000004
2017-08-16,49.040001000000004
2017-08-17,48.369999
2017-08-18,48.150002
2017-08-21,48.299999
2017-08-22,48.549999
2017-08-23,48.560001
2017-08-24,48.240002000000004
2017-08-25,48.490002000000004
2017-08-28,48.389998999999996
2017-08-29,48.529999
2017-08-30,48.66
2017-08-31,49.060001
2017-09-01,48.919998
2017-09-05,47.66
2017-09-06,47.43
2017-09-07,47.080002
2017-09-08,48.16
2017-09-11,48.549999
2017-09-12,49.419998
2017-09-13,49.25
2017-09-14,48.759997999999996
2017-09-15,49.07
2017-09-18,49.25
2017-09-19,49.299999
2017-09-20,49.259997999999996
2017-09-21,48.84
2017-09-22,49.189999
2017-09-25,49.27
2017-09-26,49.150002
2017-09-27,49.09
2017-09-28,49.68
2017-09-29,49.970001
2017-10-02,50.400002
2017-10-03,50.869999
2017-10-04,50.240002000000004
2017-10-05,49.93
2017-10-06,49.950001
2017-10-09,49.639998999999996
2017-10-10,50.419998
2017-10-11,50.27
2017-10-12,50.09
2017-10-13,50.099998
2017-10-16,50.689999
2017-10-17,49.939999
2017-10-18,50.369999
2017-10-19,50.650002
2017-10-20,50.450001
2017-10-23,50.639998999999996
2017-10-24,50.959998999999996
2017-10-25,51.060001
2017-10-26,52.310001
2017-10-27,53.360001000000004
2017-10-30,53.169998
2017-10-31,54.419998
2017-11-01,54.509997999999996
2017-11-02,54.25
2017-11-03,54.68
2017-11-06,55.66
2017-11-07,55.369999
2017-11-08,54.75
2017-11-09,54.849998
2017-11-10,54.25
2017-11-13,53.959998999999996
2017-11-14,54.68
2017-11-15,54.330002
2017-11-16,54.779999
2017-11-17,54.459998999999996
2017-11-20,54.619999
2017-11-21,55.099998
2017-11-22,54.599998
2017-11-24,55.049999
2017-11-27,55.009997999999996
2017-11-28,55.290001000000004
2017-11-29,54.860001000000004
2017-11-30,55.59
2017-12-01,55.52
2017-12-04,55.279999
2017-12-05,55.299999
2017-12-06,55.16
2017-12-07,55.57
2017-12-08,56.040001000000004
2017-12-11,56.540001000000004
2017-12-12,56.110001000000004
2017-12-13,55.57
2017-12-14,55.77
2017-12-15,55.900002
2017-12-18,56.759997999999996
2017-12-19,57.02
2017-12-20,56.509997999999996
2017-12-21,56.080002
2017-12-22,56.549999
2017-12-26,56.369999
2017-12-27,56.360001000000004
2017-12-28,56.279999
2017-12-29,56.040001000000004
2018-01-02,55.860001000000004
2018-01-03,56.619999
2018-01-04,57.549999
2018-01-05,58.77
2018-01-08,60.389998999999996
2018-01-09,59.630001
2018-01-10,59.32
2018-01-11,59.509997999999996
2018-01-12,59.43
2018-01-16,59.669998
2018-01-17,61.16
2018-01-18,61.25
2018-01-19,61.799999
2018-01-22,61.91
2018-01-23,61.689999
2018-01-24,61.009997999999996
2018-01-25,61.889998999999996
2018-01-26,62.09
2018-01-29,59.990002000000004
2018-01-30,59.439999
2018-01-31,59.07
2018-02-01,58.919998
2018-02-02,58.130001
2018-02-05,56.610001000000004
2018-02-06,56.43
2018-02-07,56.970001
2018-02-08,55.040001000000004
2018-02-09,54.32
2018-02-12,56.169998
2018-02-13,57.040001000000004
2018-02-14,57.84
2018-02-15,57.799999
2018-02-16,56.880001
2018-02-20,56.57
2018-02-21,57.130001
2018-02-22,56.970001
2018-02-23,58.07
2018-02-26,58.709998999999996
2018-02-27,58.790001000000004
2018-02-28,58.029999
2018-03-01,56.48
2018-03-02,57.009997999999996
2018-03-05,57.200001
2018-03-06,57.32
2018-03-07,57.720001
2018-03-08,57.75
2018-03-09,59.060001
2018-03-12,58.779999
2018-03-13,59.610001000000004
2018-03-14,59.150002
2018-03-15,58.599998
2018-03-16,59.459998999999996
2018-03-19,60.32
2018-03-20,60.630001
2018-03-21,60.200001
2018-03-22,59.119999
2018-03-23,57.799999
2018-03-26,58.900002
2018-03-27,58.23
2018-03-28,58.110001000000004
2018-03-29,58.68
2018-04-02,57.16
2018-04-03,57.959998999999996
2018-04-04,58.189999
2018-04-05,57.75
2018-04-06,56.439999
2018-04-09,55.509997999999996
2018-04-10,55.919998
2018-04-11,55.360001000000004
2018-04-12,55.470001
2018-04-13,54.75
2018-04-16,54.860001000000004
2018-04-17,55.279999
2018-04-18,54.619999
2018-04-19,54.369999
2018-04-20,54.57
2018-04-23,54.259997999999996
2018-04-24,54.389998999999996
2018-04-25,54.630001
2018-04-26,52.23
2018-04-27,51.509997999999996
2018-04-30,51.110001000000004
2018-05-01,51.880001
2018-05-02,51.200001
2018-05-03,52.130001
2018-05-04,52.459998999999996
2018-05-07,52.639998999999996
2018-05-08,53.0
2018-05-09,53.189999
2018-05-10,53.619999
2018-05-11,54.029999
2018-05-14,54.049999
2018-05-15,53.169998
2018-05-16,53.189999
2018-05-17,53.59
2018-05-18,53.93
2018-05-21,54.669998
2018-05-22,54.52
2018-05-23,54.27
2018-05-24,54.540001000000004
2018-05-25,54.09
2018-05-29,53.700001
2018-05-30,53.84
2018-05-31,52.080002
2018-06-01,51.950001
2018-06-04,51.82
2018-06-05,51.68
2018-06-06,51.810001
2018-06-07,52.130001
2018-06-08,52.57
2018-06-11,52.490002000000004
2018-06-12,52.07
2018-06-13,52.029999
2018-06-14,51.900002
2018-06-15,51.869999
2018-06-18,51.900002
2018-06-19,51.639998999999996
2018-06-20,50.380001
2018-06-21,50.330002
2018-06-22,50.599998
2018-06-25,49.75
2018-06-26,50.619999
2018-06-27,50.529999
2018-06-28,51.299999
2018-06-29,51.720001
2018-07-02,50.77
2018-07-03,50.5
2018-07-05,51.049999
2018-07-06,51.290001000000004
2018-07-09,51.75
2018-07-10,52.07
2018-07-11,51.970001
2018-07-12,51.68
2018-07-13,51.830002
2018-07-16,51.889998999999996
2018-07-17,52.169998
2018-07-18,53.439999
2018-07-19,53.580002
2018-07-20,54.48
2018-07-23,53.98
2018-07-24,54.099998
2018-07-25,54.459998999999996
2018-07-26,56.02
2018-07-27,56.220001
2018-07-30,55.470001
2018-07-31,56.0
2018-08-01,56.259997999999996
2018-08-02,56.669998
2018-08-03,57.029999
2018-08-06,57.400002
2018-08-07,57.310001
2018-08-08,57.009997999999996
2018-08-09,56.91
2018-08-10,56.84
2018-08-13,56.459998999999996
2018-08-14,56.439999
2018-08-15,55.5
2018-08-16,55.509997999999996
2018-08-17,55.950001
2018-08-20,56.209998999999996
2018-08-21,57.240002000000004
2018-08-22,57.330002
2018-08-23,56.209998999999996
2018-08-24,56.57
2018-08-27,56.75
2018-08-28,56.459998999999996
2018-08-29,56.82
2018-08-30,56.279999
2018-08-31,56.860001000000004
2018-09-04,57.09
2018-09-05,57.419998
2018-09-06,57.580002
2018-09-07,56.630001
2018-09-10,56.540001000000004
2018-09-11,56.689999
2018-09-12,54.32
2018-09-13,54.810001
2018-09-14,54.610001000000004
2018-09-17,54.0
2018-09-18,53.84
2018-09-19,52.560001
2018-09-20,52.709998999999996
2018-09-21,52.639998999999996
2018-09-24,52.560001
2018-09-25,52.279999
2018-09-26,52.110001000000004
2018-09-27,51.279999
2018-09-28,51.59
2018-10-01,51.439999
2018-10-02,51.700001
2018-10-03,52.139998999999996
2018-10-04,51.68
2018-10-05,51.610001000000004
2018-10-08,51.630001
2018-10-09,52.099998
2018-10-10,51.099998
2018-10-11,45.990002000000004
2018-10-12,46.27
2018-10-15,47.0
2018-10-16,47.48
2018-10-17,47.75
2018-10-18,46.490002000000004
2018-10-19,46.0
2018-10-22,45.560001
2018-10-23,45.209998999999996
2018-10-24,43.18
2018-10-25,43.02
2018-10-26,43.700001
2018-10-29,44.330002
2018-10-30,44.759997999999996
2018-10-31,44.330002
2018-11-01,45.619999
2018-11-02,44.93
2018-11-05,44.830002
2018-11-06,45.470001
2018-11-07,46.580002
2018-11-08,46.580002
2018-11-09,46.560001
2018-11-12,45.41
2018-11-13,45.369999
2018-11-14,44.759997999999996
2018-11-15,45.189999
2018-11-16,45.59
2018-11-19,45.990002000000004
2018-11-20,45.759997999999996
2018-11-21,46.41
2018-11-23,46.529999
2018-11-26,48.07
2018-11-27,46.549999
2018-11-28,48.57
2018-11-29,48.240002000000004
2018-11-30,48.330002
2018-12-03,48.259997999999996
2018-12-04,46.77
2018-12-06,46.630001
2018-12-07,45.529999
2018-12-10,44.939999
2018-12-11,45.369999
2018-12-12,45.77
2018-12-13,46.040001000000004
2018-12-14,44.580002
2018-12-17,44.189999
2018-12-18,44.110001000000004
2018-12-19,44.009997999999996
2018-12-20,43.709998999999996
2018-12-21,43.689999
2018-12-24,42.549999
2018-12-26,44.869999
2018-12-27,45.34
2018-12-28,44.950001
2018-12-31,44.639998999999996
2019-01-02,44.119999
2019-01-03,44.259997999999996
2019-01-04,45.349998
2019-01-07,45.439999
2019-01-08,46.150002
2019-01-09,46.459998999999996
2019-01-10,47.580002
2019-01-11,47.07
2019-01-14,46.73
2019-01-15,46.82
2019-01-16,47.23
2019-01-17,47.439999
2019-01-18,47.709998999999996
2019-01-22,47.650002
2019-01-23,48.200001
2019-01-24,48.57
2019-01-25,48.98
2019-01-28,48.91
2019-01-29,48.900002
2019-01-30,49.529999
2019-01-31,50.080002
2019-02-01,50.669998
2019-02-04,50.57
2019-02-05,50.389998999999996
2019-02-06,50.459998999999996
2019-02-07,50.52
2019-02-08,50.880001
2019-02-11,51.169998
2019-02-12,51.700001
2019-02-13,51.959998999999996
2019-02-14,51.66
2019-02-15,51.110001000000004
2019-02-19,50.580002
2019-02-20,51.299999
2019-02-21,51.02
2019-02-22,51.610001000000004
2019-02-25,51.279999
2019-02-26,50.990002000000004
2019-02-27,50.84
2019-02-28,50.790001000000004
2019-03-01,50.669998
2019-03-04,50.490002000000004
2019-03-05,50.639998999999996
2019-03-06,50.509997999999996
2019-03-07,50.209998999999996
2019-03-08,50.25
2019-03-11,50.5
2019-03-12,50.41
2019-03-13,50.439999
2019-03-14,50.259997999999996
2019-03-15,50.049999
2019-03-18,50.18
2019-03-19,48.950001
2019-03-20,48.889998999999996
2019-03-21,49.580002
2019-03-22,50.209998999999996
2019-03-25,51.029999
2019-03-26,51.130001
2019-03-27,51.849998
2019-03-28,52.02
2019-03-29,51.5
2019-04-01,53.970001
2019-04-02,53.119999
2019-04-03,53.299999
2019-04-04,53.57
2019-04-05,53.740002000000004
2019-04-08,53.450001
2019-04-09,52.880001
2019-04-10,53.75
2019-04-11,54.27
2019-04-12,54.700001
2019-04-15,54.66
2019-04-16,55.720001
2019-04-17,55.599998
2019-04-18,55.549999
2019-04-22,55.41
2019-04-23,55.990002000000004
2019-04-24,56.189999
2019-04-25,57.549999
2019-04-26,57.880001
2019-04-29,56.32
2019-04-30,57.060001
2019-05-01,56.619999
2019-05-02,56.189999
2019-05-03,56.189999
2019-05-06,55.959998999999996
2019-05-07,55.139998999999996
2019-05-08,55.0
2019-05-09,54.98
2019-05-10,55.330002
2019-05-13,54.32
2019-05-14,54.369999
2019-05-15,55.400002
2019-05-16,55.18
2019-05-17,54.849998
2019-05-20,54.959998999999996
2019-05-21,55.380001
2019-05-22,55.599998
2019-05-23,54.880001
2019-05-24,55.259997999999996
2019-05-28,51.799999
2019-05-29,52.419998
2019-05-30,51.790001000000004
2019-05-31,51.650002
2019-06-03,52.790001000000004
2019-06-04,52.900002
2019-06-05,53.25
2019-06-06,52.970001
2019-06-07,52.75
2019-06-10,52.599998
2019-06-11,52.75
2019-06-12,52.740002000000004
2019-06-13,52.849998
2019-06-14,52.990002000000004
2019-06-17,52.720001
2019-06-18,53.110001000000004
2019-06-19,54.200001
2019-06-20,55.790001000000004
2019-06-21,55.5
2019-06-24,55.029999
2019-06-25,55.119999
2019-06-26,53.09
2019-06-27,53.619999
2019-06-28,53.700001
2019-07-01,54.25
2019-07-02,54.59
2019-07-03,55.139998999999996
2019-07-05,54.23
2019-07-08,54.75
2019-07-09,54.060001
2019-07-10,54.07
2019-07-11,53.939999
2019-07-12,54.779999
2019-07-15,55.0
2019-07-16,55.529999
2019-07-17,55.950001
2019-07-18,55.610001000000004
2019-07-19,55.150002
2019-07-22,55.0
2019-07-23,55.610001000000004
2019-07-24,55.860001000000004
2019-07-25,56.93
2019-07-26,57.82
2019-07-29,57.700001
2019-07-30,58.209998999999996
2019-07-31,57.82
2019-08-01,57.869999
2019-08-02,56.810001
2019-08-05,55.029999
2019-08-06,55.599998
2019-08-07,56.48
2019-08-08,57.77
2019-08-09,57.119999
2019-08-12,57.259997999999996
