Date,QRTEA
2006-05-10,16.45516
2006-05-11,15.972926999999999
2006-05-12,15.439932
2006-05-15,15.355329999999999
2006-05-16,15.651439000000002
2006-05-17,15.380710999999998
2006-05-18,15.245347
2006-05-19,15.372251
2006-05-22,15.262267000000001
2006-05-23,15.236887
2006-05-24,15.304568
2006-05-25,15.355329999999999
2006-05-26,15.372251
2006-05-30,15.203045999999999
2006-05-31,15.194586
2006-06-01,15.456853
2006-06-02,15.338409
2006-06-05,15.194586
2006-06-06,15.203045999999999
2006-06-07,15.203045999999999
2006-06-08,15.143823999999999
2006-06-09,15.084601999999999
2006-06-12,14.771574
2006-06-13,14.137054999999998
2006-06-14,14.213198
2006-06-15,14.2978
2006-06-16,14.390863000000001
2006-06-19,14.390863000000001
2006-06-20,14.509306
2006-06-21,14.661591
2006-06-22,14.585448000000001
2006-06-23,14.509306
2006-06-26,14.526226999999999
2006-06-27,14.526226999999999
2006-06-28,14.568528
2006-06-29,14.576988
2006-06-30,14.602369
2006-07-03,14.593907999999999
2006-07-05,14.576988
2006-07-06,14.568528
2006-07-07,14.576988
2006-07-10,14.526226999999999
2006-07-11,14.517767000000001
2006-07-12,14.357022
2006-07-13,14.263959
2006-07-14,13.866328
2006-07-17,13.730965
2006-07-18,13.773266
2006-07-19,14.213198
2006-07-20,14.179357000000001
2006-07-21,14.001692000000002
2006-07-24,14.035533
2006-07-25,14.187818
2006-07-26,13.874788
2006-07-27,14.018613
2006-07-28,13.942471
2006-07-31,13.934010999999998
2006-08-01,13.824027
2006-08-02,13.840947
2006-08-03,13.942471
2006-08-04,13.917089
2006-08-07,14.035533
2006-08-08,14.035533
2006-08-09,14.906938
2006-08-10,15.126904000000001
2006-08-11,15.025381
2006-08-14,14.940779000000001
2006-08-15,15.177665
2006-08-16,15.279188000000001
2006-08-17,15.609136999999999
2006-08-18,15.600677
2006-08-21,15.617598000000001
2006-08-22,15.583756
2006-08-23,15.651439000000002
2006-08-24,15.651439000000002
