Date,DISH
1996-05-31,4.3125
1996-06-03,4.21875
1996-06-04,4.1875
1996-06-05,4.25
1996-06-06,4.203125
1996-06-07,4.125
1996-06-10,4.125
1996-06-11,4.09375
1996-06-12,4.03125
1996-06-13,4.03125
1996-06-14,4.03125
1996-06-17,4.15625
1996-06-18,3.90625
1996-06-19,3.9140629999999996
1996-06-20,3.875
1996-06-21,3.875
1996-06-24,3.6875
1996-06-25,3.46875
1996-06-26,3.46875
1996-06-27,3.46875
1996-06-28,3.53125
1996-07-01,3.501953
1996-07-02,3.40625
1996-07-03,3.4375
1996-07-05,3.4375
1996-07-08,3.4375
1996-07-09,3.328125
1996-07-10,3.375
1996-07-11,3.1875
1996-07-12,3.15625
1996-07-15,3.125
1996-07-16,3.125
1996-07-17,3.3125
1996-07-18,3.25
1996-07-19,3.40625
1996-07-22,3.4375
1996-07-23,3.3125
1996-07-24,3.28125
1996-07-25,3.34375
1996-07-26,3.3359379999999996
1996-07-29,3.40625
1996-07-30,3.375
1996-07-31,3.40625
1996-08-01,3.3359379999999996
1996-08-02,3.359375
1996-08-05,3.328125
1996-08-06,3.34375
1996-08-07,3.375
1996-08-08,3.3359379999999996
1996-08-09,3.328125
1996-08-12,3.3125
1996-08-13,3.3125
1996-08-14,3.3125
1996-08-15,3.40625
1996-08-16,3.40625
1996-08-19,3.46875
1996-08-20,3.46875
1996-08-21,3.46875
1996-08-22,3.4375
1996-08-23,3.46875
1996-08-26,3.125
1996-08-27,3.15625
1996-08-28,3.1875
1996-08-29,3.1875
1996-08-30,3.169922
1996-09-03,3.015625
1996-09-04,3.0
1996-09-05,3.0
1996-09-06,3.125
1996-09-09,3.46875
1996-09-10,3.484375
1996-09-11,3.5625
1996-09-12,3.46875
1996-09-13,3.5625
1996-09-16,3.53125
1996-09-17,3.46875
1996-09-18,3.4140629999999996
1996-09-19,3.375
1996-09-20,3.40625
1996-09-23,3.28125
1996-09-24,3.265625
1996-09-25,3.34375
1996-09-26,3.40625
1996-09-27,3.484375
1996-09-30,3.40625
1996-10-01,3.5
1996-10-02,3.640625
1996-10-03,3.59375
1996-10-04,3.625
1996-10-07,3.640625
1996-10-08,3.640625
1996-10-09,3.6484379999999996
1996-10-10,3.71875
1996-10-11,3.765625
1996-10-14,3.78125
1996-10-15,3.6875
1996-10-16,3.6875
1996-10-17,3.703125
1996-10-18,3.71875
1996-10-21,3.734375
1996-10-22,3.609375
1996-10-23,3.5625
1996-10-24,3.625
1996-10-25,3.78125
1996-10-28,3.75
1996-10-29,3.75
1996-10-30,3.75
1996-10-31,3.6875
1996-11-01,3.625
1996-11-04,3.59375
1996-11-05,3.578125
1996-11-06,3.59375
1996-11-07,3.75
1996-11-08,3.84375
1996-11-11,3.90625
1996-11-12,3.90625
1996-11-13,3.890625
1996-11-14,4.0
1996-11-15,4.03125
1996-11-18,3.78125
1996-11-19,3.6640629999999996
1996-11-20,3.5390629999999996
1996-11-21,3.421875
1996-11-22,3.546875
1996-11-25,3.390625
1996-11-26,3.40625
1996-11-27,3.375
1996-11-29,3.34375
1996-12-02,3.226563
1996-12-03,3.0625
1996-12-04,3.03125
1996-12-05,3.1875
1996-12-06,3.09375
1996-12-09,3.09375
1996-12-10,3.125
1996-12-11,3.109375
1996-12-12,3.078125
1996-12-13,3.046875
1996-12-16,2.96875
1996-12-17,2.96875
1996-12-18,2.875
1996-12-19,2.828125
1996-12-20,2.78125
1996-12-23,2.71875
1996-12-24,2.78125
1996-12-26,2.75
1996-12-27,2.84375
1996-12-30,2.78125
1996-12-31,2.75
1997-01-02,2.78125
1997-01-03,2.796875
1997-01-06,2.78125
1997-01-07,3.0
1997-01-08,3.101563
1997-01-09,3.242188
1997-01-10,3.25
1997-01-13,2.890625
1997-01-14,2.859375
1997-01-15,2.71875
1997-01-16,2.75
1997-01-17,2.84375
1997-01-20,2.8125
1997-01-21,2.734375
1997-01-22,2.625
1997-01-23,2.390625
1997-01-24,2.375
1997-01-27,2.265625
1997-01-28,2.21875
1997-01-29,1.9238279999999999
1997-01-30,2.015625
1997-01-31,2.046875
1997-02-03,2.03125
1997-02-04,2.0
1997-02-05,1.890625
1997-02-06,1.953125
1997-02-07,2.0
1997-02-10,2.125
1997-02-11,2.125
1997-02-12,2.078125
1997-02-13,2.078125
1997-02-14,2.09375
1997-02-18,2.09375
1997-02-19,2.0
1997-02-20,1.921875
1997-02-21,1.875
1997-02-24,2.25
1997-02-25,3.34375
1997-02-26,3.34375
1997-02-27,3.03125
1997-02-28,2.84375
1997-03-03,2.8125
1997-03-04,3.0625
1997-03-05,3.15625
1997-03-06,3.09375
1997-03-07,3.0
1997-03-10,3.0
1997-03-11,2.96875
1997-03-12,2.96875
1997-03-13,3.0
1997-03-14,3.0
1997-03-17,2.9375
1997-03-18,2.921875
1997-03-19,3.0
1997-03-20,2.984375
1997-03-21,2.875
1997-03-24,2.75
1997-03-25,2.8125
1997-03-26,2.734375
1997-03-27,2.75
1997-03-31,2.5625
1997-04-01,2.421875
1997-04-02,2.375
1997-04-03,2.34375
1997-04-04,2.4375
1997-04-07,2.46875
1997-04-08,2.671875
1997-04-09,2.5
1997-04-10,2.53125
1997-04-11,2.46875
1997-04-14,2.515625
1997-04-15,2.511719
1997-04-16,2.4375
1997-04-17,2.34375
1997-04-18,2.3125
1997-04-21,2.25
1997-04-22,2.1875
1997-04-23,2.15625
1997-04-24,2.125
1997-04-25,2.09375
1997-04-28,1.796875
1997-04-29,1.796875
1997-04-30,1.890625
1997-05-01,1.875
1997-05-02,2.0
1997-05-05,2.015625
1997-05-06,1.984375
1997-05-07,1.953125
1997-05-08,1.921875
1997-05-09,1.703125
1997-05-12,1.640625
1997-05-13,1.484375
1997-05-14,1.59375
1997-05-15,1.578125
1997-05-16,1.5625
1997-05-19,1.515625
1997-05-20,1.421875
1997-05-21,1.4375
1997-05-22,1.515625
1997-05-23,1.578125
1997-05-27,1.578125
1997-05-28,1.578125
1997-05-29,1.578125
1997-05-30,1.625
1997-06-02,1.71875
1997-06-03,1.84375
1997-06-04,1.890625
1997-06-05,1.984375
1997-06-06,2.171875
1997-06-09,2.1875
1997-06-10,2.03125
1997-06-11,1.875
1997-06-12,1.875
1997-06-13,2.0
1997-06-16,1.992188
1997-06-17,1.953125
1997-06-18,1.96875
1997-06-19,1.953125
1997-06-20,2.109375
1997-06-23,1.90625
1997-06-24,1.96875
1997-06-25,1.953125
1997-06-26,1.90625
1997-06-27,1.9375
1997-06-30,1.953125
1997-07-01,1.90625
1997-07-02,1.921875
1997-07-03,1.921875
1997-07-07,1.953125
1997-07-08,1.90625
1997-07-09,1.9375
1997-07-10,1.84375
1997-07-11,1.96875
1997-07-14,1.929688
1997-07-15,1.953125
1997-07-16,1.9375
1997-07-17,1.90625
1997-07-18,1.875
1997-07-21,1.8125
1997-07-22,1.8144529999999999
1997-07-23,1.8125
1997-07-24,1.828125
1997-07-25,1.8125
1997-07-28,1.765625
1997-07-29,1.8125
1997-07-30,1.78125
1997-07-31,1.828125
1997-08-01,1.796875
1997-08-04,1.703125
1997-08-05,1.6875
1997-08-06,1.75
1997-08-07,1.75
1997-08-08,1.765625
1997-08-11,1.7226560000000002
1997-08-12,1.8125
1997-08-13,1.773438
1997-08-14,1.804688
1997-08-15,1.828125
1997-08-18,1.84375
1997-08-19,1.921875
1997-08-20,2.046875
1997-08-21,2.015625
1997-08-22,1.992188
1997-08-25,2.0
1997-08-26,2.070313
1997-08-27,2.070313
1997-08-28,2.109375
1997-08-29,2.140625
1997-09-02,2.132813
1997-09-03,2.140625
1997-09-04,2.09375
1997-09-05,2.140625
1997-09-08,2.195313
1997-09-09,2.296875
1997-09-10,2.234375
1997-09-11,2.375
1997-09-12,2.3125
1997-09-15,2.328125
1997-09-16,2.359375
1997-09-17,2.359375
1997-09-18,2.375
1997-09-19,2.375
1997-09-22,2.40625
1997-09-23,2.359375
1997-09-24,2.515625
1997-09-25,2.5625
1997-09-26,2.671875
1997-09-29,2.734375
1997-09-30,3.03125
1997-10-01,3.242188
1997-10-02,3.03125
1997-10-03,2.953125
1997-10-06,2.984375
1997-10-07,2.984375
1997-10-08,2.96875
1997-10-09,2.890625
1997-10-10,2.804688
1997-10-13,2.671875
1997-10-14,2.53125
1997-10-15,2.5625
1997-10-16,2.695313
1997-10-17,2.6875
1997-10-20,2.6875
1997-10-21,2.773438
1997-10-22,2.828125
1997-10-23,2.929688
1997-10-24,2.875
1997-10-27,2.625
1997-10-28,2.695313
1997-10-29,2.4375
1997-10-30,2.359375
1997-10-31,2.375
1997-11-03,2.375
1997-11-04,2.382813
1997-11-05,2.390625
1997-11-06,2.359375
1997-11-07,2.296875
1997-11-10,2.328125
1997-11-11,2.359375
1997-11-12,2.371094
1997-11-13,2.296875
1997-11-14,2.3125
1997-11-17,2.40625
1997-11-18,2.3125
1997-11-19,2.351563
1997-11-20,2.3125
1997-11-21,2.273438
1997-11-24,2.203125
1997-11-25,2.257813
1997-11-26,2.257813
1997-11-28,2.234375
1997-12-01,2.21875
1997-12-02,2.265625
1997-12-03,2.242188
1997-12-04,2.335938
1997-12-05,2.40625
1997-12-08,2.359375
1997-12-09,2.3125
1997-12-10,2.265625
1997-12-11,2.234375
1997-12-12,2.234375
1997-12-15,2.109375
1997-12-16,2.109375
1997-12-17,2.0625
1997-12-18,2.0
1997-12-19,1.953125
1997-12-22,1.8125
1997-12-23,1.90625
1997-12-24,1.890625
1997-12-26,1.898438
1997-12-29,1.984375
1997-12-30,2.125
1997-12-31,2.09375
1998-01-02,2.15625
1998-01-05,2.125
1998-01-06,2.15625
1998-01-07,2.21875
1998-01-08,2.203125
1998-01-09,2.15625
1998-01-12,2.109375
1998-01-13,2.1875
1998-01-14,2.203125
1998-01-15,2.140625
1998-01-16,2.1875
1998-01-20,2.265625
1998-01-21,2.3125
1998-01-22,2.25
1998-01-23,2.21875
1998-01-26,2.171875
1998-01-27,2.125
1998-01-28,2.140625
1998-01-29,2.125
1998-01-30,2.078125
1998-02-02,2.078125
1998-02-03,2.109375
1998-02-04,2.101563
1998-02-05,2.109375
1998-02-06,2.125
1998-02-09,2.179688
1998-02-10,2.1875
1998-02-11,2.171875
1998-02-12,2.1875
1998-02-13,2.296875
1998-02-17,2.328125
1998-02-18,2.3125
1998-02-19,2.34375
1998-02-20,2.390625
1998-02-23,2.4375
1998-02-24,2.5
1998-02-25,2.59375
1998-02-26,2.578125
1998-02-27,2.625
1998-03-02,2.6875
1998-03-03,2.59375
1998-03-04,2.539063
1998-03-05,2.515625
1998-03-06,2.515625
1998-03-09,2.59375
1998-03-10,2.65625
1998-03-11,2.679688
1998-03-12,2.734375
1998-03-13,2.859375
1998-03-16,2.828125
1998-03-17,2.640625
1998-03-18,2.625
1998-03-19,2.578125
1998-03-20,2.890625
1998-03-23,2.765625
1998-03-24,2.828125
1998-03-25,2.820313
1998-03-26,2.796875
1998-03-27,2.734375
1998-03-30,2.75
1998-03-31,2.75
1998-04-01,3.0
1998-04-02,3.0
1998-04-03,2.890625
1998-04-06,2.875
1998-04-07,2.8125
1998-04-08,2.875
1998-04-09,2.90625
1998-04-13,2.992188
1998-04-14,3.25
1998-04-15,3.390625
1998-04-16,3.375
1998-04-17,3.203125
1998-04-20,3.28125
1998-04-21,3.265625
1998-04-22,3.078125
1998-04-23,3.109375
1998-04-24,3.109375
1998-04-27,3.0625
1998-04-28,3.25
1998-04-29,3.3125
1998-04-30,3.2890629999999996
1998-05-01,3.28125
1998-05-04,3.15625
1998-05-05,3.09375
1998-05-06,3.21875
1998-05-07,3.265625
1998-05-08,3.375
1998-05-11,3.328125
1998-05-12,3.4375
1998-05-13,3.875
1998-05-14,3.7265629999999996
1998-05-15,3.734375
1998-05-18,3.4453129999999996
1998-05-19,3.3828129999999996
1998-05-20,3.4375
1998-05-21,3.4375
1998-05-22,3.375
1998-05-26,3.132813
1998-05-27,3.125
1998-05-28,3.265625
1998-05-29,3.179688
1998-06-01,3.132813
1998-06-02,3.015625
1998-06-03,2.984375
1998-06-04,3.109375
1998-06-05,3.109375
1998-06-08,3.390625
1998-06-09,3.3359379999999996
1998-06-10,3.21875
1998-06-11,3.125
1998-06-12,3.09375
1998-06-15,2.96875
1998-06-16,3.078125
1998-06-17,3.171875
1998-06-18,3.15625
1998-06-19,3.125
1998-06-22,3.015625
1998-06-23,3.0625
1998-06-24,3.078125
1998-06-25,3.03125
1998-06-26,3.03125
1998-06-29,3.09375
1998-06-30,3.007813
1998-07-01,3.015625
1998-07-02,3.03125
1998-07-06,3.125
1998-07-07,3.078125
1998-07-08,3.21875
1998-07-09,3.21875
1998-07-10,3.25
1998-07-13,3.25
1998-07-14,3.46875
1998-07-15,3.546875
1998-07-16,3.484375
1998-07-17,3.53125
1998-07-20,3.296875
1998-07-21,3.21875
1998-07-22,3.085938
1998-07-23,3.085938
1998-07-24,3.015625
1998-07-27,2.9375
1998-07-28,3.046875
1998-07-29,3.054688
1998-07-30,3.125
1998-07-31,2.992188
1998-08-03,2.90625
1998-08-04,2.875
1998-08-05,2.90625
1998-08-06,3.203125
1998-08-07,3.265625
1998-08-10,3.484375
1998-08-11,3.375
1998-08-12,3.359375
1998-08-13,3.40625
1998-08-14,3.40625
1998-08-17,3.59375
1998-08-18,3.703125
1998-08-19,3.53125
1998-08-20,3.4375
1998-08-21,3.34375
1998-08-24,3.3125
1998-08-25,3.390625
1998-08-26,3.25
1998-08-27,3.015625
1998-08-28,2.796875
1998-08-31,2.203125
1998-09-01,2.265625
1998-09-02,2.320313
1998-09-03,2.28125
1998-09-04,2.21875
1998-09-08,2.703125
1998-09-09,2.625
1998-09-10,2.5625
1998-09-11,2.578125
1998-09-14,2.5625
1998-09-15,2.609375
1998-09-16,2.546875
1998-09-17,2.507813
1998-09-18,2.539063
1998-09-21,2.5
1998-09-22,2.59375
1998-09-23,2.929688
1998-09-24,2.890625
1998-09-25,3.171875
1998-09-28,3.148438
1998-09-29,3.0
1998-09-30,3.0
1998-10-01,2.8125
1998-10-02,3.0
1998-10-05,2.890625
1998-10-06,2.875
1998-10-07,2.703125
1998-10-08,2.53125
1998-10-09,3.0
1998-10-12,2.84375
1998-10-13,2.734375
1998-10-14,2.703125
1998-10-15,2.828125
1998-10-16,3.0625
1998-10-19,3.125
1998-10-20,3.1875
1998-10-21,3.1875
1998-10-22,3.265625
1998-10-23,3.25
1998-10-26,3.226563
1998-10-27,3.203125
1998-10-28,3.25
1998-10-29,3.34375
1998-10-30,3.375
1998-11-02,3.4453129999999996
1998-11-03,3.3984379999999996
1998-11-04,3.484375
1998-11-05,3.640625
1998-11-06,3.6875
1998-11-09,3.765625
1998-11-10,4.0
1998-11-11,4.25
1998-11-12,4.140625
1998-11-13,4.0
1998-11-16,3.8671879999999996
1998-11-17,3.84375
1998-11-18,4.3125
1998-11-19,4.304688
1998-11-20,4.25
1998-11-23,4.484375
1998-11-24,4.382813
1998-11-25,4.421875
1998-11-27,4.375
1998-11-30,4.851563
1998-12-01,5.28125
1998-12-02,5.1875
1998-12-03,4.96875
1998-12-04,5.15625
1998-12-07,5.195313
1998-12-08,5.171875
1998-12-09,5.3125
1998-12-10,5.25
1998-12-11,5.171875
1998-12-14,5.09375
1998-12-15,4.921875
1998-12-16,4.9375
1998-12-17,4.875
1998-12-18,4.917969
1998-12-21,5.015625
1998-12-22,5.3125
1998-12-23,5.609375
1998-12-24,5.6875
1998-12-28,5.84375
1998-12-29,5.734375
1998-12-30,5.90625
1998-12-31,6.046875
1999-01-04,5.9375
1999-01-05,5.8125
1999-01-06,6.0
1999-01-07,6.039063
1999-01-08,6.21875
1999-01-11,6.5
1999-01-12,6.1875
1999-01-13,6.046875
1999-01-14,6.109375
1999-01-15,6.34375
1999-01-19,6.542969
1999-01-20,6.546875
1999-01-21,6.15625
1999-01-22,6.53125
1999-01-25,7.015625
1999-01-26,6.953125
1999-01-27,6.8828130000000005
1999-01-28,6.984375
1999-01-29,6.84375
1999-02-01,6.90625
1999-02-02,6.796875
1999-02-03,6.734375
1999-02-04,6.6328130000000005
1999-02-05,6.59375
1999-02-08,6.3125
1999-02-09,5.84375
1999-02-10,5.75
1999-02-11,6.140625
1999-02-12,5.90625
1999-02-16,6.0
1999-02-17,6.0
1999-02-18,5.84375
1999-02-19,5.75
1999-02-22,5.96875
1999-02-23,6.484375
1999-02-24,6.1875
1999-02-25,6.03125
1999-02-26,6.125
1999-03-01,6.117188
1999-03-02,6.210938
1999-03-03,6.171875
1999-03-04,6.5546880000000005
1999-03-05,6.8125
1999-03-08,7.25
1999-03-09,7.296875
1999-03-10,7.261719
1999-03-11,7.5
1999-03-12,7.375
1999-03-15,7.5546880000000005
1999-03-16,7.5
1999-03-17,7.5859380000000005
1999-03-18,7.578125
1999-03-19,7.9375
1999-03-22,8.03125
1999-03-23,7.84375
1999-03-24,8.015625
1999-03-25,8.390625
1999-03-26,8.609375
1999-03-29,9.335938
1999-03-30,9.609375
1999-03-31,10.203125
1999-04-01,10.203125
1999-04-05,11.015625
1999-04-06,11.53125
1999-04-07,11.976563
1999-04-08,12.328125
1999-04-09,12.671875
1999-04-12,13.15625
1999-04-13,14.15625
1999-04-14,12.53125
1999-04-15,12.515625
1999-04-16,11.328125
1999-04-19,10.0625
1999-04-20,11.71875
1999-04-21,12.585938
1999-04-22,12.875
1999-04-23,13.125
1999-04-26,12.96875
1999-04-27,13.8125
1999-04-28,14.09375
1999-04-29,12.851563
1999-04-30,12.539063
1999-05-03,11.765625
1999-05-04,11.125
1999-05-05,11.0625
1999-05-06,11.671875
1999-05-07,11.9375
1999-05-10,12.984375
1999-05-11,13.890625
1999-05-12,14.722656
1999-05-13,14.328125
1999-05-14,12.9375
1999-05-17,12.75
1999-05-18,13.84375
1999-05-19,14.171875
1999-05-20,14.484375
1999-05-21,14.0
1999-05-24,12.734375
1999-05-25,12.765625
1999-05-26,12.78125
1999-05-27,14.0
1999-05-28,14.34375
1999-06-01,14.640625
1999-06-02,14.796875
1999-06-03,14.78125
1999-06-04,15.75
1999-06-07,17.375
1999-06-08,17.0625
1999-06-09,16.53125
1999-06-10,16.726563
1999-06-11,16.859375
1999-06-14,16.25
1999-06-15,16.53125
1999-06-16,17.53125
1999-06-17,18.0
1999-06-18,18.125
1999-06-21,19.0625
1999-06-22,19.773438
1999-06-23,18.828125
1999-06-24,17.125
1999-06-25,17.625
1999-06-28,17.75
1999-06-29,18.3125
1999-06-30,19.179688
1999-07-01,19.960938
1999-07-02,20.96875
1999-07-06,21.1875
1999-07-07,20.53125
1999-07-08,19.84375
1999-07-09,18.890625
1999-07-12,19.632813
1999-07-13,19.875
1999-07-14,19.765625
1999-07-15,19.382813
1999-07-16,19.5625
1999-07-19,20.367188
1999-07-20,19.75
1999-07-21,19.0625
1999-07-22,18.125
1999-07-23,18.78125
1999-07-26,17.734375
1999-07-27,18.359375
1999-07-28,18.5
1999-07-29,18.125
1999-07-30,17.09375
1999-08-02,16.125
1999-08-03,17.875
1999-08-04,16.0
1999-08-05,15.75
1999-08-06,17.46875
1999-08-09,15.25
1999-08-10,14.1875
1999-08-11,14.859375
1999-08-12,15.84375
1999-08-13,16.15625
1999-08-16,16.421875
1999-08-17,18.125
1999-08-18,18.015625
1999-08-19,19.25
1999-08-20,18.71875
1999-08-23,19.53125
1999-08-24,19.9375
1999-08-25,19.921875
1999-08-26,20.1875
1999-08-27,19.3125
1999-08-30,18.882813
1999-08-31,20.90625
1999-09-01,20.34375
1999-09-02,20.15625
1999-09-03,21.46875
1999-09-07,22.25
1999-09-08,21.9375
1999-09-09,22.015625
1999-09-10,23.5
1999-09-13,23.59375
1999-09-14,22.890625
1999-09-15,22.75
1999-09-16,22.75
1999-09-17,24.25
1999-09-20,22.5
1999-09-21,21.875
1999-09-22,23.25
1999-09-23,21.96875
1999-09-24,22.375
1999-09-27,22.546875
1999-09-28,22.96875
1999-09-29,23.421875
1999-09-30,22.703125
1999-10-01,22.484375
1999-10-04,23.25
1999-10-05,24.0
1999-10-06,24.96875
1999-10-07,26.4375
1999-10-08,27.5
1999-10-11,26.75
1999-10-12,26.75
1999-10-13,25.875
1999-10-14,25.53125
1999-10-15,24.40625
1999-10-18,23.265625
1999-10-19,26.5625
1999-10-20,26.21875
1999-10-21,26.46875
1999-10-22,27.09375
1999-10-25,27.375
1999-10-26,29.4375
1999-10-27,31.8125
1999-10-28,30.65625
1999-10-29,30.9375
1999-11-01,33.0
1999-11-02,31.75
1999-11-03,34.875
1999-11-04,34.5
1999-11-05,35.03125
1999-11-08,39.0
1999-11-09,36.75
1999-11-10,38.6875
1999-11-11,37.4375
1999-11-12,35.9375
1999-11-15,35.75
1999-11-16,36.34375
1999-11-17,35.28125
1999-11-18,35.875
1999-11-19,37.6875
1999-11-22,37.9375
1999-11-23,36.4375
1999-11-24,36.375
1999-11-26,36.25
1999-11-29,34.5625
1999-11-30,33.03125
1999-12-01,32.5625
1999-12-02,35.5
1999-12-03,37.40625
1999-12-06,41.53125
1999-12-07,44.9375
1999-12-08,46.78125
1999-12-09,46.6875
1999-12-10,45.75
1999-12-13,45.5
1999-12-14,43.0625
1999-12-15,45.03125
1999-12-16,44.96875
1999-12-17,43.875
1999-12-20,43.0
1999-12-21,43.875
1999-12-22,46.5
1999-12-23,47.25
1999-12-27,44.8125
1999-12-28,44.9375
1999-12-29,43.71875
1999-12-30,45.8125
1999-12-31,48.75
2000-01-03,47.59375
2000-01-04,45.84375
2000-01-05,45.6875
2000-01-06,41.09375
2000-01-07,42.6875
2000-01-10,44.21875
2000-01-11,41.875
2000-01-12,42.34375
2000-01-13,44.46875
2000-01-14,45.125
2000-01-18,45.84375
2000-01-19,46.125
2000-01-20,47.65625
2000-01-21,48.125
2000-01-24,47.9375
2000-01-25,47.40625
2000-01-26,45.03125
2000-01-27,45.1875
2000-01-28,42.09375
2000-01-31,40.71875
2000-02-01,43.25
2000-02-02,43.15625
2000-02-03,42.625
2000-02-04,41.21875
2000-02-07,43.59375
2000-02-08,46.125
2000-02-09,45.125
2000-02-10,46.59375
2000-02-11,44.6875
2000-02-14,44.75
2000-02-15,44.5625
2000-02-16,45.71875
2000-02-17,47.5
2000-02-18,47.0625
