Date,PVG
2016-08-16,11.8
2016-08-17,11.67
2016-08-18,11.92
2016-08-19,11.43
2016-08-22,11.31
2016-08-23,10.61
2016-08-24,9.69
2016-08-25,10.15
2016-08-26,10.09
2016-08-29,10.24
2016-08-30,9.76
2016-08-31,9.62
2016-09-01,10.23
2016-09-02,10.72
2016-09-06,11.7
2016-09-07,11.74
2016-09-08,11.7
2016-09-09,10.68
2016-09-12,11.1
2016-09-13,10.85
2016-09-14,10.81
2016-09-15,10.59
2016-09-16,10.1
2016-09-19,10.08
2016-09-20,10.13
2016-09-21,11.29
2016-09-22,11.15
2016-09-23,10.91
2016-09-26,10.55
2016-09-27,10.28
2016-09-28,10.55
2016-09-29,10.52
2016-09-30,10.27
2016-10-03,10.09
2016-10-04,8.81
2016-10-05,8.63
2016-10-06,8.44
2016-10-07,8.6
2016-10-10,8.59
2016-10-11,8.65
2016-10-12,8.83
2016-10-13,9.02
2016-10-14,8.94
2016-10-17,9.21
2016-10-18,9.8
2016-10-19,9.89
2016-10-20,9.85
2016-10-21,9.93
2016-10-24,9.69
2016-10-25,9.9
2016-10-26,9.65
2016-10-27,9.54
2016-10-28,9.56
2016-10-31,9.79
2016-11-01,10.2
2016-11-02,9.92
2016-11-03,10.09
2016-11-04,10.02
2016-11-07,9.62
2016-11-08,9.46
2016-11-09,9.47
2016-11-10,8.94
2016-11-11,8.06
2016-11-14,8.56
2016-11-15,8.94
2016-11-16,8.8
2016-11-17,8.59
2016-11-18,8.43
2016-11-21,8.63
2016-11-22,8.77
2016-11-23,8.33
2016-11-25,8.22
2016-11-28,8.52
2016-11-29,8.78
2016-11-30,8.74
2016-12-01,8.77
2016-12-02,9.25
2016-12-05,9.54
2016-12-06,9.3
2016-12-07,9.19
2016-12-08,9.21
2016-12-09,8.48
2016-12-12,8.37
2016-12-13,8.41
2016-12-14,7.86
2016-12-15,7.3
2016-12-16,7.1
2016-12-19,7.14
2016-12-20,7.2
2016-12-21,7.11
2016-12-22,7.17
2016-12-23,7.34
2016-12-27,7.75
2016-12-28,7.96
2016-12-29,8.7
2016-12-30,8.24
2017-01-03,8.93
2017-01-04,9.38
2017-01-05,10.17
2017-01-06,9.35
2017-01-09,9.74
2017-01-10,10.02
2017-01-11,9.97
2017-01-12,10.22
2017-01-13,10.32
2017-01-17,10.5
2017-01-18,10.22
2017-01-19,10.14
2017-01-20,10.28
2017-01-23,10.57
2017-01-24,10.66
2017-01-25,10.54
2017-01-26,10.56
2017-01-27,10.55
2017-01-30,10.34
2017-01-31,10.8
2017-02-01,10.72
2017-02-02,11.06
2017-02-03,10.93
2017-02-06,12.4
2017-02-07,12.1
2017-02-08,12.07
2017-02-09,11.67
2017-02-10,11.67
2017-02-13,11.49
2017-02-14,11.7
2017-02-15,11.31
2017-02-16,11.63
2017-02-17,11.31
2017-02-21,11.35
2017-02-22,11.34
2017-02-23,11.62
2017-02-24,10.87
2017-02-27,9.79
2017-02-28,10.11
2017-03-01,10.33
2017-03-02,9.5
2017-03-03,9.82
2017-03-06,9.16
2017-03-07,9.08
2017-03-08,9.29
2017-03-09,9.11
2017-03-10,9.47
2017-03-13,9.77
2017-03-14,9.02
2017-03-15,10.25
2017-03-16,10.31
2017-03-17,10.75
2017-03-20,10.92
2017-03-21,11.14
2017-03-22,11.27
2017-03-23,11.14
2017-03-24,11.14
2017-03-27,11.2
2017-03-28,10.86
2017-03-29,11.06
2017-03-30,10.78
2017-03-31,10.71
2017-04-03,10.85
2017-04-04,10.93
2017-04-05,10.96
2017-04-06,11.05
2017-04-07,10.84
2017-04-10,10.86
2017-04-11,11.21
2017-04-12,11.22
2017-04-13,11.03
2017-04-17,10.78
2017-04-18,10.85
2017-04-19,10.53
2017-04-20,10.55
2017-04-21,10.49
2017-04-24,10.12
2017-04-25,9.59
2017-04-26,9.83
2017-04-27,9.72
2017-04-28,9.91
2017-05-01,9.58
2017-05-02,9.29
2017-05-03,9.09
2017-05-04,8.68
2017-05-05,8.85
2017-05-08,8.84
2017-05-09,8.75
2017-05-10,8.92
2017-05-11,9.12
2017-05-12,9.38
2017-05-15,9.65
2017-05-16,9.52
2017-05-17,9.61
2017-05-18,9.15
2017-05-19,9.09
2017-05-22,9.17
2017-05-23,8.67
2017-05-24,9.05
2017-05-25,9.11
2017-05-26,9.18
2017-05-30,9.17
2017-05-31,8.95
2017-06-01,8.96
2017-06-02,9.09
2017-06-05,9.03
2017-06-06,9.66
2017-06-07,9.46
2017-06-08,9.36
2017-06-09,9.13
2017-06-12,9.3
2017-06-13,9.49
2017-06-14,8.72
2017-06-15,8.78
2017-06-16,8.9
2017-06-19,8.84
2017-06-20,8.89
2017-06-21,9.26
2017-06-22,9.45
2017-06-23,9.66
2017-06-26,9.54
2017-06-27,9.47
2017-06-28,9.56
2017-06-29,9.47
2017-06-30,9.61
2017-07-03,9.33
2017-07-05,9.66
2017-07-06,9.87
2017-07-07,9.6
2017-07-10,9.88
2017-07-11,9.79
2017-07-12,9.69
2017-07-13,9.38
2017-07-14,9.68
2017-07-17,9.62
2017-07-18,9.86
2017-07-19,9.88
2017-07-20,9.91
2017-07-21,10.13
2017-07-24,9.76
2017-07-25,9.7
2017-07-26,9.99
2017-07-27,9.61
2017-07-28,9.67
2017-07-31,9.61
2017-08-01,9.57
2017-08-02,9.36
2017-08-03,9.46
2017-08-04,8.9
2017-08-07,8.37
2017-08-08,8.14
2017-08-09,8.57
2017-08-10,8.45
2017-08-11,8.23
2017-08-14,8.08
2017-08-15,7.95
2017-08-16,8.28
2017-08-17,8.57
2017-08-18,8.57
2017-08-21,8.55
2017-08-22,8.18
2017-08-23,7.88
2017-08-24,8.05
2017-08-25,8.03
2017-08-28,8.21
2017-08-29,8.36
2017-08-30,8.17
2017-08-31,8.3
2017-09-01,8.34
2017-09-05,8.67
2017-09-06,8.54
2017-09-07,8.68
2017-09-08,8.86
2017-09-11,8.92
2017-09-12,8.87
2017-09-13,8.7
2017-09-14,8.9
2017-09-15,8.67
2017-09-18,8.1
2017-09-19,8.31
2017-09-20,8.28
2017-09-21,8.61
2017-09-22,9.23
2017-09-25,9.3
2017-09-26,9.15
2017-09-27,9.2
2017-09-28,9.33
2017-09-29,9.26
2017-10-02,9.4
2017-10-03,9.4
2017-10-04,9.62
2017-10-05,9.51
2017-10-06,9.77
2017-10-09,10.01
2017-10-10,9.68
2017-10-11,12.11
2017-10-12,12.17
2017-10-13,12.01
2017-10-16,11.42
2017-10-17,11.32
2017-10-18,11.15
2017-10-19,11.41
2017-10-20,11.12
2017-10-23,11.04
2017-10-24,11.07
2017-10-25,10.99
2017-10-26,10.85
2017-10-27,11.13
2017-10-30,11.36
2017-10-31,11.27
2017-11-01,11.22
2017-11-02,11.19
2017-11-03,11.3
2017-11-06,11.45
2017-11-07,11.47
2017-11-08,11.53
2017-11-09,11.49
2017-11-10,11.4
2017-11-13,10.43
2017-11-14,10.51
2017-11-15,10.81
2017-11-16,10.99
2017-11-17,11.01
2017-11-20,10.78
2017-11-21,10.98
2017-11-22,11.26
2017-11-24,11.08
2017-11-27,11.35
2017-11-28,11.19
2017-11-29,10.87
2017-11-30,10.7
2017-12-01,10.74
2017-12-04,10.44
2017-12-05,10.37
2017-12-06,10.36
2017-12-07,10.13
2017-12-08,10.11
2017-12-11,10.1
2017-12-12,10.07
2017-12-13,10.66
2017-12-14,10.68
2017-12-15,10.52
2017-12-18,10.61
2017-12-19,10.69
2017-12-20,10.99
2017-12-21,11.34
2017-12-22,11.33
2017-12-26,11.65
2017-12-27,11.52
2017-12-28,11.38
2017-12-29,11.41
2018-01-02,11.75
2018-01-03,11.4
2018-01-04,11.55
2018-01-05,11.52
2018-01-08,11.11
2018-01-09,10.41
2018-01-10,10.69
2018-01-11,10.41
2018-01-12,11.15
2018-01-16,11.65
2018-01-17,11.3
2018-01-18,10.95
2018-01-19,10.96
2018-01-22,10.79
2018-01-23,7.93
2018-01-24,8.33
2018-01-25,7.45
2018-01-26,7.63
2018-01-29,7.47
2018-01-30,6.97
2018-01-31,6.96
2018-02-01,6.89
2018-02-02,6.59
2018-02-05,6.8
2018-02-06,6.67
2018-02-07,6.71
2018-02-08,6.89
2018-02-09,6.74
2018-02-12,7.05
2018-02-13,6.83
2018-02-14,7.18
2018-02-15,7.12
2018-02-16,6.99
2018-02-20,6.61
2018-02-21,6.44
2018-02-22,6.48
2018-02-23,6.27
2018-02-26,6.44
2018-02-27,6.31
2018-02-28,6.39
2018-03-01,6.68
2018-03-02,6.85
2018-03-05,6.71
2018-03-06,7.03
2018-03-07,6.73
2018-03-08,6.57
2018-03-09,6.96
2018-03-12,7.1
2018-03-13,6.89
2018-03-14,7.11
2018-03-15,7.04
2018-03-16,6.99
2018-03-19,7.03
2018-03-20,6.86
2018-03-21,7.2
2018-03-22,7.05
2018-03-23,7.04
2018-03-26,6.67
2018-03-27,6.75
2018-03-28,6.58
2018-03-29,6.66
2018-04-02,6.79
2018-04-03,6.72
2018-04-04,6.64
2018-04-05,6.71
2018-04-06,6.75
2018-04-09,6.79
2018-04-10,6.93
2018-04-11,8.27
2018-04-12,7.51
2018-04-13,7.17
2018-04-16,6.96
2018-04-17,7.14
2018-04-18,7.32
2018-04-19,7.31
2018-04-20,7.24
2018-04-23,7.02
2018-04-24,7.0
2018-04-25,6.87
2018-04-26,6.78
2018-04-27,6.8
2018-04-30,6.73
2018-05-01,6.86
2018-05-02,6.94
2018-05-03,7.01
2018-05-04,7.0
2018-05-07,6.87
2018-05-08,6.68
2018-05-09,6.77
2018-05-10,6.93
2018-05-11,7.17
2018-05-14,7.14
2018-05-15,7.0
2018-05-16,6.99
2018-05-17,7.0
2018-05-18,7.0
2018-05-21,6.91
2018-05-22,6.96
2018-05-23,7.2
2018-05-24,7.24
2018-05-25,6.96
2018-05-29,7.04
2018-05-30,7.23
2018-05-31,7.22
2018-06-01,7.15
2018-06-04,7.1
2018-06-05,7.14
2018-06-06,7.16
2018-06-07,7.13
2018-06-08,7.23
2018-06-11,7.55
2018-06-12,7.43
2018-06-13,7.43
2018-06-14,7.48
2018-06-15,7.18
2018-06-18,7.5
2018-06-19,7.39
2018-06-20,7.36
2018-06-21,7.57
2018-06-22,7.65
2018-06-25,7.6
2018-06-26,7.55
2018-06-27,7.31
2018-06-28,7.16
2018-06-29,7.34
2018-07-02,7.21
2018-07-03,7.55
2018-07-05,7.86
2018-07-06,8.1
2018-07-09,9.28
2018-07-10,9.09
2018-07-11,8.87
2018-07-12,8.7
2018-07-13,8.53
2018-07-16,8.34
2018-07-17,8.28
2018-07-18,8.25
2018-07-19,8.26
2018-07-20,8.36
2018-07-23,8.2
2018-07-24,8.08
2018-07-25,8.61
2018-07-26,8.52
2018-07-27,8.35
2018-07-30,8.23
2018-07-31,8.2
2018-08-01,8.07
2018-08-02,8.06
2018-08-03,8.07
2018-08-06,7.75
2018-08-07,7.62
2018-08-08,7.7
2018-08-09,7.76
2018-08-10,9.24
2018-08-13,8.66
2018-08-14,9.45
2018-08-15,8.72
2018-08-16,8.36
2018-08-17,8.57
2018-08-20,8.67
2018-08-21,8.59
2018-08-22,8.69
2018-08-23,8.28
2018-08-24,9.09
2018-08-27,9.12
2018-08-28,9.03
2018-08-29,8.83
2018-08-30,8.53
2018-08-31,8.29
2018-09-04,8.0
2018-09-05,7.71
2018-09-06,6.94
2018-09-07,7.11
2018-09-10,7.32
2018-09-11,7.41
2018-09-12,7.65
2018-09-13,7.66
2018-09-14,7.77
2018-09-17,7.95
2018-09-18,8.1
2018-09-19,8.01
2018-09-20,8.15
2018-09-21,8.11
2018-09-24,8.12
2018-09-25,8.13
2018-09-26,7.71
2018-09-27,7.52
2018-09-28,7.61
2018-10-01,7.66
2018-10-02,8.09
2018-10-03,7.96
2018-10-04,8.42
2018-10-05,8.15
2018-10-08,8.06
2018-10-09,7.26
2018-10-10,7.65
2018-10-11,8.23
2018-10-12,8.25
2018-10-15,8.5
2018-10-16,8.46
2018-10-17,8.4
2018-10-18,8.07
2018-10-19,7.98
2018-10-22,8.07
2018-10-23,8.11
2018-10-24,7.98
2018-10-25,7.75
2018-10-26,7.84
2018-10-29,7.84
2018-10-30,8.06
2018-10-31,7.97
2018-11-01,8.0
2018-11-02,8.13
2018-11-05,8.13
2018-11-06,7.82
2018-11-07,7.25
2018-11-08,7.28
2018-11-09,7.54
2018-11-12,7.5
2018-11-13,7.5
2018-11-14,7.54
2018-11-15,7.58
2018-11-16,7.8
2018-11-19,7.86
2018-11-20,7.67
2018-11-21,7.78
2018-11-23,7.68
2018-11-26,7.5
2018-11-27,7.28
2018-11-28,7.43
2018-11-29,7.12
2018-11-30,7.11
2018-12-03,7.1
2018-12-04,7.06
2018-12-06,7.17
2018-12-07,7.39
2018-12-10,7.3
2018-12-11,7.13
2018-12-12,7.65
2018-12-13,7.43
2018-12-14,7.42
2018-12-17,8.2
2018-12-18,8.39
2018-12-19,7.84
2018-12-20,8.23
2018-12-21,8.19
2018-12-24,8.34
2018-12-26,8.14
2018-12-27,8.28
2018-12-28,8.15
2018-12-31,8.45
2019-01-02,8.47
2019-01-03,8.89
2019-01-04,8.73
2019-01-07,8.57
2019-01-08,8.77
2019-01-09,7.83
2019-01-10,7.3
2019-01-11,7.0
2019-01-14,7.06
2019-01-15,6.86
2019-01-16,6.72
2019-01-17,6.86
2019-01-18,6.8
2019-01-22,6.85
2019-01-23,6.76
2019-01-24,6.89
2019-01-25,7.29
2019-01-28,7.64
2019-01-29,7.55
2019-01-30,7.68
2019-01-31,7.86
2019-02-01,7.79
2019-02-04,7.68
2019-02-05,7.83
2019-02-06,7.68
2019-02-07,7.54
2019-02-08,7.7
2019-02-11,7.66
2019-02-12,7.41
2019-02-13,7.41
2019-02-14,7.56
2019-02-15,7.25
2019-02-19,8.05
2019-02-20,7.93
2019-02-21,7.97
2019-02-22,8.06
2019-02-25,8.02
2019-02-26,8.16
2019-02-27,8.05
2019-02-28,8.09
2019-03-01,8.06
2019-03-04,8.34
2019-03-05,8.38
2019-03-06,8.22
2019-03-07,8.35
2019-03-08,8.75
2019-03-11,8.52
2019-03-12,8.72
2019-03-13,8.87
2019-03-14,8.63
2019-03-15,8.63
2019-03-18,8.49
2019-03-19,8.43
2019-03-20,8.62
2019-03-21,8.56
2019-03-22,8.53
2019-03-25,8.66
2019-03-26,8.49
2019-03-27,8.7
2019-03-28,8.31
2019-03-29,8.56
2019-04-01,8.27
2019-04-02,8.29
2019-04-03,8.16
2019-04-04,8.86
2019-04-05,8.65
2019-04-08,8.72
2019-04-09,8.72
2019-04-10,8.63
2019-04-11,8.28
2019-04-12,8.26
2019-04-15,8.29
2019-04-16,7.98
2019-04-17,8.03
2019-04-18,7.86
2019-04-22,7.53
2019-04-23,7.48
2019-04-24,7.48
2019-04-25,7.51
2019-04-26,7.61
2019-04-29,7.51
2019-04-30,7.61
2019-05-01,7.34
2019-05-02,7.09
2019-05-03,8.07
2019-05-06,7.75
2019-05-07,8.02
2019-05-08,7.81
2019-05-09,7.77
2019-05-10,7.63
2019-05-13,8.17
2019-05-14,8.03
2019-05-15,8.07
2019-05-16,7.88
2019-05-17,7.98
2019-05-20,7.85
2019-05-21,8.01
2019-05-22,7.9
2019-05-23,8.02
2019-05-24,7.93
2019-05-28,8.01
2019-05-29,7.95
2019-05-30,8.18
2019-05-31,8.53
2019-06-03,8.72
2019-06-04,9.01
2019-06-05,9.06
2019-06-06,9.18
2019-06-07,9.17
2019-06-10,9.33
2019-06-11,9.23
2019-06-12,9.43
2019-06-13,9.57
2019-06-14,9.49
2019-06-17,9.39
2019-06-18,9.63
2019-06-19,9.82
2019-06-20,9.97
2019-06-21,9.93
2019-06-24,10.28
2019-06-25,10.06
2019-06-26,10.04
2019-06-27,10.05
2019-06-28,10.01
2019-07-01,9.81
2019-07-02,10.19
2019-07-03,10.22
2019-07-05,10.08
2019-07-08,10.14
2019-07-09,10.31
2019-07-10,10.69
2019-07-11,10.51
2019-07-12,10.73
2019-07-15,10.75
2019-07-16,10.85
2019-07-17,11.21
2019-07-18,11.47
2019-07-19,11.38
2019-07-22,11.43
2019-07-23,11.34
2019-07-24,11.55
2019-07-25,11.23
2019-07-26,11.13
2019-07-29,11.27
2019-07-30,11.32
2019-07-31,10.84
2019-08-01,11.41
2019-08-02,11.61
2019-08-05,11.82
2019-08-06,12.04
2019-08-07,12.51
2019-08-08,12.85
2019-08-09,12.92
2019-08-12,12.99
2019-08-13,12.68
2019-08-14,12.69
2019-08-15,12.82
2019-08-16,12.32
2019-08-19,12.2
2019-08-20,12.54
2019-08-21,12.61
2019-08-22,12.42
2019-08-23,13.61
2019-08-26,13.19
2019-08-27,13.56
2019-08-28,13.43
2019-08-29,13.03
2019-08-30,13.12
2019-09-03,13.37
2019-09-04,13.8
2019-09-05,13.31
2019-09-06,13.03
2019-09-09,11.88
2019-09-10,11.63
2019-09-11,11.67
2019-09-12,11.5
2019-09-13,11.17
2019-09-16,11.31
2019-09-17,11.64
2019-09-18,11.39
2019-09-19,11.72
2019-09-20,11.95
2019-09-23,12.44
2019-09-24,12.86
2019-09-25,12.5
2019-09-26,12.21
2019-09-27,11.97
2019-09-30,11.51
2019-10-01,11.59
2019-10-02,11.87
2019-10-03,11.76
2019-10-04,12.03
2019-10-07,11.94
2019-10-08,12.38
2019-10-09,12.19
2019-10-10,12.28
2019-10-11,11.8
2019-10-14,11.91
2019-10-15,11.57
2019-10-16,11.89
2019-10-17,12.32
2019-10-18,12.38
2019-10-21,12.02
2019-10-22,12.13
2019-10-23,12.13
2019-10-24,12.46
2019-10-25,12.25
2019-10-28,11.84
2019-10-29,12.03
2019-10-30,12.23
2019-10-31,10.12
2019-11-01,9.48
2019-11-04,9.12
2019-11-05,8.68
2019-11-06,8.88
2019-11-07,8.89
2019-11-08,8.87
2019-11-11,8.87
2019-11-12,8.95
2019-11-13,9.09
2019-11-14,9.31
2019-11-15,9.21
2019-11-18,9.41
2019-11-19,9.41
2019-11-20,9.59
2019-11-21,9.37
2019-11-22,9.39
2019-11-25,9.58
2019-11-26,9.8
2019-11-27,9.62
2019-11-29,9.75
2019-12-02,10.01
2019-12-03,10.32
2019-12-04,10.39
2019-12-05,10.35
2019-12-06,10.13
2019-12-09,10.22
2019-12-10,10.11
2019-12-11,10.36
2019-12-12,10.24
2019-12-13,10.31
2019-12-16,10.29
2019-12-17,10.24
2019-12-18,10.33
2019-12-19,10.35
2019-12-20,10.31
2019-12-23,10.75
2019-12-24,11.02
2019-12-26,11.03
2019-12-27,11.01
2019-12-30,11.27
2019-12-31,11.13
2020-01-02,11.11
2020-01-03,10.96
2020-01-06,10.87
2020-01-07,11.15
2020-01-08,10.8
2020-01-09,10.65
2020-01-10,10.88
2020-01-13,10.41
2020-01-14,10.57
2020-01-15,10.89
2020-01-16,10.66
2020-01-17,10.48
2020-01-21,10.55
2020-01-22,10.29
2020-01-23,10.3
2020-01-24,10.72
2020-01-27,10.66
2020-01-28,10.51
2020-01-29,11.02
2020-01-30,10.86
2020-01-31,10.89
2020-02-03,10.68
2020-02-04,10.21
2020-02-05,10.06
2020-02-06,10.16
2020-02-07,9.8
2020-02-10,9.76
2020-02-11,9.57
2020-02-12,7.55
2020-02-13,7.45
2020-02-14,7.41
2020-02-18,7.53
2020-02-19,7.35
2020-02-20,7.33
2020-02-21,7.81
2020-02-24,7.9
2020-02-25,7.92
2020-02-26,7.97
2020-02-27,7.48
2020-02-28,7.1
2020-03-02,7.09
2020-03-03,7.45
2020-03-04,7.57
2020-03-05,7.63
2020-03-06,7.61
2020-03-09,7.07
2020-03-10,7.42
2020-03-11,6.64
2020-03-12,5.86
2020-03-13,5.49
2020-03-16,5.72
2020-03-17,6.84
2020-03-18,6.33
2020-03-19,6.42
2020-03-20,5.53
2020-03-23,5.68
2020-03-24,6.01
2020-03-25,6.97
2020-03-26,6.61
2020-03-27,6.16
2020-03-30,5.95
2020-03-31,5.67
2020-04-01,6.12
2020-04-02,6.17
2020-04-03,6.26
2020-04-06,6.68
2020-04-07,6.49
2020-04-08,6.79
2020-04-09,7.26
2020-04-13,7.93
2020-04-14,7.86
2020-04-15,7.62
2020-04-16,7.76
2020-04-17,7.31
2020-04-20,7.96
2020-04-21,7.78
2020-04-22,8.21
2020-04-23,8.18
2020-04-24,8.3
2020-04-27,8.03
2020-04-28,7.85
2020-04-29,8.16
2020-04-30,7.63
2020-05-01,8.46
2020-05-04,8.47
2020-05-05,8.36
2020-05-06,8.3
2020-05-07,8.64
2020-05-08,8.54
