Date,PACD
2011-11-11,825000.0
2011-11-14,835000.0
2011-11-15,860000.0
2011-11-16,870000.0
2011-11-17,889000.0
2011-11-18,877000.0
2011-11-21,852000.0
2011-11-22,835000.0
2011-11-23,827000.0
2011-11-25,825000.0
2011-11-28,825000.0
2011-11-29,825000.0
2011-11-30,834000.0
2011-12-01,846000.0
2011-12-02,851000.0
2011-12-05,849000.0
2011-12-06,864000.0
2011-12-07,857000.0
2011-12-08,835000.0
2011-12-09,883000.0
2011-12-12,855000.0
2011-12-13,858000.0
2011-12-14,840000.0
2011-12-15,835000.0
2011-12-16,842000.0
2011-12-19,876000.0
2011-12-20,894000.0
2011-12-21,890000.0
2011-12-22,902000.0
2011-12-23,904000.0
2011-12-27,924000.0
2011-12-28,901000.0
2011-12-29,897000.0
2011-12-30,930000.0
2012-01-03,939000.0
2012-01-04,934000.0
2012-01-05,912000.0
2012-01-06,931000.0
2012-01-09,926000.0
2012-01-10,924000.0
2012-01-11,920000.0
2012-01-12,957000.0
2012-01-13,966000.0
2012-01-17,976000.0
2012-01-18,970000.0
2012-01-19,961000.0
2012-01-20,1000000.0
2012-01-23,993000.0
2012-01-24,987000.0
2012-01-25,990000.0
2012-01-26,957000.0
2012-01-27,952000.0
2012-01-30,986000.0
2012-01-31,960000.0
2012-02-01,980000.0
2012-02-02,996000.0
2012-02-03,1041000.0
2012-02-06,1019000.0
2012-02-07,1032000.0
2012-02-08,1029000.0
2012-02-09,1065000.0
2012-02-10,1106000.0
2012-02-13,1110000.0
2012-02-14,1089000.0
2012-02-15,1075000.0
2012-02-16,1090000.0
2012-02-17,1090000.0
2012-02-21,1079000.0
2012-02-22,1087000.0
2012-02-23,1100000.0
2012-02-24,1099000.0
2012-02-27,1095000.0
2012-02-28,1082000.0
2012-02-29,1076000.0
2012-03-01,1089000.0
2012-03-02,1079000.0
2012-03-05,1055000.0
2012-03-06,991000.0
2012-03-07,1022000.0
2012-03-08,1010000.0
2012-03-09,1007000.0
2012-03-12,997000.0
2012-03-13,1010000.0
2012-03-14,999000.0
2012-03-15,1014000.0
2012-03-16,1077000.0
2012-03-19,1095000.0
2012-03-20,1079000.0
2012-03-21,1092000.0
2012-03-22,1080000.0
2012-03-23,1087000.0
2012-03-26,1065000.0
2012-03-27,1046000.0
2012-03-28,1025000.0
2012-03-29,1011000.0
2012-03-30,1012000.0
2012-04-02,1028000.0
2012-04-03,1021000.0
2012-04-04,1002000.0
2012-04-05,1016000.0
2012-04-09,1019000.0
2012-04-10,1010000.0
2012-04-11,1019000.0
2012-04-12,1034000.0
2012-04-13,1022000.0
2012-04-16,1009000.0
2012-04-17,1005000.0
2012-04-18,999000.0
2012-04-19,982000.0
2012-04-20,969000.0
2012-04-23,959000.0
2012-04-24,971000.0
2012-04-25,969000.0
2012-04-26,975000.0
2012-04-27,969000.0
2012-04-30,993000.0
2012-05-01,986000.0
2012-05-02,972000.0
2012-05-03,943000.0
2012-05-04,903000.0
2012-05-07,919000.0
2012-05-08,910000.0
2012-05-09,913000.0
2012-05-10,923000.0
2012-05-11,935000.0
2012-05-14,919000.0
2012-05-15,906000.0
2012-05-16,903000.0
2012-05-17,845000.0
2012-05-18,860000.0
2012-05-21,910000.0
2012-05-22,890000.0
2012-05-23,894000.0
2012-05-24,893000.0
2012-05-25,896000.0
2012-05-29,902000.0
2012-05-30,870000.0
2012-05-31,850000.0
2012-06-01,803000.0
2012-06-04,794000.0
2012-06-05,800000.0
2012-06-06,822000.0
2012-06-07,799000.0
2012-06-08,817000.0
2012-06-11,796000.0
2012-06-12,800000.0
2012-06-13,798000.0
2012-06-14,806000.0
2012-06-15,828000.0
2012-06-18,826000.0
2012-06-19,839000.0
2012-06-20,851000.0
2012-06-21,825000.0
2012-06-22,843000.0
2012-06-25,803000.0
2012-06-26,812000.0
2012-06-27,822000.0
2012-06-28,818000.0
2012-06-29,851000.0
2012-07-02,857000.0
2012-07-03,877000.0
2012-07-05,860000.0
2012-07-06,845000.0
2012-07-09,855000.0
2012-07-10,851000.0
2012-07-11,850000.0
2012-07-12,846000.0
2012-07-13,864000.0
2012-07-16,848000.0
2012-07-17,845000.0
2012-07-18,866000.0
2012-07-19,915000.0
2012-07-20,904000.0
2012-07-23,868000.0
2012-07-24,868000.0
2012-07-25,879000.0
2012-07-26,909000.0
2012-07-27,919000.0
2012-07-30,970000.0
2012-07-31,966000.0
2012-08-01,962000.0
2012-08-02,942000.0
2012-08-03,951000.0
2012-08-06,966000.0
2012-08-07,956000.0
2012-08-08,940000.0
2012-08-09,945000.0
2012-08-10,950000.0
2012-08-13,934000.0
2012-08-14,907000.0
2012-08-15,923000.0
2012-08-16,918000.0
2012-08-17,901000.0
2012-08-20,913000.0
2012-08-21,901000.0
2012-08-22,914000.0
2012-08-23,920000.0
2012-08-24,949000.0
2012-08-27,960000.0
2012-08-28,952000.0
2012-08-29,957000.0
2012-08-30,938000.0
2012-08-31,960000.0
2012-09-04,946000.0
2012-09-05,955000.0
2012-09-06,979000.0
2012-09-07,970000.0
2012-09-10,975000.0
2012-09-11,977000.0
2012-09-12,1002000.0
2012-09-13,1005000.0
2012-09-14,1040000.0
2012-09-17,1026000.0
2012-09-18,1025000.0
2012-09-19,1028000.0
2012-09-20,1010000.0
2012-09-21,1005000.0
2012-09-24,1001000.0
2012-09-25,994000.0
2012-09-26,971000.0
2012-09-27,1000000.0
2012-09-28,997000.0
2012-10-01,994000.0
2012-10-02,991000.0
2012-10-03,980000.0
2012-10-04,986000.0
2012-10-05,985000.0
2012-10-08,982000.0
2012-10-09,991000.0
2012-10-10,987000.0
2012-10-11,1010000.0
2012-10-12,1001000.0
2012-10-15,1007000.0
2012-10-16,1009000.0
2012-10-17,1010000.0
2012-10-18,1009000.0
2012-10-19,1015000.0
2012-10-22,1036000.0
2012-10-23,1005000.0
2012-10-24,998000.0
2012-10-25,1012000.0
2012-10-26,1009000.0
2012-10-31,1018000.0
2012-11-01,1042000.0
2012-11-02,1043000.0
2012-11-05,1056000.0
2012-11-06,1060000.0
2012-11-07,1016000.0
2012-11-08,1007000.0
2012-11-09,1033000.0
2012-11-12,1037000.0
2012-11-13,1015000.0
2012-11-14,990000.0
2012-11-15,1008000.0
2012-11-16,996000.0
2012-11-19,999000.0
2012-11-20,990000.0
2012-11-21,985000.0
2012-11-23,996000.0
2012-11-26,992000.0
2012-11-27,970000.0
2012-11-28,945000.0
2012-11-29,951000.0
2012-11-30,950000.0
2012-12-03,962000.0
2012-12-04,973000.0
2012-12-05,964000.0
2012-12-06,960000.0
2012-12-07,959000.0
2012-12-10,946000.0
2012-12-11,956000.0
2012-12-12,941000.0
2012-12-13,937000.0
2012-12-14,933000.0
2012-12-17,940000.0
2012-12-18,953000.0
2012-12-19,950000.0
2012-12-20,948000.0
2012-12-21,938000.0
2012-12-24,927000.0
2012-12-26,920000.0
2012-12-27,934000.0
2012-12-28,922000.0
2012-12-31,944000.0
2013-01-02,954000.0
2013-01-03,970000.0
2013-01-04,1000000.0
2013-01-07,997000.0
2013-01-08,1001000.0
2013-01-09,997000.0
2013-01-10,999000.0
2013-01-11,992000.0
2013-01-14,977000.0
2013-01-15,972000.0
2013-01-16,982000.0
2013-01-17,995000.0
2013-01-18,1015000.0
2013-01-22,1029000.0
2013-01-23,1026000.0
2013-01-24,1042000.0
2013-01-25,1033000.0
2013-01-28,1037000.0
2013-01-29,1040000.0
2013-01-30,1029000.0
2013-01-31,1041000.0
2013-02-01,1064000.0
2013-02-04,1043000.0
2013-02-05,1025000.0
2013-02-06,1032000.0
2013-02-07,1032000.0
2013-02-08,1045000.0
2013-02-11,1025000.0
2013-02-12,1033000.0
2013-02-13,1026000.0
2013-02-14,1040000.0
2013-02-15,995000.0
2013-02-19,1005000.0
2013-02-20,991000.0
2013-02-21,961000.0
2013-02-22,958000.0
2013-02-25,931000.0
2013-02-26,940000.0
2013-02-27,955000.0
2013-02-28,935000.0
2013-03-01,931000.0
2013-03-04,925000.0
2013-03-05,926000.0
2013-03-06,932000.0
2013-03-07,930000.0
2013-03-08,939000.0
2013-03-11,935000.0
2013-03-12,934000.0
2013-03-13,933000.0
2013-03-14,960000.0
2013-03-15,975000.0
2013-03-18,955000.0
2013-03-19,940000.0
2013-03-20,960000.0
2013-03-21,976000.0
2013-03-22,987000.0
2013-03-25,983000.0
2013-03-26,999000.0
2013-03-27,1005000.0
2013-03-28,1010000.0
2013-04-01,990000.0
2013-04-02,989000.0
2013-04-03,965000.0
2013-04-04,955000.0
2013-04-05,955000.0
2013-04-08,980000.0
2013-04-09,988000.0
2013-04-10,973000.0
2013-04-11,979000.0
2013-04-12,980000.0
2013-04-15,948000.0
2013-04-16,953000.0
2013-04-17,922000.0
2013-04-18,937000.0
2013-04-19,950000.0
2013-04-22,975000.0
2013-04-23,954000.0
2013-04-24,995000.0
2013-04-25,994000.0
2013-04-26,998000.0
2013-04-29,1002000.0
2013-04-30,998000.0
2013-05-01,1000000.0
2013-05-02,1005000.0
2013-05-03,1011000.0
2013-05-06,1008000.0
2013-05-07,1008000.0
2013-05-08,1019000.0
2013-05-09,1016000.0
2013-05-10,1010000.0
2013-05-13,995000.0
2013-05-14,996000.0
2013-05-15,1004000.0
2013-05-16,995000.0
2013-05-17,1000000.0
2013-05-20,1008000.0
2013-05-21,1009000.0
2013-05-22,994000.0
2013-05-23,979000.0
2013-05-24,975000.0
2013-05-28,996000.0
2013-05-29,991000.0
2013-05-30,991000.0
2013-05-31,994000.0
2013-06-03,981000.0
2013-06-04,967000.0
2013-06-05,970000.0
2013-06-06,960000.0
2013-06-07,994000.0
2013-06-10,976000.0
2013-06-11,959000.0
2013-06-12,948000.0
2013-06-13,959000.0
2013-06-14,956000.0
2013-06-17,960000.0
2013-06-18,950000.0
2013-06-19,952000.0
2013-06-20,916000.0
2013-06-21,923000.0
2013-06-24,910000.0
2013-06-25,935000.0
2013-06-26,945000.0
2013-06-27,948000.0
2013-06-28,978000.0
2013-07-01,973000.0
2013-07-02,971000.0
2013-07-03,963000.0
2013-07-05,969000.0
2013-07-08,960000.0
2013-07-09,956000.0
2013-07-10,945000.0
2013-07-11,941000.0
2013-07-12,949000.0
2013-07-15,938000.0
2013-07-16,950000.0
2013-07-17,969000.0
2013-07-18,969000.0
2013-07-19,976000.0
2013-07-22,978000.0
2013-07-23,1001000.0
2013-07-24,988000.0
2013-07-25,1010000.0
2013-07-26,981000.0
2013-07-29,980000.0
2013-07-30,980000.0
2013-07-31,986000.0
2013-08-01,994000.0
2013-08-02,995000.0
2013-08-05,1005000.0
2013-08-06,994000.0
2013-08-07,989000.0
2013-08-08,998000.0
2013-08-09,1002000.0
2013-08-12,1002000.0
2013-08-13,989000.0
2013-08-14,993000.0
2013-08-15,985000.0
2013-08-16,975000.0
2013-08-19,958000.0
2013-08-20,971000.0
2013-08-21,961000.0
2013-08-22,970000.0
2013-08-23,971000.0
2013-08-26,961000.0
2013-08-27,945000.0
2013-08-28,950000.0
2013-08-29,947000.0
2013-08-30,950000.0
2013-09-03,975000.0
2013-09-04,999000.0
2013-09-05,1012000.0
2013-09-06,1011000.0
2013-09-09,1009000.0
2013-09-10,1012000.0
2013-09-11,1013000.0
2013-09-12,1019000.0
2013-09-13,1064000.0
2013-09-16,1053000.0
2013-09-17,1054000.0
2013-09-18,1053000.0
2013-09-19,1051000.0
2013-09-20,1040000.0
2013-09-23,1049000.0
2013-09-24,1050000.0
2013-09-25,1105000.0
2013-09-26,1121000.0
2013-09-27,1125000.0
2013-09-30,1108000.0
2013-10-01,1099000.0
2013-10-02,1100000.0
2013-10-03,1157000.0
2013-10-04,1158000.0
2013-10-07,1165000.0
2013-10-08,1149000.0
2013-10-09,1133000.0
2013-10-10,1141000.0
2013-10-11,1153000.0
2013-10-14,1157000.0
2013-10-15,1166000.0
2013-10-16,1157000.0
2013-10-17,1154000.0
2013-10-18,1179000.0
2013-10-21,1163000.0
2013-10-22,1178000.0
2013-10-23,1158000.0
2013-10-24,1162000.0
2013-10-25,1159000.0
2013-10-28,1163000.0
2013-10-29,1169000.0
2013-10-30,1161000.0
2013-10-31,1137000.0
2013-11-01,1125000.0
2013-11-04,1131000.0
2013-11-05,1150000.0
2013-11-06,1171000.0
2013-11-07,1212000.0
2013-11-08,1186000.0
2013-11-11,1197000.0
2013-11-12,1188000.0
2013-11-13,1181000.0
2013-11-14,1173000.0
2013-11-15,1180000.0
2013-11-18,1175000.0
2013-11-19,1171000.0
2013-11-20,1162000.0
2013-11-21,1156000.0
2013-11-22,1150000.0
2013-11-25,1128000.0
2013-11-26,1132000.0
2013-11-27,1126000.0
2013-11-29,1130000.0
2013-12-02,1158000.0
2013-12-03,1128000.0
2013-12-04,1127000.0
2013-12-05,1133000.0
2013-12-06,1116000.0
2013-12-09,1092000.0
2013-12-10,1095000.0
2013-12-11,1071000.0
2013-12-12,1085000.0
2013-12-13,1090000.0
2013-12-16,1095000.0
2013-12-17,1081000.0
