Date,FIVE
2012-07-19,26.5
2012-07-20,27.27
2012-07-23,27.549999
2012-07-24,27.6
2012-07-25,27.049999
2012-07-26,27.889999
2012-07-27,29.65
2012-07-30,29.809998999999998
2012-07-31,29.34
2012-08-01,29.139999
2012-08-02,29.42
2012-08-03,29.790001
2012-08-06,31.16
2012-08-07,32.43
2012-08-08,32.880001
2012-08-09,33.130001
2012-08-10,32.709998999999996
2012-08-13,32.110001000000004
2012-08-14,32.509997999999996
2012-08-15,33.25
2012-08-16,32.299999
2012-08-17,31.26
2012-08-20,30.15
2012-08-21,29.959999
2012-08-22,31.190001000000002
2012-08-23,30.219998999999998
2012-08-24,30.9
2012-08-27,31.0
2012-08-28,32.150002
2012-08-29,31.549999
2012-08-30,32.419998
2012-08-31,32.139998999999996
2012-09-04,33.200001
2012-09-05,32.889998999999996
2012-09-06,35.880001
2012-09-07,35.380001
2012-09-10,34.799999
2012-09-11,33.549999
2012-09-12,33.5
2012-09-13,33.919998
2012-09-14,36.0
2012-09-17,35.799999
2012-09-18,35.07
2012-09-19,35.330002
2012-09-20,34.349998
2012-09-21,35.900002
2012-09-24,37.130001
2012-09-25,38.790001000000004
2012-09-26,38.799999
2012-09-27,39.150002
2012-09-28,39.080002
2012-10-01,38.73
2012-10-02,37.759997999999996
2012-10-03,37.369999
2012-10-04,38.169998
2012-10-05,36.799999
2012-10-08,35.77
2012-10-09,34.93
2012-10-10,34.93
2012-10-11,35.049999
2012-10-12,34.18
2012-10-15,34.970001
2012-10-16,35.0
2012-10-17,36.150002
2012-10-18,35.830002
2012-10-19,35.040001000000004
2012-10-22,33.82
2012-10-23,34.040001000000004
2012-10-24,33.380001
2012-10-25,33.150002
2012-10-26,33.400002
2012-10-31,33.139998999999996
2012-11-01,33.57
2012-11-02,32.860001000000004
2012-11-05,32.32
2012-11-06,31.57
2012-11-07,30.23
2012-11-08,30.190001000000002
2012-11-09,28.549999
2012-11-12,29.66
2012-11-13,29.709999
2012-11-14,29.08
2012-11-15,28.620001000000002
2012-11-16,29.01
2012-11-19,29.280001000000002
2012-11-20,28.99
2012-11-21,28.77
2012-11-23,28.66
2012-11-26,28.190001000000002
2012-11-27,28.110001
2012-11-28,30.549999
2012-11-29,31.389999
2012-11-30,37.150002
2012-12-03,35.040001000000004
2012-12-04,35.049999
2012-12-05,34.400002
2012-12-06,34.709998999999996
2012-12-07,34.490002000000004
2012-12-10,34.380001
2012-12-11,34.950001
2012-12-12,34.09
2012-12-13,34.259997999999996
2012-12-14,34.549999
2012-12-17,34.790001000000004
2012-12-18,34.549999
2012-12-19,33.099998
2012-12-20,33.77
2012-12-21,33.299999
2012-12-24,32.759997999999996
2012-12-26,32.52
2012-12-27,32.560001
2012-12-28,31.98
2012-12-31,32.040001000000004
2013-01-02,33.810001
2013-01-03,33.18
2013-01-04,33.09
2013-01-07,32.77
2013-01-08,32.849998
2013-01-09,33.110001000000004
2013-01-10,32.52
2013-01-11,32.0
2013-01-14,31.139999
2013-01-15,31.83
2013-01-16,34.400002
2013-01-17,35.919998
2013-01-18,34.990002000000004
2013-01-22,34.380001
2013-01-23,34.93
2013-01-24,34.869999
2013-01-25,34.5
2013-01-28,35.139998999999996
2013-01-29,35.900002
2013-01-30,37.25
2013-01-31,37.0
2013-02-01,37.099998
2013-02-04,36.509997999999996
2013-02-05,37.830002
2013-02-06,38.299999
2013-02-07,38.130001
2013-02-08,38.349998
2013-02-11,37.93
2013-02-12,37.860001000000004
2013-02-13,37.419998
2013-02-14,37.75
2013-02-15,37.16
2013-02-19,37.380001
2013-02-20,37.279999
2013-02-21,37.220001
2013-02-22,38.060001
2013-02-25,38.880001
2013-02-26,39.540001000000004
2013-02-27,40.209998999999996
2013-02-28,39.799999
2013-03-01,41.0
2013-03-04,41.029999
2013-03-05,41.360001000000004
2013-03-06,42.5
2013-03-07,42.029999
2013-03-08,42.040001000000004
2013-03-11,41.880001
2013-03-12,41.470001
2013-03-13,41.220001
2013-03-14,41.93
2013-03-15,41.07
2013-03-18,41.82
2013-03-19,41.02
2013-03-20,41.779999
2013-03-21,41.360001000000004
2013-03-22,41.57
2013-03-25,41.549999
2013-03-26,39.869999
2013-03-27,39.16
2013-03-28,37.889998999999996
2013-04-01,37.98
2013-04-02,37.240002000000004
2013-04-03,35.740002000000004
2013-04-04,36.970001
2013-04-05,35.439999
2013-04-08,35.689999
2013-04-09,35.57
2013-04-10,36.139998999999996
2013-04-11,37.0
2013-04-12,36.939999
2013-04-15,35.25
2013-04-16,36.349998
2013-04-17,35.639998999999996
2013-04-18,36.299999
2013-04-19,36.509997999999996
2013-04-22,36.59
